id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/16/value
2813630285,264,1,1,24,35,4q0b35m26thti4c2on9a3npk0,1,64.0,80.9,2025-05-11T15:26:56.412Z,2025-05-11T15:26:57Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5720891965,141,33.0,5720891967,212,33.2,5720891963,140,70.0,5720891969,213,4.90,5720891971,1,,5720891961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630309,265,1,1,24,36,4q0b35m26thti4c2on9a3npk0,1,70.0,33.0,2025-05-11T15:26:57.267Z,2025-05-11T15:26:59Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5720892099,56,Center,5720892103,140,65.6,5720892111,213,1.83,5720892109,212,18.1,5720892107,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630381,266,1,1,24,38,4q0b35m26thti4c2on9a3npk0,1,65.6,58.8,2025-05-11T15:26:59.748Z,2025-05-11T15:27:05Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5720892479,140,68.4,5720892477,56,Left,5720892485,213,1.43,5720892481,141,90.0,5720892483,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630405,267,1,1,24,44,4q0b35m26thti4c2on9a3npk0,1,65.7,84.4,2025-05-11T15:27:05.140Z,2025-05-11T15:27:08Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5720892601,212,22.6,5720892597,140,53.0,5720892603,213,4.08,5720892595,56,Center,5720892599,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630433,268,1,1,24,46,4q0b35m26thti4c2on9a3npk0,1,53.0,57.5,2025-05-11T15:27:07.852Z,2025-05-11T16:05:11Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5720892793,212,18.8,5720892795,213,5.90,5720892789,140,69.6,5720892791,141,47.3,5720892785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630513,269,1,1,24,47,4q0b35m26thti4c2on9a3npk0,1,69.6,47.3,2025-05-11T15:27:08.139Z,2025-05-11T16:05:16Z,4cx6v1ugc9l5sd0nqep3sxoiy,J. Nuñez,,,5720893263,56,Center,5720893269,212,9.9,5720893271,213,0.41,5720893265,140,78.2,5720893267,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813658807,440,1,1,24,48,4q0b35m26thti4c2on9a3npk0,0,79.1,50.7,2025-05-11T15:27:09.044Z,2025-05-11T16:05:09Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5721049793,140,72.2,5721049797,212,8.0,5721050047,156,,5721049795,141,55.7,5721049801,213,2.70,5721049791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630509,183,43,1,24,53,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-11T15:27:14.975Z,2025-05-11T16:05:54Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5721053667,144,8,5721046599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630507,182,61,1,24,54,80hgdmpkvdrhw1ge9nks2kxvy,1,39.1,34.9,2025-05-11T15:27:15.727Z,2025-05-11T17:11:57Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5720893229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813659165,390,1,1,24,55,80hgdmpkvdrhw1ge9nks2kxvy,1,21.5,42.5,2025-05-11T15:27:16.144Z,2025-05-11T16:06:29Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5721055105,212,14.5,5721055107,213,0.73,5721055101,140,31.8,5721055103,141,56.8,5721055099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630515,184,61,1,24,56,80hgdmpkvdrhw1ge9nks2kxvy,0,40.1,52.7,2025-05-11T15:27:17.319Z,2025-05-11T15:27:18Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5720893279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630517,270,61,1,24,56,4q0b35m26thti4c2on9a3npk0,0,65.2,37.6,2025-05-11T15:27:17.516Z,2025-05-11T15:27:18Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5720893283,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630683,185,5,1,24,57,80hgdmpkvdrhw1ge9nks2kxvy,1,20.8,101.6,2025-05-11T15:27:19.036Z,2025-05-11T17:14:22Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5720894257,233,271,5720894167,56,Back,5720894169,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630539,271,5,1,24,57,4q0b35m26thti4c2on9a3npk0,0,79.2,-1.6,2025-05-11T15:27:19.036Z,2025-05-11T17:14:23Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5720893383,347,,5720893381,56,Right,5720894277,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630759,186,1,1,25,10,80hgdmpkvdrhw1ge9nks2kxvy,1,27.9,100.0,2025-05-11T15:27:31.663Z,2025-05-11T15:27:35Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5720894601,212,13.8,5720894593,107,,5720894603,213,4.87,5720894595,56,Back,5720894597,140,29.9,5720894599,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630769,187,4,1,25,14,80hgdmpkvdrhw1ge9nks2kxvy,1,28.4,88.0,2025-05-11T15:27:35.187Z,2025-05-11T15:27:39Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5720894691,13,,5720894695,152,,5720894697,265,,5720894699,285,,5720894731,233,272,5720894693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630749,272,4,1,25,14,4q0b35m26thti4c2on9a3npk0,0,71.6,12.0,2025-05-11T15:27:35.188Z,2025-05-11T15:27:38Z,4cx6v1ugc9l5sd0nqep3sxoiy,J. Nuñez,,,5720894633,152,,5720894743,233,187,5720894635,265,,5720894637,286,,5720894629,13,,5720894631,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813630969,188,1,1,25,29,80hgdmpkvdrhw1ge9nks2kxvy,0,30.3,90.0,2025-05-11T15:27:50.095Z,2025-05-11T16:08:45Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5721067721,189,,5720895703,56,Center,5720895713,1,,5720895711,213,5.90,5720895701,152,,5720895709,212,46.2,5720895699,157,,5720895705,140,71.2,5720895697,5,5720895707,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,
2813631009,274,1,1,25,33,4q0b35m26thti4c2on9a3npk0,1,28.6,55.7,2025-05-11T15:27:54.340Z,2025-05-11T15:27:57Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5720895951,56,Back,5720895953,140,34.2,5720895959,213,1.35,5720895957,212,26.8,5720895955,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631067,275,1,1,25,36,4q0b35m26thti4c2on9a3npk0,1,34.2,94.2,2025-05-11T15:27:57.356Z,2025-05-11T15:28:02Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5720896221,140,53.8,5720896227,213,6.07,5720896225,212,21.1,5720896219,56,Left,5720896223,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631133,189,27,1,25,43,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-11T15:28:04.845Z,2025-05-11T15:28:09Z,,,,,5720896657,233,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631129,276,27,1,25,43,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-11T15:28:04.845Z,2025-05-11T15:28:09Z,,,,,5720896579,41,Injury,5720896617,233,189,5720896581,53,657z9s0rqlzub9nmdpb7ct82c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631439,190,28,1,26,17,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-11T15:28:38.705Z,2025-05-11T15:28:41Z,,,,,5720898287,233,277,5720898203,55,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631445,277,28,1,26,17,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-11T15:28:38.705Z,2025-05-11T15:28:40Z,,,,,5720898239,55,276,5720898249,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631565,279,1,1,26,33,4q0b35m26thti4c2on9a3npk0,1,34.7,94.4,2025-05-11T15:28:54.485Z,2025-05-11T15:28:56Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5720898869,56,Back,5720898873,141,89.9,5720898871,140,22.8,5720898877,213,3.38,5720898875,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631665,280,1,1,26,35,4q0b35m26thti4c2on9a3npk0,1,22.8,89.9,2025-05-11T15:28:56.117Z,2025-05-11T15:29:07Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5720899581,213,3.95,5720899579,212,21.3,5720899577,141,67.3,5720899575,140,8.8,5720899573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631687,281,1,1,26,46,4q0b35m26thti4c2on9a3npk0,0,13.3,55.5,2025-05-11T15:29:07.182Z,2025-05-11T15:29:09Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5720899679,56,Center,5720899689,1,,5720899687,213,6.11,5720899677,157,,5720899685,212,62.1,5720899681,140,71.6,5720899683,141,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631717,192,1,1,26,48,80hgdmpkvdrhw1ge9nks2kxvy,1,35.0,71.8,2025-05-11T15:29:09.872Z,2025-05-11T15:29:12Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5720899867,213,6.14,5720899865,212,18.3,5720899861,140,52.2,5720899859,56,Center,5720899857,3,,5720899863,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631733,194,1,1,26,52,80hgdmpkvdrhw1ge9nks2kxvy,1,46.1,69.3,2025-05-11T15:29:13.128Z,2025-05-11T15:29:14Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5720899955,213,2.75,5720899953,212,14.9,5720899949,140,33.0,5720899951,141,77.6,5720899947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631785,195,1,1,26,52,80hgdmpkvdrhw1ge9nks2kxvy,1,32.1,73.5,2025-05-11T15:29:14.008Z,2025-05-11T15:29:21Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5720900305,213,0.44,5720900303,212,15.1,5720900297,56,Back,5720900301,141,82.9,5720900299,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631803,196,1,1,27,0,80hgdmpkvdrhw1ge9nks2kxvy,1,79.3,93.8,2025-05-11T15:29:21.216Z,2025-05-11T15:29:24Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5720900401,140,68.2,5720900405,212,14.6,5720900407,213,3.79,5720900399,56,Left,5720900403,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631849,197,1,1,27,2,80hgdmpkvdrhw1ge9nks2kxvy,1,68.5,85.6,2025-05-11T15:29:23.880Z,2025-05-11T15:29:29Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5720900691,1,,5720900683,140,57.4,5720900685,141,29.5,5720900687,212,39.9,5720900689,213,4.42,5720900681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631879,198,1,1,27,8,80hgdmpkvdrhw1ge9nks2kxvy,1,60.4,28.8,2025-05-11T15:29:29.480Z,2025-05-11T15:29:34Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5720900869,212,14.4,5720900863,56,Center,5720900871,213,2.27,5720900865,140,51.6,5720900867,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631921,199,1,1,27,13,80hgdmpkvdrhw1ge9nks2kxvy,1,54.0,46.0,2025-05-11T15:29:34.400Z,2025-05-11T15:29:38Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5720901081,140,63.8,5720901079,56,Center,5720901087,213,0.91,5720901085,212,16.7,5720901083,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813631949,200,1,1,27,17,80hgdmpkvdrhw1ge9nks2kxvy,1,62.7,65.5,2025-05-11T15:29:38.264Z,2025-05-11T15:29:42Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5720901251,56,Center,5720901257,212,14.9,5720901255,141,47.6,5720901253,140,54.5,5720901259,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632001,201,1,1,27,20,80hgdmpkvdrhw1ge9nks2kxvy,1,51.7,52.7,2025-05-11T15:29:41.872Z,2025-05-11T15:29:46Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5720901483,212,16.2,5720901481,141,74.4,5720901479,140,58.1,5720901477,56,Center,5720901485,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632011,202,1,1,27,24,80hgdmpkvdrhw1ge9nks2kxvy,0,60.1,73.8,2025-05-11T15:29:45.920Z,2025-05-11T15:29:47Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5720901525,155,,5720901527,56,Center,5720901529,140,85.1,5720901531,141,40.1,5720901533,212,34.8,5720901535,213,5.57,5720901537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632021,282,8,1,27,27,4q0b35m26thti4c2on9a3npk0,1,21.2,62.7,2025-05-11T15:29:48.349Z,2025-05-11T15:29:48Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5720901599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632061,203,1,1,27,28,80hgdmpkvdrhw1ge9nks2kxvy,1,74.5,25.3,2025-05-11T15:29:49.408Z,2025-05-11T15:29:52Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5720901851,141,35.8,5720901845,56,Center,5720901847,140,72.5,5720901857,213,1.86,5720901855,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632097,204,1,1,27,31,80hgdmpkvdrhw1ge9nks2kxvy,0,81.0,17.3,2025-05-11T15:29:52.584Z,2025-05-11T15:29:56Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5720902091,212,24.1,5720902083,155,,5720902087,140,95.2,5720902085,56,Center,5720902089,141,45.1,5720902081,2,,5720902093,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632125,283,12,1,27,37,4q0b35m26thti4c2on9a3npk0,1,6.1,45.1,2025-05-11T15:29:58.246Z,2025-05-11T15:30:00Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5720902243,167,,5720902219,212,31.6,5720902213,56,Back,5720902221,213,4.64,5720902215,140,3.9,5720902217,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632253,205,5,1,27,38,80hgdmpkvdrhw1ge9nks2kxvy,1,95.6,101.6,2025-05-11T15:29:59.822Z,2025-05-11T17:14:23Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5720902859,347,,5720902927,233,284,5720902857,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632129,284,5,1,27,38,4q0b35m26thti4c2on9a3npk0,0,4.4,-1.6,2025-05-11T15:29:59.822Z,2025-05-11T17:14:23Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5720902235,56,Back,5720902237,347,,5720902935,233,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632293,206,1,1,27,54,80hgdmpkvdrhw1ge9nks2kxvy,1,94.6,100.0,2025-05-11T15:30:15.072Z,2025-05-11T15:30:18Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5720903075,213,4.52,5720903073,212,10.5,5720903069,140,92.7,5720903071,141,86.9,5720903065,107,,5720903067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632315,207,1,1,27,57,80hgdmpkvdrhw1ge9nks2kxvy,1,90.2,87.4,2025-05-11T15:30:18.360Z,2025-05-11T15:30:20Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5720903153,141,90.5,5720903151,140,91.8,5720903149,56,Left,5720903155,212,2.7,5720903157,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632323,208,1,1,27,59,80hgdmpkvdrhw1ge9nks2kxvy,1,92.9,88.9,2025-05-11T15:30:20.216Z,2025-05-11T15:30:21Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5720903221,213,2.23,5720903213,56,Left,5720903219,212,2.4,5720903217,141,91.7,5720903215,140,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632351,209,1,1,28,0,80hgdmpkvdrhw1ge9nks2kxvy,1,92.2,91.7,2025-05-11T15:30:21.416Z,2025-05-11T15:30:23Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5720903349,212,6.2,5720903351,213,3.63,5720903343,56,Left,5720903345,140,87.0,5720903347,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632407,210,1,1,28,2,80hgdmpkvdrhw1ge9nks2kxvy,1,85.6,87.2,2025-05-11T15:30:23.096Z,2025-05-11T15:30:26Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5720903611,212,5.5,5720903601,56,Left,5720903615,213,2.56,5720903607,141,91.7,5720903605,140,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632417,211,1,1,28,5,80hgdmpkvdrhw1ge9nks2kxvy,0,86.9,92.3,2025-05-11T15:30:26.176Z,2025-05-11T15:30:27Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5720903683,141,47.9,5720903681,140,89.8,5720903679,56,Center,5720903677,155,,5720903687,213,4.81,5720903685,212,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632427,285,12,1,28,6,4q0b35m26thti4c2on9a3npk0,1,13.1,39.8,2025-05-11T15:30:27.318Z,2025-05-11T15:30:40Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5720903745,56,Back,5720903747,140,18.0,5720903751,212,12.2,5720903749,141,56.1,5720903753,213,1.14,5720903777,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632481,212,1,1,28,8,80hgdmpkvdrhw1ge9nks2kxvy,1,84.3,42.4,2025-05-11T15:30:29.088Z,2025-05-11T15:30:31Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5720903973,141,57.0,5720903969,56,Center,5720903967,3,,5720903975,212,12.2,5720903977,213,2.19,5720903971,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632501,213,1,1,28,10,80hgdmpkvdrhw1ge9nks2kxvy,1,79.2,58.5,2025-05-11T15:30:31.120Z,2025-05-11T15:30:33Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5720904057,56,Center,5720904059,140,69.1,5720904061,141,49.0,5720904063,212,12.4,5720904065,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632543,214,1,1,28,11,80hgdmpkvdrhw1ge9nks2kxvy,1,68.3,52.7,2025-05-11T15:30:33.008Z,2025-05-11T15:30:36Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5720904335,213,3.67,5720904333,212,17.9,5720904329,140,53.6,5720904331,141,39.5,5720904327,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632569,215,1,1,28,15,80hgdmpkvdrhw1ge9nks2kxvy,1,54.4,37.4,2025-05-11T15:30:36.504Z,2025-05-11T15:32:41Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5720904459,141,46.9,5720904461,212,8.6,5720904455,56,Center,5720904457,140,59.8,5720904463,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632585,216,1,1,28,18,80hgdmpkvdrhw1ge9nks2kxvy,1,59.8,46.9,2025-05-11T15:30:39.561Z,2025-05-11T15:30:40Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5720904583,141,38.9,5720904585,212,10.1,5720904587,213,5.71,5720904579,56,Center,5720904581,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632599,217,1,1,28,18,80hgdmpkvdrhw1ge9nks2kxvy,0,67.9,38.9,2025-05-11T15:30:39.933Z,2025-05-11T15:31:30Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5720904687,56,Center,5720904689,140,70.5,5720904693,212,2.9,5720904691,141,37.4,5720904723,286,,5720904695,213,5.93,5720904719,233,286,5720904717,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632581,286,74,1,28,18,4q0b35m26thti4c2on9a3npk0,1,24.7,53.3,2025-05-11T15:30:39.934Z,2025-05-11T15:30:42Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5720904553,285,,5720904551,56,Back,5720904749,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632663,218,83,1,28,24,80hgdmpkvdrhw1ge9nks2kxvy,0,60.6,31.6,2025-05-11T15:30:45.705Z,2025-05-11T15:30:54Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5720905623,399,4cx6v1ugc9l5sd0nqep3sxoiy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632727,288,4,1,28,28,4q0b35m26thti4c2on9a3npk0,1,36.4,72.4,2025-05-11T15:30:49.839Z,2025-05-11T17:13:25Z,4cx6v1ugc9l5sd0nqep3sxoiy,J. Nuñez,,,5720905377,56,Back,5720905375,13,,5720905379,152,,5720905469,233,219,5720905381,265,,5720905383,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632731,219,4,1,28,28,80hgdmpkvdrhw1ge9nks2kxvy,0,63.6,27.6,2025-05-11T15:30:49.840Z,2025-05-11T17:13:25Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5720905421,265,,5720905417,56,Center,5720905415,13,,5720905419,152,,5720905507,233,288,5720905423,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633191,220,27,1,29,4,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-11T15:31:25.522Z,2025-05-11T15:31:37Z,,,,,5720908697,233,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633343,290,27,1,29,4,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-11T15:31:25.522Z,2025-05-11T15:31:37Z,,,,,5720908685,233,220,5720908617,53,4cx6v1ugc9l5sd0nqep3sxoiy,5720908615,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634241,226,28,1,30,34,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-11T15:32:55.121Z,2025-05-11T15:32:56Z,,,,,5720913731,55,220,5720913787,233,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634229,292,28,1,30,34,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-11T15:32:55.121Z,2025-05-11T15:32:56Z,,,,,5720913681,55,290,5720913747,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634427,227,43,1,30,49,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-11T15:33:10.274Z,2025-05-11T15:33:17Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5720915245,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634435,228,43,1,30,49,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-11T15:33:10.426Z,2025-05-11T15:33:15Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5720915101,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634439,229,43,1,30,49,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-11T15:33:10.610Z,2025-05-11T15:33:13Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5720914865,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634527,293,1,1,30,52,4q0b35m26thti4c2on9a3npk0,1,37.0,69.0,2025-05-11T15:33:13.168Z,2025-05-11T15:33:32Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5720915205,212,21.1,5720915207,213,1.06,5720915199,56,Back,5720915201,140,46.9,5720915195,5,,5720915197,152,,5720915203,141,96.0,5720916317,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
