id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value
2819021089,156,44,1,18,57,d8w1m5j3jbd1eva8524dv4a20,1,21.8,75.0,2025-05-25T17:34:51.162Z,2025-05-25T17:34:57Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5750810003,233,234,5750809977,285,,5750809975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021071,234,44,1,18,57,6oxoag5c6zbnn09wx08vz4iak,0,78.2,25.0,2025-05-25T17:34:51.163Z,2025-05-25T17:34:59Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5750809905,286,,5750810027,233,156,5750809901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021133,157,12,1,18,57,d8w1m5j3jbd1eva8524dv4a20,1,29.9,83.0,2025-05-25T17:34:51.527Z,2025-05-25T19:25:18Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5750810247,141,64.9,5750810255,213,5.30,5750810279,15,,5750810251,212,14.8,5750810243,140,37.7,5750810239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021119,235,1,1,19,0,6oxoag5c6zbnn09wx08vz4iak,1,67.3,39.7,2025-05-25T17:34:54.755Z,2025-05-25T17:34:57Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5750810179,56,Center,5750810185,212,14.4,5750810183,141,60.8,5750810187,213,1.59,5750810181,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021151,236,1,1,19,2,6oxoag5c6zbnn09wx08vz4iak,1,69.8,61.1,2025-05-25T17:34:56.715Z,2025-05-25T17:35:01Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5750810317,56,Left,5750810325,213,1.11,5750810323,212,18.7,5750810319,140,77.8,5750810321,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021181,237,1,1,19,6,6oxoag5c6zbnn09wx08vz4iak,1,86.6,71.7,2025-05-25T17:35:00.802Z,2025-05-25T17:35:03Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5750810497,141,71.5,5750810495,140,92.9,5750810499,212,6.6,5750810493,56,Center,5750810501,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021199,238,1,1,19,9,6oxoag5c6zbnn09wx08vz4iak,1,92.4,71.2,2025-05-25T17:35:02.978Z,2025-05-25T17:35:05Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5750810593,56,Center,5750810601,213,4.48,5750810597,141,49.9,5750810599,212,14.9,5750810595,140,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021207,239,61,1,19,11,6oxoag5c6zbnn09wx08vz4iak,0,92.1,54.8,2025-05-25T17:35:05.099Z,2025-05-25T19:35:24Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5750810657,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021315,158,5,1,19,11,d8w1m5j3jbd1eva8524dv4a20,1,-0.6,37.2,2025-05-25T17:35:05.254Z,2025-05-25T17:35:19Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5750811317,233,240,5750811269,346,,5750811267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021223,240,5,1,19,11,6oxoag5c6zbnn09wx08vz4iak,0,100.6,62.8,2025-05-25T17:35:05.254Z,2025-05-25T19:21:21Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5750811351,233,158,5750810743,56,Center,5750810745,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021497,159,1,1,19,39,d8w1m5j3jbd1eva8524dv4a20,0,4.6,60.0,2025-05-25T17:35:33.648Z,2025-05-25T17:35:38Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5750812497,140,65.3,5750812501,212,64.3,5750812499,141,72.3,5750812495,56,Center,5750812509,74,,5750812505,1,,5750812493,124,,5750812503,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021523,241,44,1,19,43,6oxoag5c6zbnn09wx08vz4iak,1,36.8,22.8,2025-05-25T17:35:37.675Z,2025-05-25T17:35:44Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750812631,285,,5750812629,56,Back,5750812667,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021513,160,44,1,19,43,d8w1m5j3jbd1eva8524dv4a20,0,63.2,77.2,2025-05-25T17:35:37.676Z,2025-05-25T17:35:46Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5750812569,56,Center,5750812571,286,,5750812675,233,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021589,242,12,1,19,44,6oxoag5c6zbnn09wx08vz4iak,1,40.0,15.5,2025-05-25T17:35:38.339Z,2025-05-25T19:26:08Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750813043,15,,5750813017,140,46.7,5750813023,213,5.25,5750813089,167,,5750813019,141,0.0,5750813015,56,Back,5750813021,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021761,161,5,1,19,46,d8w1m5j3jbd1eva8524dv4a20,1,52.3,101.8,2025-05-25T17:35:40.596Z,2025-05-25T19:21:21Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5750813981,233,243,5750813973,56,Left,5750813975,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021601,243,5,1,19,46,6oxoag5c6zbnn09wx08vz4iak,0,47.7,-1.8,2025-05-25T17:35:40.596Z,2025-05-25T19:21:22Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750813079,347,,5750813993,233,161,5750813077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021775,162,1,1,20,7,d8w1m5j3jbd1eva8524dv4a20,0,54.7,100.0,2025-05-25T17:36:00.941Z,2025-05-25T17:36:02Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5750814095,213,5.82,5750814093,212,14.5,5750814089,140,67.1,5750814085,107,,5750814087,56,Left,5750814091,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021781,244,1,1,20,8,6oxoag5c6zbnn09wx08vz4iak,1,34.0,11.3,2025-05-25T17:36:02.146Z,2025-05-25T17:36:03Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750814137,140,46.2,5750814141,141,24.3,5750814149,213,0.60,5750814145,212,15.6,5750814133,3,,5750814135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021809,246,1,1,20,10,6oxoag5c6zbnn09wx08vz4iak,1,39.7,18.9,2025-05-25T17:36:04.306Z,2025-05-25T17:36:08Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5750814299,140,34.2,5750814303,212,9.7,5750814297,56,Back,5750814301,141,7.4,5750814305,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021813,247,1,1,20,13,6oxoag5c6zbnn09wx08vz4iak,0,32.7,4.7,2025-05-25T17:36:07.866Z,2025-05-25T17:37:28Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750814325,141,15.9,5750814329,213,0.74,5750814323,140,40.7,5750815703,155,,5750814327,212,11.3,5750814321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021821,248,3,1,20,15,6oxoag5c6zbnn09wx08vz4iak,0,43.8,19.0,2025-05-25T17:36:09.907Z,2025-05-25T18:17:48Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5750814353,56,Back,5751004623,233,368,5750818995,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819055763,368,7,1,20,16,d8w1m5j3jbd1eva8524dv4a20,1,56.2,81.0,2025-05-25T17:36:09.908Z,2025-05-25T18:17:47Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5751004537,285,,5751004607,233,248,5751004533,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021845,163,1,1,20,18,d8w1m5j3jbd1eva8524dv4a20,1,54.9,81.7,2025-05-25T17:36:12.837Z,2025-05-25T18:18:01Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5750814463,141,25.5,5750814459,56,Center,5750814469,1,,5750814465,212,38.6,5750814461,140,59.9,5750814467,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021877,165,1,1,20,20,d8w1m5j3jbd1eva8524dv4a20,1,67.4,29.5,2025-05-25T17:36:14.621Z,2025-05-25T17:36:16Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5750814681,213,5.56,5750814673,56,Right,5750814677,141,19.5,5750814679,212,10.3,5750814675,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021887,166,1,1,20,22,d8w1m5j3jbd1eva8524dv4a20,0,74.8,19.5,2025-05-25T17:36:16.372Z,2025-05-25T17:36:18Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5750814733,212,14.5,5750814731,141,26.5,5750814727,56,Center,5750814735,213,0.34,5750814729,140,87.8,5750814725,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021893,249,12,1,20,24,6oxoag5c6zbnn09wx08vz4iak,1,7.6,70.0,2025-05-25T17:36:18.498Z,2025-05-25T17:36:20Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5750814901,167,,5750814813,213,0.82,5750814809,141,100.0,5750814805,56,Back,5750814807,140,26.7,5750814811,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021925,167,5,1,20,25,d8w1m5j3jbd1eva8524dv4a20,1,70.8,-1.6,2025-05-25T17:36:19.515Z,2025-05-25T19:21:22Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5750815067,56,Right,5750815069,347,,5750815073,233,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021899,250,5,1,20,25,6oxoag5c6zbnn09wx08vz4iak,0,29.2,101.6,2025-05-25T17:36:19.515Z,2025-05-25T19:21:22Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5750814859,56,Back,5750815131,233,167,5750814861,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021953,168,1,1,20,28,d8w1m5j3jbd1eva8524dv4a20,1,66.7,0.0,2025-05-25T17:36:22.677Z,2025-05-25T17:36:26Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5750815255,212,10.3,5750815247,107,,5750815253,141,6.1,5750815257,213,2.60,5750815251,140,58.3,5750815249,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819021977,169,1,1,20,32,d8w1m5j3jbd1eva8524dv4a20,1,59.6,4.4,2025-05-25T17:36:26.365Z,2025-05-25T17:36:28Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5750815383,56,Center,5750815389,212,13.9,5750815385,140,52.6,5750815391,213,2.13,5750815387,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022005,170,1,1,20,34,d8w1m5j3jbd1eva8524dv4a20,1,52.5,21.8,2025-05-25T17:36:28.317Z,2025-05-25T17:36:32Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5750815531,56,Back,5750815533,140,44.5,5750815537,212,30.5,5750815539,213,1.85,5750815535,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022049,171,1,1,20,38,d8w1m5j3jbd1eva8524dv4a20,1,54.3,67.8,2025-05-25T17:36:32.725Z,2025-05-25T17:36:35Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5750815687,141,96.0,5750815689,212,22.1,5750815685,140,64.7,5750815691,213,1.05,5750815683,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022071,172,1,1,20,41,d8w1m5j3jbd1eva8524dv4a20,1,64.7,96.0,2025-05-25T17:36:34.997Z,2025-05-25T17:36:39Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5750815903,213,6.26,5750815889,56,Left,5750815893,140,80.7,5750815897,141,95.4,5750815899,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022085,173,3,1,20,44,d8w1m5j3jbd1eva8524dv4a20,1,78.8,91.3,2025-05-25T17:36:38.361Z,2025-05-25T19:22:15Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,,5750815975,56,Left,5750816363,233,251,5750815977,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022119,251,45,1,20,44,6oxoag5c6zbnn09wx08vz4iak,0,21.2,8.7,2025-05-25T17:36:38.361Z,2025-05-25T19:22:15Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750816369,233,173,5750816141,56,Back,5750816143,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022091,174,3,1,20,45,d8w1m5j3jbd1eva8524dv4a20,0,75.5,91.8,2025-05-25T17:36:39.360Z,2025-05-25T19:20:10Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,,5750847371,233,252,5750816001,286,,5750815999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022133,252,7,1,20,45,6oxoag5c6zbnn09wx08vz4iak,1,24.5,8.2,2025-05-25T17:36:39.361Z,2025-05-25T19:20:10Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5750816189,56,Back,5750816187,167,,5750816191,285,,5750847285,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022143,175,5,1,20,48,d8w1m5j3jbd1eva8524dv4a20,1,73.1,101.8,2025-05-25T17:36:42.429Z,2025-05-25T19:21:23Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,,5750816249,347,,5750816247,56,Left,5750816257,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022137,253,5,1,20,48,6oxoag5c6zbnn09wx08vz4iak,0,26.9,-1.8,2025-05-25T17:36:42.429Z,2025-05-25T19:21:23Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5750816203,347,,5750816265,233,175,5750816201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022207,176,1,1,21,0,d8w1m5j3jbd1eva8524dv4a20,1,76.2,100.0,2025-05-25T17:36:54.796Z,2025-05-25T17:36:56Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5750816705,213,4.43,5750816697,141,83.3,5750816693,56,Left,5750816687,107,,5750816695,140,72.9,5750816701,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022223,177,1,1,21,1,d8w1m5j3jbd1eva8524dv4a20,1,72.9,83.3,2025-05-25T17:36:55.885Z,2025-05-25T17:36:57Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5750816781,213,0.61,5750816777,141,95.0,5750816813,156,,5750816773,56,Left,5750816775,140,83.8,5750816779,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022271,178,1,1,21,5,d8w1m5j3jbd1eva8524dv4a20,1,83.8,95.0,2025-05-25T17:36:58.997Z,2025-05-25T17:37:21Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,1.0,,5750817077,155,,5750817087,213,4.56,5750818465,210,15,5750817081,140,79.4,5750817085,212,30.1,5750817079,56,Center,5750817083,141,51.2,5750818467,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022275,179,15,1,21,6,d8w1m5j3jbd1eva8524dv4a20,1,79.4,51.2,2025-05-25T17:37:00.822Z,2025-05-25T17:37:21Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5750818545,230,98.9,5750818603,233,254,5750817715,82,,5750818543,147,51.8,5750817097,22,,5750818547,231,50,5750817099,18,,5750818541,146,83.6,5750818533,103,5750818529,102,54.2,19,5750817707,20,,5750818517,29,5750817101,56,5750818521,55,5750818519,154,5750818515,76,,,,,,,,,,,,,Center,178,
2819022259,254,10,1,21,7,6oxoag5c6zbnn09wx08vz4iak,1,16.4,48.2,2025-05-25T17:37:00.922Z,2025-05-25T17:37:22Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5750817019,94,,5750818627,233,179,5750817021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022697,181,43,1,21,8,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-05-25T17:37:02.325Z,2025-05-25T17:40:07Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5750833707,144,56,5750819345,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022377,255,61,1,21,15,6oxoag5c6zbnn09wx08vz4iak,0,5.2,12.6,2025-05-25T17:37:09.290Z,2025-05-25T17:38:41Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750817529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022359,180,6,1,21,16,d8w1m5j3jbd1eva8524dv4a20,1,90.9,78.2,2025-05-25T17:37:10.218Z,2025-05-25T19:22:02Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5750817511,56,Center,5750817513,73,,5750817769,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022405,256,6,1,21,16,6oxoag5c6zbnn09wx08vz4iak,0,9.1,21.8,2025-05-25T17:37:10.218Z,2025-05-25T19:22:03Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750817803,233,180,5750817737,73,,5750817735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022915,182,1,1,21,47,d8w1m5j3jbd1eva8524dv4a20,0,99.5,99.5,2025-05-25T17:37:41.636Z,2025-05-25T17:37:58Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5750820629,56,Center,5750820625,155,,5750820635,141,44.9,5750820639,213,4.51,5750820623,6,,5750820637,212,37.9,5750820641,1,,5750820627,224,,5750820631,140,5750820621,2,,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022931,183,43,1,21,50,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-05-25T17:37:44.746Z,2025-05-25T17:37:53Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5750821331,144,61,5750820715,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819023027,257,4,1,21,54,6oxoag5c6zbnn09wx08vz4iak,1,6.8,54.6,2025-05-25T17:37:48.162Z,2025-05-25T19:37:52Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5750821683,285,,5750821743,233,184,5750821679,56,Back,5750821675,13,,5750821681,152,,5750821677,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819022993,184,4,1,21,54,d8w1m5j3jbd1eva8524dv4a20,0,93.2,45.4,2025-05-25T17:37:48.163Z,2025-05-25T20:02:40Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5750820987,286,,5750821791,233,257,5750820981,56,Center,5750820979,13,,5750820983,152,,5751022873,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819023737,185,27,1,22,26,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-05-25T17:38:20.593Z,2025-05-25T17:38:29Z,,,,,5750824891,41,Injury,5750824959,233,258,5750824893,53,6yj33ghw3e2x8lv9mtvqyg7x0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819023625,258,27,1,22,26,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-25T17:38:20.593Z,2025-05-25T17:38:30Z,,,,,5750824995,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024215,186,28,1,23,5,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-05-25T17:38:58.948Z,2025-05-25T17:39:02Z,,,,,5750827677,233,259,5750827467,55,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024241,259,28,1,23,5,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-25T17:38:58.948Z,2025-05-25T17:39:02Z,,,,,5750827653,55,258,5750827693,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024283,260,1,1,23,9,6oxoag5c6zbnn09wx08vz4iak,1,11.4,55.2,2025-05-25T17:39:02.919Z,2025-05-25T17:39:04Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5750827877,141,67.5,5750827881,213,0.36,5750827871,152,,5750827875,140,32.8,5750827879,212,24.0,5750827869,5,,5750827873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024367,261,1,1,23,10,6oxoag5c6zbnn09wx08vz4iak,1,34.3,67.0,2025-05-25T17:39:03.927Z,2025-05-25T17:39:06Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5750828225,212,21.4,5750828223,141,35.7,5750828227,213,4.84,5750828219,56,Back,5750828221,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024423,262,1,1,23,12,6oxoag5c6zbnn09wx08vz4iak,1,47.2,44.2,2025-05-25T17:39:06.639Z,2025-05-25T17:39:09Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5750828553,213,1.97,5750828545,141,66.4,5750828549,212,16.4,5750828539,56,Back,5750828543,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024475,263,1,1,23,15,6oxoag5c6zbnn09wx08vz4iak,1,45.0,67.6,2025-05-25T17:39:09.207Z,2025-05-25T17:39:12Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5750828831,56,Left,5750828833,140,52.9,5750828837,212,15.2,5750828835,141,86.3,5750828839,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024533,264,1,1,23,18,6oxoag5c6zbnn09wx08vz4iak,1,57.4,89.9,2025-05-25T17:39:12.415Z,2025-05-25T17:39:14Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5750829139,141,67.6,5750829135,56,Back,5750829141,212,18.6,5750829137,140,47.2,5750829143,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024613,265,1,1,23,20,6oxoag5c6zbnn09wx08vz4iak,1,52.5,72.1,2025-05-25T17:39:14.744Z,2025-05-25T17:39:20Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5750829587,56,Back,5750829593,141,47.6,5750829595,212,17.9,5750829591,140,46.3,5750829597,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024677,266,1,1,23,26,6oxoag5c6zbnn09wx08vz4iak,1,55.5,50.4,2025-05-25T17:39:20.271Z,2025-05-25T17:39:24Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5750829973,140,52.6,5750829981,213,1.81,5750829971,56,Center,5750829975,141,68.8,5750829977,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024701,267,1,1,23,30,6oxoag5c6zbnn09wx08vz4iak,1,54.9,70.2,2025-05-25T17:39:24.048Z,2025-05-25T17:39:26Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5750830117,141,88.0,5750830113,56,Left,5750830121,213,1.48,5750830115,140,56.0,5750830119,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024727,268,1,1,23,31,6oxoag5c6zbnn09wx08vz4iak,1,58.9,88.0,2025-05-25T17:39:25.855Z,2025-05-25T17:39:27Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5750830267,56,Center,5750830271,141,72.1,5750830269,140,54.7,5750830275,213,4.33,5750830273,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024755,269,1,1,23,33,6oxoag5c6zbnn09wx08vz4iak,1,52.5,74.2,2025-05-25T17:39:27.463Z,2025-05-25T17:39:29Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5750830387,141,70.0,5750830393,213,6.11,5750830383,56,Center,5750830389,212,16.9,5750830385,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819024839,270,1,1,23,34,6oxoag5c6zbnn09wx08vz4iak,1,67.2,69.3,2025-05-25T17:39:28.816Z,2025-05-25T17:39:34Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5750830765,213,3.88,5750830759,140,51.5,5750830763,212,22.3,5750830757,56,Center,5750830761,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
