id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2798846867,97,12,1,8,44,bsykw9d70ffqe9atosc92n1e9,1,9.4,54.5,2025-04-10T17:09:34.706Z,2025-04-10T17:09:36Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5639509071,56,Back,5639509081,212,7.5,5639509115,15,,5639509077,141,45.4,5639509073,140,13.4,5639509083,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798846891,98,12,1,8,47,bsykw9d70ffqe9atosc92n1e9,1,26.0,49.6,2025-04-10T17:09:37.409Z,2025-04-10T17:20:30Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5639509229,212,11.4,5639509223,56,Back,5639509231,213,0.46,5639509227,141,57.0,5639509225,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798846937,70,1,1,8,52,uqspd1bx7f6mq8ohj50u1k1k,1,45.4,34.2,2025-04-10T17:09:42.705Z,2025-04-10T17:09:44Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5639509475,141,51.6,5639509477,212,16.4,5639509471,56,Back,5639509473,140,34.6,5639509479,213,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798846959,71,1,1,8,54,uqspd1bx7f6mq8ohj50u1k1k,1,34.6,51.6,2025-04-10T17:09:44.297Z,2025-04-10T17:09:48Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5639509629,213,0.83,5639509623,140,55.9,5639509621,56,Left,5639509625,141,87.4,5639509631,1,,5639509619,155,,5639509627,212,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798846965,72,61,1,8,58,uqspd1bx7f6mq8ohj50u1k1k,1,55.9,87.4,2025-04-10T17:09:48.633Z,2025-04-10T17:09:49Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5639509659,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798846991,73,1,1,8,59,uqspd1bx7f6mq8ohj50u1k1k,0,43.2,83.9,2025-04-10T17:09:50.025Z,2025-04-10T17:09:53Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5639509829,1,,5639509825,212,32.5,5639509817,140,73.3,5639509821,141,95.0,5639509809,157,,5639509813,56,Left,5639509827,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847033,100,1,1,9,7,bsykw9d70ffqe9atosc92n1e9,1,17.8,10.0,2025-04-10T17:09:57.642Z,2025-04-10T17:09:59Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5639510083,212,10.6,5639510081,141,24.1,5639510077,56,Back,5639510085,213,1.14,5639510079,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847071,101,1,1,9,9,bsykw9d70ffqe9atosc92n1e9,1,31.1,29.5,2025-04-10T17:09:59.802Z,2025-04-10T17:10:04Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639510295,141,69.9,5639510291,140,36.6,5639510299,213,1.36,5639510287,56,Back,5639510297,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847099,102,1,1,9,13,bsykw9d70ffqe9atosc92n1e9,1,35.8,73.0,2025-04-10T17:10:03.970Z,2025-04-10T17:10:06Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5639510459,213,6.08,5639510453,140,45.7,5639510451,56,Back,5639510455,141,69.9,5639510457,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847113,103,1,1,9,16,bsykw9d70ffqe9atosc92n1e9,1,58.2,64.9,2025-04-10T17:10:06.762Z,2025-04-10T17:10:08Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5639510539,56,Center,5639510545,212,6.1,5639510547,213,2.54,5639510541,140,53.4,5639510543,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847147,104,1,1,9,17,bsykw9d70ffqe9atosc92n1e9,1,47.1,75.3,2025-04-10T17:10:07.858Z,2025-04-10T17:10:12Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5639510719,140,43.8,5639510723,212,12.5,5639510725,213,4.43,5639510721,141,57.6,5639510717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847187,105,1,1,9,22,bsykw9d70ffqe9atosc92n1e9,1,44.7,57.8,2025-04-10T17:10:12.195Z,2025-04-10T17:10:15Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5639510943,213,5.02,5639510937,140,48.1,5639510935,56,Back,5639510939,141,41.2,5639510941,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847209,106,1,1,9,24,bsykw9d70ffqe9atosc92n1e9,1,52.7,33.7,2025-04-10T17:10:14.826Z,2025-04-10T17:10:16Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5639511049,140,63.3,5639511055,213,6.26,5639511051,141,33.4,5639511053,212,11.1,5639511047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847215,107,1,1,9,26,bsykw9d70ffqe9atosc92n1e9,0,66.7,33.1,2025-04-10T17:10:16.410Z,2025-04-10T17:10:18Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5639511091,212,24.3,5639511099,156,,5639511087,140,71.3,5639511093,213,4.91,5639511089,141,0.0,5639511085,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847259,74,5,1,9,27,uqspd1bx7f6mq8ohj50u1k1k,1,33.0,102.0,2025-04-10T17:10:18.014Z,2025-04-11T17:27:24Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5639511345,233,108,5639511319,56,Back,5639511321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847231,108,5,1,9,27,bsykw9d70ffqe9atosc92n1e9,0,67.0,-2.0,2025-04-10T17:10:18.014Z,2025-04-11T17:27:25Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5639511149,56,Right,5639511377,233,74,5639511151,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847327,75,1,1,9,35,uqspd1bx7f6mq8ohj50u1k1k,1,39.5,100.0,2025-04-10T17:10:25.544Z,2025-04-10T17:10:27Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5639511639,107,,5639511643,56,Back,5639511647,140,23.9,5639511653,212,19.9,5639511655,213,3.75,5639511651,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847355,76,1,1,9,37,uqspd1bx7f6mq8ohj50u1k1k,0,23.9,85.3,2025-04-10T17:10:27.776Z,2025-04-10T17:10:31Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5639511789,157,,5639511797,212,26.8,5639511795,141,75.6,5639511791,56,Back,5639511793,140,48.6,5639511801,1,,5639511799,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847363,109,44,1,9,40,bsykw9d70ffqe9atosc92n1e9,1,49.0,28.3,2025-04-10T17:10:30.487Z,2025-04-10T19:38:47Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5639511921,233,77,5639511853,56,Back,5639511855,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847357,77,44,1,9,40,uqspd1bx7f6mq8ohj50u1k1k,0,51.0,71.7,2025-04-10T17:10:30.488Z,2025-04-10T19:38:47Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5639511809,56,Center,5639511941,233,109,5639511945,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847367,110,8,1,9,41,bsykw9d70ffqe9atosc92n1e9,1,44.8,34.8,2025-04-10T17:10:31.450Z,2025-04-10T17:10:32Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5639511903,15,,5639511877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847391,78,1,1,9,42,uqspd1bx7f6mq8ohj50u1k1k,1,49.1,58.8,2025-04-10T17:10:32.113Z,2025-04-10T17:10:33Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5639512007,213,2.70,5639511999,56,Back,5639512003,141,68.1,5639512001,140,36.2,5639512005,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847449,79,1,1,9,43,uqspd1bx7f6mq8ohj50u1k1k,1,36.2,68.1,2025-04-10T17:10:33.257Z,2025-04-10T17:10:38Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5639512317,213,5.36,5639512315,212,45.4,5639512311,140,62.4,5639512309,56,Right,5639512313,141,14.9,5639512319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847469,80,1,1,9,48,uqspd1bx7f6mq8ohj50u1k1k,1,64.1,18.5,2025-04-10T17:10:38.529Z,2025-04-10T17:10:40Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5639512435,212,26.0,5639512425,140,88.1,5639512431,141,9.1,5639512437,213,6.03,5639512419,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847483,81,1,1,9,49,uqspd1bx7f6mq8ohj50u1k1k,0,88.2,8.9,2025-04-10T17:10:40.041Z,2025-04-10T17:10:42Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5639512507,212,18.4,5639512499,155,,5639512505,141,35.8,5639512501,56,Center,5639512503,140,90.0,5639512497,2,,5639512509,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847537,111,12,1,9,52,bsykw9d70ffqe9atosc92n1e9,1,11.8,50.1,2025-04-10T17:10:42.203Z,2025-04-10T17:10:50Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5639512783,141,100.0,5639512785,212,36.0,5639512781,140,21.6,5639512779,56,Back,5639512985,167,,5639512787,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847603,82,5,1,9,55,uqspd1bx7f6mq8ohj50u1k1k,1,83.0,-1.0,2025-04-10T17:10:45.666Z,2025-04-11T17:27:25Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5639513087,233,112,5639513065,347,,5639513063,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847547,112,5,1,9,55,bsykw9d70ffqe9atosc92n1e9,0,17.0,101.0,2025-04-10T17:10:45.666Z,2025-04-11T17:27:26Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5639513123,233,82,5639512823,347,,5639512821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847633,83,1,1,10,1,uqspd1bx7f6mq8ohj50u1k1k,1,80.1,0.0,2025-04-10T17:10:51.968Z,2025-04-10T17:10:54Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5639513217,213,2.65,5639513207,107,,5639513209,56,Right,5639513213,141,15.3,5639513219,1,,5639513215,212,24.9,5639513211,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847655,84,1,1,10,4,uqspd1bx7f6mq8ohj50u1k1k,1,59.2,15.3,2025-04-10T17:10:54.480Z,2025-04-10T17:10:58Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5639513349,140,45.6,5639513355,213,2.10,5639513351,141,51.2,5639513353,212,28.3,5639513347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847677,85,1,1,10,7,uqspd1bx7f6mq8ohj50u1k1k,1,45.6,51.2,2025-04-10T17:10:57.945Z,2025-04-10T17:11:01Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5639513469,56,Back,5639513473,141,21.5,5639513471,140,45.6,5639513475,212,20.2,5639513477,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847697,86,1,1,10,10,uqspd1bx7f6mq8ohj50u1k1k,1,43.6,25.9,2025-04-10T17:11:01.032Z,2025-04-10T17:11:03Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5639513583,141,57.6,5639513579,56,Back,5639513587,213,1.92,5639513585,212,22.9,5639513581,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847721,87,1,1,10,13,uqspd1bx7f6mq8ohj50u1k1k,1,36.2,59.3,2025-04-10T17:11:03.088Z,2025-04-10T17:11:05Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5639513693,140,35.2,5639513699,213,1.64,5639513697,212,14.3,5639513695,141,80.2,5639513691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847749,88,1,1,10,15,uqspd1bx7f6mq8ohj50u1k1k,0,35.2,80.3,2025-04-10T17:11:05.328Z,2025-04-10T17:11:09Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5639513827,141,0.0,5639513819,155,,5639513825,140,86.1,5639513831,213,5.47,5639513821,196,,5639513823,56,Right,5639513833,1,,5639513829,212,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847755,89,5,1,10,24,uqspd1bx7f6mq8ohj50u1k1k,0,84.4,-1.8,2025-04-10T17:11:14.349Z,2025-04-11T17:27:26Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5639513861,56,Right,5639513863,347,,5639515495,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847797,113,5,1,10,24,bsykw9d70ffqe9atosc92n1e9,1,15.6,101.8,2025-04-10T17:11:14.349Z,2025-04-11T17:27:26Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5639515465,233,89,5639514087,347,,5639514085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847843,114,1,1,10,25,bsykw9d70ffqe9atosc92n1e9,1,18.4,100.0,2025-04-10T17:11:15.426Z,2025-04-10T17:11:21Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5639514369,141,73.5,5639514373,213,4.55,5639514363,107,,5639514371,212,19.2,5639514367,140,15.4,5639514365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847871,90,43,1,10,29,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-10T17:11:19.936Z,2025-04-10T17:11:41Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5639514473,140,67.8,5639514469,3,0,5639514479,213,5.76,5639514475,141,30.1,5639514477,212,23.8,5639515117,144,1,5639514471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798847875,91,43,1,10,33,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-10T17:11:23.400Z,2025-04-10T17:11:38Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5639514493,56,Center,5639514979,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848013,119,2,1,10,50,bsykw9d70ffqe9atosc92n1e9,1,12.7,53.1,2025-04-10T17:11:41.026Z,2025-04-10T20:04:04Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5639515309,1,,5639524851,189,,5639515279,140,57.8,5639515311,56,Center,5639515281,141,52.5,5639515307,7,djxtqxvqxd70prbr1gkwjp3sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848051,92,55,1,10,50,uqspd1bx7f6mq8ohj50u1k1k,1,26.2,29.4,2025-04-10T17:11:41.027Z,2025-04-10T19:33:21Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5639517487,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848093,93,1,1,11,1,uqspd1bx7f6mq8ohj50u1k1k,1,25.7,28.2,2025-04-10T17:11:51.553Z,2025-04-10T17:11:53Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5639515765,5,,5639515775,212,13.2,5639515771,140,30.0,5639515773,141,10.0,5639515769,56,Back,5639515767,241,,5639515777,213,5.06,5639515797,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848141,94,1,1,11,3,uqspd1bx7f6mq8ohj50u1k1k,1,30.5,13.8,2025-04-10T17:11:53.889Z,2025-04-10T17:11:56Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5639516057,212,11.8,5639516051,56,Back,5639516055,141,26.1,5639516059,213,0.79,5639516053,140,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848165,95,1,1,11,6,uqspd1bx7f6mq8ohj50u1k1k,1,37.8,26.2,2025-04-10T17:11:56.112Z,2025-04-10T17:11:59Z,15823p8n34f7coivq6wq687is,W. Igor,,,5639516217,56,Back,5639516221,141,5.2,5639516225,213,4.97,5639516223,212,14.8,5639516219,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848231,96,1,1,11,9,uqspd1bx7f6mq8ohj50u1k1k,1,39.1,21.9,2025-04-10T17:11:59.832Z,2025-04-10T17:12:06Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5639516557,140,52.2,5639516555,56,Center,5639516563,213,0.93,5639516561,212,23.0,5639516559,141,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848245,97,1,1,11,16,uqspd1bx7f6mq8ohj50u1k1k,1,73.4,22.5,2025-04-10T17:12:06.496Z,2025-04-10T17:12:08Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5639516647,212,15.4,5639516645,141,11.0,5639516641,56,Right,5639516643,140,86.0,5639516649,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848247,98,3,1,11,17,uqspd1bx7f6mq8ohj50u1k1k,0,86.0,12.0,2025-04-10T17:12:08.040Z,2025-04-10T17:12:16Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5639516663,286,,5639516863,233,120,5639516661,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848277,120,7,1,11,17,bsykw9d70ffqe9atosc92n1e9,1,14.0,88.0,2025-04-10T17:12:08.041Z,2025-04-10T17:12:14Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5639516839,233,98,5639516801,56,Back,5639516805,285,,5639516799,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848267,99,6,1,11,20,uqspd1bx7f6mq8ohj50u1k1k,1,95.3,18.7,2025-04-10T17:12:10.304Z,2025-04-10T19:33:09Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5639516775,56,Right,5639516777,75,,5639516961,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848299,121,6,1,11,20,bsykw9d70ffqe9atosc92n1e9,0,4.7,81.3,2025-04-10T17:12:10.304Z,2025-04-10T19:33:09Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5639516941,73,,5639516939,56,Back,5639516969,233,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848445,100,1,1,11,45,uqspd1bx7f6mq8ohj50u1k1k,1,99.5,0.5,2025-04-10T17:12:35.616Z,2025-04-10T17:12:41Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5639517697,140,81.9,5639517695,56,Right,5639517703,212,20.2,5639517693,6,,5639517699,141,12.5,5639517705,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848467,101,1,1,11,47,uqspd1bx7f6mq8ohj50u1k1k,0,81.9,12.5,2025-04-10T17:12:37.336Z,2025-04-10T17:12:39Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5639517823,1,,5639517817,141,56.4,5639517821,213,1.13,5639517819,212,33.0,5639517813,56,Center,5639517809,2,,5639517811,155,,5639517815,140,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848481,122,12,1,11,50,bsykw9d70ffqe9atosc92n1e9,1,10.0,44.8,2025-04-10T17:12:40.218Z,2025-04-10T17:12:43Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5639517881,141,47.6,5639517885,213,0.14,5639517877,56,Back,5639517879,140,23.0,5639517891,15,,5639517883,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848499,102,13,1,11,50,uqspd1bx7f6mq8ohj50u1k1k,1,75.2,38.5,2025-04-10T17:12:40.928Z,2025-04-10T19:26:07Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5639518121,20,,5639518347,231,48.6,5639518327,84,,5639517977,18,,5639518335,108,,5639518343,458,,5639518331,103,2.8,5639518119,25,,5639517979,56,Center,5639518341,328,,5639518333,215,,5639518329,102,42.7,5639518345,230,,,,98.4,,,,,,,,,,,,,,
2798848501,103,5,1,11,52,uqspd1bx7f6mq8ohj50u1k1k,0,100.8,38.2,2025-04-10T17:12:42.922Z,2025-04-11T17:27:27Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5639518787,233,123,5639517995,56,Center,5639517997,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848643,123,5,1,11,52,bsykw9d70ffqe9atosc92n1e9,1,-0.8,61.8,2025-04-10T17:12:42.922Z,2025-04-11T17:27:27Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5639518783,233,103,5639518769,56,Back,5639518771,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848669,124,1,1,12,7,bsykw9d70ffqe9atosc92n1e9,1,4.3,61.5,2025-04-10T17:12:58.041Z,2025-04-10T17:13:02Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5639518957,56,Back,5639518959,140,6.1,5639518965,213,4.94,5639518961,141,49.4,5639518963,212,8.4,5639518969,237,,5639518955,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848685,125,1,1,12,12,bsykw9d70ffqe9atosc92n1e9,1,9.8,47.0,2025-04-10T17:13:02.234Z,2025-04-10T17:13:05Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5639519071,56,Back,5639519077,212,13.5,5639519075,141,46.1,5639519079,213,6.24,5639519073,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848687,104,83,1,12,14,uqspd1bx7f6mq8ohj50u1k1k,0,60.8,69.9,2025-04-10T17:13:04.152Z,2025-04-10T17:14:41Z,15823p8n34f7coivq6wq687is,W. Igor,,,5639523193,399,5cjx2i2perp5vr62en4cyer1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848693,126,1,1,12,15,bsykw9d70ffqe9atosc92n1e9,0,31.0,33.9,2025-04-10T17:13:05.729Z,2025-04-10T17:13:06Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5639519107,212,9.7,5639519105,141,22.4,5639519101,56,Back,5639519103,140,36.5,5639519109,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848733,106,1,1,12,19,uqspd1bx7f6mq8ohj50u1k1k,1,68.0,64.2,2025-04-10T17:13:09.656Z,2025-04-10T17:13:11Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5639519289,141,46.9,5639519285,56,Center,5639519291,212,11.8,5639519293,213,4.67,5639519287,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848781,107,1,1,12,21,uqspd1bx7f6mq8ohj50u1k1k,1,67.5,46.6,2025-04-10T17:13:11.216Z,2025-04-10T17:13:16Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5639519555,213,5.44,5639519551,212,30.5,5639519547,140,86.9,5639519549,141,13.2,5639519545,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848801,108,1,1,12,25,uqspd1bx7f6mq8ohj50u1k1k,1,85.8,9.5,2025-04-10T17:13:15.872Z,2025-04-10T17:13:18Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5639519647,141,8.9,5639519651,213,3.17,5639519645,140,72.5,5639519643,56,Right,5639519649,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848831,109,1,1,12,28,uqspd1bx7f6mq8ohj50u1k1k,1,72.1,8.6,2025-04-10T17:13:18.448Z,2025-04-10T17:13:22Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5639519831,212,11.0,5639519825,56,Right,5639519827,140,82.6,5639519829,141,8.0,5639519833,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848849,110,1,1,12,32,uqspd1bx7f6mq8ohj50u1k1k,1,83.7,8.0,2025-04-10T17:13:22.336Z,2025-04-10T17:13:24Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5639519917,212,17.2,5639519913,140,71.0,5639519919,213,2.46,5639519915,141,24.0,5639519911,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
