id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2808549373,185,1,1,20,33,c7jgkxx1czv5etn7snf1r6p2m,1,66.8,75.1,2025-05-01T16:21:27.409Z,2025-05-01T16:21:28Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692988197,213,4.56,5692988189,56,Center,5692988193,141,51.2,5692988191,140,64.4,5692988195,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549387,186,1,1,20,34,c7jgkxx1czv5etn7snf1r6p2m,1,64.4,51.2,2025-05-01T16:21:28.393Z,2025-05-01T16:21:32Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692988295,212,30.8,5692988291,140,78.6,5692988297,213,5.22,5692988293,141,11.6,5692988289,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549397,187,1,1,20,37,c7jgkxx1czv5etn7snf1r6p2m,1,82.2,13.8,2025-05-01T16:21:32.025Z,2025-05-01T16:21:33Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5692988339,213,1.75,5692988335,141,24.6,5692988331,56,Center,5692988337,212,7.5,5692988333,140,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549403,188,1,1,20,39,c7jgkxx1czv5etn7snf1r6p2m,1,80.9,24.6,2025-05-01T16:21:33.545Z,2025-05-01T16:21:34Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5692988371,156,,5692988367,213,3.90,5692988361,140,74.8,5692988363,141,15.6,5692988359,56,Right,5692988365,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549409,189,1,1,20,40,c7jgkxx1czv5etn7snf1r6p2m,1,74.8,15.6,2025-05-01T16:21:34.529Z,2025-05-01T16:21:35Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5692988409,213,1.69,5692988405,141,32.2,5692988401,56,Center,5692988403,140,73.5,5692988407,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549413,190,1,1,20,41,c7jgkxx1czv5etn7snf1r6p2m,1,73.5,32.2,2025-05-01T16:21:35.737Z,2025-05-01T16:21:36Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5692988429,141,28.5,5692988427,140,65.3,5692988425,56,Center,5692988437,156,,5692988433,213,3.43,5692988431,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549435,191,1,1,20,42,c7jgkxx1czv5etn7snf1r6p2m,1,65.3,28.8,2025-05-01T16:21:37.025Z,2025-05-01T16:21:40Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692988545,56,Right,5692988547,140,74.7,5692988555,212,13.4,5692988551,141,15.5,5692988557,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549445,192,1,1,20,45,c7jgkxx1czv5etn7snf1r6p2m,1,66.5,16.8,2025-05-01T16:21:40.041Z,2025-05-01T16:21:42Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5692988609,140,81.1,5692988615,213,5.97,5692988607,56,Right,5692988613,212,16.1,5692988611,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549461,193,1,1,20,48,c7jgkxx1czv5etn7snf1r6p2m,1,82.0,9.2,2025-05-01T16:21:42.705Z,2025-05-01T16:21:46Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5692988719,212,9.6,5692988721,213,2.92,5692988715,140,73.1,5692988713,56,Right,5692988717,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549467,194,1,1,20,52,c7jgkxx1czv5etn7snf1r6p2m,0,72.8,26.4,2025-05-01T16:21:46.641Z,2025-05-01T16:21:47Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5692988751,56,Center,5692988757,212,25.5,5692988753,140,85.7,5692988759,213,1.01,5692988749,155,,5692988755,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549471,118,12,1,20,53,uqspd1bx7f6mq8ohj50u1k1k,1,11.9,53.1,2025-05-01T16:21:47.842Z,2025-05-01T16:22:01Z,6cu5njaghdntn0z9b1i6yb71m,I. Jeličić,,,5692988779,140,33.4,5692988783,212,31.3,5692988781,141,21.3,5692988785,213,5.52,5692988777,56,Back,5692988805,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549495,195,1,1,20,55,c7jgkxx1czv5etn7snf1r6p2m,1,72.0,78.1,2025-05-01T16:21:50.377Z,2025-05-01T16:21:52Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692988953,213,3.94,5692988949,212,14.1,5692988943,56,Center,5692988947,141,63.3,5692988945,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549505,196,1,1,20,57,c7jgkxx1czv5etn7snf1r6p2m,1,61.6,62.1,2025-05-01T16:21:52.210Z,2025-05-01T16:21:55Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692989033,212,18.5,5692989031,141,87.8,5692989035,213,1.24,5692989027,56,Left,5692989029,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549509,197,1,1,21,1,c7jgkxx1czv5etn7snf1r6p2m,1,72.3,88.1,2025-05-01T16:21:55.561Z,2025-05-01T16:21:56Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692989049,56,Center,5692989055,212,12.8,5692989053,141,70.6,5692989057,213,5.08,5692989051,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549523,198,1,1,21,2,c7jgkxx1czv5etn7snf1r6p2m,1,76.7,70.6,2025-05-01T16:21:56.729Z,2025-05-01T16:21:58Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5692989129,213,2.09,5692989121,56,Left,5692989127,212,11.5,5692989123,140,71.3,5692989125,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549545,199,1,1,21,4,c7jgkxx1czv5etn7snf1r6p2m,1,71.5,85.6,2025-05-01T16:21:58.497Z,2025-05-01T16:22:06Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692989301,212,15.6,5692989297,140,85.1,5692989303,213,0.41,5692989295,56,Left,5692989299,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549561,200,1,1,21,11,c7jgkxx1czv5etn7snf1r6p2m,1,88.1,71.5,2025-05-01T16:22:06.297Z,2025-05-01T16:54:07Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5692989381,213,2.98,5692989375,140,77.2,5692989373,56,Center,5692989377,141,74.2,5692989379,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549563,201,1,1,21,13,c7jgkxx1czv5etn7snf1r6p2m,0,77.2,74.2,2025-05-01T16:22:08.226Z,2025-05-01T16:22:09Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5692989397,213,5.26,5692989393,141,51.6,5692989391,140,86.2,5692989389,56,Center,5692989395,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549575,119,12,1,21,14,uqspd1bx7f6mq8ohj50u1k1k,1,10.0,59.4,2025-05-01T16:22:08.595Z,2025-05-01T16:22:13Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5692989455,212,61.8,5692989449,56,Right,5692989451,140,53.6,5692989457,213,5.55,5692989453,141,0.0,5692989463,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549577,120,5,1,21,17,uqspd1bx7f6mq8ohj50u1k1k,0,46.6,-1.8,2025-05-01T16:22:11.682Z,2025-05-01T16:58:43Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5692989459,56,Back,5692989509,233,202,5692989461,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549579,202,5,1,21,17,c7jgkxx1czv5etn7snf1r6p2m,1,53.4,101.8,2025-05-01T16:22:11.682Z,2025-05-01T16:58:42Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5692989471,233,120,5692989465,56,Left,5692989467,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549597,203,1,1,21,22,c7jgkxx1czv5etn7snf1r6p2m,1,61.9,100.0,2025-05-01T16:22:16.690Z,2025-05-01T16:22:19Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692989585,107,,5692989587,56,Back,5692989589,140,43.6,5692989593,212,20.8,5692989591,141,89.7,5692989595,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549617,204,1,1,21,25,c7jgkxx1czv5etn7snf1r6p2m,1,43.4,86.0,2025-05-01T16:22:19.506Z,2025-05-01T16:22:26Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692989701,212,20.6,5692989703,213,4.95,5692989697,140,48.1,5692989699,141,56.6,5692989695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549637,205,1,1,21,32,c7jgkxx1czv5etn7snf1r6p2m,1,59.3,37.6,2025-05-01T16:22:26.593Z,2025-05-01T16:22:32Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692989797,56,Right,5692989805,213,5.34,5692989803,212,24.8,5692989801,141,8.2,5692989799,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549649,206,1,1,21,37,c7jgkxx1czv5etn7snf1r6p2m,1,76.8,20.6,2025-05-01T16:22:32.249Z,2025-05-01T16:22:36Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5692989897,140,67.1,5692989899,141,28.9,5692989903,213,2.64,5692989901,212,11.6,5692989895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549661,207,1,1,21,42,c7jgkxx1czv5etn7snf1r6p2m,1,74.4,22.5,2025-05-01T16:22:36.593Z,2025-05-01T16:22:40Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692989969,213,1.90,5692989963,140,67.4,5692989961,56,Center,5692989967,212,22.6,5692989965,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549681,208,1,1,21,45,c7jgkxx1czv5etn7snf1r6p2m,1,67.0,54.2,2025-05-01T16:22:40.096Z,2025-05-01T18:50:11Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,1.0,,5692990121,212,26.3,5692990123,213,1.02,5692990115,56,Left,5692990119,141,87.1,5692990489,210,15,5692990117,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549685,209,15,1,21,51,c7jgkxx1czv5etn7snf1r6p2m,1,79.1,67.3,2025-05-01T16:22:46.241Z,2025-05-01T18:50:37Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692990517,231,56.0,5692990503,55,208,5692990499,29,,5693204237,215,,5692990515,230,97.1,5692990421,20,,5692990513,147,63.5,5692990511,146,83.3,5692990131,56,Center,5693204733,78,,5692990507,102,48.6,5692990127,22,,5692990129,18,5692990509,103,19,,5692991445,233,121,5692990425,82,,,,,,
2808549683,121,10,1,21,51,uqspd1bx7f6mq8ohj50u1k1k,1,16.2,34.5,2025-05-01T16:22:46.341Z,2025-05-01T16:55:58Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5692991439,94,,5692991441,56,Back,5692991449,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549687,122,12,1,21,52,uqspd1bx7f6mq8ohj50u1k1k,1,11.0,59.1,2025-05-01T16:22:46.843Z,2025-05-01T16:24:26Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5692992089,213,5.70,5692992085,141,41.7,5692992087,212,21.3,5692992083,140,27.9,5692992081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549707,210,1,1,21,55,c7jgkxx1czv5etn7snf1r6p2m,1,69.6,61.8,2025-05-01T16:22:49.984Z,2025-05-01T16:22:52Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692990285,56,Left,5692990291,212,15.9,5692990293,213,1.46,5692990289,141,85.1,5692990287,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549713,211,61,1,21,58,c7jgkxx1czv5etn7snf1r6p2m,0,74.0,87.2,2025-05-01T16:22:53.296Z,2025-05-01T16:22:53Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692990321,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549785,123,5,1,21,59,uqspd1bx7f6mq8ohj50u1k1k,1,19.0,-1.6,2025-05-01T16:22:53.802Z,2025-05-01T16:58:43Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5692990777,56,Back,5692990781,233,212,5692990779,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549715,212,5,1,21,59,c7jgkxx1czv5etn7snf1r6p2m,0,81.0,101.6,2025-05-01T16:22:53.802Z,2025-05-01T16:58:43Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692990325,56,Left,5692990327,347,,5692990787,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549793,124,1,1,22,24,uqspd1bx7f6mq8ohj50u1k1k,1,22.8,0.0,2025-05-01T16:23:18.907Z,2025-05-01T16:23:22Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5692990835,56,Back,5692990841,212,20.4,5692990843,213,0.55,5692990833,107,,5692990837,140,39.4,5692990839,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549795,125,50,1,22,27,uqspd1bx7f6mq8ohj50u1k1k,1,36.8,10.4,2025-05-01T16:23:22.266Z,2025-05-01T18:12:25Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5692990851,56,Back,5692991775,233,213,5692990917,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549805,213,7,1,22,27,c7jgkxx1czv5etn7snf1r6p2m,0,63.2,89.6,2025-05-01T16:23:22.267Z,2025-05-01T18:12:24Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692991773,285,,5692991769,233,125,5692990905,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549807,126,1,1,22,29,uqspd1bx7f6mq8ohj50u1k1k,1,38.2,18.3,2025-05-01T16:23:23.507Z,2025-05-01T16:23:25Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5692990931,212,10.2,5692990933,213,3.90,5692990925,56,Back,5692990923,3,,5692990927,140,31.2,5692990929,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549813,127,1,1,22,30,uqspd1bx7f6mq8ohj50u1k1k,0,31.2,8.0,2025-05-01T16:23:24.597Z,2025-05-01T16:23:27Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5692990979,141,47.8,5692990985,1,,5692990973,157,,5692990977,140,87.4,5692990975,56,Center,5692990983,213,0.43,5692990981,212,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549921,128,27,1,23,7,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-01T16:24:01.725Z,2025-05-01T16:25:25Z,,,,,5692993253,41,Injury,5692991605,233,214,5692993255,53,33upoxyyqkh71m6d0b2nsn95g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549925,214,27,1,23,7,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-01T16:24:01.725Z,2025-05-01T16:24:03Z,,,,,5692991581,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549927,129,28,1,23,8,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-01T16:24:02.924Z,2025-05-01T16:24:05Z,,,,,5692991649,233,215,5692991577,55,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549933,215,28,1,23,8,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-01T16:24:02.924Z,2025-05-01T16:24:04Z,,,,,5692991609,55,214,5692991631,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549939,130,68,1,23,10,uqspd1bx7f6mq8ohj50u1k1k,0,75.8,42.8,2025-05-01T16:24:04.891Z,2025-05-01T16:24:06Z,,,,,5692991683,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549945,216,68,1,23,11,c7jgkxx1czv5etn7snf1r6p2m,1,29.8,43.1,2025-05-01T16:24:05.737Z,2025-05-01T16:24:09Z,,,,,5692991709,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549953,217,1,1,23,15,c7jgkxx1czv5etn7snf1r6p2m,1,29.9,46.3,2025-05-01T16:24:09.586Z,2025-05-01T16:24:10Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5692991733,213,0.87,5692991729,141,64.2,5692991731,212,15.9,5692991725,56,Back,5692991727,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549963,218,1,1,23,15,c7jgkxx1czv5etn7snf1r6p2m,1,39.7,64.2,2025-05-01T16:24:10.224Z,2025-05-01T16:24:12Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692991799,140,53.4,5692991801,141,43.6,5692991803,212,20.1,5692991805,213,5.51,5692991797,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549965,219,1,1,23,17,c7jgkxx1czv5etn7snf1r6p2m,1,53.4,43.6,2025-05-01T16:24:11.714Z,2025-05-01T16:24:13Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5692991817,213,3.38,5692991811,140,40.9,5692991813,141,38.9,5692991809,56,Back,5692991815,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549967,220,1,1,23,18,c7jgkxx1czv5etn7snf1r6p2m,1,40.9,38.9,2025-05-01T16:24:12.480Z,2025-05-01T16:24:13Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692991825,141,71.1,5692991821,56,Back,5692991827,212,21.9,5692991823,140,42.2,5692991829,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808549997,221,1,1,23,19,c7jgkxx1czv5etn7snf1r6p2m,1,42.2,71.1,2025-05-01T16:24:13.409Z,2025-05-01T16:24:18Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692991967,213,0.01,5692991963,141,71.5,5692991961,140,60.3,5692991959,56,Center,5692991965,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550003,222,1,1,23,23,c7jgkxx1czv5etn7snf1r6p2m,1,62.0,92.7,2025-05-01T16:24:17.953Z,2025-05-01T16:24:19Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5692991997,212,10.9,5692991991,56,Left,5692991993,140,51.6,5692991999,213,3.20,5692991995,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550009,223,1,1,23,25,c7jgkxx1czv5etn7snf1r6p2m,1,51.6,91.7,2025-05-01T16:24:19.592Z,2025-05-01T16:24:23Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5692992035,212,15.5,5692992031,140,46.2,5692992037,213,4.34,5692992033,141,70.5,5692992029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550019,224,1,1,23,28,c7jgkxx1czv5etn7snf1r6p2m,1,47.9,65.5,2025-05-01T16:24:22.824Z,2025-05-01T16:24:27Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692992101,213,4.78,5692992099,212,12.6,5692992097,141,47.0,5692992093,56,Back,5692992095,140,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550049,225,1,1,23,33,c7jgkxx1czv5etn7snf1r6p2m,1,61.2,42.5,2025-05-01T16:24:27.561Z,2025-05-01T16:24:32Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692992277,140,53.6,5692992275,56,Center,5692992283,213,2.29,5692992281,212,12.2,5692992279,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550055,226,1,1,23,37,c7jgkxx1czv5etn7snf1r6p2m,1,58.0,59.9,2025-05-01T16:24:31.864Z,2025-05-01T16:24:37Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692992335,140,58.0,5692992341,213,4.71,5692992337,141,46.4,5692992333,56,Center,5692992339,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550071,227,1,1,23,42,c7jgkxx1czv5etn7snf1r6p2m,1,65.0,41.3,2025-05-01T16:24:36.976Z,2025-05-01T16:24:41Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5692992447,212,30.0,5692992443,140,82.5,5692992441,56,Right,5692992449,213,5.37,5692992445,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550083,228,1,1,23,47,c7jgkxx1czv5etn7snf1r6p2m,1,85.8,16.1,2025-05-01T16:24:41.392Z,2025-05-01T16:24:43Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5692992517,56,Right,5692992519,140,97.2,5692992521,141,18.2,5692992523,212,12.1,5692992525,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550089,229,1,1,23,48,c7jgkxx1czv5etn7snf1r6p2m,0,97.4,16.4,2025-05-01T16:24:43.192Z,2025-05-01T16:24:55Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5692992569,155,,5692992577,212,28.5,5692992573,140,100.0,5692992571,56,Center,5692992575,141,57.9,5692992567,2,,5692992579,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550095,230,43,1,23,52,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-01T16:24:46.664Z,2025-05-01T16:24:50Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5692992607,141,54.0,5692992601,3,0,5692992603,56,Center,5692992655,144,1,5692992611,213,3.74,5692992605,140,92.6,5692992609,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550137,131,5,1,23,54,uqspd1bx7f6mq8ohj50u1k1k,1,-1.4,43.2,2025-05-01T16:24:49.009Z,2025-05-01T16:58:44Z,15823p8n34f7coivq6wq687is,W. Igor,,,5692992869,346,,5692992867,56,Back,5692992881,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550101,231,5,1,23,54,c7jgkxx1czv5etn7snf1r6p2m,0,101.4,56.8,2025-05-01T16:24:49.009Z,2025-05-01T16:58:44Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5692992633,56,Center,5692992893,233,131,5692992635,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550145,132,1,1,24,14,uqspd1bx7f6mq8ohj50u1k1k,1,4.4,42.5,2025-05-01T16:25:08.443Z,2025-05-01T16:25:10Z,6cu5njaghdntn0z9b1i6yb71m,I. Jeličić,,,5692992909,140,3.5,5692992931,189,,5692992919,237,,5692992911,141,53.1,5692992913,212,7.3,5692992905,124,,5692992907,56,Back,5692992915,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550151,133,1,1,24,15,uqspd1bx7f6mq8ohj50u1k1k,1,3.5,53.1,2025-05-01T16:25:09.883Z,2025-05-01T16:25:11Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5692992935,56,Back,5692992941,212,44.2,5692992943,213,0.59,5692992937,140,38.4,5692992933,157,,5692992945,1,,5692992939,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550155,134,1,1,24,16,uqspd1bx7f6mq8ohj50u1k1k,1,38.4,89.4,2025-05-01T16:25:11.179Z,2025-05-01T16:25:14Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5692992971,212,16.8,5692992969,141,66.1,5692992973,213,5.04,5692992963,3,,5692992967,140,43.6,5692992965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550169,135,3,1,24,19,uqspd1bx7f6mq8ohj50u1k1k,1,39.6,61.3,2025-05-01T16:25:13.979Z,2025-05-01T18:12:35Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5692993049,286,,5692993063,233,232,5692993047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550159,232,45,1,24,19,c7jgkxx1czv5etn7snf1r6p2m,0,60.4,38.7,2025-05-01T16:25:13.979Z,2025-05-01T18:12:36Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5692993067,233,135,5692992983,56,Center,5692992985,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550171,136,4,1,24,22,uqspd1bx7f6mq8ohj50u1k1k,1,56.7,64.0,2025-05-01T16:25:16.931Z,2025-05-01T16:58:18Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5692993109,56,Center,5692993107,13,,5692993115,286,,5692993187,233,233,5692993113,265,,5692993111,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808550183,233,4,1,24,22,c7jgkxx1czv5etn7snf1r6p2m,0,43.3,36.0,2025-05-01T16:25:16.932Z,2025-05-01T16:58:18Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5692993195,233,136,5692993167,56,Back,5692993165,13,,5692993173,285,,5692993169,152,,5692993171,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
