id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value
2820372729,88,12,1,10,17,8q6cv8g4bd3xdl7m88kll16na,1,25.9,41.8,2025-05-31T16:56:47.158Z,2025-05-31T16:56:49Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5758372139,15,,5758372107,212,4.9,5758372103,140,26.5,5758372105,141,34.6,5758372109,213,4.84,5758372101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372749,89,12,1,10,19,8q6cv8g4bd3xdl7m88kll16na,1,12.4,37.9,2025-05-31T16:56:48.982Z,2025-05-31T16:56:52Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5758372229,212,30.5,5758372231,213,5.71,5758372227,141,13.7,5758372223,56,Back,5758372225,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372745,131,61,1,10,20,80hgdmpkvdrhw1ge9nks2kxvy,0,88.6,59.4,2025-05-31T16:56:50.047Z,2025-05-31T16:56:50Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758372209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372751,90,3,1,10,23,8q6cv8g4bd3xdl7m88kll16na,0,37.4,15.4,2025-05-31T16:56:52.470Z,2025-05-31T17:47:16Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5758372235,286,,5758372233,56,Back,5758372273,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372759,132,7,1,10,23,80hgdmpkvdrhw1ge9nks2kxvy,1,62.6,84.6,2025-05-31T16:56:52.471Z,2025-05-31T17:47:16Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758372261,56,Left,5758372265,233,90,5758372263,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372769,133,1,1,10,26,80hgdmpkvdrhw1ge9nks2kxvy,1,62.5,82.0,2025-05-31T16:56:56.103Z,2025-05-31T16:57:00Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758372337,56,Left,5758372339,140,68.8,5758372341,141,85.7,5758372343,212,7.1,5758372345,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372783,134,1,1,10,30,80hgdmpkvdrhw1ge9nks2kxvy,1,58.7,73.5,2025-05-31T16:57:00.215Z,2025-05-31T16:57:05Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5758372409,140,75.2,5758372407,56,Left,5758372411,141,84.7,5758372413,212,18.9,5758372415,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372799,135,1,1,10,35,80hgdmpkvdrhw1ge9nks2kxvy,1,69.5,88.7,2025-05-31T16:57:05.167Z,2025-05-31T16:57:22Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,1.0,,5758372489,155,,5758372501,1,,5758372611,154,,5758372497,212,40.0,5758372491,56,Center,5758372493,140,92.1,5758372495,141,41.3,5758372487,2,,5758372499,213,5.35,5758372609,210,13,,,,,,,,,,,,,,,,,,,,,
2820372801,136,13,1,10,36,80hgdmpkvdrhw1ge9nks2kxvy,1,93.0,46.4,2025-05-31T16:57:05.487Z,2025-05-31T19:02:18Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5758372615,29,,5758372613,84,,5758372505,22,,5758406569,214,,5758372629,231,49.8,5758372507,17,,5758372617,154,,5758372625,103,22.2,5758372623,102,42.0,5758372627,230,98.9,5758372557,20,,5758372619,55,5758372509,56,Center,135,,,,,,,,,,,,
2820372851,91,5,1,10,39,8q6cv8g4bd3xdl7m88kll16na,1,-0.9,60.4,2025-05-31T16:57:09.023Z,2025-05-31T17:48:16Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5758372851,346,,5758372849,56,Back,5758372853,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372807,137,5,1,10,39,80hgdmpkvdrhw1ge9nks2kxvy,0,100.9,39.6,2025-05-31T16:57:09.023Z,2025-05-31T17:48:16Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5758372857,233,91,5758372555,346,,5758372553,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372857,92,1,1,11,12,8q6cv8g4bd3xdl7m88kll16na,0,3.5,57.6,2025-05-31T16:57:42.407Z,2025-05-31T19:39:46Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5758372901,74,,5758372889,56,Center,5758372887,124,,5758372897,213,6.18,5758372899,1,,5758372891,140,65.6,5758372895,212,65.6,5758372893,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372861,141,1,1,11,14,80hgdmpkvdrhw1ge9nks2kxvy,0,26.8,30.3,2025-05-31T16:57:44.080Z,2025-05-31T19:37:49Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758372923,213,6.11,5758372921,212,8.1,5758372919,141,28.2,5758372915,56,Back,5758372917,140,34.4,5758372913,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372865,93,1,1,11,15,8q6cv8g4bd3xdl7m88kll16na,0,44.7,52.4,2025-05-31T16:57:44.616Z,2025-05-31T19:38:05Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5758372937,56,Back,5758375431,286,,5758375423,236,,5758372939,140,46.0,5758372941,141,53.0,5758375427,233,170,5758372943,212,1.4,5758372945,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373253,170,74,1,11,15,80hgdmpkvdrhw1ge9nks2kxvy,1,36.5,30.9,2025-05-31T16:57:44.617Z,2025-05-31T17:00:09Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758375321,285,,5758375433,233,93,5758375319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372877,94,44,1,11,18,8q6cv8g4bd3xdl7m88kll16na,1,46.4,72.4,2025-05-31T16:57:48.135Z,2025-05-31T19:39:26Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5758373011,56,Back,5758373013,285,,5758425241,233,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372883,142,44,1,11,18,80hgdmpkvdrhw1ge9nks2kxvy,0,53.6,27.6,2025-05-31T16:57:48.136Z,2025-05-31T19:37:48Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758373029,56,Center,5758425253,286,,5758425249,233,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820382403,275,61,1,11,19,8q6cv8g4bd3xdl7m88kll16na,0,35.6,79.9,2025-05-31T16:57:48.798Z,2025-05-31T17:22:38Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5758426613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372881,95,4,1,11,20,8q6cv8g4bd3xdl7m88kll16na,1,48.8,72.4,2025-05-31T16:57:49.950Z,2025-05-31T17:47:04Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5758373065,13,,5758373113,233,143,5758373073,286,,5758373067,56,Back,5758373069,152,,5758373071,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372891,143,4,1,11,20,80hgdmpkvdrhw1ge9nks2kxvy,0,51.2,27.6,2025-05-31T16:57:49.951Z,2025-05-31T17:47:05Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758373111,285,,5758373105,56,Center,5758373103,13,,5758373117,233,95,5758373107,152,,5758373109,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372907,96,1,1,11,26,8q6cv8g4bd3xdl7m88kll16na,1,40.7,80.0,2025-05-31T16:57:55.919Z,2025-05-31T16:57:57Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5758373197,212,12.3,5758373179,5,,5758373189,140,30.9,5758373181,152,,5758373193,141,70.2,5758373185,56,Back,5758373201,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372917,97,1,1,11,27,8q6cv8g4bd3xdl7m88kll16na,1,30.5,70.2,2025-05-31T16:57:56.895Z,2025-05-31T16:57:59Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5758373269,140,26.5,5758373275,213,4.52,5758373273,212,21.5,5758373267,56,Back,5758373271,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372927,98,1,1,11,30,8q6cv8g4bd3xdl7m88kll16na,1,17.7,47.5,2025-05-31T16:57:59.687Z,2025-05-31T16:58:03Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5758373329,56,Back,5758373331,140,27.0,5758373337,213,5.07,5758373333,141,8.9,5758373335,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372937,99,1,1,11,34,8q6cv8g4bd3xdl7m88kll16na,0,24.2,13.7,2025-05-31T16:58:03.559Z,2025-05-31T16:58:06Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758373371,56,Right,5758373375,141,0.0,5758373381,1,,5758373373,140,58.4,5758373369,155,,5758373377,212,37.3,5758373379,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372939,100,5,1,11,37,8q6cv8g4bd3xdl7m88kll16na,0,60.8,-1.6,2025-05-31T16:58:06.620Z,2025-05-31T17:48:17Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758373531,233,144,5758373383,56,Right,5758373385,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372959,144,5,1,11,37,80hgdmpkvdrhw1ge9nks2kxvy,1,39.2,101.6,2025-05-31T16:58:06.620Z,2025-05-31T17:48:17Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758373517,233,100,5758373483,347,,5758373481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372971,145,1,1,11,45,80hgdmpkvdrhw1ge9nks2kxvy,1,35.1,100.0,2025-05-31T16:58:14.904Z,2025-05-31T16:58:17Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758373551,212,27.7,5758373545,56,Back,5758373543,107,,5758373553,213,3.56,5758373555,1,,5758373549,141,85.3,5758373547,140,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372981,146,1,1,11,47,80hgdmpkvdrhw1ge9nks2kxvy,1,11.0,85.3,2025-05-31T16:58:16.665Z,2025-05-31T19:40:10Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5758373601,213,6.01,5758373603,1,,5758373597,141,61.7,5758373599,212,60.5,5758373593,56,Center,5758373595,140,66.6,5758373591,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372999,147,1,1,11,49,80hgdmpkvdrhw1ge9nks2kxvy,1,66.6,61.7,2025-05-31T16:58:19.031Z,2025-05-31T19:38:10Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5758427597,156,,5758373705,141,63.0,5758373703,140,66.1,5758373701,56,Center,5758373709,213,2.11,5758373707,212,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373001,148,4,1,11,51,80hgdmpkvdrhw1ge9nks2kxvy,1,61.2,71.0,2025-05-31T16:58:21.262Z,2025-05-31T16:58:30Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758373735,152,,5758373733,56,Center,5758373745,233,101,5758373731,13,,5758373739,286,,5758373737,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820372989,101,4,1,11,51,8q6cv8g4bd3xdl7m88kll16na,0,38.8,29.0,2025-05-31T16:58:21.263Z,2025-05-31T16:58:31Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5758373677,265,,5758373679,285,,5758373751,233,148,5758373675,152,,5758373673,56,Back,5758373671,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373033,149,1,1,12,4,80hgdmpkvdrhw1ge9nks2kxvy,1,58.8,62.4,2025-05-31T16:58:34.096Z,2025-05-31T17:23:40Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758373931,152,,5758428307,189,,5758373935,140,53.2,5758373933,56,Center,5758373941,213,4.33,5758373929,5,,5758373937,141,41.2,5758373939,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373035,150,1,1,12,6,80hgdmpkvdrhw1ge9nks2kxvy,1,53.2,40.9,2025-05-31T16:58:35.728Z,2025-05-31T16:58:36Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5758373951,212,13.6,5758373945,56,Center,5758373953,213,0.47,5758373949,141,49.9,5758373947,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373041,151,1,1,12,6,80hgdmpkvdrhw1ge9nks2kxvy,1,64.8,49.9,2025-05-31T16:58:36.400Z,2025-05-31T19:37:46Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758373977,213,4.81,5758373971,140,65.5,5758373973,141,39.4,5758373975,212,7.2,5758373969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373061,152,1,1,12,10,80hgdmpkvdrhw1ge9nks2kxvy,1,70.5,24.6,2025-05-31T16:58:40.008Z,2025-05-31T16:58:43Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5758374079,56,Center,5758374081,140,55.2,5758374085,212,20.0,5758374087,213,2.50,5758374083,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373073,153,1,1,12,13,80hgdmpkvdrhw1ge9nks2kxvy,1,61.7,46.9,2025-05-31T16:58:42.896Z,2025-05-31T16:58:46Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758374171,212,12.6,5758374159,56,Center,5758374167,141,32.1,5758374163,140,68.9,5758374177,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373081,154,1,1,12,17,80hgdmpkvdrhw1ge9nks2kxvy,1,62.9,29.4,2025-05-31T16:58:46.504Z,2025-05-31T16:58:49Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5758374213,56,Right,5758374217,141,8.5,5758374215,140,82.3,5758374219,212,24.8,5758374221,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373085,155,1,1,12,19,80hgdmpkvdrhw1ge9nks2kxvy,1,80.9,9.4,2025-05-31T16:58:48.808Z,2025-05-31T16:58:51Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5758374251,140,63.4,5758374249,56,Center,5758374257,213,2.46,5758374253,141,31.5,5758374255,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373093,156,1,1,12,21,80hgdmpkvdrhw1ge9nks2kxvy,1,67.3,26.4,2025-05-31T16:58:51.200Z,2025-05-31T16:58:53Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5758374301,140,59.5,5758374299,56,Center,5758374303,141,48.4,5758374307,213,2.07,5758374305,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373099,157,1,1,12,23,80hgdmpkvdrhw1ge9nks2kxvy,1,62.0,44.5,2025-05-31T16:58:53.312Z,2025-05-31T16:58:57Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758374341,140,56.3,5758374339,56,Center,5758374347,213,2.14,5758374345,212,11.1,5758374343,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373111,158,1,1,12,27,80hgdmpkvdrhw1ge9nks2kxvy,1,60.0,60.6,2025-05-31T16:58:56.968Z,2025-05-31T16:59:01Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758374409,213,0.13,5758374407,212,13.8,5758374403,140,73.0,5758374405,141,63.3,5758374401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373113,159,1,1,12,31,80hgdmpkvdrhw1ge9nks2kxvy,0,75.8,71.4,2025-05-31T16:59:00.841Z,2025-05-31T19:38:34Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5758429477,213,1.37,5758429473,141,76.7,5758429475,212,3.7,5758429471,140,76.5,5758374415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820383101,294,61,1,12,32,8q6cv8g4bd3xdl7m88kll16na,1,21.4,22.9,2025-05-31T16:59:01.941Z,2025-05-31T17:25:08Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5758430747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373117,160,1,1,12,33,80hgdmpkvdrhw1ge9nks2kxvy,0,80.7,85.7,2025-05-31T16:59:02.560Z,2025-05-31T19:37:52Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758374431,141,53.9,5758374427,56,Center,5758374429,140,88.3,5758374433,212,23.0,5758374435,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373131,102,12,1,12,34,8q6cv8g4bd3xdl7m88kll16na,1,10.4,26.5,2025-05-31T16:59:03.584Z,2025-05-31T16:59:08Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5758374519,140,36.0,5758374517,56,Back,5758374521,141,20.3,5758374525,213,6.13,5758374523,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373129,161,1,1,12,36,80hgdmpkvdrhw1ge9nks2kxvy,1,63.6,71.5,2025-05-31T16:59:06.256Z,2025-05-31T16:59:08Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758374509,141,63.0,5758374507,140,59.8,5758374505,56,Center,5758374513,213,4.11,5758374511,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373147,162,1,1,12,38,80hgdmpkvdrhw1ge9nks2kxvy,1,59.8,63.0,2025-05-31T16:59:07.824Z,2025-05-31T16:59:15Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758374641,56,Left,5758374643,140,75.0,5758374645,141,87.7,5758374649,213,0.81,5758374647,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373153,163,1,1,12,45,80hgdmpkvdrhw1ge9nks2kxvy,1,73.7,90.3,2025-05-31T16:59:15.129Z,2025-05-31T16:59:17Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758374709,213,3.76,5758374707,212,16.3,5758374701,56,Center,5758374703,140,61.0,5758374705,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373159,164,1,1,12,47,80hgdmpkvdrhw1ge9nks2kxvy,1,65.5,83.5,2025-05-31T16:59:17.088Z,2025-05-31T16:59:19Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758374739,212,16.9,5758374741,213,4.11,5758374737,141,63.0,5758374733,56,Center,5758374735,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373167,165,1,1,12,49,80hgdmpkvdrhw1ge9nks2kxvy,1,58.3,65.1,2025-05-31T16:59:19.361Z,2025-05-31T16:59:22Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758374777,212,12.2,5758374779,213,5.22,5758374773,140,64.0,5758374775,141,49.4,5758374771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373181,166,1,1,12,53,80hgdmpkvdrhw1ge9nks2kxvy,1,62.4,48.4,2025-05-31T16:59:22.424Z,2025-05-31T16:59:27Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5758374847,140,70.1,5758374849,141,86.2,5758374853,213,1.27,5758374845,56,Left,5758374851,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373189,167,1,1,12,57,80hgdmpkvdrhw1ge9nks2kxvy,0,67.6,83.0,2025-05-31T16:59:27.314Z,2025-05-31T17:17:54Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5758374917,155,,5758374919,56,Center,5758374929,1,,5758374927,213,5.48,5758374915,2,,5758374923,141,46.6,5758374925,212,34.5,5758374921,140,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373191,103,12,1,12,59,8q6cv8g4bd3xdl7m88kll16na,1,9.5,53.3,2025-05-31T16:59:29.264Z,2025-05-31T16:59:30Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5758374955,213,0.87,5758374969,15,,5758374951,212,14.9,5758374949,141,70.0,5758374945,56,Back,5758374947,140,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373199,104,1,1,13,1,8q6cv8g4bd3xdl7m88kll16na,0,18.3,71.2,2025-05-31T16:59:30.448Z,2025-05-31T16:59:46Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5758375009,56,Back,5758375017,213,5.55,5758375015,212,13.2,5758375013,141,58.2,5758375011,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373205,168,15,1,13,3,80hgdmpkvdrhw1ge9nks2kxvy,1,77.0,41.0,2025-05-31T16:59:32.713Z,2025-05-31T19:03:34Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758416777,458,,5758375055,56,Center,5758375053,18,,5758416773,79,,5758416775,215,,5758375051,22,,5758375229,147,50.4,5758375155,20,,5758472439,233,106,5758375223,102,50.0,5758375225,103,29.7,5758375227,146,,,,99.0,,,,,,,,,,,,
2820373231,106,10,1,13,3,8q6cv8g4bd3xdl7m88kll16na,1,2.3,52.8,2025-05-31T16:59:32.813Z,2025-05-31T17:47:12Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5758472479,233,168,5758375203,182,,5758375205,56,Back,5758375201,178,,5758375199,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373233,107,6,1,13,11,8q6cv8g4bd3xdl7m88kll16na,0,10.0,55.1,2025-05-31T16:59:40.745Z,2025-05-31T17:47:09Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5758375233,56,Back,5758375235,73,,5758376063,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373215,169,6,1,13,11,80hgdmpkvdrhw1ge9nks2kxvy,1,90.0,44.9,2025-05-31T16:59:40.745Z,2025-05-31T17:47:09Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5758376059,233,107,5758375121,56,Center,5758375123,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373263,171,1,1,13,34,80hgdmpkvdrhw1ge9nks2kxvy,0,99.7,0.9,2025-05-31T17:00:03.657Z,2025-05-31T17:26:39Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5758375371,212,37.6,5758419385,6,,5758375369,141,55.4,5758375367,140,93.5,5758375375,1,,5758375373,213,1.74,5758419723,223,,5758375361,2,,5758375363,155,,5758375365,56,Center,,,,,,,,,,,,,,,,,,,,,
2820373277,108,12,1,13,35,8q6cv8g4bd3xdl7m88kll16na,1,10.3,54.5,2025-05-31T17:00:04.657Z,2025-05-31T17:26:27Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5758375479,212,32.3,5758375481,213,4.75,5758375477,141,7.1,5758375473,56,Back,5758375475,140,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373289,109,12,1,13,41,8q6cv8g4bd3xdl7m88kll16na,1,10.3,6.1,2025-05-31T17:00:10.657Z,2025-05-31T17:28:54Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5758432775,233,172,5758375539,56,Back,5758432289,397,,5758375547,213,3.19,5758375541,140,7.4,5758375543,141,5.9,5758375545,212,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373285,172,74,1,13,41,80hgdmpkvdrhw1ge9nks2kxvy,1,85.1,87.2,2025-05-31T17:00:10.658Z,2025-05-31T17:26:33Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758375523,285,,5758375597,397,,5758432757,233,109,5758375521,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373293,110,5,1,13,45,8q6cv8g4bd3xdl7m88kll16na,1,-0.8,12.0,2025-05-31T17:00:14.745Z,2025-05-31T17:48:17Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5758409001,233,173,5758375567,346,,5758375565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373315,173,5,1,13,45,80hgdmpkvdrhw1ge9nks2kxvy,0,100.8,88.0,2025-05-31T17:00:14.745Z,2025-05-31T17:48:18Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5758375659,56,Left,5758409013,233,110,5758375661,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373399,111,1,1,14,15,8q6cv8g4bd3xdl7m88kll16na,0,5.1,60.5,2025-05-31T17:00:44.761Z,2025-05-31T17:00:48Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5758376149,213,6.23,5758376147,212,64.4,5758376139,124,,5758376151,1,,5758376143,140,66.4,5758376145,141,55.7,5758376153,74,,5758376141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373403,174,1,1,14,19,80hgdmpkvdrhw1ge9nks2kxvy,0,29.1,31.2,2025-05-31T17:00:48.706Z,2025-05-31T17:00:49Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5758376169,3,,5758376173,56,Center,5758376181,141,33.3,5758376185,213,0.06,5758376183,212,24.3,5758376177,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820373415,112,1,1,14,21,8q6cv8g4bd3xdl7m88kll16na,0,43.0,66.6,2025-05-31T17:00:50.537Z,2025-05-31T17:00:51Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5758376237,213,6.06,5758376239,1,,5758376227,157,,5758376229,56,Center,5758376235,212,27.3,5758376233,141,57.8,5758376231,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
