id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/13/value
2797316381,151,1,1,17,13,btaf9fuj3xctycyjeqwereaow,1,21.6,32.1,2025-04-06T15:18:15.721Z,2025-04-06T15:18:18Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5630930169,213,0.65,5630930165,141,42.5,5630930167,212,11.7,5630930161,56,Back,5630930163,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316437,152,1,1,17,15,btaf9fuj3xctycyjeqwereaow,1,32.2,39.8,2025-04-06T15:18:18.388Z,2025-04-06T15:18:22Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5630930569,213,0.69,5630930561,140,51.6,5630930567,212,26.4,5630930563,141,64.6,5630930557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316511,153,1,1,17,19,btaf9fuj3xctycyjeqwereaow,1,51.6,64.6,2025-04-06T15:18:21.869Z,2025-04-06T15:18:52Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,1.0,,5630931043,140,73.0,5630933439,210,15,5630933441,154,,5630931045,141,81.8,5630931051,213,0.48,5630931047,212,25.3,5630931041,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316517,154,15,1,17,24,btaf9fuj3xctycyjeqwereaow,1,85.9,70.3,2025-04-06T15:18:27.064Z,2025-04-06T17:35:11Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5630933473,103,19,5630933207,82,,5630931089,64,,5630933467,55,153,5630933475,146,88.2,5630931087,22,,5630933463,29,,5630933471,102,51.3,5630933203,20,5631618021,78,,5630933481,231,5630933477,147,67.2,,52.5,5630933511,233,5630933479,230,5630933465,154,,5630931091,56,Center,,,,,,,,,,152,99.3
2797316539,152,10,1,17,24,45v50owpvshpijizwwlcw4lni,1,7.7,36.8,2025-04-06T15:18:27.164Z,2025-04-06T15:18:53Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5630931247,94,,5630933537,233,154,5630931249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316587,155,1,1,17,28,btaf9fuj3xctycyjeqwereaow,1,77.2,67.3,2025-04-06T15:18:31.060Z,2025-04-06T15:18:35Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5630931573,212,16.3,5630931575,213,0.73,5630931569,140,88.8,5630931567,56,Left,5630931571,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316607,156,1,1,17,32,btaf9fuj3xctycyjeqwereaow,0,87.6,80.3,2025-04-06T15:18:35.059Z,2025-04-06T15:18:36Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5630931703,140,87.7,5630931699,155,,5630931697,2,,5630931705,141,44.6,5630931709,213,4.72,5630931701,56,Center,5630931707,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316629,153,12,1,17,34,45v50owpvshpijizwwlcw4lni,1,6.9,59.6,2025-04-06T15:18:37.383Z,2025-04-06T15:18:42Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5630931895,212,13.6,5630931889,140,19.8,5630931885,56,Back,5630931925,15,,5630931891,141,58.4,5630931897,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316715,154,43,1,17,36,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-04-06T15:18:39.337Z,2025-04-06T15:19:11Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5630932339,56,Back,5630932341,285,0,5630932365,233,157,5630935105,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316657,157,43,1,17,36,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-04-06T15:18:39.338Z,2025-04-06T15:20:30Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5630942207,144,44,5630932033,56,Center,5630932035,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316775,155,1,1,17,39,45v50owpvshpijizwwlcw4lni,1,19.8,58.4,2025-04-06T15:18:42.280Z,2025-04-06T15:18:45Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5630932677,56,Back,5630932681,141,55.1,5630932679,140,29.9,5630932675,168,,5630932673,3,,5630932683,212,10.8,5630932685,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316785,156,1,1,17,40,45v50owpvshpijizwwlcw4lni,1,24.6,73.6,2025-04-06T15:18:43.464Z,2025-04-06T17:35:25Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5630934293,213,4.51,5630934285,56,Back,5630934289,141,67.7,5630934287,140,23.8,5630934291,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797371715,453,1,1,17,41,45v50owpvshpijizwwlcw4lni,1,22.4,59.1,2025-04-06T15:18:43.955Z,2025-04-06T17:35:26Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,1.0,,5631238285,213,0.12,5631238279,140,31.2,5631619051,210,13,5631238281,141,60.7,5631238277,56,Back,5631238283,212,9.3,5631619053,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316803,157,13,1,17,42,45v50owpvshpijizwwlcw4lni,1,52.2,42.8,2025-04-06T15:18:45.487Z,2025-04-06T17:35:42Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5630934821,154,,5630932793,19,,5630934827,102,62.0,5630934829,103,29.2,5630932795,56,Center,5630934817,29,,5630934833,231,48.2,5630934831,230,95.9,5631620467,23,5630934815,73,,5630934535,20,5630934823,55,453,,,,,,,,,,,,,,,,,,,,,,,
2797316999,158,5,1,17,45,45v50owpvshpijizwwlcw4lni,0,100.4,61.1,2025-04-06T15:18:47.804Z,2025-04-06T17:14:25Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5630933897,56,Center,5630933933,233,158,5630933899,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316875,158,5,1,17,45,btaf9fuj3xctycyjeqwereaow,1,-0.4,38.9,2025-04-06T15:18:47.804Z,2025-04-06T17:14:24Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5630933905,233,158,5630933129,56,Back,5630933135,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317037,159,1,1,17,57,btaf9fuj3xctycyjeqwereaow,1,4.3,48.1,2025-04-06T15:19:00.530Z,2025-04-06T15:19:02Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5630934115,237,,5630934097,140,12.1,5630934091,124,,5630934103,212,12.7,5630934107,213,0.87,5630934093,56,Back,5630934101,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317047,160,1,1,17,59,btaf9fuj3xctycyjeqwereaow,1,12.1,62.4,2025-04-06T15:19:01.901Z,2025-04-06T15:19:02Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5630934155,141,51.9,5630934159,213,4.28,5630934149,56,Back,5630934151,140,9.0,5630934157,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317075,161,1,1,17,59,btaf9fuj3xctycyjeqwereaow,1,9.0,51.9,2025-04-06T15:19:02.507Z,2025-04-06T15:19:04Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5630934357,141,38.2,5630934361,213,5.50,5630934355,140,17.9,5630934359,212,13.2,5630934353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317101,162,1,1,18,1,btaf9fuj3xctycyjeqwereaow,1,17.9,38.2,2025-04-06T15:19:04.475Z,2025-04-06T15:19:05Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5630934473,140,11.1,5630934477,212,18.1,5630934471,56,Back,5630934479,213,1.98,5630934475,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317171,163,1,1,18,3,btaf9fuj3xctycyjeqwereaow,1,11.1,62.7,2025-04-06T15:19:05.724Z,2025-04-06T15:19:10Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5630934989,140,14.4,5630934995,213,1.38,5630934993,212,18.6,5630934991,141,89.6,5630934987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317277,164,1,1,18,7,btaf9fuj3xctycyjeqwereaow,1,14.4,89.6,2025-04-06T15:19:10.403Z,2025-04-06T15:19:17Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5630935667,140,9.4,5630935671,212,22.0,5630935669,141,58.2,5630935665,56,Back,5630935673,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317297,165,1,1,18,14,btaf9fuj3xctycyjeqwereaow,1,10.1,51.0,2025-04-06T15:19:17.238Z,2025-04-06T15:19:18Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5630935751,56,Back,5630935757,212,17.6,5630935759,213,5.67,5630935755,141,36.1,5630935753,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317319,166,1,1,18,15,btaf9fuj3xctycyjeqwereaow,1,23.7,36.0,2025-04-06T15:19:18.299Z,2025-04-06T15:19:20Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5630935893,141,31.2,5630935889,56,Back,5630935895,212,17.6,5630935897,213,3.33,5630935891,140,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317387,167,1,1,18,17,btaf9fuj3xctycyjeqwereaow,1,7.2,31.2,2025-04-06T15:19:20.366Z,2025-04-06T15:19:26Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5630936297,213,0.10,5630936291,140,29.8,5630936289,56,Back,5630936295,212,23.9,5630936293,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317403,168,1,1,18,23,btaf9fuj3xctycyjeqwereaow,1,29.1,31.8,2025-04-06T15:19:26.232Z,2025-04-06T15:20:03Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5630936393,56,Back,5630936401,213,0.20,5630936399,212,15.1,5630936395,140,43.2,5630936397,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317447,169,1,1,18,25,btaf9fuj3xctycyjeqwereaow,1,43.2,36.3,2025-04-06T15:19:27.676Z,2025-04-06T15:20:01Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5630936633,56,Back,5630936635,140,46.6,5630936639,212,23.5,5630936637,141,70.5,5630936641,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317531,170,1,1,18,30,btaf9fuj3xctycyjeqwereaow,1,65.2,69.7,2025-04-06T15:19:32.851Z,2025-04-06T15:19:36Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5630937191,212,25.8,5630937187,140,85.3,5630937193,213,0.61,5630937185,56,Left,5630937189,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317575,171,1,1,18,33,btaf9fuj3xctycyjeqwereaow,0,82.1,88.6,2025-04-06T15:19:36.147Z,2025-04-06T15:19:38Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5630937457,2,,5630937459,155,,5630937463,140,89.3,5630937467,212,26.1,5630937461,56,Center,5630937465,141,51.8,5630937469,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317647,159,12,1,18,37,45v50owpvshpijizwwlcw4lni,1,4.6,35.2,2025-04-06T15:19:39.999Z,2025-04-06T15:19:42Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5630937799,213,4.01,5630937795,141,24.3,5630937791,56,Back,5630937797,212,9.7,5630937849,167,,5630937793,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317653,160,6,1,18,39,45v50owpvshpijizwwlcw4lni,0,3.1,33.2,2025-04-06T15:19:41.759Z,2025-04-06T17:11:22Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5630937899,56,Back,5630937901,73,,5630937971,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797317583,172,6,1,18,39,btaf9fuj3xctycyjeqwereaow,1,96.9,66.8,2025-04-06T15:19:41.759Z,2025-04-06T17:11:22Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5630937573,56,Center,5630937575,73,,5630937943,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797318283,173,1,1,19,14,btaf9fuj3xctycyjeqwereaow,0,99.5,99.5,2025-04-06T15:20:16.819Z,2025-04-06T15:20:20Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5630941235,6,,5630941239,223,,5630941243,140,90.2,5630941237,155,,5630941233,2,,5630941249,213,4.40,5630941245,141,55.5,5630941247,212,31.5,5630941241,56,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,
2797318329,161,41,1,19,19,45v50owpvshpijizwwlcw4lni,0,2.4,51.2,2025-04-06T15:20:21.871Z,2025-04-06T15:20:29Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5630941529,140,23.2,5630941539,213,0.91,5630941537,212,35.8,5630941533,141,92.9,5630942037,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797318393,174,1,1,19,22,btaf9fuj3xctycyjeqwereaow,0,83.4,8.9,2025-04-06T15:20:25.603Z,2025-04-06T15:20:28Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5630941925,56,Center,5630941929,141,40.4,5630941931,212,28.6,5630941921,2,,5630942025,233,161,5630941927,140,100.0,5630941923,155,,5630941933,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797318747,162,5,1,19,25,45v50owpvshpijizwwlcw4lni,1,-1.2,57.0,2025-04-06T15:20:27.861Z,2025-04-06T17:14:25Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5630946593,233,175,5630943865,346,,5630943863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319237,175,5,1,19,25,btaf9fuj3xctycyjeqwereaow,0,101.2,43.0,2025-04-06T15:20:27.861Z,2025-04-06T17:14:25Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5630946545,56,Center,5630946621,233,162,5630946547,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797318995,163,1,1,19,44,45v50owpvshpijizwwlcw4lni,1,4.4,60.9,2025-04-06T15:20:46.815Z,2025-04-06T15:21:02Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5630945371,141,51.0,5630945367,56,Back,5630945379,237,,5630945365,124,,5630945369,140,3.9,5630945375,213,4.63,5630945373,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319045,164,1,1,19,59,45v50owpvshpijizwwlcw4lni,0,22.5,47.3,2025-04-06T15:21:01.967Z,2025-04-06T15:21:05Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5630945635,56,Back,5630945639,141,47.0,5630945643,213,6.27,5630945641,212,11.2,5630945637,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319249,176,13,1,20,3,btaf9fuj3xctycyjeqwereaow,1,74.1,29.7,2025-04-06T15:21:06.403Z,2025-04-06T17:36:02Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5630946605,22,,5630946961,103,4.2,5631622245,18,,5630946967,231,45.1,5630946963,458,,5630946959,102,63.4,5630946957,73,,5630946609,56,Center,5630946965,230,5631622247,215,,5630946881,20,,,,82.8,,,,,,,,,,,,,,,,,,,,,,
2797319399,165,5,1,20,4,45v50owpvshpijizwwlcw4lni,1,-1.2,40.4,2025-04-06T15:21:06.855Z,2025-04-06T17:14:26Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5630947351,56,Back,5630947469,233,177,5630947353,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319307,177,5,1,20,4,btaf9fuj3xctycyjeqwereaow,0,101.2,59.6,2025-04-06T15:21:06.855Z,2025-04-06T17:14:26Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5630946853,346,,5630947533,233,165,5630946851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319465,166,1,1,20,22,45v50owpvshpijizwwlcw4lni,1,4.7,60.2,2025-04-06T15:21:24.663Z,2025-04-06T16:05:16Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5630947719,237,,5630947715,213,4.62,5630947711,141,50.0,5631180141,189,,5630947707,56,Back,5630947713,212,7.0,5630947709,140,4.1,5630947705,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319511,167,1,1,20,25,45v50owpvshpijizwwlcw4lni,1,9.3,46.4,2025-04-06T15:21:27.801Z,2025-04-06T15:21:30Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5630947921,141,72.9,5630947925,213,1.09,5630947919,140,18.3,5630947923,212,20.3,5630947917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319599,168,1,1,20,27,45v50owpvshpijizwwlcw4lni,1,20.0,75.0,2025-04-06T15:21:30.359Z,2025-04-06T15:21:34Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5630948381,141,58.7,5630948377,56,Back,5630948379,140,11.8,5630948385,213,4.05,5630948383,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319639,169,1,1,20,31,45v50owpvshpijizwwlcw4lni,1,11.8,50.6,2025-04-06T15:21:34.407Z,2025-04-06T15:21:36Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5630948611,141,50.9,5630948609,140,26.0,5630948615,213,0.01,5630948613,212,14.9,5630948607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319661,170,1,1,20,33,45v50owpvshpijizwwlcw4lni,0,14.6,52.2,2025-04-06T15:21:36.471Z,2025-04-06T15:21:37Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5630948685,212,16.4,5630948671,56,Back,5630948687,213,5.11,5630948677,140,20.7,5630948681,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319745,179,1,1,20,36,btaf9fuj3xctycyjeqwereaow,1,78.3,62.9,2025-04-06T15:21:39.518Z,2025-04-06T15:21:42Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5630949173,213,5.36,5630949165,141,42.2,5630949169,212,17.6,5630949161,140,88.4,5630949157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319777,180,1,1,20,39,btaf9fuj3xctycyjeqwereaow,1,88.3,45.6,2025-04-06T15:21:41.986Z,2025-04-06T15:22:32Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,1.0,,5630949351,213,3.18,5630949347,212,3.3,5630949341,140,85.2,5630949339,56,Center,5630949343,141,45.4,5630953631,154,,5630952587,156,,5630953629,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319785,181,15,1,20,39,btaf9fuj3xctycyjeqwereaow,1,91.5,43.4,2025-04-06T15:21:42.611Z,2025-04-06T17:37:10Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5630953701,29,,5630953737,231,50.2,5630953713,103,19,5631627005,80,,5630953723,146,94.0,5630953267,20,,5630949393,56,Center,5630953787,233,171,5630953729,147,5630953705,55,180,5630949389,17,5630953733,230,99.4,44.8,,5630953271,82,5630949387,22,5630953711,102,48.1,5630953703,154,,,,,,,,,,,,
2797319759,171,10,1,20,40,45v50owpvshpijizwwlcw4lni,1,10.6,50.4,2025-04-06T15:21:42.711Z,2025-04-06T15:22:33Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5630949227,56,Back,5630953813,233,181,5630949225,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319819,182,1,1,20,42,btaf9fuj3xctycyjeqwereaow,1,84.1,45.7,2025-04-06T15:21:45.118Z,2025-04-06T15:22:44Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5630954693,4,,5630949565,213,5.83,5630949561,141,40.6,5630949559,140,90.8,5630949563,212,7.8,5630949557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319847,183,1,1,20,43,btaf9fuj3xctycyjeqwereaow,1,90.8,40.6,2025-04-06T15:21:46.170Z,2025-04-06T15:21:48Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5630949681,141,29.7,5630949677,56,Center,5630949685,213,4.37,5630949683,212,7.9,5630949679,140,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319839,172,83,1,20,44,45v50owpvshpijizwwlcw4lni,0,11.2,61.7,2025-04-06T15:21:47.271Z,2025-04-06T15:21:51Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5630949933,399,8g5ms6uacdkgfcbxt4crlr4ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319867,184,1,1,20,45,btaf9fuj3xctycyjeqwereaow,0,88.3,29.7,2025-04-06T15:21:48.034Z,2025-04-06T15:22:50Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5630949835,213,1.34,5630949829,140,92.9,5630949825,155,,5630949827,56,Center,5630949831,141,60.5,5630949833,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319897,173,44,1,20,47,45v50owpvshpijizwwlcw4lni,1,5.9,39.3,2025-04-06T15:21:49.867Z,2025-04-06T17:18:07Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5630950101,233,185,5630950073,285,,5630950071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319873,185,44,1,20,47,btaf9fuj3xctycyjeqwereaow,0,94.1,60.7,2025-04-06T15:21:49.868Z,2025-04-06T17:18:08Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5630949881,56,Center,5630949883,286,,5630950141,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319925,174,12,1,20,47,45v50owpvshpijizwwlcw4lni,1,3.9,39.1,2025-04-06T15:21:49.967Z,2025-04-06T15:58:12Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5630950209,140,6.1,5630950211,141,11.6,5630950251,15,,5630950207,56,Back,5630950215,213,4.84,5630950213,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797319971,186,50,1,20,54,btaf9fuj3xctycyjeqwereaow,1,88.6,81.7,2025-04-06T15:21:57.508Z,2025-04-06T17:11:07Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5630951087,233,175,5630950447,286,,5630950445,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797320079,175,7,1,20,54,45v50owpvshpijizwwlcw4lni,1,11.4,18.3,2025-04-06T15:21:57.509Z,2025-04-06T17:11:07Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5630951071,233,186,5630951005,56,Back,5630951007,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797320085,176,4,1,21,0,45v50owpvshpijizwwlcw4lni,1,11.2,17.0,2025-04-06T15:22:02.714Z,2025-04-06T18:11:07Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5630951147,265,,5630951151,285,,5630951143,152,,5630951139,56,Back,5630951135,13,,5630951187,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797320031,187,4,1,21,0,btaf9fuj3xctycyjeqwereaow,0,88.8,83.0,2025-04-06T15:22:02.715Z,2025-04-06T15:22:11Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5630950763,13,,5630951203,233,176,5630950771,286,,5630950767,152,,5630950769,265,,5630950765,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797320761,177,1,1,21,42,45v50owpvshpijizwwlcw4lni,1,9.3,11.0,2025-04-06T15:22:44.927Z,2025-04-06T15:22:58Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5630954737,141,33.0,5630954731,152,,5630955827,189,,5630954729,5,,5630954735,140,9.3,5630954739,212,15.0,5630954741,213,1.57,5630954733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797320763,178,1,1,21,42,45v50owpvshpijizwwlcw4lni,1,9.3,33.0,2025-04-06T15:22:45.614Z,2025-04-06T15:22:46Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5630954773,213,4.60,5630954769,141,13.2,5630954765,56,Back,5630954767,140,7.9,5630954771,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797320797,179,1,1,21,43,45v50owpvshpijizwwlcw4lni,1,7.9,13.2,2025-04-06T15:22:46.247Z,2025-04-06T15:22:48Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5630954995,141,33.4,5630954999,213,1.47,5630954991,56,Back,5630954997,212,13.8,5630954993,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
