id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818218617,89,1,1,15,51,e5txudmuc2qpc460bs4lb5aff,1,43.2,64.4,2025-05-24T14:16:52.359Z,2025-05-24T14:17:02Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5746353127,3,,5746353129,168,,5746353137,212,4.4,5746353139,213,0.25,5746353131,56,Back,5746353135,141,66.0,5746353133,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218645,91,1,1,15,53,e5txudmuc2qpc460bs4lb5aff,0,51.5,73.6,2025-05-24T14:16:54.056Z,2025-05-24T14:16:56Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5746353303,140,84.0,5746353305,141,67.6,5746353311,1,,5746353301,56,Center,5746353309,213,6.16,5746353307,212,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218883,169,1,1,16,7,eujf9nqky8c5jnahb2f76m86o,1,13.8,30.2,2025-05-24T14:17:07.796Z,2025-05-24T14:17:12Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5746354683,1,,5746354671,56,Back,5746354669,123,,5746354681,213,1.36,5746354673,140,20.3,5746354679,212,32.2,5746354677,141,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218951,170,1,1,16,11,eujf9nqky8c5jnahb2f76m86o,1,21.1,80.3,2025-05-24T14:17:12.099Z,2025-05-24T14:17:16Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5746355019,155,,5746355027,212,38.6,5746355029,213,5.58,5746355031,1,,5746355025,141,43.5,5746355023,140,49.1,5746355021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818218999,171,1,1,16,15,eujf9nqky8c5jnahb2f76m86o,1,51.7,40.5,2025-05-24T14:17:16.483Z,2025-05-24T14:17:20Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746355311,212,29.1,5746355313,213,5.29,5746355305,56,Right,5746355309,141,4.7,5746355307,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219007,172,43,1,16,19,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-05-24T14:17:20.243Z,2025-05-24T14:17:46Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746357563,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219063,173,1,1,16,21,eujf9nqky8c5jnahb2f76m86o,1,73.6,12.7,2025-05-24T14:17:21.699Z,2025-05-24T14:17:24Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746355703,213,1.49,5746355695,56,Center,5746355701,212,28.0,5746355697,140,75.8,5746355699,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219095,174,1,1,16,23,eujf9nqky8c5jnahb2f76m86o,1,77.6,54.8,2025-05-24T14:17:24.243Z,2025-05-24T14:17:42Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,1.0,5746355885,212,16.9,5746355887,213,0.85,5746355883,141,73.5,5746355881,140,88.2,5746355879,56,Center,5746357261,154,,5746357257,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219099,175,13,1,16,25,eujf9nqky8c5jnahb2f76m86o,1,88.7,69.6,2025-05-24T14:17:26.483Z,2025-05-24T14:17:42Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746357301,231,51.1,5746357297,215,,5746355903,22,,5746357289,55,174,5746355905,64,,5746357295,103,8.3,5746357293,102,43.9,5746355907,56,Center,5746356479,20,5746357299,230,99.0,5746357287,154,,5746357283,84,5746357285,29,,,,,,,,,,,,,,,,,,
2818219333,93,5,1,16,28,e5txudmuc2qpc460bs4lb5aff,1,-1.0,56.4,2025-05-24T14:17:28.771Z,2025-05-24T15:00:38Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5746357195,346,,5746357225,233,176,5746357193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219185,176,5,1,16,28,eujf9nqky8c5jnahb2f76m86o,0,101.0,43.6,2025-05-24T14:17:28.771Z,2025-05-24T15:00:38Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746357277,233,93,5746356407,346,,5746356405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219645,94,1,1,16,56,e5txudmuc2qpc460bs4lb5aff,0,4.9,60.3,2025-05-24T14:17:56.631Z,2025-05-24T14:18:02Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5746358991,56,Center,5746359001,1,,5746358995,141,60.8,5746358993,140,62.6,5746359005,74,,5746358989,124,,5746358997,212,60.6,5746358999,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219639,177,44,1,17,0,eujf9nqky8c5jnahb2f76m86o,1,38.3,32.6,2025-05-24T14:18:00.883Z,2025-05-24T15:00:30Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746358963,56,Back,5746542603,233,95,5746358965,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219649,95,44,1,17,0,e5txudmuc2qpc460bs4lb5aff,0,61.7,67.4,2025-05-24T14:18:00.884Z,2025-05-24T15:00:30Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5746542583,233,177,5746359019,286,,5746359013,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219677,178,1,1,17,1,eujf9nqky8c5jnahb2f76m86o,0,40.3,20.1,2025-05-24T14:18:01.587Z,2025-05-24T14:18:04Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746359167,3,,5746359175,212,13.6,5746359173,141,26.9,5746359169,56,Center,5746359171,140,52.5,5746359177,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219671,96,44,1,17,1,e5txudmuc2qpc460bs4lb5aff,1,46.4,69.4,2025-05-24T14:18:01.802Z,2025-05-24T14:57:20Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5746359151,56,Back,5746542507,233,179,5746359153,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219681,179,44,1,17,1,eujf9nqky8c5jnahb2f76m86o,0,53.6,30.6,2025-05-24T14:18:01.803Z,2025-05-24T14:57:20Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5746542461,233,96,5746359199,286,,5746359197,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219703,97,1,1,17,1,e5txudmuc2qpc460bs4lb5aff,0,43.2,58.5,2025-05-24T14:18:02.191Z,2025-05-24T14:56:47Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5746359349,140,63.4,5746359347,56,Center,5746359351,141,59.0,5746359345,3,,5746359353,212,21.2,5746359355,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219685,180,44,1,17,2,eujf9nqky8c5jnahb2f76m86o,1,36.6,27.0,2025-05-24T14:18:03.099Z,2025-05-24T14:57:18Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746542357,233,100,5746359217,285,,5746359215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219755,100,44,1,17,2,e5txudmuc2qpc460bs4lb5aff,0,63.4,73.0,2025-05-24T14:18:03.100Z,2025-05-24T14:57:18Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5746359611,286,,5746542313,233,180,5746359609,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219699,181,1,1,17,3,eujf9nqky8c5jnahb2f76m86o,0,46.0,25.5,2025-05-24T14:18:03.691Z,2025-05-24T14:56:43Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746359317,212,1.3,5746359309,3,,5746359319,213,0.26,5746359315,141,26.0,5746359313,140,47.2,5746359311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219741,182,44,1,17,4,eujf9nqky8c5jnahb2f76m86o,1,32.4,35.9,2025-05-24T14:18:04.654Z,2025-05-24T15:00:30Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746542373,233,98,5746359553,56,Back,5746359555,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219707,98,44,1,17,4,e5txudmuc2qpc460bs4lb5aff,0,67.6,64.1,2025-05-24T14:18:04.655Z,2025-05-24T14:58:14Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5746359369,286,,5746359367,56,Center,5746542161,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219869,103,61,1,17,4,e5txudmuc2qpc460bs4lb5aff,1,60.3,69.6,2025-05-24T14:18:04.687Z,2025-05-24T14:58:16Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5746360259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219765,183,1,1,17,6,eujf9nqky8c5jnahb2f76m86o,0,27.5,25.5,2025-05-24T14:18:07.219Z,2025-05-24T16:09:43Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746359705,213,0.28,5746359691,3,,5746359701,212,7.3,5746359699,141,28.5,5746359693,56,Back,5746359695,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219753,99,1,1,17,7,e5txudmuc2qpc460bs4lb5aff,0,60.6,62.9,2025-05-24T14:18:07.823Z,2025-05-24T14:57:05Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5746359601,1,,5746359597,212,12.8,5746359595,141,66.9,5746359593,140,72.5,5746359599,213,0.21,5746359589,157,,5746359591,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219795,185,1,1,17,10,eujf9nqky8c5jnahb2f76m86o,1,34.2,28.5,2025-05-24T14:18:10.579Z,2025-05-24T14:18:13Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5746359877,212,13.6,5746359879,213,4.07,5746359875,141,12.5,5746359873,140,26.5,5746359871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219821,186,1,1,17,11,eujf9nqky8c5jnahb2f76m86o,0,26.5,12.5,2025-05-24T14:18:12.227Z,2025-05-24T14:18:14Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746360011,1,,5746360001,56,Back,5746360005,141,12.2,5746360003,140,44.2,5746360009,213,6.27,5746359999,157,,5746360007,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219829,101,1,1,17,13,e5txudmuc2qpc460bs4lb5aff,0,55.1,87.5,2025-05-24T14:18:14.519Z,2025-05-24T14:18:15Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746360061,3,,5746360063,56,Left,5746360065,140,55.4,5746360071,213,1.54,5746360069,212,9.8,5746360067,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219837,102,5,1,17,14,e5txudmuc2qpc460bs4lb5aff,0,57.2,102.0,2025-05-24T14:18:15.252Z,2025-05-24T15:00:38Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746360329,233,187,5746360103,56,Left,5746360105,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818219865,187,5,1,17,14,eujf9nqky8c5jnahb2f76m86o,1,42.8,-2.0,2025-05-24T14:18:15.252Z,2025-05-24T15:00:38Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746360257,347,,5746360273,233,102,5746360255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220059,188,1,1,17,26,eujf9nqky8c5jnahb2f76m86o,0,40.0,0.0,2025-05-24T14:18:27.251Z,2025-05-24T14:18:29Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5746361347,107,,5746361349,56,Right,5746361359,1,,5746361357,213,0.11,5746361351,140,66.3,5746361353,141,3.2,5746361355,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220079,104,1,1,17,29,e5txudmuc2qpc460bs4lb5aff,1,39.5,92.6,2025-05-24T14:18:29.639Z,2025-05-24T14:18:30Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746361509,140,46.3,5746361507,56,Back,5746361515,213,5.81,5746361513,212,8.0,5746361505,3,,5746361511,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220111,105,1,1,17,30,e5txudmuc2qpc460bs4lb5aff,0,47.4,87.8,2025-05-24T14:18:30.855Z,2025-05-24T14:18:32Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746361695,56,Left,5746361693,157,,5746361703,212,18.9,5746361705,213,0.26,5746361699,141,95.0,5746361697,140,64.8,5746361707,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220117,189,8,1,17,31,eujf9nqky8c5jnahb2f76m86o,1,37.7,4.4,2025-05-24T14:18:31.595Z,2025-05-24T14:20:22Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5746361745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220295,106,5,1,17,31,e5txudmuc2qpc460bs4lb5aff,1,61.7,100.8,2025-05-24T14:18:32.487Z,2025-05-24T15:00:39Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746362721,56,Left,5746362741,233,190,5746362725,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220133,190,5,1,17,31,eujf9nqky8c5jnahb2f76m86o,0,38.3,-0.8,2025-05-24T14:18:32.487Z,2025-05-24T15:00:39Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5746361825,347,,5746361823,56,Back,5746362771,233,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220329,107,1,1,17,42,e5txudmuc2qpc460bs4lb5aff,0,62.4,100.0,2025-05-24T14:18:42.950Z,2025-05-24T14:18:46Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746362963,213,5.67,5746362953,140,69.8,5746362961,212,9.5,5746362957,141,93.3,5746362947,107,,5746362949,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220333,191,44,1,17,45,eujf9nqky8c5jnahb2f76m86o,1,29.8,9.0,2025-05-24T14:18:45.652Z,2025-05-24T15:00:31Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746362985,285,,5746362983,56,Back,5746363045,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220337,108,44,1,17,45,e5txudmuc2qpc460bs4lb5aff,0,70.2,91.0,2025-05-24T14:18:45.653Z,2025-05-24T15:00:31Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5746363069,233,191,5746363003,286,,5746363001,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220365,192,1,1,17,45,eujf9nqky8c5jnahb2f76m86o,1,29.0,12.7,2025-05-24T14:18:46.371Z,2025-05-24T14:18:48Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746363129,212,3.7,5746363127,141,9.3,5746363123,56,Back,5746363131,213,5.62,5746363125,140,31.8,5746363121,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220373,193,50,1,17,46,eujf9nqky8c5jnahb2f76m86o,1,33.4,10.2,2025-05-24T14:18:47.459Z,2025-05-24T14:42:27Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5746477823,286,,5746363337,233,109,5746363179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220399,109,7,1,17,46,e5txudmuc2qpc460bs4lb5aff,1,66.6,89.8,2025-05-24T14:18:47.460Z,2025-05-24T14:42:27Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746477817,285,,5746363289,56,Left,5746363325,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220449,111,1,1,17,49,e5txudmuc2qpc460bs4lb5aff,1,65.4,81.8,2025-05-24T14:18:50.011Z,2025-05-24T14:18:52Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746363553,140,59.5,5746363555,141,65.4,5746363551,56,Center,5746363559,213,4.21,5746363557,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220489,112,1,1,17,51,e5txudmuc2qpc460bs4lb5aff,1,57.9,66.0,2025-05-24T14:18:52.550Z,2025-05-24T14:18:55Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746363771,140,54.5,5746363769,56,Center,5746363773,141,75.0,5746363775,212,7.1,5746363777,213,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818253495,349,1,1,17,53,e5txudmuc2qpc460bs4lb5aff,1,56.6,65.1,2025-05-24T14:18:53.574Z,2025-05-24T14:59:11Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5746545801,140,55.1,5746545799,56,Left,5746545807,213,1.72,5746545805,212,10.8,5746545803,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220513,113,1,1,17,54,e5txudmuc2qpc460bs4lb5aff,1,56.3,79.9,2025-05-24T14:18:55.510Z,2025-05-24T14:59:13Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746363901,213,0.79,5746363897,141,95.6,5746363893,56,Left,5746363895,140,66.4,5746363899,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220579,114,1,1,17,57,e5txudmuc2qpc460bs4lb5aff,1,61.6,96.8,2025-05-24T14:18:58.182Z,2025-05-24T14:19:00Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5746364263,56,Back,5746364265,140,43.3,5746364267,141,81.4,5746364269,212,21.9,5746364271,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220613,115,1,1,18,0,e5txudmuc2qpc460bs4lb5aff,1,43.6,75.1,2025-05-24T14:19:00.710Z,2025-05-24T14:19:03Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746364471,213,4.65,5746364467,141,36.3,5746364469,212,26.4,5746364463,56,Back,5746364465,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220661,116,1,1,18,2,e5txudmuc2qpc460bs4lb5aff,1,41.9,35.5,2025-05-24T14:19:03.271Z,2025-05-24T14:19:06Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5746364691,212,26.1,5746364685,56,Center,5746364693,213,0.35,5746364689,141,48.7,5746364687,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220733,117,1,1,18,5,e5txudmuc2qpc460bs4lb5aff,1,64.8,47.0,2025-05-24T14:19:05.958Z,2025-05-24T14:19:10Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5746365065,56,Right,5746365067,140,82.9,5746365073,213,5.36,5746365069,141,9.8,5746365071,212,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220773,118,3,1,18,8,e5txudmuc2qpc460bs4lb5aff,1,87.4,11.4,2025-05-24T14:19:09.475Z,2025-05-24T14:42:32Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5746365279,56,Right,5746365299,233,194,5746365281,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220723,194,45,1,18,8,eujf9nqky8c5jnahb2f76m86o,0,12.6,88.6,2025-05-24T14:19:09.475Z,2025-05-24T14:42:33Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5746365329,233,118,5746365025,56,Back,5746365027,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220795,119,1,1,18,11,e5txudmuc2qpc460bs4lb5aff,0,97.6,12.3,2025-05-24T14:19:11.654Z,2025-05-24T14:19:13Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5746365377,56,Center,5746365379,140,96.4,5746365381,141,34.2,5746365375,155,,5746365373,2,,5746365383,212,14.9,5746365385,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220811,195,12,1,18,13,eujf9nqky8c5jnahb2f76m86o,1,4.7,68.7,2025-05-24T14:19:13.779Z,2025-05-24T14:19:15Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5746365529,56,Back,5746365531,140,11.0,5746365535,212,15.7,5746365537,213,1.14,5746365533,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220867,120,45,1,18,18,e5txudmuc2qpc460bs4lb5aff,0,91.2,5.8,2025-05-24T14:19:18.851Z,2025-05-24T14:19:22Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5746366043,233,197,5746365897,286,,5746365893,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220871,197,3,1,18,18,eujf9nqky8c5jnahb2f76m86o,1,8.8,94.2,2025-05-24T14:19:18.851Z,2025-05-24T14:19:22Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746365981,233,120,5746365915,285,,5746365913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220917,198,1,1,18,18,eujf9nqky8c5jnahb2f76m86o,1,10.2,95.4,2025-05-24T14:19:19.571Z,2025-05-24T14:19:22Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5746366197,157,,5746366199,56,Back,5746366209,1,,5746366207,213,0.05,5746366203,141,97.6,5746366205,212,32.5,5746366201,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220921,199,61,1,18,21,eujf9nqky8c5jnahb2f76m86o,0,41.1,97.6,2025-05-24T14:19:21.779Z,2025-05-24T14:19:22Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5746366229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220943,122,1,1,18,22,e5txudmuc2qpc460bs4lb5aff,1,60.6,5.5,2025-05-24T14:19:22.870Z,2025-05-24T14:19:23Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5746366305,56,Right,5746366313,213,2.45,5746366311,212,9.1,5746366309,141,14.0,5746366307,140,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220961,123,1,1,18,23,e5txudmuc2qpc460bs4lb5aff,1,53.9,14.0,2025-05-24T14:19:23.847Z,2025-05-24T14:19:24Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746366409,212,11.3,5746366405,141,23.9,5746366413,213,0.64,5746366399,56,Center,5746366401,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818220997,124,1,1,18,24,e5txudmuc2qpc460bs4lb5aff,1,62.5,23.9,2025-05-24T14:19:24.790Z,2025-05-24T14:19:27Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5746366583,141,4.6,5746366587,213,4.86,5746366585,212,13.3,5746366579,56,Right,5746366581,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818221047,125,1,1,18,26,e5txudmuc2qpc460bs4lb5aff,1,62.5,6.5,2025-05-24T14:19:27.191Z,2025-05-24T14:19:30Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5746366853,141,27.9,5746366857,213,2.46,5746366855,212,23.0,5746366851,140,45.5,5746366849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818221119,126,1,1,18,29,e5txudmuc2qpc460bs4lb5aff,1,46.7,30.7,2025-05-24T14:19:30.070Z,2025-05-24T14:19:35Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746367221,141,64.5,5746367225,213,1.57,5746367223,212,23.0,5746367217,56,Back,5746367219,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818221177,127,1,1,18,34,e5txudmuc2qpc460bs4lb5aff,1,47.1,65.5,2025-05-24T14:19:35.126Z,2025-05-24T14:19:38Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746367535,212,13.9,5746367521,56,Back,5746367531,141,45.1,5746367539,213,4.70,5746367527,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818221245,128,1,1,18,37,e5txudmuc2qpc460bs4lb5aff,1,47.7,48.8,2025-05-24T14:19:38.039Z,2025-05-24T14:19:41Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746367929,212,15.4,5746367931,213,1.59,5746367925,140,47.4,5746367927,141,71.4,5746367923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818221303,129,1,1,18,41,e5txudmuc2qpc460bs4lb5aff,1,46.8,70.6,2025-05-24T14:19:41.606Z,2025-05-24T14:19:44Z,4s8lwbyh90phbponlzsdlj0iy,B. Skaret,,,5746368201,140,43.7,5746368203,141,54.0,5746368207,213,4.43,5746368205,212,11.7,5746368199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818221365,130,1,1,18,44,e5txudmuc2qpc460bs4lb5aff,1,44.3,57.8,2025-05-24T14:19:44.710Z,2025-05-24T14:19:47Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5746368493,56,Back,5746368501,213,4.84,5746368497,141,31.8,5746368495,140,46.5,5746368499,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
