id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2804614865,425,1,2,45,21,d8w1m5j3jbd1eva8524dv4a20,1,69.2,75.3,2025-04-21T16:04:53.976Z,2025-04-21T16:04:55Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5671115289,141,85.9,5671115285,56,Left,5671115295,213,1.88,5671115287,140,67.0,5671115291,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614873,426,1,2,45,22,d8w1m5j3jbd1eva8524dv4a20,0,67.0,85.9,2025-04-21T16:04:55.025Z,2025-04-21T16:04:55Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671115335,141,75.4,5671115339,213,5.73,5671115329,155,,5671115331,56,Center,5671115333,140,78.0,5671115337,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614889,426,1,2,45,23,eujf9nqky8c5jnahb2f76m86o,0,30.4,16.4,2025-04-21T16:04:56.373Z,2025-04-21T16:04:59Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5671115445,140,38.4,5671115449,212,8.4,5671115441,3,,5671115443,56,Back,5671115447,141,17.1,5671115451,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614895,427,44,2,45,25,d8w1m5j3jbd1eva8524dv4a20,1,60.0,78.7,2025-04-21T16:04:58.264Z,2025-04-21T16:08:35Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5671115481,286,,5671115479,56,Center,5671115601,233,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614899,427,44,2,45,25,eujf9nqky8c5jnahb2f76m86o,0,40.0,21.3,2025-04-21T16:04:58.265Z,2025-04-21T16:09:13Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5671115487,56,Back,5671115635,233,427,5671115489,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614909,428,1,2,45,26,d8w1m5j3jbd1eva8524dv4a20,1,58.4,74.5,2025-04-21T16:04:58.649Z,2025-04-21T16:05:00Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5671115559,140,51.1,5671115563,212,7.8,5671115555,3,,5671115565,213,2.93,5671115561,141,76.9,5671115557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614931,429,1,2,45,26,d8w1m5j3jbd1eva8524dv4a20,0,45.5,75.1,2025-04-21T16:04:58.929Z,2025-04-21T17:41:33Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671115717,56,Back,5671115727,213,4.41,5671115723,212,5.6,5671115719,140,43.9,5671115721,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804618001,455,1,2,45,26,eujf9nqky8c5jnahb2f76m86o,1,51.9,10.0,2025-04-21T16:04:59.171Z,2025-04-21T16:09:06Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5671133017,56,Right,5671133025,213,1.05,5671133023,212,5.3,5671133019,140,54.4,5671133021,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804614963,429,1,2,45,30,eujf9nqky8c5jnahb2f76m86o,0,61.3,40.3,2025-04-21T16:05:02.877Z,2025-04-21T16:05:04Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5671115943,56,Center,5671115947,141,62.9,5671115951,213,0.53,5671115945,140,86.0,5671115949,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615255,431,1,2,45,49,d8w1m5j3jbd1eva8524dv4a20,1,11.8,36.1,2025-04-21T16:05:22.416Z,2025-04-21T16:05:26Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5671117565,199,,5671117597,1,,5671117571,56,Back,5671117577,140,43.3,5671117589,212,35.5,5671117583,141,17.1,5671117593,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615263,432,61,2,45,53,d8w1m5j3jbd1eva8524dv4a20,0,43.4,17.1,2025-04-21T16:05:26.432Z,2025-04-21T16:05:27Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5671117631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615439,430,5,2,45,55,eujf9nqky8c5jnahb2f76m86o,1,55.2,101.3,2025-04-21T16:05:27.657Z,2025-04-21T17:40:16Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5671118653,56,Left,5671118661,233,433,5671118655,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615283,433,5,2,45,55,d8w1m5j3jbd1eva8524dv4a20,0,44.8,-1.3,2025-04-21T16:05:27.657Z,2025-04-21T17:40:17Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5671117715,347,,5671118713,233,430,5671117713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615525,431,1,2,46,12,eujf9nqky8c5jnahb2f76m86o,0,45.3,100.0,2025-04-21T16:05:45.173Z,2025-04-21T16:05:51Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5671119123,141,86.8,5671119131,213,6.00,5671119111,107,,5671119115,56,Left,5671119119,140,79.5,5671119127,212,37.4,5671119135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615607,435,1,2,46,21,d8w1m5j3jbd1eva8524dv4a20,0,21.7,4.9,2025-04-21T16:05:53.521Z,2025-04-21T16:05:55Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671119583,212,39.5,5671119585,213,0.13,5671119577,56,Right,5671119579,140,59.0,5671119587,1,,5671119581,141,12.5,5671119573,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615635,432,1,2,46,24,eujf9nqky8c5jnahb2f76m86o,1,31.5,85.9,2025-04-21T16:05:56.717Z,2025-04-21T16:05:58Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5671119753,3,,5671119759,141,89.3,5671119755,56,Left,5671119763,213,0.11,5671119757,140,50.7,5671119761,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615647,433,1,2,46,25,eujf9nqky8c5jnahb2f76m86o,1,50.9,89.3,2025-04-21T16:05:57.885Z,2025-04-21T16:05:59Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5671119805,212,15.5,5671119821,156,,5671119799,56,Back,5671119803,141,80.8,5671119807,213,3.52,5671119801,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615685,435,1,2,46,27,eujf9nqky8c5jnahb2f76m86o,0,39.6,79.9,2025-04-21T16:05:59.933Z,2025-04-21T16:06:00Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5671119925,140,55.8,5671119929,212,17.6,5671119931,213,0.27,5671119927,141,86.8,5671119923,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615723,437,1,2,46,28,d8w1m5j3jbd1eva8524dv4a20,1,42.8,19.5,2025-04-21T16:06:01.353Z,2025-04-21T16:06:03Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5671120159,56,Back,5671120165,141,28.5,5671120169,212,9.0,5671120173,213,0.75,5671120161,140,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615829,438,1,2,46,30,d8w1m5j3jbd1eva8524dv4a20,1,49.2,28.9,2025-04-21T16:06:03.240Z,2025-04-21T16:06:10Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5671120747,56,Center,5671120751,140,58.7,5671120763,213,0.97,5671120755,141,50.4,5671120759,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615865,439,1,2,46,37,d8w1m5j3jbd1eva8524dv4a20,1,80.0,82.6,2025-04-21T16:06:10.129Z,2025-04-21T16:06:14Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671120965,212,12.3,5671120961,140,91.4,5671120963,141,78.4,5671120967,213,6.05,5671120959,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615881,440,1,2,46,41,d8w1m5j3jbd1eva8524dv4a20,1,92.0,82.4,2025-04-21T16:06:14.257Z,2025-04-21T16:06:15Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5671121047,140,92.0,5671121051,141,92.0,5671121055,212,6.5,5671121059,213,1.57,5671121043,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615905,441,1,2,46,42,d8w1m5j3jbd1eva8524dv4a20,0,92.0,92.0,2025-04-21T16:06:15.033Z,2025-04-21T16:06:17Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671121183,212,31.1,5671121177,56,Center,5671121185,213,4.80,5671121179,140,94.5,5671121175,155,,5671121181,141,46.4,5671121173,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615945,436,12,2,46,46,eujf9nqky8c5jnahb2f76m86o,1,11.1,51.9,2025-04-21T16:06:19.364Z,2025-04-21T16:06:28Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5671121497,15,,5671121445,140,21.4,5671121449,212,14.1,5671121443,56,Back,5671121447,141,65.2,5671121451,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804615989,442,1,2,46,46,d8w1m5j3jbd1eva8524dv4a20,1,81.5,26.2,2025-04-21T16:06:19.457Z,2025-04-21T16:06:22Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5671121685,56,Right,5671121689,141,18.8,5671121687,140,85.1,5671121691,212,6.3,5671121693,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616043,443,1,2,46,49,d8w1m5j3jbd1eva8524dv4a20,1,81.1,11.7,2025-04-21T16:06:22.112Z,2025-04-21T16:06:25Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5671122001,141,11.9,5671121995,56,Right,5671121999,140,86.7,5671122005,213,0.02,5671122003,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616067,444,1,2,46,52,d8w1m5j3jbd1eva8524dv4a20,1,87.0,12.8,2025-04-21T16:06:24.968Z,2025-04-21T16:06:27Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5671122105,56,Right,5671122109,141,9.7,5671122113,213,5.87,5671122111,212,5.3,5671122107,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616083,445,1,2,46,54,d8w1m5j3jbd1eva8524dv4a20,0,91.8,9.7,2025-04-21T16:06:26.801Z,2025-04-21T16:06:29Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5671122221,141,36.1,5671122219,140,96.1,5671122223,212,18.5,5671122225,213,1.32,5671122213,2,,5671122217,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616131,437,12,2,46,55,eujf9nqky8c5jnahb2f76m86o,1,10.5,66.1,2025-04-21T16:06:28.205Z,2025-04-21T16:06:31Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5671122473,212,21.5,5671122479,213,1.09,5671122461,140,20.0,5671122467,141,94.1,5671122455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616149,438,1,2,46,58,eujf9nqky8c5jnahb2f76m86o,0,20.0,94.1,2025-04-21T16:06:31.053Z,2025-04-21T16:06:33Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5671122593,141,90.9,5671122589,56,Back,5671122595,212,15.3,5671122597,213,6.14,5671122591,140,34.4,5671122587,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616187,446,1,2,47,1,d8w1m5j3jbd1eva8524dv4a20,0,64.3,8.5,2025-04-21T16:06:33.801Z,2025-04-21T16:06:36Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5671122835,213,0.09,5671122825,155,,5671122829,140,80.8,5671122827,56,Right,5671122831,141,10.9,5671122833,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616205,439,44,2,47,3,eujf9nqky8c5jnahb2f76m86o,1,21.3,89.1,2025-04-21T16:06:35.672Z,2025-04-21T17:12:50Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5671122923,233,447,5671122899,56,Back,5671122901,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616195,447,44,2,47,3,d8w1m5j3jbd1eva8524dv4a20,0,78.7,10.9,2025-04-21T16:06:35.673Z,2025-04-21T17:12:51Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5671122847,56,Right,5671122949,233,439,5671122849,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616209,440,61,2,47,3,eujf9nqky8c5jnahb2f76m86o,0,24.7,89.1,2025-04-21T16:06:36.285Z,2025-04-21T17:41:15Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5671122921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616233,441,5,2,47,5,eujf9nqky8c5jnahb2f76m86o,0,24.6,101.0,2025-04-21T16:06:38.341Z,2025-04-21T17:40:17Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5671123065,347,,5671123859,233,448,5671123061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616381,448,5,2,47,5,d8w1m5j3jbd1eva8524dv4a20,1,75.4,-1.0,2025-04-21T16:06:38.341Z,2025-04-21T17:40:17Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5671123779,347,,5671123813,233,441,5671123777,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616453,449,1,2,47,14,d8w1m5j3jbd1eva8524dv4a20,1,79.4,0.0,2025-04-21T16:06:46.809Z,2025-04-21T16:06:51Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5671124181,56,Right,5671124179,107,,5671124187,212,7.4,5671124189,213,1.33,5671124185,141,9.4,5671124183,140,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616473,450,1,2,47,18,d8w1m5j3jbd1eva8524dv4a20,0,94.6,4.9,2025-04-21T16:06:51.353Z,2025-04-21T16:08:18Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5671124297,140,94.6,5671124303,213,1.57,5671124289,155,,5671129925,236,,5671124285,2,,5671124293,56,Right,5671129931,286,,5671124301,212,3.1,5671129927,233,5671124299,141,9.4,,,,,,,,444,,,,,,,,,,,,,,,,,,,,
2804616569,444,12,2,47,18,eujf9nqky8c5jnahb2f76m86o,1,7.4,91.8,2025-04-21T16:06:51.453Z,2025-04-21T16:08:18Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5671124807,185,,5671129959,233,450,5671124809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616545,443,1,2,47,23,eujf9nqky8c5jnahb2f76m86o,0,3.2,64.3,2025-04-21T16:06:56.053Z,2025-04-21T16:06:57Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5671124695,1,,5671124685,56,Left,5671124689,141,84.7,5671124683,199,,5671124691,212,60.5,5671124687,140,59.3,5671124693,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616707,452,1,2,47,29,d8w1m5j3jbd1eva8524dv4a20,1,41.5,22.7,2025-04-21T16:07:02.321Z,2025-04-21T16:07:10Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5671125445,141,53.6,5671125449,213,2.01,5671125447,212,23.3,5671125443,140,32.0,5671125441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616747,453,1,2,47,38,d8w1m5j3jbd1eva8524dv4a20,1,41.9,49.9,2025-04-21T16:07:10.522Z,2025-04-21T16:07:16Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671125747,1,,5671125741,141,13.4,5671125737,56,Right,5671125739,140,66.3,5671125745,213,5.51,5671125743,212,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616777,454,1,2,47,43,d8w1m5j3jbd1eva8524dv4a20,1,69.5,17.6,2025-04-21T16:07:16.233Z,2025-04-21T16:07:19Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5671125969,1,,5671125965,212,35.0,5671125959,56,Center,5671125963,141,67.3,5671125961,140,60.8,5671125967,213,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616809,455,1,2,47,46,d8w1m5j3jbd1eva8524dv4a20,1,63.9,70.2,2025-04-21T16:07:19.042Z,2025-04-21T16:07:22Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671126177,140,68.9,5671126183,213,1.18,5671126181,212,13.9,5671126179,141,89.1,5671126175,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616849,456,1,2,47,49,d8w1m5j3jbd1eva8524dv4a20,1,69.9,89.9,2025-04-21T16:07:22.289Z,2025-04-21T16:07:25Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5671126451,140,54.1,5671126453,141,70.6,5671126457,213,3.81,5671126455,212,21.2,5671126449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616883,457,1,2,47,52,d8w1m5j3jbd1eva8524dv4a20,1,54.1,70.6,2025-04-21T16:07:25.449Z,2025-04-21T16:07:28Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671126593,56,Center,5671126601,213,5.14,5671126595,140,67.9,5671126599,212,35.3,5671126597,141,23.3,5671126603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616913,458,1,2,47,56,d8w1m5j3jbd1eva8524dv4a20,1,67.9,23.1,2025-04-21T16:07:28.489Z,2025-04-21T16:07:31Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5671126825,141,13.5,5671126829,212,11.6,5671126819,56,Right,5671126821,140,77.0,5671126833,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616935,459,1,2,47,58,d8w1m5j3jbd1eva8524dv4a20,1,76.4,12.5,2025-04-21T16:07:31.097Z,2025-04-21T16:07:33Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5671126985,213,5.68,5671126977,56,Right,5671126983,212,4.7,5671126981,141,8.6,5671126979,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804616945,460,1,2,48,0,d8w1m5j3jbd1eva8524dv4a20,1,80.1,8.6,2025-04-21T16:07:32.856Z,2025-04-21T16:07:37Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5671127073,212,0.7,5671127069,140,80.7,5671127063,168,,5671127075,213,0.49,5671127071,141,9.1,5671127067,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617025,461,1,2,48,4,d8w1m5j3jbd1eva8524dv4a20,0,93.3,11.1,2025-04-21T16:07:37.081Z,2025-04-21T16:07:37Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5671127417,212,7.1,5671127403,56,Right,5671127413,141,21.0,5671127409,140,91.2,5671127421,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617053,446,1,2,48,6,eujf9nqky8c5jnahb2f76m86o,1,8.2,73.6,2025-04-21T16:07:39.148Z,2025-04-21T17:12:20Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5671127545,213,5.48,5671127539,140,13.1,5671127543,212,7.4,5671127537,56,Back,5671127541,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617101,447,1,2,48,7,eujf9nqky8c5jnahb2f76m86o,1,13.1,65.8,2025-04-21T16:07:40.348Z,2025-04-21T17:12:21Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5671127855,212,25.5,5671127849,56,Back,5671127851,140,28.3,5671127853,141,95.1,5671127857,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617093,462,83,2,48,11,d8w1m5j3jbd1eva8524dv4a20,0,75.8,11.1,2025-04-21T16:07:44.025Z,2025-04-21T16:07:48Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5671128141,399,egd6w206242dh7aowfzmwyane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617135,448,1,2,48,11,eujf9nqky8c5jnahb2f76m86o,1,26.6,93.5,2025-04-21T16:07:44.117Z,2025-04-21T17:12:22Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5671128029,141,92.4,5671128025,56,Back,5671128031,212,11.7,5671128027,140,37.7,5671128033,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617147,449,61,2,48,14,eujf9nqky8c5jnahb2f76m86o,1,38.0,92.9,2025-04-21T16:07:47.133Z,2025-04-21T16:07:47Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5671128119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617183,450,3,2,48,15,eujf9nqky8c5jnahb2f76m86o,1,42.4,90.4,2025-04-21T16:07:48.316Z,2025-04-21T17:08:51Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5671128347,56,Back,5671128349,286,,5671128375,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617165,463,45,2,48,15,d8w1m5j3jbd1eva8524dv4a20,0,57.6,9.6,2025-04-21T16:07:48.316Z,2025-04-21T17:09:18Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5671128393,233,450,5671128221,56,Right,5671128223,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617187,451,61,2,48,19,eujf9nqky8c5jnahb2f76m86o,0,63.2,86.6,2025-04-21T16:07:51.820Z,2025-04-21T16:07:52Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5671128361,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617221,465,1,2,48,22,d8w1m5j3jbd1eva8524dv4a20,1,28.7,15.9,2025-04-21T16:07:55.257Z,2025-04-21T16:07:57Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5671128623,141,11.9,5671128627,213,6.02,5671128619,56,Back,5671128621,140,38.5,5671128625,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617241,466,1,2,48,24,d8w1m5j3jbd1eva8524dv4a20,1,38.5,11.9,2025-04-21T16:07:57.257Z,2025-04-21T16:07:59Z,dp2ce683ahjwgywryjizdbtud,M. Samuelsen,,,5671128731,213,1.69,5671128723,56,Back,5671128727,141,18.2,5671128729,212,4.3,5671128725,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617247,467,1,2,48,26,d8w1m5j3jbd1eva8524dv4a20,0,38.0,19.2,2025-04-21T16:07:59.265Z,2025-04-21T19:23:58Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5671128767,140,35.9,5671128773,213,4.13,5671128769,141,14.3,5671128765,56,Back,5671128771,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617289,452,61,2,48,29,eujf9nqky8c5jnahb2f76m86o,1,61.9,85.7,2025-04-21T16:08:02.077Z,2025-04-21T17:40:04Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5671128943,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617325,453,27,2,48,31,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-21T16:08:04.345Z,2025-04-21T16:08:09Z,,,,,5671129255,233,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617347,468,27,2,48,31,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-04-21T16:08:04.345Z,2025-04-21T16:08:09Z,,,,,5671129231,53,6qa22t9j7co6lpatbd00zppwq,5671129281,233,453,5671129229,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617443,454,28,2,48,36,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-21T16:08:09.246Z,2025-04-21T17:39:55Z,,,,,5671406893,233,469,5671129765,55,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804617353,469,28,2,48,36,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-04-21T16:08:09.246Z,2025-04-21T19:23:57Z,,,,,5671406913,233,454,5671129275,55,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804618347,456,43,2,49,53,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-21T16:09:25.763Z,2025-04-21T16:10:59Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5671134859,347,0,5671134857,56,Back,5671141031,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
