id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2807236145,81,1,1,11,47,d8w1m5j3jbd1eva8524dv4a20,1,7.3,7.9,2025-04-27T15:13:07.968Z,2025-04-27T15:13:10Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,5685557251,212,7.5,5685557245,56,Back,5685557247,140,6.2,5685557249,141,18.8,5685557253,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236207,82,1,1,11,49,d8w1m5j3jbd1eva8524dv4a20,0,6.2,18.8,2025-04-27T15:13:10.431Z,2025-04-27T15:13:14Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5685557639,157,,5685557649,212,50.7,5685557643,140,53.5,5685557653,213,6.08,5685557657,1,,5685557641,56,Right,5685557647,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236237,125,12,1,11,54,e5txudmuc2qpc460bs4lb5aff,1,45.5,91.8,2025-04-27T15:13:14.889Z,2025-04-27T17:09:49Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,5685557791,213,0.65,5685557789,212,10.4,5685557783,56,Left,5685557873,167,,5685557785,140,53.4,5685557787,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236571,83,5,1,11,54,d8w1m5j3jbd1eva8524dv4a20,1,39.8,-1.5,2025-04-27T15:13:15.634Z,2025-04-27T16:03:23Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5685559601,347,,5685559633,233,126,5685559599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236251,126,5,1,11,54,e5txudmuc2qpc460bs4lb5aff,0,60.2,101.5,2025-04-27T15:13:15.634Z,2025-04-27T16:03:24Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,5685557835,56,Left,5685559667,233,83,5685557839,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236597,84,1,1,12,17,d8w1m5j3jbd1eva8524dv4a20,1,26.7,0.0,2025-04-27T15:13:38.647Z,2025-04-27T15:13:40Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5685559749,141,12.0,5685559743,107,,5685559753,213,1.58,5685559751,212,9.3,5685559745,56,Back,5685559747,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236621,85,1,1,12,19,d8w1m5j3jbd1eva8524dv4a20,0,26.6,12.0,2025-04-27T15:13:40.400Z,2025-04-27T15:13:41Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685559877,1,,5685559869,212,43.8,5685559865,141,9.2,5685559857,56,Right,5685559861,140,68.3,5685559855,157,,5685559873,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236645,127,1,1,12,21,e5txudmuc2qpc460bs4lb5aff,1,29.8,78.2,2025-04-27T15:13:42.008Z,2025-04-27T15:13:44Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,5685560003,212,24.4,5685559995,3,,5685559997,56,Center,5685560005,213,6.21,5685559999,140,53.0,5685560001,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236683,128,1,1,12,23,e5txudmuc2qpc460bs4lb5aff,0,53.0,75.6,2025-04-27T15:13:43.953Z,2025-04-27T15:13:46Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685560207,213,5.38,5685560205,212,25.6,5685560199,56,Center,5685560203,141,46.0,5685560201,140,68.1,5685560197,157,,5685560209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236739,86,1,1,12,27,d8w1m5j3jbd1eva8524dv4a20,0,24.8,40.4,2025-04-27T15:13:48.399Z,2025-04-27T15:13:49Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5685560501,212,18.3,5685560495,56,Back,5685560497,140,33.0,5685560499,141,64.2,5685560493,155,,5685560503,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236779,130,1,1,12,29,e5txudmuc2qpc460bs4lb5aff,1,60.7,28.5,2025-04-27T15:13:50.489Z,2025-04-27T15:13:53Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685560723,213,6.16,5685560717,140,82.6,5685560715,56,Center,5685560719,141,24.4,5685560721,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236829,131,1,1,12,32,e5txudmuc2qpc460bs4lb5aff,1,81.0,25.2,2025-04-27T15:13:53.065Z,2025-04-27T15:13:57Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,5685561011,56,Right,5685561019,213,3.52,5685561017,212,19.1,5685561015,141,14.9,5685561013,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236843,132,1,1,12,36,e5txudmuc2qpc460bs4lb5aff,0,66.4,14.3,2025-04-27T15:13:57.033Z,2025-04-27T15:13:57Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685561071,155,,5685561075,140,82.7,5685561077,141,44.9,5685561069,2,,5685561081,213,0.88,5685561079,212,26.9,5685561073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236861,87,12,1,12,37,d8w1m5j3jbd1eva8524dv4a20,1,19.5,49.4,2025-04-27T15:13:58.471Z,2025-04-27T15:14:01Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5685561189,212,18.0,5685561193,213,0.53,5685561183,140,34.3,5685561213,15,,5685561179,56,Back,5685561185,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236897,88,50,1,12,40,d8w1m5j3jbd1eva8524dv4a20,1,34.7,66.8,2025-04-27T15:14:00.999Z,2025-04-27T16:02:51Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,5685561573,233,133,5685561391,56,Back,5685561393,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236907,133,7,1,12,40,e5txudmuc2qpc460bs4lb5aff,1,65.3,33.2,2025-04-27T15:14:01Z,2025-04-27T16:02:51Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685561435,285,,5685561433,56,Center,5685561503,233,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236911,134,61,1,12,42,e5txudmuc2qpc460bs4lb5aff,0,66.6,19.1,2025-04-27T15:14:02.992Z,2025-04-27T15:14:03Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685561453,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236937,89,61,1,12,42,d8w1m5j3jbd1eva8524dv4a20,0,29.9,70.0,2025-04-27T15:14:03.760Z,2025-04-27T15:30:17Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685561611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807250405,199,45,1,12,43,d8w1m5j3jbd1eva8524dv4a20,0,34.3,54.8,2025-04-27T15:14:03.979Z,2025-04-27T16:02:59Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685654379,233,255,5685634953,56,Back,5685634955,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807252155,255,3,1,12,43,e5txudmuc2qpc460bs4lb5aff,1,65.7,45.2,2025-04-27T15:14:03.979Z,2025-04-27T16:02:59Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685654253,56,Center,5685654325,233,199,5685654255,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807250577,200,50,1,12,47,d8w1m5j3jbd1eva8524dv4a20,1,35.4,54.4,2025-04-27T15:14:08.376Z,2025-04-27T16:02:52Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5685635755,56,Back,5685635757,286,,5685658311,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807236941,135,7,1,12,47,e5txudmuc2qpc460bs4lb5aff,0,64.6,45.6,2025-04-27T15:14:08.377Z,2025-04-27T17:09:48Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685658273,233,200,5685561641,56,Center,5685658145,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237053,136,1,1,12,48,e5txudmuc2qpc460bs4lb5aff,1,60.6,41.8,2025-04-27T15:14:09.120Z,2025-04-27T15:14:11Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,5685562293,213,3.89,5685562285,56,Center,5685562287,140,55.7,5685562291,212,7.0,5685562289,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237089,137,1,1,12,50,e5txudmuc2qpc460bs4lb5aff,1,55.7,34.8,2025-04-27T15:14:11.472Z,2025-04-27T15:14:13Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,5685562489,56,Back,5685562495,140,49.9,5685562497,141,61.1,5685562499,212,18.9,5685562503,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237111,138,1,1,12,52,e5txudmuc2qpc460bs4lb5aff,1,49.9,61.1,2025-04-27T15:14:13.033Z,2025-04-27T15:14:14Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,5685562569,56,Center,5685562577,213,0.15,5685562575,212,17.7,5685562571,140,66.6,5685562573,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237149,139,1,1,12,53,e5txudmuc2qpc460bs4lb5aff,1,66.6,64.9,2025-04-27T15:14:13.945Z,2025-04-27T15:14:16Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,5685562769,56,Left,5685562777,213,1.94,5685562775,212,15.2,5685562771,140,61.4,5685562773,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237197,140,1,1,12,55,e5txudmuc2qpc460bs4lb5aff,0,63.1,85.9,2025-04-27T15:14:16.505Z,2025-04-27T15:14:18Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685563035,141,51.6,5685563037,212,33.3,5685563041,1,,5685563029,155,,5685563033,140,85.7,5685563031,56,Center,5685563027,2,,5685563039,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237215,90,61,1,12,58,d8w1m5j3jbd1eva8524dv4a20,1,15.4,46.9,2025-04-27T15:14:19.438Z,2025-04-27T15:31:15Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685563123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807251957,213,83,1,12,58,d8w1m5j3jbd1eva8524dv4a20,0,13.9,50.7,2025-04-27T15:14:19.525Z,2025-04-27T15:33:00Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685643773,399,7j35sfip0xb51mpa91wzikrh0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237233,141,61,1,12,59,e5txudmuc2qpc460bs4lb5aff,0,85.8,51.5,2025-04-27T15:14:20.369Z,2025-04-27T15:33:07Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685563229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253135,224,12,1,13,1,d8w1m5j3jbd1eva8524dv4a20,1,8.7,47.9,2025-04-27T15:14:22.716Z,2025-04-27T15:34:32Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5685649673,213,5.52,5685649667,140,14.7,5685649665,56,Back,5685649669,141,39.1,5685649671,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237275,142,15,1,13,2,e5txudmuc2qpc460bs4lb5aff,1,86.4,63.6,2025-04-27T15:14:22.827Z,2025-04-27T17:56:59Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,5685565949,103,19,5685563451,56,Center,5685565955,458,,5685565495,20,,5685565943,102,51.0,5685565953,328,,5686481441,78,,5685565499,82,,5685565957,146,5685565961,230,99.1,5685563447,22,,91.7,5685565963,231,5685565959,147,5685563449,64,,5685650835,233,225,53.1,58.7,,,,,,,,
2807253287,225,10,1,13,2,d8w1m5j3jbd1eva8524dv4a20,1,7.5,43.1,2025-04-27T15:14:22.927Z,2025-04-27T16:02:50Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5685650847,233,142,5685650509,56,Back,5685650507,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237319,143,13,1,13,4,e5txudmuc2qpc460bs4lb5aff,1,87.7,34.8,2025-04-27T15:14:25.320Z,2025-04-27T17:57:45Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685563699,22,,5685566851,231,48.0,5685566845,328,,5685566533,20,,5685566843,103,54.2,5685566839,85,,5685563703,56,Center,5685566847,458,,5686484625,108,5685566849,230,99.0,5685563701,63,,,5685566841,102,,,,,,,,,48.2,,,,,,,,,
2807237337,91,5,1,13,6,d8w1m5j3jbd1eva8524dv4a20,1,-1.1,58.1,2025-04-27T15:14:26.969Z,2025-04-27T16:03:24Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685563857,233,144,5685563771,346,,5685563767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237347,144,5,1,13,6,e5txudmuc2qpc460bs4lb5aff,0,101.1,41.9,2025-04-27T15:14:26.969Z,2025-04-27T15:26:56Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,5685563875,233,91,5685563795,56,Center,5685563797,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237981,92,1,1,13,41,d8w1m5j3jbd1eva8524dv4a20,1,4.6,54.8,2025-04-27T15:15:02.750Z,2025-04-27T15:15:04Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,5685567279,141,75.6,5685567301,74,,5685567285,212,64.8,5685567273,140,64.8,5685567289,213,0.22,5685567267,56,Center,5685567263,124,,5685567293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237993,93,44,1,13,43,d8w1m5j3jbd1eva8524dv4a20,1,65.8,76.4,2025-04-27T15:15:04.055Z,2025-04-27T16:03:03Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685567333,56,Center,5685567343,233,145,5685567335,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807237975,145,44,1,13,43,e5txudmuc2qpc460bs4lb5aff,0,34.2,23.6,2025-04-27T15:15:04.056Z,2025-04-27T17:09:49Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685567381,233,93,5685567237,285,,5685567235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238025,94,1,1,13,44,d8w1m5j3jbd1eva8524dv4a20,1,64.8,75.6,2025-04-27T15:15:04.839Z,2025-04-27T15:59:59Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685567491,3,,5685567497,140,75.4,5685567495,56,Center,5685567501,212,15.0,5685567503,213,5.55,5685567499,141,60.8,5685567493,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238039,95,1,1,13,45,d8w1m5j3jbd1eva8524dv4a20,0,75.4,60.8,2025-04-27T15:15:06.750Z,2025-04-27T15:15:07Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,5685567581,3,,5685567589,212,7.5,5685567585,140,70.7,5685567587,141,52.4,5685567583,56,Center,5685567591,213,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238069,146,1,1,13,47,e5txudmuc2qpc460bs4lb5aff,0,37.3,38.8,2025-04-27T15:15:08.352Z,2025-04-27T15:15:09Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,5685567701,140,36.7,5685567697,3,,5685567707,213,4.63,5685567705,212,7.4,5685567699,56,Back,5685567703,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238129,96,50,1,13,50,d8w1m5j3jbd1eva8524dv4a20,1,69.4,66.6,2025-04-27T15:15:11.200Z,2025-04-27T16:02:53Z,8mkjfugmfdj5qb0on4u6kixhw,L. Séoné,,5685568015,286,,5685568013,56,Center,5685568181,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238143,147,7,1,13,50,e5txudmuc2qpc460bs4lb5aff,1,30.6,33.4,2025-04-27T15:15:11.201Z,2025-04-27T16:02:52Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685568117,56,Back,5685568127,233,96,5685568119,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238195,148,1,1,13,51,e5txudmuc2qpc460bs4lb5aff,1,32.0,36.6,2025-04-27T15:15:12.776Z,2025-04-27T15:15:16Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,5685568391,140,36.5,5685568387,157,,5685568399,1,,5685568397,213,4.99,5685568395,212,17.3,5685568389,56,Back,5685568393,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238207,149,61,1,13,55,e5txudmuc2qpc460bs4lb5aff,1,36.5,12.2,2025-04-27T15:15:15.944Z,2025-04-27T15:15:16Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,5685568441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238251,150,1,1,13,56,e5txudmuc2qpc460bs4lb5aff,0,36.5,13.2,2025-04-27T15:15:17.353Z,2025-04-27T17:09:49Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5685568611,140,49.7,5685568609,56,Back,5685568619,1,,5685568617,213,0.50,5685568615,212,15.8,5685568613,141,24.3,5685568607,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238313,97,1,1,13,57,d8w1m5j3jbd1eva8524dv4a20,0,53.6,73.6,2025-04-27T15:15:18.630Z,2025-04-27T15:15:22Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685568951,56,Center,5685568955,141,61.1,5685568957,212,20.8,5685568959,213,5.86,5685568953,140,71.7,5685568949,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238343,151,1,1,14,0,e5txudmuc2qpc460bs4lb5aff,1,29.9,38.2,2025-04-27T15:15:21.584Z,2025-04-27T15:15:23Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,5685569111,213,0.92,5685569109,212,12.0,5685569101,3,,5685569103,56,Back,5685569107,141,52.2,5685569105,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238369,152,1,1,14,2,e5txudmuc2qpc460bs4lb5aff,0,36.8,52.2,2025-04-27T15:15:22.952Z,2025-04-27T17:10:00Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685569241,141,37.7,5685569245,213,4.97,5685569239,140,39.3,5685569229,3,,5685569243,212,10.2,5685569233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238405,98,61,1,14,4,d8w1m5j3jbd1eva8524dv4a20,1,64.8,54.6,2025-04-27T15:15:25.573Z,2025-04-27T15:15:25Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5685569421,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238517,99,1,1,14,8,d8w1m5j3jbd1eva8524dv4a20,1,46.7,56.9,2025-04-27T15:15:29.318Z,2025-04-27T15:15:30Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685570059,212,14.1,5685570047,56,Back,5685570055,141,73.3,5685570051,140,38.5,5685570065,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238543,100,1,1,14,9,d8w1m5j3jbd1eva8524dv4a20,1,38.5,73.3,2025-04-27T15:15:30.502Z,2025-04-27T15:15:31Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685570179,213,0.55,5685570173,140,50.2,5685570171,56,Left,5685570177,212,14.5,5685570175,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238611,101,1,1,14,10,d8w1m5j3jbd1eva8524dv4a20,1,50.2,84.5,2025-04-27T15:15:31.669Z,2025-04-27T15:15:35Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685570483,140,45.8,5685570487,212,11.8,5685570485,141,68.5,5685570489,213,4.31,5685570481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238631,102,1,1,14,14,d8w1m5j3jbd1eva8524dv4a20,0,45.8,68.5,2025-04-27T15:15:34.950Z,2025-04-27T15:15:36Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685570617,155,,5685570625,212,39.9,5685570623,141,28.3,5685570621,140,73.5,5685570629,213,5.53,5685570633,1,,5685570619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238657,153,12,1,14,16,e5txudmuc2qpc460bs4lb5aff,1,21.2,75.3,2025-04-27T15:15:37.687Z,2025-04-27T15:15:39Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685570745,56,Back,5685570819,15,,5685570751,140,33.5,5685570929,167,,5685570757,213,0.94,5685570755,212,21.9,5685570753,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238735,103,5,1,14,17,d8w1m5j3jbd1eva8524dv4a20,1,67.0,-1.6,2025-04-27T15:15:38.550Z,2025-04-27T16:03:24Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685571169,56,Right,5685571255,233,154,5685571171,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238683,154,5,1,14,17,e5txudmuc2qpc460bs4lb5aff,0,33.0,101.6,2025-04-27T15:15:38.550Z,2025-04-27T16:03:25Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685570915,347,,5685571289,233,103,5685570913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238899,104,1,1,14,26,d8w1m5j3jbd1eva8524dv4a20,1,68.8,0.0,2025-04-27T15:15:47.469Z,2025-04-27T16:00:29Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5685572101,56,Back,5685572109,213,2.87,5685572111,1,,5685572107,212,24.5,5685572105,141,7.6,5685572099,107,,5685572103,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238941,105,1,1,14,28,d8w1m5j3jbd1eva8524dv4a20,1,46.3,7.6,2025-04-27T15:15:49.701Z,2025-04-27T15:15:52Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5685572365,212,18.7,5685572367,213,1.51,5685572361,140,47.3,5685572359,56,Back,5685572363,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807238967,106,1,1,14,31,d8w1m5j3jbd1eva8524dv4a20,1,47.3,35.1,2025-04-27T15:15:52.061Z,2025-04-27T15:15:53Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5685572479,140,44.5,5685572483,212,21.7,5685572485,213,1.71,5685572481,141,66.7,5685572477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239025,107,1,1,14,32,d8w1m5j3jbd1eva8524dv4a20,1,44.5,66.7,2025-04-27T15:15:53.725Z,2025-04-27T15:15:56Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,5685572791,212,22.0,5685572789,141,88.7,5685572785,56,Left,5685572793,213,0.75,5685572787,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239109,108,1,1,14,37,d8w1m5j3jbd1eva8524dv4a20,0,59.5,88.6,2025-04-27T15:15:58.318Z,2025-04-27T15:16:01Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685573261,155,,5685573271,56,Right,5685573299,1,,5685573267,196,,5685573273,140,100.0,5685573275,141,18.0,5685573293,213,5.45,5685573281,212,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239739,109,5,1,14,40,d8w1m5j3jbd1eva8524dv4a20,0,101.2,22.6,2025-04-27T15:16:00.968Z,2025-04-27T16:03:26Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5685576687,346,,5685576685,56,Center,5685576705,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239635,155,5,1,14,40,e5txudmuc2qpc460bs4lb5aff,1,-1.2,77.4,2025-04-27T15:16:00.968Z,2025-04-27T16:03:25Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,5685576091,56,Back,5685576697,233,109,5685576093,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239705,156,1,1,15,10,e5txudmuc2qpc460bs4lb5aff,0,4.5,61.4,2025-04-27T15:16:31.152Z,2025-04-27T15:16:36Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,5685576547,1,,5685576539,141,75.9,5685576543,213,0.21,5685576555,74,,5685576541,212,47.7,5685576537,140,48.9,5685576535,56,Back,5685576533,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239745,110,44,1,15,14,d8w1m5j3jbd1eva8524dv4a20,1,51.8,20.7,2025-04-27T15:16:35.255Z,2025-04-27T16:03:04Z,8mkjfugmfdj5qb0on4u6kixhw,L. Séoné,,5685576703,286,,5685576717,233,157,5685576701,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807239719,157,44,1,15,14,e5txudmuc2qpc460bs4lb5aff,0,48.2,79.3,2025-04-27T15:16:35.256Z,2025-04-27T16:03:04Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,5685576629,285,,5685576763,233,110,5685576625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
