id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/14/value,qualifier/15/value
2820332665,104,1,1,16,5,crlocdyqyb1fdhck54qxs65rl,1,87.4,34.3,2025-05-31T14:17:12.435Z,2025-05-31T14:17:14Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5758148405,140,76.5,5758148403,56,Center,5758148411,213,3.20,5758148407,141,33.4,5758148409,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332687,105,1,1,16,6,crlocdyqyb1fdhck54qxs65rl,1,75.9,31.8,2025-05-31T14:17:13.723Z,2025-05-31T14:17:17Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5758148523,56,Right,5758148521,3,,5758148525,140,79.2,5758148531,213,4.92,5758148527,141,7.3,5758148529,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332697,106,1,1,16,9,crlocdyqyb1fdhck54qxs65rl,0,77.5,9.7,2025-05-31T14:17:16.865Z,2025-05-31T14:17:21Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5758148771,236,,5758148589,140,79.5,5758148585,155,,5758148593,212,3.1,5758148773,233,164,5758148587,56,Right,5758148777,286,,5758148591,141,13.1,5758148595,213,5758148583,2,0.83,,,,,,,,,,,,,,,,,,,,,,,,,
2820332727,164,12,1,16,10,ew0hpuiweoltpsg5f51r2w64t,1,25.1,82.3,2025-05-31T14:17:16.965Z,2025-05-31T16:07:51Z,5tnye4i4soi822vm0nncgoa,S. Westerlund,,,5758148753,56,Back,5758148751,185,,5758148783,233,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332831,107,5,1,16,13,crlocdyqyb1fdhck54qxs65rl,1,59.9,-1.6,2025-05-31T14:17:20.066Z,2025-05-31T16:04:25Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5758149263,347,,5758149287,233,165,5758149261,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332751,165,5,1,16,13,ew0hpuiweoltpsg5f51r2w64t,0,40.1,101.6,2025-05-31T14:17:20.066Z,2025-05-31T16:04:26Z,5tnye4i4soi822vm0nncgoa,S. Westerlund,,,5758148815,347,,5758149307,233,107,5758148813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332851,108,1,1,16,30,crlocdyqyb1fdhck54qxs65rl,1,62.2,0.0,2025-05-31T14:17:37.369Z,2025-05-31T14:17:40Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5758149389,107,,5758149395,141,10.4,5758149399,213,0.42,5758149391,56,Right,5758149397,212,20.5,5758149393,140,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332867,109,1,1,16,33,crlocdyqyb1fdhck54qxs65rl,1,80.1,10.6,2025-05-31T14:17:40.617Z,2025-05-31T14:17:43Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5758149485,56,Right,5758149493,213,4.64,5758149491,212,4.2,5758149489,141,4.4,5758149487,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332875,110,1,1,16,36,crlocdyqyb1fdhck54qxs65rl,1,74.3,4.9,2025-05-31T14:17:43.186Z,2025-05-31T14:17:45Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5758149545,56,Right,5758149551,212,14.6,5758149553,213,3.04,5758149547,140,60.5,5758149549,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332889,111,1,1,16,38,crlocdyqyb1fdhck54qxs65rl,1,65.3,7.4,2025-05-31T14:17:45.561Z,2025-05-31T14:17:47Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5758149617,141,11.7,5758149619,212,10.1,5758149621,213,2.85,5758149615,140,56.1,5758149613,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332903,112,1,1,16,40,crlocdyqyb1fdhck54qxs65rl,1,55.5,11.7,2025-05-31T14:17:47.465Z,2025-05-31T14:17:50Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5758149729,213,2.31,5758149721,56,Back,5758149727,212,19.0,5758149723,140,43.3,5758149725,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332907,113,1,1,16,43,crlocdyqyb1fdhck54qxs65rl,1,44.8,45.8,2025-05-31T14:17:50.306Z,2025-05-31T14:17:51Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5758149749,140,56.7,5758149747,56,Center,5758149753,212,12.7,5758149751,141,48.8,5758149755,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332911,114,1,1,16,44,crlocdyqyb1fdhck54qxs65rl,1,55.1,45.8,2025-05-31T14:17:51.513Z,2025-05-31T14:17:53Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5758149775,141,28.8,5758149779,213,4.37,5758149771,56,Center,5758149777,212,12.3,5758149773,140,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332925,115,1,1,16,45,crlocdyqyb1fdhck54qxs65rl,1,51.2,28.8,2025-05-31T14:17:52.833Z,2025-05-31T14:17:55Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5758149863,141,44.0,5758149867,213,2.33,5758149861,140,41.9,5758149865,212,14.2,5758149859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332937,116,1,1,16,48,crlocdyqyb1fdhck54qxs65rl,1,44.4,47.3,2025-05-31T14:17:55.017Z,2025-05-31T14:17:58Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5758149919,212,14.6,5758149917,141,68.4,5758149913,56,Back,5758149915,140,46.8,5758149921,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332965,117,1,1,16,51,crlocdyqyb1fdhck54qxs65rl,1,55.3,70.0,2025-05-31T14:17:58.562Z,2025-05-31T14:18:04Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5758150085,141,72.7,5758150089,213,0.07,5758150087,212,26.4,5758150081,56,Center,5758150083,140,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332977,118,1,1,16,57,crlocdyqyb1fdhck54qxs65rl,1,77.8,83.5,2025-05-31T14:18:04.177Z,2025-05-31T14:18:06Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5758150153,140,83.8,5758150157,212,13.3,5758150151,56,Center,5758150159,213,5.21,5758150155,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333001,119,1,1,16,58,crlocdyqyb1fdhck54qxs65rl,0,81.1,65.8,2025-05-31T14:18:05.809Z,2025-05-31T14:26:12Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5758150253,155,,5758150257,140,90.6,5758150259,141,68.5,5758150263,213,0.18,5758150255,56,Center,5758150261,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332995,169,61,1,17,2,ew0hpuiweoltpsg5f51r2w64t,1,7.4,29.7,2025-05-31T14:18:09.127Z,2025-05-31T14:18:09Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5758150229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333125,170,12,1,17,3,ew0hpuiweoltpsg5f51r2w64t,1,11.9,30.9,2025-05-31T14:18:10.178Z,2025-05-31T14:18:33Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5758150985,212,0.6,5758150983,141,30.0,5758150979,56,Back,5758150987,213,5.04,5758150981,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333023,120,1,1,17,4,crlocdyqyb1fdhck54qxs65rl,1,93.1,84.4,2025-05-31T14:18:11.441Z,2025-05-31T14:18:37Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,1.0,,5758150403,2,,5758150405,155,,5758150407,56,Center,5758150413,212,31.4,5758150409,140,89.8,5758150411,141,38.5,5758151141,210,13,5758150415,213,4.60,5758151143,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333027,121,13,1,17,6,crlocdyqyb1fdhck54qxs65rl,1,89.8,38.5,2025-05-31T14:18:13.177Z,2025-05-31T14:26:30Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5758150975,20,,5758151153,74,,5758150433,22,,5758151169,328,,5758168715,391,,5758151157,154,,5758151165,103,72.2,5758151173,231,48.7,5758150437,56,5758150435,17,Center,5758151167,108,5758151155,29,,5758151159,55,5758151171,230,98.8,5758151163,102,,120,,,,,,,,,,47.4,
2820333039,122,5,1,17,7,crlocdyqyb1fdhck54qxs65rl,0,101.8,45.2,2025-05-31T14:18:14.673Z,2025-05-31T16:04:27Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5758150497,346,,5758150495,56,Center,5758151149,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333137,171,5,1,17,7,ew0hpuiweoltpsg5f51r2w64t,1,-1.8,54.8,2025-05-31T14:18:14.673Z,2025-05-31T16:04:26Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5758151049,346,,5758151133,233,122,5758151047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333183,172,1,1,17,31,ew0hpuiweoltpsg5f51r2w64t,1,2.9,46.1,2025-05-31T14:18:38.394Z,2025-05-31T14:18:41Z,cr3712pf5aekd2bmmucpfcqvo,S. Lampinen-Skaug,,,5758151361,213,5.02,5758151349,124,,5758151359,212,22.9,5758151351,56,Back,5758151357,141,14.0,5758151365,237,,5758151353,140,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333187,173,1,1,17,34,ew0hpuiweoltpsg5f51r2w64t,1,11.9,10.4,2025-05-31T14:18:41.722Z,2025-05-31T14:18:43Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5758151383,140,58.1,5758151379,155,,5758151389,213,0.38,5758151381,56,Center,5758151387,212,52.2,5758151385,141,38.9,5758151391,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333193,174,61,1,17,36,ew0hpuiweoltpsg5f51r2w64t,1,58.1,38.9,2025-05-31T14:18:43.378Z,2025-05-31T14:18:44Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5758151415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333231,124,1,1,17,37,crlocdyqyb1fdhck54qxs65rl,1,46.2,63.1,2025-05-31T14:18:44.632Z,2025-05-31T14:18:48Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5758151597,56,Center,5758151603,212,27.6,5758151599,140,72.5,5758151601,141,61.4,5758151605,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333239,125,61,1,17,41,crlocdyqyb1fdhck54qxs65rl,0,72.8,64.2,2025-05-31T14:18:48.229Z,2025-05-31T14:18:48Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5758151617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333267,176,1,1,17,43,ew0hpuiweoltpsg5f51r2w64t,1,27.8,24.4,2025-05-31T14:18:50.786Z,2025-05-31T14:18:52Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5758151763,212,9.9,5758151761,141,31.0,5758151765,213,0.47,5758151759,140,36.2,5758151757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333319,178,1,1,17,47,ew0hpuiweoltpsg5f51r2w64t,1,31.1,33.7,2025-05-31T14:18:54.826Z,2025-05-31T14:18:58Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5758151995,212,5.2,5758151989,56,Back,5758151993,141,27.4,5758151997,213,4.11,5758151991,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333333,179,1,1,17,51,ew0hpuiweoltpsg5f51r2w64t,1,28.1,27.0,2025-05-31T14:18:57.978Z,2025-05-31T14:19:00Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5758152091,212,12.0,5758152085,140,31.2,5758152093,213,1.30,5758152087,141,44.0,5758152083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333343,180,1,1,17,53,ew0hpuiweoltpsg5f51r2w64t,1,36.9,40.9,2025-05-31T14:18:59.985Z,2025-05-31T14:19:00Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5758152129,141,51.2,5758152127,140,32.4,5758152125,56,Back,5758152133,213,2.16,5758152131,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333363,181,1,1,17,53,ew0hpuiweoltpsg5f51r2w64t,1,31.8,53.0,2025-05-31T14:19:00.730Z,2025-05-31T14:19:03Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5758152217,56,Left,5758152227,212,33.2,5758152231,213,0.87,5758152221,140,52.2,5758152223,141,90.3,5758152235,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333401,182,1,1,17,56,ew0hpuiweoltpsg5f51r2w64t,1,60.8,90.3,2025-05-31T14:19:03.282Z,2025-05-31T14:19:09Z,5tnye4i4soi822vm0nncgoa,S. Westerlund,,,5758152401,213,0.39,5758152395,140,70.1,5758152393,56,Left,5758152397,141,96.2,5758152399,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333411,183,1,1,18,2,ew0hpuiweoltpsg5f51r2w64t,0,71.9,92.7,2025-05-31T14:19:08.939Z,2025-05-31T14:19:10Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5758152449,213,5.36,5758152447,212,28.1,5758152439,155,,5758152437,2,,5758152443,140,88.1,5758152441,56,Center,5758152445,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333417,126,12,1,18,3,crlocdyqyb1fdhck54qxs65rl,1,16.5,46.4,2025-05-31T14:19:10.584Z,2025-05-31T14:19:11Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5758152475,212,15.1,5758152473,141,52.4,5758152469,56,Back,5758152477,213,0.27,5758152471,140,30.3,5758152501,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333461,184,1,1,18,7,ew0hpuiweoltpsg5f51r2w64t,1,74.3,47.0,2025-05-31T14:19:14.314Z,2025-05-31T14:19:16Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5758152719,140,90.2,5758152717,56,Center,5758152725,213,5.53,5758152723,212,22.8,5758152721,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333469,185,1,1,18,9,ew0hpuiweoltpsg5f51r2w64t,0,93.7,21.9,2025-05-31T14:19:16.385Z,2025-05-31T14:19:17Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5758152771,213,1.56,5758152761,155,,5758152763,56,Center,5758152759,2,,5758152765,140,94.1,5758152769,212,26.9,5758152767,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333507,127,1,1,18,12,crlocdyqyb1fdhck54qxs65rl,1,8.5,32.5,2025-05-31T14:19:19.704Z,2025-05-31T14:19:21Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5758152949,3,,5758152959,213,2.19,5758152957,212,8.9,5758152955,141,43.1,5758152953,140,3.6,5758152951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333665,130,1,1,18,31,crlocdyqyb1fdhck54qxs65rl,0,25.1,25.5,2025-05-31T14:19:38.056Z,2025-05-31T14:19:43Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5758153741,1,,5758153737,213,0.01,5758153727,198,,5758153729,56,Center,5758153725,157,,5758153733,141,26.5,5758153731,140,70.4,5758153735,212,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333669,186,44,1,18,36,ew0hpuiweoltpsg5f51r2w64t,1,28.3,70.8,2025-05-31T14:19:43.209Z,2025-05-31T14:19:46Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5758153759,56,Back,5758153763,285,,5758153825,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333685,131,44,1,18,36,crlocdyqyb1fdhck54qxs65rl,0,73.0,31.8,2025-05-31T14:19:43.210Z,2025-05-31T14:29:02Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5758153821,56,Center,5758153823,286,,5758153833,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333681,187,12,1,18,36,ew0hpuiweoltpsg5f51r2w64t,1,24.3,62.9,2025-05-31T14:19:43.680Z,2025-05-31T14:19:46Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5758153793,140,31.8,5758153791,56,Back,5758153819,15,,5758153795,141,63.4,5758153799,213,0.04,5758153797,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333703,188,44,1,18,38,ew0hpuiweoltpsg5f51r2w64t,1,31.2,70.3,2025-05-31T14:19:45.465Z,2025-05-31T15:05:14Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5758153905,285,,5758170091,233,132,5758153903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333699,132,44,1,18,38,crlocdyqyb1fdhck54qxs65rl,0,68.8,32.0,2025-05-31T14:19:45.466Z,2025-05-31T14:27:21Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5758153881,56,Center,5758153883,286,,5758170101,233,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820336615,240,1,1,18,38,ew0hpuiweoltpsg5f51r2w64t,0,31.8,69.7,2025-05-31T14:19:45.572Z,2025-05-31T14:43:21Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5758169955,3,,5758169967,213,0.00,5758169965,212,2.0,5758169957,168,,5758169959,56,Back,5758169963,141,69.7,5758169961,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820336597,209,61,1,18,40,crlocdyqyb1fdhck54qxs65rl,1,66.2,34.2,2025-05-31T14:19:47.281Z,2025-05-31T14:27:19Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5758170207,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333719,189,61,1,18,40,ew0hpuiweoltpsg5f51r2w64t,0,31.1,70.0,2025-05-31T14:19:47.787Z,2025-05-31T15:05:13Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5758153979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333739,133,1,1,18,40,crlocdyqyb1fdhck54qxs65rl,1,72.7,23.6,2025-05-31T14:19:47.912Z,2025-05-31T14:30:02Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5758154129,212,8.5,5758154127,141,11.6,5758154123,56,Right,5758154131,213,4.45,5758154125,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333757,134,1,1,18,44,crlocdyqyb1fdhck54qxs65rl,0,70.6,11.6,2025-05-31T14:19:51.183Z,2025-05-31T14:45:42Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5758154195,212,6.4,5758154189,56,Right,5758154193,141,13.7,5758154197,213,2.92,5758154191,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333745,190,61,1,18,45,ew0hpuiweoltpsg5f51r2w64t,1,35.3,90.3,2025-05-31T14:19:51.937Z,2025-05-31T14:19:52Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5758154143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333767,135,1,1,18,45,crlocdyqyb1fdhck54qxs65rl,1,64.7,13.7,2025-05-31T14:19:52.727Z,2025-05-31T14:19:53Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5758154249,213,1.19,5758154247,212,7.6,5758154243,140,67.4,5758154241,56,Center,5758154245,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333773,136,1,1,18,46,crlocdyqyb1fdhck54qxs65rl,1,67.4,24.1,2025-05-31T14:19:53.551Z,2025-05-31T14:19:54Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5758154279,141,37.3,5758154283,213,1.30,5758154277,140,69.8,5758154281,212,9.3,5758154275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333791,137,1,1,18,47,crlocdyqyb1fdhck54qxs65rl,1,69.8,37.3,2025-05-31T14:19:54.271Z,2025-05-31T14:19:57Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5758154367,212,8.4,5758154369,213,4.27,5758154365,141,26.1,5758154363,140,66.4,5758154361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333807,138,1,1,18,50,crlocdyqyb1fdhck54qxs65rl,1,64.6,33.4,2025-05-31T14:19:57.175Z,2025-05-31T14:20:00Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5758154449,140,53.4,5758154447,56,Center,5758154455,213,2.16,5758154451,141,59.4,5758154453,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333833,139,1,1,18,53,crlocdyqyb1fdhck54qxs65rl,1,53.4,59.4,2025-05-31T14:20:00.719Z,2025-05-31T14:20:03Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5758154663,212,14.7,5758154661,141,56.0,5758154665,213,6.12,5758154659,140,67.2,5758154657,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333841,140,1,1,18,56,crlocdyqyb1fdhck54qxs65rl,1,67.1,56.0,2025-05-31T14:20:03.680Z,2025-05-31T14:20:04Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5758154689,141,68.7,5758154687,140,68.8,5758154691,212,8.8,5758154685,56,Center,5758154693,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333845,141,1,1,18,57,crlocdyqyb1fdhck54qxs65rl,1,68.8,68.5,2025-05-31T14:20:04.535Z,2025-05-31T14:36:36Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5758154707,141,59.6,5758154709,212,10.5,5758154711,213,3.75,5758154705,140,60.6,5758154703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333875,142,1,1,19,0,crlocdyqyb1fdhck54qxs65rl,1,55.5,56.1,2025-05-31T14:20:07.535Z,2025-05-31T14:20:11Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5758154855,141,94.5,5758154861,1,,5758154853,140,78.7,5758154851,56,Left,5758154857,212,35.7,5758154859,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333883,143,61,1,19,0,crlocdyqyb1fdhck54qxs65rl,0,78.7,94.5,2025-05-31T14:20:07.686Z,2025-05-31T14:36:42Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5758154897,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333891,144,5,1,19,3,crlocdyqyb1fdhck54qxs65rl,0,81.8,101.8,2025-05-31T14:20:10.793Z,2025-05-31T16:04:27Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5758154931,56,Left,5758154933,347,,5758154981,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333887,191,5,1,19,3,ew0hpuiweoltpsg5f51r2w64t,1,18.2,-1.8,2025-05-31T14:20:10.793Z,2025-05-31T16:04:27Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5758154963,233,144,5758154915,56,Back,5758154917,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820333999,192,1,1,19,17,ew0hpuiweoltpsg5f51r2w64t,1,14.3,0.0,2025-05-31T14:20:23.944Z,2025-05-31T14:20:29Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5758155511,212,20.1,5758155507,140,32.2,5758155513,213,0.36,5758155509,141,8.6,5758155503,107,,5758155505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820334005,193,4,1,19,21,ew0hpuiweoltpsg5f51r2w64t,1,32.2,14.2,2025-05-31T14:20:28.897Z,2025-05-31T16:03:30Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,,5758155619,13,,5758155627,285,,5758155625,152,,5758155743,233,145,5758155621,295,,5758155623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820334011,145,4,1,19,21,crlocdyqyb1fdhck54qxs65rl,0,67.8,85.8,2025-05-31T14:20:28.898Z,2025-05-31T16:03:30Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5758155709,13,,5758155713,56,Left,5758155717,286,,5758155711,295,,5758155715,152,,5758155763,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820334057,194,1,1,19,30,ew0hpuiweoltpsg5f51r2w64t,1,34.2,11.7,2025-05-31T14:20:37.320Z,2025-05-31T14:20:39Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5758155913,213,2.33,5758155909,141,23.3,5758155907,140,27.1,5758155911,212,10.9,5758155905,56,Back,5758155901,5,,5758155903,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
