id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823863143,209,1,1,22,36,80hgdmpkvdrhw1ge9nks2kxvy,1,22.7,66.9,2025-06-22T15:24:33.343Z,2025-06-22T15:24:38Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5777985481,212,23.4,5777985479,141,84.5,5777985475,56,Back,5777985483,213,0.54,5777985477,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863167,210,1,1,22,42,80hgdmpkvdrhw1ge9nks2kxvy,1,54.3,79.4,2025-06-22T15:24:38.767Z,2025-06-22T15:24:44Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5777985625,140,42.2,5777985631,213,3.59,5777985629,212,14.1,5777985623,56,Back,5777985627,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863175,211,1,1,22,47,80hgdmpkvdrhw1ge9nks2kxvy,1,53.8,74.7,2025-06-22T15:24:44.055Z,2025-06-22T15:24:46Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5777985681,212,21.5,5777985679,141,71.4,5777985677,140,33.4,5777985683,213,3.25,5777985675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863205,212,1,1,22,50,80hgdmpkvdrhw1ge9nks2kxvy,1,36.0,69.0,2025-06-22T15:24:46.846Z,2025-06-22T15:24:53Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5777985839,56,Back,5777985841,140,44.0,5777985845,212,29.4,5777985843,141,27.6,5777985847,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863215,213,1,1,22,56,80hgdmpkvdrhw1ge9nks2kxvy,1,55.7,23.3,2025-06-22T15:24:53.159Z,2025-06-22T15:24:54Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5777985907,213,1.60,5777985903,141,52.4,5777985905,212,19.8,5777985901,140,55.2,5777985899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863219,214,1,1,22,58,80hgdmpkvdrhw1ge9nks2kxvy,1,54.5,42.4,2025-06-22T15:24:54.799Z,2025-06-22T15:24:56Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5777985923,56,Back,5777985927,141,27.4,5777985925,140,34.9,5777985931,213,3.60,5777985929,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863229,215,1,1,22,59,80hgdmpkvdrhw1ge9nks2kxvy,1,41.1,36.4,2025-06-22T15:24:56.311Z,2025-06-22T15:24:58Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5777985993,212,8.7,5777985995,213,5.24,5777985991,141,25.3,5777985989,140,45.3,5777985987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863243,216,1,1,23,1,80hgdmpkvdrhw1ge9nks2kxvy,1,42.0,22.1,2025-06-22T15:24:58.007Z,2025-06-22T15:25:02Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5777986083,140,36.6,5777986089,213,1.97,5777986087,212,14.7,5777986085,141,42.1,5777986081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863257,217,1,1,23,5,80hgdmpkvdrhw1ge9nks2kxvy,1,45.4,46.0,2025-06-22T15:25:02.336Z,2025-06-22T15:25:03Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5777986151,140,57.9,5777986149,56,Center,5777986157,213,0.39,5777986153,141,53.9,5777986155,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863265,218,1,1,23,7,80hgdmpkvdrhw1ge9nks2kxvy,1,56.7,51.6,2025-06-22T15:25:03.623Z,2025-06-22T15:25:05Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5777986181,141,49.1,5777986185,213,3.26,5777986177,56,Back,5777986183,212,15.0,5777986179,140,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863305,219,1,1,23,8,80hgdmpkvdrhw1ge9nks2kxvy,1,42.6,48.2,2025-06-22T15:25:05.150Z,2025-06-22T15:25:12Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5777986439,140,54.4,5777986441,141,26.8,5777986437,56,Center,5777986445,213,5.42,5777986443,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863323,220,1,1,23,15,80hgdmpkvdrhw1ge9nks2kxvy,1,58.8,16.4,2025-06-22T15:25:12.327Z,2025-06-22T15:25:16Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5777986523,213,2.59,5777986515,56,Back,5777986519,141,34.9,5777986517,140,39.4,5777986521,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863335,221,1,1,23,19,80hgdmpkvdrhw1ge9nks2kxvy,0,40.7,26.4,2025-06-22T15:25:16.136Z,2025-06-22T15:25:25Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5777986579,196,,5777986587,212,58.7,5777986585,141,100.0,5777986581,56,Left,5777986583,140,68.7,5777986591,1,,5777986577,155,,5777986589,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863399,145,5,1,23,23,crlocdyqyb1fdhck54qxs65rl,1,30.0,-2.0,2025-06-22T15:25:19.617Z,2025-06-22T17:11:59Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5777986971,233,222,5777986957,347,,5777986955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863337,222,5,1,23,23,80hgdmpkvdrhw1ge9nks2kxvy,0,70.0,102.0,2025-06-22T15:25:19.617Z,2025-06-22T17:11:59Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5777986595,56,Left,5777986991,233,145,5777986597,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863339,144,43,1,23,23,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-06-22T15:25:19.692Z,2025-06-22T15:25:21Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5777986609,212,0,5777986603,56,Back,5777986611,213,3.14,5777986599,3,0,5777986605,140,22.1,5777986607,141,0.0,5777986601,168,0,5777986659,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863415,146,1,1,23,36,crlocdyqyb1fdhck54qxs65rl,1,21.3,0.0,2025-06-22T15:25:32.874Z,2025-06-22T15:25:36Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5777987035,56,Back,5777987039,141,7.9,5777987033,107,,5777987041,212,12.3,5777987037,140,11.5,5777987043,213,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863431,147,3,1,23,40,crlocdyqyb1fdhck54qxs65rl,1,21.5,12.9,2025-06-22T15:25:36.779Z,2025-06-22T16:02:46Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5777987129,56,Back,5777987131,285,,5777987149,233,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863421,223,45,1,23,40,80hgdmpkvdrhw1ge9nks2kxvy,0,78.5,87.1,2025-06-22T15:25:36.779Z,2025-06-22T16:02:47Z,dq5uoeu7mw2a3uemr95w32k9g,Ieltsin Camões,,,5777987069,56,Left,5777987153,233,147,5777987071,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863435,148,1,1,23,42,crlocdyqyb1fdhck54qxs65rl,1,14.0,12.5,2025-06-22T15:25:39.283Z,2025-06-22T15:39:40Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5777987167,213,1.61,5777987165,212,34.6,5777987161,140,12.8,5777987163,141,63.3,5777987169,1,,5777987159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863471,149,1,1,23,49,crlocdyqyb1fdhck54qxs65rl,1,26.5,88.6,2025-06-22T15:25:46.042Z,2025-06-22T15:25:50Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5777987365,141,58.5,5777987367,212,23.3,5777987361,56,Back,5777987369,213,5.21,5777987363,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863489,150,1,1,23,53,crlocdyqyb1fdhck54qxs65rl,1,40.1,62.3,2025-06-22T15:25:50.139Z,2025-06-22T15:25:53Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5777987441,140,41.6,5777987439,56,Back,5777987447,213,1.46,5777987443,141,83.9,5777987445,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863509,151,1,1,23,56,crlocdyqyb1fdhck54qxs65rl,1,42.0,79.9,2025-06-22T15:25:53.346Z,2025-06-22T15:25:57Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5777987563,56,Back,5777987571,213,4.87,5777987567,141,47.3,5777987565,140,45.4,5777987569,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863525,152,1,1,24,1,crlocdyqyb1fdhck54qxs65rl,1,45.4,48.2,2025-06-22T15:25:57.874Z,2025-06-22T15:26:01Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5777987663,141,17.7,5777987667,213,4.87,5777987665,212,21.0,5777987659,56,Back,5777987661,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863571,153,1,1,24,5,crlocdyqyb1fdhck54qxs65rl,0,50.9,12.5,2025-06-22T15:26:01.556Z,2025-06-22T15:26:09Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5777987989,212,52.8,5777987991,213,0.06,5777987983,56,Right,5777987985,140,100.0,5777987987,141,17.1,5777987993,1,,5777987981,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863561,224,56,1,24,12,80hgdmpkvdrhw1ge9nks2kxvy,1,2.9,87.2,2025-06-22T15:26:08.400Z,2025-06-22T15:26:08Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5777987907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863573,154,5,1,24,13,crlocdyqyb1fdhck54qxs65rl,0,101.2,13.7,2025-06-22T15:26:09.877Z,2025-06-22T17:12:00Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5777988627,233,225,5777988005,346,,5777988003,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863673,225,5,1,24,13,80hgdmpkvdrhw1ge9nks2kxvy,1,-1.2,86.3,2025-06-22T15:26:09.877Z,2025-06-22T17:12:00Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5777988601,233,154,5777988587,346,,5777988585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863683,226,1,1,24,34,80hgdmpkvdrhw1ge9nks2kxvy,1,4.1,38.9,2025-06-22T15:26:30.878Z,2025-06-22T15:26:34Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5777988655,140,4.2,5777988661,213,1.56,5777988657,141,58.7,5777988651,124,,5777988665,237,,5777988659,212,13.5,5777988653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863693,227,1,1,24,37,80hgdmpkvdrhw1ge9nks2kxvy,1,8.1,57.6,2025-06-22T15:26:34.144Z,2025-06-22T15:26:35Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5777988713,141,44.3,5777988717,213,5.88,5777988715,212,23.2,5777988711,140,28.4,5777988709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863707,228,1,1,24,39,80hgdmpkvdrhw1ge9nks2kxvy,1,28.4,44.3,2025-06-22T15:26:35.534Z,2025-06-22T15:48:52Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5777988789,213,2.53,5778022265,156,,5777988783,140,6.4,5777988781,56,Back,5777988785,141,67.9,5777988787,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863725,229,1,1,24,41,80hgdmpkvdrhw1ge9nks2kxvy,0,6.4,67.9,2025-06-22T15:26:38.168Z,2025-06-22T15:26:42Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5777988893,140,64.6,5777988901,1,,5777988899,213,5.93,5777988891,56,Center,5777988889,157,,5777988897,212,65.2,5777988895,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863733,155,44,1,24,45,crlocdyqyb1fdhck54qxs65rl,1,35.1,63.4,2025-06-22T15:26:41.790Z,2025-06-22T16:02:52Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5777988927,233,230,5777988923,56,Back,5777988925,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863727,230,44,1,24,45,80hgdmpkvdrhw1ge9nks2kxvy,0,64.9,36.6,2025-06-22T15:26:41.791Z,2025-06-22T16:02:53Z,dq5uoeu7mw2a3uemr95w32k9g,Ieltsin Camões,,,5777988931,233,155,5777988905,56,Center,5777988907,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863735,156,12,1,24,45,crlocdyqyb1fdhck54qxs65rl,1,34.6,60.2,2025-06-22T15:26:41.842Z,2025-06-22T15:48:40Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5777988973,15,,5777988939,140,49.5,5777988941,141,58.8,5777988945,213,6.22,5777988937,56,Back,5777988943,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863741,231,1,1,24,47,80hgdmpkvdrhw1ge9nks2kxvy,1,51.5,44.6,2025-06-22T15:26:44.327Z,2025-06-22T15:56:31Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5777988983,213,5.17,5777988975,56,Center,5777988977,140,58.0,5777988979,141,24.0,5777988981,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863755,232,1,1,24,52,80hgdmpkvdrhw1ge9nks2kxvy,1,58.7,27.7,2025-06-22T15:26:48.808Z,2025-06-22T15:26:52Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5777989079,141,9.7,5777989081,212,20.2,5777989077,140,74.0,5777989083,213,5.63,5777989075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863769,233,1,1,24,55,80hgdmpkvdrhw1ge9nks2kxvy,0,82.5,10.7,2025-06-22T15:26:52.096Z,2025-06-22T15:26:53Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5777989153,56,Center,5777989159,212,30.8,5777989151,155,,5777989149,2,,5777989157,141,54.5,5777989155,140,89.8,5777989161,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863777,157,12,1,24,58,crlocdyqyb1fdhck54qxs65rl,1,17.6,48.4,2025-06-22T15:26:54.929Z,2025-06-22T15:56:38Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5777989215,213,0.70,5777989217,15,,5777989213,212,26.7,5777989209,140,37.1,5777989211,141,73.6,5777989207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863785,234,1,1,24,58,80hgdmpkvdrhw1ge9nks2kxvy,1,73.6,33.3,2025-06-22T15:26:55.047Z,2025-06-22T15:26:56Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5777989249,140,66.8,5777989247,56,Center,5777989251,141,42.1,5777989255,213,2.44,5777989253,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863793,235,1,1,25,0,80hgdmpkvdrhw1ge9nks2kxvy,1,66.8,42.1,2025-06-22T15:26:56.640Z,2025-06-22T15:26:58Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5777989295,140,87.2,5777989297,141,41.2,5777989291,155,,5777989299,212,21.4,5777989293,56,Center,5777989301,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863801,236,1,1,25,1,80hgdmpkvdrhw1ge9nks2kxvy,1,87.2,41.2,2025-06-22T15:26:57.959Z,2025-06-22T15:26:59Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5777989329,212,12.3,5777989331,213,2.57,5777989325,140,77.3,5777989327,141,51.0,5777989323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863831,237,1,1,25,3,80hgdmpkvdrhw1ge9nks2kxvy,1,77.3,51.0,2025-06-22T15:26:59.614Z,2025-06-22T15:27:02Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5777989463,213,5.55,5777989457,140,91.6,5777989459,141,31.0,5777989461,212,20.3,5777989455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863933,238,1,1,25,4,80hgdmpkvdrhw1ge9nks2kxvy,1,88.6,24.2,2025-06-22T15:27:01.303Z,2025-06-22T15:57:51Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,1.0,5777990081,56,Center,5777990871,210,16,5777990085,141,56.4,5777990875,22,,5777990079,155,,5777990087,212,21.9,5777990077,2,,5777990089,213,1.52,5777990083,140,5777990873,154,,,,,,,,,,,89.6,,,,,,,,,,,,,,,
2823863935,239,16,1,25,7,80hgdmpkvdrhw1ge9nks2kxvy,1,86.1,56.8,2025-06-22T15:27:04.089Z,2025-06-22T17:33:27Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5777990917,328,,5777990909,55,238,5777990919,230,96.8,5777990097,56,Center,5777990907,154,,5777990295,375,25:06.803,5777992387,108,,5777990095,17,,5777990913,102,5777990287,72,,5777990905,29,5777990921,231,5777992385,80,,5777990093,22,47.2,5777990915,103,13.3,5777990291,374,50.2,,,2025-06-22 16:27:03.170,,,,,,
2823864075,159,1,1,26,0,crlocdyqyb1fdhck54qxs65rl,1,50.1,50.0,2025-06-22T15:27:57.177Z,2025-06-22T15:58:01Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5777990965,56,Back,5777990971,212,19.8,5777990967,140,31.2,5778026571,189,,5777990975,279,G,5777990969,141,50.4,5777990973,213,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864083,160,1,1,26,1,crlocdyqyb1fdhck54qxs65rl,0,31.2,50.4,2025-06-22T15:27:58.331Z,2025-06-22T15:58:17Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5777991011,213,5.76,5777991003,56,Right,5777991009,212,42.6,5777991013,1,,5777991001,157,,5777991007,141,18.9,5778026575,189,,5777991005,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864449,244,43,1,26,2,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-06-22T15:27:58.408Z,2025-06-22T15:58:15Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5777993135,56,Back,5777993137,285,0,5778026603,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864659,252,1,1,26,2,80hgdmpkvdrhw1ge9nks2kxvy,0,30.6,90.9,2025-06-22T15:27:58.631Z,2025-06-22T15:30:10Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5777994355,56,Left,5777994359,141,82.7,5777994361,212,23.4,5777994353,3,,5777994357,140,52.2,5777994363,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864097,161,1,1,26,9,crlocdyqyb1fdhck54qxs65rl,1,41.3,25.0,2025-06-22T15:28:05.617Z,2025-06-22T15:28:09Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5777991139,212,29.5,5777991135,140,44.8,5777991137,141,68.1,5777991133,56,Back,5777991141,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864099,162,1,1,26,13,crlocdyqyb1fdhck54qxs65rl,1,47.0,57.9,2025-06-22T15:28:09.693Z,2025-06-22T15:28:11Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5777991149,56,Back,5777991151,140,48.3,5777991155,212,26.4,5777991157,213,4.76,5777991153,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864103,163,1,1,26,15,crlocdyqyb1fdhck54qxs65rl,1,48.4,19.2,2025-06-22T15:28:11.817Z,2025-06-22T15:28:13Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5777991207,212,16.9,5777991205,141,26.8,5777991201,56,Center,5777991203,140,63.7,5777991209,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864119,164,1,1,26,17,crlocdyqyb1fdhck54qxs65rl,1,64.6,26.4,2025-06-22T15:28:13.657Z,2025-06-22T15:28:17Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5777991309,140,71.2,5777991307,56,Right,5777991311,141,13.4,5777991315,213,5.38,5777991313,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864141,165,1,1,26,21,crlocdyqyb1fdhck54qxs65rl,0,77.2,1.6,2025-06-22T15:28:17.817Z,2025-06-22T15:28:19Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5777991437,2,,5777991449,213,1.11,5777991443,140,92.4,5777991451,1,,5777991439,155,,5777991441,56,Center,5777991445,141,49.3,5777991447,212,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864147,240,12,1,26,23,80hgdmpkvdrhw1ge9nks2kxvy,1,1.7,31.0,2025-06-22T15:28:20.031Z,2025-06-22T15:28:23Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5777991469,56,Back,5777991471,140,14.2,5777991475,212,13.8,5777991479,15,,5777991473,141,24.9,5777991477,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864179,241,1,1,26,27,80hgdmpkvdrhw1ge9nks2kxvy,1,25.9,23.9,2025-06-22T15:28:23.639Z,2025-06-22T15:28:25Z,dq5uoeu7mw2a3uemr95w32k9g,Ieltsin Camões,,,5777991605,140,24.5,5777991609,212,6.8,5777991603,56,Back,5777991611,213,1.79,5777991607,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864187,243,61,1,26,29,80hgdmpkvdrhw1ge9nks2kxvy,0,27.9,40.4,2025-06-22T15:28:25.544Z,2025-06-22T16:00:41Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5777991643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864197,166,43,1,26,29,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-06-22T15:28:25.545Z,2025-06-22T16:00:32Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5777991681,56,Center,5778027207,144,7,5777991683,286,0,5777991707,233,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864181,242,43,1,26,29,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-06-22T15:28:25.703Z,2025-06-22T15:59:21Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5778026917,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864201,167,43,1,26,32,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-06-22T15:28:28.505Z,2025-06-22T15:59:39Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5778026975,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864209,168,1,1,26,32,crlocdyqyb1fdhck54qxs65rl,1,73.2,64.2,2025-06-22T15:28:29.136Z,2025-06-22T15:28:31Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5777991767,141,92.3,5777991763,56,Left,5777991771,213,1.82,5777991769,212,19.7,5777991765,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864221,169,1,1,26,34,crlocdyqyb1fdhck54qxs65rl,1,70.3,91.4,2025-06-22T15:28:30.888Z,2025-06-22T16:00:04Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5777991829,140,53.9,5777991833,141,70.3,5777991839,213,3.84,5777991825,56,Center,5777991837,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864227,170,1,1,26,37,crlocdyqyb1fdhck54qxs65rl,1,54.4,68.8,2025-06-22T15:28:34.328Z,2025-06-22T15:28:36Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5777991861,56,Left,5777991865,141,80.8,5777991867,212,15.1,5777991869,213,0.57,5777991863,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864233,171,1,1,26,39,crlocdyqyb1fdhck54qxs65rl,1,55.9,70.9,2025-06-22T15:28:36.121Z,2025-06-22T15:28:38Z,6ybcevijvdov8qj1hxcbw3dd6,A. Roaldsøy,,,5777991899,141,51.8,5777991895,56,Back,5777991897,140,43.9,5777991901,212,18.1,5777991903,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823864259,172,1,1,26,41,crlocdyqyb1fdhck54qxs65rl,1,44.3,49.1,2025-06-22T15:28:38.168Z,2025-06-22T15:28:45Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5777992035,212,23.2,5777992037,213,5.04,5777992033,141,16.8,5777992031,140,51.5,5777992029,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
