id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2792710227,156,1,1,17,3,c7jgkxx1czv5etn7snf1r6p2m,0,62.2,7.3,2025-03-29T15:18:49.889Z,2025-03-29T15:53:13Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5605727491,212,3.4,5605727485,56,Right,5605727493,213,4.96,5605727487,140,63.0,5605727489,141,2.5,5605728587,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792710245,157,61,1,17,7,c7jgkxx1czv5etn7snf1r6p2m,1,63.0,2.3,2025-03-29T15:18:54.385Z,2025-03-29T15:53:10Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5605727571,56,Right,5605728819,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792710311,158,5,1,17,9,c7jgkxx1czv5etn7snf1r6p2m,0,62.3,-1.3,2025-03-29T15:18:55.898Z,2025-03-29T16:29:11Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5605727879,347,,5605729573,233,184,5605727877,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792710605,184,5,1,17,9,ew0hpuiweoltpsg5f51r2w64t,1,37.7,101.3,2025-03-29T15:18:55.898Z,2025-03-29T15:48:09Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5605729363,347,,5605729361,56,Back,5605729489,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792710669,185,1,1,17,16,ew0hpuiweoltpsg5f51r2w64t,1,36.6,100.0,2025-03-29T15:19:03.684Z,2025-03-29T15:19:05Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5605729685,56,Back,5605729697,213,5.44,5605729691,141,93.5,5605729683,107,,5605729695,212,7.2,5605729687,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792710677,186,1,1,17,18,ew0hpuiweoltpsg5f51r2w64t,1,41.2,93.5,2025-03-29T15:19:05.189Z,2025-03-29T15:19:06Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5605729749,213,2.79,5605729741,56,Back,5605729747,212,3.6,5605729791,156,,5605729745,141,95.3,5605729743,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792710841,187,1,1,17,19,ew0hpuiweoltpsg5f51r2w64t,1,38.0,95.3,2025-03-29T15:19:06.484Z,2025-03-29T15:19:09Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5605730591,141,82.9,5605730589,140,28.3,5605730595,213,3.83,5605730587,56,Back,5605730593,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792711001,188,1,1,17,22,ew0hpuiweoltpsg5f51r2w64t,1,28.3,82.9,2025-03-29T15:19:09.740Z,2025-03-29T15:19:13Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5605731385,56,Back,5605731391,212,28.5,5605731389,141,47.5,5605731387,140,13.8,5605731393,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792711221,189,1,1,17,26,ew0hpuiweoltpsg5f51r2w64t,1,14.2,48.1,2025-03-29T15:19:13.342Z,2025-03-29T15:19:19Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5605732421,140,12.2,5605732427,213,4.51,5605732419,56,Back,5605732423,141,32.8,5605732425,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792711443,190,1,1,17,32,ew0hpuiweoltpsg5f51r2w64t,1,22.9,38.9,2025-03-29T15:19:19.036Z,2025-03-29T15:19:26Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5605733563,140,16.0,5605733571,212,24.4,5605733559,56,Back,5605733567,141,73.2,5605733575,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792711617,191,1,1,17,39,ew0hpuiweoltpsg5f51r2w64t,1,23.9,71.8,2025-03-29T15:19:25.860Z,2025-03-29T15:19:31Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5605734493,212,25.1,5605734487,56,Back,5605734489,140,23.0,5605734495,213,4.67,5605734491,141,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792711761,192,1,1,17,44,ew0hpuiweoltpsg5f51r2w64t,1,25.5,32.1,2025-03-29T15:19:31.029Z,2025-03-29T15:19:35Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5605735263,155,,5605735279,1,,5605735265,196,,5605735271,141,93.8,5605735275,213,1.40,5605735267,56,Back,5605735269,140,32.5,5605735273,212,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792711867,193,1,1,17,48,ew0hpuiweoltpsg5f51r2w64t,1,52.9,95.4,2025-03-29T15:19:35.052Z,2025-03-29T15:19:37Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5605735799,141,81.5,5605735795,56,Left,5605735801,212,10.8,5605735803,213,5.21,5605735797,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792711925,160,45,1,17,50,c7jgkxx1czv5etn7snf1r6p2m,0,43.0,9.3,2025-03-29T15:19:37.804Z,2025-03-29T17:14:07Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5605736169,56,Back,5605736171,285,,5605736711,233,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792711993,194,3,1,17,50,ew0hpuiweoltpsg5f51r2w64t,1,57.0,90.7,2025-03-29T15:19:37.804Z,2025-03-29T17:14:07Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,,5605736489,56,Left,5605736591,233,160,5605736491,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792712059,195,1,1,17,54,ew0hpuiweoltpsg5f51r2w64t,1,64.0,93.3,2025-03-29T15:19:40.829Z,2025-03-29T15:19:42Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,,5605736895,212,12.7,5605736889,56,Left,5605736897,213,0.14,5605736891,140,76.0,5605736893,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792712143,196,1,1,17,55,ew0hpuiweoltpsg5f51r2w64t,0,76.5,96.2,2025-03-29T15:19:42.076Z,2025-03-29T15:19:44Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5605737357,141,85.6,5605737351,56,Left,5605737359,212,14.0,5605737355,140,87.9,5605737361,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792712237,161,12,1,17,58,c7jgkxx1czv5etn7snf1r6p2m,1,9.8,17.3,2025-03-29T15:19:45.105Z,2025-03-29T15:19:46Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5605737863,213,5.40,5605737849,140,12.4,5605737847,56,Back,5605737851,141,12.4,5605737853,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792712205,197,61,1,17,58,ew0hpuiweoltpsg5f51r2w64t,1,87.9,85.6,2025-03-29T15:19:45.687Z,2025-03-29T15:19:45Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5605737683,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792713357,162,5,1,17,59,c7jgkxx1czv5etn7snf1r6p2m,1,-1.0,19.2,2025-03-29T15:19:46.472Z,2025-03-29T16:29:12Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5605743593,233,198,5605743549,56,Back,5605743551,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792712263,198,5,1,17,59,ew0hpuiweoltpsg5f51r2w64t,0,101.0,80.8,2025-03-29T15:19:46.472Z,2025-03-29T16:29:12Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5605737973,56,Left,5605737975,346,,5605743667,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792713403,163,1,1,18,27,c7jgkxx1czv5etn7snf1r6p2m,1,4.2,59.6,2025-03-29T15:20:13.992Z,2025-03-29T15:20:15Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5605743785,140,4.0,5605743791,213,4.67,5605743783,56,Back,5605743789,212,4.7,5605743795,237,,5605743777,124,,5605743787,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792713415,164,1,1,18,28,c7jgkxx1czv5etn7snf1r6p2m,1,4.0,52.7,2025-03-29T15:20:14.856Z,2025-03-29T15:20:16Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5605743841,141,31.9,5605743837,56,Back,5605743845,213,5.63,5605743843,212,23.2,5605743839,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792713501,165,1,1,18,29,c7jgkxx1czv5etn7snf1r6p2m,1,21.5,31.9,2025-03-29T15:20:15.848Z,2025-03-29T15:20:18Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5605744309,212,15.1,5605744305,140,28.1,5605744311,213,5.19,5605744301,56,Back,5605744307,141,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792713651,166,1,1,18,31,c7jgkxx1czv5etn7snf1r6p2m,1,32.1,7.3,2025-03-29T15:20:18.432Z,2025-03-29T15:20:23Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605745089,213,0.26,5605745087,212,21.0,5605745079,140,51.4,5605745083,141,15.2,5605745075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792713665,167,1,1,18,36,c7jgkxx1czv5etn7snf1r6p2m,0,66.0,21.5,2025-03-29T15:20:22.912Z,2025-03-29T15:20:23Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5605745171,141,18.2,5605745169,140,69.9,5605745173,212,4.7,5605745167,56,Right,5605745175,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792713735,199,61,1,18,38,ew0hpuiweoltpsg5f51r2w64t,1,29.6,78.7,2025-03-29T15:20:25.651Z,2025-03-29T15:50:02Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5605745567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792713909,168,1,1,18,41,c7jgkxx1czv5etn7snf1r6p2m,1,57.6,38.3,2025-03-29T15:20:28.624Z,2025-03-29T15:20:30Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5605746603,140,53.5,5605746601,56,Center,5605746607,212,6.4,5605746605,141,31.4,5605746609,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792714033,169,1,1,18,43,c7jgkxx1czv5etn7snf1r6p2m,1,54.3,29.9,2025-03-29T15:20:30.680Z,2025-03-29T15:20:34Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605747289,213,1.48,5605747281,56,Center,5605747287,212,16.7,5605747285,141,54.3,5605747283,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792714175,170,1,1,18,47,c7jgkxx1czv5etn7snf1r6p2m,1,57.8,60.2,2025-03-29T15:20:34.031Z,2025-03-29T15:20:37Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5605747885,56,Center,5605747891,212,16.1,5605747889,141,36.5,5605747893,213,4.74,5605747887,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792714365,171,1,1,18,50,c7jgkxx1czv5etn7snf1r6p2m,1,62.2,32.6,2025-03-29T15:20:37.760Z,2025-03-29T15:20:43Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605749037,140,80.5,5605749035,56,Right,5605749039,141,7.3,5605749043,213,5.55,5605749041,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792714373,172,3,1,18,56,c7jgkxx1czv5etn7snf1r6p2m,0,83.4,12.2,2025-03-29T15:20:43.552Z,2025-03-29T15:20:50Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5605749101,286,,5605749449,233,200,5605749097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792714413,200,7,1,18,56,ew0hpuiweoltpsg5f51r2w64t,1,16.6,87.8,2025-03-29T15:20:43.553Z,2025-03-29T15:50:15Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5605749491,233,172,5605749327,56,Back,5605749329,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792714555,202,1,1,18,59,ew0hpuiweoltpsg5f51r2w64t,0,17.6,93.2,2025-03-29T15:20:46.084Z,2025-03-29T15:20:49Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5605750125,212,15.4,5605750123,141,83.9,5605750119,56,Back,5605750127,213,5.86,5605750121,140,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792714529,173,8,1,19,2,c7jgkxx1czv5etn7snf1r6p2m,1,78.5,14.6,2025-03-29T15:20:48.889Z,2025-03-29T15:52:36Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605749961,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792714585,203,1,1,19,2,ew0hpuiweoltpsg5f51r2w64t,1,33.2,84.5,2025-03-29T15:20:48.940Z,2025-03-29T15:20:50Z,7io59zk29vhvyueadmkotzeqy,E. Melkersen,,,5605750287,141,83.9,5605750281,56,Back,5605750289,212,4.5,5605750291,213,3.23,5605750285,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792714627,204,1,1,19,3,ew0hpuiweoltpsg5f51r2w64t,0,29.4,79.7,2025-03-29T15:20:50.555Z,2025-03-29T15:20:51Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5605750469,141,55.8,5605750465,140,29.4,5605750475,212,16.3,5605750479,213,4.71,5605750463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792714907,175,1,1,19,6,c7jgkxx1czv5etn7snf1r6p2m,1,74.5,52.8,2025-03-29T15:20:53.159Z,2025-03-29T15:20:59Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5605751933,140,68.6,5605751937,212,7.3,5605751931,56,Center,5605751935,141,58.4,5605751939,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792715061,176,1,1,19,12,c7jgkxx1czv5etn7snf1r6p2m,1,69.8,62.9,2025-03-29T15:20:59.064Z,2025-03-29T15:21:03Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5605752897,140,59.9,5605752903,213,3.43,5605752901,212,10.8,5605752895,56,Center,5605752899,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792715119,177,1,1,19,16,c7jgkxx1czv5etn7snf1r6p2m,1,63.4,58.1,2025-03-29T15:21:03.031Z,2025-03-29T15:21:04Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5605753213,141,48.4,5605753215,212,7.6,5605753217,213,5.23,5605753211,140,67.0,5605753209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792715237,178,1,1,19,17,c7jgkxx1czv5etn7snf1r6p2m,1,67.0,48.4,2025-03-29T15:21:04.495Z,2025-03-29T15:21:07Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5605753839,213,3.60,5605753827,56,Center,5605753829,140,54.5,5605753837,212,14.7,5605753831,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792715291,179,1,1,19,20,c7jgkxx1czv5etn7snf1r6p2m,1,55.3,36.7,2025-03-29T15:21:07.631Z,2025-03-29T15:21:09Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605754133,212,12.4,5605754123,56,Center,5605754135,213,1.44,5605754131,141,54.8,5605754127,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792715469,180,1,1,19,22,c7jgkxx1czv5etn7snf1r6p2m,1,58.0,57.5,2025-03-29T15:21:09.503Z,2025-03-29T15:21:13Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5605755059,56,Center,5605755067,213,4.66,5605755061,140,57.2,5605755063,141,32.6,5605755065,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792715597,181,1,1,19,26,c7jgkxx1czv5etn7snf1r6p2m,1,59.8,31.6,2025-03-29T15:21:13.432Z,2025-03-29T15:21:17Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605755811,141,3.7,5605755807,56,Right,5605755809,140,76.6,5605755813,212,25.9,5605755815,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792715853,182,1,1,19,30,c7jgkxx1czv5etn7snf1r6p2m,1,73.8,5.5,2025-03-29T15:21:17.439Z,2025-03-29T15:21:24Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5605757097,141,12.8,5605757093,140,77.9,5605757099,212,6.6,5605757089,56,Right,5605757101,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792715913,183,1,1,19,37,c7jgkxx1czv5etn7snf1r6p2m,1,79.1,7.0,2025-03-29T15:21:24.008Z,2025-03-29T15:21:26Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5605757425,213,2.76,5605757423,212,8.5,5605757417,56,Right,5605757421,141,11.6,5605757419,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716009,184,1,1,19,39,c7jgkxx1czv5etn7snf1r6p2m,1,63.2,12.7,2025-03-29T15:21:26.231Z,2025-03-29T15:21:29Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605757993,141,25.1,5605757987,56,Center,5605758005,213,1.29,5605757991,140,65.5,5605757999,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716217,185,1,1,19,42,c7jgkxx1czv5etn7snf1r6p2m,1,65.4,24.5,2025-03-29T15:21:28.919Z,2025-03-29T15:21:34Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,,5605759141,141,13.6,5605759137,56,Right,5605759145,213,4.19,5605759143,212,8.6,5605759139,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716323,186,1,1,19,47,c7jgkxx1czv5etn7snf1r6p2m,1,40.6,16.3,2025-03-29T15:21:34.574Z,2025-03-29T15:21:38Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605759699,140,28.5,5605759697,56,Back,5605759701,141,52.7,5605759705,213,2.05,5605759703,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716445,187,1,1,19,51,c7jgkxx1czv5etn7snf1r6p2m,1,26.6,59.7,2025-03-29T15:21:38.288Z,2025-03-29T15:21:40Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5605760283,141,81.3,5605760281,140,28.7,5605760287,213,1.42,5605760279,56,Back,5605760285,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716473,188,1,1,19,53,c7jgkxx1czv5etn7snf1r6p2m,0,27.4,83.7,2025-03-29T15:21:40.758Z,2025-03-29T15:21:41Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5605760431,140,30.7,5605760429,56,Back,5605760427,157,,5605760441,212,3.5,5605760447,213,6.11,5605760453,1,,5605760435,141,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716537,205,61,1,19,56,ew0hpuiweoltpsg5f51r2w64t,1,67.3,14.3,2025-03-29T15:21:42.915Z,2025-03-29T15:50:59Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5605760749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716593,189,3,1,19,57,c7jgkxx1czv5etn7snf1r6p2m,0,57.4,61.8,2025-03-29T15:21:44.622Z,2025-03-29T16:29:40Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5605761075,286,,5605761513,233,206,5605761073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716645,206,7,1,19,57,ew0hpuiweoltpsg5f51r2w64t,1,42.6,38.2,2025-03-29T15:21:44.623Z,2025-03-29T16:29:39Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5605761331,56,Back,5605761333,285,,5605761419,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716693,207,1,1,19,59,ew0hpuiweoltpsg5f51r2w64t,1,39.7,30.9,2025-03-29T15:21:46.252Z,2025-03-29T15:21:48Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5605761629,213,6.17,5605761625,141,27.6,5605761621,56,Center,5605761627,212,20.7,5605761623,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716747,208,1,1,20,1,ew0hpuiweoltpsg5f51r2w64t,0,60.4,27.6,2025-03-29T15:21:48.003Z,2025-03-29T15:21:49Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,,5605761901,140,68.0,5605761907,213,1.09,5605761903,141,49.9,5605761899,56,Center,5605761905,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792716945,190,1,1,20,3,c7jgkxx1czv5etn7snf1r6p2m,1,34.1,52.4,2025-03-29T15:21:50.342Z,2025-03-29T15:21:55Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605763041,141,47.3,5605763049,213,3.28,5605763033,56,Back,5605763045,212,24.6,5605763037,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792717187,191,1,1,20,8,c7jgkxx1czv5etn7snf1r6p2m,1,9.3,43.4,2025-03-29T15:21:55.031Z,2025-03-29T15:22:02Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5605764337,141,25.3,5605764333,56,Back,5605764341,213,5.51,5605764339,212,17.5,5605764335,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792717313,192,1,1,20,15,c7jgkxx1czv5etn7snf1r6p2m,1,28.0,21.1,2025-03-29T15:22:01.935Z,2025-03-29T15:22:05Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605765115,212,25.0,5605765113,141,41.8,5605765109,140,8.3,5605765117,213,2.54,5605765107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792717475,193,1,1,20,18,c7jgkxx1czv5etn7snf1r6p2m,1,8.0,42.1,2025-03-29T15:22:05.302Z,2025-03-29T15:22:09Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5605766107,212,19.9,5605766101,56,Back,5605766103,140,15.0,5605766109,213,1.19,5605766105,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792717643,194,1,1,20,22,c7jgkxx1czv5etn7snf1r6p2m,1,21.5,69.9,2025-03-29T15:22:09.374Z,2025-03-29T15:22:14Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5605767105,212,19.4,5605767103,141,95.1,5605767109,213,1.09,5605767101,140,30.1,5605767099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792717709,195,1,1,20,27,c7jgkxx1czv5etn7snf1r6p2m,1,31.1,92.9,2025-03-29T15:22:13.967Z,2025-03-29T15:22:15Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5605767491,141,81.2,5605767493,212,10.3,5605767487,56,Back,5605767489,140,24.9,5605767495,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792717791,196,1,1,20,28,c7jgkxx1czv5etn7snf1r6p2m,1,24.9,81.2,2025-03-29T15:22:15.654Z,2025-03-29T15:22:18Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5605767901,141,90.2,5605767897,56,Back,5605767905,213,1.38,5605767903,212,6.2,5605767899,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792717941,197,1,1,20,31,c7jgkxx1czv5etn7snf1r6p2m,1,25.2,90.8,2025-03-29T15:22:18.221Z,2025-03-29T15:22:22Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5605768705,56,Back,5605768725,213,4.24,5605768721,212,27.5,5605768717,141,54.8,5605768711,140,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792718071,198,1,1,20,35,c7jgkxx1czv5etn7snf1r6p2m,1,21.1,55.4,2025-03-29T15:22:22.302Z,2025-03-29T15:22:26Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5605769483,212,11.4,5605769475,140,28.0,5605769479,141,42.5,5605769473,56,Back,5605769489,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792718281,199,1,1,20,39,c7jgkxx1czv5etn7snf1r6p2m,1,31.4,35.8,2025-03-29T15:22:26.038Z,2025-03-29T15:22:32Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5605770535,56,Right,5605770541,212,36.5,5605770545,1,,5605770537,140,59.6,5605770539,141,4.4,5605770543,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792718525,200,1,1,20,45,c7jgkxx1czv5etn7snf1r6p2m,1,70.5,15.4,2025-03-29T15:22:32.206Z,2025-03-29T15:22:40Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5605771925,141,15.8,5605771929,212,8.9,5605771931,213,0.03,5605771923,140,79.0,5605771921,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792718553,201,1,1,20,53,c7jgkxx1czv5etn7snf1r6p2m,0,98.3,29.1,2025-03-29T15:22:39.830Z,2025-03-29T15:22:57Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5605774279,195,,5605772379,236,,5605772381,233,209,5605772109,56,Center,5605772111,140,97.2,5605772117,213,2.06,5605772115,212,2.5,5605772385,286,,5605772113,141,32.3,,,,,,,,,,,,,,,,,,,,,,,,
