id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2815279733,110,1,1,14,32,80hgdmpkvdrhw1ge9nks2kxvy,1,17.3,28.8,2025-05-16T16:15:07.965Z,2025-05-16T16:15:09Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5730155685,213,0.57,5730155677,56,Back,5730155679,140,29.9,5730155681,141,41.3,5730155683,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279747,111,1,1,14,33,80hgdmpkvdrhw1ge9nks2kxvy,1,29.9,41.3,2025-05-16T16:15:09.173Z,2025-05-16T16:15:10Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5730155755,212,17.5,5730155749,56,Back,5730155751,140,13.5,5730155753,141,37.0,5730155757,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279765,112,1,1,14,34,80hgdmpkvdrhw1ge9nks2kxvy,1,13.5,37.0,2025-05-16T16:15:10.397Z,2025-05-16T16:15:12Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730155855,56,Back,5730155857,140,25.5,5730155861,212,13.1,5730155859,141,31.6,5730155863,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279803,113,1,1,14,36,80hgdmpkvdrhw1ge9nks2kxvy,1,26.3,31.6,2025-05-16T16:15:12.188Z,2025-05-16T16:15:15Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730156065,141,31.2,5730156061,56,Back,5730156069,213,3.16,5730156063,140,12.9,5730156067,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279825,114,1,1,14,39,80hgdmpkvdrhw1ge9nks2kxvy,1,9.2,30.1,2025-05-16T16:15:14.997Z,2025-05-16T16:15:16Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730156181,213,0.18,5730156177,141,34.9,5730156173,56,Back,5730156179,212,17.8,5730156175,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279863,115,1,1,14,41,80hgdmpkvdrhw1ge9nks2kxvy,1,25.9,34.9,2025-05-16T16:15:16.741Z,2025-05-16T16:15:21Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730156365,141,46.1,5730156367,212,23.6,5730156363,140,4.6,5730156369,213,2.81,5730156361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279895,116,1,1,14,45,80hgdmpkvdrhw1ge9nks2kxvy,1,4.6,46.7,2025-05-16T16:15:20.854Z,2025-05-16T16:15:24Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5730156565,141,9.5,5730156559,155,,5730156567,212,29.8,5730156563,140,19.6,5730156569,213,5.27,5730156561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279939,117,1,1,14,48,80hgdmpkvdrhw1ge9nks2kxvy,1,22.6,11.4,2025-05-16T16:15:23.925Z,2025-05-16T16:15:28Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5730156819,56,Back,5730156825,212,15.8,5730156821,140,29.6,5730156827,213,1.09,5730156823,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279969,118,1,1,14,52,80hgdmpkvdrhw1ge9nks2kxvy,1,22.5,34.9,2025-05-16T16:15:27.782Z,2025-05-16T16:15:30Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730157023,155,,5730157027,140,36.5,5730157035,1,,5730157029,141,88.7,5730157031,212,39.4,5730157025,56,Back,5730157033,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279997,119,1,1,14,54,80hgdmpkvdrhw1ge9nks2kxvy,1,37.6,91.1,2025-05-16T16:15:30.549Z,2025-05-16T16:15:33Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5730157169,56,Back,5730157175,212,12.3,5730157177,213,4.14,5730157173,141,75.9,5730157171,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280041,120,1,1,14,57,80hgdmpkvdrhw1ge9nks2kxvy,1,33.0,79.4,2025-05-16T16:15:32.909Z,2025-05-16T16:15:37Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5730157445,141,66.1,5730157449,213,5.15,5730157441,56,Back,5730157443,140,37.0,5730157447,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280077,121,1,1,15,1,80hgdmpkvdrhw1ge9nks2kxvy,1,41.6,63.6,2025-05-16T16:15:37.364Z,2025-05-16T16:15:40Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5730157691,212,10.7,5730157685,56,Back,5730157693,213,5.03,5730157687,140,44.8,5730157689,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280105,122,1,1,15,4,80hgdmpkvdrhw1ge9nks2kxvy,1,44.8,48.7,2025-05-16T16:15:40.413Z,2025-05-16T16:15:43Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730157855,212,13.3,5730157849,56,Back,5730157857,213,3.38,5730157853,141,44.0,5730157851,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280129,123,1,1,15,7,80hgdmpkvdrhw1ge9nks2kxvy,1,35.0,44.9,2025-05-16T16:15:43.460Z,2025-05-16T16:15:46Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730158011,140,43.5,5730158013,141,74.4,5730158017,213,1.15,5730158009,56,Back,5730158015,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280183,124,1,1,15,11,80hgdmpkvdrhw1ge9nks2kxvy,1,42.3,75.7,2025-05-16T16:15:46.741Z,2025-05-16T16:15:52Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5730158299,56,Back,5730158311,213,3.54,5730158303,141,65.2,5730158307,212,18.5,5730158301,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280217,125,1,1,15,16,80hgdmpkvdrhw1ge9nks2kxvy,0,29.6,66.3,2025-05-16T16:15:52.189Z,2025-05-16T16:15:54Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5730158445,1,,5730158431,56,Center,5730158433,140,73.7,5730158437,212,53.6,5730158435,141,26.7,5730158429,157,,5730158441,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280229,197,1,1,15,19,ctvzi2jbl1q6xzq0s3sexj73g,0,34.3,75.3,2025-05-16T16:15:55.031Z,2025-05-16T16:15:55Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5730158507,140,43.0,5730158503,3,,5730158509,141,80.8,5730158511,212,9.9,5730158513,213,0.39,5730158505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280231,126,8,1,15,20,80hgdmpkvdrhw1ge9nks2kxvy,1,61.2,24.4,2025-05-16T16:15:55.980Z,2025-05-16T16:15:56Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5730158515,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280273,127,1,1,15,21,80hgdmpkvdrhw1ge9nks2kxvy,1,58.9,24.1,2025-05-16T16:15:57.462Z,2025-05-16T16:15:59Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5730158739,56,Right,5730158737,155,,5730158745,212,29.5,5730158741,140,85.7,5730158743,141,10.9,5730158747,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280323,128,1,1,15,23,80hgdmpkvdrhw1ge9nks2kxvy,1,85.7,10.9,2025-05-16T16:15:59.533Z,2025-05-16T16:16:05Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730159031,212,11.0,5730159033,213,3.18,5730159025,56,Right,5730159027,140,75.2,5730159029,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280335,129,1,1,15,29,80hgdmpkvdrhw1ge9nks2kxvy,1,77.5,8.9,2025-05-16T16:16:05.204Z,2025-05-16T16:16:07Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5730159089,140,64.1,5730159095,213,2.82,5730159087,56,Right,5730159093,212,14.9,5730159091,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280355,130,1,1,15,31,80hgdmpkvdrhw1ge9nks2kxvy,1,63.6,15.9,2025-05-16T16:16:07.037Z,2025-05-16T16:16:09Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5730159221,141,30.6,5730159219,140,61.4,5730159223,212,10.3,5730159225,213,1.80,5730159215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280373,131,1,1,15,33,80hgdmpkvdrhw1ge9nks2kxvy,1,65.9,27.6,2025-05-16T16:16:09.549Z,2025-05-16T16:16:12Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730159361,213,1.79,5730159355,140,62.8,5730159359,212,15.3,5730159357,141,49.6,5730159353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280391,132,1,1,15,36,80hgdmpkvdrhw1ge9nks2kxvy,1,61.6,59.4,2025-05-16T16:16:12.069Z,2025-05-16T16:16:14Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5730159469,140,76.3,5730159475,213,5.79,5730159467,56,Center,5730159471,141,47.2,5730159473,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280415,133,1,1,15,38,80hgdmpkvdrhw1ge9nks2kxvy,1,76.3,47.2,2025-05-16T16:16:14.013Z,2025-05-16T16:37:15Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5730159583,212,12.0,5730159581,141,49.0,5730159579,140,64.9,5730159577,56,Center,5730223979,156,,5730159585,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280433,134,1,1,15,39,80hgdmpkvdrhw1ge9nks2kxvy,0,64.9,49.0,2025-05-16T16:16:15.533Z,2025-05-16T16:16:17Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730159669,141,71.1,5730159663,155,,5730159667,140,90.1,5730159665,56,Center,5730159671,212,30.4,5730159673,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280459,198,61,1,15,42,ctvzi2jbl1q6xzq0s3sexj73g,0,9.7,25.8,2025-05-16T16:16:17.744Z,2025-05-16T16:36:30Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5730159791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280453,135,6,1,15,43,80hgdmpkvdrhw1ge9nks2kxvy,1,90.1,72.2,2025-05-16T16:16:19.421Z,2025-05-16T17:06:41Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730159925,233,199,5730159813,56,Center,5730159815,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280465,199,6,1,15,43,ctvzi2jbl1q6xzq0s3sexj73g,0,9.9,27.8,2025-05-16T16:16:19.421Z,2025-05-16T17:06:41Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5730159869,56,Back,5730159947,233,135,5730159871,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280887,136,1,1,16,23,80hgdmpkvdrhw1ge9nks2kxvy,0,99.5,99.5,2025-05-16T16:16:58.749Z,2025-05-16T16:17:08Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730162297,140,89.2,5730162293,223,,5730162299,141,45.7,5730162291,155,,5730162303,213,4.42,5730162289,6,,5730162287,2,,5730162301,212,38.1,5730162305,1,5730162295,56,,,,Center,,,,,,,,,,,,,,,,,,,,,
2815280895,200,44,1,16,26,ctvzi2jbl1q6xzq0s3sexj73g,1,11.2,53.9,2025-05-16T16:17:02.148Z,2025-05-16T17:07:00Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5730162341,56,Back,5730162343,285,,5730162359,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280891,137,44,1,16,26,80hgdmpkvdrhw1ge9nks2kxvy,0,88.8,46.1,2025-05-16T16:17:02.149Z,2025-05-16T17:07:01Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730162429,233,200,5730162317,56,Center,5730162319,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280899,201,12,1,16,26,ctvzi2jbl1q6xzq0s3sexj73g,1,11.8,53.4,2025-05-16T16:17:02.239Z,2025-05-16T16:36:37Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5730162373,212,22.9,5730162371,141,19.8,5730162473,15,,5730162367,56,Back,5730162369,140,12.9,5730162375,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280925,138,1,1,16,29,80hgdmpkvdrhw1ge9nks2kxvy,1,90.2,84.5,2025-05-16T16:17:04.882Z,2025-05-16T16:17:07Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730162507,56,Center,5730162503,2,,5730162509,140,89.4,5730162515,213,4.68,5730162511,141,45.2,5730162513,212,26.7,5730162505,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280943,139,44,1,16,31,80hgdmpkvdrhw1ge9nks2kxvy,1,88.6,48.8,2025-05-16T16:17:06.925Z,2025-05-16T17:07:01Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730162623,233,202,5730162589,286,,5730162587,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280923,202,44,1,16,31,ctvzi2jbl1q6xzq0s3sexj73g,0,11.4,51.2,2025-05-16T16:17:06.926Z,2025-05-16T17:07:02Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5730162665,233,139,5730162499,56,Back,5730162501,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280947,140,1,1,16,32,80hgdmpkvdrhw1ge9nks2kxvy,0,85.0,45.0,2025-05-16T16:17:07.892Z,2025-05-16T23:21:15Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730225931,213,0.12,5730162607,56,Center,5730225925,140,91.7,5730225923,3,,5730225927,141,46.2,5730225929,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280957,203,12,1,16,34,ctvzi2jbl1q6xzq0s3sexj73g,1,8.6,53.3,2025-05-16T16:17:09.943Z,2025-05-16T16:17:11Z,11iaca5nfeqabdba4646vje1h,B. Moe,,,5730162671,140,8.0,5730162695,15,,5730162673,141,80.6,5730162677,213,1.60,5730162675,212,18.6,5730162669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281923,209,83,1,16,37,ctvzi2jbl1q6xzq0s3sexj73g,0,13.4,82.3,2025-05-16T16:17:13.047Z,2025-05-16T16:19:05Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5730168181,399,bab8s40ltdf9v117umanbcmxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280989,204,83,1,16,38,ctvzi2jbl1q6xzq0s3sexj73g,0,12.3,83.5,2025-05-16T16:17:14.607Z,2025-05-16T16:19:15Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5730163023,399,bab8s40ltdf9v117umanbcmxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281015,141,1,1,16,39,80hgdmpkvdrhw1ge9nks2kxvy,1,90.0,13.1,2025-05-16T16:17:14.949Z,2025-05-16T16:17:18Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5730163011,213,2.65,5730163005,140,63.2,5730163007,141,35.1,5730163003,56,Center,5730163009,212,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281049,142,1,1,16,42,80hgdmpkvdrhw1ge9nks2kxvy,1,59.4,33.1,2025-05-16T16:17:18.193Z,2025-05-16T16:17:21Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5730163185,141,13.1,5730163189,213,5.25,5730163181,56,Right,5730163187,212,15.8,5730163183,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281061,143,1,1,16,45,80hgdmpkvdrhw1ge9nks2kxvy,1,65.7,12.0,2025-05-16T16:17:21.307Z,2025-05-16T16:17:23Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5730163301,213,6.15,5730163295,140,85.1,5730163297,141,7.9,5730163293,56,Right,5730163299,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281079,144,1,1,16,48,80hgdmpkvdrhw1ge9nks2kxvy,1,85.1,7.9,2025-05-16T16:17:23.651Z,2025-05-16T16:17:25Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730163369,56,Right,5730163375,141,14.6,5730163383,213,2.90,5730163379,212,18.7,5730163373,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281095,145,1,1,16,50,80hgdmpkvdrhw1ge9nks2kxvy,1,67.2,14.9,2025-05-16T16:17:25.659Z,2025-05-16T16:17:28Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5730163505,213,2.29,5730163499,140,53.2,5730163503,212,22.4,5730163497,56,Center,5730163501,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281227,146,1,1,16,52,80hgdmpkvdrhw1ge9nks2kxvy,1,53.6,41.3,2025-05-16T16:17:28.140Z,2025-05-16T16:17:42Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5730164175,140,39.0,5730164183,213,2.39,5730164179,212,21.0,5730164177,141,62.4,5730164173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281247,147,1,1,17,6,80hgdmpkvdrhw1ge9nks2kxvy,1,36.4,61.5,2025-05-16T16:17:42.020Z,2025-05-16T16:17:43Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5730164285,56,Back,5730164293,213,6.06,5730164291,212,13.8,5730164289,141,57.0,5730164287,140,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281291,148,1,1,17,7,80hgdmpkvdrhw1ge9nks2kxvy,1,49.2,57.0,2025-05-16T16:17:43.252Z,2025-05-16T16:18:52Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730164569,140,36.2,5730164575,213,3.86,5730164567,56,Back,5730164571,141,39.5,5730164573,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281367,149,1,1,17,15,80hgdmpkvdrhw1ge9nks2kxvy,1,35.2,34.2,2025-05-16T16:17:50.875Z,2025-05-16T16:17:56Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730164993,212,28.6,5730164991,141,74.7,5730164989,140,42.5,5730164987,56,Back,5730164995,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281421,150,1,1,17,21,80hgdmpkvdrhw1ge9nks2kxvy,1,39.2,73.3,2025-05-16T16:17:56.651Z,2025-05-16T16:18:03Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5730165273,141,61.5,5730165277,213,3.64,5730165271,140,25.0,5730165275,212,16.9,5730165269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281443,151,1,1,17,27,80hgdmpkvdrhw1ge9nks2kxvy,1,25.3,57.5,2025-05-16T16:18:02.899Z,2025-05-16T16:18:04Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5730165387,140,40.5,5730165389,141,59.7,5730165391,212,16.0,5730165385,56,Back,5730165393,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281491,152,1,1,17,28,80hgdmpkvdrhw1ge9nks2kxvy,1,39.4,61.8,2025-05-16T16:18:04.547Z,2025-05-16T16:18:09Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5730165645,141,89.4,5730165641,56,Back,5730165649,213,1.54,5730165647,212,18.8,5730165643,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281513,153,1,1,17,33,80hgdmpkvdrhw1ge9nks2kxvy,0,41.2,88.4,2025-05-16T16:18:09.076Z,2025-05-16T16:18:13Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5730165777,1,,5730165773,212,46.5,5730165765,155,,5730165771,141,47.2,5730165767,56,Center,5730165769,140,76.5,5730165775,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281527,205,12,1,17,36,ctvzi2jbl1q6xzq0s3sexj73g,1,24.6,70.8,2025-05-16T16:18:12.591Z,2025-05-16T16:18:14Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5730165835,56,Back,5730165845,213,0.40,5730165841,212,7.5,5730165839,141,75.1,5730165837,140,31.2,5730165879,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281575,154,1,1,17,39,80hgdmpkvdrhw1ge9nks2kxvy,1,74.4,32.8,2025-05-16T16:18:15.131Z,2025-05-16T16:18:21Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730166145,140,58.9,5730166151,213,3.59,5730166143,56,Center,5730166147,141,21.3,5730166149,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281585,155,1,1,17,45,80hgdmpkvdrhw1ge9nks2kxvy,1,61.5,18.9,2025-05-16T16:18:21.051Z,2025-05-16T16:18:23Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5730166203,56,Right,5730166207,141,5.6,5730166209,212,24.1,5730166205,140,82.8,5730166211,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281611,156,1,1,17,47,80hgdmpkvdrhw1ge9nks2kxvy,1,81.7,6.5,2025-05-16T16:18:23.051Z,2025-05-16T16:18:26Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730166379,212,17.5,5730166381,213,2.77,5730166377,141,15.9,5730166373,56,Right,5730166375,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281627,157,1,1,17,50,80hgdmpkvdrhw1ge9nks2kxvy,1,63.0,15.6,2025-05-16T16:18:26.475Z,2025-05-16T16:18:28Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5730166469,212,13.3,5730166467,141,31.2,5730166463,56,Center,5730166471,213,2.22,5730166465,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281639,158,1,1,17,53,80hgdmpkvdrhw1ge9nks2kxvy,1,58.6,31.0,2025-05-16T16:18:28.668Z,2025-05-16T16:18:30Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5730166509,141,36.3,5730166513,213,0.30,5730166511,212,12.3,5730166507,140,69.8,5730166505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281655,159,1,1,17,55,80hgdmpkvdrhw1ge9nks2kxvy,1,65.2,36.0,2025-05-16T16:18:30.651Z,2025-05-16T16:18:33Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5730166621,141,18.8,5730166617,56,Right,5730166619,140,68.8,5730166623,212,12.3,5730166625,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281673,160,1,1,17,57,80hgdmpkvdrhw1ge9nks2kxvy,1,68.2,16.1,2025-05-16T16:18:33.163Z,2025-05-16T16:18:36Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5730166733,212,24.2,5730166725,56,Right,5730166737,213,6.12,5730166729,141,10.3,5730166727,140,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281691,161,1,1,18,0,80hgdmpkvdrhw1ge9nks2kxvy,0,90.9,10.6,2025-05-16T16:18:35.892Z,2025-05-16T16:18:37Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730166809,155,,5730166807,2,,5730166815,141,39.8,5730166817,212,20.4,5730166813,140,95.5,5730166819,213,1.33,5730166811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281703,206,12,1,18,1,ctvzi2jbl1q6xzq0s3sexj73g,1,11.1,62.4,2025-05-16T16:18:37.575Z,2025-05-16T16:18:40Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5730166865,141,72.6,5730166909,15,,5730166861,56,Back,5730166869,213,2.32,5730166863,140,5.0,5730166867,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281741,207,61,1,18,5,ctvzi2jbl1q6xzq0s3sexj73g,0,4.6,72.3,2025-05-16T16:18:40.639Z,2025-05-16T16:18:41Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5730167045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281751,162,6,1,18,5,80hgdmpkvdrhw1ge9nks2kxvy,1,95.4,32.6,2025-05-16T16:18:41.183Z,2025-05-16T17:06:42Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5730167215,233,208,5730167195,75,,5730167193,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281747,208,6,1,18,5,ctvzi2jbl1q6xzq0s3sexj73g,0,4.6,67.4,2025-05-16T16:18:41.183Z,2025-05-16T16:18:49Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5730167113,73,,5730167111,56,Back,5730167249,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
