id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2823860737,95,1,1,13,23,ew0hpuiweoltpsg5f51r2w64t,1,55.3,25.3,2025-06-22T15:15:25.122Z,2025-06-22T15:15:26Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5777972171,212,13.9,5777972169,141,29.1,5777972173,213,0.19,5777972167,140,68.3,5777972163,3,,5777972165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860741,96,44,1,13,24,ew0hpuiweoltpsg5f51r2w64t,1,68.8,27.6,2025-06-22T15:15:26.495Z,2025-06-22T15:15:29Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5777972187,286,,5777972189,233,124,5777972185,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860739,124,44,1,13,24,4q0b35m26thti4c2on9a3npk0,0,31.2,72.4,2025-06-22T15:15:26.496Z,2025-06-22T15:15:30Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5777972181,56,Back,5777972195,233,96,5777972183,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860747,97,1,1,13,25,ew0hpuiweoltpsg5f51r2w64t,0,68.3,28.8,2025-06-22T15:15:26.962Z,2025-06-22T18:56:13Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5777972253,3,,5777972265,213,5.78,5777972261,141,21.6,5777972263,212,10.2,5777972257,56,Center,5777972259,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860745,125,1,1,13,26,4q0b35m26thti4c2on9a3npk0,1,22.0,87.7,2025-06-22T15:15:28.583Z,2025-06-22T18:56:12Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5777972245,213,5.67,5777972241,141,75.0,5777972237,56,Back,5777972239,140,33.6,5777972243,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860749,126,43,1,13,28,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-22T15:15:30.075Z,2025-06-22T15:25:29Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5777972267,157,0,5777972273,141,86.2,5777972269,56,Back,5777972277,213,0.68,5777986867,144,1,5777972271,140,41.3,5777972275,212,13.8,5777972279,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860767,127,1,1,13,31,4q0b35m26thti4c2on9a3npk0,1,40.5,83.5,2025-06-22T15:15:33.695Z,2025-06-22T15:15:35Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5777972373,56,Back,5777972381,213,1.04,5777972377,141,96.5,5777972379,212,10.2,5777972371,3,,5777972375,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860771,128,1,1,13,33,4q0b35m26thti4c2on9a3npk0,0,45.6,97.5,2025-06-22T15:15:34.974Z,2025-06-22T18:56:15Z,4cx6v1ugc9l5sd0nqep3sxoiy,J. Nuñez,,,5777972409,56,Back,5777972411,140,33.8,5777972415,212,13.5,5777972417,213,3.55,5777972413,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863597,233,83,1,13,33,4q0b35m26thti4c2on9a3npk0,0,28.5,78.3,2025-06-22T15:15:35.506Z,2025-06-22T15:26:30Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5777988583,399,5362zl678ibx1md2kk6t4r47o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860779,98,1,1,13,35,ew0hpuiweoltpsg5f51r2w64t,1,66.0,17.6,2025-06-22T15:15:37.251Z,2025-06-22T15:15:38Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5777972449,140,69.4,5777972455,213,5.16,5777972451,141,6.7,5777972447,56,Right,5777972453,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860787,99,1,1,13,36,ew0hpuiweoltpsg5f51r2w64t,1,69.5,5.3,2025-06-22T15:15:38.170Z,2025-06-22T18:56:17Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5777972521,213,1.70,5777972513,56,Right,5777972517,141,13.7,5777972515,140,68.8,5777972519,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860825,100,1,1,13,37,ew0hpuiweoltpsg5f51r2w64t,1,68.8,13.7,2025-06-22T15:15:38.994Z,2025-06-22T15:15:41Z,ap46gkx1wxiog02327an06jv8,S. Silalahi,,,5777972621,212,10.1,5777972615,56,Right,5777972623,213,5.64,5777972619,141,4.7,5777972617,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860829,101,1,1,13,39,ew0hpuiweoltpsg5f51r2w64t,1,77.4,4.3,2025-06-22T15:15:40.930Z,2025-06-22T18:56:20Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5777972641,212,6.8,5777972635,56,Right,5777972643,213,2.30,5777972637,140,73.1,5777972639,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860845,102,1,1,13,40,ew0hpuiweoltpsg5f51r2w64t,0,74.5,11.6,2025-06-22T15:15:41.803Z,2025-06-22T15:15:47Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5777972753,140,100.0,5777972755,141,7.1,5777972751,56,Right,5777972759,213,6.17,5777972757,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860853,103,5,1,13,44,ew0hpuiweoltpsg5f51r2w64t,0,100.8,9.0,2025-06-22T15:15:45.918Z,2025-06-22T17:04:30Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5777972825,346,,5777973277,233,129,5777972823,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860935,129,5,1,13,44,4q0b35m26thti4c2on9a3npk0,1,-0.8,91.0,2025-06-22T15:15:45.918Z,2025-06-22T17:04:30Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5777973265,233,103,5777973237,56,Back,5777973239,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860953,130,1,1,14,5,4q0b35m26thti4c2on9a3npk0,1,4.5,51.2,2025-06-22T15:16:07.016Z,2025-06-22T15:16:10Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5777973331,141,51.8,5777973335,213,0.01,5777973341,237,,5777973325,124,,5777973333,212,46.9,5777973327,56,Back,5777973329,140,49.2,5777973337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860955,131,4,1,14,7,4q0b35m26thti4c2on9a3npk0,1,46.2,43.7,2025-06-22T15:16:09.033Z,2025-06-22T16:03:32Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5777973363,152,,5777973361,56,Back,5777973365,265,,5777973359,13,,5777973371,233,104,5777973367,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860945,104,4,1,14,7,ew0hpuiweoltpsg5f51r2w64t,0,53.8,56.3,2025-06-22T15:16:09.034Z,2025-06-22T17:39:48Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5777973345,56,Center,5777973343,13,,5777973351,285,,5777973349,265,,5777973347,152,,5777973377,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860973,132,1,1,14,9,4q0b35m26thti4c2on9a3npk0,1,49.2,51.8,2025-06-22T15:16:11.615Z,2025-06-22T16:02:55Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5777973463,141,80.8,5777973455,5,,5777973465,212,24.8,5777973461,140,34.9,5777973459,56,Back,5777973457,152,,5777973467,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860977,133,1,1,14,12,4q0b35m26thti4c2on9a3npk0,1,34.9,80.8,2025-06-22T15:16:14.384Z,2025-06-22T15:16:16Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5777973493,140,34.8,5777973497,212,23.4,5777973491,56,Back,5777973495,141,46.4,5777973499,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860981,134,1,1,14,14,4q0b35m26thti4c2on9a3npk0,1,34.8,46.9,2025-06-22T15:16:16.086Z,2025-06-22T15:16:17Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5777973527,213,5.72,5777973521,140,59.0,5777973525,212,30.1,5777973519,56,Center,5777973523,141,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860987,135,1,1,14,15,4q0b35m26thti4c2on9a3npk0,0,59.0,23.3,2025-06-22T15:16:17.566Z,2025-06-22T16:03:03Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777973565,212,27.2,5777973561,140,79.5,5777973567,213,5.63,5777973559,56,Right,5777973563,141,0.0,5777973557,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861023,105,5,1,14,18,ew0hpuiweoltpsg5f51r2w64t,1,26.4,101.4,2025-06-22T15:16:20.379Z,2025-06-22T17:04:30Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5777973773,347,,5777973771,56,Back,5777973775,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823860989,136,5,1,14,18,4q0b35m26thti4c2on9a3npk0,0,73.6,-1.4,2025-06-22T15:16:20.379Z,2025-06-22T15:16:34Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777973797,233,105,5777973569,56,Right,5777973571,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861053,106,1,1,14,32,ew0hpuiweoltpsg5f51r2w64t,1,29.1,100.0,2025-06-22T15:16:34.449Z,2025-06-22T15:16:36Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5777973947,140,37.0,5777973949,141,93.0,5777973951,212,10.2,5777973953,213,5.66,5777973945,56,Back,5777973943,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861083,107,1,1,14,35,ew0hpuiweoltpsg5f51r2w64t,1,35.0,93.5,2025-06-22T15:16:36.802Z,2025-06-22T15:16:39Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5777974001,141,97.4,5777974005,213,2.70,5777974003,212,6.2,5777973999,140,29.7,5777973997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861091,108,1,1,14,37,ew0hpuiweoltpsg5f51r2w64t,1,28.6,97.1,2025-06-22T15:16:39.026Z,2025-06-22T15:16:40Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5777974043,212,8.3,5777974039,140,24.5,5777974037,56,Back,5777974045,213,4.17,5777974041,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861085,137,83,1,14,37,4q0b35m26thti4c2on9a3npk0,0,74.5,40.0,2025-06-22T15:16:39.174Z,2025-06-22T15:16:42Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777974095,399,4ja6as3sd53z72xqa7p8vrv9w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861097,109,1,1,14,38,ew0hpuiweoltpsg5f51r2w64t,1,22.9,85.9,2025-06-22T15:16:40.321Z,2025-06-22T15:16:42Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5777974065,56,Back,5777974071,212,16.8,5777974073,213,3.33,5777974069,141,81.4,5777974067,140,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861123,110,1,1,14,41,ew0hpuiweoltpsg5f51r2w64t,0,6.9,81.1,2025-06-22T15:16:43.250Z,2025-06-22T15:16:47Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5777974211,1,,5777974209,213,0.44,5777974207,212,32.7,5777974199,157,,5777974203,140,35.0,5777974201,56,Back,5777974205,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861125,111,5,1,14,43,ew0hpuiweoltpsg5f51r2w64t,0,35.4,101.8,2025-06-22T15:16:45.025Z,2025-06-22T17:04:31Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5777974669,233,138,5777974219,347,,5777974217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861207,138,5,1,14,43,4q0b35m26thti4c2on9a3npk0,1,64.6,-1.8,2025-06-22T15:16:45.025Z,2025-06-22T17:04:31Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777974653,233,111,5777974651,347,,5777974649,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861219,139,1,1,15,11,4q0b35m26thti4c2on9a3npk0,0,69.9,0.0,2025-06-22T15:17:13.736Z,2025-06-22T15:17:15Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777974719,141,32.5,5777974717,140,90.3,5777974715,56,Center,5777974723,213,0.83,5777974713,107,,5777974721,212,31.8,5777974725,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861227,112,12,1,15,15,ew0hpuiweoltpsg5f51r2w64t,1,9.9,61.5,2025-06-22T15:17:17.081Z,2025-06-22T15:17:20Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5777974783,15,,5777974773,140,20.2,5777974777,212,12.7,5777974779,213,0.55,5777974775,141,71.2,5777974771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861231,140,1,1,15,16,4q0b35m26thti4c2on9a3npk0,0,73.0,28.0,2025-06-22T15:17:17.821Z,2025-06-22T15:17:18Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5777974799,56,Center,5777974797,3,,5777974803,141,35.1,5777974807,213,0.23,5777974805,212,21.2,5777974801,140,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861259,113,12,1,15,18,ew0hpuiweoltpsg5f51r2w64t,1,7.7,58.5,2025-06-22T15:17:20.344Z,2025-06-22T15:17:27Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5777974955,213,0.44,5777974951,141,74.2,5777974949,140,29.5,5777974947,56,Back,5777974953,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861245,141,1,1,15,19,4q0b35m26thti4c2on9a3npk0,0,68.3,25.6,2025-06-22T15:17:21.552Z,2025-06-22T15:17:22Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5777974857,56,Center,5777974859,140,80.6,5777974869,213,0.65,5777974865,212,16.2,5777974861,141,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861261,114,50,1,15,25,ew0hpuiweoltpsg5f51r2w64t,1,31.2,63.2,2025-06-22T15:17:27.220Z,2025-06-22T15:59:55Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5777974957,56,Back,5777975025,233,142,5777975029,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861273,142,7,1,15,25,4q0b35m26thti4c2on9a3npk0,1,68.8,36.8,2025-06-22T15:17:27.221Z,2025-06-22T15:59:54Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5777975021,233,114,5777975013,56,Center,5777975015,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861315,143,1,1,15,27,4q0b35m26thti4c2on9a3npk0,1,33.4,17.4,2025-06-22T15:17:29.630Z,2025-06-22T16:02:38Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,,5777975207,1,,5777975205,213,6.23,5777975201,141,12.8,5777992743,155,,5777975197,56,Right,5777975199,140,88.5,5777975203,212,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861291,115,83,1,15,30,ew0hpuiweoltpsg5f51r2w64t,0,24.5,96.5,2025-06-22T15:17:32.585Z,2025-06-22T15:17:42Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5777975281,399,1pobxn4eg4l8phk4ug0t56t7u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861321,144,4,1,15,34,4q0b35m26thti4c2on9a3npk0,1,74.0,14.6,2025-06-22T15:17:35.984Z,2025-06-22T15:17:56Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5777975237,233,116,5777975229,152,,5777975227,56,Right,5777975587,295,,5777975233,286,,5777975225,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861307,116,4,1,15,34,ew0hpuiweoltpsg5f51r2w64t,0,26.0,85.4,2025-06-22T15:17:35.985Z,2025-06-22T15:17:43Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5777975221,285,,5777975213,13,,5777975215,295,,5777975247,233,144,5777975217,56,Back,5777975219,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861457,145,1,1,16,13,4q0b35m26thti4c2on9a3npk0,0,75.1,9.4,2025-06-22T15:18:14.877Z,2025-06-22T15:18:17Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777975999,140,92.9,5777975997,56,Center,5777975989,2,,5777975991,5,,5777975995,152,,5777976005,213,0.91,5777976001,141,44.5,5777975993,155,,5777976003,212,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861485,117,12,1,16,16,ew0hpuiweoltpsg5f51r2w64t,1,3.5,60.8,2025-06-22T15:18:18.680Z,2025-06-22T15:18:24Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5777976171,140,2.3,5777976175,212,24.7,5777976177,213,1.62,5777976169,56,Back,5777976173,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861513,118,1,1,16,18,ew0hpuiweoltpsg5f51r2w64t,0,2.3,97.1,2025-06-22T15:18:20.441Z,2025-06-22T15:18:33Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5777976319,212,7.2,5777976311,157,,5777976315,140,9.2,5777976323,1,,5777976317,141,96.9,5777976313,56,Back,5777976321,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861509,146,61,1,16,25,4q0b35m26thti4c2on9a3npk0,1,77.1,10.4,2025-06-22T15:18:27.689Z,2025-06-22T15:18:30Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777976377,189,,5777976293,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861529,119,5,1,16,26,ew0hpuiweoltpsg5f51r2w64t,1,22.6,101.8,2025-06-22T15:18:28.573Z,2025-06-22T17:04:31Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5777976419,347,,5777976417,56,Back,5777976421,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861515,147,5,1,16,26,4q0b35m26thti4c2on9a3npk0,0,77.4,-1.8,2025-06-22T15:18:28.573Z,2025-06-22T17:04:32Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777976331,347,,5777976329,56,Right,5777976425,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861551,120,1,1,16,38,ew0hpuiweoltpsg5f51r2w64t,1,24.0,100.0,2025-06-22T15:18:39.897Z,2025-06-22T15:18:41Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5777976541,56,Back,5777976545,141,87.7,5777976543,140,23.2,5777976549,213,4.62,5777976539,107,,5777976547,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861557,121,1,1,16,39,ew0hpuiweoltpsg5f51r2w64t,1,23.2,87.7,2025-06-22T15:18:41.224Z,2025-06-22T15:18:42Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5777976581,140,5.2,5777976585,212,18.9,5777976579,56,Back,5777976587,213,3.11,5777976583,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861575,122,1,1,16,40,ew0hpuiweoltpsg5f51r2w64t,0,5.2,88.7,2025-06-22T15:18:42.593Z,2025-06-22T15:18:45Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5777976667,141,63.4,5777976669,212,54.2,5777976673,1,,5777976671,213,5.96,5777976661,157,,5777976665,140,54.1,5777976663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861595,149,1,1,16,46,4q0b35m26thti4c2on9a3npk0,1,45.8,51.0,2025-06-22T15:18:48.029Z,2025-06-22T15:18:50Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5777976769,212,23.0,5777976767,141,82.1,5777976771,213,1.17,5777976765,140,54.3,5777976763,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861619,150,1,1,16,48,4q0b35m26thti4c2on9a3npk0,1,55.2,83.8,2025-06-22T15:18:50.693Z,2025-06-22T15:18:53Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5777976903,212,21.3,5777976897,56,Back,5777976899,140,43.4,5777976905,213,4.09,5777976901,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861645,151,1,1,16,51,4q0b35m26thti4c2on9a3npk0,1,43.4,58.4,2025-06-22T15:18:53.621Z,2025-06-22T15:18:58Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5777977033,213,5.39,5777977025,56,Center,5777977031,212,25.9,5777977029,141,28.6,5777977027,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861655,152,1,1,16,56,4q0b35m26thti4c2on9a3npk0,1,54.6,27.3,2025-06-22T15:18:58.068Z,2025-06-22T15:19:02Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777977091,213,2.00,5777977083,56,Back,5777977085,140,49.1,5777977087,141,46.0,5777977089,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861667,153,1,1,17,0,4q0b35m26thti4c2on9a3npk0,1,52.0,53.7,2025-06-22T15:19:01.918Z,2025-06-22T15:19:03Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5777977157,212,16.9,5777977159,213,5.94,5777977153,140,67.2,5777977151,56,Center,5777977155,141,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861681,154,1,1,17,2,4q0b35m26thti4c2on9a3npk0,1,67.2,45.4,2025-06-22T15:19:03.829Z,2025-06-22T15:19:05Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5777977241,213,3.78,5777977237,141,35.1,5777977235,140,58.3,5777977239,212,11.7,5777977233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861685,155,1,1,17,3,4q0b35m26thti4c2on9a3npk0,1,58.3,35.1,2025-06-22T15:19:05.350Z,2025-06-22T15:19:06Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777977257,56,Center,5777977259,140,71.2,5777977263,212,15.6,5777977261,141,46.6,5777977265,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861701,156,1,1,17,4,4q0b35m26thti4c2on9a3npk0,1,71.3,46.7,2025-06-22T15:19:06.404Z,2025-06-22T15:19:08Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5777977363,213,4.10,5777977353,56,Center,5777977361,212,13.3,5777977357,140,64.0,5777977359,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861707,157,1,1,17,7,4q0b35m26thti4c2on9a3npk0,1,55.4,24.7,2025-06-22T15:19:08.837Z,2025-06-22T15:19:10Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5777977397,140,46.9,5777977399,141,38.6,5777977401,212,13.0,5777977403,213,2.33,5777977395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861723,158,1,1,17,8,4q0b35m26thti4c2on9a3npk0,1,46.9,40.6,2025-06-22T15:19:10.084Z,2025-06-22T15:19:13Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5777977487,141,61.4,5777977489,212,15.4,5777977483,56,Center,5777977491,213,1.16,5777977485,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861735,159,1,1,17,12,4q0b35m26thti4c2on9a3npk0,1,53.9,71.5,2025-06-22T15:19:13.837Z,2025-06-22T15:19:16Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5777977567,213,5.56,5777977565,212,20.0,5777977561,140,68.2,5777977559,56,Center,5777977563,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861749,160,1,1,17,14,4q0b35m26thti4c2on9a3npk0,1,74.0,28.9,2025-06-22T15:19:16.709Z,2025-06-22T15:19:19Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5777977645,213,5.67,5777977637,56,Right,5777977641,141,8.2,5777977639,140,93.0,5777977643,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
