id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/15/value,qualifier/12/value
2797310935,79,8,1,12,22,8q6cv8g4bd3xdl7m88kll16na,1,35.6,52.5,2025-04-06T15:13:30.500Z,2025-04-06T15:13:31Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5630900649,56,Back,5630900715,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797332621,331,61,1,12,23,doohk95o6e8pkqah8vkop51dg,0,56.8,45.6,2025-04-06T15:13:31.911Z,2025-04-06T17:26:37Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5631029053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311001,80,1,1,12,24,8q6cv8g4bd3xdl7m88kll16na,0,37.8,63.7,2025-04-06T15:13:32.892Z,2025-04-06T15:13:34Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5630901081,213,6.07,5630901065,157,,5630901083,1,,5630901069,56,Center,5630901079,212,34.8,5630901077,141,53.0,5630901071,140,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311153,88,1,1,12,30,doohk95o6e8pkqah8vkop51dg,1,24.9,65.5,2025-04-06T15:13:39.141Z,2025-04-06T15:13:42Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5630901863,141,55.2,5630901867,213,3.62,5630901859,56,Back,5630901861,140,11.9,5630901865,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311197,90,1,1,12,34,doohk95o6e8pkqah8vkop51dg,1,11.9,55.2,2025-04-06T15:13:42.365Z,2025-04-06T15:13:44Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5630902077,141,68.8,5630902079,212,13.1,5630902073,56,Back,5630902081,213,0.78,5630902075,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311243,91,1,1,12,35,doohk95o6e8pkqah8vkop51dg,1,21.4,69.4,2025-04-06T15:13:44.077Z,2025-04-06T15:13:47Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5630902293,213,1.63,5630902291,212,16.7,5630902287,140,20.5,5630902289,141,93.9,5630902285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311259,92,1,1,12,39,doohk95o6e8pkqah8vkop51dg,1,20.5,93.9,2025-04-06T15:13:47.701Z,2025-04-06T15:13:48Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5630902351,141,95.4,5630902355,213,0.09,5630902347,56,Back,5630902349,140,31.6,5630902353,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311287,93,1,1,12,40,doohk95o6e8pkqah8vkop51dg,1,31.6,95.4,2025-04-06T15:13:48.348Z,2025-04-06T15:13:49Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5630902485,141,78.1,5630902481,56,Back,5630902483,140,47.0,5630902489,213,5.65,5630902487,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311303,94,1,1,12,41,doohk95o6e8pkqah8vkop51dg,1,47.0,78.1,2025-04-06T15:13:49.789Z,2025-04-06T15:13:51Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5630902573,141,80.2,5630902579,213,0.06,5630902577,212,23.1,5630902569,56,Left,5630902571,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311347,95,1,1,12,43,doohk95o6e8pkqah8vkop51dg,1,80.0,81.1,2025-04-06T15:13:51.349Z,2025-04-06T15:13:54Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5630902825,141,51.7,5630902821,56,Center,5630902829,213,5.07,5630902823,140,87.2,5630902827,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311357,96,50,1,12,45,doohk95o6e8pkqah8vkop51dg,1,89.1,51.4,2025-04-06T15:13:54.277Z,2025-04-06T17:48:22Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5631040321,233,88,5630902875,56,Center,5631040263,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312305,88,7,1,12,45,8q6cv8g4bd3xdl7m88kll16na,1,10.9,48.6,2025-04-06T15:13:54.278Z,2025-04-06T17:48:22Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5631040299,233,96,5630908235,56,Back,5630908239,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797316163,142,61,1,12,46,8q6cv8g4bd3xdl7m88kll16na,1,9.3,44.6,2025-04-06T15:13:54.656Z,2025-04-06T16:02:56Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5630928925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311397,81,12,1,12,47,8q6cv8g4bd3xdl7m88kll16na,1,10.4,55.4,2025-04-06T15:13:55.380Z,2025-04-06T15:37:56Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5630903101,213,0.82,5630903099,212,42.7,5630903097,141,100.0,5630903093,56,Back,5631036197,167,,5630903095,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311399,82,43,1,12,48,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-06T15:13:56.629Z,2025-04-06T15:38:12Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5630903113,56,Back,5631037643,144,5,5630903115,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311499,97,1,1,12,53,doohk95o6e8pkqah8vkop51dg,1,44.1,8.5,2025-04-06T15:14:01.693Z,2025-04-06T15:14:04Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5630903733,212,13.1,5630903731,141,19.6,5630903727,56,Right,5630903729,140,54.3,5630903735,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311523,98,1,1,12,55,doohk95o6e8pkqah8vkop51dg,1,60.7,22.5,2025-04-06T15:14:03.900Z,2025-04-06T15:14:05Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5630903895,212,9.0,5630903891,140,69.3,5630903893,141,23.2,5630903897,213,0.05,5630903889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311589,99,1,1,12,56,doohk95o6e8pkqah8vkop51dg,1,69.3,23.2,2025-04-06T15:14:04.924Z,2025-04-06T15:14:08Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5630904285,141,11.2,5630904281,56,Right,5630904283,140,76.8,5630904287,212,11.3,5630904289,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311627,100,1,1,12,59,doohk95o6e8pkqah8vkop51dg,1,84.9,9.0,2025-04-06T15:14:08.020Z,2025-04-06T15:14:09Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5630904485,213,0.77,5630904481,141,14.7,5630904479,140,88.7,5630904477,56,Right,5630904483,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311667,85,45,1,13,1,8q6cv8g4bd3xdl7m88kll16na,0,8.6,69.2,2025-04-06T15:14:09.622Z,2025-04-06T17:05:28Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5630904709,56,Back,5630904907,233,101,5630904711,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311693,101,3,1,13,1,doohk95o6e8pkqah8vkop51dg,1,91.4,30.8,2025-04-06T15:14:09.622Z,2025-04-06T17:05:28Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5630904833,286,,5630904827,56,Center,5630904865,233,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311759,102,1,1,13,4,doohk95o6e8pkqah8vkop51dg,1,99.0,37.9,2025-04-06T15:14:12.700Z,2025-04-06T17:26:10Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,1.0,,5630905183,140,93.7,5630905189,213,2.19,5630905187,212,9.7,5630905181,56,Center,5630908007,210,15,5630908009,154,,5630905185,141,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311769,103,15,1,13,6,doohk95o6e8pkqah8vkop51dg,1,86.9,54.0,2025-04-06T15:14:14.732Z,2025-04-06T15:14:47Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5630905237,56,Center,5630908069,146,98.8,5630908063,100,,5630908071,147,53.4,5630908075,231,49.3,5630908057,103,19,5630908047,29,,5630905231,22,,5630908055,102,5630908045,76,,53.4,5630908051,55,5630908067,101,,5630905233,17,5630908117,233,86,102,5630908049,154,5630908043,20,5630908073,230,98.1,5630908061,328,5630908065,82,,,,
2797311767,86,10,1,13,6,8q6cv8g4bd3xdl7m88kll16na,1,1.2,46.6,2025-04-06T15:14:14.832Z,2025-04-06T17:26:28Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5631584377,14,,5630905219,94,,5630908157,233,103,5630905221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797338137,338,61,1,13,7,8q6cv8g4bd3xdl7m88kll16na,1,4.8,45.6,2025-04-06T15:14:15.787Z,2025-04-06T15:40:59Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5631055823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311805,87,4,1,13,10,8q6cv8g4bd3xdl7m88kll16na,1,6.2,52.0,2025-04-06T15:14:19.140Z,2025-04-06T16:03:04Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5630905537,152,,5630905533,56,Back,5630905959,233,104,5630905529,13,,5630905531,294,,5630905541,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797311863,104,4,1,13,10,doohk95o6e8pkqah8vkop51dg,0,93.8,48.0,2025-04-06T15:14:19.141Z,2025-04-06T15:14:50Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5630905947,56,Center,5630905949,152,,5630905953,286,,5630905983,233,87,5630908435,294,,5630905945,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312411,89,1,1,13,45,8q6cv8g4bd3xdl7m88kll16na,0,6.6,54.9,2025-04-06T15:14:53.476Z,2025-04-06T15:14:54Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5630908761,212,63.1,5630908755,56,Center,5630908751,157,,5630908763,213,6.14,5630908767,1,,5630908757,140,66.1,5630908753,152,,5630908759,141,42.1,5630908749,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312447,105,1,1,13,46,doohk95o6e8pkqah8vkop51dg,0,31.8,57.9,2025-04-06T15:14:54.900Z,2025-04-06T15:14:56Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5630908945,56,Center,5630908953,213,6.27,5630908949,141,57.4,5630908943,3,,5630908947,140,54.9,5630908951,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312481,90,8,1,13,48,8q6cv8g4bd3xdl7m88kll16na,1,36.8,47.9,2025-04-06T15:14:56.468Z,2025-04-06T17:26:08Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5630909171,56,Back,5631067479,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312487,91,1,1,13,49,8q6cv8g4bd3xdl7m88kll16na,1,63.5,40.1,2025-04-06T15:14:58.205Z,2025-04-06T15:14:59Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5630909191,141,28.5,5630909189,140,58.0,5630909199,213,4.08,5630909185,56,Center,5630909195,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312515,92,1,1,13,50,8q6cv8g4bd3xdl7m88kll16na,1,57.9,28.3,2025-04-06T15:14:58.916Z,2025-04-06T17:26:07Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5630909325,213,5.84,5630909317,140,74.7,5630909319,141,16.1,5630909321,212,19.5,5630909315,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797360155,429,3,1,13,51,8q6cv8g4bd3xdl7m88kll16na,0,75.2,12.9,2025-04-06T15:14:59.279Z,2025-04-06T17:48:23Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5631172569,56,Right,5631172573,286,,5631172837,233,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312555,106,7,1,13,51,doohk95o6e8pkqah8vkop51dg,1,24.8,87.1,2025-04-06T15:14:59.280Z,2025-04-06T17:48:23Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5631172815,233,429,5631172791,285,,5630909561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312607,108,1,1,13,55,doohk95o6e8pkqah8vkop51dg,1,34.6,97.8,2025-04-06T15:15:03.628Z,2025-04-06T15:15:05Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5630909849,213,6.17,5630909847,212,7.4,5630909843,140,41.6,5630909841,56,Back,5630909845,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312653,109,1,1,13,56,doohk95o6e8pkqah8vkop51dg,1,44.2,94.2,2025-04-06T15:15:05.012Z,2025-04-06T15:15:08Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5630910119,141,79.8,5630910117,140,40.1,5630910115,56,Back,5630910121,212,10.7,5630910125,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797360447,430,83,1,13,58,8q6cv8g4bd3xdl7m88kll16na,0,62.0,28.8,2025-04-06T15:15:06.279Z,2025-04-06T17:29:27Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5631595019,399,6wwk8y9mklkh8x606ynhe1lp0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312683,110,1,1,13,59,doohk95o6e8pkqah8vkop51dg,0,39.9,75.9,2025-04-06T15:15:08.196Z,2025-04-06T15:15:09Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5630910253,213,5.11,5630910247,140,43.0,5630910249,141,64.6,5630910251,212,8.3,5630910245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312731,94,3,1,14,0,8q6cv8g4bd3xdl7m88kll16na,1,60.5,35.2,2025-04-06T15:15:08.492Z,2025-04-06T17:25:57Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5630910447,56,Center,5631092289,233,111,5631087623,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312839,111,45,1,14,0,doohk95o6e8pkqah8vkop51dg,0,39.5,64.8,2025-04-06T15:15:08.492Z,2025-04-06T17:25:58Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5630911037,56,Back,5631092317,233,94,5631088075,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312769,95,1,1,14,3,8q6cv8g4bd3xdl7m88kll16na,1,67.5,34.6,2025-04-06T15:15:11.572Z,2025-04-06T17:26:00Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5630910631,212,12.0,5630910629,141,52.1,5630910627,140,69.1,5630910633,213,1.43,5630910625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312867,96,1,1,14,5,8q6cv8g4bd3xdl7m88kll16na,1,67.5,53.1,2025-04-06T15:15:13.285Z,2025-04-06T17:26:02Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5630911115,212,14.9,5630911109,56,Center,5630911111,140,70.8,5630911113,141,74.4,5630911117,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312947,97,1,1,14,9,8q6cv8g4bd3xdl7m88kll16na,0,79.6,87.7,2025-04-06T15:15:17.596Z,2025-04-06T15:47:26Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5630911541,140,100.0,5630911535,2,,5630911545,212,40.9,5630911543,141,37.7,5630911549,1,,5630911547,213,5.30,5630911539,56,Center,5630911537,155,,5631094927,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797312989,98,5,1,14,12,8q6cv8g4bd3xdl7m88kll16na,0,101.0,40.9,2025-04-06T15:15:21.230Z,2025-04-06T17:42:00Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5630911803,346,,5630911801,56,Center,5630912691,233,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313115,112,5,1,14,12,doohk95o6e8pkqah8vkop51dg,1,-1.0,59.1,2025-04-06T15:15:21.230Z,2025-04-06T17:42:00Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5630912587,56,Back,5630912589,346,,5630912651,233,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313277,113,1,1,14,27,doohk95o6e8pkqah8vkop51dg,1,4.1,58.5,2025-04-06T15:15:36.036Z,2025-04-06T15:15:38Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5630913373,124,,5630913377,56,Back,5630913389,212,38.1,5630913387,141,82.3,5630913383,140,37.0,5630913397,237,,5630913393,1,,5630913391,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313291,114,1,1,14,29,doohk95o6e8pkqah8vkop51dg,0,37.0,82.3,2025-04-06T15:15:37.876Z,2025-04-06T15:15:38Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5630913451,141,79.2,5630913443,3,,5630913449,140,60.2,5630913447,56,Left,5630913453,212,24.5,5630913445,168,,5630913455,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313345,100,1,1,14,30,8q6cv8g4bd3xdl7m88kll16na,1,34.6,35.7,2025-04-06T15:15:38.967Z,2025-04-06T15:15:42Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5630913821,213,5.99,5630913815,140,45.5,5630913813,56,Back,5630913817,141,30.6,5630913819,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313387,101,1,1,14,34,8q6cv8g4bd3xdl7m88kll16na,1,47.7,34.2,2025-04-06T15:15:42.701Z,2025-04-06T15:15:44Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5630914025,56,Center,5630914033,213,5.48,5630914029,141,25.8,5630914027,140,52.9,5630914031,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313411,102,1,1,14,36,8q6cv8g4bd3xdl7m88kll16na,1,53.4,23.9,2025-04-06T15:15:44.604Z,2025-04-06T15:15:46Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5630914201,141,14.0,5630914205,213,4.59,5630914199,140,52.6,5630914197,56,Right,5630914203,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313435,103,1,1,14,37,8q6cv8g4bd3xdl7m88kll16na,1,52.6,14.0,2025-04-06T15:15:45.468Z,2025-04-06T15:15:47Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5630914359,141,27.6,5630914357,140,59.1,5630914355,56,Center,5630914361,212,11.5,5630914363,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313451,104,1,1,14,38,8q6cv8g4bd3xdl7m88kll16na,1,58.5,30.0,2025-04-06T15:15:47.252Z,2025-04-06T15:15:48Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5630914469,212,5.9,5630914457,56,Center,5630914461,140,57.4,5630914473,213,1.77,5630914465,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313497,105,1,1,14,39,8q6cv8g4bd3xdl7m88kll16na,1,57.4,38.5,2025-04-06T15:15:48.099Z,2025-04-06T15:15:50Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5630914717,140,40.2,5630914713,56,Back,5630914727,212,18.1,5630914731,213,3.15,5630914721,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313593,106,1,1,14,41,8q6cv8g4bd3xdl7m88kll16na,1,41.3,39.2,2025-04-06T15:15:49.876Z,2025-04-06T15:15:54Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5630915185,140,40.9,5630915191,213,1.59,5630915183,56,Back,5630915189,212,18.1,5630915187,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313631,107,1,1,14,46,8q6cv8g4bd3xdl7m88kll16na,1,47.2,64.8,2025-04-06T15:15:54.348Z,2025-04-06T15:15:56Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5630915395,212,17.7,5630915391,140,40.4,5630915389,56,Back,5630915397,213,4.30,5630915393,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313693,108,1,1,14,47,8q6cv8g4bd3xdl7m88kll16na,1,40.9,41.6,2025-04-06T15:15:56.133Z,2025-04-06T15:15:58Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5630915745,56,Back,5630915747,140,45.5,5630915749,141,62.9,5630915753,213,1.25,5630915751,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313771,109,1,1,14,49,8q6cv8g4bd3xdl7m88kll16na,1,53.8,67.2,2025-04-06T15:15:58.276Z,2025-04-06T15:16:02Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5630916101,56,Left,5630916105,141,93.8,5630916099,155,,5630916107,212,23.3,5630916103,140,67.8,5630916109,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313871,110,1,1,14,53,8q6cv8g4bd3xdl7m88kll16na,1,65.3,90.0,2025-04-06T15:16:02.053Z,2025-04-06T15:16:05Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5630916613,140,52.0,5630916619,141,86.5,5630916627,213,3.31,5630916623,212,14.2,5630916609,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313891,111,1,1,14,57,8q6cv8g4bd3xdl7m88kll16na,1,57.8,86.5,2025-04-06T15:16:05.484Z,2025-04-06T15:16:06Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5630916727,212,6.8,5630916723,141,78.7,5630916731,213,5.38,5630916719,140,61.8,5630916715,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313969,112,1,1,14,58,8q6cv8g4bd3xdl7m88kll16na,1,61.8,78.7,2025-04-06T15:16:06.484Z,2025-04-06T15:16:10Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5630917133,56,Left,5630917139,212,12.0,5630917137,141,91.8,5630917141,213,0.83,5630917135,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797313983,113,1,1,15,1,8q6cv8g4bd3xdl7m88kll16na,0,73.4,93.3,2025-04-06T15:16:10.168Z,2025-04-06T15:16:10Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5630917205,2,,5630917213,141,74.4,5630917217,213,5.30,5630917211,140,81.6,5630917207,155,,5630917209,56,Center,5630917215,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314005,115,61,1,15,3,doohk95o6e8pkqah8vkop51dg,1,19.7,26.4,2025-04-06T15:16:12.032Z,2025-04-06T15:16:12Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5630917343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314061,114,1,1,15,4,8q6cv8g4bd3xdl7m88kll16na,1,81.5,88.3,2025-04-06T15:16:12.996Z,2025-04-06T15:16:14Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5630917661,213,2.91,5630917655,140,73.9,5630917657,141,91.1,5630917659,212,8.2,5630917653,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314099,115,1,1,15,6,8q6cv8g4bd3xdl7m88kll16na,1,74.9,90.8,2025-04-06T15:16:14.731Z,2025-04-06T15:16:16Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5630917835,212,5.5,5630917829,56,Left,5630917831,140,80.1,5630917837,213,0.00,5630917833,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314127,116,45,1,15,8,doohk95o6e8pkqah8vkop51dg,0,24.3,11.6,2025-04-06T15:16:16.747Z,2025-04-06T17:05:29Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5630918079,233,116,5630917969,285,,5630917967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797314143,116,3,1,15,8,8q6cv8g4bd3xdl7m88kll16na,1,75.7,88.4,2025-04-06T15:16:16.747Z,2025-04-06T17:05:29Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5630918025,286,,5630918055,233,116,5630918023,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
