id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/15/value
2808318911,133,1,1,13,41,bsykw9d70ffqe9atosc92n1e9,1,58.4,80.5,2025-04-30T16:13:56.115Z,2025-05-01T07:48:23Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5691651721,140,47.3,5691651719,56,Back,5691651727,213,4.26,5691651723,141,45.0,5692390603,156,,5691651725,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318917,134,1,1,13,49,bsykw9d70ffqe9atosc92n1e9,1,70.8,29.7,2025-04-30T16:14:04.499Z,2025-04-30T16:14:06Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5691651757,140,71.3,5691651759,141,11.9,5691651761,212,12.1,5691651755,56,Right,5691651763,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318921,135,1,1,13,51,bsykw9d70ffqe9atosc92n1e9,0,76.8,12.7,2025-04-30T16:14:06.475Z,2025-05-01T07:48:38Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5692390771,224,,5691651791,140,81.5,5692390699,2,,5692390773,20,,5691651797,213,0.63,5691651793,141,18.0,5691651789,56,Right,5691651965,155,,5691651795,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318927,122,61,1,13,51,d8w1m5j3jbd1eva8524dv4a20,1,18.5,82.0,2025-04-30T16:14:06.575Z,2025-04-30T18:09:51Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5691651831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318931,136,61,1,13,58,bsykw9d70ffqe9atosc92n1e9,0,90.8,8.3,2025-04-30T16:14:13.003Z,2025-04-30T18:57:02Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691651867,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318945,123,12,1,14,3,d8w1m5j3jbd1eva8524dv4a20,1,9.0,81.6,2025-04-30T16:14:18.121Z,2025-04-30T16:20:08Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5691653995,213,1.16,5691653989,140,14.8,5691653993,212,15.1,5691653991,141,100.0,5691653987,167,,5691651939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318951,124,5,1,14,4,d8w1m5j3jbd1eva8524dv4a20,0,12.0,101.8,2025-04-30T16:14:19.336Z,2025-04-30T16:14:42Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5691651967,56,Back,5691651969,347,,5691651979,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318947,137,5,1,14,4,bsykw9d70ffqe9atosc92n1e9,1,88.0,-1.8,2025-04-30T16:14:19.336Z,2025-04-30T16:40:50Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691651951,347,,5691651949,56,Right,5691651975,233,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318955,138,1,1,14,5,bsykw9d70ffqe9atosc92n1e9,0,88.0,0.0,2025-04-30T16:14:20.434Z,2025-04-30T16:20:02Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5691651999,56,Right,5691651997,107,,5691652005,212,5.2,5691652001,140,88.8,5691652003,141,6.5,5691652007,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318963,125,8,1,14,9,d8w1m5j3jbd1eva8524dv4a20,1,3.4,89.9,2025-04-30T16:14:23.881Z,2025-05-01T07:49:45Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5692391279,385,,5692391253,15,,5691652043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318965,126,5,1,14,9,d8w1m5j3jbd1eva8524dv4a20,0,10.4,100.9,2025-04-30T16:14:24.323Z,2025-04-30T16:40:51Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5691652061,347,,5691652151,233,139,5691652059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318973,139,5,1,14,9,bsykw9d70ffqe9atosc92n1e9,1,89.6,-0.9,2025-04-30T16:14:24.323Z,2025-04-30T16:40:51Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691652109,347,,5691652107,56,Right,5691652131,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318983,140,1,1,14,13,bsykw9d70ffqe9atosc92n1e9,1,87.6,0.0,2025-04-30T16:14:28.082Z,2025-05-01T07:50:00Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5692391373,189,,5691652201,213,1.23,5691652191,107,,5691652203,1,,5691652195,140,94.9,5691652199,212,23.2,5691652197,141,31.8,5691652193,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319759,179,1,1,14,16,bsykw9d70ffqe9atosc92n1e9,1,91.5,19.4,2025-04-30T16:14:31.365Z,2025-05-01T07:50:06Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691657181,212,26.2,5691657171,157,,5691657183,213,1.97,5691657177,140,81.9,5691657179,141,54.9,5691657185,1,,5691657175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318993,141,1,1,14,16,bsykw9d70ffqe9atosc92n1e9,0,68.6,42.4,2025-04-30T16:14:31.610Z,2025-04-30T16:14:33Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691652247,3,,5691652249,56,Center,5691652257,213,0.22,5691652253,141,50.9,5691652255,212,26.2,5691652251,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808318999,127,52,1,14,19,d8w1m5j3jbd1eva8524dv4a20,1,6.8,46.1,2025-04-30T16:14:33.994Z,2025-05-01T07:50:13Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5692391553,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319021,128,1,1,14,34,d8w1m5j3jbd1eva8524dv4a20,1,6.0,50.1,2025-04-30T16:14:49.017Z,2025-05-01T07:50:25Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5691652435,123,,5691652445,213,5.42,5692391593,189,,5691652439,140,13.3,5691652437,56,Back,5691652441,141,37.0,5691652443,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319025,129,1,1,14,35,d8w1m5j3jbd1eva8524dv4a20,1,13.3,37.0,2025-04-30T16:14:50.257Z,2025-04-30T16:14:51Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5691652467,56,Back,5691652469,140,10.7,5691652471,141,42.1,5691652473,212,4.4,5691652475,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319037,130,1,1,14,36,d8w1m5j3jbd1eva8524dv4a20,1,10.7,42.1,2025-04-30T16:14:51.249Z,2025-04-30T16:14:57Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5691652533,212,8.3,5691652531,141,49.0,5691652529,140,17.2,5691652527,56,Back,5691652535,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319041,131,1,1,14,42,d8w1m5j3jbd1eva8524dv4a20,1,6.8,44.6,2025-04-30T16:14:56.953Z,2025-04-30T16:14:58Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,,5691652567,213,1.94,5691652563,141,49.4,5691652565,212,3.5,5691652561,140,5.6,5691652559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319043,132,1,1,14,43,d8w1m5j3jbd1eva8524dv4a20,0,5.6,49.4,2025-04-30T16:14:57.809Z,2025-04-30T16:15:00Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5691652605,213,0.33,5691652595,157,,5691652607,1,,5691652601,141,78.2,5691652603,212,59.9,5691652599,140,59.5,5691652597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319069,144,1,1,14,51,bsykw9d70ffqe9atosc92n1e9,1,36.7,17.6,2025-04-30T16:15:06.353Z,2025-04-30T16:15:09Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691652767,212,10.6,5691652769,213,1.64,5691652763,140,36.0,5691652761,56,Back,5691652765,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319071,145,1,1,14,54,bsykw9d70ffqe9atosc92n1e9,1,38.1,38.8,2025-04-30T16:15:08.921Z,2025-04-30T16:15:11Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5691652775,56,Back,5691652777,140,43.5,5691652779,141,66.4,5691652781,212,19.6,5691652783,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319077,146,1,1,14,56,bsykw9d70ffqe9atosc92n1e9,1,52.1,74.4,2025-04-30T16:15:10.993Z,2025-04-30T16:15:13Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691652821,213,0.58,5691652815,140,62.5,5691652813,56,Left,5691652819,212,13.1,5691652817,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319083,147,1,1,14,58,bsykw9d70ffqe9atosc92n1e9,1,62.6,84.8,2025-04-30T16:15:13.113Z,2025-04-30T16:15:15Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5691652863,141,78.1,5691652861,140,74.3,5691652869,213,5.93,5691652859,56,Center,5691652865,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319089,148,1,1,15,0,bsykw9d70ffqe9atosc92n1e9,1,74.1,68.1,2025-04-30T16:15:15.401Z,2025-04-30T16:15:16Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5691652895,56,Center,5691652897,140,81.8,5691652899,141,66.1,5691652903,213,6.12,5691652901,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319091,149,1,1,15,1,bsykw9d70ffqe9atosc92n1e9,0,81.8,66.1,2025-04-30T16:15:16.617Z,2025-04-30T16:15:17Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5691652913,212,4.3,5691652911,141,69.1,5691652915,213,2.65,5691652909,140,78.2,5691652907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319107,134,4,1,15,5,d8w1m5j3jbd1eva8524dv4a20,1,24.8,28.8,2025-04-30T16:15:20.568Z,2025-05-01T07:50:54Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5691653063,233,150,5692391739,294,,5691653061,285,,5691653055,56,Back,5691653053,13,,5691653057,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319099,150,4,1,15,5,bsykw9d70ffqe9atosc92n1e9,0,75.2,71.2,2025-04-30T16:15:20.569Z,2025-05-01T07:50:56Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5691652985,152,,5692391745,294,,5691652989,286,,5691652977,13,,5691653069,233,134,5691652981,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319159,135,1,1,15,36,d8w1m5j3jbd1eva8524dv4a20,0,25.7,31.3,2025-04-30T16:15:51.065Z,2025-04-30T16:15:58Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5691653365,56,Center,5691653371,212,63.1,5691653363,152,,5691653367,140,77.9,5691653369,141,77.3,5691653375,1,,5691653359,5,,5691653373,213,0.52,5691653361,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319165,151,44,1,15,40,bsykw9d70ffqe9atosc92n1e9,1,24.3,24.4,2025-04-30T16:15:55.465Z,2025-04-30T18:07:48Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691653383,56,Back,5691653403,233,136,5691653385,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319163,136,44,1,15,40,d8w1m5j3jbd1eva8524dv4a20,0,75.7,75.6,2025-04-30T16:15:55.466Z,2025-04-30T18:07:48Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5691653379,56,Center,5691653381,286,,5691653407,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319167,152,12,1,15,41,bsykw9d70ffqe9atosc92n1e9,1,27.8,26.1,2025-04-30T16:15:56.065Z,2025-04-30T16:34:25Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691653397,15,,5691653393,212,6.0,5691653391,141,29.7,5691653389,140,33.0,5691653387,56,Back,5691653395,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808329271,458,3,1,15,44,bsykw9d70ffqe9atosc92n1e9,0,34.9,34.7,2025-04-30T16:15:58.785Z,2025-05-01T07:51:19Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5692391927,465,,5691713635,233,137,5691713593,56,Back,5691713597,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319177,137,7,1,15,44,d8w1m5j3jbd1eva8524dv4a20,1,65.1,65.3,2025-04-30T16:15:58.786Z,2025-05-01T07:51:22Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,,5691653455,56,Center,5691713461,285,,5692391991,384,,5691713627,233,458,5692391993,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319173,153,43,1,15,44,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-04-30T16:15:59.248Z,2025-04-30T16:36:45Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5691653441,56,Back,5691653443,285,0,5691675849,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319183,138,1,1,15,45,d8w1m5j3jbd1eva8524dv4a20,1,68.6,77.3,2025-04-30T16:16:00.568Z,2025-04-30T16:16:02Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5691653501,213,0.79,5691653493,56,Left,5691653497,141,89.7,5691653499,212,11.8,5691653495,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319187,139,1,1,15,46,d8w1m5j3jbd1eva8524dv4a20,0,80.6,92.0,2025-04-30T16:16:01.768Z,2025-05-01T07:51:35Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5691653511,141,53.2,5692392071,72,,5691653507,56,Center,5691653509,140,87.0,5691653515,213,4.96,5692392069,224,,5691678033,2,,5691653513,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319197,154,12,1,15,49,bsykw9d70ffqe9atosc92n1e9,1,12.2,42.7,2025-04-30T16:16:04.113Z,2025-04-30T16:16:11Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5691653575,213,5.81,5691653573,212,26.4,5691653571,141,25.0,5691653569,140,34.6,5691653567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319193,140,1,1,15,52,d8w1m5j3jbd1eva8524dv4a20,1,54.1,73.0,2025-04-30T16:16:06.825Z,2025-04-30T17:03:10Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5691653535,141,61.2,5691653537,212,8.6,5691653539,213,5.09,5691653531,56,Center,5691653533,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319195,141,1,1,15,54,d8w1m5j3jbd1eva8524dv4a20,1,57.8,61.2,2025-04-30T16:16:09.649Z,2025-04-30T17:03:15Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5691653561,213,3.98,5691653555,140,49.9,5691653553,56,Back,5691653559,212,12.4,5691653557,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319201,142,1,1,15,57,d8w1m5j3jbd1eva8524dv4a20,1,60.3,49.1,2025-04-30T16:16:11.936Z,2025-04-30T16:16:13Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5691653595,155,,5691653597,56,Left,5691653599,140,85.9,5691653601,141,86.0,5691653605,213,0.75,5691653603,212,36.8,5691653607,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319203,143,1,1,15,58,d8w1m5j3jbd1eva8524dv4a20,0,89.7,86.9,2025-04-30T16:16:13.640Z,2025-05-01T07:51:53Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5691653613,140,95.9,5691653617,212,27.6,5691653619,213,4.95,5692392289,72,,5692392287,224,,5691653615,141,47.4,5691653611,56,Center,5691679227,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319207,155,52,1,16,2,bsykw9d70ffqe9atosc92n1e9,1,5.3,49.3,2025-04-30T16:16:16.896Z,2025-05-01T07:51:55Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5692392327,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319255,156,1,1,16,18,bsykw9d70ffqe9atosc92n1e9,1,5.3,49.3,2025-04-30T16:16:33.633Z,2025-05-01T07:52:33Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5692392421,189,,5691653911,123,,5691653921,213,5.95,5691653915,140,23.0,5691653913,56,Back,5691653917,141,39.8,5691653919,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319259,157,1,1,16,22,bsykw9d70ffqe9atosc92n1e9,1,32.5,34.8,2025-04-30T16:16:37.201Z,2025-05-01T07:52:48Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5691653945,213,1.34,5691653937,56,Back,5691653939,140,34.8,5691653943,212,10.4,5691653941,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808449095,1091,1,1,16,23,bsykw9d70ffqe9atosc92n1e9,1,35.7,51.0,2025-04-30T16:16:38.285Z,2025-05-01T07:52:31Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5692392521,212,9.4,5692392523,213,2.78,5692392515,56,Back,5692392519,141,55.9,5692392517,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319261,158,1,1,16,25,bsykw9d70ffqe9atosc92n1e9,1,28.7,55.1,2025-04-30T16:16:40.065Z,2025-04-30T16:16:42Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5691653959,140,30.9,5691653965,213,1.40,5691653957,56,Back,5691653963,212,13.4,5691653961,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319271,159,1,1,16,27,bsykw9d70ffqe9atosc92n1e9,1,38.2,79.3,2025-04-30T16:16:42.160Z,2025-04-30T16:16:44Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691654029,212,19.3,5691654027,141,81.7,5691654023,56,Left,5691654025,140,56.5,5691654031,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319283,160,1,1,16,29,bsykw9d70ffqe9atosc92n1e9,1,62.3,83.6,2025-04-30T16:16:44.016Z,2025-04-30T16:16:46Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5691654073,56,Left,5691654077,141,81.7,5691654079,212,7.4,5691654075,140,55.4,5691654081,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319299,162,1,1,16,33,bsykw9d70ffqe9atosc92n1e9,1,60.2,79.7,2025-04-30T16:16:48.033Z,2025-04-30T16:16:50Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691654143,56,Center,5691654147,141,69.9,5691654149,212,8.7,5691654145,140,65.6,5691654151,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319295,146,83,1,16,35,d8w1m5j3jbd1eva8524dv4a20,0,21.9,33.1,2025-04-30T16:16:50.128Z,2025-04-30T16:16:53Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,,5691654171,399,bnjysriuqd4qe0fmh2ld8yk2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319303,163,1,1,16,35,bsykw9d70ffqe9atosc92n1e9,1,66.0,71.8,2025-04-30T16:16:50.688Z,2025-04-30T16:16:52Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5691654159,56,Left,5691654161,140,70.0,5691654165,212,13.4,5691654163,141,90.5,5691654167,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319305,164,1,1,16,37,bsykw9d70ffqe9atosc92n1e9,1,70.0,90.5,2025-04-30T16:16:51.976Z,2025-04-30T16:16:53Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5691654173,56,Left,5691654177,141,98.1,5691654179,212,5.3,5691654175,140,68.8,5691654181,213,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319309,165,1,1,16,37,bsykw9d70ffqe9atosc92n1e9,1,68.8,98.1,2025-04-30T16:16:52.784Z,2025-05-01T07:53:05Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5691654191,56,Center,5691654193,140,58.7,5691654197,212,17.6,5691654199,213,4.06,5691654195,141,77.5,5692392811,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319319,166,1,1,16,41,bsykw9d70ffqe9atosc92n1e9,1,60.9,71.5,2025-04-30T16:16:55.991Z,2025-04-30T16:17:00Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5691654267,56,Center,5691654269,140,63.8,5691654273,212,28.8,5691654271,141,29.4,5691654275,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319327,167,1,1,16,45,bsykw9d70ffqe9atosc92n1e9,1,66.3,28.2,2025-04-30T16:16:59.824Z,2025-04-30T16:17:02Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5691654321,212,14.7,5691654323,213,5.47,5691654315,56,Right,5691654319,141,12.5,5691654317,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319333,168,1,1,16,47,bsykw9d70ffqe9atosc92n1e9,0,76.0,12.3,2025-04-30T16:17:01.808Z,2025-04-30T16:17:03Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691654375,56,Center,5691654385,212,27.1,5691654379,140,100.0,5691654387,213,0.29,5691654383,141,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319377,147,5,1,16,49,d8w1m5j3jbd1eva8524dv4a20,1,-1.0,72.6,2025-04-30T16:17:03.787Z,2025-04-30T16:40:52Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5691654665,56,Back,5691654681,233,169,5691654667,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319371,169,5,1,16,49,bsykw9d70ffqe9atosc92n1e9,0,101.0,27.4,2025-04-30T16:17:03.787Z,2025-04-30T16:40:52Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5691654637,346,,5691654689,233,147,5691654635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319387,148,1,1,17,8,d8w1m5j3jbd1eva8524dv4a20,1,4.8,59.7,2025-04-30T16:17:23.353Z,2025-04-30T16:17:25Z,6qa22t9j7co6lpatbd00zppwq,C. Niyukuri,,,5691654723,237,,5691654711,56,Back,5691654709,124,,5691654715,141,51.6,5691654719,213,4.43,5691654717,212,5.7,5691654713,140,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319397,149,1,1,17,9,d8w1m5j3jbd1eva8524dv4a20,1,3.3,51.6,2025-04-30T16:17:24.217Z,2025-04-30T16:17:27Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5691654751,213,5.10,5691654743,56,Back,5691654747,141,34.9,5691654749,212,12.3,5691654745,140,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808319403,150,1,1,17,12,d8w1m5j3jbd1eva8524dv4a20,1,8.8,20.9,2025-04-30T16:17:27.753Z,2025-04-30T16:17:35Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5691654851,56,Right,5691654857,212,50.9,5691654859,213,6.20,5691654849,155,,5691654853,140,57.1,5691654855,141,14.9,5691654861,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
