id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2820725411,206,17,1,21,10,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-01T15:22:10.086Z,2025-06-01T15:22:36Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5760359711,393,,5760359713,13,243,5760360199,55,205,5760359709,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725585,179,1,1,21,51,c7jgkxx1czv5etn7snf1r6p2m,1,38.0,83.9,2025-06-01T15:22:50.491Z,2025-06-01T15:22:52Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760360543,56,Back,5760360539,5,,5760360541,152,,5760360549,212,5.7,5760360545,140,33.7,5760360551,213,2.49,5760360547,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725587,180,1,1,21,52,c7jgkxx1czv5etn7snf1r6p2m,1,33.3,83.3,2025-06-01T15:22:52.053Z,2025-06-01T15:22:53Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5760360569,56,Back,5760360573,141,71.8,5760360571,140,33.6,5760360575,212,7.8,5760360577,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725593,181,1,1,21,53,c7jgkxx1czv5etn7snf1r6p2m,1,33.6,71.8,2025-06-01T15:22:53.124Z,2025-06-01T15:22:54Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760360633,213,0.17,5760360629,141,74.1,5760360625,56,Back,5760360631,212,9.1,5760360627,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725597,182,1,1,21,54,c7jgkxx1czv5etn7snf1r6p2m,1,42.1,74.1,2025-06-01T15:22:54.093Z,2025-06-01T15:22:55Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760360659,212,9.4,5760360655,140,33.5,5760360669,156,,5760360657,141,70.5,5760360661,213,3.41,5760360653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725605,183,1,1,21,56,c7jgkxx1czv5etn7snf1r6p2m,1,35.0,76.4,2025-06-01T15:22:55.620Z,2025-06-01T15:22:58Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760360765,212,21.4,5760360759,56,Left,5760360767,213,0.53,5760360763,141,92.4,5760360761,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725609,184,3,1,21,58,c7jgkxx1czv5etn7snf1r6p2m,1,57.3,90.4,2025-06-01T15:22:58.228Z,2025-06-01T16:58:51Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760360787,56,Left,5760360789,286,,5760360851,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725619,207,45,1,21,58,4q0b35m26thti4c2on9a3npk0,0,42.7,9.6,2025-06-01T15:22:58.228Z,2025-06-01T16:58:52Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,5760360849,285,,5760360847,56,Back,5760360861,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725617,185,1,1,22,0,c7jgkxx1czv5etn7snf1r6p2m,1,53.7,93.5,2025-06-01T15:22:59.510Z,2025-06-01T15:23:00Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760360841,212,17.2,5760360839,141,93.2,5760360835,56,Back,5760360837,140,37.3,5760360843,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725623,186,1,1,22,1,c7jgkxx1czv5etn7snf1r6p2m,1,37.3,93.2,2025-06-01T15:23:00.677Z,2025-06-01T15:23:02Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5760360881,213,5.95,5760360877,141,82.6,5760360873,56,Left,5760360879,212,21.9,5760360875,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725629,187,43,1,22,2,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-06-01T15:23:02.276Z,2025-06-01T15:23:07Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760360919,56,Left,5760360921,286,0,5760361045,144,3,5760360957,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725633,208,43,1,22,2,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-01T15:23:02.276Z,2025-06-01T15:23:12Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5760361223,144,45,5760360931,285,0,5760360929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725647,188,4,1,22,4,c7jgkxx1czv5etn7snf1r6p2m,1,60.3,88.7,2025-06-01T15:23:03.422Z,2025-06-01T16:58:44Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,5760361003,56,Left,5760361247,13,,5760361251,265,,5760361253,286,,5760361249,152,,5760361401,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725673,209,4,1,22,4,4q0b35m26thti4c2on9a3npk0,0,39.7,11.3,2025-06-01T15:23:03.423Z,2025-06-01T16:58:44Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5760361171,56,Back,5760361409,233,188,5760361173,152,,5760361169,13,,5760361175,265,,5760361177,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725721,189,1,1,22,21,c7jgkxx1czv5etn7snf1r6p2m,1,63.3,92.0,2025-06-01T15:23:20.565Z,2025-06-01T15:26:33Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5760361467,213,6.16,5760361455,5,,5760361459,56,Left,5760361477,189,,5760361465,212,5.9,5760361457,152,,5760361463,141,90.9,5760361461,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725725,190,1,1,22,22,c7jgkxx1czv5etn7snf1r6p2m,1,69.0,89.6,2025-06-01T15:23:21.965Z,2025-06-01T15:26:34Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760361495,212,14.2,5760361489,56,Center,5760361497,213,3.74,5760361493,141,77.8,5760361491,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725733,191,1,1,22,23,c7jgkxx1czv5etn7snf1r6p2m,1,55.3,75.4,2025-06-01T15:23:22.762Z,2025-06-01T15:23:24Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760361545,56,Center,5760361549,141,45.2,5760361547,140,54.7,5760361551,212,20.5,5760361553,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725767,192,1,1,22,24,c7jgkxx1czv5etn7snf1r6p2m,1,54.6,44.2,2025-06-01T15:23:23.973Z,2025-06-01T15:23:30Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5760361743,213,1.65,5760361737,140,54.0,5760361741,212,8.3,5760361739,141,56.3,5760361735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725771,193,1,1,22,30,c7jgkxx1czv5etn7snf1r6p2m,1,52.6,63.6,2025-06-01T15:23:30.341Z,2025-06-01T15:23:31Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760361787,141,79.0,5760361785,140,63.3,5760361789,212,15.4,5760361783,56,Left,5760361791,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725785,194,1,1,22,32,c7jgkxx1czv5etn7snf1r6p2m,1,63.2,75.4,2025-06-01T15:23:31.397Z,2025-06-01T15:23:34Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760361859,140,53.1,5760361857,56,Center,5760361865,213,4.00,5760361861,141,57.5,5760361863,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725793,195,1,1,22,34,c7jgkxx1czv5etn7snf1r6p2m,1,53.1,56.6,2025-06-01T15:23:34.172Z,2025-06-01T15:23:36Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760361899,140,52.8,5760361903,212,9.7,5760361901,141,42.4,5760361897,56,Center,5760361905,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725835,196,1,1,22,40,c7jgkxx1czv5etn7snf1r6p2m,1,55.0,36.0,2025-06-01T15:23:40.295Z,2025-06-01T15:23:44Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5760362175,213,1.73,5760362165,56,Center,5760362173,212,21.6,5760362169,141,67.3,5760362167,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725863,197,1,1,22,45,c7jgkxx1czv5etn7snf1r6p2m,1,55.9,71.4,2025-06-01T15:23:44.653Z,2025-06-01T15:23:48Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760362327,141,92.3,5760362325,140,84.2,5760362329,212,32.9,5760362333,1,,5760362331,213,0.45,5760362323,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725867,198,1,1,22,48,c7jgkxx1czv5etn7snf1r6p2m,0,90.7,92.6,2025-06-01T15:23:48.295Z,2025-06-01T15:23:49Z,5o5f3xj6e86sw0pupxxx2nomi,O. Sæter,,5760362361,56,Center,5760362363,140,96.7,5760362367,212,19.9,5760362359,155,,5760362365,141,64.9,5760362357,2,,5760362369,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725875,210,12,1,22,49,4q0b35m26thti4c2on9a3npk0,1,6.0,41.5,2025-06-01T15:23:48.622Z,2025-06-01T15:30:40Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5760362411,56,Back,5760362413,140,0.0,5760362441,167,,5760362419,213,3.39,5760362415,141,38.8,5760362417,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725871,199,6,1,22,50,c7jgkxx1czv5etn7snf1r6p2m,1,99.3,62.6,2025-06-01T15:23:50.253Z,2025-06-01T16:58:36Z,5o5f3xj6e86sw0pupxxx2nomi,O. Sæter,,5760362393,73,,5760362391,56,Center,5760362451,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725879,211,6,1,22,50,4q0b35m26thti4c2on9a3npk0,0,0.7,37.4,2025-06-01T15:23:50.253Z,2025-06-01T16:58:36Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5760362445,56,Back,5760362471,233,199,5760362447,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725973,200,1,1,23,18,c7jgkxx1czv5etn7snf1r6p2m,0,99.5,99.5,2025-06-01T15:24:18.150Z,2025-06-01T15:24:32Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760363011,6,,5760363403,233,212,5760363019,140,97.2,5760363021,141,50.4,5760363027,1,,5760363009,2,,5760363017,56,Center,5760363013,155,,5760363025,213,5760363015,223,5760363023,212,33.5,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725989,212,11,1,23,19,4q0b35m26thti4c2on9a3npk0,0,5.1,52.2,2025-06-01T15:24:19.271Z,2025-06-01T15:24:32Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760363411,233,200,5760363115,88,,5760363113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728437,288,1,1,23,20,c7jgkxx1czv5etn7snf1r6p2m,1,93.0,47.7,2025-06-01T15:24:19.676Z,2025-06-01T15:33:51Z,5o5f3xj6e86sw0pupxxx2nomi,O. Sæter,1.0,5760378529,140,88.6,5760378533,212,4.9,5760378531,141,49.9,5760378535,213,2.83,5760378527,56,Center,5760379053,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727987,289,43,1,23,20,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-06-01T15:24:20.068Z,2025-06-01T15:32:51Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760374949,56,Back,5760374957,213,6.10,5760374953,141,50.1,5760376655,144,12,5760374951,140,8.8,5760374955,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820725995,201,43,1,23,24,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-06-01T15:24:24.062Z,2025-06-01T15:24:48Z,5o5f3xj6e86sw0pupxxx2nomi,O. Sæter,,5760363141,140,84.6,5760363139,56,Center,5760363143,141,55.4,5760363145,212,12.9,5760363469,210,13,5760363893,144,1,5760363471,154,0,5760363147,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726003,202,13,1,23,26,c7jgkxx1czv5etn7snf1r6p2m,1,87.5,53.8,2025-06-01T15:24:25.405Z,2025-06-01T17:54:42Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760379071,29,,5760363475,25,,5760363199,56,Center,5760363477,72,,5760363499,231,51.6,5760363491,103,84.7,5760379073,55,288,5760363497,230,97.2,5760363479,74,5760363495,328,5760363489,102,54.1,,5760363493,108,5760363197,17,,,,,,,,,,,,,,,,,,,,,,,
2820726019,203,5,1,23,26,c7jgkxx1czv5etn7snf1r6p2m,0,101.2,56.4,2025-06-01T15:24:25.471Z,2025-06-01T17:00:32Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760363261,346,,5760363259,56,Center,5760363407,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726037,213,5,1,23,26,4q0b35m26thti4c2on9a3npk0,1,-1.2,43.6,2025-06-01T15:24:25.471Z,2025-06-01T17:00:32Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760363399,233,203,5760363363,56,Back,5760363365,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726141,214,1,1,23,52,4q0b35m26thti4c2on9a3npk0,1,5.6,53.1,2025-06-01T15:24:51.639Z,2025-06-01T15:24:53Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760364037,141,29.2,5760364039,212,17.2,5760364041,213,5.04,5760364035,140,10.9,5760364031,124,,5760364049,189,,5760364045,237,,5760364033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726157,215,1,1,23,55,4q0b35m26thti4c2on9a3npk0,1,10.7,27.4,2025-06-01T15:24:54.800Z,2025-06-01T15:24:56Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5760364143,213,5.26,5760364137,140,18.1,5760364139,141,8.8,5760364141,212,14.8,5760364135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726169,216,1,1,23,56,4q0b35m26thti4c2on9a3npk0,1,19.8,4.6,2025-06-01T15:24:55.927Z,2025-06-01T15:24:57Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,5760364187,141,15.5,5760364185,140,11.1,5760364189,212,11.8,5760364183,56,Back,5760364191,213,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726175,217,1,1,23,57,4q0b35m26thti4c2on9a3npk0,1,11.1,15.5,2025-06-01T15:24:56.775Z,2025-06-01T15:24:58Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5760364275,212,10.6,5760364277,213,2.16,5760364273,141,28.5,5760364269,56,Back,5760364271,140,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726197,218,1,1,23,58,4q0b35m26thti4c2on9a3npk0,0,5.5,28.5,2025-06-01T15:24:57.895Z,2025-06-01T15:25:03Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760364401,141,22.2,5760364397,56,Back,5760364399,140,49.7,5760364403,212,46.6,5760364395,157,,5760364407,1,,5760364405,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726191,204,44,1,24,2,c7jgkxx1czv5etn7snf1r6p2m,1,48.0,81.2,2025-06-01T15:25:01.901Z,2025-06-01T17:00:13Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760364377,285,,5760364375,56,Back,5760364431,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726199,219,44,1,24,2,4q0b35m26thti4c2on9a3npk0,0,52.0,18.8,2025-06-01T15:25:01.902Z,2025-06-01T17:00:13Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,5760364439,286,,5760364415,56,Right,5760364435,233,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726209,205,1,1,24,2,c7jgkxx1czv5etn7snf1r6p2m,1,44.1,86.3,2025-06-01T15:25:02.094Z,2025-06-01T15:25:06Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760364459,3,,5760364467,212,21.9,5760364469,213,6.03,5760364465,141,78.2,5760364461,56,Center,5760364463,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726215,206,1,1,24,6,c7jgkxx1czv5etn7snf1r6p2m,1,64.3,78.2,2025-06-01T15:25:06.343Z,2025-06-01T15:25:07Z,bapdoe78rj82j550otb5zemwa,N. Holm,,5760364497,212,8.8,5760364495,141,79.7,5760364499,213,3.03,5760364489,3,,5760364493,140,56.0,5760364491,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726227,208,1,1,24,8,c7jgkxx1czv5etn7snf1r6p2m,1,56.4,79.3,2025-06-01T15:25:07.497Z,2025-06-01T15:25:10Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760364547,213,3.33,5760364545,212,18.7,5760364541,140,38.9,5760364539,56,Back,5760364543,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726239,209,1,1,24,10,c7jgkxx1czv5etn7snf1r6p2m,1,37.5,72.0,2025-06-01T15:25:09.982Z,2025-06-01T15:25:13Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760364585,212,19.9,5760364581,140,29.4,5760364583,141,45.5,5760364587,213,4.27,5760364579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726245,210,1,1,24,13,c7jgkxx1czv5etn7snf1r6p2m,1,29.2,44.9,2025-06-01T15:25:12.990Z,2025-06-01T15:25:17Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5760364627,56,Back,5760364631,141,51.0,5760364629,140,10.2,5760364633,212,20.4,5760364635,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726249,211,1,1,24,17,c7jgkxx1czv5etn7snf1r6p2m,1,7.9,56.3,2025-06-01T15:25:17.246Z,2025-06-01T15:25:19Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5760364657,56,Back,5760364665,213,0.32,5760364659,140,33.9,5760364663,212,28.8,5760364661,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726271,212,1,1,24,20,c7jgkxx1czv5etn7snf1r6p2m,1,32.9,69.7,2025-06-01T15:25:19.686Z,2025-06-01T15:25:22Z,qer4hblafo04av0aajfecclx,I. Fossum,,5760364775,213,3.06,5760364769,140,12.7,5760364773,212,21.3,5760364771,141,72.4,5760364767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726337,213,1,1,24,23,c7jgkxx1czv5etn7snf1r6p2m,1,13.2,68.5,2025-06-01T15:25:22.647Z,2025-06-01T15:25:39Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,5760365139,141,52.5,5760365135,140,6.9,5760365143,212,12.7,5760365131,56,Back,5760365145,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726345,214,1,1,24,40,c7jgkxx1czv5etn7snf1r6p2m,1,14.6,47.6,2025-06-01T15:25:39.423Z,2025-06-01T15:25:41Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5760365173,56,Back,5760365181,141,59.9,5760365185,212,10.7,5760365189,213,0.90,5760365177,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726377,215,1,1,24,42,c7jgkxx1czv5etn7snf1r6p2m,1,19.2,54.2,2025-06-01T15:25:41.462Z,2025-06-01T15:25:46Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,5760365345,56,Back,5760365349,141,48.8,5760365347,140,11.2,5760365351,212,9.2,5760365353,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726391,216,1,1,24,46,c7jgkxx1czv5etn7snf1r6p2m,0,9.1,38.2,2025-06-01T15:25:46.254Z,2025-06-01T15:25:49Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5760365411,212,45.0,5760365413,213,0.13,5760365407,140,51.6,5760365415,1,,5760365403,155,,5760365405,56,Center,5760365409,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726397,220,44,1,24,48,4q0b35m26thti4c2on9a3npk0,1,50.2,56.4,2025-06-01T15:25:48.193Z,2025-06-01T17:00:14Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760365437,56,Center,5760585057,286,,5760365469,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726395,217,44,1,24,48,c7jgkxx1czv5etn7snf1r6p2m,0,49.8,43.6,2025-06-01T15:25:48.194Z,2025-06-01T17:00:14Z,bapdoe78rj82j550otb5zemwa,N. Holm,,5760365489,285,,5760365485,233,220,5760365433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726425,221,1,1,24,49,4q0b35m26thti4c2on9a3npk0,1,53.3,61.7,2025-06-01T15:25:48.696Z,2025-06-01T15:27:06Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5760365549,3,,5760365557,212,24.1,5760365559,213,3.27,5760365555,141,57.2,5760365551,56,Back,5760365553,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726431,223,1,1,24,54,4q0b35m26thti4c2on9a3npk0,1,30.5,57.2,2025-06-01T15:25:53.616Z,2025-06-01T15:25:55Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5760365619,56,Back,5760365623,141,48.7,5760365621,140,9.1,5760365625,212,23.2,5760365627,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726439,224,1,1,24,56,4q0b35m26thti4c2on9a3npk0,1,7.8,47.0,2025-06-01T15:25:55.760Z,2025-06-01T15:25:59Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5760365697,212,36.8,5760365701,1,,5760365695,141,4.9,5760365699,213,5.39,5760365691,56,Back,5760365693,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726441,225,1,1,24,59,4q0b35m26thti4c2on9a3npk0,1,29.8,4.9,2025-06-01T15:25:59.128Z,2025-06-01T15:26:01Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,5760365719,212,10.3,5760365715,140,39.1,5760365721,213,0.32,5760365713,56,Back,5760365717,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726443,226,1,1,25,1,4q0b35m26thti4c2on9a3npk0,1,42.9,7.9,2025-06-01T15:26:00.824Z,2025-06-01T15:26:02Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5760365729,141,9.7,5760365733,213,2.93,5760365725,56,Back,5760365727,140,37.4,5760365731,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726449,227,1,1,25,2,4q0b35m26thti4c2on9a3npk0,1,37.4,9.7,2025-06-01T15:26:02.040Z,2025-06-01T15:26:03Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,5760365773,56,Back,5760365779,212,6.9,5760365775,140,33.8,5760365781,213,2.15,5760365777,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726461,228,1,1,25,3,4q0b35m26thti4c2on9a3npk0,1,33.8,18.2,2025-06-01T15:26:02.928Z,2025-06-01T15:26:08Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5760365855,212,13.2,5760365857,213,2.19,5760365849,56,Back,5760365853,141,34.0,5760365851,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726473,229,1,1,25,9,4q0b35m26thti4c2on9a3npk0,1,26.6,32.8,2025-06-01T15:26:09.352Z,2025-06-01T15:26:10Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5760365923,212,7.4,5760365919,140,33.5,5760365921,141,30.6,5760365917,56,Back,5760365925,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726483,230,1,1,25,10,4q0b35m26thti4c2on9a3npk0,1,33.5,30.6,2025-06-01T15:26:10.264Z,2025-06-01T15:26:11Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5760365977,212,6.4,5760365973,140,27.8,5760365971,56,Back,5760365975,141,34.0,5760365979,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
