id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId
2813479447,149,1,1,11,59,6oxoag5c6zbnn09wx08vz4iak,1,64.6,94.1,2025-05-11T12:43:41.909Z,2025-05-11T12:43:44Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720079481,140,63.2,5720079483,141,89.4,5720079487,213,4.28,5720079485,212,3.5,5720079477,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813479473,150,1,1,12,2,6oxoag5c6zbnn09wx08vz4iak,1,63.2,89.4,2025-05-11T12:43:44.614Z,2025-05-11T12:43:46Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720079625,141,94.5,5720079629,213,0.27,5720079627,212,13.0,5720079623,140,75.1,5720079621,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813479521,151,1,1,12,4,6oxoag5c6zbnn09wx08vz4iak,1,75.4,93.9,2025-05-11T12:43:46.725Z,2025-05-11T12:43:49Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,5720079863,213,3.46,5720079861,212,5.9,5720079855,140,70.1,5720079857,141,91.2,5720079853,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813479553,152,1,1,12,6,6oxoag5c6zbnn09wx08vz4iak,1,70.1,91.2,2025-05-11T12:43:49.125Z,2025-05-11T12:43:51Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720079997,140,66.2,5720079995,56,Left,5720080001,212,5.7,5720080005,213,3.92,5720079999,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813479641,153,1,1,12,8,6oxoag5c6zbnn09wx08vz4iak,1,63.8,79.7,2025-05-11T12:43:50.909Z,2025-05-11T12:43:56Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,5720080505,212,50.2,5720080495,155,,5720080509,1,,5720080499,56,Right,5720080507,213,4.97,5720080497,196,,5720080501,140,76.0,5720080503,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813479703,154,1,1,12,13,6oxoag5c6zbnn09wx08vz4iak,1,75.7,8.9,2025-05-11T12:43:56.230Z,2025-05-11T12:43:59Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,5720080815,213,2.74,5720080809,140,59.1,5720080807,56,Right,5720080813,212,18.9,5720080811,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813479753,155,1,1,12,16,6oxoag5c6zbnn09wx08vz4iak,1,55.7,25.8,2025-05-11T12:43:59.150Z,2025-05-11T12:44:02Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720081107,213,1.65,5720081095,56,Center,5720081097,140,53.4,5720081099,141,69.1,5720081103,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813479917,156,1,1,12,20,6oxoag5c6zbnn09wx08vz4iak,1,56.1,72.0,2025-05-11T12:44:02.365Z,2025-05-11T12:44:10Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720081937,141,88.0,5720081933,56,Left,5720081935,140,68.0,5720081941,213,0.72,5720081939,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813479977,157,1,1,12,28,6oxoag5c6zbnn09wx08vz4iak,1,72.6,84.1,2025-05-11T12:44:10.350Z,2025-05-11T12:44:13Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720082261,213,0.48,5720082257,212,7.1,5720082251,140,78.6,5720082253,141,88.9,5720082247,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480017,158,1,1,12,30,6oxoag5c6zbnn09wx08vz4iak,1,85.1,87.5,2025-05-11T12:44:13.014Z,2025-05-11T12:44:16Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720082475,140,90.6,5720082477,141,90.2,5720082473,56,Left,5720082481,213,0.31,5720082479,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480051,159,1,1,12,33,6oxoag5c6zbnn09wx08vz4iak,1,95.6,90.5,2025-05-11T12:44:15.821Z,2025-05-11T12:44:17Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720082697,141,91.1,5720082701,212,5.4,5720082691,56,Left,5720082703,213,3.07,5720082693,140,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480093,160,1,1,12,35,6oxoag5c6zbnn09wx08vz4iak,0,87.5,90.9,2025-05-11T12:44:17.366Z,2025-05-11T12:44:19Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720082875,212,4.7,5720082877,213,4.60,5720082873,141,84.1,5720082871,140,87.0,5720082869,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480229,97,4,1,12,40,c7jgkxx1czv5etn7snf1r6p2m,1,14.4,24.0,2025-05-11T12:44:22.285Z,2025-05-11T12:44:30Z,bapdoe78rj82j550otb5zemwa,N. Holm,,5720083805,233,161,5720083779,285,,5720083767,13,,5720083769,56,Back,5720083773,152,,5720083777,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480143,161,4,1,12,40,6oxoag5c6zbnn09wx08vz4iak,0,85.6,76.0,2025-05-11T12:44:22.286Z,2025-05-11T12:44:31Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,5720083225,13,,5720083231,265,,5720083233,286,,5720083229,152,,5720083227,56,Center,5720083847,233,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480493,98,1,1,12,57,c7jgkxx1czv5etn7snf1r6p2m,1,14.5,26.7,2025-05-11T12:44:39.373Z,2025-05-11T12:44:47Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5720084965,140,11.5,5720085831,189,,5720084969,212,11.6,5720084971,213,1.85,5720084959,5,,5720084967,141,43.1,5720084963,56,Back,5720084961,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480543,99,1,1,12,57,c7jgkxx1czv5etn7snf1r6p2m,1,11.5,43.1,2025-05-11T12:44:40.045Z,2025-05-11T12:44:42Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5720085237,140,24.1,5720085235,56,Back,5720085239,141,84.4,5720085241,212,31.0,5720085243,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480605,100,1,1,13,0,c7jgkxx1czv5etn7snf1r6p2m,0,24.1,84.4,2025-05-11T12:44:42.301Z,2025-05-11T12:44:45Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,5720085629,213,6.03,5720085631,1,,5720085625,141,58.7,5720085621,56,Center,5720085623,140,87.6,5720085627,212,68.9,5720085619,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480903,163,1,1,13,12,6oxoag5c6zbnn09wx08vz4iak,1,15.6,46.3,2025-05-11T12:44:55.127Z,2025-05-11T12:44:58Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,5720087297,56,Back,5720087303,141,13.5,5720087309,213,5.03,5720087299,140,22.7,5720087305,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813480943,164,1,1,13,15,6oxoag5c6zbnn09wx08vz4iak,1,26.3,10.9,2025-05-11T12:44:58.102Z,2025-05-11T12:45:00Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720087565,213,2.00,5720087559,140,21.2,5720087557,56,Back,5720087563,212,12.7,5720087561,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481087,165,1,1,13,18,6oxoag5c6zbnn09wx08vz4iak,1,20.5,27.9,2025-05-11T12:45:00.630Z,2025-05-11T12:45:08Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720088369,141,66.3,5720088371,212,26.1,5720088373,213,1.59,5720088365,56,Back,5720088367,140,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481129,166,1,1,13,26,6oxoag5c6zbnn09wx08vz4iak,1,35.7,67.0,2025-05-11T12:45:08.734Z,2025-05-11T12:45:11Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,5720088605,212,14.6,5720088599,56,Back,5720088607,213,5.18,5720088601,140,42.0,5720088603,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481167,167,1,1,13,28,6oxoag5c6zbnn09wx08vz4iak,1,43.0,48.2,2025-05-11T12:45:11.206Z,2025-05-11T12:45:13Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,5720088865,213,5.10,5720088859,140,49.3,5720088863,212,17.5,5720088861,141,24.3,5720088857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481205,168,1,1,13,31,6oxoag5c6zbnn09wx08vz4iak,0,53.8,21.3,2025-05-11T12:45:13.638Z,2025-05-11T12:45:17Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720089151,1,,5720089147,212,39.2,5720089143,140,85.9,5720089141,56,Center,5720089139,155,,5720089145,141,50.7,5720089149,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481303,101,44,1,13,34,c7jgkxx1czv5etn7snf1r6p2m,1,16.4,48.3,2025-05-11T12:45:16.709Z,2025-05-11T14:40:25Z,qer4hblafo04av0aajfecclx,I. Fossum,,5720089949,233,169,5720089717,56,Back,5720089719,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481209,169,44,1,13,34,6oxoag5c6zbnn09wx08vz4iak,0,83.6,51.7,2025-05-11T12:45:16.710Z,2025-05-11T14:40:25Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,5720090003,233,101,5720089175,56,Center,5720089177,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481321,102,12,1,13,34,c7jgkxx1czv5etn7snf1r6p2m,1,17.1,46.6,2025-05-11T12:45:16.750Z,2025-05-11T14:40:54Z,qer4hblafo04av0aajfecclx,I. Fossum,,5720089821,141,50.9,5720089823,212,8.2,5720089817,56,Back,5720089891,15,,5720089819,140,24.4,5720089825,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481251,170,44,1,13,36,6oxoag5c6zbnn09wx08vz4iak,1,76.0,49.4,2025-05-11T12:45:18.702Z,2025-05-11T14:40:26Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720089421,286,,5720089419,56,Center,5720090191,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481379,103,44,1,13,36,c7jgkxx1czv5etn7snf1r6p2m,0,24.0,50.6,2025-05-11T12:45:18.703Z,2025-05-11T14:40:26Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,5720090253,233,170,5720090155,56,Back,5720090159,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481337,171,1,1,13,36,6oxoag5c6zbnn09wx08vz4iak,1,81.3,52.4,2025-05-11T12:45:19.055Z,2025-05-11T12:45:22Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720089925,212,12.2,5720089929,213,0.76,5720089919,56,Center,5720089915,3,,5720089923,141,64.8,5720089921,140,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813536897,498,44,1,13,38,6oxoag5c6zbnn09wx08vz4iak,1,87.8,64.6,2025-05-11T12:45:20.262Z,2025-05-11T13:35:28Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,5720385845,233,158,5720385779,56,Center,5720385781,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813488351,158,44,1,13,38,c7jgkxx1czv5etn7snf1r6p2m,0,12.2,35.4,2025-05-11T12:45:20.263Z,2025-05-11T13:35:28Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5720127307,56,Back,5720127309,285,,5720385859,233,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813481357,172,1,1,13,38,6oxoag5c6zbnn09wx08vz4iak,0,89.7,64.8,2025-05-11T12:45:20.974Z,2025-05-11T14:41:09Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,5720090049,56,Center,5720090055,212,1.5,5720090051,140,90.2,5720090053,141,62.7,5720090047,3,,5720090057,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813488447,159,12,1,13,40,c7jgkxx1czv5etn7snf1r6p2m,1,7.0,44.8,2025-05-11T12:45:22.691Z,2025-05-11T12:51:57Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5720130947,213,5.76,5720130945,212,19.9,5720130939,56,Back,5720130941,140,23.4,5720130943,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482185,104,27,1,14,15,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T12:45:57.640Z,2025-05-11T12:52:06Z,,,,5720131757,41,Injury,5720094639,233,173,5720131759,53,9hg60gdc7h6dwo1qi4c7pc9nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482167,173,27,1,14,15,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-11T12:45:57.640Z,2025-05-11T12:45:59Z,,,,5720094589,233,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482363,105,28,1,14,15,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-11T12:45:58.029Z,2025-05-11T14:35:01Z,,,,5720095355,55,104,5720654517,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482181,174,28,1,14,15,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-11T12:45:58.029Z,2025-05-11T14:35:00Z,,,,5720094513,55,173,5720654483,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482403,106,68,1,14,23,c7jgkxx1czv5etn7snf1r6p2m,0,35.7,13.4,2025-05-11T12:46:06.143Z,2025-05-11T12:46:07Z,,,,5720095675,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482433,175,68,1,14,25,6oxoag5c6zbnn09wx08vz4iak,1,69.6,77.8,2025-05-11T12:46:07.470Z,2025-05-11T12:47:30Z,,,,5720105551,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482495,176,1,1,14,25,6oxoag5c6zbnn09wx08vz4iak,1,69.6,77.8,2025-05-11T12:46:08.207Z,2025-05-11T12:46:09Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,5720096023,140,74.5,5720096031,213,0.96,5720096029,212,9.0,5720096027,141,88.6,5720096019,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482517,177,1,1,14,27,6oxoag5c6zbnn09wx08vz4iak,1,74.5,88.6,2025-05-11T12:46:09.311Z,2025-05-11T13:36:29Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720096167,141,81.8,5720096163,56,Left,5720096165,140,83.2,5720096169,212,10.2,5720096171,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813487031,211,61,1,14,28,6oxoag5c6zbnn09wx08vz4iak,0,73.5,83.6,2025-05-11T12:46:11.042Z,2025-05-11T12:49:55Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,5720120399,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482917,108,5,1,14,29,c7jgkxx1czv5etn7snf1r6p2m,1,18.6,-0.6,2025-05-11T12:46:11.727Z,2025-05-11T14:34:22Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,5720098335,233,178,5720098289,347,,5720098287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482817,178,5,1,14,29,6oxoag5c6zbnn09wx08vz4iak,0,81.4,100.6,2025-05-11T12:46:11.727Z,2025-05-11T14:34:22Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,5720097731,56,Left,5720097733,347,,5720098361,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482953,109,1,1,14,47,c7jgkxx1czv5etn7snf1r6p2m,0,19.9,0.0,2025-05-11T12:46:29.735Z,2025-05-11T12:46:32Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,5720098475,141,11.3,5720098477,212,19.7,5720098479,213,0.47,5720098473,140,36.6,5720098471,56,Back,5720098469,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813482983,179,1,1,14,49,6oxoag5c6zbnn09wx08vz4iak,0,64.3,81.2,2025-05-11T12:46:31.808Z,2025-05-11T12:46:32Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,5720098635,212,8.6,5720098627,56,Center,5720098631,141,78.7,5720098629,140,72.3,5720098637,213,6.08,5720098625,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483041,110,3,1,14,52,c7jgkxx1czv5etn7snf1r6p2m,0,33.0,17.9,2025-05-11T12:46:35.078Z,2025-05-11T14:35:29Z,1jp22ouky3tqtk04bvbfao7l6,S. Väänänen,,5720098973,56,Back,5720099855,285,,5720099851,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483173,180,7,1,14,52,6oxoag5c6zbnn09wx08vz4iak,1,67.0,82.1,2025-05-11T12:46:35.079Z,2025-05-11T14:35:28Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,5720099713,286,,5720099711,56,Left,5720099805,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483181,181,50,1,14,54,6oxoag5c6zbnn09wx08vz4iak,1,68.8,75.6,2025-05-11T12:46:36.654Z,2025-05-11T15:33:15Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,5720099733,56,Center,5720100099,233,111,5720099735,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483147,111,7,1,14,54,c7jgkxx1czv5etn7snf1r6p2m,1,31.2,24.4,2025-05-11T12:46:36.655Z,2025-05-11T14:35:29Z,qer4hblafo04av0aajfecclx,I. Fossum,,5720099553,56,Back,5720099869,233,181,5720099555,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483185,112,1,1,14,57,c7jgkxx1czv5etn7snf1r6p2m,1,34.7,25.3,2025-05-11T12:46:39.431Z,2025-05-11T12:46:41Z,bapdoe78rj82j550otb5zemwa,N. Holm,,5720099761,213,1.49,5720099749,56,Back,5720099759,212,33.1,5720099757,141,73.8,5720099753,140,37.2,5720099765,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483341,114,1,1,15,1,c7jgkxx1czv5etn7snf1r6p2m,1,57.9,81.2,2025-05-11T12:46:43.999Z,2025-05-11T12:46:47Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5720100511,140,73.3,5720100513,141,63.4,5720100517,213,5.64,5720100509,56,Center,5720100515,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483437,115,1,1,15,4,c7jgkxx1czv5etn7snf1r6p2m,1,73.3,63.4,2025-05-11T12:46:47.006Z,2025-05-11T12:46:51Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,5720101027,56,Center,5720101035,213,0.26,5720101031,141,69.4,5720101033,212,16.0,5720101029,140,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483445,116,50,1,15,8,c7jgkxx1czv5etn7snf1r6p2m,1,89.0,67.8,2025-05-11T12:46:51.078Z,2025-05-11T14:35:30Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5720101087,56,Center,5720101089,286,,5720101371,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483473,182,7,1,15,8,6oxoag5c6zbnn09wx08vz4iak,1,11.0,32.2,2025-05-11T12:46:51.079Z,2025-05-11T14:35:30Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,5720101235,56,Back,5720101285,233,116,5720101237,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483541,184,1,1,15,11,6oxoag5c6zbnn09wx08vz4iak,1,4.2,16.4,2025-05-11T12:46:53.360Z,2025-05-11T12:46:56Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720101581,56,Back,5720101583,140,12.4,5720101589,213,5.71,5720101587,212,10.3,5720101585,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483585,185,1,1,15,13,6oxoag5c6zbnn09wx08vz4iak,1,12.4,8.2,2025-05-11T12:46:55.928Z,2025-05-11T12:46:57Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,5720101805,141,6.7,5720101807,212,1.6,5720101803,140,13.6,5720101801,56,Back,5720101809,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483613,186,1,1,15,14,6oxoag5c6zbnn09wx08vz4iak,0,13.6,6.7,2025-05-11T12:46:56.952Z,2025-05-11T12:46:58Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720101927,141,13.7,5720101925,140,19.7,5720101929,212,8.0,5720101933,213,0.64,5720101923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483659,117,8,1,15,18,c7jgkxx1czv5etn7snf1r6p2m,1,84.5,92.1,2025-05-11T12:47:00.415Z,2025-05-11T12:47:00Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,5720102215,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483757,118,1,1,15,19,c7jgkxx1czv5etn7snf1r6p2m,1,84.5,92.1,2025-05-11T12:47:01.735Z,2025-05-11T12:49:11Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,5720102679,212,6.7,5720102675,140,90.3,5720116261,168,,5720102673,56,Left,5720102681,213,5.86,5720102677,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483725,187,83,1,15,20,6oxoag5c6zbnn09wx08vz4iak,0,7.9,23.7,2025-05-11T12:47:03.056Z,2025-05-11T12:47:05Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,5720102983,399,4xnll2f9tb69wrezm04ayg76y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483771,119,61,1,15,21,c7jgkxx1czv5etn7snf1r6p2m,0,90.3,88.1,2025-05-11T12:47:03.703Z,2025-05-11T12:49:18Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,5720102741,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483849,188,1,1,15,22,6oxoag5c6zbnn09wx08vz4iak,0,19.7,29.1,2025-05-11T12:47:04.616Z,2025-05-11T15:33:10Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,5720103095,140,47.9,5720103101,213,0.11,5720103103,1,,5720103099,212,29.8,5720103097,141,33.9,5720103093,56,Back,5720103091,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813483927,120,1,1,15,25,c7jgkxx1czv5etn7snf1r6p2m,1,56.7,69.3,2025-05-11T12:47:08.159Z,2025-05-11T12:47:10Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,5720103539,141,83.3,5720103543,213,2.69,5720103541,212,21.8,5720103535,56,Back,5720103537,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813484077,121,1,1,15,28,c7jgkxx1czv5etn7snf1r6p2m,1,32.6,89.9,2025-05-11T12:47:10.311Z,2025-05-11T12:47:16Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,5720104253,212,31.5,5720104251,141,56.0,5720104247,56,Back,5720104255,213,3.96,5720104249,140,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813484135,122,1,1,15,34,c7jgkxx1czv5etn7snf1r6p2m,0,12.9,53.3,2025-05-11T12:47:16.304Z,2025-05-11T12:47:19Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5720104569,56,Left,5720104571,140,54.5,5720104573,141,100.0,5720104579,1,,5720104567,155,,5720104577,213,0.64,5720104575,212,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813484143,123,5,1,15,37,c7jgkxx1czv5etn7snf1r6p2m,0,56.7,100.9,2025-05-11T12:47:19.356Z,2025-05-11T14:34:23Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,5720104587,56,Left,5720105623,233,189,5720104589,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813484313,189,5,1,15,37,6oxoag5c6zbnn09wx08vz4iak,1,43.3,-0.9,2025-05-11T12:47:19.356Z,2025-05-11T14:34:23Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,5720105473,56,Back,5720105585,233,123,5720105475,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813484543,190,1,1,16,0,6oxoag5c6zbnn09wx08vz4iak,0,39.6,0.0,2025-05-11T12:47:42.472Z,2025-05-11T12:47:43Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,5720106757,141,10.7,5720106755,140,53.9,5720106761,213,0.50,5720106759,212,17.1,5720106751,107,,5720106753,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
