id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2815277157,90,1,1,7,44,btaf9fuj3xctycyjeqwereaow,1,8.8,50.6,2025-05-16T16:10:17.921Z,2025-05-16T16:10:21Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5730140885,140,28.5,5730140889,212,34.3,5730140883,56,Back,5730140893,1,,5730140887,141,90.8,5730140891,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277193,91,1,1,7,47,btaf9fuj3xctycyjeqwereaow,1,30.9,90.8,2025-05-16T16:10:21.240Z,2025-05-16T16:10:26Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730141099,56,Back,5730141107,213,6.15,5730141103,141,89.4,5730141101,140,37.6,5730141105,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277269,92,1,1,7,52,btaf9fuj3xctycyjeqwereaow,1,29.9,78.2,2025-05-16T16:10:26.335Z,2025-05-16T16:10:33Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5730141459,56,Right,5730141455,155,,5730141467,213,5.25,5730141469,1,,5730141463,141,12.3,5730141461,140,55.4,5730141457,196,,5730141465,212,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277275,93,1,1,7,59,btaf9fuj3xctycyjeqwereaow,1,64.8,11.6,2025-05-16T16:10:33.191Z,2025-05-16T16:10:34Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5730141509,141,25.3,5730141505,56,Center,5730141511,212,9.7,5730141513,213,1.30,5730141507,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277305,94,1,1,8,0,btaf9fuj3xctycyjeqwereaow,0,67.3,25.3,2025-05-16T16:10:34.351Z,2025-05-16T16:10:37Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5730141711,140,84.4,5730141715,212,21.1,5730141709,56,Right,5730141717,213,5.73,5730141713,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277311,78,8,1,8,3,bsykw9d70ffqe9atosc92n1e9,1,17.6,85.9,2025-05-16T16:10:36.798Z,2025-05-16T16:10:37Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5730141743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277371,79,5,1,8,6,bsykw9d70ffqe9atosc92n1e9,0,26.2,101.4,2025-05-16T16:10:40.345Z,2025-05-16T18:14:58Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5730142087,56,Back,5730142419,233,95,5730142089,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277429,95,5,1,8,6,btaf9fuj3xctycyjeqwereaow,1,73.8,-1.4,2025-05-16T16:10:40.345Z,2025-05-16T18:14:57Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5730142389,347,,5730142387,56,Right,5730142403,233,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277445,96,1,1,8,15,btaf9fuj3xctycyjeqwereaow,1,76.0,0.0,2025-05-16T16:10:48.785Z,2025-05-16T16:10:51Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5730142539,140,43.4,5730142543,212,35.6,5730142535,107,,5730142541,141,12.6,5730142537,56,Back,5730142545,213,2.86,5730142547,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277455,97,1,1,8,17,btaf9fuj3xctycyjeqwereaow,1,43.3,12.5,2025-05-16T16:10:50.814Z,2025-05-16T16:10:52Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5730142627,212,22.9,5730142625,141,15.8,5730142621,56,Right,5730142623,140,65.0,5730142629,213,0.10,5730142619,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277459,98,61,1,8,18,btaf9fuj3xctycyjeqwereaow,0,63.3,16.1,2025-05-16T16:10:52.367Z,2025-05-16T16:10:52Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5730142633,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277485,81,1,1,8,20,bsykw9d70ffqe9atosc92n1e9,1,36.4,73.6,2025-05-16T16:10:53.493Z,2025-05-16T16:10:55Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5730142749,213,3.18,5730142743,140,26.0,5730142745,141,73.0,5730142741,56,Back,5730142747,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277523,82,1,1,8,21,bsykw9d70ffqe9atosc92n1e9,1,21.7,72.1,2025-05-16T16:10:55.166Z,2025-05-16T16:10:58Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5730142965,212,19.7,5730142961,141,54.2,5730142957,56,Back,5730142969,213,3.81,5730142959,140,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277541,83,1,1,8,25,bsykw9d70ffqe9atosc92n1e9,0,7.1,52.8,2025-05-16T16:10:58.749Z,2025-05-16T16:11:01Z,9trvbmdwo8fkndwjz9mr1bfmx,K. Klaesson,,,5730143125,233,99,5730143041,212,6.0,5730143123,236,,5730143039,141,51.8,5730143045,1,,5730143037,140,12.8,5730143043,213,6.17,5730143129,286,,5730143035,56,Back,5730143033,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277551,99,74,1,8,25,btaf9fuj3xctycyjeqwereaow,1,86.4,44.0,2025-05-16T16:10:58.750Z,2025-05-16T18:16:23Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5730143091,56,Center,5730143139,233,83,5730143093,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277573,84,1,1,8,29,bsykw9d70ffqe9atosc92n1e9,0,25.1,25.0,2025-05-16T16:11:03.221Z,2025-05-16T16:11:03Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730143239,140,29.4,5730143243,212,7.5,5730143237,56,Back,5730143241,141,16.2,5730143235,3,,5730143245,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277593,101,50,1,8,32,btaf9fuj3xctycyjeqwereaow,1,65.6,76.8,2025-05-16T16:11:05.616Z,2025-05-16T18:12:11Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730143341,56,Center,5730143753,233,85,5730143343,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277663,85,7,1,8,32,bsykw9d70ffqe9atosc92n1e9,1,34.4,23.2,2025-05-16T16:11:05.617Z,2025-05-16T18:12:10Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5730143707,56,Back,5730143731,233,101,5730143709,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277717,87,1,1,8,39,bsykw9d70ffqe9atosc92n1e9,0,10.6,36.7,2025-05-16T16:11:12.623Z,2025-05-16T17:04:00Z,9trvbmdwo8fkndwjz9mr1bfmx,K. Klaesson,,,5730144005,1,,5730143991,140,85.3,5730143983,199,,5730143995,141,47.0,5730144003,213,0.09,5730143987,56,Center,5730143999,212,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277727,88,43,1,8,44,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-16T16:11:17.810Z,2025-05-16T17:04:02Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5730144037,56,Center,5730276693,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277771,103,1,1,8,45,btaf9fuj3xctycyjeqwereaow,1,12.1,55.7,2025-05-16T16:11:19.024Z,2025-05-16T16:12:25Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5730144243,141,68.8,5730144239,56,Back,5730144245,212,16.8,5730144247,213,0.56,5730144241,140,25.7,5730144237,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277825,104,1,1,8,53,btaf9fuj3xctycyjeqwereaow,1,41.2,68.1,2025-05-16T16:11:26.878Z,2025-05-16T16:11:28Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730144563,140,55.6,5730144569,213,0.74,5730144565,141,88.6,5730144561,56,Left,5730144567,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277859,105,1,1,8,55,btaf9fuj3xctycyjeqwereaow,1,57.4,88.6,2025-05-16T16:11:28.487Z,2025-05-16T16:11:33Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730144783,141,81.8,5730144785,212,18.6,5730144787,213,3.39,5730144781,140,40.2,5730144779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277865,106,1,1,9,0,btaf9fuj3xctycyjeqwereaow,1,41.3,82.4,2025-05-16T16:11:33.678Z,2025-05-16T16:11:34Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5730144813,141,71.8,5730144811,140,55.9,5730144809,56,Center,5730144815,212,16.9,5730144817,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277899,107,1,1,9,1,btaf9fuj3xctycyjeqwereaow,1,55.9,71.8,2025-05-16T16:11:34.678Z,2025-05-16T16:11:37Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5730144977,212,6.6,5730144975,141,75.0,5730144971,56,Center,5730144979,213,0.34,5730144973,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277913,89,45,1,9,4,bsykw9d70ffqe9atosc92n1e9,0,38.8,25.9,2025-05-16T16:11:37.471Z,2025-05-16T18:12:23Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5730145115,233,108,5730145085,285,,5730145083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277903,108,3,1,9,4,btaf9fuj3xctycyjeqwereaow,1,61.2,74.1,2025-05-16T16:11:37.471Z,2025-05-16T18:12:23Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5730145095,233,89,5730145011,286,,5730145009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277907,109,1,1,9,4,btaf9fuj3xctycyjeqwereaow,1,60.3,75.1,2025-05-16T16:11:37.944Z,2025-05-16T16:11:39Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5730145039,140,56.6,5730145043,212,8.9,5730145041,141,86.8,5730145037,56,Left,5730145045,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277925,110,1,1,9,5,btaf9fuj3xctycyjeqwereaow,1,56.6,86.8,2025-05-16T16:11:38.838Z,2025-05-16T16:11:41Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730145137,56,Back,5730145141,141,75.9,5730145145,213,3.89,5730145139,140,49.0,5730145143,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277951,111,1,1,9,6,btaf9fuj3xctycyjeqwereaow,1,46.0,75.9,2025-05-16T16:11:40.158Z,2025-05-16T16:11:43Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5730145245,140,29.6,5730145251,213,3.39,5730145249,212,17.8,5730145243,56,Back,5730145247,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277973,112,1,1,9,9,btaf9fuj3xctycyjeqwereaow,0,31.1,69.0,2025-05-16T16:11:43.078Z,2025-05-16T16:11:47Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5730145393,141,0.0,5730145387,196,,5730145399,1,,5730145391,140,77.4,5730145395,212,68.5,5730145385,155,,5730145389,56,Right,5730145397,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278095,90,5,1,9,13,bsykw9d70ffqe9atosc92n1e9,1,24.6,101.8,2025-05-16T16:11:47.076Z,2025-05-16T18:14:58Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5730146129,56,Back,5730146131,347,,5730146169,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277975,113,5,1,9,13,btaf9fuj3xctycyjeqwereaow,0,75.4,-1.8,2025-05-16T16:11:47.076Z,2025-05-16T18:14:58Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5730145403,56,Right,5730146217,233,90,5730145405,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278109,91,1,1,9,32,bsykw9d70ffqe9atosc92n1e9,1,25.3,100.0,2025-05-16T16:12:05.757Z,2025-05-16T16:12:08Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5730146245,213,3.90,5730146237,56,Back,5730146241,141,92.6,5730146235,107,,5730146243,212,9.3,5730146239,140,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278223,92,1,1,9,34,bsykw9d70ffqe9atosc92n1e9,1,13.3,84.1,2025-05-16T16:12:08.069Z,2025-05-16T16:12:18Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5730146853,157,,5730146867,213,5.55,5730146863,141,77.9,5730146869,1,,5730146857,56,Back,5730146861,140,17.8,5730146865,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278227,93,1,1,9,44,bsykw9d70ffqe9atosc92n1e9,1,29.5,14.7,2025-05-16T16:12:18.037Z,2025-05-16T16:12:19Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5730146881,141,26.4,5730146879,140,26.3,5730146885,213,1.97,5730146877,56,Back,5730146883,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278233,94,1,1,9,45,bsykw9d70ffqe9atosc92n1e9,1,26.3,26.4,2025-05-16T16:12:18.933Z,2025-05-16T16:12:19Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730146919,141,39.2,5730146923,213,1.58,5730146915,56,Back,5730146921,212,8.7,5730146917,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278265,95,1,1,9,46,bsykw9d70ffqe9atosc92n1e9,1,26.2,39.2,2025-05-16T16:12:19.685Z,2025-05-16T16:12:24Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730147147,212,18.5,5730147141,56,Back,5730147145,141,66.1,5730147149,213,1.44,5730147143,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278283,96,1,1,9,51,bsykw9d70ffqe9atosc92n1e9,1,32.0,58.4,2025-05-16T16:12:24.613Z,2025-05-16T16:12:27Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5730147247,141,31.2,5730147251,212,18.8,5730147241,56,Back,5730147253,213,4.89,5730147243,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278295,97,1,1,9,53,bsykw9d70ffqe9atosc92n1e9,1,35.4,30.4,2025-05-16T16:12:26.822Z,2025-05-16T16:12:28Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730147343,140,42.9,5730147349,213,0.41,5730147341,56,Back,5730147345,141,35.4,5730147347,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278315,98,1,1,9,54,bsykw9d70ffqe9atosc92n1e9,1,43.4,32.1,2025-05-16T16:12:27.821Z,2025-05-16T16:12:29Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730147489,140,55.2,5730147485,56,Right,5730147491,141,11.7,5730147495,213,5.44,5730147493,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278335,99,1,1,9,56,bsykw9d70ffqe9atosc92n1e9,1,58.3,10.9,2025-05-16T16:12:29.773Z,2025-05-16T16:12:32Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5730147639,141,20.0,5730147643,213,2.34,5730147635,56,Right,5730147641,212,8.6,5730147637,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278349,100,1,1,9,58,bsykw9d70ffqe9atosc92n1e9,1,53.3,20.1,2025-05-16T16:12:32.037Z,2025-05-16T16:12:33Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730147749,141,26.1,5730147751,212,7.6,5730147755,213,0.57,5730147745,140,59.4,5730147739,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278357,101,1,1,9,59,bsykw9d70ffqe9atosc92n1e9,1,59.4,26.1,2025-05-16T16:12:33.141Z,2025-05-16T16:12:34Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5730147805,140,57.7,5730147803,56,Right,5730147843,156,,5730147809,212,11.1,5730147807,141,10.0,5730147811,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278409,102,1,1,10,2,bsykw9d70ffqe9atosc92n1e9,1,59.0,9.8,2025-05-16T16:12:35.909Z,2025-05-16T16:12:39Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5730148073,141,14.7,5730148077,213,2.52,5730148075,212,5.7,5730148069,56,Right,5730148071,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278427,103,1,1,10,5,bsykw9d70ffqe9atosc92n1e9,1,54.6,17.1,2025-05-16T16:12:38.966Z,2025-05-16T16:12:41Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730148203,212,21.6,5730148199,140,39.1,5730148205,213,2.42,5730148197,56,Back,5730148201,141,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278443,104,1,1,10,7,bsykw9d70ffqe9atosc92n1e9,1,38.9,38.8,2025-05-16T16:12:40.997Z,2025-05-16T16:12:43Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5730148297,213,4.54,5730148289,56,Back,5730148295,212,13.3,5730148291,140,36.7,5730148293,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278473,105,1,1,10,9,bsykw9d70ffqe9atosc92n1e9,1,36.6,18.8,2025-05-16T16:12:42.973Z,2025-05-16T16:12:46Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730148473,141,11.4,5730148471,140,56.9,5730148469,56,Right,5730148475,212,21.9,5730148477,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278499,106,1,1,10,13,bsykw9d70ffqe9atosc92n1e9,1,46.9,14.1,2025-05-16T16:12:46.646Z,2025-05-16T16:12:49Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5730148607,212,10.6,5730148599,140,39.4,5730148595,56,Back,5730148603,141,24.6,5730148609,213,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278533,107,1,1,10,15,bsykw9d70ffqe9atosc92n1e9,0,39.4,25.0,2025-05-16T16:12:48.918Z,2025-05-16T16:12:51Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5730148781,157,,5730148785,140,77.1,5730148789,212,40.9,5730148783,56,Right,5730148793,1,,5730148787,141,9.7,5730148791,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278581,114,1,1,10,22,btaf9fuj3xctycyjeqwereaow,0,21.3,92.3,2025-05-16T16:12:56.069Z,2025-05-16T16:12:57Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5730149057,1,,5730149047,56,Back,5730149049,140,48.4,5730149053,212,28.5,5730149045,157,,5730149055,213,6.27,5730149051,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278595,108,1,1,10,23,bsykw9d70ffqe9atosc92n1e9,1,62.5,13.8,2025-05-16T16:12:57.325Z,2025-05-16T16:12:59Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5730149139,140,68.5,5730149143,212,7.2,5730149137,56,Right,5730149135,3,,5730149141,141,8.8,5730149145,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278613,109,61,1,10,26,bsykw9d70ffqe9atosc92n1e9,1,68.8,8.6,2025-05-16T16:12:59.693Z,2025-05-16T17:03:13Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5730149257,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278643,110,1,1,10,29,bsykw9d70ffqe9atosc92n1e9,1,67.7,13.1,2025-05-16T16:13:03.373Z,2025-05-16T16:13:06Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5730149447,212,19.2,5730149441,56,Center,5730149445,141,41.3,5730149449,213,1.56,5730149443,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278651,111,1,1,10,32,bsykw9d70ffqe9atosc92n1e9,0,67.3,45.2,2025-05-16T16:13:05.805Z,2025-05-16T17:03:11Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5730149489,140,68.8,5730149495,213,1.07,5730149491,141,49.4,5730149493,212,3.3,5730149487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278661,115,61,1,10,33,btaf9fuj3xctycyjeqwereaow,1,28.3,37.0,2025-05-16T16:13:07.365Z,2025-05-16T16:13:07Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5730149541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278677,116,3,1,10,34,btaf9fuj3xctycyjeqwereaow,0,29.0,42.1,2025-05-16T16:13:08.357Z,2025-05-16T18:12:12Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5730149645,285,,5730149829,233,112,5730149643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278695,112,7,1,10,34,bsykw9d70ffqe9atosc92n1e9,1,71.0,57.9,2025-05-16T16:13:08.358Z,2025-05-16T18:12:11Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5730149749,286,,5730149747,56,Center,5730149773,233,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278717,113,1,1,10,37,bsykw9d70ffqe9atosc92n1e9,1,69.0,51.9,2025-05-16T16:13:10.997Z,2025-05-16T17:04:20Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5730149873,141,78.8,5730149869,56,Center,5730149871,140,73.1,5730149877,213,1.34,5730149875,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278765,114,3,1,10,42,bsykw9d70ffqe9atosc92n1e9,1,93.2,78.2,2025-05-16T16:13:15.909Z,2025-05-16T18:12:23Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5730150173,233,117,5730150141,56,Center,5730150143,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278749,117,45,1,10,42,btaf9fuj3xctycyjeqwereaow,0,6.8,21.8,2025-05-16T16:13:15.909Z,2025-05-16T18:12:24Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5730150069,285,,5730150177,233,114,5730150067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278783,115,1,1,10,44,bsykw9d70ffqe9atosc92n1e9,1,96.1,66.7,2025-05-16T16:13:17.997Z,2025-05-16T18:21:38Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,1.0,,5730548773,154,,5730150213,140,86.4,5730150211,56,Center,5730548771,210,15,5730150225,213,3.73,5730150217,141,56.6,5730150221,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278785,116,15,1,10,45,bsykw9d70ffqe9atosc92n1e9,1,86.5,53.4,2025-05-16T16:13:18.749Z,2025-05-16T18:28:44Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5730507685,102,50.8,5730577161,328,,5730150239,56,Center,5730548791,29,,5730507697,230,97.6,5730507693,146,92.8,5730507687,103,19,5730507695,147,52.2,5730577159,78,,5730155899,82,,5730548795,55,5730577157,72,,5730548793,154,,5730150235,22,5730507699,231,5730150237,17,,115,50.5,5730507691,139,,,,,,,,
2815278801,117,61,1,10,48,bsykw9d70ffqe9atosc92n1e9,1,91.2,54.0,2025-05-16T16:13:21.483Z,2025-05-16T16:13:21Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5730150351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278853,118,1,1,10,52,bsykw9d70ffqe9atosc92n1e9,1,89.9,12.2,2025-05-16T16:13:26.021Z,2025-05-16T18:22:06Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,1.0,,5730150667,140,80.9,5730150669,141,39.5,5730150671,212,20.8,5730150665,56,Center,5730550433,210,15,5730150673,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
