id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2797162449,220,1,1,17,58,6oxoag5c6zbnn09wx08vz4iak,1,67.5,17.6,2025-04-06T12:49:50.103Z,2025-04-06T12:49:55Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630093689,140,59.9,5630093695,213,3.42,5630093691,141,14.2,5630093693,212,8.3,5630093687,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162503,221,1,1,18,3,6oxoag5c6zbnn09wx08vz4iak,1,66.9,12.5,2025-04-06T12:49:55.063Z,2025-04-06T12:49:57Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630093971,56,Right,5630093977,212,15.5,5630093975,141,4.1,5630093979,213,5.91,5630093973,140,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162587,222,1,1,18,6,6oxoag5c6zbnn09wx08vz4iak,1,79.5,11.2,2025-04-06T12:49:57.768Z,2025-04-06T12:50:02Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5630094417,213,1.39,5630094415,212,8.3,5630094411,140,80.9,5630094413,141,23.2,5630094409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162595,149,83,1,18,10,80hgdmpkvdrhw1ge9nks2kxvy,0,89.2,97.7,2025-04-06T12:50:02.038Z,2025-04-06T12:50:24Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5630094963,399,878hgn9q68ca8y0wmdih92h9l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162631,223,1,1,18,11,6oxoag5c6zbnn09wx08vz4iak,1,84.1,14.8,2025-04-06T12:50:02.664Z,2025-04-06T12:50:05Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630094637,56,Right,5630094645,213,3.86,5630094639,140,77.9,5630094641,141,6.4,5630094643,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162653,224,1,1,18,14,6oxoag5c6zbnn09wx08vz4iak,1,77.9,6.4,2025-04-06T12:50:05.815Z,2025-04-06T12:50:06Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5630094717,56,Right,5630094725,213,2.56,5630094721,141,17.7,5630094723,212,14.0,5630094719,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162719,225,1,1,18,15,6oxoag5c6zbnn09wx08vz4iak,1,66.8,17.9,2025-04-06T12:50:06.671Z,2025-04-06T12:50:10Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630095081,141,38.7,5630095077,56,Center,5630095079,140,66.0,5630095089,213,1.63,5630095083,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162793,226,1,1,18,19,6oxoag5c6zbnn09wx08vz4iak,1,66.4,38.4,2025-04-06T12:50:10.680Z,2025-04-06T12:50:15Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630095447,213,4.95,5630095441,140,71.7,5630095445,212,23.9,5630095439,56,Right,5630095443,141,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162851,227,1,1,18,24,6oxoag5c6zbnn09wx08vz4iak,1,71.8,11.5,2025-04-06T12:50:15.456Z,2025-04-06T12:50:20Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5630095737,56,Center,5630095741,141,36.2,5630095739,140,64.9,5630095745,213,1.98,5630095743,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162895,228,1,1,18,29,6oxoag5c6zbnn09wx08vz4iak,1,64.7,35.5,2025-04-06T12:50:20.151Z,2025-04-06T12:50:23Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630096037,140,64.9,5630096039,141,12.6,5630096041,212,15.6,5630096035,56,Right,5630096043,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162943,229,1,1,18,32,6oxoag5c6zbnn09wx08vz4iak,1,64.9,12.8,2025-04-06T12:50:23.695Z,2025-04-06T12:50:26Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630096309,56,Right,5630096313,141,4.7,5630096315,212,10.9,5630096311,140,73.9,5630096317,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162977,230,1,1,18,35,6oxoag5c6zbnn09wx08vz4iak,1,75.4,4.7,2025-04-06T12:50:26.600Z,2025-04-06T12:50:29Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5630096509,212,21.0,5630096503,56,Center,5630096505,140,81.6,5630096499,2,,5630096501,155,,5630096511,213,1.26,5630096507,141,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162987,231,1,1,18,36,6oxoag5c6zbnn09wx08vz4iak,0,80.3,32.2,2025-04-06T12:50:27.311Z,2025-04-06T13:35:51Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630096561,3,,5630096567,141,41.8,5630096565,140,87.9,5630096571,213,0.69,5630096563,56,Center,5630096569,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797162979,150,12,1,18,38,80hgdmpkvdrhw1ge9nks2kxvy,1,10.8,45.1,2025-04-06T12:50:29.198Z,2025-04-06T12:50:30Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630096575,15,,5630096519,141,51.3,5630096523,213,0.76,5630096517,140,15.0,5630096515,56,Back,5630096521,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163003,151,12,1,18,39,80hgdmpkvdrhw1ge9nks2kxvy,1,15.0,51.3,2025-04-06T12:50:30.517Z,2025-04-06T12:50:34Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5630096717,15,,5630096637,140,23.9,5630096639,141,42.8,5630096641,212,11.0,5630096643,213,5.73,5630096635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163059,232,1,1,18,40,6oxoag5c6zbnn09wx08vz4iak,1,74.1,37.5,2025-04-06T12:50:31.695Z,2025-04-06T12:50:35Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630096921,141,34.2,5630096925,213,6.09,5630096917,56,Center,5630096923,212,12.0,5630096919,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163065,233,50,1,18,43,6oxoag5c6zbnn09wx08vz4iak,1,85.4,41.5,2025-04-06T12:50:34.540Z,2025-04-06T19:27:56Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5630096953,56,Center,5630109417,233,152,5630096955,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163053,152,7,1,18,43,80hgdmpkvdrhw1ge9nks2kxvy,1,14.6,58.5,2025-04-06T12:50:34.541Z,2025-04-06T15:51:34Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5630096899,56,Back,5630109399,285,,5630109409,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163097,234,15,1,18,46,6oxoag5c6zbnn09wx08vz4iak,1,80.2,33.3,2025-04-06T12:50:37.263Z,2025-04-06T19:15:47Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630360845,328,,5630360839,103,19,5630360849,458,,5630360835,102,50.4,5630360825,78,,5630360921,233,154,5630360851,146,82.4,5630360853,147,35.2,5630270681,20,,5630360857,231,45.1,5630270691,82,5630097137,18,,5630360855,230,96.9,5630097135,22,5630097139,56,Center,,,,,,,,,,,,,,
2797163107,154,10,1,18,46,80hgdmpkvdrhw1ge9nks2kxvy,1,21.1,70.9,2025-04-06T12:50:37.363Z,2025-04-06T14:53:42Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5630360961,233,234,5630097177,56,Back,5630097175,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163103,153,43,1,18,46,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-06T12:50:37.654Z,2025-04-06T12:50:40Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5630097383,144,12,5630097163,56,Back,5630097161,185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163155,155,83,1,18,50,80hgdmpkvdrhw1ge9nks2kxvy,0,16.4,88.9,2025-04-06T12:50:41.510Z,2025-04-06T12:50:45Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5630097765,399,878hgn9q68ca8y0wmdih92h9l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163205,235,1,1,18,52,6oxoag5c6zbnn09wx08vz4iak,0,87.7,6.6,2025-04-06T12:50:43.695Z,2025-04-06T12:50:45Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630097717,213,1.63,5630097711,140,86.7,5630097715,212,17.6,5630097705,2,,5630097713,141,32.5,5630097709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163209,156,12,1,18,53,80hgdmpkvdrhw1ge9nks2kxvy,1,14.1,58.5,2025-04-06T12:50:44.453Z,2025-04-06T12:50:46Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5630097729,213,0.56,5630097723,140,35.9,5630097721,56,Back,5630097725,141,79.7,5630097727,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163305,236,1,1,18,54,6oxoag5c6zbnn09wx08vz4iak,1,66.7,11.1,2025-04-06T12:50:45.751Z,2025-04-06T12:50:49Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630098253,212,10.6,5630098255,213,5.90,5630098247,56,Right,5630098251,141,5.3,5630098249,140,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163325,237,1,1,18,58,6oxoag5c6zbnn09wx08vz4iak,1,74.2,4.5,2025-04-06T12:50:49.799Z,2025-04-06T14:53:44Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5630098337,213,0.92,5630098321,56,Center,5630098325,140,85.1,5630098329,141,26.4,5630098333,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163335,238,1,1,18,59,6oxoag5c6zbnn09wx08vz4iak,0,85.1,26.4,2025-04-06T12:50:50.695Z,2025-04-06T12:50:51Z,dfwjippbaspehxg8m8ui4djze,U. Mathisen,,,5630098399,141,17.0,5630098403,213,5.61,5630098401,212,10.3,5630098397,140,92.8,5630098395,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163375,157,12,1,19,1,80hgdmpkvdrhw1ge9nks2kxvy,1,4.7,82.6,2025-04-06T12:50:52.142Z,2025-04-06T12:50:53Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5630098625,140,0.0,5630098627,141,86.9,5630098631,213,2.72,5630098699,167,,5630098623,56,Back,5630098629,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163393,158,6,1,19,1,80hgdmpkvdrhw1ge9nks2kxvy,0,1.7,85.5,2025-04-06T12:50:52.910Z,2025-04-06T14:40:08Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5630099215,73,,5630099341,233,239,5630099213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163387,239,6,1,19,1,6oxoag5c6zbnn09wx08vz4iak,1,98.3,14.5,2025-04-06T12:50:52.910Z,2025-04-06T14:40:08Z,dfwjippbaspehxg8m8ui4djze,U. Mathisen,,,5630099247,233,158,5630098763,75,,5630098761,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163851,240,1,1,19,27,6oxoag5c6zbnn09wx08vz4iak,1,99.5,0.5,2025-04-06T12:51:19.054Z,2025-04-06T14:53:45Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630100963,6,,5630100969,141,9.0,5630100965,56,Right,5630100971,212,15.0,5630100967,140,86.3,5630100973,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163853,241,1,1,19,29,6oxoag5c6zbnn09wx08vz4iak,1,86.5,6.2,2025-04-06T12:51:21.073Z,2025-04-06T14:29:42Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5630650267,213,2.77,5630650263,141,11.9,5630650255,56,Right,5630650265,212,10.8,5630650261,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163859,242,1,1,19,30,6oxoag5c6zbnn09wx08vz4iak,0,79.1,12.5,2025-04-06T12:51:21.247Z,2025-04-06T14:29:52Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630651121,155,,5630651117,2,,5630651125,140,81.9,5630651131,213,1.05,5630651129,212,5.9,5630651123,56,Right,5630651127,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163913,159,61,1,19,34,80hgdmpkvdrhw1ge9nks2kxvy,1,19.7,79.0,2025-04-06T12:51:25.634Z,2025-04-06T13:28:33Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5630101267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163947,160,44,1,19,36,80hgdmpkvdrhw1ge9nks2kxvy,1,11.4,37.0,2025-04-06T12:51:27.149Z,2025-04-06T14:42:30Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630101443,56,Back,5630101483,233,243,5630101445,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163941,243,44,1,19,36,6oxoag5c6zbnn09wx08vz4iak,0,88.6,63.0,2025-04-06T12:51:27.150Z,2025-04-06T14:53:47Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630101425,286,,5630101423,56,Center,5630101537,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797278991,668,12,1,19,36,80hgdmpkvdrhw1ge9nks2kxvy,1,8.1,49.0,2025-04-06T12:51:27.233Z,2025-04-06T14:53:04Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5630726173,141,38.6,5630792677,15,,5630726177,213,4.34,5630726175,212,7.6,5630726171,140,5.5,5630726169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164037,161,12,1,19,36,80hgdmpkvdrhw1ge9nks2kxvy,1,10.7,39.5,2025-04-06T12:51:27.622Z,2025-04-06T13:30:18Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5630101895,15,,5630101853,141,28.6,5630101943,167,,5630101857,213,3.67,5630101855,212,14.8,5630101851,140,0.0,5630101847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164045,162,6,1,19,37,80hgdmpkvdrhw1ge9nks2kxvy,0,3.5,31.2,2025-04-06T12:51:28.670Z,2025-04-06T14:40:09Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5630102055,73,,5630102095,233,244,5630102053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797163983,244,6,1,19,37,6oxoag5c6zbnn09wx08vz4iak,1,96.5,68.8,2025-04-06T12:51:28.670Z,2025-04-06T14:40:09Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630101769,56,Center,5630101771,73,,5630102091,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164269,245,1,1,19,56,6oxoag5c6zbnn09wx08vz4iak,0,99.5,99.5,2025-04-06T12:51:47.576Z,2025-04-06T12:51:57Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5630103241,141,36.2,5630103229,2,,5630103233,155,,5630103245,213,4.54,5630103239,140,92.3,5630103243,212,43.7,5630103235,223,,5630103231,6,,5630103557,1,,5630103237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164337,246,44,1,20,0,6oxoag5c6zbnn09wx08vz4iak,1,93.0,34.1,2025-04-06T12:51:51.892Z,2025-04-06T14:40:40Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630103595,56,Center,5630103597,286,,5630105939,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164285,163,44,1,20,0,80hgdmpkvdrhw1ge9nks2kxvy,0,7.0,65.9,2025-04-06T12:51:51.893Z,2025-04-06T14:53:48Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5630103311,56,Back,5630103313,285,,5630105959,233,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164749,248,1,1,20,1,6oxoag5c6zbnn09wx08vz4iak,0,91.4,28.8,2025-04-06T12:51:52.190Z,2025-04-06T14:42:45Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5630105831,3,,5630105835,140,97.4,5630105837,141,41.7,5630105833,56,Center,5630105839,212,10.8,5630105841,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164343,164,43,1,20,2,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-06T12:51:53.316Z,2025-04-06T12:52:02Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5630103619,285,0,5630103717,233,246,5630103617,56,Back,5630104117,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164347,165,4,1,20,6,80hgdmpkvdrhw1ge9nks2kxvy,1,2.6,59.0,2025-04-06T12:51:57.269Z,2025-04-06T12:52:05Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5630103689,13,,5630103697,285,,5630104303,294,,5630103691,56,Back,5630103875,233,247,5630103693,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164363,247,4,1,20,6,6oxoag5c6zbnn09wx08vz4iak,0,97.4,41.0,2025-04-06T12:51:57.270Z,2025-04-06T12:52:14Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630103821,152,,5630103817,294,,5630103947,233,165,5630103823,286,,5630103815,13,,5630103819,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164895,166,1,1,20,42,80hgdmpkvdrhw1ge9nks2kxvy,0,8.2,59.3,2025-04-06T12:52:33.285Z,2025-04-06T12:52:38Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5630106507,140,64.0,5630106513,213,5.87,5630106503,152,,5630106509,141,21.8,5630106511,212,63.9,5630106501,157,,5630106515,1,,5630106505,56,Center,5630106499,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164909,249,44,1,20,46,6oxoag5c6zbnn09wx08vz4iak,1,37.8,78.5,2025-04-06T12:52:37.484Z,2025-04-06T14:40:41Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630106581,56,Back,5630106663,233,167,5630106583,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164901,167,44,1,20,46,80hgdmpkvdrhw1ge9nks2kxvy,0,62.2,21.5,2025-04-06T12:52:37.485Z,2025-04-06T14:40:41Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5630106541,56,Center,5630106543,286,,5630106721,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164917,250,1,1,20,47,6oxoag5c6zbnn09wx08vz4iak,0,40.6,79.1,2025-04-06T12:52:38.309Z,2025-04-06T12:52:39Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630106625,141,62.7,5630106621,140,53.3,5630106629,213,5.59,5630106615,3,,5630106627,212,17.4,5630106619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797164967,168,1,1,20,48,80hgdmpkvdrhw1ge9nks2kxvy,1,41.6,54.3,2025-04-06T12:52:40.077Z,2025-04-06T12:52:43Z,fbk14d79iikagip25ncya0ut,R. Kristiansen,,,5630106967,213,3.16,5630106965,212,29.0,5630106959,56,Back,5630106961,140,14.0,5630106963,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165045,169,1,1,20,51,80hgdmpkvdrhw1ge9nks2kxvy,0,14.1,50.4,2025-04-06T12:52:43.061Z,2025-04-06T12:52:47Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5630107393,1,,5630107385,140,60.0,5630107387,141,100.0,5630107381,157,,5630107391,213,0.62,5630107383,56,Left,5630107389,212,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165053,170,5,1,20,56,80hgdmpkvdrhw1ge9nks2kxvy,0,58.8,100.8,2025-04-06T12:52:47.157Z,2025-04-06T14:49:34Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5630108689,233,251,5630107433,347,,5630107429,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165291,251,5,1,20,56,6oxoag5c6zbnn09wx08vz4iak,1,41.2,-0.8,2025-04-06T12:52:47.157Z,2025-04-06T14:49:33Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630108635,347,,5630108633,56,Back,5630108657,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165313,252,1,1,21,9,6oxoag5c6zbnn09wx08vz4iak,1,43.3,0.0,2025-04-06T12:53:00.862Z,2025-04-06T12:53:02Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5630108737,141,18.1,5630108731,107,,5630108735,140,33.0,5630108733,56,Back,5630108739,212,17.0,5630108741,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165359,253,1,1,21,10,6oxoag5c6zbnn09wx08vz4iak,1,33.0,18.1,2025-04-06T12:53:01.948Z,2025-04-06T12:53:05Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630108985,141,61.6,5630108987,212,29.6,5630108981,56,Back,5630108991,213,1.58,5630108983,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165395,254,1,1,21,13,6oxoag5c6zbnn09wx08vz4iak,1,41.0,67.2,2025-04-06T12:53:04.869Z,2025-04-06T12:53:06Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630109137,140,45.7,5630109141,212,17.2,5630109139,141,91.4,5630109135,56,Back,5630109143,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165449,255,1,1,21,15,6oxoag5c6zbnn09wx08vz4iak,1,46.2,90.2,2025-04-06T12:53:06.709Z,2025-04-06T12:53:09Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630109365,140,37.7,5630109367,141,73.6,5630109363,56,Back,5630109369,212,14.4,5630109371,213,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165473,256,1,1,21,18,6oxoag5c6zbnn09wx08vz4iak,1,37.4,72.5,2025-04-06T12:53:09.157Z,2025-04-06T12:53:11Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5630109515,140,39.3,5630109519,212,24.8,5630109513,56,Back,5630109521,213,4.79,5630109517,141,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165555,257,1,1,21,20,6oxoag5c6zbnn09wx08vz4iak,1,39.5,35.3,2025-04-06T12:53:11.501Z,2025-04-06T12:53:18Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5630109989,212,37.7,5630109977,56,Left,5630109985,141,87.9,5630109981,140,50.9,5630109991,213,1.25,5630109993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165597,258,1,1,21,26,6oxoag5c6zbnn09wx08vz4iak,1,74.4,94.5,2025-04-06T12:53:17.941Z,2025-04-06T12:53:21Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5630110227,212,24.8,5630110225,141,85.1,5630110221,56,Left,5630110223,140,97.2,5630110229,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165601,259,61,1,21,30,6oxoag5c6zbnn09wx08vz4iak,0,97.3,84.9,2025-04-06T12:53:21.268Z,2025-04-06T12:53:21Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5630110245,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165759,171,5,1,21,31,80hgdmpkvdrhw1ge9nks2kxvy,1,-1.6,24.9,2025-04-06T12:53:22.173Z,2025-04-06T14:49:34Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5630111175,56,Back,5630111253,233,260,5630111177,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797165731,260,5,1,21,31,6oxoag5c6zbnn09wx08vz4iak,0,101.6,75.1,2025-04-06T12:53:22.173Z,2025-04-06T14:49:35Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5630111289,233,171,5630110997,56,Center,5630110999,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797166029,172,1,1,22,4,80hgdmpkvdrhw1ge9nks2kxvy,0,4.7,49.3,2025-04-06T12:53:56.004Z,2025-04-06T12:53:59Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5630112703,56,Center,5630112713,1,,5630112709,212,64.4,5630112705,140,63.6,5630112711,213,6.00,5630112701,124,,5630112707,141,23.0,5630112717,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
