id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2815279211,103,44,1,12,19,ew0hpuiweoltpsg5f51r2w64t,1,90.6,43.3,2025-05-16T16:13:51.744Z,2025-05-16T16:14:13Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,5730152653,56,Center,5730152657,233,108,5730152655,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279059,108,44,1,12,19,eujf9nqky8c5jnahb2f76m86o,0,9.4,56.7,2025-05-16T16:13:51.745Z,2025-05-16T16:14:13Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,5730151835,285,,5730151833,56,Back,5730152673,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279079,101,13,1,12,19,ew0hpuiweoltpsg5f51r2w64t,1,91.5,45.8,2025-05-16T16:13:51.852Z,2025-05-16T18:56:28Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,5730152337,103,4.2,5730152327,29,,5730151939,17,,5730151937,22,,5730152329,154,,5730152339,230,99.8,5730152331,55,100,5730152125,15,,5730152335,102,65.5,5730152129,328,,5730151941,56,5730152325,73,5730152343,231,48.6,,,,,Center,,,,,,,,,
2815279085,102,5,1,12,21,ew0hpuiweoltpsg5f51r2w64t,0,101.3,66.6,2025-05-16T16:13:53.777Z,2025-05-16T18:08:43Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,5730151999,346,,5730152161,233,109,5730151995,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279113,109,5,1,12,21,eujf9nqky8c5jnahb2f76m86o,1,-1.3,33.4,2025-05-16T16:13:53.777Z,2025-05-16T18:08:42Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,5730152135,346,,5730152153,233,102,5730152133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279359,110,1,1,12,48,eujf9nqky8c5jnahb2f76m86o,1,3.4,57.5,2025-05-16T16:14:21.344Z,2025-05-16T16:14:26Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,5730153481,1,,5730153477,212,68.3,5730153475,141,95.3,5730153473,140,63.7,5730153469,124,,5730153471,56,Left,5730153485,74,,5730153479,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279367,111,1,1,12,53,eujf9nqky8c5jnahb2f76m86o,1,63.8,95.3,2025-05-16T16:14:25.864Z,2025-05-16T16:14:27Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5730153525,140,65.0,5730153527,141,80.0,5730153523,56,Left,5730153531,213,4.83,5730153529,212,10.5,5730153521,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279371,112,1,1,12,54,eujf9nqky8c5jnahb2f76m86o,1,65.9,77.8,2025-05-16T16:14:27.128Z,2025-05-16T16:14:28Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5730153577,212,4.7,5730153575,141,82.0,5730153573,140,62.4,5730153605,156,,5730153571,56,Left,5730153579,213,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279385,113,1,1,12,55,eujf9nqky8c5jnahb2f76m86o,0,62.4,81.5,2025-05-16T16:14:28.336Z,2025-05-16T16:14:28Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5730153651,213,5.02,5730153649,212,11.1,5730153643,56,Center,5730153645,140,65.6,5730153647,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279397,104,1,1,12,57,ew0hpuiweoltpsg5f51r2w64t,1,33.4,41.8,2025-05-16T16:14:29.614Z,2025-05-16T16:14:30Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,5730153695,56,Back,5730153697,140,39.3,5730153701,212,8.3,5730153703,213,5.55,5730153699,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279413,106,1,1,12,58,ew0hpuiweoltpsg5f51r2w64t,1,39.3,33.6,2025-05-16T16:14:30.781Z,2025-05-16T16:14:32Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,5730153779,140,56.3,5730153785,213,6.19,5730153783,212,17.9,5730153777,56,Center,5730153781,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279419,107,1,1,12,59,ew0hpuiweoltpsg5f51r2w64t,1,56.3,31.2,2025-05-16T16:14:32.110Z,2025-05-16T16:14:33Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,5730153803,56,Back,5730153805,140,45.7,5730153807,141,31.2,5730153811,213,3.14,5730153823,156,,5730153809,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279485,108,1,1,13,1,ew0hpuiweoltpsg5f51r2w64t,1,47.9,39.5,2025-05-16T16:14:34.157Z,2025-05-16T16:14:39Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,5730154195,141,79.0,5730154197,212,27.6,5730154193,140,41.8,5730154199,213,1.80,5730154191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279507,109,1,1,13,7,ew0hpuiweoltpsg5f51r2w64t,1,53.4,79.1,2025-05-16T16:14:39.397Z,2025-05-16T16:14:43Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,5730154337,56,Back,5730154345,213,3.93,5730154343,212,18.9,5730154341,141,59.4,5730154339,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279517,110,1,1,13,10,ew0hpuiweoltpsg5f51r2w64t,1,46.0,55.5,2025-05-16T16:14:42.989Z,2025-05-16T16:14:45Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,5730154369,140,48.5,5730154375,213,4.84,5730154373,212,20.8,5730154367,56,Back,5730154371,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279549,111,1,1,13,12,ew0hpuiweoltpsg5f51r2w64t,1,51.1,25.0,2025-05-16T16:14:45.110Z,2025-05-16T16:14:49Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,5730154555,56,Right,5730154557,140,69.4,5730154563,213,5.77,5730154561,212,22.1,5730154559,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279551,112,1,1,13,16,ew0hpuiweoltpsg5f51r2w64t,0,73.4,14.1,2025-05-16T16:14:48.966Z,2025-05-16T17:02:41Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,5730154577,213,1.13,5730154575,212,17.4,5730154569,56,Center,5730154571,140,80.5,5730154567,155,,5730154573,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279597,114,12,1,13,19,eujf9nqky8c5jnahb2f76m86o,1,21.5,59.9,2025-05-16T16:14:51.432Z,2025-05-16T16:14:53Z,4z8yicyffnto09vgpxp2bt1pl,S. Norheim,,5730154821,140,35.6,5730154819,56,Back,5730154823,141,70.2,5730154827,213,0.44,5730154825,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279599,115,44,1,13,19,eujf9nqky8c5jnahb2f76m86o,1,38.9,68.5,2025-05-16T16:14:52.109Z,2025-05-16T18:20:22Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5730154831,285,,5730154829,56,Back,5730154863,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279579,113,44,1,13,19,ew0hpuiweoltpsg5f51r2w64t,0,61.1,31.5,2025-05-16T16:14:52.110Z,2025-05-16T18:10:55Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,5730154895,233,115,5730154723,56,Center,5730154725,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279611,116,1,1,13,20,eujf9nqky8c5jnahb2f76m86o,1,39.2,67.2,2025-05-16T16:14:53.056Z,2025-05-16T18:20:26Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5730154917,140,45.1,5730154915,56,Back,5730154913,3,,5730154921,212,24.6,5730154919,141,32.2,5730154923,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279615,117,1,1,13,23,eujf9nqky8c5jnahb2f76m86o,0,45.3,32.2,2025-05-16T16:14:55.735Z,2025-05-16T18:20:27Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5730154937,141,20.0,5730154935,140,40.2,5730154939,212,9.9,5730154941,213,4.14,5730154933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279643,114,1,1,13,26,ew0hpuiweoltpsg5f51r2w64t,1,57.8,73.3,2025-05-16T16:14:58.966Z,2025-05-16T17:02:08Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,5730155151,56,Back,5730155153,140,38.0,5730155159,213,2.90,5730155157,212,21.4,5730155155,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279665,115,1,1,13,28,ew0hpuiweoltpsg5f51r2w64t,1,36.3,82.3,2025-05-16T16:15:00.838Z,2025-05-16T16:15:02Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,5730155283,140,33.2,5730155287,212,17.1,5730155285,141,57.6,5730155289,213,4.52,5730155281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279689,116,1,1,13,30,ew0hpuiweoltpsg5f51r2w64t,1,36.0,58.2,2025-05-16T16:15:02.462Z,2025-05-16T16:15:05Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,5730155429,56,Back,5730155435,212,8.9,5730155437,213,5.64,5730155433,141,50.3,5730155431,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279749,117,1,1,13,32,ew0hpuiweoltpsg5f51r2w64t,1,45.6,44.8,2025-05-16T16:15:04.838Z,2025-05-16T16:15:11Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,5730155761,56,Right,5730155769,213,5.27,5730155771,1,,5730155763,140,62.4,5730155767,212,33.4,5730155765,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279789,118,1,1,13,38,ew0hpuiweoltpsg5f51r2w64t,1,72.0,7.6,2025-05-16T16:15:10.942Z,2025-05-16T16:15:14Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,5730155997,140,67.5,5730155995,56,Center,5730156001,212,12.3,5730155999,141,24.3,5730156003,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279811,119,1,1,13,41,ew0hpuiweoltpsg5f51r2w64t,0,66.6,24.3,2025-05-16T16:15:13.926Z,2025-05-16T17:02:20Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,5730156119,213,6.24,5730156111,56,Center,5730156113,140,90.2,5730156117,212,24.8,5730156115,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279799,118,61,1,13,42,eujf9nqky8c5jnahb2f76m86o,1,5.6,70.6,2025-05-16T16:15:14.601Z,2025-05-16T16:15:14Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,5730156037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279855,120,1,1,13,44,eujf9nqky8c5jnahb2f76m86o,1,15.5,74.8,2025-05-16T16:15:17.359Z,2025-05-16T16:15:20Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,5730156329,140,38.7,5730156335,213,0.38,5730156327,56,Back,5730156333,212,26.3,5730156325,155,,5730156331,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279861,121,4,1,13,47,eujf9nqky8c5jnahb2f76m86o,1,36.8,91.9,2025-05-16T16:15:20.255Z,2025-05-16T18:07:58Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5730156593,233,120,5730156375,56,Back,5730156377,152,,5730156381,286,,5730156527,295,,5730156373,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815279869,120,4,1,13,47,ew0hpuiweoltpsg5f51r2w64t,0,63.2,8.1,2025-05-16T16:15:20.256Z,2025-05-16T18:07:58Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,5730156501,152,,5730156639,233,121,5730156491,13,,5730156497,56,Right,5730156505,285,,5730156493,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280133,122,1,1,14,9,eujf9nqky8c5jnahb2f76m86o,0,36.9,91.1,2025-05-16T16:15:42.384Z,2025-05-16T16:15:47Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,5730158029,157,,5730158039,140,75.2,5730158053,1,,5730158031,152,,5730158035,56,Right,5730158047,212,65.6,5730158023,5,,5730158051,213,5.37,5730158043,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,
2815280143,121,44,1,14,14,ew0hpuiweoltpsg5f51r2w64t,1,26.0,83.7,2025-05-16T16:15:46.855Z,2025-05-16T18:10:55Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,5730158139,233,123,5730158095,56,Back,5730158097,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280137,123,44,1,14,14,eujf9nqky8c5jnahb2f76m86o,0,74.0,16.3,2025-05-16T16:15:46.856Z,2025-05-16T18:10:55Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,5730158065,56,Right,5730158067,286,,5730158155,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280159,122,1,1,14,15,ew0hpuiweoltpsg5f51r2w64t,0,27.9,81.4,2025-05-16T16:15:47.511Z,2025-05-16T16:15:50Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,5730158203,140,36.9,5730158205,141,82.4,5730158207,212,9.5,5730158199,3,,5730158209,213,0.07,5730158201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280155,124,44,1,14,16,eujf9nqky8c5jnahb2f76m86o,1,64.0,20.9,2025-05-16T16:15:48.799Z,2025-05-16T18:10:56Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5730158183,286,,5730158181,56,Right,5730158349,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280163,123,44,1,14,16,ew0hpuiweoltpsg5f51r2w64t,0,36.0,79.1,2025-05-16T16:15:48.800Z,2025-05-16T18:10:56Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,5730158383,233,124,5730158231,56,Back,5730158233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280169,125,1,1,14,16,eujf9nqky8c5jnahb2f76m86o,0,65.2,26.4,2025-05-16T16:15:49.031Z,2025-05-16T16:15:52Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5730158241,141,20.0,5730158239,140,70.2,5730158243,212,6.8,5730158237,56,Right,5730158235,3,,5730158245,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280171,126,44,1,14,18,eujf9nqky8c5jnahb2f76m86o,1,67.2,19.0,2025-05-16T16:15:50.999Z,2025-05-16T18:10:57Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,5730158249,56,Right,5730158251,286,,5730270559,233,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280179,124,44,1,14,18,ew0hpuiweoltpsg5f51r2w64t,0,32.8,81.0,2025-05-16T16:15:51Z,2025-05-16T18:10:57Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,5730158289,56,Back,5730158291,285,,5730270613,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299737,405,61,1,14,19,eujf9nqky8c5jnahb2f76m86o,1,71.3,20.9,2025-05-16T16:15:51.385Z,2025-05-16T17:01:26Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,5730270521,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280223,127,1,1,14,21,eujf9nqky8c5jnahb2f76m86o,1,71.6,20.0,2025-05-16T16:15:53.820Z,2025-05-16T16:15:55Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,5730158473,140,69.1,5730158477,212,7.1,5730158475,141,29.7,5730158479,213,1.95,5730158471,56,Center,5730158469,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280235,128,1,1,14,22,eujf9nqky8c5jnahb2f76m86o,1,69.6,29.8,2025-05-16T16:15:54.976Z,2025-05-16T16:15:56Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5730158529,3,,5730158531,56,Center,5730158539,213,1.71,5730158535,141,37.7,5730158537,212,5.4,5730158533,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280245,129,1,1,14,24,eujf9nqky8c5jnahb2f76m86o,1,70.2,36.4,2025-05-16T16:15:56.495Z,2025-05-16T16:15:57Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5730158587,212,11.6,5730158585,141,50.7,5730158583,140,76.2,5730158589,213,1.00,5730158581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280259,130,1,1,14,24,eujf9nqky8c5jnahb2f76m86o,1,76.8,51.6,2025-05-16T16:15:57.343Z,2025-05-16T16:16:20Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,1.0,5730159849,210,15,5730158669,141,44.5,5730158671,212,5.9,5730159851,154,,5730158673,213,5.32,5730158665,56,Center,5730158667,140,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280271,131,15,1,14,26,eujf9nqky8c5jnahb2f76m86o,1,82.2,51.3,2025-05-16T16:15:58.703Z,2025-05-16T18:56:24Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5730159893,146,85.6,5730159877,72,,5730159881,29,,5730159889,102,52.0,5730159897,230,98.5,5730159883,154,,5730159891,103,19,5730159899,231,49.5,5730716107,76,,5730158729,56,Center,5730159895,147,5730158727,18,5730158723,22,,5730159929,233,125,,51.4,5730159333,82,5730159885,55,130,,,,
2815280275,125,10,1,14,26,ew0hpuiweoltpsg5f51r2w64t,1,13.7,52.7,2025-05-16T16:15:58.803Z,2025-05-16T16:16:22Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,5730159975,233,131,5730158775,94,,5730158777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280311,132,1,1,14,29,eujf9nqky8c5jnahb2f76m86o,1,90.5,71.4,2025-05-16T16:16:02.041Z,2025-05-16T16:16:10Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,1.0,5730158961,212,24.7,5730159281,210,13,5730158959,141,35.1,5730158963,213,4.75,5730158957,140,91.5,5730158955,56,Center,5730158953,155,,5730159283,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280317,133,13,1,14,31,eujf9nqky8c5jnahb2f76m86o,1,91.7,39.3,2025-05-16T16:16:04.039Z,2025-05-16T18:57:28Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5730159313,231,47.1,5730159291,72,,5730159299,55,132,5730159305,103,69.4,5730159311,230,99.1,5730721355,77,,5730159297,154,,5730159001,56,Center,5730159303,102,60.3,5730158997,22,,5730159307,108,5730159309,328,5730721353,17,,5730159295,29,,,,,,,,,,,,
2815280555,126,5,1,14,32,ew0hpuiweoltpsg5f51r2w64t,1,-1.6,39.8,2025-05-16T16:16:04.391Z,2025-05-16T18:08:43Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,5730160359,346,,5730160393,233,134,5730160357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280331,134,5,1,14,32,eujf9nqky8c5jnahb2f76m86o,0,101.6,60.2,2025-05-16T16:16:04.391Z,2025-05-16T18:08:44Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5730159065,56,Center,5730160427,233,126,5730159067,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280579,127,1,1,14,56,ew0hpuiweoltpsg5f51r2w64t,1,5.2,49.9,2025-05-16T16:16:28.992Z,2025-05-16T16:16:57Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,5730160505,237,,5730160493,56,Back,5730160497,141,86.6,5730160495,140,12.2,5730162023,189,,5730160499,212,26.0,5730160491,124,,5730160501,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280585,128,1,1,14,57,ew0hpuiweoltpsg5f51r2w64t,1,12.2,86.6,2025-05-16T16:16:30.088Z,2025-05-16T16:16:31Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,5730160517,56,Back,5730160525,213,0.51,5730160523,212,11.8,5730160519,140,22.0,5730160521,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280593,129,1,1,14,58,ew0hpuiweoltpsg5f51r2w64t,1,22.0,95.0,2025-05-16T16:16:31.368Z,2025-05-16T16:16:32Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,5730160577,213,3.37,5730160575,212,7.3,5730160569,56,Back,5730160571,140,15.2,5730160573,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280603,130,1,1,15,0,ew0hpuiweoltpsg5f51r2w64t,0,13.5,92.3,2025-05-16T16:16:32.688Z,2025-05-16T16:16:34Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,5730160645,213,0.26,5730160637,56,Back,5730160639,140,17.4,5730160643,212,4.2,5730160707,286,,5730160635,157,,5730160703,233,135,5730160647,1,,5730160641,141,93.9,5730160701,236,,,,,,,,,,,,,,,,,,,,,,
2815280597,135,74,1,15,0,eujf9nqky8c5jnahb2f76m86o,1,83.1,6.2,2025-05-16T16:16:32.689Z,2025-05-16T16:16:35Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5730160717,233,130,5730160605,285,,5730160603,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280647,131,5,1,15,1,ew0hpuiweoltpsg5f51r2w64t,1,26.4,101.1,2025-05-16T16:16:34.200Z,2025-05-16T18:08:44Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,5730160869,347,,5730160867,56,Back,5730160913,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280615,136,5,1,15,1,eujf9nqky8c5jnahb2f76m86o,0,73.6,-1.1,2025-05-16T16:16:34.200Z,2025-05-16T18:08:44Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5730160709,56,Right,5730160955,233,131,5730160711,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280667,132,1,1,15,4,ew0hpuiweoltpsg5f51r2w64t,1,29.6,100.0,2025-05-16T16:16:36.591Z,2025-05-16T16:16:38Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,5730160971,56,Back,5730160979,213,5.28,5730160969,107,,5730160973,140,34.8,5730160977,212,10.2,5730160975,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280679,133,1,1,15,4,ew0hpuiweoltpsg5f51r2w64t,1,34.8,89.0,2025-05-16T16:16:37.280Z,2025-05-16T16:16:40Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,5730161049,141,96.9,5730161053,213,2.13,5730161075,189,,5730161051,212,6.3,5730161045,56,Back,5730161047,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280743,134,1,1,15,7,ew0hpuiweoltpsg5f51r2w64t,1,31.4,96.8,2025-05-16T16:16:40.144Z,2025-05-16T16:16:46Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,5730161445,56,Back,5730161447,140,28.9,5730161451,212,52.0,5730161443,196,,5730161455,1,,5730161449,141,20.4,5730161453,213,4.66,5730161441,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280781,135,1,1,15,13,ew0hpuiweoltpsg5f51r2w64t,1,42.0,17.7,2025-05-16T16:16:46.024Z,2025-05-16T16:16:51Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,5730161635,140,68.7,5730161637,141,13.1,5730161633,56,Right,5730161639,212,28.2,5730161641,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815280793,136,1,1,15,18,ew0hpuiweoltpsg5f51r2w64t,0,97.7,17.9,2025-05-16T16:16:50.864Z,2025-05-16T16:16:52Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,5730161701,155,,5730161711,213,1.55,5730161709,212,19.1,5730161703,56,Center,5730161699,2,,5730161707,141,46.0,5730161705,140,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281027,138,1,1,15,43,eujf9nqky8c5jnahb2f76m86o,0,12.5,38.6,2025-05-16T16:17:15.711Z,2025-05-16T16:17:20Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,5730163063,56,Center,5730163089,1,,5730163065,140,69.1,5730163067,141,36.0,5730163061,199,,5730163069,212,59.5,5730163071,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281041,137,8,1,15,48,ew0hpuiweoltpsg5f51r2w64t,1,31.2,46.3,2025-05-16T16:17:20.824Z,2025-05-16T16:17:21Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,5730163137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281065,139,1,1,15,49,eujf9nqky8c5jnahb2f76m86o,1,45.0,50.0,2025-05-16T16:17:21.879Z,2025-05-16T16:17:24Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5730163323,212,24.1,5730163319,140,57.5,5730163321,141,79.7,5730163325,213,0.99,5730163317,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815281087,140,1,1,15,52,eujf9nqky8c5jnahb2f76m86o,0,60.7,77.6,2025-05-16T16:17:24.519Z,2025-05-16T16:17:26Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,5730163433,140,82.7,5730163437,212,41.4,5730163435,141,27.0,5730163431,56,Center,5730163441,1,,5730163439,213,5.30,5730163429,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
