id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2823847671,449,61,1,10,54,45v50owpvshpijizwwlcw4lni,1,58.0,27.0,2025-06-22T12:41:54.097Z,2025-06-22T13:27:25Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777897875,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823847679,450,61,1,10,54,45v50owpvshpijizwwlcw4lni,1,58.1,24.3,2025-06-22T12:41:54.297Z,2025-06-22T13:27:41Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777897911,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837847,99,1,1,10,54,45v50owpvshpijizwwlcw4lni,0,57.8,23.4,2025-06-22T12:41:54.664Z,2025-06-22T13:27:52Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777842257,141,21.9,5777842261,213,6.03,5777842253,56,Center,5777842255,140,61.6,5777842259,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837837,119,1,1,10,56,8q6cv8g4bd3xdl7m88kll16na,1,47.0,82.9,2025-06-22T12:41:56.744Z,2025-06-22T12:41:57Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777842193,140,47.8,5777842195,141,73.8,5777842197,212,6.2,5777842191,56,Back,5777842199,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837841,120,1,1,10,57,8q6cv8g4bd3xdl7m88kll16na,0,47.8,73.8,2025-06-22T12:41:57.671Z,2025-06-22T14:39:32Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777897675,236,,5777842219,213,1.57,5777842217,212,5.2,5777842211,56,Back,5777842215,141,81.4,5777897681,286,,5777842213,140,47.8,5777897677,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837857,100,74,1,11,0,45v50owpvshpijizwwlcw4lni,1,55.8,28.2,2025-06-22T12:42:00.304Z,2025-06-22T13:26:46Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777897669,285,,5777897667,56,Center,5777897687,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836547,63,1,1,11,0,8q6cv8g4bd3xdl7m88kll16na,0,33.3,79.9,2025-06-22T12:42:00.487Z,2025-06-22T13:29:14Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777898813,141,78.9,5777898815,212,0.7,5777898825,286,,5777898811,140,33.3,5777898817,213,4.71,5777898821,233,101,5777898819,236,,5777898809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837861,101,74,1,11,0,45v50owpvshpijizwwlcw4lni,1,64.1,19.2,2025-06-22T12:42:00.488Z,2025-06-22T13:29:13Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777898327,56,Right,5777898845,233,63,5777898329,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837883,121,1,1,11,3,8q6cv8g4bd3xdl7m88kll16na,1,30.3,92.7,2025-06-22T12:42:03.135Z,2025-06-22T12:42:06Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777842451,140,31.0,5777842453,141,80.2,5777842457,213,4.80,5777842455,212,8.5,5777842449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837913,122,1,1,11,6,8q6cv8g4bd3xdl7m88kll16na,1,35.9,70.9,2025-06-22T12:42:06.096Z,2025-06-22T12:42:09Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777842589,141,59.3,5777842585,56,Center,5777842593,213,6.02,5777842591,212,30.0,5777842587,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837917,123,61,1,11,9,8q6cv8g4bd3xdl7m88kll16na,0,63.5,59.3,2025-06-22T12:42:09.745Z,2025-06-22T14:39:29Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5777842601,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837919,102,1,1,11,10,45v50owpvshpijizwwlcw4lni,0,31.2,53.9,2025-06-22T12:42:10.184Z,2025-06-22T12:42:10Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5777842619,212,3.9,5777842615,140,34.8,5777842621,213,6.04,5777842613,56,Back,5777842617,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837931,124,1,1,11,11,8q6cv8g4bd3xdl7m88kll16na,1,63.8,56.6,2025-06-22T12:42:11.439Z,2025-06-22T12:42:12Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5777842673,212,8.1,5777842675,213,1.09,5777842671,141,67.2,5777842669,140,67.4,5777842667,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837947,125,1,1,11,12,8q6cv8g4bd3xdl7m88kll16na,1,67.4,67.2,2025-06-22T12:42:12.256Z,2025-06-22T12:42:25Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,1.0,5777842741,212,8.0,5777842735,56,Center,5777842737,140,71.6,5777842743,213,5.29,5777843125,210,15,5777842739,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837943,103,45,1,11,14,45v50owpvshpijizwwlcw4lni,0,19.2,48.3,2025-06-22T12:42:14.240Z,2025-06-22T12:42:18Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777842875,233,126,5777842729,285,,5777842727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837961,126,3,1,11,14,8q6cv8g4bd3xdl7m88kll16na,1,82.0,49.7,2025-06-22T12:42:14.240Z,2025-06-22T12:43:51Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5777842821,56,Center,5777842823,286,,5777842855,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837967,127,15,1,11,16,8q6cv8g4bd3xdl7m88kll16na,1,85.8,50.1,2025-06-22T12:42:16.745Z,2025-06-22T14:48:38Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5777843147,231,49.8,5777842965,82,,5777842847,56,Center,5777843135,102,49.6,5777843127,78,,5777843131,55,125,5777843143,147,50,5777843139,215,,5777842843,22,,5777843141,146,5777843149,233,104,5777842959,20,,5777949641,17,5777843137,103,5777843145,230,5777843129,29,,88.8,19,98.2,,,,,,,,,
2823837973,104,10,1,11,16,45v50owpvshpijizwwlcw4lni,1,10.5,48.7,2025-06-22T12:42:16.845Z,2025-06-22T12:42:26Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777842893,94,,5777842895,56,Back,5777843165,233,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837987,105,12,1,11,17,45v50owpvshpijizwwlcw4lni,1,3.5,39.1,2025-06-22T12:42:17.079Z,2025-06-22T13:29:30Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5777842943,56,Back,5777842951,213,4.08,5777842947,141,29.7,5777842989,167,,5777842949,212,7.9,5777842945,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837979,128,6,1,11,17,8q6cv8g4bd3xdl7m88kll16na,1,96.4,65.8,2025-06-22T12:42:17.952Z,2025-06-22T12:43:57Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5777842919,73,,5777843003,233,106,5777842917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823837989,106,6,1,11,20,45v50owpvshpijizwwlcw4lni,0,8.2,38.6,2025-06-22T12:42:20.706Z,2025-06-22T12:42:22Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5777843011,233,128,5777842997,56,Back,5777842999,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838077,129,1,1,11,35,8q6cv8g4bd3xdl7m88kll16na,1,99.5,99.5,2025-06-22T12:42:35.175Z,2025-06-22T12:42:38Z,bi90ts7bjqsllbei6qtmx6has,S. Sjøvold,,,5777843431,6,,5777843437,141,87.5,5777843439,212,11.5,5777843441,213,3.93,5777843433,56,Left,5777843435,140,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838093,130,1,1,11,36,8q6cv8g4bd3xdl7m88kll16na,1,91.8,87.5,2025-06-22T12:42:36.495Z,2025-06-22T12:42:53Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,1.0,5777843525,213,4.16,5777843523,212,17.9,5777843519,140,82.9,5777843993,210,15,5777843521,141,65.1,5777843517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838121,131,15,1,11,38,8q6cv8g4bd3xdl7m88kll16na,1,78.1,60.5,2025-06-22T12:42:38.447Z,2025-06-22T14:49:08Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5777844011,147,49.6,5777843999,55,130,5777844009,146,98.6,5777843741,25,,5777843995,79,,5777844005,103,25.9,5777843669,56,Center,5777844027,233,107,5777844007,215,,5777843997,29,5777843667,18,,5777844003,102,51.6,5777843743,20,,,,,,,,,,,,,,,,,,,
2823838111,107,10,1,11,38,45v50owpvshpijizwwlcw4lni,1,3.8,50.3,2025-06-22T12:42:38.547Z,2025-06-22T12:42:54Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5777844043,233,131,5777843627,178,,5777843631,56,Back,5777843629,182,,5777843689,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838215,109,1,1,11,50,45v50owpvshpijizwwlcw4lni,1,5.3,48.2,2025-06-22T12:42:50.183Z,2025-06-22T13:26:32Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5777844185,212,42.4,5777844661,189,,5777844183,141,20.7,5777844189,1,,5777897261,123,,5777844187,213,5.83,5777844179,56,Back,5777844181,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823847621,448,50,1,11,54,45v50owpvshpijizwwlcw4lni,1,26.5,71.0,2025-06-22T12:42:54.996Z,2025-06-22T13:26:29Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777897449,56,Back,5777897471,233,357,5777897451,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823847593,357,7,1,11,55,8q6cv8g4bd3xdl7m88kll16na,1,73.6,29.5,2025-06-22T12:42:54.997Z,2025-06-22T13:26:30Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777897455,233,448,5777897313,286,,5777897311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823847635,359,1,1,11,57,8q6cv8g4bd3xdl7m88kll16na,1,75.4,26.2,2025-06-22T12:42:56.997Z,2025-06-22T13:26:40Z,bi90ts7bjqsllbei6qtmx6has,S. Sjøvold,,,5777897583,213,0.82,5777897575,56,Center,5777897581,212,18.4,5777897579,141,46.0,5777897577,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823847641,360,1,1,11,58,8q6cv8g4bd3xdl7m88kll16na,1,88.4,48.4,2025-06-22T12:42:57.997Z,2025-06-22T13:26:55Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,1.0,5777897727,210,15,5777897625,141,67.2,5777897623,140,77.9,5777897729,154,,5777897619,156,,5777897629,213,2.28,5777897627,212,16.9,5777897621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838209,132,43,1,11,59,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-06-22T12:42:59.278Z,2025-06-22T13:26:47Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777897691,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838217,133,15,1,11,59,8q6cv8g4bd3xdl7m88kll16na,1,83.6,52.8,2025-06-22T12:42:59.648Z,2025-06-22T14:50:23Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777845883,20,,5777897753,147,50.2,5777897737,55,360,5777897745,328,,5777897741,102,51.3,5777897757,233,110,5777897733,29,,5777950023,17,,5777897731,78,,5777897743,103,5777844195,56,Center,5777844191,22,,5777897751,146,5777897735,154,,,,,,17.1,,,98.1,,,,,,,,
2823838229,110,10,1,11,59,45v50owpvshpijizwwlcw4lni,1,2.6,47.0,2025-06-22T12:42:59.748Z,2025-06-22T13:26:56Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5777844265,178,,5777897761,233,133,5777844269,56,Back,5777844267,182,,5777844263,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823847447,447,61,1,12,0,45v50owpvshpijizwwlcw4lni,1,10.5,47.0,2025-06-22T12:42:59.997Z,2025-06-22T13:24:54Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777896481,189,,5777896393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838253,111,1,1,12,4,45v50owpvshpijizwwlcw4lni,1,16.4,8.5,2025-06-22T12:43:04.831Z,2025-06-22T13:25:35Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777844385,141,16.7,5777844383,140,60.8,5777844391,1,,5777844389,213,0.12,5777844387,212,47.0,5777844379,157,,5777844381,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838273,113,1,1,12,7,45v50owpvshpijizwwlcw4lni,0,41.7,12.9,2025-06-22T12:43:07.007Z,2025-06-22T12:43:08Z,9fu1wk5unisycn8mt5j1p04ph,F. Gulbrandsen,,,5777844473,56,Center,5777844477,141,32.7,5777844479,212,21.4,5777844481,213,0.68,5777844475,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838287,134,1,1,12,9,8q6cv8g4bd3xdl7m88kll16na,1,45.8,68.2,2025-06-22T12:43:09.799Z,2025-06-22T12:43:11Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5777844535,212,7.0,5777844529,56,Back,5777844531,140,45.9,5777844537,213,1.56,5777844533,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838299,136,1,1,12,11,8q6cv8g4bd3xdl7m88kll16na,1,45.9,78.5,2025-06-22T12:43:11.079Z,2025-06-22T12:43:12Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5777844577,140,58.4,5777844575,56,Left,5777844579,141,79.0,5777844581,212,13.1,5777844583,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838317,137,1,1,12,12,8q6cv8g4bd3xdl7m88kll16na,1,58.4,79.0,2025-06-22T12:43:12.423Z,2025-06-22T12:43:19Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777844715,56,Center,5777844719,141,71.1,5777844723,213,4.31,5777844717,140,56.2,5777844721,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838329,138,1,1,12,20,8q6cv8g4bd3xdl7m88kll16na,1,44.1,68.1,2025-06-22T12:43:20.639Z,2025-06-22T12:43:23Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777844807,212,23.1,5777844801,56,Back,5777844809,213,4.42,5777844803,140,37.8,5777844805,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838353,139,1,1,12,23,8q6cv8g4bd3xdl7m88kll16na,1,46.3,37.9,2025-06-22T12:43:23.103Z,2025-06-22T12:43:29Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5777844953,212,23.1,5777844951,141,71.8,5777844947,56,Back,5777844949,140,45.0,5777844955,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838363,140,1,1,12,28,8q6cv8g4bd3xdl7m88kll16na,1,57.9,72.1,2025-06-22T12:43:28.967Z,2025-06-22T12:43:34Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5777844999,213,1.40,5777844991,56,Left,5777844997,212,12.3,5777844995,141,89.9,5777844993,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838367,141,1,1,12,33,8q6cv8g4bd3xdl7m88kll16na,1,56.8,89.3,2025-06-22T12:43:33.983Z,2025-06-22T12:43:36Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777845017,212,22.3,5777845011,56,Back,5777845019,213,3.84,5777845013,140,40.5,5777845015,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838393,142,1,1,12,36,8q6cv8g4bd3xdl7m88kll16na,1,39.9,76.7,2025-06-22T12:43:36.159Z,2025-06-22T12:43:43Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5777845203,213,3.69,5777845195,56,Back,5777845199,141,57.6,5777845201,212,24.9,5777845197,140,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838397,143,1,1,12,43,8q6cv8g4bd3xdl7m88kll16na,0,20.4,51.6,2025-06-22T12:43:43.511Z,2025-06-22T12:43:44Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5777845229,1,,5777845225,212,56.0,5777845219,56,Right,5777845217,155,,5777845221,140,61.0,5777845223,141,0.0,5777845227,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838399,144,5,1,12,44,8q6cv8g4bd3xdl7m88kll16na,0,62.1,-1.5,2025-06-22T12:43:44.503Z,2025-06-22T12:44:02Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5777845231,56,Right,5777845233,347,,5777845479,233,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838439,114,5,1,12,44,45v50owpvshpijizwwlcw4lni,1,38.4,101.6,2025-06-22T12:43:44.655Z,2025-06-22T12:44:03Z,9fu1wk5unisycn8mt5j1p04ph,F. Gulbrandsen,,,5777845459,56,Back,5777845461,347,,5777845475,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838443,115,1,1,13,1,45v50owpvshpijizwwlcw4lni,1,37.3,100.0,2025-06-22T12:44:01.951Z,2025-06-22T12:44:04Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5777845487,140,44.8,5777845491,212,11.3,5777845489,141,89.4,5777845483,107,,5777845485,56,Back,5777845493,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838449,116,61,1,13,3,45v50owpvshpijizwwlcw4lni,0,42.5,92.0,2025-06-22T12:44:03.967Z,2025-06-22T12:44:04Z,b95r3rmf3rzra4sp1mkutd5ka,C. Zady Sery,,,5777845507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838453,117,45,1,13,5,45v50owpvshpijizwwlcw4lni,0,39.6,80.8,2025-06-22T12:44:05.822Z,2025-06-22T12:44:07Z,9fu1wk5unisycn8mt5j1p04ph,F. Gulbrandsen,,,5777845539,285,,5777845537,56,Back,5777845579,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838459,145,3,1,13,5,8q6cv8g4bd3xdl7m88kll16na,1,59.8,20.8,2025-06-22T12:44:05.822Z,2025-06-22T12:44:08Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5777845571,286,,5777845569,56,Right,5777845575,233,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838469,147,1,1,13,8,8q6cv8g4bd3xdl7m88kll16na,1,62.5,33.7,2025-06-22T12:44:08.254Z,2025-06-22T12:44:09Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5777845605,140,72.8,5777845603,56,Center,5777845609,212,12.5,5777845611,213,0.53,5777845607,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838473,148,1,1,13,9,8q6cv8g4bd3xdl7m88kll16na,0,73.4,44.2,2025-06-22T12:44:09.694Z,2025-06-22T12:44:10Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777845625,140,76.7,5777845629,212,10.2,5777845627,141,30.1,5777845631,213,5.06,5777845623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838525,119,1,1,13,15,45v50owpvshpijizwwlcw4lni,1,37.4,79.4,2025-06-22T12:44:15.855Z,2025-06-22T12:44:22Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5777845879,213,1.67,5777845877,212,9.9,5777845871,56,Back,5777845875,141,93.9,5777845873,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838537,120,1,1,13,22,45v50owpvshpijizwwlcw4lni,1,36.0,74.2,2025-06-22T12:44:22.767Z,2025-06-22T12:44:27Z,b95r3rmf3rzra4sp1mkutd5ka,C. Zady Sery,,,5777845943,56,Back,5777845951,213,4.42,5777845947,141,39.1,5777845949,212,24.9,5777845945,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838555,121,1,1,13,27,45v50owpvshpijizwwlcw4lni,1,33.0,28.9,2025-06-22T12:44:27.047Z,2025-06-22T12:44:30Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777846043,56,Back,5777846047,141,39.8,5777846051,213,2.50,5777846049,212,12.4,5777846045,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838579,122,1,1,13,30,45v50owpvshpijizwwlcw4lni,1,25.6,43.7,2025-06-22T12:44:30.103Z,2025-06-22T12:44:33Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5777846177,56,Back,5777846185,213,1.32,5777846183,212,20.7,5777846179,140,30.4,5777846181,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838597,123,1,1,13,33,45v50owpvshpijizwwlcw4lni,1,29.4,73.3,2025-06-22T12:44:33.127Z,2025-06-22T12:44:35Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777846287,213,6.23,5777846283,141,72.6,5777846279,56,Back,5777846281,140,37.5,5777846285,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838603,124,1,1,13,35,45v50owpvshpijizwwlcw4lni,1,38.7,76.1,2025-06-22T12:44:35.207Z,2025-06-22T12:44:38Z,b95r3rmf3rzra4sp1mkutd5ka,C. Zady Sery,,,5777846317,140,44.0,5777846321,212,5.6,5777846323,213,6.16,5777846315,56,Back,5777846319,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838609,125,1,1,13,38,45v50owpvshpijizwwlcw4lni,1,46.2,77.2,2025-06-22T12:44:38.702Z,2025-06-22T13:24:04Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777846347,56,Left,5777846351,141,85.1,5777846353,212,16.8,5777846355,213,0.32,5777846349,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838637,126,1,1,13,42,45v50owpvshpijizwwlcw4lni,1,68.8,75.4,2025-06-22T12:44:42.846Z,2025-06-22T12:44:45Z,b95r3rmf3rzra4sp1mkutd5ka,C. Zady Sery,,,5777846509,140,71.5,5777846507,56,Center,5777846511,141,73.6,5777846515,213,5.88,5777846513,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838639,127,1,1,13,45,45v50owpvshpijizwwlcw4lni,0,74.0,74.4,2025-06-22T12:44:45.142Z,2025-06-22T12:44:45Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777846525,212,5.1,5777846519,56,Center,5777846521,140,69.2,5777846527,213,3.29,5777846523,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838649,150,1,1,13,46,8q6cv8g4bd3xdl7m88kll16na,1,27.3,46.6,2025-06-22T12:44:46.518Z,2025-06-22T12:44:47Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5777846563,56,Back,5777846565,140,10.7,5777846567,141,51.3,5777846569,212,17.7,5777846571,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838661,151,1,1,13,47,8q6cv8g4bd3xdl7m88kll16na,0,10.7,51.3,2025-06-22T12:44:47.598Z,2025-06-22T12:46:25Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5777846645,212,55.4,5777846639,56,Center,5777846649,1,,5777846647,213,0.26,5777846643,141,72.3,5777846637,157,,5777846641,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838675,128,12,1,13,50,45v50owpvshpijizwwlcw4lni,1,32.2,26.8,2025-06-22T12:44:50.975Z,2025-06-22T12:44:52Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777846729,213,5.55,5777846727,212,11.3,5777846731,15,,5777846721,56,Back,5777846725,141,15.6,5777846723,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823838713,152,1,1,13,56,8q6cv8g4bd3xdl7m88kll16na,1,69.9,91.8,2025-06-22T12:44:56.222Z,2025-06-22T12:45:01Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5777846983,212,7.6,5777846979,140,71.6,5777846981,141,80.9,5777846977,56,Left,5777846985,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
