id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2809553573,241,6,1,27,55,6oxoag5c6zbnn09wx08vz4iak,0,5.6,11.6,2025-05-03T16:29:13.169Z,2025-05-03T18:06:15Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698473431,233,231,5698473389,56,Back,5698473391,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809553839,232,1,1,28,16,8q6cv8g4bd3xdl7m88kll16na,0,99.5,99.5,2025-05-03T16:29:34.960Z,2025-05-03T16:29:40Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5698474607,155,,5698474615,141,54.3,5698474603,2,,5698474619,213,4.46,5698474611,56,Center,5698474617,212,31.8,5698474605,6,,5698474613,140,91.8,5698474609,223,,,,,,,,,,,,,,,,,,,,,,,,,
2809553855,242,12,1,28,21,6oxoag5c6zbnn09wx08vz4iak,1,5.3,37.0,2025-05-03T16:29:39.213Z,2025-05-03T18:18:10Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5698474699,213,6.24,5698474693,140,47.2,5698474695,141,34.0,5698474691,56,Back,5698474697,212,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809553879,233,1,1,28,23,8q6cv8g4bd3xdl7m88kll16na,1,72.3,57.9,2025-05-03T16:29:41.408Z,2025-05-03T16:29:44Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5698474819,141,84.8,5698474823,213,1.04,5698474815,56,Left,5698474817,140,82.5,5698474821,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809553893,234,1,1,28,25,8q6cv8g4bd3xdl7m88kll16na,0,80.4,85.5,2025-05-03T16:29:43.863Z,2025-05-03T16:29:45Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5698474897,140,84.8,5698474891,2,,5698474901,212,16.4,5698474893,155,,5698474899,141,62.3,5698474895,56,Center,5698474903,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809642707,883,12,1,28,26,6oxoag5c6zbnn09wx08vz4iak,1,15.2,47.4,2025-05-03T16:29:43.994Z,2025-05-03T18:01:18Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5698965183,56,Back,5698965191,141,44.8,5698965197,213,6.10,5698965195,212,9.6,5698965187,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809553921,235,43,1,28,29,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-03T16:29:47.119Z,2025-05-03T18:00:39Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5698475053,212,7.0,5698475049,140,72.9,5698964015,144,1,5698475051,141,76.2,5698475055,213,0.91,5698475047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809553979,243,1,1,28,29,6oxoag5c6zbnn09wx08vz4iak,1,30.5,33.0,2025-05-03T16:29:47.309Z,2025-05-03T18:18:13Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5698475321,213,4.37,5698968481,156,,5698475317,141,24.0,5698475315,140,28.4,5698475319,212,6.5,5698475313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809553983,244,3,1,28,31,6oxoag5c6zbnn09wx08vz4iak,0,29.2,21.6,2025-05-03T16:29:49.525Z,2025-05-03T18:18:15Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5698475341,56,Back,5698475469,233,236,5698475343,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809553999,236,7,1,28,31,8q6cv8g4bd3xdl7m88kll16na,1,70.8,78.4,2025-05-03T16:29:49.526Z,2025-05-03T16:29:57Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5698475451,233,244,5698475435,286,,5698475433,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554045,237,1,1,28,35,8q6cv8g4bd3xdl7m88kll16na,1,53.4,84.8,2025-05-03T16:29:53.727Z,2025-05-03T16:29:58Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5698475677,140,26.3,5698475685,212,36.4,5698475671,56,Back,5698475689,213,3.81,5698475693,1,,5698475681,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554067,238,1,1,28,39,8q6cv8g4bd3xdl7m88kll16na,0,30.0,51.2,2025-05-03T16:29:57.383Z,2025-05-03T16:30:02Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5698475793,212,50.1,5698475785,155,,5698475789,140,72.5,5698475791,141,84.8,5698475795,213,0.47,5698475799,1,,5698475787,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554073,245,44,1,28,42,6oxoag5c6zbnn09wx08vz4iak,1,25.0,18.4,2025-05-03T16:30:00.837Z,2025-05-03T18:18:19Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698475825,56,Back,5698475827,285,,5698475971,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554079,239,44,1,28,42,8q6cv8g4bd3xdl7m88kll16na,0,75.0,81.6,2025-05-03T16:30:00.838Z,2025-05-03T18:06:44Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5698476011,233,245,5698475861,56,Left,5698475863,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554083,246,1,1,28,43,6oxoag5c6zbnn09wx08vz4iak,0,20.7,23.7,2025-05-03T16:30:01.205Z,2025-05-03T18:18:17Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698475869,3,,5698475871,56,Back,5698475877,212,10.5,5698475873,140,27.7,5698475879,213,0.80,5698475875,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554119,240,1,1,28,45,8q6cv8g4bd3xdl7m88kll16na,1,68.8,72.5,2025-05-03T16:30:03.967Z,2025-05-03T16:30:05Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5698476115,212,8.2,5698476111,140,76.6,5698476117,213,0.01,5698476109,56,Center,5698476113,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554131,241,1,1,28,47,8q6cv8g4bd3xdl7m88kll16na,0,76.6,72.6,2025-05-03T16:30:05.135Z,2025-05-03T17:03:25Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5698476187,212,7.5,5698476181,56,Center,5698476183,140,73.5,5698476177,155,,5698476185,141,62.7,5698476189,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809645795,885,61,1,28,48,6oxoag5c6zbnn09wx08vz4iak,1,21.6,86.8,2025-05-03T16:30:05.994Z,2025-05-03T18:03:59Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698982803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554161,242,1,1,28,48,8q6cv8g4bd3xdl7m88kll16na,1,73.5,62.7,2025-05-03T16:30:06.350Z,2025-05-03T18:07:03Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5698476313,140,74.4,5698476319,212,13.8,5698476309,56,Center,5698476315,141,42.5,5698476323,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554183,243,3,1,28,50,8q6cv8g4bd3xdl7m88kll16na,1,76.2,43.2,2025-05-03T16:30:08.293Z,2025-05-03T18:12:35Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5698476821,233,247,5698476377,56,Center,5698476379,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554155,247,45,1,28,50,6oxoag5c6zbnn09wx08vz4iak,0,23.8,56.8,2025-05-03T16:30:08.293Z,2025-05-03T18:12:36Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5698476789,56,Back,5698476791,285,,5698476859,233,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554199,244,61,1,28,51,8q6cv8g4bd3xdl7m88kll16na,0,76.6,47.2,2025-05-03T16:30:09.863Z,2025-05-03T18:04:24Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5698476481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554233,248,12,1,28,54,6oxoag5c6zbnn09wx08vz4iak,1,8.8,61.2,2025-05-03T16:30:12.262Z,2025-05-03T16:30:14Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698476653,213,1.29,5698476645,56,Back,5698476649,141,100.0,5698476651,212,28.6,5698476671,167,,5698476647,140,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554307,245,5,1,28,55,8q6cv8g4bd3xdl7m88kll16na,1,81.4,-1.6,2025-05-03T16:30:13.136Z,2025-05-03T18:09:56Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5698477045,347,,5698477069,233,249,5698477041,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554237,249,5,1,28,55,6oxoag5c6zbnn09wx08vz4iak,0,18.6,101.6,2025-05-03T16:30:13.136Z,2025-05-03T18:09:57Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698476669,347,,5698477125,233,245,5698476667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554405,246,1,1,29,6,8q6cv8g4bd3xdl7m88kll16na,1,77.6,0.0,2025-05-03T16:30:24.774Z,2025-05-03T16:30:26Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5698477565,56,Right,5698477589,213,0.81,5698477577,212,7.5,5698477569,141,6.7,5698477563,107,,5698477567,140,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554413,247,1,1,29,8,8q6cv8g4bd3xdl7m88kll16na,0,82.5,6.7,2025-05-03T16:30:26.455Z,2025-05-03T16:30:27Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5698477619,212,4.5,5698477613,56,Right,5698477615,140,78.4,5698477617,141,4.6,5698477621,213,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554459,251,1,1,29,10,6oxoag5c6zbnn09wx08vz4iak,1,26.2,85.1,2025-05-03T16:30:28.574Z,2025-05-03T16:30:30Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5698477861,213,5.38,5698477853,56,Back,5698477857,141,77.3,5698477859,212,6.8,5698477855,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554473,252,50,1,29,12,6oxoag5c6zbnn09wx08vz4iak,1,27.7,83.4,2025-05-03T16:30:30.349Z,2025-05-03T18:06:24Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5698477899,56,Back,5698478323,233,248,5698477901,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554521,248,7,1,29,12,8q6cv8g4bd3xdl7m88kll16na,1,72.3,16.6,2025-05-03T16:30:30.350Z,2025-05-03T18:06:23Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5698478105,56,Right,5698478107,286,,5698478241,233,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554571,253,4,1,29,15,6oxoag5c6zbnn09wx08vz4iak,1,26.0,84.6,2025-05-03T16:30:33.238Z,2025-05-03T16:30:39Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5698478431,152,,5698478427,13,,5698478477,233,249,5698478429,56,Back,5698478439,285,,5698478435,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554537,249,4,1,29,15,8q6cv8g4bd3xdl7m88kll16na,0,74.0,15.4,2025-05-03T16:30:33.239Z,2025-05-03T17:01:20Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5698478391,265,,5698478393,286,,5698478383,56,Right,5698478523,233,253,5698478387,152,,5698478379,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554803,254,1,1,29,24,6oxoag5c6zbnn09wx08vz4iak,1,28.8,82.9,2025-05-03T16:30:42.054Z,2025-05-03T16:30:48Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5698479711,141,70.9,5698479709,140,29.5,5698479713,212,8.2,5698479705,152,,5698479707,56,Back,5698479703,5,,5698479715,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554845,255,1,1,29,30,6oxoag5c6zbnn09wx08vz4iak,1,33.2,65.1,2025-05-03T16:30:48.309Z,2025-05-03T16:30:51Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5698479885,141,86.5,5698479889,213,1.09,5698479883,140,40.5,5698479881,56,Back,5698479887,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554857,256,1,1,29,33,6oxoag5c6zbnn09wx08vz4iak,1,38.9,85.7,2025-05-03T16:30:51.101Z,2025-05-03T16:30:52Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5698479943,213,0.29,5698479941,212,15.2,5698479937,140,52.8,5698479935,56,Left,5698479939,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554933,257,1,1,29,34,6oxoag5c6zbnn09wx08vz4iak,1,53.1,92.3,2025-05-03T16:30:52.166Z,2025-05-03T16:30:57Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5698480369,141,90.2,5698480371,212,14.4,5698480365,56,Back,5698480367,140,39.5,5698480373,213,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809554997,258,1,1,29,39,6oxoag5c6zbnn09wx08vz4iak,1,41.8,90.8,2025-05-03T16:30:57.597Z,2025-05-03T16:31:03Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5698480711,56,Back,5698480717,212,16.8,5698480719,213,4.68,5698480713,140,41.3,5698480715,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555073,259,1,1,29,45,6oxoag5c6zbnn09wx08vz4iak,1,40.4,66.0,2025-05-03T16:31:03.141Z,2025-05-03T16:31:08Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698481111,213,4.91,5698481109,212,16.3,5698481105,140,43.5,5698481107,141,42.5,5698481103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555107,260,1,1,29,50,6oxoag5c6zbnn09wx08vz4iak,1,46.3,43.1,2025-05-03T16:31:08.085Z,2025-05-03T16:31:11Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698481279,56,Back,5698481281,140,42.5,5698481287,213,1.80,5698481283,141,68.8,5698481285,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555163,261,1,1,29,52,6oxoag5c6zbnn09wx08vz4iak,1,43.2,69.4,2025-05-03T16:31:10.909Z,2025-05-03T16:31:14Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698481551,140,45.5,5698481557,213,4.86,5698481549,56,Back,5698481553,141,45.8,5698481555,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555197,262,1,1,29,56,6oxoag5c6zbnn09wx08vz4iak,1,45.0,46.6,2025-05-03T16:31:14.037Z,2025-05-03T16:31:16Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698481765,212,14.3,5698481759,56,Back,5698481763,141,67.6,5698481761,140,44.2,5698481767,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555263,263,1,1,29,58,6oxoag5c6zbnn09wx08vz4iak,1,43.9,71.1,2025-05-03T16:31:16.669Z,2025-05-03T16:31:20Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698482137,141,94.7,5698482141,213,0.67,5698482133,56,Left,5698482135,140,63.1,5698482139,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555271,264,1,1,30,2,6oxoag5c6zbnn09wx08vz4iak,0,62.7,94.7,2025-05-03T16:31:20.605Z,2025-05-03T16:31:21Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5698482161,56,Left,5698482173,212,6.5,5698482165,140,67.9,5698482169,141,89.6,5698482177,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555305,250,12,1,30,5,8q6cv8g4bd3xdl7m88kll16na,1,28.9,7.2,2025-05-03T16:31:23.952Z,2025-05-03T17:01:46Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5698622067,167,,5698621887,212,5.4,5698621883,140,27.3,5698482355,56,Back,5698621885,141,0.0,5698622065,15,,5698621889,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555353,251,5,1,30,7,8q6cv8g4bd3xdl7m88kll16na,0,28.4,-0.6,2025-05-03T16:31:25.677Z,2025-05-03T18:09:57Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5698482567,347,,5698482887,233,265,5698482565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555395,265,5,1,30,7,6oxoag5c6zbnn09wx08vz4iak,1,71.6,100.6,2025-05-03T16:31:25.677Z,2025-05-03T18:04:31Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5698482839,233,251,5698482833,347,,5698482831,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555485,266,1,1,30,10,6oxoag5c6zbnn09wx08vz4iak,1,56.1,100.0,2025-05-03T16:31:28.805Z,2025-05-03T16:31:35Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5698483343,212,16.2,5698483337,56,Back,5698483341,141,82.7,5698483335,107,,5698483345,213,4.07,5698483339,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555499,267,1,1,30,17,6oxoag5c6zbnn09wx08vz4iak,1,38.9,71.2,2025-05-03T16:31:35.349Z,2025-05-03T16:31:37Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698483437,56,Back,5698483441,141,70.5,5698483443,212,1.2,5698483439,140,40.0,5698483445,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555517,268,1,1,30,18,6oxoag5c6zbnn09wx08vz4iak,1,40.5,70.8,2025-05-03T16:31:36.869Z,2025-05-03T16:31:38Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5698483573,156,,5698483533,141,73.2,5698483531,140,33.5,5698483537,213,2.92,5698483535,212,7.5,5698483529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555575,269,1,1,30,21,6oxoag5c6zbnn09wx08vz4iak,1,35.0,74.2,2025-05-03T16:31:39.237Z,2025-05-03T16:31:42Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698483847,56,Back,5698483855,213,0.92,5698483851,141,88.3,5698483853,212,12.0,5698483849,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555641,270,1,1,30,24,6oxoag5c6zbnn09wx08vz4iak,1,44.7,89.9,2025-05-03T16:31:42.374Z,2025-05-03T16:31:46Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5698484211,140,39.0,5698484219,212,12.5,5698484213,141,73.8,5698484209,56,Back,5698484223,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555689,271,1,1,30,28,6oxoag5c6zbnn09wx08vz4iak,1,35.4,67.2,2025-05-03T16:31:46.316Z,2025-05-03T16:31:49Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5698484471,213,4.71,5698484459,56,Back,5698484463,141,26.7,5698484467,212,27.5,5698484461,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555731,272,1,1,30,31,6oxoag5c6zbnn09wx08vz4iak,1,36.9,27.0,2025-05-03T16:31:49.364Z,2025-05-03T16:31:52Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5698484713,140,41.0,5698484719,212,13.4,5698484721,213,5.04,5698484711,56,Back,5698484717,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555885,273,1,1,30,33,6oxoag5c6zbnn09wx08vz4iak,1,39.9,8.0,2025-05-03T16:31:51.861Z,2025-05-03T16:32:03Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5698485655,213,0.47,5698485647,56,Right,5698485649,140,56.3,5698485653,212,19.4,5698485651,141,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809581717,419,83,1,30,37,8q6cv8g4bd3xdl7m88kll16na,0,32.5,86.4,2025-05-03T16:31:54.994Z,2025-05-03T17:02:43Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5698627257,399,d4ye48utus6dfrp5jxhipjo8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555789,252,83,1,30,38,8q6cv8g4bd3xdl7m88kll16na,0,34.9,83.1,2025-05-03T16:31:56.876Z,2025-05-03T17:02:45Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5698485785,399,d4ye48utus6dfrp5jxhipjo8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555899,274,61,1,30,45,6oxoag5c6zbnn09wx08vz4iak,0,78.4,11.4,2025-05-03T16:32:03.765Z,2025-05-03T16:32:04Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5698485713,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555929,253,56,1,30,47,8q6cv8g4bd3xdl7m88kll16na,1,5.3,76.1,2025-05-03T16:32:05.388Z,2025-05-03T16:32:05Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5698485859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555991,254,5,1,30,47,8q6cv8g4bd3xdl7m88kll16na,1,-0.7,76.0,2025-05-03T16:32:05.941Z,2025-05-03T18:09:57Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5698486135,56,Back,5698486137,346,,5698486189,233,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809555939,275,5,1,30,47,6oxoag5c6zbnn09wx08vz4iak,0,100.7,24.0,2025-05-03T16:32:05.941Z,2025-05-03T18:09:58Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5698485893,56,Center,5698486211,233,254,5698485897,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809556333,255,1,1,31,14,8q6cv8g4bd3xdl7m88kll16na,1,3.4,47.0,2025-05-03T16:32:32.764Z,2025-05-03T16:32:34Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5698487943,124,,5698487947,140,15.9,5698487949,141,11.0,5698487945,56,Back,5698487953,213,5.20,5698487957,237,,5698487951,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809556345,256,1,1,31,16,8q6cv8g4bd3xdl7m88kll16na,0,15.9,11.0,2025-05-03T16:32:34.325Z,2025-05-03T16:32:35Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5698488025,141,16.9,5698488029,213,0.17,5698488021,56,Back,5698488027,212,24.1,5698488019,155,,5698488023,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809556375,276,1,1,31,17,6oxoag5c6zbnn09wx08vz4iak,1,65.2,74.1,2025-05-03T16:32:35.757Z,2025-05-03T16:32:37Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5698488193,140,78.7,5698488191,56,Left,5698488197,212,17.7,5698488189,3,,5698488199,213,0.64,5698488195,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809556473,278,1,1,31,19,6oxoag5c6zbnn09wx08vz4iak,1,75.6,90.4,2025-05-03T16:32:37.133Z,2025-05-03T19:40:06Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5698994125,213,2.92,5698488717,56,Left,5698994119,140,72.2,5698994123,212,3.7,5698994121,141,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809548807,176,1,1,31,20,6oxoag5c6zbnn09wx08vz4iak,1,52.1,76.7,2025-05-03T16:32:38.152Z,2025-05-03T19:40:02Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5698447439,141,69.4,5698447435,56,Center,5698447441,212,8.7,5698447437,140,58.9,5698447443,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809556547,280,50,1,31,21,6oxoag5c6zbnn09wx08vz4iak,1,78.9,89.0,2025-05-03T16:32:39.133Z,2025-05-03T19:35:56Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5698489097,56,Left,5698489245,233,257,5698489099,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809556479,257,7,1,31,21,8q6cv8g4bd3xdl7m88kll16na,0,21.1,11.0,2025-05-03T16:32:39.134Z,2025-05-03T19:35:56Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5698488751,285,,5698489167,233,280,5698488749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809556515,258,83,1,31,27,8q6cv8g4bd3xdl7m88kll16na,0,17.9,18.4,2025-05-03T16:32:45.500Z,2025-05-03T18:18:05Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5699068395,399,195m3d6cnwm71j1d2rjo25sdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809556535,259,83,1,31,28,8q6cv8g4bd3xdl7m88kll16na,0,17.9,18.4,2025-05-03T16:32:46.211Z,2025-05-03T18:18:04Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5699068363,399,195m3d6cnwm71j1d2rjo25sdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
