id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2823893611,249,1,1,26,25,e5txudmuc2qpc460bs4lb5aff,1,63.8,48.8,2025-06-22T17:41:41.983Z,2025-06-22T17:41:46Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5778158585,213,4.58,5778158581,141,21.9,5778158583,212,18.5,5778158579,140,61.4,5778158577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893621,250,1,1,26,29,e5txudmuc2qpc460bs4lb5aff,1,60.9,20.9,2025-06-22T17:41:46.063Z,2025-06-22T17:41:47Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5778158637,213,1.19,5778158633,141,33.3,5778158631,140,64.1,5778158629,56,Center,5778158635,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893629,251,1,1,26,31,e5txudmuc2qpc460bs4lb5aff,1,64.1,33.3,2025-06-22T17:41:47.694Z,2025-06-22T17:41:49Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5778158657,140,73.2,5778158659,141,10.3,5778158655,56,Right,5778158663,213,5.26,5778158661,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893643,252,1,1,26,33,e5txudmuc2qpc460bs4lb5aff,1,72.9,10.0,2025-06-22T17:41:49.567Z,2025-06-22T17:41:53Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5778158763,140,61.8,5778158761,56,Right,5778158767,212,13.1,5778158769,213,2.67,5778158765,141,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893649,253,1,1,26,36,e5txudmuc2qpc460bs4lb5aff,1,58.4,19.4,2025-06-22T17:41:53.088Z,2025-06-22T17:41:54Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5778158791,56,Back,5778158793,140,40.2,5778158799,213,2.97,5778158797,212,19.4,5778158795,141,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893661,254,1,1,26,38,e5txudmuc2qpc460bs4lb5aff,1,40.2,24.3,2025-06-22T17:41:54.831Z,2025-06-22T17:41:57Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5778158861,213,1.54,5778158853,56,Back,5778158859,212,24.5,5778158857,141,60.3,5778158855,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893673,255,1,1,26,41,e5txudmuc2qpc460bs4lb5aff,1,43.4,70.8,2025-06-22T17:41:57.743Z,2025-06-22T17:42:01Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5778158903,213,1.95,5778158901,212,12.7,5778158895,56,Back,5778158897,140,38.9,5778158899,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893683,256,1,1,26,45,e5txudmuc2qpc460bs4lb5aff,1,38.9,91.2,2025-06-22T17:42:01.487Z,2025-06-22T17:42:05Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5778158953,56,Back,5778158959,212,15.7,5778158957,141,68.2,5778158961,213,4.64,5778158955,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893699,257,1,1,26,49,e5txudmuc2qpc460bs4lb5aff,1,37.4,62.0,2025-06-22T17:42:05.754Z,2025-06-22T17:42:11Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5778159095,140,54.0,5778159101,213,5.37,5778159099,212,28.5,5778159097,141,28.8,5778159093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893707,258,1,1,26,55,e5txudmuc2qpc460bs4lb5aff,1,43.0,36.9,2025-06-22T17:42:11.679Z,2025-06-22T17:42:13Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5778159141,213,5.33,5778159139,212,6.9,5778159137,141,28.6,5778159133,56,Back,5778159135,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893715,259,1,1,26,57,e5txudmuc2qpc460bs4lb5aff,1,46.8,28.6,2025-06-22T17:42:13.431Z,2025-06-22T17:42:16Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5778159195,56,Right,5778159199,141,6.1,5778159197,140,57.2,5778159203,213,5.33,5778159201,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893725,260,1,1,27,0,e5txudmuc2qpc460bs4lb5aff,1,56.3,7.4,2025-06-22T17:42:16.695Z,2025-06-22T17:42:19Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5778159265,212,11.9,5778159261,140,51.0,5778159263,141,22.8,5778159267,213,2.06,5778159259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893729,261,1,1,27,3,e5txudmuc2qpc460bs4lb5aff,0,52.8,23.4,2025-06-22T17:42:19.863Z,2025-06-22T17:42:21Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5778159289,140,72.9,5778159287,56,Right,5778159285,155,,5778159295,213,6.14,5778159293,212,21.3,5778159291,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823898381,438,1,1,27,8,bsykw9d70ffqe9atosc92n1e9,1,22.4,81.2,2025-06-22T17:42:24.296Z,2025-06-22T18:17:00Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5778185955,212,9.4,5778185953,141,85.3,5778185951,140,30.9,5778185957,213,0.30,5778185949,56,Back,5778185947,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893739,237,1,1,27,8,bsykw9d70ffqe9atosc92n1e9,0,24.4,88.6,2025-06-22T17:42:25.047Z,2025-06-22T18:17:15Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778159353,141,100.0,5778159351,140,39.3,5778159355,212,18.1,5778159357,213,0.53,5778159349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893741,238,5,1,27,9,bsykw9d70ffqe9atosc92n1e9,0,40.5,101.8,2025-06-22T17:42:25.343Z,2025-06-22T19:19:46Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778159381,56,Back,5778159383,347,,5778159439,233,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893751,262,5,1,27,9,e5txudmuc2qpc460bs4lb5aff,1,59.5,-1.8,2025-06-22T17:42:25.343Z,2025-06-22T19:19:45Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5778159431,56,Right,5778159433,347,,5778159435,233,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893769,263,1,1,27,12,e5txudmuc2qpc460bs4lb5aff,1,57.5,0.0,2025-06-22T17:42:28.647Z,2025-06-22T17:42:33Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5778159515,212,8.7,5778159509,56,Right,5778159507,107,,5778159517,213,1.63,5778159511,140,57.0,5778159513,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893775,264,1,1,27,16,e5txudmuc2qpc460bs4lb5aff,1,56.7,12.8,2025-06-22T17:42:33.271Z,2025-06-22T17:42:36Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5778159543,212,12.7,5778159541,141,31.5,5778159545,213,1.50,5778159539,140,57.5,5778159537,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893785,265,1,1,27,19,e5txudmuc2qpc460bs4lb5aff,1,57.5,31.5,2025-06-22T17:42:36.104Z,2025-06-22T17:42:40Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5778159611,213,2.18,5778159603,56,Back,5778159607,141,51.3,5778159609,212,16.4,5778159605,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893789,266,1,1,27,24,e5txudmuc2qpc460bs4lb5aff,1,48.6,51.3,2025-06-22T17:42:40.623Z,2025-06-22T17:42:41Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5778159623,140,57.0,5778159621,56,Left,5778159629,213,1.21,5778159627,212,25.0,5778159625,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893795,267,1,1,27,25,e5txudmuc2qpc460bs4lb5aff,1,57.0,85.7,2025-06-22T17:42:41.503Z,2025-06-22T17:42:42Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5778159661,56,Left,5778159663,140,50.1,5778159667,212,8.6,5778159669,213,3.70,5778159665,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893803,268,1,1,27,26,e5txudmuc2qpc460bs4lb5aff,1,50.1,79.0,2025-06-22T17:42:42.521Z,2025-06-22T17:42:43Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5778159725,213,0.21,5778159719,140,66.2,5778159717,56,Left,5778159721,141,84.4,5778159723,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893815,269,1,1,27,27,e5txudmuc2qpc460bs4lb5aff,1,66.2,84.4,2025-06-22T17:42:43.663Z,2025-06-22T17:42:45Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5778159749,213,3.19,5778159747,212,16.0,5778159745,141,83.2,5778159741,56,Left,5778159743,140,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893839,270,1,1,27,28,e5txudmuc2qpc460bs4lb5aff,1,50.9,83.2,2025-06-22T17:42:45.088Z,2025-06-22T17:42:52Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5778159875,141,77.0,5778159881,1,,5778159879,213,6.17,5778159877,212,37.3,5778159869,155,,5778159871,56,Center,5778159873,140,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893843,271,1,1,27,34,e5txudmuc2qpc460bs4lb5aff,1,87.2,73.0,2025-06-22T17:42:50.399Z,2025-06-22T19:15:00Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,1.0,5778190723,154,,5778190721,210,15,5778159905,213,4.75,5778159897,56,Center,5778159899,140,87.4,5778159901,141,64.2,5778159903,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893847,272,15,1,27,35,e5txudmuc2qpc460bs4lb5aff,1,85.8,54.2,2025-06-22T17:42:52.013Z,2025-06-22T20:49:41Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,,5778161615,56,Center,5778161611,22,,5778190749,102,47.9,5778190743,154,,5778190745,55,271,5778190757,230,98.2,5778161679,17,,5778190783,233,469,5778190741,29,,5778190759,231,50.2,5778190753,146,5778161677,20,,5778161683,82,,5778190755,147,53.1,5778190751,103,19,5778439081,80,91.1,,,,,,,,,
2823899169,469,10,1,27,35,bsykw9d70ffqe9atosc92n1e9,1,8.9,46.9,2025-06-22T17:42:52.113Z,2025-06-22T19:19:33Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5778191145,233,272,5778191141,56,Back,5778191139,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894283,287,1,1,27,37,e5txudmuc2qpc460bs4lb5aff,1,91.7,51.3,2025-06-22T17:42:53.720Z,2025-06-22T19:30:16Z,8rnri2daeaqt5h1hl9ftt6l0p,S. Sørløkk,,1.0,5778162515,56,Center,5778164821,154,,5778162523,213,4.61,5778162521,212,5.4,5778162517,140,91.2,5778162519,141,43.4,5778164819,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893851,273,15,1,27,37,e5txudmuc2qpc460bs4lb5aff,1,93.5,48.1,2025-06-22T17:42:53.724Z,2025-06-22T20:50:04Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5778164839,100,,5778164833,102,50.2,5778191553,101,,5778164317,82,,5778164827,154,,5778164847,231,51.4,5778164251,22,,5778164835,103,19,5778164255,56,Center,5778164313,17,,5778164829,55,5778164823,78,,5778164843,147,50,5778260993,233,239,5778164837,328,,5778164311,20,287,,5778164841,146,99.4,5778164845,230,94.7,5778164825,29
2823893845,239,10,1,27,37,bsykw9d70ffqe9atosc92n1e9,1,0.7,50.4,2025-06-22T17:42:53.824Z,2025-06-22T19:15:27Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5778159909,56,Back,5778191481,14,,5778159907,94,,5778260997,233,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893879,241,1,1,27,40,bsykw9d70ffqe9atosc92n1e9,1,24.1,48.5,2025-06-22T17:42:57.009Z,2025-06-22T17:43:01Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5778160105,140,24.4,5778160107,141,75.0,5778160109,212,18.0,5778160111,213,1.55,5778160103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893895,242,1,1,27,44,bsykw9d70ffqe9atosc92n1e9,1,24.2,77.0,2025-06-22T17:43:01.214Z,2025-06-22T17:43:04Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5778160185,212,51.8,5778160175,155,,5778160189,1,,5778160187,213,5.17,5778160183,141,8.8,5778160181,140,46.1,5778160177,196,,5778160179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893915,243,1,1,27,47,bsykw9d70ffqe9atosc92n1e9,1,46.1,8.8,2025-06-22T17:43:04.053Z,2025-06-22T17:43:08Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5778160273,212,18.3,5778160269,140,63.4,5778160271,141,11.6,5778160267,56,Right,5778160265,3,,5778160275,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893909,274,83,1,27,51,e5txudmuc2qpc460bs4lb5aff,0,32.8,86.6,2025-06-22T17:43:07.519Z,2025-06-22T17:43:10Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5778160365,399,cbgxwjokvziezgbbn0qu91s7o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893923,244,1,1,27,51,bsykw9d70ffqe9atosc92n1e9,1,66.4,11.9,2025-06-22T17:43:08.151Z,2025-06-22T17:43:10Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5778160335,212,14.1,5778160329,56,Right,5778160337,213,3.31,5778160331,140,53.2,5778160333,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893949,245,1,1,27,56,bsykw9d70ffqe9atosc92n1e9,1,60.6,17.4,2025-06-22T17:43:12.374Z,2025-06-22T17:43:18Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5778160465,56,Center,5778160471,212,26.8,5778160473,213,1.30,5778160469,141,55.4,5778160467,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893977,246,1,1,28,2,bsykw9d70ffqe9atosc92n1e9,1,75.5,82.4,2025-06-22T17:43:18.390Z,2025-06-22T17:43:26Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5778160611,141,95.4,5778160613,212,14.9,5778160615,213,0.64,5778160607,56,Left,5778160609,140,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893981,247,1,1,28,10,bsykw9d70ffqe9atosc92n1e9,0,97.9,73.0,2025-06-22T17:43:26.471Z,2025-06-22T17:43:28Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5778160635,141,60.0,5778160655,236,,5778160633,140,95.3,5778160631,56,Center,5778160657,233,275,5778160637,212,9.3,5778160639,213,4.41,5778160661,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893985,275,74,1,28,10,e5txudmuc2qpc460bs4lb5aff,1,3.8,32.8,2025-06-22T17:43:26.472Z,2025-06-22T19:18:11Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5778160663,233,247,5778160651,56,Back,5778160653,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893983,248,6,1,28,11,bsykw9d70ffqe9atosc92n1e9,1,95.9,64.5,2025-06-22T17:43:27.519Z,2025-06-22T19:17:25Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5778160687,233,276,5778160681,73,,5778160679,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823893987,276,6,1,28,11,e5txudmuc2qpc460bs4lb5aff,0,4.1,35.5,2025-06-22T17:43:27.519Z,2025-06-22T19:17:25Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5778160685,73,,5778160683,56,Back,5778160691,233,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894039,249,1,1,28,33,bsykw9d70ffqe9atosc92n1e9,0,99.5,99.5,2025-06-22T17:43:49.678Z,2025-06-22T18:25:55Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5778192621,189,,5778160995,1,,5778160985,56,Center,5778160993,213,3.90,5778160991,212,33.9,5778160983,6,,5778160989,141,65.4,5778160987,140,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894041,250,15,1,28,34,bsykw9d70ffqe9atosc92n1e9,1,81.0,58.2,2025-06-22T17:43:50.446Z,2025-06-22T17:50:26Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5778166245,102,52.8,5778166101,20,,5778166255,230,96.8,5778166105,82,,5778166247,103,19,5778166241,25,,5778166257,231,49.5,5778167875,233,324,5778166251,146,82.5,5778165909,18,,5778166249,458,5778166243,76,,5778161001,56,Center,5778166253,147,57.8,,,,,,,,,,,,,,,
2823895195,324,10,1,28,34,e5txudmuc2qpc460bs4lb5aff,1,17.5,42.2,2025-06-22T17:43:50.546Z,2025-06-22T17:50:26Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5778167893,233,250,5778167741,94,,5778167743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894035,277,12,1,28,36,e5txudmuc2qpc460bs4lb5aff,1,7.3,57.3,2025-06-22T17:43:52.672Z,2025-06-22T19:30:18Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5778160975,213,0.51,5778160977,15,,5778160973,212,16.0,5778160971,141,68.8,5778160969,140,20.6,5778160967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894085,251,1,1,28,42,bsykw9d70ffqe9atosc92n1e9,0,97.1,16.4,2025-06-22T17:43:58.598Z,2025-06-22T17:49:37Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5778161243,141,54.2,5778161241,140,95.9,5778161245,212,25.7,5778161247,213,1.62,5778161239,56,Center,5778161237,155,,5778161235,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894079,278,44,1,28,43,e5txudmuc2qpc460bs4lb5aff,1,4.7,47.8,2025-06-22T17:43:59.503Z,2025-06-22T19:17:57Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5778167029,233,252,5778161217,56,Back,5778161219,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894095,252,44,1,28,43,bsykw9d70ffqe9atosc92n1e9,0,95.3,52.2,2025-06-22T17:43:59.504Z,2025-06-22T19:17:57Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5778167009,286,,5778161293,56,Center,5778167033,233,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894087,279,12,1,28,43,e5txudmuc2qpc460bs4lb5aff,1,8.3,52.1,2025-06-22T17:43:59.728Z,2025-06-22T17:44:03Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5778161257,140,15.8,5778161259,141,31.9,5778161261,212,15.8,5778161263,213,5.23,5778161279,15,,5778161255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894103,253,14,1,28,45,bsykw9d70ffqe9atosc92n1e9,1,92.2,72.9,2025-06-22T17:44:02.151Z,2025-06-22T19:32:59Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5778161341,56,Center,5778161797,20,,5778161893,103,16.5,5778303379,75,,5778161887,25,,5778161907,231,54.0,5778161339,64,,5778161891,102,44.5,5778161905,230,99.3,5778161895,458,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894111,280,43,1,28,45,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-06-22T17:44:02.251Z,2025-06-22T19:39:05Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5778161365,56,Back,5778319481,144,10,5778161363,94,0,5778162323,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894113,254,1,1,28,48,bsykw9d70ffqe9atosc92n1e9,1,90.1,9.5,2025-06-22T17:44:05.150Z,2025-06-22T17:52:00Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5778161405,56,Right,5778161411,212,9.6,5778161413,213,2.47,5778161409,141,18.3,5778161407,140,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894117,255,1,1,28,49,bsykw9d70ffqe9atosc92n1e9,0,80.5,19.4,2025-06-22T17:44:05.710Z,2025-06-22T17:51:59Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5778161453,140,89.2,5778161451,56,Right,5778161455,141,19.2,5778161457,212,9.1,5778161459,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894119,281,8,1,28,51,e5txudmuc2qpc460bs4lb5aff,1,19.4,76.9,2025-06-22T17:44:07.504Z,2025-06-22T19:28:40Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5778161463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894129,256,1,1,28,52,bsykw9d70ffqe9atosc92n1e9,1,83.4,9.8,2025-06-22T17:44:08.734Z,2025-06-22T17:51:58Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5778161525,213,2.73,5778161519,140,78.9,5778161517,56,Right,5778161523,212,5.1,5778161521,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894131,257,1,1,28,56,bsykw9d70ffqe9atosc92n1e9,1,72.4,21.0,2025-06-22T17:44:12.343Z,2025-06-22T17:51:56Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,1.0,5778161539,140,90.5,5778161537,56,Center,5778169101,210,13,5778169103,154,,5778161543,212,19.1,5778161541,141,23.7,5778161545,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894133,258,13,1,28,57,bsykw9d70ffqe9atosc92n1e9,1,90.7,21.5,2025-06-22T17:44:14.134Z,2025-06-22T17:51:43Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5778168979,20,,5778169117,102,45.5,5778169109,29,,5778169111,154,,5778161553,56,Center,5778169121,230,98.5,5778169119,103,73.6,5778169107,74,,5778169113,55,257,5778161551,63,,5778169123,231,5778169105,25,,,,,,,,,,,,,45.1,,,,,,,,,
2823894163,259,5,1,28,58,bsykw9d70ffqe9atosc92n1e9,0,101.1,52.0,2025-06-22T17:44:14.440Z,2025-06-22T19:19:46Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5778161807,233,282,5778161785,56,Center,5778161787,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894137,282,5,1,28,58,e5txudmuc2qpc460bs4lb5aff,1,-1.1,48.0,2025-06-22T17:44:14.440Z,2025-06-22T19:19:46Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5778161789,233,259,5778161609,346,,5778161607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894177,283,1,1,29,22,e5txudmuc2qpc460bs4lb5aff,1,3.9,56.6,2025-06-22T17:44:38.321Z,2025-06-22T19:30:31Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5778162161,189,,5778161927,56,Back,5778161929,140,8.0,5778161933,212,8.9,5778161931,141,68.1,5778161939,237,,5778161925,124,,5778161935,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894185,284,1,1,29,22,e5txudmuc2qpc460bs4lb5aff,1,8.0,68.1,2025-06-22T17:44:39.224Z,2025-06-22T19:37:40Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5778161995,141,53.6,5778161999,213,4.26,5778315649,189,,5778161997,212,11.0,5778161993,140,3.4,5778161991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894189,285,1,1,29,24,e5txudmuc2qpc460bs4lb5aff,1,3.4,53.6,2025-06-22T17:44:41.123Z,2025-06-22T17:44:43Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5778162025,212,20.4,5778162019,56,Back,5778162027,213,5.09,5778162021,140,10.5,5778162023,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894201,286,1,1,29,27,e5txudmuc2qpc460bs4lb5aff,0,10.4,23.4,2025-06-22T17:44:43.344Z,2025-06-22T17:44:46Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5778162083,1,,5778162077,141,14.0,5778162081,213,6.19,5778162079,212,71.5,5778162071,157,,5778162073,56,Right,5778162075,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823894227,261,1,1,29,34,bsykw9d70ffqe9atosc92n1e9,1,33.0,81.1,2025-06-22T17:44:50.918Z,2025-06-22T17:44:53Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,,5778162219,212,5.7,5778162217,141,73.0,5778162221,213,4.49,5778162213,56,Back,5778162215,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
