id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2810423007,159,1,1,21,3,d8w1m5j3jbd1eva8524dv4a20,1,27.6,5.2,2025-05-04T15:22:26.434Z,2025-05-04T15:22:28Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5703197081,212,16.7,5703197083,213,0.00,5703197073,56,Back,5703197077,140,43.5,5703197079,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423023,160,1,1,21,5,d8w1m5j3jbd1eva8524dv4a20,0,43.5,5.3,2025-05-04T15:22:28.138Z,2025-05-04T15:22:29Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5703197175,140,61.2,5703197171,168,,5703197181,213,0.23,5703197179,212,19.1,5703197169,3,,5703197177,141,11.7,5703197173,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423107,236,1,1,21,7,45v50owpvshpijizwwlcw4lni,1,44.7,81.4,2025-05-04T15:22:30.521Z,2025-05-04T15:22:33Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703197607,212,33.5,5703197609,213,3.43,5703197605,141,67.6,5703197599,56,Back,5703197603,140,14.1,5703197611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423205,237,1,1,21,13,45v50owpvshpijizwwlcw4lni,1,15.3,60.8,2025-05-04T15:22:36.305Z,2025-05-04T15:22:38Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5703198133,141,47.3,5703198137,213,5.61,5703198135,212,14.7,5703198129,56,Back,5703198131,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423305,238,1,1,21,15,45v50owpvshpijizwwlcw4lni,1,28.1,50.0,2025-05-04T15:22:38.218Z,2025-05-04T15:22:45Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703198669,212,18.7,5703198673,213,0.94,5703198659,56,Back,5703198665,141,72.3,5703198661,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423415,239,1,1,21,21,45v50owpvshpijizwwlcw4lni,1,58.7,74.1,2025-05-04T15:22:44.889Z,2025-05-04T15:22:51Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703199345,212,38.9,5703199341,140,95.0,5703199349,1,,5703199337,155,,5703199347,213,0.20,5703199339,56,Left,5703199343,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423449,240,1,1,21,28,45v50owpvshpijizwwlcw4lni,1,91.9,90.5,2025-05-04T15:22:51.297Z,2025-05-04T15:22:52Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5703199565,140,83.0,5703199571,213,2.75,5703199567,141,96.2,5703199569,212,10.1,5703199563,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423487,241,1,1,21,29,45v50owpvshpijizwwlcw4lni,1,83.0,95.6,2025-05-04T15:22:52.552Z,2025-05-04T15:22:55Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5703199767,140,76.9,5703199769,141,88.0,5703199773,213,3.82,5703199771,212,8.2,5703199765,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423535,242,1,1,21,32,45v50owpvshpijizwwlcw4lni,1,78.2,81.1,2025-05-04T15:22:55.096Z,2025-05-04T15:22:57Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5703200041,141,82.9,5703200045,213,0.07,5703200039,140,95.1,5703200037,56,Left,5703200043,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423549,243,1,1,21,34,45v50owpvshpijizwwlcw4lni,0,94.5,77.8,2025-05-04T15:22:57.497Z,2025-05-04T15:22:58Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5703200121,141,71.5,5703200125,213,4.95,5703200119,140,95.5,5703200123,212,4.4,5703200117,56,Center,5703200113,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423575,161,61,1,21,36,d8w1m5j3jbd1eva8524dv4a20,1,7.5,27.7,2025-05-04T15:22:59.497Z,2025-05-04T15:22:59Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5703200247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423713,163,1,1,21,41,d8w1m5j3jbd1eva8524dv4a20,1,11.6,41.9,2025-05-04T15:23:04.602Z,2025-05-04T15:23:08Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5703200901,213,1.06,5703200921,287,,5703200893,56,Back,5703200891,123,,5703200895,140,28.3,5703200897,141,88.4,5703200899,212,36.2,5703201269,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423829,164,3,1,21,45,d8w1m5j3jbd1eva8524dv4a20,1,31.4,87.0,2025-05-04T15:23:08.689Z,2025-05-04T15:23:15Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5703201505,285,,5703201503,56,Back,5703201567,233,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423815,244,45,1,21,45,45v50owpvshpijizwwlcw4lni,0,68.6,13.0,2025-05-04T15:23:08.689Z,2025-05-04T15:23:15Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5703201425,56,Right,5703201599,286,,5703201601,233,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423835,165,61,1,21,47,d8w1m5j3jbd1eva8524dv4a20,0,28.4,88.1,2025-05-04T15:23:10.489Z,2025-05-04T15:23:11Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5703201541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423861,245,1,1,21,48,45v50owpvshpijizwwlcw4lni,1,67.7,12.0,2025-05-04T15:23:11.321Z,2025-05-04T17:10:07Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5703201691,212,9.3,5703201685,56,Center,5703201689,141,25.5,5703201693,213,1.75,5703201687,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423927,247,1,1,21,49,45v50owpvshpijizwwlcw4lni,1,66.4,23.6,2025-05-04T15:23:12.344Z,2025-05-04T15:23:15Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5703202007,212,10.5,5703202003,140,74.3,5703202009,213,0.66,5703202001,56,Center,5703202005,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423963,248,1,1,21,52,45v50owpvshpijizwwlcw4lni,0,77.8,31.0,2025-05-04T15:23:15.312Z,2025-05-04T15:23:17Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5703202199,212,26.0,5703202201,213,5.97,5703202197,141,19.1,5703202193,56,Right,5703202195,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424269,166,5,1,21,54,d8w1m5j3jbd1eva8524dv4a20,1,-1.3,80.5,2025-05-04T15:23:17.669Z,2025-05-04T16:00:52Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5703203939,56,Back,5703203977,233,249,5703203941,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810423993,249,5,1,21,54,45v50owpvshpijizwwlcw4lni,0,101.3,19.5,2025-05-04T15:23:17.669Z,2025-05-04T16:00:53Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5703202399,56,Right,5703204029,233,166,5703202403,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424345,167,1,1,22,13,d8w1m5j3jbd1eva8524dv4a20,1,4.8,60.8,2025-05-04T15:23:36.753Z,2025-05-04T15:23:42Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5703204383,212,9.0,5703204375,124,,5703204385,213,4.52,5703204381,141,47.8,5703204379,140,3.2,5703204389,237,,5703204377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424385,168,1,1,22,19,d8w1m5j3jbd1eva8524dv4a20,1,4.2,46.6,2025-05-04T15:23:42.320Z,2025-05-04T15:23:44Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5703204555,141,89.1,5703204551,56,Back,5703204559,213,0.70,5703204557,212,45.0,5703204561,1,,5703204549,155,,5703204553,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424443,169,1,1,22,21,d8w1m5j3jbd1eva8524dv4a20,1,37.0,89.1,2025-05-04T15:23:44.048Z,2025-05-04T15:56:13Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,,5703204883,140,56.3,5703204887,212,21.0,5703204879,3,,5703204889,213,6.01,5703204881,56,Left,5703204885,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424565,170,1,1,22,23,d8w1m5j3jbd1eva8524dv4a20,1,56.3,80.8,2025-05-04T15:23:46.905Z,2025-05-04T15:23:54Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5703205689,56,Left,5703205693,141,89.9,5703205687,155,,5703205697,213,0.20,5703205691,140,84.9,5703205695,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424573,171,1,1,22,30,d8w1m5j3jbd1eva8524dv4a20,0,97.4,96.7,2025-05-04T15:23:53.599Z,2025-05-04T15:56:11Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5703205733,56,Left,5703397721,212,3.0,5703398697,233,250,5703397717,140,98.2,5703397719,141,92.4,5703398701,286,,5703397723,213,4.99,5703398693,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424559,250,74,1,22,30,45v50owpvshpijizwwlcw4lni,1,2.9,4.3,2025-05-04T15:23:53.600Z,2025-05-04T15:56:09Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703205635,285,,5703205631,56,Back,5703398725,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424675,172,5,1,22,31,d8w1m5j3jbd1eva8524dv4a20,1,95.6,101.8,2025-05-04T15:23:54.281Z,2025-05-04T16:00:53Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5703206313,233,251,5703206281,56,Left,5703206283,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424569,251,5,1,22,31,45v50owpvshpijizwwlcw4lni,0,4.4,-1.8,2025-05-04T15:23:54.281Z,2025-05-04T16:00:53Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703205721,56,Back,5703205723,347,,5703206321,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424699,173,1,1,22,36,d8w1m5j3jbd1eva8524dv4a20,1,93.8,100.0,2025-05-04T15:23:59.618Z,2025-05-04T15:56:32Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,,5703206379,140,72.3,5703206387,1,,5703206377,56,Left,5703206385,213,3.43,5703206375,107,,5703206381,141,92.1,5703206383,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424815,174,1,1,22,38,d8w1m5j3jbd1eva8524dv4a20,1,72.3,92.1,2025-05-04T15:24:01.360Z,2025-05-04T15:24:14Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,1.0,,5703207811,154,,5703206963,155,,5703206973,213,5.37,5703206967,140,94.0,5703206969,141,49.1,5703206961,2,,5703206975,1,,5703207809,210,15,5703206971,212,37.1,5703206965,56,Center,,,,,,,,,,,,,,,,,,,,
2810424831,175,15,1,22,41,d8w1m5j3jbd1eva8524dv4a20,1,94.0,49.1,2025-05-04T15:24:04.532Z,2025-05-04T18:27:48Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5703207873,214,,5703207871,103,13.9,5703207865,55,174,5703207057,56,Center,5703207869,102,46.1,5703207053,17,,5703207267,15,,5704132725,160,,5703207271,328,,5703803211,80,,5703207863,154,5703207861,29,,5703207875,146,99.4,5703207877,147,5703207913,233,252,,,48.9,,,,
2810424779,252,10,1,22,41,45v50owpvshpijizwwlcw4lni,1,2.2,50.1,2025-05-04T15:24:04.632Z,2025-05-04T15:24:15Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5703206783,56,Back,5703206777,173,,5703206979,179,,5703207963,233,175,5703206781,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424999,176,6,1,22,44,d8w1m5j3jbd1eva8524dv4a20,1,96.6,49.7,2025-05-04T15:24:07.544Z,2025-05-04T16:00:43Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5703208195,75,,5703208193,56,Center,5703401715,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810424833,253,6,1,22,44,45v50owpvshpijizwwlcw4lni,0,3.4,50.3,2025-05-04T15:24:07.544Z,2025-05-04T16:00:43Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5703207121,73,,5703207119,56,Back,5703401751,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810425479,177,1,1,23,15,d8w1m5j3jbd1eva8524dv4a20,0,99.5,0.5,2025-05-04T15:24:38.696Z,2025-05-04T15:57:44Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5703210737,1,,5703210723,155,,5703210731,141,50.7,5703210719,2,,5703210735,213,1.70,5703210733,212,34.4,5703210721,6,,5703210725,224,,5703210727,56,Center,5703210729,140,95.4,,,,,,,,,,,,,,,,,,,,
2810462357,518,61,1,23,16,45v50owpvshpijizwwlcw4lni,1,11.4,31.5,2025-05-04T15:24:39.033Z,2025-05-04T15:57:38Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5703405423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810425505,254,12,1,23,20,45v50owpvshpijizwwlcw4lni,1,11.7,47.9,2025-05-04T15:24:43.759Z,2025-05-04T15:57:43Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5703210879,56,Back,5703210883,141,0.0,5703210887,213,4.82,5703210885,212,34.1,5703210943,167,,5703210881,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810425591,178,5,1,23,23,d8w1m5j3jbd1eva8524dv4a20,1,87.4,102.0,2025-05-04T15:24:46.440Z,2025-05-04T16:00:54Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5703211521,233,255,5703211393,56,Left,5703211395,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810425509,255,5,1,23,23,45v50owpvshpijizwwlcw4lni,0,12.6,-2.0,2025-05-04T15:24:46.440Z,2025-05-04T16:00:54Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5703210917,347,,5703210915,56,Back,5703211533,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810425901,179,1,1,23,48,d8w1m5j3jbd1eva8524dv4a20,1,88.8,100.0,2025-05-04T15:25:11.727Z,2025-05-04T15:25:16Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5703213189,107,,5703213193,140,72.8,5703213199,213,3.71,5703213197,212,19.9,5703213195,141,85.6,5703213191,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810425911,180,1,1,23,53,d8w1m5j3jbd1eva8524dv4a20,0,73.0,90.5,2025-05-04T15:25:16.352Z,2025-05-04T15:25:17Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,,5703213253,141,78.2,5703213249,56,Center,5703213257,213,5.17,5703213255,212,9.3,5703213245,2,,5703213251,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810425903,256,61,1,23,53,45v50owpvshpijizwwlcw4lni,1,26.2,16.4,2025-05-04T15:25:16.376Z,2025-05-04T15:25:16Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5703213203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810425951,257,4,1,23,57,45v50owpvshpijizwwlcw4lni,1,39.2,35.3,2025-05-04T15:25:20.318Z,2025-05-04T16:00:38Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5703216359,233,181,5703213553,13,,5703213555,295,,5703213559,152,,5703213561,286,,5703213557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426095,181,4,1,23,57,d8w1m5j3jbd1eva8524dv4a20,0,60.8,64.7,2025-05-04T15:25:20.319Z,2025-05-04T16:01:23Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5703214273,152,,5703419649,295,,5703216419,233,257,5703214277,285,,5703214269,13,,5703214271,56,Center,5703242545,55,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426267,182,17,1,24,1,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-05-04T15:25:24.280Z,2025-05-04T15:30:33Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5703215889,13,243,5703215887,393,,5703215891,55,181,5703215885,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426299,259,1,1,24,17,45v50owpvshpijizwwlcw4lni,1,39.4,43.7,2025-05-04T15:25:40.200Z,2025-05-04T15:25:59Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703215363,141,32.7,5703215355,5,,5703215367,213,5.81,5703216869,189,,5703215365,212,16.3,5703215359,56,Center,5703215361,140,53.2,5703215357,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426311,260,1,1,24,18,45v50owpvshpijizwwlcw4lni,1,53.2,32.7,2025-05-04T15:25:41.431Z,2025-05-04T17:10:09Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5703215425,141,47.8,5703215421,56,Back,5703215429,213,2.24,5703215423,140,45.5,5703215427,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426351,261,1,1,24,19,45v50owpvshpijizwwlcw4lni,1,46.7,48.2,2025-05-04T15:25:42.255Z,2025-05-04T15:25:44Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703215657,212,18.2,5703215653,140,57.1,5703215659,213,0.93,5703215651,56,Center,5703215655,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426367,262,1,1,24,21,45v50owpvshpijizwwlcw4lni,1,57.5,69.0,2025-05-04T15:25:44.127Z,2025-05-04T15:25:45Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5703215783,140,68.0,5703215785,141,82.1,5703215781,56,Left,5703215789,213,0.68,5703215787,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426397,263,1,1,24,22,45v50owpvshpijizwwlcw4lni,0,68.8,83.2,2025-05-04T15:25:45.703Z,2025-05-04T15:25:53Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5703215955,213,0.98,5703215951,141,100.0,5703215947,56,Left,5703215953,212,15.1,5703215949,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426459,183,5,1,24,25,d8w1m5j3jbd1eva8524dv4a20,1,27.6,-1.8,2025-05-04T15:25:48.779Z,2025-05-04T16:00:55Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5703216317,56,Back,5703216355,233,264,5703216319,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426411,264,5,1,24,25,45v50owpvshpijizwwlcw4lni,0,72.4,101.8,2025-05-04T15:25:48.779Z,2025-05-04T16:00:55Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5703215999,56,Left,5703216001,347,,5703216369,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426649,184,1,1,24,39,d8w1m5j3jbd1eva8524dv4a20,1,29.0,0.0,2025-05-04T15:26:02.664Z,2025-05-04T15:26:03Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5703217405,140,32.4,5703217401,107,,5703217409,212,10.7,5703217407,141,12.9,5703217411,213,1.23,5703217403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426669,185,1,1,24,40,d8w1m5j3jbd1eva8524dv4a20,1,32.4,12.9,2025-05-04T15:26:03.607Z,2025-05-04T15:26:05Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5703217505,140,23.9,5703217507,141,5.3,5703217509,212,10.3,5703217511,213,3.67,5703217503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426685,186,1,1,24,41,d8w1m5j3jbd1eva8524dv4a20,0,23.9,5.3,2025-05-04T15:26:04.887Z,2025-05-04T15:26:05Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5703217575,141,0.0,5703217571,56,Back,5703217579,213,5.90,5703217577,212,13.0,5703217573,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426697,187,5,1,24,42,d8w1m5j3jbd1eva8524dv4a20,0,34.4,-1.8,2025-05-04T15:26:05.119Z,2025-05-04T16:00:56Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5703217655,56,Back,5703217971,233,265,5703217657,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426745,265,5,1,24,42,45v50owpvshpijizwwlcw4lni,1,65.6,101.8,2025-05-04T15:26:05.119Z,2025-05-04T16:00:55Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5703217891,56,Left,5703217923,233,187,5703217893,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426791,266,1,1,24,44,45v50owpvshpijizwwlcw4lni,1,67.8,100.0,2025-05-04T15:26:07.679Z,2025-05-04T15:26:10Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5703218155,141,87.1,5703218151,140,66.3,5703218145,107,,5703218159,213,4.56,5703218149,56,Left,5703218157,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426801,267,1,1,24,47,45v50owpvshpijizwwlcw4lni,0,69.8,83.6,2025-05-04T15:26:10.150Z,2025-05-04T15:26:10Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5703218229,213,2.86,5703218223,140,63.1,5703218227,212,7.3,5703218225,141,86.6,5703218221,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426811,188,61,1,24,48,d8w1m5j3jbd1eva8524dv4a20,1,35.6,6.8,2025-05-04T15:26:11.226Z,2025-05-04T15:26:11Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5703218289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426823,268,44,1,24,48,45v50owpvshpijizwwlcw4lni,1,66.2,88.1,2025-05-04T15:26:11.511Z,2025-05-04T16:01:20Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5703218361,286,,5703218359,56,Left,5703218515,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426845,189,44,1,24,48,d8w1m5j3jbd1eva8524dv4a20,0,33.8,11.9,2025-05-04T15:26:11.512Z,2025-05-04T16:01:20Z,9plm1ekfi8ydpbfxhft0a8hjp,R. Espejord,,,5703218553,233,268,5703218461,285,,5703218459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426877,269,1,1,24,48,45v50owpvshpijizwwlcw4lni,1,69.0,79.6,2025-05-04T15:26:11.830Z,2025-05-04T15:26:14Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5703218665,56,Center,5703218671,212,7.9,5703218667,140,61.9,5703218669,141,75.6,5703218663,3,,5703218673,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426897,270,1,1,24,51,45v50owpvshpijizwwlcw4lni,0,61.8,76.1,2025-05-04T15:26:14.658Z,2025-05-04T15:26:15Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703218753,1,,5703218743,56,Center,5703218751,213,0.02,5703218745,140,82.2,5703218741,157,,5703218749,212,21.4,5703218747,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426901,190,12,1,24,51,d8w1m5j3jbd1eva8524dv4a20,1,27.5,23.9,2025-05-04T15:26:14.983Z,2025-05-04T15:26:18Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5703218787,213,6.13,5703218823,15,,5703218779,56,Back,5703218781,140,43.4,5703218785,212,16.9,5703218783,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426947,271,1,1,24,53,45v50owpvshpijizwwlcw4lni,0,64.0,76.1,2025-05-04T15:26:16.551Z,2025-05-04T15:26:18Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703219061,3,,5703219065,56,Left,5703219077,212,17.7,5703219073,141,100.0,5703219069,140,67.2,5703219083,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427265,191,5,1,24,54,d8w1m5j3jbd1eva8524dv4a20,1,34.5,-1.8,2025-05-04T15:26:17.933Z,2025-05-04T16:00:56Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5703220885,347,,5703220963,233,272,5703220883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810426961,272,5,1,24,54,45v50owpvshpijizwwlcw4lni,0,65.5,101.8,2025-05-04T15:26:17.933Z,2025-05-04T16:00:56Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5703221017,233,191,5703219145,347,,5703219141,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427345,192,1,1,25,13,d8w1m5j3jbd1eva8524dv4a20,1,36.2,0.0,2025-05-04T15:26:36.399Z,2025-05-04T15:26:40Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5703221363,107,,5703221367,56,Right,5703221377,141,6.7,5703221385,213,0.28,5703221381,212,21.1,5703221371,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
