id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2804553655,159,6,1,16,42,bsykw9d70ffqe9atosc92n1e9,1,96.2,75.0,2025-04-21T15:17:57.368Z,2025-04-21T17:14:59Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5670773317,233,92,5670773271,56,Center,5670773273,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804554297,160,1,1,17,1,bsykw9d70ffqe9atosc92n1e9,1,99.5,99.5,2025-04-21T15:18:16.687Z,2025-04-21T15:18:37Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,1.0,5670776839,6,,5670776853,213,3.77,5670776851,212,20.6,5670776847,140,83.6,5670776849,141,81.7,5670778633,210,15,5670776845,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804554321,161,15,1,17,6,bsykw9d70ffqe9atosc92n1e9,1,89.6,70.5,2025-04-21T15:18:22.343Z,2025-04-21T17:49:07Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5670777857,25,,5670776967,64,,5670778823,233,93,5670778751,55,160,5670778757,103,7.0,5670778747,76,,5670778761,146,98.6,5670776969,56,Center,5670777859,72,,5670778749,29,,5670778759,215,,5670778763,147,5670778755,102,53.1,,,,,,,,,,,,52.3,,,,,,,
2804554331,93,10,1,17,7,crlocdyqyb1fdhck54qxs65rl,1,2.8,43.4,2025-04-21T15:18:22.443Z,2025-04-21T15:18:38Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5670777411,179,,5670777065,56,Back,5670777059,173,,5670777063,182,,5670778855,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804554403,94,6,1,17,8,crlocdyqyb1fdhck54qxs65rl,0,6.6,37.7,2025-04-21T15:18:24.327Z,2025-04-21T17:15:00Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5670777655,73,,5670777653,56,Back,5670777771,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804554337,162,6,1,17,8,bsykw9d70ffqe9atosc92n1e9,1,93.4,62.3,2025-04-21T15:18:24.327Z,2025-04-21T17:14:59Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5670777713,233,94,5670777127,73,,5670777125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804554789,163,1,1,17,28,bsykw9d70ffqe9atosc92n1e9,0,99.5,99.5,2025-04-21T15:18:43.439Z,2025-04-21T15:18:45Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5670779775,140,93.7,5670779781,213,4.48,5670779777,141,61.1,5670779779,212,26.8,5670779773,56,Center,5670779771,223,,5670779765,2,,5670779769,155,,5670779767,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804554883,95,12,1,17,31,crlocdyqyb1fdhck54qxs65rl,1,4.3,36.9,2025-04-21T15:18:46.974Z,2025-04-21T15:18:49Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5670780277,141,37.4,5670780279,212,11.0,5670780273,140,14.8,5670780271,56,Back,5670780281,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804554911,96,61,1,17,31,crlocdyqyb1fdhck54qxs65rl,1,10.8,37.4,2025-04-21T15:18:47.134Z,2025-04-21T17:28:47Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5670780403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804554917,97,6,1,17,32,crlocdyqyb1fdhck54qxs65rl,0,9.4,37.6,2025-04-21T15:18:47.974Z,2025-04-21T17:15:01Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5670780581,73,,5670780701,233,164,5670780579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804554865,164,6,1,17,32,bsykw9d70ffqe9atosc92n1e9,1,90.6,62.4,2025-04-21T15:18:47.974Z,2025-04-21T17:15:00Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5670780615,233,97,5670780359,56,Center,5670780361,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555255,165,1,1,17,48,bsykw9d70ffqe9atosc92n1e9,0,99.5,99.5,2025-04-21T15:19:04.015Z,2025-04-21T18:55:03Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5670782539,56,Center,5670782537,223,,5670782543,141,51.3,5670782535,155,,5670782541,140,90.9,5670782547,213,4.44,5670782549,1,,5670782529,2,,5670782545,212,34.0,5670782533,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555365,98,12,1,17,53,crlocdyqyb1fdhck54qxs65rl,1,8.2,51.9,2025-04-21T15:19:08.791Z,2025-04-21T16:25:24Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5670783103,212,19.0,5670783099,141,51.9,5670783097,140,26.3,5670783105,213,0.00,5670783093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555345,166,1,1,17,53,bsykw9d70ffqe9atosc92n1e9,0,69.9,46.1,2025-04-21T15:19:08.927Z,2025-04-21T18:55:05Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5670783005,56,Center,5670782997,3,,5670783017,141,40.0,5670783019,212,20.4,5670783021,213,6.08,5670783013,140,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555395,99,12,1,17,54,crlocdyqyb1fdhck54qxs65rl,1,15.1,55.7,2025-04-21T15:19:10.287Z,2025-04-21T15:19:11Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5670783263,140,31.1,5670783313,15,,5670783257,56,Back,5670783273,213,0.52,5670783271,212,19.3,5670783269,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555545,167,1,1,17,57,bsykw9d70ffqe9atosc92n1e9,1,74.8,24.3,2025-04-21T15:19:12.551Z,2025-04-21T15:19:18Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5670784101,212,9.2,5670784103,213,5.64,5670784093,3,,5670784099,141,16.2,5670784097,140,81.8,5670784095,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555517,100,83,1,18,1,crlocdyqyb1fdhck54qxs65rl,0,11.9,84.8,2025-04-21T15:19:16.558Z,2025-04-21T15:19:18Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5670784177,399,cbgxwjokvziezgbbn0qu91s7o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555551,168,3,1,18,2,bsykw9d70ffqe9atosc92n1e9,0,87.2,12.0,2025-04-21T15:19:17.846Z,2025-04-21T15:19:24Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5670784145,56,Right,5670784625,233,101,5670784147,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555613,101,7,1,18,2,crlocdyqyb1fdhck54qxs65rl,0,12.8,88.0,2025-04-21T15:19:17.847Z,2025-04-21T15:19:24Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5670784549,233,168,5670784481,56,Back,5670784483,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555657,169,61,1,18,3,bsykw9d70ffqe9atosc92n1e9,1,85.4,3.4,2025-04-21T15:19:18.608Z,2025-04-21T15:19:25Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5670784747,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555961,102,5,1,18,5,crlocdyqyb1fdhck54qxs65rl,1,16.8,101.5,2025-04-21T15:19:20.974Z,2025-04-21T17:31:01Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5670786541,347,,5670786539,56,Back,5670786635,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804555693,170,5,1,18,5,bsykw9d70ffqe9atosc92n1e9,0,83.2,-1.5,2025-04-21T15:19:20.974Z,2025-04-21T17:31:01Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5670786699,233,102,5670784927,56,Right,5670784929,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556003,103,1,1,18,22,crlocdyqyb1fdhck54qxs65rl,1,15.6,100.0,2025-04-21T15:19:37.430Z,2025-04-21T15:19:39Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5670786779,140,31.4,5670786777,56,Back,5670786783,212,17.9,5670786775,107,,5670786781,141,91.1,5670786785,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556011,104,1,1,18,24,crlocdyqyb1fdhck54qxs65rl,0,31.9,91.1,2025-04-21T15:19:39.798Z,2025-04-21T16:09:56Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5670786825,56,Back,5670786829,141,90.9,5670786831,212,4.4,5670786833,213,3.17,5670786827,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556013,171,61,1,18,25,bsykw9d70ffqe9atosc92n1e9,1,72.5,14.3,2025-04-21T15:19:40.502Z,2025-04-21T15:19:40Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5670786839,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556079,172,1,1,18,26,bsykw9d70ffqe9atosc92n1e9,0,76.3,16.8,2025-04-21T15:19:42.198Z,2025-04-21T15:19:42Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5670787237,141,16.7,5670787239,212,7.0,5670787233,56,Right,5670787235,140,69.6,5670787241,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804618599,366,1,1,18,29,crlocdyqyb1fdhck54qxs65rl,1,37.5,85.6,2025-04-21T15:19:44.659Z,2025-04-21T16:09:54Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5671136261,56,Back,5671136263,140,43.9,5671136265,141,95.0,5671136267,212,9.3,5671136269,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556155,105,50,1,18,30,crlocdyqyb1fdhck54qxs65rl,1,32.4,90.6,2025-04-21T15:19:45.750Z,2025-04-21T15:19:51Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5670787623,285,,5670787621,56,Back,5670787869,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556177,173,7,1,18,30,bsykw9d70ffqe9atosc92n1e9,1,67.6,9.4,2025-04-21T15:19:45.751Z,2025-04-21T15:19:50Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5670787731,56,Right,5670787733,286,,5670787729,167,,5670787797,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556203,106,5,1,18,31,crlocdyqyb1fdhck54qxs65rl,1,30.2,101.7,2025-04-21T15:19:46.966Z,2025-04-21T17:31:02Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5670788381,233,174,5670787979,56,Back,5670787981,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556259,174,5,1,18,31,bsykw9d70ffqe9atosc92n1e9,0,69.8,-1.7,2025-04-21T15:19:46.966Z,2025-04-21T17:31:02Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5670788315,56,Right,5670788317,347,,5670788405,233,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556575,107,1,1,18,43,crlocdyqyb1fdhck54qxs65rl,1,36.4,100.0,2025-04-21T15:19:59.181Z,2025-04-21T15:20:04Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5670789953,107,,5670789955,56,Back,5670789957,140,22.1,5670789959,141,90.2,5670789963,213,3.61,5670789961,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556591,108,1,1,18,49,crlocdyqyb1fdhck54qxs65rl,0,33.2,81.8,2025-04-21T15:20:04.421Z,2025-04-21T15:20:05Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5670790033,56,Back,5670790035,140,42.3,5670790041,213,0.28,5670790037,141,85.9,5670790039,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556627,175,8,1,18,50,bsykw9d70ffqe9atosc92n1e9,1,55.8,15.5,2025-04-21T15:20:06.182Z,2025-04-21T15:20:06Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,,5670790187,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556701,177,3,1,18,52,bsykw9d70ffqe9atosc92n1e9,0,67.2,9.6,2025-04-21T15:20:07.894Z,2025-04-21T15:20:14Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5670790849,233,109,5670790573,56,Right,5670790577,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556731,109,7,1,18,52,crlocdyqyb1fdhck54qxs65rl,1,32.8,90.4,2025-04-21T15:20:07.895Z,2025-04-21T15:20:14Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5670790765,167,,5670790803,233,177,5670790769,285,,5670790767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804556865,110,5,1,18,53,crlocdyqyb1fdhck54qxs65rl,0,30.3,101.8,2025-04-21T15:20:08.966Z,2025-04-21T17:31:03Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5670791505,56,Back,5670791507,347,,5670792729,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557059,178,5,1,18,53,bsykw9d70ffqe9atosc92n1e9,1,69.7,-1.8,2025-04-21T15:20:08.966Z,2025-04-21T17:31:03Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5670792597,56,Right,5670792679,233,110,5670792599,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557111,179,1,1,19,9,bsykw9d70ffqe9atosc92n1e9,0,72.5,0.0,2025-04-21T15:20:24.989Z,2025-04-21T15:20:27Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5670792861,141,13.7,5670792859,140,86.1,5670792857,56,Right,5670792855,107,,5670792865,212,17.7,5670792871,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557121,111,8,1,19,12,crlocdyqyb1fdhck54qxs65rl,1,8.3,90.6,2025-04-21T15:20:27.524Z,2025-04-21T15:20:27Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5670792937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557153,180,1,1,19,13,bsykw9d70ffqe9atosc92n1e9,0,82.7,9.4,2025-04-21T15:20:28.654Z,2025-04-21T15:20:29Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5670793065,141,15.8,5670793063,140,85.1,5670793061,56,Right,5670793069,213,1.05,5670793067,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557307,112,1,1,19,16,crlocdyqyb1fdhck54qxs65rl,1,16.0,88.6,2025-04-21T15:20:31.933Z,2025-04-21T16:01:06Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5670793935,213,6.26,5670793929,140,56.5,5670793927,56,Left,5670793933,212,42.5,5670793931,141,86.9,5670793925,157,,5670793937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557321,113,3,1,19,21,crlocdyqyb1fdhck54qxs65rl,0,65.4,89.2,2025-04-21T15:20:36.956Z,2025-04-21T17:20:57Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5670794023,56,Left,5670794025,286,,5670794229,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557339,181,7,1,19,21,bsykw9d70ffqe9atosc92n1e9,1,34.6,10.8,2025-04-21T15:20:36.957Z,2025-04-21T17:20:57Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5670794107,285,,5670794173,233,113,5670794105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557381,182,1,1,19,23,bsykw9d70ffqe9atosc92n1e9,1,34.5,11.6,2025-04-21T15:20:38.589Z,2025-04-21T15:20:40Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5670794347,213,1.21,5670794345,212,7.4,5670794339,56,Back,5670794343,141,21.8,5670794341,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557479,184,1,1,19,26,bsykw9d70ffqe9atosc92n1e9,1,26.0,18.9,2025-04-21T15:20:41.454Z,2025-04-21T15:20:44Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5670794873,56,Back,5670794877,141,13.8,5670794879,212,14.8,5670794875,140,39.7,5670794881,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557687,185,1,1,19,28,bsykw9d70ffqe9atosc92n1e9,1,40.0,12.8,2025-04-21T15:20:43.917Z,2025-04-21T15:21:01Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,1.0,5670796053,140,65.9,5670796051,56,Left,5670796055,141,88.7,5670797277,210,15,5670796045,155,,5670796061,1,,5670796059,213,1.09,5670796049,196,,5670796057,212,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557697,186,15,1,19,35,bsykw9d70ffqe9atosc92n1e9,1,72.5,66.4,2025-04-21T15:20:51.159Z,2025-04-21T17:50:26Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5670796105,22,,5670797331,103,7.0,5670796109,56,Center,5670797321,76,,5670797337,147,51.1,5670797391,233,114,5670797325,55,185,5670796107,18,,5670797329,102,53.9,5670797333,215,,5670797323,29,,5670797335,146,5670796755,20,,,,,,,,,,,,,98.2,,,,,,,
2804557735,114,10,1,19,35,crlocdyqyb1fdhck54qxs65rl,1,3.1,47.0,2025-04-21T15:20:51.259Z,2025-04-21T15:21:02Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5670796709,177,,5670796321,56,Back,5670797425,233,186,5670796319,182,,5670796317,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558167,117,1,1,19,55,crlocdyqyb1fdhck54qxs65rl,0,19.6,35.8,2025-04-21T15:21:10.348Z,2025-04-21T15:21:14Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5670798941,198,,5670798943,56,Center,5670798953,1,,5670798951,213,6.16,5670798939,157,,5670798945,140,72.0,5670798947,141,25.5,5670798949,212,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558219,187,1,1,19,59,bsykw9d70ffqe9atosc92n1e9,0,26.2,82.6,2025-04-21T15:21:15.165Z,2025-04-21T15:21:16Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5670799279,213,0.01,5670799277,212,33.4,5670799269,157,,5670799275,141,83.0,5670799281,1,,5670799273,140,58.0,5670799271,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558299,118,1,1,20,2,crlocdyqyb1fdhck54qxs65rl,1,41.9,24.4,2025-04-21T15:21:17.812Z,2025-04-21T15:21:19Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5670799689,212,11.9,5670799691,213,4.94,5670799687,141,7.3,5670799685,140,44.5,5670799683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558333,119,1,1,20,4,crlocdyqyb1fdhck54qxs65rl,1,44.5,7.7,2025-04-21T15:21:19.732Z,2025-04-21T15:21:21Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5670799879,141,18.5,5670799877,140,55.2,5670799875,56,Right,5670799883,213,0.58,5670799881,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558345,120,1,1,20,5,crlocdyqyb1fdhck54qxs65rl,1,55.2,18.5,2025-04-21T15:21:21.180Z,2025-04-21T15:21:22Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5670799949,56,Back,5670799957,213,3.53,5670799953,141,10.3,5670799951,140,42.3,5670799955,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558371,121,1,1,20,6,crlocdyqyb1fdhck54qxs65rl,1,42.3,10.3,2025-04-21T15:21:21.924Z,2025-04-21T15:21:23Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5670800113,140,35.7,5670800111,56,Back,5670800115,141,21.6,5670800117,212,10.3,5670800119,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558419,122,1,1,20,7,crlocdyqyb1fdhck54qxs65rl,1,35.4,21.6,2025-04-21T15:21:23.044Z,2025-04-21T15:21:25Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5670800355,56,Back,5670800357,140,30.1,5670800359,141,44.5,5670800363,213,1.91,5670800361,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558483,123,1,1,20,10,crlocdyqyb1fdhck54qxs65rl,1,33.0,39.8,2025-04-21T15:21:25.460Z,2025-04-21T15:21:28Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5670800785,56,Back,5670800791,212,16.9,5670800787,140,33.0,5670800793,213,4.71,5670800789,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558565,124,1,1,20,13,crlocdyqyb1fdhck54qxs65rl,0,35.4,17.7,2025-04-21T15:21:28.492Z,2025-04-21T15:21:33Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5670801215,155,,5670801223,212,52.8,5670801221,141,24.0,5670801219,140,85.5,5670801217,56,Center,5670801225,213,0.08,5670801227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558639,188,1,1,20,17,bsykw9d70ffqe9atosc92n1e9,1,21.5,73.0,2025-04-21T15:21:33.118Z,2025-04-21T18:55:10Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5670801667,141,72.9,5670801669,212,11.7,5670801663,56,Back,5670801665,140,10.4,5670801671,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558977,191,1,1,20,34,bsykw9d70ffqe9atosc92n1e9,1,8.1,47.3,2025-04-21T15:21:49.349Z,2025-04-21T15:21:52Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5670803611,212,47.8,5670803613,213,0.31,5670803609,141,68.7,5670803607,140,51.5,5670803605,56,Center,5670803615,1,,5670803603,198,,5670803601,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559067,192,1,1,20,37,bsykw9d70ffqe9atosc92n1e9,1,44.5,69.0,2025-04-21T15:21:52.581Z,2025-04-21T15:21:56Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5670804115,213,2.08,5670804109,140,37.5,5670804113,212,15.0,5670804111,141,88.3,5670804103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559089,193,1,1,20,40,bsykw9d70ffqe9atosc92n1e9,1,37.5,88.1,2025-04-21T15:21:55.886Z,2025-04-21T15:21:57Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5670804269,56,Back,5670804277,213,4.90,5670804271,140,39.4,5670804273,141,72.4,5670804275,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559173,194,1,1,20,42,bsykw9d70ffqe9atosc92n1e9,1,39.3,67.5,2025-04-21T15:21:57.557Z,2025-04-21T15:22:01Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5670804775,56,Back,5670804783,141,33.7,5670804785,212,23.6,5670804787,213,4.93,5670804779,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559237,195,1,1,20,46,bsykw9d70ffqe9atosc92n1e9,1,44.8,30.0,2025-04-21T15:22:01.541Z,2025-04-21T15:22:03Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5670805053,56,Right,5670805061,213,5.78,5670805059,212,25.2,5670805057,141,12.2,5670805055,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559295,196,1,1,20,48,bsykw9d70ffqe9atosc92n1e9,1,65.9,12.5,2025-04-21T15:22:03.557Z,2025-04-21T15:22:06Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5670805349,141,22.2,5670805347,140,55.0,5670805351,212,13.2,5670805353,213,2.62,5670805343,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559347,197,1,1,20,50,bsykw9d70ffqe9atosc92n1e9,1,54.1,26.5,2025-04-21T15:22:05.670Z,2025-04-21T15:22:08Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5670805699,56,Back,5670805707,213,2.21,5670805701,140,44.2,5670805703,141,47.0,5670805705,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
