id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2820675129,131,12,1,14,45,doohk95o6e8pkqah8vkop51dg,1,7.5,49.4,2025-06-01T12:45:00.609Z,2025-06-01T12:50:22Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5760072511,56,Back,5760072519,213,4.14,5760072515,141,29.2,5760072553,167,,5760072513,140,0.0,5760072517,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675139,124,6,1,14,45,e5txudmuc2qpc460bs4lb5aff,1,97.0,68.6,2025-06-01T12:45:00.978Z,2025-06-01T14:46:55Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5760072625,56,Center,5760072627,73,,5760072639,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675133,132,6,1,14,45,doohk95o6e8pkqah8vkop51dg,0,3.0,31.4,2025-06-01T12:45:00.978Z,2025-06-01T12:45:08Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5760072583,56,Back,5760072657,233,124,5760072585,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675371,125,1,1,15,14,e5txudmuc2qpc460bs4lb5aff,1,99.5,99.5,2025-06-01T12:45:29.899Z,2025-06-01T13:02:20Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,1.0,,5760073877,2,,5760073893,213,4.63,5760073895,1,,5760073889,141,46.0,5760073891,212,36.5,5760073883,223,,5760074501,154,,5760074499,210,15,5760073887,140,96.7,5760073881,155,,5760073879,6,,5760073885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2820675383,126,44,1,15,19,e5txudmuc2qpc460bs4lb5aff,1,94.3,45.2,2025-06-01T12:45:34.902Z,2025-06-01T14:47:17Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5760073953,56,Center,5760073957,286,,5760074035,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675359,134,44,1,15,19,doohk95o6e8pkqah8vkop51dg,0,5.7,54.8,2025-06-01T12:45:34.903Z,2025-06-01T14:47:17Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5760074189,233,126,5760073821,285,,5760073819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675389,127,15,1,15,20,e5txudmuc2qpc460bs4lb5aff,1,96.7,46.0,2025-06-01T12:45:35.644Z,2025-06-01T13:02:17Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5760074537,154,,5760074547,103,22.8,5760074541,55,125,5760074531,29,,5760074545,102,51.3,5760073989,56,Center,5760073987,16,,5760074527,79,,5760074301,25,,5760074551,147,48.6,5760074571,233,135,5760074549,146,99.9,5760074307,328,5760074303,15,,,,,,,,,,,,,,,,,,,,
2820675379,135,10,1,15,20,doohk95o6e8pkqah8vkop51dg,1,1.2,51.2,2025-06-01T12:45:35.744Z,2025-06-01T14:38:59Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5760073917,182,,5760074591,233,127,5760073915,178,,5760073919,56,Back,5760074003,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675501,137,1,1,15,37,doohk95o6e8pkqah8vkop51dg,1,3.9,51.2,2025-06-01T12:45:53.152Z,2025-06-01T13:03:18Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5760074723,140,38.9,5760104185,189,,5760074719,123,,5760074727,212,38.1,5760074731,1,,5760074721,56,Back,5760074729,213,6.01,5760074725,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675505,138,1,1,15,38,doohk95o6e8pkqah8vkop51dg,0,39.4,36.1,2025-06-01T12:45:54.407Z,2025-06-01T13:04:32Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5760074773,1,,5760074767,141,33.6,5760074763,56,Center,5760074771,213,6.23,5760074765,140,72.7,5760074769,212,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680537,249,59,1,15,41,e5txudmuc2qpc460bs4lb5aff,1,23.8,65.2,2025-06-01T12:45:56.655Z,2025-06-01T13:04:29Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5760106917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675531,128,12,1,15,42,e5txudmuc2qpc460bs4lb5aff,1,21.9,70.3,2025-06-01T12:45:57.948Z,2025-06-01T13:04:12Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5760074937,213,6.03,5760074935,212,10.1,5760074929,56,Back,5760074931,140,31.2,5760074933,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675561,130,1,1,15,45,e5txudmuc2qpc460bs4lb5aff,1,33.2,77.0,2025-06-01T12:46:01.123Z,2025-06-01T12:46:03Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5760075087,212,9.5,5760075085,141,89.1,5760075089,213,1.05,5760075081,56,Back,5760075083,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675573,131,1,1,15,48,e5txudmuc2qpc460bs4lb5aff,0,39.8,93.5,2025-06-01T12:46:03.555Z,2025-06-01T12:46:05Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5760075141,56,Center,5760075149,213,5.83,5760075145,141,68.5,5760075139,155,,5760075143,140,72.9,5760075151,1,,5760075147,212,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675591,139,1,1,15,50,doohk95o6e8pkqah8vkop51dg,1,21.6,33.1,2025-06-01T12:46:05.983Z,2025-06-01T12:46:08Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5760075281,213,5.06,5760075275,140,26.9,5760075271,3,,5760075279,212,16.4,5760075277,141,10.4,5760075273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675593,140,61,1,15,52,doohk95o6e8pkqah8vkop51dg,0,25.3,10.4,2025-06-01T12:46:07.952Z,2025-06-01T12:46:08Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5760075285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675645,132,5,1,15,53,e5txudmuc2qpc460bs4lb5aff,1,75.5,101.6,2025-06-01T12:46:08.695Z,2025-06-01T14:57:44Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5760075603,347,,5760075621,233,141,5760075601,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675597,141,5,1,15,53,doohk95o6e8pkqah8vkop51dg,0,24.5,-1.6,2025-06-01T12:46:08.695Z,2025-06-01T14:57:44Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5760075303,347,,5760075301,56,Back,5760075629,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676255,135,1,1,16,1,e5txudmuc2qpc460bs4lb5aff,1,84.2,100.0,2025-06-01T12:46:17.099Z,2025-06-01T12:49:12Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5760079193,140,83.2,5760079197,212,8.0,5760081573,107,,5760079199,213,4.58,5760079191,56,Left,5760079195,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675705,133,1,1,16,2,e5txudmuc2qpc460bs4lb5aff,0,82.2,94.4,2025-06-01T12:46:17.723Z,2025-06-01T12:53:23Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5760075895,140,92.7,5760075903,1,,5760075899,212,36.1,5760075897,141,43.8,5760081677,2,,5760075901,213,5.02,5760075893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675681,142,4,1,16,5,doohk95o6e8pkqah8vkop51dg,1,10.8,54.4,2025-06-01T12:46:20.471Z,2025-06-01T14:38:51Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5760075829,265,,5760075831,285,,5760075823,13,,5760076029,233,134,5760075827,152,,5760075825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820675713,134,4,1,16,5,e5txudmuc2qpc460bs4lb5aff,0,89.2,45.6,2025-06-01T12:46:20.472Z,2025-06-01T14:38:51Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5760075973,13,,5760076057,233,142,5760075977,152,,5760075979,265,,5760075975,56,Center,5760075981,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676279,143,1,1,17,45,doohk95o6e8pkqah8vkop51dg,1,13.6,52.1,2025-06-01T12:48:01.437Z,2025-06-01T12:48:06Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5760079367,1,,5760079355,152,,5760079351,5,,5760079363,212,54.9,5760079359,140,65.7,5760079365,213,0.07,5760079357,56,Center,5760079353,157,,5760079361,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676281,144,1,1,17,50,doohk95o6e8pkqah8vkop51dg,0,65.7,58.1,2025-06-01T12:48:06.133Z,2025-06-01T12:48:07Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5760079377,168,,5760079383,141,59.0,5760079387,213,0.07,5760079375,3,,5760079381,140,73.6,5760079379,56,Center,5760079385,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676305,136,1,1,17,52,e5txudmuc2qpc460bs4lb5aff,0,28.1,45.5,2025-06-01T12:48:07.715Z,2025-06-01T12:48:11Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5760079489,56,Center,5760079497,213,0.09,5760079495,212,55.6,5760079499,1,,5760079491,140,80.8,5760079487,157,,5760079493,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676315,145,3,1,17,58,doohk95o6e8pkqah8vkop51dg,0,22.0,46.3,2025-06-01T12:48:13.653Z,2025-06-01T12:48:19Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5760079549,56,Back,5760079675,233,137,5760079553,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676325,137,7,1,17,58,e5txudmuc2qpc460bs4lb5aff,0,78.0,53.7,2025-06-01T12:48:13.654Z,2025-06-01T12:48:20Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5760079665,233,145,5760079655,286,,5760079653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676421,147,1,1,18,18,doohk95o6e8pkqah8vkop51dg,0,12.5,54.9,2025-06-01T12:48:33.726Z,2025-06-01T12:48:51Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5760080229,141,18.8,5760080231,212,59.5,5760080225,56,Right,5760080235,1,,5760080233,213,5.86,5760080223,199,,5760080795,189,,5760080227,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676439,138,61,1,18,20,e5txudmuc2qpc460bs4lb5aff,1,53.7,82.4,2025-06-01T12:48:36.125Z,2025-06-01T12:48:36Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5760080329,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676457,140,1,1,18,22,e5txudmuc2qpc460bs4lb5aff,1,43.6,76.0,2025-06-01T12:48:37.779Z,2025-06-01T12:48:38Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760080417,213,3.21,5760080415,212,20.4,5760080413,141,73.9,5760080411,140,24.2,5760080409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676467,141,1,1,18,23,e5txudmuc2qpc460bs4lb5aff,1,24.2,73.9,2025-06-01T12:48:38.724Z,2025-06-01T13:06:01Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5760080477,213,0.52,5760080475,212,22.0,5760080469,56,Back,5760080473,141,89.9,5760080471,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676489,142,1,1,18,25,e5txudmuc2qpc460bs4lb5aff,0,42.4,89.9,2025-06-01T12:48:40.859Z,2025-06-01T12:48:48Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5760080613,140,75.4,5760080621,1,,5760080617,212,34.9,5760080611,56,Left,5760080619,213,6.18,5760080615,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676481,148,4,1,18,28,doohk95o6e8pkqah8vkop51dg,1,21.2,13.0,2025-06-01T12:48:43.653Z,2025-06-01T14:38:51Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5760080603,265,,5760080593,13,,5760080597,56,Back,5760080691,233,143,5760080601,152,,5760080605,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676493,143,4,1,18,28,e5txudmuc2qpc460bs4lb5aff,0,78.8,87.0,2025-06-01T12:48:43.654Z,2025-06-01T14:38:52Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5760080655,13,,5760080663,286,,5760080659,152,,5760080657,56,Left,5760080661,265,,5760080695,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676719,150,1,1,19,3,doohk95o6e8pkqah8vkop51dg,0,20.2,30.7,2025-06-01T12:49:18.813Z,2025-06-01T12:49:22Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5760081927,141,34.6,5760081933,1,,5760081923,56,Center,5760081919,157,,5760081925,140,70.4,5760081917,5,,5760081931,213,0.05,5760081921,152,,5760081929,212,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676727,145,1,1,19,7,e5txudmuc2qpc460bs4lb5aff,0,23.2,57.9,2025-06-01T12:49:23.099Z,2025-06-01T12:49:25Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5760082009,140,29.0,5760082011,141,70.9,5760082005,3,,5760082015,213,0.97,5760082013,212,10.7,5760082007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676729,151,44,1,19,9,doohk95o6e8pkqah8vkop51dg,1,68.0,28.7,2025-06-01T12:49:24.650Z,2025-06-01T14:47:17Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5760082049,233,146,5760082021,286,,5760082019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676731,146,44,1,19,9,e5txudmuc2qpc460bs4lb5aff,0,32.0,71.3,2025-06-01T12:49:24.651Z,2025-06-01T14:47:18Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760082023,56,Back,5760082111,233,151,5760082025,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676733,152,1,1,19,9,doohk95o6e8pkqah8vkop51dg,0,63.2,28.2,2025-06-01T12:49:24.981Z,2025-06-01T13:06:50Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5760082031,56,Center,5760082029,3,,5760082039,213,0.45,5760082035,141,35.7,5760082033,140,73.2,5760082037,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820681857,282,61,1,19,9,e5txudmuc2qpc460bs4lb5aff,1,36.6,64.2,2025-06-01T12:49:25.258Z,2025-06-01T13:07:20Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760113365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676751,153,1,1,19,10,doohk95o6e8pkqah8vkop51dg,0,73.2,35.7,2025-06-01T12:49:25.996Z,2025-06-01T13:08:26Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5760082145,56,Center,5760082153,141,43.1,5760082161,213,2.11,5760082149,140,70.3,5760082157,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820682481,296,1,1,19,11,e5txudmuc2qpc460bs4lb5aff,0,26.9,53.4,2025-06-01T12:49:26.654Z,2025-06-01T13:08:51Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5760117351,140,31.5,5760117937,236,,5760117347,157,,5760117359,1,,5760117943,286,,5760117355,212,4.9,5760117353,141,52.3,5760117939,233,154,5760117349,56,Back,5760117357,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676761,154,74,1,19,11,doohk95o6e8pkqah8vkop51dg,1,69.7,43.8,2025-06-01T12:49:26.655Z,2025-06-01T14:39:00Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5760117959,233,296,5760117917,285,,5760117915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676783,157,1,1,19,12,doohk95o6e8pkqah8vkop51dg,1,75.6,41.9,2025-06-01T12:49:28.356Z,2025-06-01T13:09:10Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5760082261,56,Center,5760082269,213,3.63,5760082263,140,66.4,5760118847,156,,5760082265,141,34.3,5760082267,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676769,147,43,1,19,13,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-06-01T12:49:28.748Z,2025-06-01T13:09:28Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5760082365,399,wamee1wd0fr552uv5507z0lx,5760119651,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676789,158,1,1,19,14,doohk95o6e8pkqah8vkop51dg,0,66.4,34.3,2025-06-01T12:49:29.461Z,2025-06-01T12:49:30Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5760082317,212,20.3,5760082315,141,47.3,5760082319,213,0.45,5760082311,56,Center,5760082309,155,,5760082313,140,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676795,148,12,1,19,14,e5txudmuc2qpc460bs4lb5aff,1,17.8,53.0,2025-06-01T12:49:30.251Z,2025-06-01T12:49:32Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5760082341,140,26.6,5760082345,212,19.2,5760082339,56,Back,5760082343,141,77.8,5760082363,15,,5760082347,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676811,149,12,1,19,16,e5txudmuc2qpc460bs4lb5aff,1,20.9,69.3,2025-06-01T12:49:31.885Z,2025-06-01T13:09:49Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5760120605,212,20.6,5760120607,213,6.15,5760120603,141,65.2,5760120601,140,40.3,5760120599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676823,159,61,1,19,18,doohk95o6e8pkqah8vkop51dg,1,58.3,38.9,2025-06-01T12:49:33.502Z,2025-06-01T12:49:33Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5760082451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676837,160,1,1,19,19,doohk95o6e8pkqah8vkop51dg,1,59.9,41.5,2025-06-01T12:49:34.588Z,2025-06-01T12:49:37Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5760082505,56,Right,5760082515,1,,5760082509,141,21.0,5760082511,212,24.1,5760082507,140,78.6,5760082503,157,,5760082513,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676843,161,50,1,19,21,doohk95o6e8pkqah8vkop51dg,1,80.8,18.0,2025-06-01T12:49:36.940Z,2025-06-01T13:10:22Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5760082555,56,Right,5760082557,286,,5760082799,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676877,150,7,1,19,21,e5txudmuc2qpc460bs4lb5aff,1,19.2,82.0,2025-06-01T12:49:36.941Z,2025-06-01T12:49:46Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5760082739,56,Back,5760082737,167,,5760082779,233,161,5760082741,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676911,151,5,1,19,22,e5txudmuc2qpc460bs4lb5aff,0,20.9,102.0,2025-06-01T12:49:37.733Z,2025-06-01T14:57:45Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5760082925,347,,5760082955,233,162,5760082923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676869,162,5,1,19,22,doohk95o6e8pkqah8vkop51dg,1,79.1,-2.0,2025-06-01T12:49:37.733Z,2025-06-01T14:57:45Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5760082693,347,,5760082691,56,Right,5760082951,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676923,163,1,1,19,31,doohk95o6e8pkqah8vkop51dg,1,83.3,0.0,2025-06-01T12:49:46.869Z,2025-06-01T12:49:49Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5760083031,213,1.20,5760083021,140,90.0,5760083017,107,,5760083025,212,19.2,5760083019,56,Center,5760083023,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676931,164,1,1,19,33,doohk95o6e8pkqah8vkop51dg,0,90.0,24.4,2025-06-01T12:49:48.789Z,2025-06-01T14:57:07Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5760083103,212,19.6,5760083099,140,87.7,5760083095,168,,5760083093,3,,5760083101,141,53.0,5760083105,213,1.69,5760083097,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676965,152,12,1,19,37,e5txudmuc2qpc460bs4lb5aff,1,14.4,50.1,2025-06-01T12:49:53.358Z,2025-06-01T14:57:01Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5760083303,56,Center,5760083311,213,0.07,5760083309,212,56.4,5760083305,140,68.0,5760083307,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676981,165,44,1,19,40,doohk95o6e8pkqah8vkop51dg,1,26.6,37.7,2025-06-01T12:49:55.948Z,2025-06-01T13:10:09Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5760083377,56,Back,5760083395,233,153,5760083379,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676969,153,44,1,19,40,e5txudmuc2qpc460bs4lb5aff,0,73.4,62.3,2025-06-01T12:49:55.949Z,2025-06-01T12:49:59Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5760083433,233,165,5760083325,56,Center,5760083327,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820676997,166,1,1,19,41,doohk95o6e8pkqah8vkop51dg,1,38.9,33.6,2025-06-01T12:49:56.915Z,2025-06-01T13:10:12Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5760083465,141,64.2,5760083467,212,22.4,5760083461,56,Back,5760083469,213,1.95,5760083463,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820677005,167,1,1,19,45,doohk95o6e8pkqah8vkop51dg,1,29.4,64.8,2025-06-01T12:50:01.404Z,2025-06-01T12:50:03Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5760083489,56,Back,5760083495,212,12.0,5760083497,213,0.21,5760083491,140,40.6,5760083493,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820677017,168,1,1,19,48,doohk95o6e8pkqah8vkop51dg,1,42.1,73.3,2025-06-01T12:50:03.484Z,2025-06-01T12:50:06Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5760083573,140,29.7,5760083577,212,20.2,5760083579,213,2.27,5760083571,56,Back,5760083575,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820677033,169,1,1,19,50,doohk95o6e8pkqah8vkop51dg,0,29.1,95.7,2025-06-01T12:50:05.916Z,2025-06-01T12:50:09Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5760083657,1,,5760083649,140,54.6,5760083655,213,5.32,5760083647,56,Center,5760083651,141,38.6,5760083653,212,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820677049,155,1,1,19,56,e5txudmuc2qpc460bs4lb5aff,1,61.1,62.0,2025-06-01T12:50:12.228Z,2025-06-01T12:50:15Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5760083737,141,57.5,5760083735,140,55.8,5760083741,213,3.64,5760083733,56,Center,5760083739,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820677061,156,1,1,19,59,e5txudmuc2qpc460bs4lb5aff,1,58.6,61.5,2025-06-01T12:50:14.851Z,2025-06-01T12:50:19Z,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,5760083805,213,0.83,5760083799,140,73.3,5760083797,56,Left,5760083803,212,23.0,5760083801,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
