id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2792918557,191,44,1,17,51,6oxoag5c6zbnn09wx08vz4iak,1,90.4,44.2,2025-03-29T17:19:16.132Z,2025-03-29T18:03:02Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5606823695,56,Center,5606823779,233,136,5606823699,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792918535,136,44,1,17,51,e5txudmuc2qpc460bs4lb5aff,0,9.6,55.8,2025-03-29T17:19:16.133Z,2025-03-29T18:03:03Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5606823549,56,Back,5606823819,233,191,5606823551,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792918571,192,15,1,17,52,6oxoag5c6zbnn09wx08vz4iak,1,88.2,37.1,2025-03-29T17:19:16.934Z,2025-03-29T20:00:16Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5606823965,328,,5606823961,15,,5606823763,22,,5606824249,146,99.5,5606824223,78,,5606823767,56,Center,5606824225,29,,5606824295,233,137,5606824227,154,,5606824233,55,190,5606823765,17,5606824245,103,13.9,5606824241,102,,50.5,5606824251,147,50.4,,,,,,,,,,,,
2792918585,137,10,1,17,52,e5txudmuc2qpc460bs4lb5aff,1,3.5,55.5,2025-03-29T17:19:17.034Z,2025-03-29T17:19:27Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5606823845,56,Back,5606823843,182,,5606824299,233,192,5606823839,173,,5606824183,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792918991,139,1,1,18,13,e5txudmuc2qpc460bs4lb5aff,0,13.6,59.7,2025-03-29T17:19:37.565Z,2025-03-29T17:19:42Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5606825889,140,78.9,5606825893,212,70.1,5606825887,56,Left,5606825897,1,,5606825885,199,,5606825891,141,81.5,5606825895,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919019,193,44,1,18,16,6oxoag5c6zbnn09wx08vz4iak,1,21.8,21.8,2025-03-29T17:19:40.884Z,2025-03-29T17:19:47Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5606826049,56,Back,5606826051,285,,5606826117,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792918999,140,44,1,18,16,e5txudmuc2qpc460bs4lb5aff,0,78.2,78.2,2025-03-29T17:19:40.885Z,2025-03-29T17:19:49Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5606825943,286,,5606826199,233,193,5606825939,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919029,194,8,1,18,17,6oxoag5c6zbnn09wx08vz4iak,1,22.7,26.5,2025-03-29T17:19:41.351Z,2025-03-29T19:22:22Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5606826087,56,Back,5606826647,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919061,141,1,1,18,19,e5txudmuc2qpc460bs4lb5aff,0,71.8,83.8,2025-03-29T17:19:44.108Z,2025-03-29T17:19:44Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5606826281,56,Left,5606826279,3,,5606826285,141,84.9,5606826283,140,77.2,5606826287,212,5.7,5606826291,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919115,195,1,1,18,20,6oxoag5c6zbnn09wx08vz4iak,0,29.9,25.6,2025-03-29T17:19:44.573Z,2025-03-29T17:19:48Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5606826661,212,5.6,5606826651,3,,5606826655,56,Back,5606826653,168,,5606826659,141,25.9,5606826657,140,35.2,5606826663,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919125,196,1,1,18,21,6oxoag5c6zbnn09wx08vz4iak,0,34.5,26.1,2025-03-29T17:19:45.671Z,2025-03-29T17:19:48Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5606826703,3,,5606826709,141,26.7,5606826707,140,39.3,5606826711,212,5.1,5606826713,213,0.08,5606826705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919105,142,1,1,18,22,e5txudmuc2qpc460bs4lb5aff,0,58.7,80.9,2025-03-29T17:19:47.120Z,2025-03-29T17:19:47Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5606826589,3,,5606826593,140,77.9,5606826597,212,20.3,5606826599,213,0.10,5606826591,56,Left,5606826595,141,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919415,198,1,1,18,24,6oxoag5c6zbnn09wx08vz4iak,1,14.5,20.7,2025-03-29T17:19:48.254Z,2025-03-29T17:20:02Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5606828151,56,Back,5606828155,141,36.7,5606828153,140,17.5,5606828157,212,11.3,5606828159,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919449,199,1,1,18,37,6oxoag5c6zbnn09wx08vz4iak,0,11.5,53.6,2025-03-29T17:20:02.071Z,2025-03-29T17:20:05Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5606828339,141,53.4,5606828343,213,6.28,5606828335,56,Center,5606828331,157,,5606828337,140,56.9,5606828345,1,,5606828341,212,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919457,200,44,1,18,39,6oxoag5c6zbnn09wx08vz4iak,1,58.1,37.2,2025-03-29T17:20:04.067Z,2025-03-29T18:03:03Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5606828401,56,Center,5606835897,233,143,5606828403,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919499,143,44,1,18,39,e5txudmuc2qpc460bs4lb5aff,0,41.9,62.8,2025-03-29T17:20:04.068Z,2025-03-29T18:03:04Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5606828631,56,Back,5606828633,285,,5606835961,233,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792921653,219,1,1,18,40,6oxoag5c6zbnn09wx08vz4iak,1,67.5,34.3,2025-03-29T17:20:04.216Z,2025-03-29T17:22:26Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5606839711,141,28.5,5606839715,213,4.38,5606839709,140,66.2,5606839707,56,Center,5606839705,3,,5606839713,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919527,201,1,1,18,43,6oxoag5c6zbnn09wx08vz4iak,0,61.3,31.9,2025-03-29T17:20:07.462Z,2025-03-29T17:20:08Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5606828775,155,,5606828783,212,15.3,5606828781,141,48.5,5606828777,56,Center,5606828779,140,71.2,5606828785,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919603,145,1,1,18,47,e5txudmuc2qpc460bs4lb5aff,0,24.2,42.6,2025-03-29T17:20:11.740Z,2025-03-29T17:20:12Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5606829091,213,0.25,5606829083,56,Center,5606829087,141,53.5,5606829081,157,,5606829085,140,52.1,5606829089,212,30.2,5606829093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919629,202,8,1,18,49,6oxoag5c6zbnn09wx08vz4iak,1,51.2,69.9,2025-03-29T17:20:13.422Z,2025-03-29T17:20:13Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5606829165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919649,204,1,1,18,50,6oxoag5c6zbnn09wx08vz4iak,1,55.9,76.6,2025-03-29T17:20:14.798Z,2025-03-29T17:20:15Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5606829303,212,3.3,5606829297,56,Center,5606829299,140,58.8,5606829305,213,5.90,5606829301,141,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919669,205,1,1,18,51,6oxoag5c6zbnn09wx08vz4iak,1,60.9,74.2,2025-03-29T17:20:15.601Z,2025-03-29T17:20:18Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5606829433,140,66.0,5606829445,213,0.88,5606829439,212,8.4,5606829431,56,Left,5606829435,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919729,206,1,1,18,54,6oxoag5c6zbnn09wx08vz4iak,0,68.7,89.0,2025-03-29T17:20:18.182Z,2025-03-29T17:20:21Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5606829759,155,,5606829763,140,90.4,5606829767,212,45.3,5606829755,2,,5606829769,213,5.24,5606829761,56,Center,5606829765,141,31.5,5606829771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919827,147,1,1,18,58,e5txudmuc2qpc460bs4lb5aff,1,9.2,72.0,2025-03-29T17:20:22.485Z,2025-03-29T17:20:28Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5606830323,213,0.78,5606830315,56,Back,5606830319,141,89.9,5606830317,140,20.9,5606830321,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919849,148,1,1,19,4,e5txudmuc2qpc460bs4lb5aff,1,25.1,88.4,2025-03-29T17:20:28.261Z,2025-03-29T17:20:29Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5606830437,141,75.3,5606830433,56,Back,5606830441,213,5.15,5606830439,212,9.8,5606830435,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919945,149,1,1,19,5,e5txudmuc2qpc460bs4lb5aff,1,29.2,75.3,2025-03-29T17:20:29.549Z,2025-03-29T17:20:34Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5606830855,212,6.0,5606830851,140,28.9,5606830849,56,Back,5606830857,213,1.62,5606830853,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792919987,150,1,1,19,10,e5txudmuc2qpc460bs4lb5aff,1,28.9,84.1,2025-03-29T17:20:34.556Z,2025-03-29T17:20:36Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5606831069,141,74.1,5606831067,140,30.0,5606831073,213,4.88,5606831071,212,6.9,5606831065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920013,151,1,1,19,12,e5txudmuc2qpc460bs4lb5aff,1,30.0,74.1,2025-03-29T17:20:36.364Z,2025-03-29T17:20:39Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5606831247,140,23.2,5606831249,141,81.4,5606831253,213,2.53,5606831251,212,8.7,5606831245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920029,152,1,1,19,14,e5txudmuc2qpc460bs4lb5aff,1,23.5,82.0,2025-03-29T17:20:38.909Z,2025-03-29T17:20:40Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5606831359,141,90.6,5606831357,140,33.4,5606831363,213,0.51,5606831361,212,11.9,5606831355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920059,153,1,1,19,16,e5txudmuc2qpc460bs4lb5aff,1,33.4,90.5,2025-03-29T17:20:40.292Z,2025-03-29T17:20:43Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5606831669,213,4.35,5606831667,212,7.2,5606831663,140,31.0,5606831665,141,80.6,5606831661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920085,154,1,1,19,19,e5txudmuc2qpc460bs4lb5aff,0,31.0,80.6,2025-03-29T17:20:43.517Z,2025-03-29T17:20:45Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5606831743,213,6.11,5606831739,141,67.9,5606831735,56,Center,5606831733,155,,5606831737,140,79.1,5606831741,212,51.2,5606831745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920335,208,1,1,19,21,6oxoag5c6zbnn09wx08vz4iak,1,26.9,28.5,2025-03-29T17:20:45.302Z,2025-03-29T17:21:04Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5606833005,213,2.48,5606833001,141,45.2,5606832999,140,13.0,5606833003,212,18.5,5606832997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920393,209,1,1,19,40,6oxoag5c6zbnn09wx08vz4iak,1,14.6,50.1,2025-03-29T17:21:04.711Z,2025-03-29T17:21:08Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5606833309,56,Center,5606833313,141,54.2,5606833317,213,0.07,5606833307,155,,5606833311,140,52.0,5606833315,212,39.4,5606833319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920371,155,83,1,19,43,e5txudmuc2qpc460bs4lb5aff,0,41.6,59.6,2025-03-29T17:21:07.420Z,2025-03-29T17:21:11Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5606833453,399,d4ye48utus6dfrp5jxhipjo8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920411,210,1,1,19,44,6oxoag5c6zbnn09wx08vz4iak,1,62.3,44.5,2025-03-29T17:21:08.647Z,2025-03-29T17:21:10Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5606833411,140,67.1,5606833415,212,11.7,5606833409,56,Center,5606833413,141,28.9,5606833417,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920549,211,1,1,19,51,6oxoag5c6zbnn09wx08vz4iak,1,67.3,30.6,2025-03-29T17:21:15.815Z,2025-03-29T17:21:19Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5606834057,56,Center,5606834059,140,61.9,5606834063,212,26.1,5606834065,213,1.79,5606834061,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920567,212,1,1,19,55,6oxoag5c6zbnn09wx08vz4iak,1,68.0,72.1,2025-03-29T17:21:19.614Z,2025-03-29T17:21:21Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5606834151,212,6.0,5606834145,56,Left,5606834147,140,67.8,5606834149,141,80.9,5606834153,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920577,213,1,1,19,57,6oxoag5c6zbnn09wx08vz4iak,0,66.3,82.0,2025-03-29T17:21:21.567Z,2025-03-29T17:21:52Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5606834209,141,77.5,5606836479,233,156,5606834213,213,5.10,5606834205,56,Center,5606836477,236,,5606834207,140,67.5,5606834211,212,3.3,5606836483,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920769,156,74,1,19,57,e5txudmuc2qpc460bs4lb5aff,1,29.7,33.5,2025-03-29T17:21:21.568Z,2025-03-29T18:03:13Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5606836509,233,213,5606835117,56,Back,5606835119,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920777,157,4,1,20,0,e5txudmuc2qpc460bs4lb5aff,1,31.2,28.2,2025-03-29T17:21:25.038Z,2025-03-29T18:03:18Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5606835201,13,,5606835205,152,,5607065761,233,214,5606835209,285,,5606835203,56,Back,5606835207,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792920609,214,4,1,20,0,6oxoag5c6zbnn09wx08vz4iak,0,68.8,71.8,2025-03-29T17:21:25.039Z,2025-03-29T18:03:18Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5606834423,13,,5606834427,152,,5606834429,265,,5607065815,233,157,5606834431,286,,5606834425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792921153,158,1,1,20,29,e5txudmuc2qpc460bs4lb5aff,0,30.7,24.4,2025-03-29T17:21:54.084Z,2025-03-29T17:21:57Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5606837209,152,,5606837213,140,82.6,5606837217,212,54.9,5606837205,157,,5606837221,1,,5606837203,5,,5606837211,56,Center,5606837215,141,34.4,5606837219,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792921219,215,12,1,20,36,6oxoag5c6zbnn09wx08vz4iak,1,14.1,73.8,2025-03-29T17:22:00.311Z,2025-03-29T17:22:08Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5606838263,15,,5606837547,140,13.5,5606837549,141,72.1,5606837553,213,4.21,5606837551,212,1.3,5606837545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792921291,159,15,1,20,40,e5txudmuc2qpc460bs4lb5aff,1,81.3,36.2,2025-03-29T17:22:04.691Z,2025-03-29T19:13:42Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5606838609,20,,5606839039,146,84.1,5606839045,231,48.2,5606839041,147,37.7,5606837863,18,,5606839027,80,,5606839033,108,,5606839035,328,,5606839031,103,19,5606837861,22,,5606838613,82,5606837865,56,Center,5607509465,233,,217,5606839029,102,46.4,5606839043,230,99.9,5606839037,458,,,,,,,
2792921395,217,10,1,20,40,6oxoag5c6zbnn09wx08vz4iak,1,15.9,62.3,2025-03-29T17:22:04.791Z,2025-03-29T19:13:42Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5606838467,94,,5606838469,56,Back,5607509511,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792921351,216,43,1,20,41,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-03-29T17:22:05.416Z,2025-03-29T17:22:13Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5606838241,56,Back,5606838661,144,5,5606838243,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792921307,160,43,1,20,41,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-03-29T17:22:05.653Z,2025-03-29T17:22:21Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5606838075,75,0,5606839347,144,6,5606838071,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792921577,161,6,1,20,41,e5txudmuc2qpc460bs4lb5aff,1,95.2,41.4,2025-03-29T17:22:05.780Z,2025-03-29T18:02:54Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5607066095,233,218,5606839491,73,,5606839489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792921459,218,6,1,20,41,6oxoag5c6zbnn09wx08vz4iak,0,4.8,58.6,2025-03-29T17:22:05.780Z,2025-03-29T18:02:54Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5607066165,233,161,5606838813,56,Back,5606838815,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792921895,162,1,1,21,13,e5txudmuc2qpc460bs4lb5aff,0,99.5,99.5,2025-03-29T17:22:37.893Z,2025-03-29T17:23:21Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5606841035,155,,5606841031,2,,5606841039,56,Center,5606841047,212,45.7,5606841043,141,32.4,5606841053,1,,5606841051,213,4.75,5606841041,140,100.0,5606841037,223,,5606841033,6,,,,,,,,,,,,,,,,,,,,,,,,,
2792922063,164,43,1,21,14,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-03-29T17:22:39.172Z,2025-03-29T17:23:19Z,95u4j4kg3w5wfpk8ilcimhfdg,H. Skogvold,,,5606842065,56,Center,5606844791,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922051,163,5,1,21,17,e5txudmuc2qpc460bs4lb5aff,0,101.2,34.6,2025-03-29T17:22:41.762Z,2025-03-29T19:27:11Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5606843055,233,220,5606842003,56,Center,5606842005,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922249,220,5,1,21,17,6oxoag5c6zbnn09wx08vz4iak,1,-1.2,65.4,2025-03-29T17:22:41.762Z,2025-03-29T19:27:11Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5606842989,56,Back,5606843019,233,163,5606842991,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922283,221,1,1,21,37,6oxoag5c6zbnn09wx08vz4iak,0,3.7,45.7,2025-03-29T17:23:01.191Z,2025-03-29T17:23:04Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5606843151,124,,5606843155,140,48.0,5606843159,212,46.5,5606843173,74,,5606843165,1,,5606843161,213,6.27,5606843153,56,Back,5606843157,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922295,165,44,1,21,39,e5txudmuc2qpc460bs4lb5aff,1,42.8,60.2,2025-03-29T17:23:03.198Z,2025-03-29T18:03:04Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5606843209,56,Back,5606843211,285,,5606843301,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922291,222,44,1,21,39,6oxoag5c6zbnn09wx08vz4iak,0,57.2,39.8,2025-03-29T17:23:03.199Z,2025-03-29T18:03:04Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5606843195,286,,5606843327,233,165,5606843189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922323,166,1,1,21,39,e5txudmuc2qpc460bs4lb5aff,1,34.9,63.5,2025-03-29T17:23:03.605Z,2025-03-29T17:23:06Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5606843429,213,0.44,5606843421,140,59.4,5606843425,141,81.2,5606843417,56,Left,5606843415,3,,5606843427,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922401,168,1,1,21,44,e5txudmuc2qpc460bs4lb5aff,1,65.6,84.7,2025-03-29T17:23:08.660Z,2025-03-29T17:23:10Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5606843951,213,3.09,5606843945,140,48.6,5606843943,56,Back,5606843949,212,17.9,5606843947,141,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922485,169,43,1,21,46,e5txudmuc2qpc460bs4lb5aff,1,0.0,0.0,2025-03-29T17:23:10.675Z,2025-03-29T17:23:39Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5606844377,140,32.5,5606844383,213,3.68,5606844379,141,75.0,5606844381,212,10.5,5606846397,144,1,5606844375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922497,170,4,1,21,51,e5txudmuc2qpc460bs4lb5aff,1,35.2,83.2,2025-03-29T17:23:15.612Z,2025-03-29T18:02:51Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5606844503,265,,5606844499,56,Back,5606844585,233,223,5606844497,13,,5606844589,286,,5606844501,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922511,223,4,1,21,51,6oxoag5c6zbnn09wx08vz4iak,0,64.8,16.8,2025-03-29T17:23:15.613Z,2025-03-29T18:02:52Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5606844567,152,,5606844563,13,,5606844565,56,Right,5606844621,233,170,5606844571,285,,5606844569,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922931,171,1,1,22,18,e5txudmuc2qpc460bs4lb5aff,1,32.6,82.0,2025-03-29T17:23:42.980Z,2025-03-29T17:23:45Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5606846845,212,46.6,5606846841,140,76.7,5606846837,152,,5606846849,1,,5606846833,5,,5606846835,157,,5606846847,213,6.17,5606846839,56,Center,5606846843,141,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922937,172,44,1,22,20,e5txudmuc2qpc460bs4lb5aff,1,85.3,72.2,2025-03-29T17:23:45.059Z,2025-03-29T18:03:05Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5606847093,233,224,5606846881,286,,5606846879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922963,224,44,1,22,20,6oxoag5c6zbnn09wx08vz4iak,0,14.7,27.8,2025-03-29T17:23:45.060Z,2025-03-29T18:03:05Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5606847001,56,Back,5606847119,233,172,5606847003,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922949,173,1,1,22,21,e5txudmuc2qpc460bs4lb5aff,0,76.7,74.0,2025-03-29T17:23:45.324Z,2025-03-29T17:23:46Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5606846931,56,Center,5606846935,141,73.3,5606846939,213,6.01,5606846929,168,,5606846933,140,78.3,5606846937,212,1.7,5606846927,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792922983,225,61,1,22,23,6oxoag5c6zbnn09wx08vz4iak,1,9.5,28.8,2025-03-29T17:23:47.530Z,2025-03-29T17:23:47Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5606847155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792923017,174,1,1,22,24,e5txudmuc2qpc460bs4lb5aff,0,73.3,77.9,2025-03-29T17:23:48.836Z,2025-03-29T17:23:51Z,c5p3hpmvlgspmqfs64zfrs991,S. Rafn,,,5606847355,212,24.4,5606847351,140,81.2,5606847357,213,5.06,5606847353,141,44.1,5606847349,56,Center,5606847347,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
