id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2797435253,106,1,1,11,54,bsykw9d70ffqe9atosc92n1e9,1,59.6,72.9,2025-04-06T17:27:09.688Z,2025-04-06T17:27:12Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631586929,140,56.3,5631586931,141,53.1,5631586927,56,Center,5631586933,212,13.9,5631586935,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435279,107,1,1,11,57,bsykw9d70ffqe9atosc92n1e9,1,56.1,47.5,2025-04-06T17:27:12.079Z,2025-04-06T17:27:15Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5631587119,141,32.4,5631587115,56,Center,5631587123,213,4.69,5631587121,212,10.3,5631587117,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435325,108,1,1,12,0,bsykw9d70ffqe9atosc92n1e9,1,56.9,30.3,2025-04-06T17:27:15.431Z,2025-04-06T17:27:19Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5631587351,141,46.6,5631587353,212,11.7,5631587355,213,1.90,5631587345,56,Center,5631587347,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435353,109,1,1,12,4,bsykw9d70ffqe9atosc92n1e9,1,57.6,42.8,2025-04-06T17:27:19.023Z,2025-04-06T17:27:21Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5631587547,212,9.4,5631587549,213,4.44,5631587543,140,55.2,5631587545,141,29.5,5631587541,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435383,110,1,1,12,6,bsykw9d70ffqe9atosc92n1e9,1,53.1,36.0,2025-04-06T17:27:20.888Z,2025-04-06T17:27:23Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5631587719,140,53.5,5631587725,213,1.55,5631587723,212,18.4,5631587721,141,63.1,5631587717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435419,111,1,1,12,8,bsykw9d70ffqe9atosc92n1e9,1,53.7,63.4,2025-04-06T17:27:23.064Z,2025-04-06T17:27:26Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631587897,212,27.1,5631587891,56,Center,5631587893,140,74.6,5631587895,141,40.1,5631587899,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435433,112,1,1,12,11,bsykw9d70ffqe9atosc92n1e9,0,74.9,40.6,2025-04-06T17:27:25.936Z,2025-04-06T17:32:10Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5631587969,212,11.6,5631587971,213,0.40,5631587967,141,47.2,5631595661,168,,5631587965,140,85.1,5631587963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435469,74,59,1,12,13,4q0b35m26thti4c2on9a3npk0,1,15.1,47.3,2025-04-06T17:27:27.877Z,2025-04-06T17:27:29Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5631588121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435541,75,12,1,12,14,4q0b35m26thti4c2on9a3npk0,1,15.1,47.3,2025-04-06T17:27:28.989Z,2025-04-06T17:27:36Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5631588487,213,0.11,5631588481,140,71.2,5631588479,56,Center,5631588483,141,57.1,5631588485,212,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435527,113,1,1,12,18,bsykw9d70ffqe9atosc92n1e9,1,22.6,42.5,2025-04-06T17:27:33.112Z,2025-04-06T17:27:35Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5631588409,3,,5631588417,212,13.3,5631588415,141,49.0,5631588413,140,10.7,5631588411,56,Back,5631588419,213,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435551,115,1,1,12,20,bsykw9d70ffqe9atosc92n1e9,1,10.9,50.4,2025-04-06T17:27:35.696Z,2025-04-06T17:27:38Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5631588529,212,29.8,5631588521,123,,5631588531,213,1.05,5631588593,287,,5631588523,56,Back,5631588525,140,25.1,5631588527,141,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435597,116,61,1,12,23,bsykw9d70ffqe9atosc92n1e9,0,25.1,88.4,2025-04-06T17:27:38.464Z,2025-04-06T17:27:38Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631588729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435621,76,1,1,12,24,4q0b35m26thti4c2on9a3npk0,1,58.4,21.7,2025-04-06T17:27:39.389Z,2025-04-06T17:27:41Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5631588835,141,33.7,5631588833,140,64.4,5631588837,212,10.3,5631588831,56,Center,5631588839,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435675,78,1,1,12,28,4q0b35m26thti4c2on9a3npk0,0,76.2,39.1,2025-04-06T17:27:43.406Z,2025-04-06T17:27:45Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5631589099,56,Center,5631589103,141,51.8,5631589105,212,12.3,5631589107,213,0.77,5631589101,140,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435781,117,12,1,12,31,bsykw9d70ffqe9atosc92n1e9,1,14.1,49.0,2025-04-06T17:27:46.352Z,2025-04-06T17:27:54Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5631589605,56,Back,5631589613,141,60.3,5631589615,212,31.7,5631589609,140,43.4,5631589617,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435739,79,1,1,12,33,4q0b35m26thti4c2on9a3npk0,1,55.2,34.8,2025-04-06T17:27:48.117Z,2025-04-06T17:27:49Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5631589369,56,Back,5631589379,213,2.50,5631589371,140,42.2,5631589375,141,49.8,5631589367,3,,5631589377,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435771,80,1,1,12,34,4q0b35m26thti4c2on9a3npk0,1,42.2,49.8,2025-04-06T17:27:49.542Z,2025-04-06T17:27:53Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5631589541,212,28.8,5631589545,213,4.35,5631589525,56,Back,5631589531,140,32.6,5631589537,141,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435777,81,1,1,12,38,4q0b35m26thti4c2on9a3npk0,0,38.6,12.2,2025-04-06T17:27:53.253Z,2025-04-06T17:27:53Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5631589587,1,,5631589577,56,Center,5631589583,212,23.9,5631589585,213,0.29,5631589581,141,22.4,5631589579,140,60.4,5631589575,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435795,118,1,1,12,39,bsykw9d70ffqe9atosc92n1e9,1,38.1,74.7,2025-04-06T17:27:54.176Z,2025-04-06T17:27:55Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5631589689,213,2.20,5631589681,56,Back,5631589683,140,31.0,5631589685,141,89.7,5631589687,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435861,120,1,1,12,40,bsykw9d70ffqe9atosc92n1e9,1,30.9,90.9,2025-04-06T17:27:55.257Z,2025-04-06T17:28:01Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631590039,141,81.5,5631590035,56,Back,5631590041,212,7.3,5631590043,213,5.22,5631590037,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435895,121,1,1,12,46,bsykw9d70ffqe9atosc92n1e9,1,40.5,54.6,2025-04-06T17:28:00.833Z,2025-04-06T17:28:04Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5631590267,212,21.2,5631590269,213,4.85,5631590263,140,43.2,5631590265,141,23.7,5631590261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435905,122,1,1,12,49,bsykw9d70ffqe9atosc92n1e9,0,43.1,22.5,2025-04-06T17:28:03.897Z,2025-04-06T17:28:05Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5631590327,155,,5631590331,140,77.2,5631590337,213,0.25,5631590335,212,37.0,5631590333,141,36.0,5631590329,56,Center,5631590339,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435911,82,12,1,12,49,4q0b35m26thti4c2on9a3npk0,1,15.2,52.6,2025-04-06T17:28:04.597Z,2025-04-06T17:28:08Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5631590357,56,Back,5631590373,213,0.34,5631590361,141,61.2,5631590371,212,17.3,5631590359,140,30.7,5631590397,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435933,123,1,1,12,51,bsykw9d70ffqe9atosc92n1e9,0,73.6,27.0,2025-04-06T17:28:05.944Z,2025-04-06T17:28:07Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5631590495,212,21.2,5631590493,141,58.2,5631590487,3,,5631590491,140,74.1,5631590497,213,1.55,5631590489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435955,83,1,1,12,53,4q0b35m26thti4c2on9a3npk0,1,26.3,30.3,2025-04-06T17:28:08.637Z,2025-04-06T17:28:10Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5631590693,212,12.7,5631590695,213,6.18,5631590691,141,28.3,5631590685,56,Back,5631590683,3,,5631590689,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797435959,84,1,1,12,56,4q0b35m26thti4c2on9a3npk0,1,38.3,28.3,2025-04-06T17:28:10.782Z,2025-04-06T17:28:20Z,4cx6v1ugc9l5sd0nqep3sxoiy,J. Nuñez,,,5631590719,141,25.3,5631590721,212,2.6,5631590713,3,,5631590723,213,4.05,5631590715,56,Back,5631590745,156,,5631590717,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436019,86,1,1,13,1,4q0b35m26thti4c2on9a3npk0,0,36.7,28.4,2025-04-06T17:28:16.310Z,2025-04-06T17:28:17Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5631591037,141,60.2,5631591043,1,,5631591041,213,0.37,5631591031,157,,5631591035,140,89.6,5631591033,56,Center,5631591039,212,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436125,125,1,1,13,3,bsykw9d70ffqe9atosc92n1e9,1,13.0,42.2,2025-04-06T17:28:18.648Z,2025-04-06T17:29:18Z,e79tv8cwky1rcfjn35b629mmt,T. Kinn,,,5631591685,56,Back,5631591691,212,15.4,5631591683,123,,5631591693,213,0.15,5631594305,189,,5631591689,141,45.5,5631591687,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436147,126,1,1,13,11,bsykw9d70ffqe9atosc92n1e9,1,29.0,51.8,2025-04-06T17:28:25.969Z,2025-04-06T17:29:17Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5631594251,189,,5631591787,213,6.03,5631591785,212,25.9,5631591783,141,42.4,5631591781,140,52.9,5631591779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436191,127,1,1,13,14,bsykw9d70ffqe9atosc92n1e9,1,54.9,41.3,2025-04-06T17:28:29.024Z,2025-04-06T17:28:32Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5631592037,141,10.3,5631592041,213,4.71,5631592035,140,54.9,5631592033,56,Right,5631592039,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436219,128,1,1,13,17,bsykw9d70ffqe9atosc92n1e9,1,55.0,9.7,2025-04-06T17:28:31.968Z,2025-04-06T17:28:34Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5631592197,213,1.35,5631592191,140,58.0,5631592193,141,30.0,5631592195,212,14.2,5631592189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436247,129,1,1,13,19,bsykw9d70ffqe9atosc92n1e9,1,58.0,30.0,2025-04-06T17:28:33.920Z,2025-04-06T17:28:36Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5631592333,141,35.2,5631592335,212,7.5,5631592337,213,0.49,5631592331,140,64.3,5631592329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436273,130,1,1,13,21,bsykw9d70ffqe9atosc92n1e9,1,66.2,37.6,2025-04-06T17:28:36.297Z,2025-04-06T17:28:38Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5631592467,141,65.2,5631592471,213,1.46,5631592463,140,68.1,5631592469,212,18.9,5631592459,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436321,131,1,1,13,24,bsykw9d70ffqe9atosc92n1e9,1,65.0,72.4,2025-04-06T17:28:38.777Z,2025-04-06T17:28:42Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631592669,212,19.2,5631592671,213,0.76,5631592667,141,91.8,5631592665,140,78.3,5631592663,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436329,132,1,1,13,27,bsykw9d70ffqe9atosc92n1e9,1,64.9,76.0,2025-04-06T17:28:42.184Z,2025-04-06T17:28:43Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5631592703,213,4.88,5631592699,141,60.0,5631592701,212,11.0,5631592695,56,Center,5631592697,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436353,133,1,1,13,28,bsykw9d70ffqe9atosc92n1e9,1,66.7,60.0,2025-04-06T17:28:42.817Z,2025-04-06T17:28:44Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5631592805,56,Left,5631592809,141,83.0,5631592807,140,64.3,5631592813,213,1.73,5631592811,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436391,134,1,1,13,29,bsykw9d70ffqe9atosc92n1e9,1,66.2,86.8,2025-04-06T17:28:44.297Z,2025-04-06T17:28:48Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631593009,212,18.5,5631593003,56,Left,5631593005,140,82.9,5631593011,213,0.32,5631593007,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436421,135,1,1,13,33,bsykw9d70ffqe9atosc92n1e9,1,82.6,95.9,2025-04-06T17:28:48.464Z,2025-04-06T17:28:51Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,,5631593161,213,3.96,5631593157,141,76.4,5631593153,56,Center,5631593155,140,70.7,5631593159,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436467,136,1,1,13,36,bsykw9d70ffqe9atosc92n1e9,1,70.1,74.8,2025-04-06T17:28:50.929Z,2025-04-06T17:28:54Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5631593331,56,Center,5631593333,140,97.3,5631593335,141,30.3,5631593339,213,5.47,5631593329,155,,5631593337,212,41.6,5631593341,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436475,137,1,1,13,39,bsykw9d70ffqe9atosc92n1e9,0,97.3,30.3,2025-04-06T17:28:54.408Z,2025-04-06T17:28:55Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5631593375,212,10.4,5631593373,141,45.4,5631593367,3,,5631593371,140,98.8,5631593377,213,1.42,5631593369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436911,89,1,1,14,24,4q0b35m26thti4c2on9a3npk0,0,16.6,63.1,2025-04-06T17:29:39.255Z,2025-04-06T17:29:42Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5631595819,140,71.1,5631595821,141,76.8,5631595815,198,,5631595825,213,0.16,5631595823,212,58.0,5631595813,157,,5631595817,56,Center,5631595827,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436965,138,1,1,14,30,bsykw9d70ffqe9atosc92n1e9,1,22.6,25.6,2025-04-06T17:29:45.498Z,2025-04-06T17:29:46Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5631596097,155,,5631596099,56,Back,5631596105,212,16.1,5631596103,141,10.4,5631596107,213,5.59,5631596101,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436977,139,1,1,14,31,bsykw9d70ffqe9atosc92n1e9,1,34.4,10.4,2025-04-06T17:29:46.649Z,2025-04-06T17:29:47Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5631596151,56,Back,5631596157,212,6.3,5631596147,155,,5631596155,141,16.1,5631596153,140,39.1,5631596159,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797436997,140,1,1,14,32,bsykw9d70ffqe9atosc92n1e9,0,39.2,18.9,2025-04-06T17:29:47.681Z,2025-04-06T17:29:49Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5631596283,141,12.0,5631596285,212,31.7,5631596281,140,69.1,5631596279,56,Right,5631596287,213,6.13,5631596277,157,,5631596289,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437013,141,83,1,14,36,bsykw9d70ffqe9atosc92n1e9,0,66.1,10.4,2025-04-06T17:29:50.881Z,2025-04-06T17:30:05Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,,5631597061,399,67nybn375tyqdqae4m1yk407o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437011,90,61,1,14,36,4q0b35m26thti4c2on9a3npk0,0,35.6,81.4,2025-04-06T17:29:51.695Z,2025-04-06T17:29:51Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5631596371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437053,142,1,1,14,40,bsykw9d70ffqe9atosc92n1e9,0,68.1,18.6,2025-04-06T17:29:54.778Z,2025-04-06T17:29:56Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5631596561,212,17.3,5631596555,56,Right,5631596557,140,83.3,5631596563,213,5.88,5631596559,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437175,93,61,1,14,40,4q0b35m26thti4c2on9a3npk0,1,20.4,81.7,2025-04-06T17:29:55.736Z,2025-04-06T19:52:08Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5631597149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437083,91,12,1,14,44,4q0b35m26thti4c2on9a3npk0,1,13.2,86.9,2025-04-06T17:29:58.975Z,2025-04-06T17:30:00Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5631596769,167,,5631596733,56,Back,5631596735,140,18.7,5631596739,212,11.6,5631596737,141,100.0,5631596741,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437087,92,5,1,14,44,4q0b35m26thti4c2on9a3npk0,0,18.4,101.2,2025-04-06T17:29:59.066Z,2025-04-06T19:29:30Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5631596833,233,143,5631596759,56,Back,5631596761,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437095,143,5,1,14,44,bsykw9d70ffqe9atosc92n1e9,1,81.6,-1.2,2025-04-06T17:29:59.066Z,2025-04-06T17:30:03Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5631596789,347,,5631596819,233,92,5631596787,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437239,144,1,1,14,55,bsykw9d70ffqe9atosc92n1e9,1,81.9,0.0,2025-04-06T17:30:10.722Z,2025-04-06T17:31:59Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5631597457,212,15.9,5631597449,107,,5631597459,213,0.53,5631597455,141,11.0,5631597453,140,95.0,5631597451,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437295,145,1,1,14,56,bsykw9d70ffqe9atosc92n1e9,1,96.2,11.0,2025-04-06T17:30:11.633Z,2025-04-06T17:31:57Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5631597789,212,6.6,5631597787,141,5.2,5631597785,140,91.2,5631597791,213,3.79,5631597783,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437305,146,2,1,15,1,bsykw9d70ffqe9atosc92n1e9,1,90.9,3.9,2025-04-06T17:30:15.895Z,2025-04-06T20:35:44Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5631603767,140,97.4,5631603763,7,7ctsofo6904i5ysgpfh2sdv1m,5631597889,56,Right,5631603769,141,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437617,95,1,1,15,25,4q0b35m26thti4c2on9a3npk0,0,11.1,90.1,2025-04-06T17:30:40.272Z,2025-04-06T17:30:44Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5631599477,141,78.9,5631599467,5,,5631599471,152,,5631599475,140,68.8,5631599473,56,Left,5631599481,213,6.16,5631599479,212,61.1,5631599469,157,,5631599483,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437665,148,1,1,15,31,bsykw9d70ffqe9atosc92n1e9,1,28.5,12.5,2025-04-06T17:30:45.834Z,2025-04-06T17:30:48Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5631599743,212,20.5,5631599745,213,1.35,5631599741,141,41.9,5631599737,140,32.8,5631599747,1,,5631599733,157,,5631599735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437679,149,1,1,15,33,bsykw9d70ffqe9atosc92n1e9,0,31.9,42.2,2025-04-06T17:30:47.866Z,2025-04-06T17:30:48Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,,5631599825,141,45.5,5631599823,140,44.3,5631599827,212,13.2,5631599821,56,Back,5631599829,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437673,96,8,1,15,33,4q0b35m26thti4c2on9a3npk0,1,65.8,41.4,2025-04-06T17:30:48.560Z,2025-04-06T17:30:48Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5631599801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437715,97,61,1,15,35,4q0b35m26thti4c2on9a3npk0,0,61.4,31.0,2025-04-06T17:30:49.976Z,2025-04-06T17:30:50Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5631600003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437741,98,45,1,15,36,4q0b35m26thti4c2on9a3npk0,0,58.4,29.3,2025-04-06T17:30:51.281Z,2025-04-06T19:23:24Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5631600293,233,150,5631600115,56,Center,5631600117,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437751,150,3,1,15,36,bsykw9d70ffqe9atosc92n1e9,1,41.6,70.7,2025-04-06T17:30:51.281Z,2025-04-06T19:23:23Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5631600179,56,Back,5631600181,286,,5631600229,233,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437781,152,1,1,15,37,bsykw9d70ffqe9atosc92n1e9,1,44.2,64.2,2025-04-06T17:30:52.554Z,2025-04-06T17:30:54Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5631600341,141,40.9,5631600345,213,5.51,5631600343,212,22.6,5631600339,140,59.6,5631600337,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437799,153,1,1,15,38,bsykw9d70ffqe9atosc92n1e9,1,59.6,40.9,2025-04-06T17:30:53.505Z,2025-04-06T17:30:55Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5631600439,140,53.1,5631600445,213,2.85,5631600443,212,7.1,5631600441,141,43.9,5631600437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437845,154,1,1,15,40,bsykw9d70ffqe9atosc92n1e9,1,58.9,26.4,2025-04-06T17:30:55.386Z,2025-04-06T17:30:59Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5631600673,56,Right,5631600675,140,65.7,5631600677,141,2.3,5631600679,212,17.9,5631600681,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797437873,155,1,1,15,45,bsykw9d70ffqe9atosc92n1e9,1,66.7,4.9,2025-04-06T17:30:59.786Z,2025-04-06T17:31:02Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5631600817,212,28.6,5631600819,213,0.07,5631600813,140,93.9,5631600815,141,7.9,5631600811,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
