id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2793776035,213,61,1,23,46,doohk95o6e8pkqah8vkop51dg,0,75.6,29.4,2025-03-30T15:24:04.627Z,2025-03-30T15:24:05Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5611450829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776031,251,1,1,23,46,45v50owpvshpijizwwlcw4lni,0,23.7,90.9,2025-03-30T15:24:04.674Z,2025-03-30T15:24:05Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611450809,157,,5611450813,140,36.3,5611450821,1,,5611450811,56,Back,5611450819,213,5.87,5611450815,141,82.4,5611450817,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776077,252,1,1,23,48,45v50owpvshpijizwwlcw4lni,0,22.4,67.9,2025-03-30T15:24:06.051Z,2025-03-30T15:30:29Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611451035,140,28.5,5611451043,213,0.19,5611451041,212,6.5,5611451031,56,Back,5611451039,141,69.7,5611451045,1,,5611451027,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793782097,276,8,1,23,48,doohk95o6e8pkqah8vkop51dg,1,64.7,24.5,2025-03-30T15:24:06.523Z,2025-03-30T15:31:17Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5611483581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776085,253,43,1,23,49,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-03-30T15:24:07.378Z,2025-03-30T15:30:31Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5611484319,144,1,5611451107,212,9.4,5611451105,141,61.1,5611451103,140,21.5,5611451109,213,3.81,5611451101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776137,214,1,1,23,49,doohk95o6e8pkqah8vkop51dg,1,71.6,39.8,2025-03-30T15:24:07.426Z,2025-03-30T15:24:11Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5611451371,141,72.4,5611451367,56,Center,5611451373,212,25.1,5611451375,213,2.06,5611451369,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776257,215,1,1,23,53,doohk95o6e8pkqah8vkop51dg,1,62.1,72.4,2025-03-30T15:24:11.234Z,2025-03-30T15:24:19Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5611452067,141,56.1,5611452065,140,53.4,5611452071,213,4.02,5611452063,56,Center,5611452069,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776291,216,1,1,24,1,doohk95o6e8pkqah8vkop51dg,1,53.8,53.2,2025-03-30T15:24:19.371Z,2025-03-30T15:24:21Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5611452251,141,4.7,5611452259,213,4.88,5611452255,212,33.5,5611452247,140,59.2,5611452263,1,,5611452245,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776405,217,1,1,24,3,doohk95o6e8pkqah8vkop51dg,1,59.2,4.7,2025-03-30T15:24:21.619Z,2025-03-30T15:24:27Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611452829,141,26.8,5611452831,212,15.3,5611452825,56,Center,5611452833,213,1.76,5611452827,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776475,218,1,1,24,9,doohk95o6e8pkqah8vkop51dg,1,57.5,25.0,2025-03-30T15:24:26.771Z,2025-03-30T15:24:30Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5611453247,140,59.9,5611453249,141,7.1,5611453251,212,12.4,5611453243,56,Right,5611453253,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776435,254,83,1,24,10,45v50owpvshpijizwwlcw4lni,0,42.6,81.7,2025-03-30T15:24:28.242Z,2025-03-30T15:24:33Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5611453705,399,30ojg24sppf8bzngafnd4neg9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776539,219,1,1,24,12,doohk95o6e8pkqah8vkop51dg,1,54.6,4.5,2025-03-30T15:24:30.211Z,2025-03-30T15:24:33Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611453651,56,Back,5611453655,141,28.8,5611453659,213,2.36,5611453657,212,23.5,5611453653,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776645,220,1,1,24,18,doohk95o6e8pkqah8vkop51dg,1,30.2,10.7,2025-03-30T15:24:36.123Z,2025-03-30T15:24:40Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5611454283,56,Back,5611454285,140,10.8,5611454291,213,2.41,5611454289,212,27.4,5611454287,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776675,221,1,1,24,22,doohk95o6e8pkqah8vkop51dg,1,10.4,40.3,2025-03-30T15:24:40.194Z,2025-03-30T15:24:42Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5611454517,212,17.3,5611454513,141,32.0,5611454521,213,5.95,5611454505,56,Back,5611454509,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776715,222,1,1,24,25,doohk95o6e8pkqah8vkop51dg,1,26.0,32.0,2025-03-30T15:24:42.762Z,2025-03-30T15:24:44Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5611454767,156,,5611454723,56,Back,5611454729,212,18.6,5611454731,213,4.60,5611454727,141,4.8,5611454725,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776819,223,1,1,24,29,doohk95o6e8pkqah8vkop51dg,0,32.2,6.2,2025-03-30T15:24:47.491Z,2025-03-30T15:24:51Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5611455261,141,21.5,5611455257,56,Center,5611455263,212,62.0,5611455267,1,,5611455253,155,,5611455265,213,0.17,5611455259,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776997,256,1,1,24,41,45v50owpvshpijizwwlcw4lni,1,15.4,52.4,2025-03-30T15:24:59.643Z,2025-03-30T15:25:04Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5611456327,212,18.2,5611456333,213,5.14,5611456315,140,22.6,5611456309,123,,5611456321,141,28.0,5611456311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777015,257,1,1,24,46,45v50owpvshpijizwwlcw4lni,1,22.6,28.0,2025-03-30T15:25:04.322Z,2025-03-30T15:25:05Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611456429,140,33.8,5611456433,212,14.7,5611456427,56,Back,5611456431,141,41.0,5611456435,213,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777151,258,1,1,24,47,45v50owpvshpijizwwlcw4lni,1,33.8,41.0,2025-03-30T15:25:05.194Z,2025-03-30T15:25:12Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5611457035,213,4.17,5611457031,141,27.6,5611457027,56,Back,5611457033,212,10.6,5611457029,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777199,259,1,1,24,54,45v50owpvshpijizwwlcw4lni,1,44.9,26.5,2025-03-30T15:25:12.442Z,2025-03-30T15:25:15Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611457253,212,19.9,5611457249,140,32.1,5611457247,56,Back,5611457255,213,2.31,5611457251,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777293,260,1,1,24,57,45v50owpvshpijizwwlcw4lni,1,32.1,51.3,2025-03-30T15:25:15.082Z,2025-03-30T15:25:20Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5611457741,140,41.0,5611457743,141,71.8,5611457745,212,16.8,5611457747,213,0.98,5611457739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777351,261,1,1,25,2,45v50owpvshpijizwwlcw4lni,1,46.7,67.8,2025-03-30T15:25:20.603Z,2025-03-30T15:25:26Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611458157,141,33.0,5611458155,140,44.9,5611458161,213,4.63,5611458159,212,23.7,5611458153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777409,262,1,1,25,8,45v50owpvshpijizwwlcw4lni,1,58.7,27.1,2025-03-30T15:25:25.946Z,2025-03-30T15:25:29Z,4348ovvnom9gdbun5vjntlg5,M. Bjørnbak,,,5611458507,140,86.9,5611458515,213,0.88,5611458517,1,,5611458513,212,46.4,5611458501,155,,5611458511,141,79.6,5611458503,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777441,263,1,1,25,11,45v50owpvshpijizwwlcw4lni,1,88.5,79.1,2025-03-30T15:25:29.410Z,2025-03-30T15:25:32Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611458669,56,Center,5611458681,212,9.3,5611458677,141,65.8,5611458673,140,86.5,5611458685,213,4.48,5611458665,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777465,264,1,1,25,14,45v50owpvshpijizwwlcw4lni,1,85.0,64.6,2025-03-30T15:25:31.826Z,2025-03-30T15:25:34Z,e0j0uakuzduvis9wqsocngwrt,M. Kaasa,,,5611458821,212,8.4,5611458819,141,62.7,5611458823,213,3.30,5611458817,140,77.1,5611458815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777493,265,1,1,25,16,45v50owpvshpijizwwlcw4lni,1,75.9,59.3,2025-03-30T15:25:34.298Z,2025-03-30T15:25:35Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5611458947,212,12.4,5611458945,141,41.0,5611458949,213,4.73,5611458941,56,Center,5611458943,140,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777567,266,1,1,25,18,45v50owpvshpijizwwlcw4lni,1,76.1,41.0,2025-03-30T15:25:35.786Z,2025-03-30T15:25:39Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5611459339,56,Center,5611459347,213,4.40,5611459345,212,11.6,5611459343,141,24.7,5611459341,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777595,267,1,1,25,21,45v50owpvshpijizwwlcw4lni,1,72.7,23.4,2025-03-30T15:25:39.554Z,2025-03-30T15:25:41Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5611459483,140,86.2,5611459489,213,0.27,5611459481,56,Center,5611459487,212,14.7,5611459485,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777625,268,1,1,25,23,45v50owpvshpijizwwlcw4lni,0,86.0,30.6,2025-03-30T15:25:41.154Z,2025-03-30T15:25:42Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5611459645,212,10.7,5611459641,140,86.1,5611459647,213,1.56,5611459639,56,Center,5611459643,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777677,225,4,1,25,28,doohk95o6e8pkqah8vkop51dg,1,13.6,48.1,2025-03-30T15:25:45.715Z,2025-03-30T17:19:21Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611459963,56,Back,5611459969,285,,5611459961,13,,5611459967,265,,5611460059,233,269,5611459965,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777685,269,4,1,25,28,45v50owpvshpijizwwlcw4lni,0,86.4,51.9,2025-03-30T15:25:45.716Z,2025-03-30T17:19:21Z,e0j0uakuzduvis9wqsocngwrt,M. Kaasa,,,5611460019,13,,5611460023,152,,5611460021,56,Center,5611460025,265,,5611460029,286,,5611460073,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778373,227,1,1,26,0,doohk95o6e8pkqah8vkop51dg,0,18.1,62.4,2025-03-30T15:26:17.810Z,2025-03-30T15:26:22Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5611463203,212,54.2,5611463195,152,,5611463197,56,Center,5611463201,141,31.0,5611463193,157,,5611463191,5,,5611463207,1,,5611463199,140,65.5,5611463205,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778405,270,44,1,26,3,45v50owpvshpijizwwlcw4lni,1,33.9,74.7,2025-03-30T15:26:21.705Z,2025-03-30T17:19:52Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611463303,285,,5611463331,233,228,5611463301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778389,228,44,1,26,3,doohk95o6e8pkqah8vkop51dg,0,66.1,25.3,2025-03-30T15:26:21.706Z,2025-03-30T17:19:53Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5611463255,286,,5611463369,233,270,5611463253,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778443,271,1,1,26,4,45v50owpvshpijizwwlcw4lni,1,32.9,84.1,2025-03-30T15:26:22.570Z,2025-03-30T15:26:24Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611463459,213,5.56,5611463457,212,5.9,5611463449,3,,5611463455,141,78.4,5611463451,56,Back,5611463453,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778463,272,1,1,26,5,45v50owpvshpijizwwlcw4lni,1,35.4,78.1,2025-03-30T15:26:23.467Z,2025-03-30T15:26:25Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5611463553,56,Back,5611463559,212,13.9,5611463551,157,,5611463561,213,5.63,5611463563,1,,5611463557,141,65.7,5611463555,140,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778473,273,1,1,26,6,45v50owpvshpijizwwlcw4lni,0,44.2,65.7,2025-03-30T15:26:24.226Z,2025-03-30T17:17:13Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5611463595,56,Back,5611463597,140,47.5,5611463603,213,0.25,5611463593,3,,5611463601,212,3.6,5611463599,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778451,229,61,1,26,6,doohk95o6e8pkqah8vkop51dg,1,64.9,35.1,2025-03-30T15:26:24.418Z,2025-03-30T15:26:24Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5611463485,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778553,230,1,1,26,8,doohk95o6e8pkqah8vkop51dg,1,51.9,35.6,2025-03-30T15:26:26.628Z,2025-03-30T15:26:30Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5611464095,1,,5611464087,140,60.4,5611464085,56,Center,5611464083,157,,5611464093,213,5.76,5611464089,141,28.0,5611464091,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778561,231,50,1,26,12,doohk95o6e8pkqah8vkop51dg,1,63.6,25.2,2025-03-30T15:26:30.497Z,2025-03-30T17:19:36Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5611464141,286,,5611464139,56,Center,5611464337,233,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778587,274,7,1,26,12,45v50owpvshpijizwwlcw4lni,1,36.4,74.8,2025-03-30T15:26:30.498Z,2025-03-30T17:19:36Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5611464243,285,,5611464237,56,Back,5611464303,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778593,275,61,1,26,14,45v50owpvshpijizwwlcw4lni,1,35.2,80.8,2025-03-30T15:26:31.883Z,2025-03-30T15:34:09Z,e0j0uakuzduvis9wqsocngwrt,M. Kaasa,,,5611464261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778641,232,1,1,26,14,doohk95o6e8pkqah8vkop51dg,1,68.9,5.3,2025-03-30T15:26:32.178Z,2025-03-30T15:26:35Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611464529,212,13.3,5611464523,56,Right,5611464527,141,19.4,5611464525,140,77.7,5611464531,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778653,233,61,1,26,17,doohk95o6e8pkqah8vkop51dg,0,77.7,19.4,2025-03-30T15:26:34.930Z,2025-03-30T15:26:35Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5611464587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778681,276,1,1,26,18,45v50owpvshpijizwwlcw4lni,0,25.4,76.1,2025-03-30T15:26:36.146Z,2025-03-30T15:26:36Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611464755,141,69.6,5611464747,56,Center,5611464763,213,6.15,5611464743,157,,5611464767,1,,5611464751,140,56.5,5611464759,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778705,234,1,1,26,18,doohk95o6e8pkqah8vkop51dg,1,41.3,26.7,2025-03-30T15:26:36.586Z,2025-03-30T15:26:38Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5611464859,3,,5611464867,212,15.0,5611464865,141,17.0,5611464863,140,54.1,5611464869,213,5.83,5611464861,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778747,235,1,1,26,20,doohk95o6e8pkqah8vkop51dg,0,54.6,16.3,2025-03-30T15:26:38.378Z,2025-03-30T15:26:40Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5611465063,140,78.2,5611465069,213,5.85,5611465067,212,27.3,5611465061,56,Right,5611465065,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778757,236,5,1,26,22,doohk95o6e8pkqah8vkop51dg,0,77.9,-1.1,2025-03-30T15:26:40.596Z,2025-03-30T17:20:25Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5611465105,56,Right,5611465285,233,277,5611465107,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793778769,277,5,1,26,22,45v50owpvshpijizwwlcw4lni,1,22.1,101.1,2025-03-30T15:26:40.596Z,2025-03-30T17:20:24Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611465171,56,Back,5611465173,347,,5611465267,233,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779017,278,1,1,26,38,45v50owpvshpijizwwlcw4lni,1,22.7,100.0,2025-03-30T15:26:56.554Z,2025-03-30T15:26:58Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611466697,212,7.2,5611466695,141,91.5,5611466693,140,20.2,5611466699,213,4.34,5611466691,56,Back,5611466689,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779121,279,1,1,26,40,45v50owpvshpijizwwlcw4lni,1,21.1,90.6,2025-03-30T15:26:58.274Z,2025-03-30T15:27:07Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5611467309,141,67.3,5611467313,213,3.97,5611467311,212,21.5,5611467307,140,7.3,5611467305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779159,280,1,1,26,49,45v50owpvshpijizwwlcw4lni,1,10.9,46.9,2025-03-30T15:27:07.154Z,2025-03-30T15:27:09Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5611467519,212,13.1,5611467521,213,6.21,5611467513,56,Back,5611467515,140,23.3,5611467517,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779249,281,1,1,26,51,45v50owpvshpijizwwlcw4lni,1,25.2,50.7,2025-03-30T15:27:09.475Z,2025-03-30T15:27:16Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5611468023,212,12.3,5611468019,140,35.0,5611468017,56,Back,5611468025,213,0.57,5611468021,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779263,282,1,1,26,58,45v50owpvshpijizwwlcw4lni,0,67.3,69.0,2025-03-30T15:27:15.906Z,2025-03-30T15:27:16Z,e0j0uakuzduvis9wqsocngwrt,M. Kaasa,,,5611468093,213,6.07,5611468085,56,Center,5611468089,141,65.4,5611468091,212,11.8,5611468087,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779311,237,12,1,27,0,doohk95o6e8pkqah8vkop51dg,1,16.6,37.3,2025-03-30T15:27:18.603Z,2025-03-30T15:35:54Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5611468373,212,16.6,5611468367,56,Back,5611468369,140,19.7,5611468371,141,13.3,5611468375,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779329,283,1,1,27,2,45v50owpvshpijizwwlcw4lni,0,81.8,86.2,2025-03-30T15:27:20.148Z,2025-03-30T15:27:21Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5611468481,212,22.5,5611468477,140,90.0,5611468475,56,Center,5611468483,213,5.11,5611468479,141,55.7,5611468471,2,,5611468473,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779331,238,12,1,27,3,doohk95o6e8pkqah8vkop51dg,1,10.2,37.6,2025-03-30T15:27:21.212Z,2025-03-30T15:27:24Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5611468501,212,21.2,5611468499,141,35.7,5611468503,213,6.22,5611468537,15,,5611468495,56,Back,5611468497,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779417,240,1,1,27,6,doohk95o6e8pkqah8vkop51dg,1,30.4,35.7,2025-03-30T15:27:24.283Z,2025-03-30T15:27:25Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5611468891,212,16.6,5611468889,141,17.3,5611468893,213,3.99,5611468885,56,Back,5611468887,140,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779451,241,1,1,27,8,doohk95o6e8pkqah8vkop51dg,0,20.6,16.3,2025-03-30T15:27:25.722Z,2025-03-30T15:27:28Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611469095,140,41.9,5611469103,212,23.6,5611469107,213,5.95,5611469099,141,5.0,5611469091,155,,5611469093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779489,284,61,1,27,12,45v50owpvshpijizwwlcw4lni,1,61.8,95.6,2025-03-30T15:27:30.459Z,2025-03-30T15:27:30Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611469275,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779763,242,5,1,27,12,doohk95o6e8pkqah8vkop51dg,1,38.5,-1.2,2025-03-30T15:27:30.697Z,2025-03-30T17:20:25Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611470653,347,,5611470677,233,285,5611470651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779505,285,5,1,27,12,45v50owpvshpijizwwlcw4lni,0,61.5,101.2,2025-03-30T15:27:30.697Z,2025-03-30T17:20:25Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5611470711,233,242,5611469343,56,Left,5611469345,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779787,243,1,1,27,31,doohk95o6e8pkqah8vkop51dg,1,41.0,0.0,2025-03-30T15:27:49.546Z,2025-03-30T15:27:51Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611470813,212,9.7,5611470809,140,45.5,5611470811,141,11.0,5611470805,107,,5611470807,56,Back,5611470815,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779809,244,1,1,27,32,doohk95o6e8pkqah8vkop51dg,1,45.5,11.0,2025-03-30T15:27:50.674Z,2025-03-30T15:27:51Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5611470933,140,37.5,5611470937,212,9.1,5611470939,213,3.53,5611470935,141,5.9,5611470931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779821,245,1,1,27,34,doohk95o6e8pkqah8vkop51dg,1,37.5,5.9,2025-03-30T15:27:51.802Z,2025-03-30T15:32:50Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5611471001,56,Back,5611471009,213,1.64,5611471003,140,34.7,5611471011,1,,5611471005,141,67.4,5611471007,212,41.9,5611470999,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793779881,246,1,1,27,37,doohk95o6e8pkqah8vkop51dg,1,34.7,67.4,2025-03-30T15:27:54.786Z,2025-03-30T15:27:57Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5611471363,3,,5611471377,212,18.4,5611471381,213,5.64,5611471373,141,51.1,5611471367,56,Back,5611471371,140,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
