id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2793900305,275,1,1,22,40,ctvzi2jbl1q6xzq0s3sexj73g,0,76.1,65.5,2025-03-30T17:38:31.084Z,2025-03-30T17:38:32Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,5612140141,56,Center,5612140147,212,19.0,5612140143,140,88.5,5612140149,213,5.47,5612140145,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900349,165,12,1,22,41,eujf9nqky8c5jnahb2f76m86o,1,10.4,57.5,2025-03-30T17:38:32.267Z,2025-03-30T19:42:17Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,5612140391,213,1.06,5612140385,140,21.3,5612140389,212,23.2,5612140387,141,87.2,5612140383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900355,166,4,1,22,46,eujf9nqky8c5jnahb2f76m86o,1,22.6,83.0,2025-03-30T17:38:37.179Z,2025-03-30T19:44:26Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5612140455,265,,5612140449,13,,5612140451,56,Back,5612140457,285,,5612140475,233,276,5612140453,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900351,276,4,1,22,46,ctvzi2jbl1q6xzq0s3sexj73g,0,77.4,17.0,2025-03-30T17:38:37.180Z,2025-03-30T17:38:43Z,cegoeac3l2owi83zdvu30tj6y,O. Didrik Blomberg,,5612140431,152,,5612140429,56,Right,5612140503,233,166,5612140427,13,,5612140435,286,,5612140433,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900823,169,1,1,23,29,eujf9nqky8c5jnahb2f76m86o,0,22.2,89.7,2025-03-30T17:39:19.882Z,2025-03-30T17:39:24Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,5612143053,213,5.89,5612143043,56,Center,5612143033,5,,5612143055,1,,5612143049,141,53.7,5612143047,140,77.7,5612143041,152,,5612143051,212,63.2,5612143037,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900817,278,44,1,23,31,ctvzi2jbl1q6xzq0s3sexj73g,1,22.3,45.9,2025-03-30T17:39:22.427Z,2025-03-30T18:17:19Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,5612143177,233,170,5612143003,285,,5612143001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900829,170,44,1,23,31,eujf9nqky8c5jnahb2f76m86o,0,77.7,54.1,2025-03-30T17:39:22.428Z,2025-03-30T18:17:19Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5612143199,233,278,5612143089,286,,5612143087,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900825,279,12,1,23,32,ctvzi2jbl1q6xzq0s3sexj73g,1,22.3,45.2,2025-03-30T17:39:22.987Z,2025-03-30T17:39:24Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,5612143063,141,43.7,5612143059,56,Back,5612143109,15,,5612143067,213,5.51,5612143061,140,23.3,5612143065,212,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900839,171,61,1,23,33,eujf9nqky8c5jnahb2f76m86o,1,77.7,53.7,2025-03-30T17:39:24.231Z,2025-03-30T17:39:25Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5612143159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900891,172,1,1,23,38,eujf9nqky8c5jnahb2f76m86o,1,91.3,94.8,2025-03-30T17:39:29.010Z,2025-03-30T17:39:31Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5612143425,212,27.4,5612143419,56,Left,5612143427,213,3.44,5612143421,140,66.3,5612143423,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900909,173,1,1,23,40,eujf9nqky8c5jnahb2f76m86o,1,66.3,83.0,2025-03-30T17:39:31.242Z,2025-03-30T17:39:33Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,5612143535,56,Center,5612143539,141,54.0,5612143543,213,4.09,5612143541,212,24.3,5612143537,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793900977,174,1,1,23,42,eujf9nqky8c5jnahb2f76m86o,1,46.4,53.1,2025-03-30T17:39:33.122Z,2025-03-30T17:39:38Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,5612143875,56,Back,5612143883,213,3.32,5612143879,141,45.8,5612143881,212,28.3,5612143877,140,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901045,175,1,1,23,47,eujf9nqky8c5jnahb2f76m86o,1,14.9,25.0,2025-03-30T17:39:38.274Z,2025-03-30T17:39:42Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,5612144193,1,,5612144183,56,Right,5612144189,212,52.1,5612144185,140,63.5,5612144191,213,6.08,5612144181,157,,5612144187,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901073,176,1,1,23,52,eujf9nqky8c5jnahb2f76m86o,0,63.5,9.7,2025-03-30T17:39:42.811Z,2025-03-30T17:39:45Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5612144355,3,,5612144359,56,Right,5612144357,168,,5612144363,141,7.0,5612144365,212,23.0,5612144361,140,85.3,5612144367,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901081,280,12,1,23,55,ctvzi2jbl1q6xzq0s3sexj73g,1,15.4,93.8,2025-03-30T17:39:45.515Z,2025-03-30T17:39:47Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,5612144387,56,Back,5612144415,167,,5612144397,213,1.65,5612144391,141,100.0,5612144389,140,15.0,5612144393,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901099,177,5,1,23,55,eujf9nqky8c5jnahb2f76m86o,1,83.6,-2.0,2025-03-30T17:39:46.365Z,2025-03-30T20:01:25Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5612144501,233,281,5612144487,347,,5612144485,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901085,281,5,1,23,55,ctvzi2jbl1q6xzq0s3sexj73g,0,16.4,102.0,2025-03-30T17:39:46.365Z,2025-03-30T17:39:52Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,5612144407,347,,5612144405,56,Back,5612144519,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901337,178,1,1,24,20,eujf9nqky8c5jnahb2f76m86o,1,81.1,0.0,2025-03-30T17:40:10.826Z,2025-03-30T17:40:13Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5612145923,140,93.3,5612145917,107,,5612145929,213,0.46,5612145925,141,7.7,5612145927,212,14.3,5612145919,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901351,179,1,1,24,22,eujf9nqky8c5jnahb2f76m86o,1,93.3,7.7,2025-03-30T17:40:13.465Z,2025-03-30T17:40:15Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5612146013,140,89.6,5612146017,212,4.2,5612146011,56,Right,5612146019,213,3.51,5612146015,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901357,180,61,1,24,24,eujf9nqky8c5jnahb2f76m86o,1,89.6,5.5,2025-03-30T17:40:15.018Z,2025-03-30T17:40:15Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5612146051,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901459,181,1,1,24,26,eujf9nqky8c5jnahb2f76m86o,1,89.6,5.5,2025-03-30T17:40:17.306Z,2025-03-30T17:40:24Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5612146647,2,,5612146651,56,Center,5612146657,212,46.5,5612146659,213,1.41,5612146655,141,73.0,5612146649,155,,5612146661,1,,5612146653,140,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901473,182,1,1,24,27,eujf9nqky8c5jnahb2f76m86o,1,96.6,73.0,2025-03-30T17:40:18.017Z,2025-03-30T19:30:42Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5612146751,140,93.4,5612146755,141,69.7,5612146759,212,4.0,5612146749,56,Center,5612146761,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901479,183,61,1,24,28,eujf9nqky8c5jnahb2f76m86o,0,89.2,67.3,2025-03-30T17:40:18.641Z,2025-03-30T19:30:49Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612243881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901443,282,1,1,24,31,ctvzi2jbl1q6xzq0s3sexj73g,0,8.0,26.4,2025-03-30T17:40:22.291Z,2025-03-30T18:07:11Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,5612146567,140,10.1,5612146569,141,24.0,5612146565,56,Back,5612146575,213,5.65,5612244521,286,,5612244515,236,,5612244517,233,184,5612146571,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901483,184,74,1,24,31,eujf9nqky8c5jnahb2f76m86o,1,88.9,69.1,2025-03-30T17:40:22.292Z,2025-03-30T18:17:23Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612244545,233,282,5612244483,56,Center,5612244485,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901487,185,1,1,24,35,eujf9nqky8c5jnahb2f76m86o,1,87.6,70.9,2025-03-30T17:40:26.005Z,2025-03-30T18:07:22Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612245157,213,1.16,5612245151,140,91.5,5612245155,212,10.3,5612245149,56,Left,5612245153,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793918627,380,1,1,24,36,eujf9nqky8c5jnahb2f76m86o,1,88.3,85.4,2025-03-30T17:40:26.500Z,2025-03-30T18:07:33Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5612245779,56,Left,5612245783,141,79.9,5612245785,212,9.4,5612245787,213,3.55,5612245781,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901519,186,1,1,24,37,eujf9nqky8c5jnahb2f76m86o,1,76.8,73.3,2025-03-30T17:40:27.522Z,2025-03-30T18:15:25Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,5612146981,213,6.12,5612146973,56,Center,5612146979,212,14.4,5612146975,140,90.3,5612146977,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901549,187,1,1,24,38,eujf9nqky8c5jnahb2f76m86o,1,90.3,69.9,2025-03-30T17:40:28.858Z,2025-03-30T18:15:23Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612147153,140,99.4,5612246291,168,,5612147157,212,11.4,5612147151,56,Left,5612147159,213,0.58,5612147155,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901565,188,1,1,24,41,eujf9nqky8c5jnahb2f76m86o,0,98.5,78.5,2025-03-30T17:40:31.506Z,2025-03-30T18:15:24Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5612147251,213,4.25,5612147247,141,70.2,5612147245,140,95.8,5612147249,212,6.3,5612147243,56,Center,5612147269,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901551,283,61,1,24,41,ctvzi2jbl1q6xzq0s3sexj73g,1,3.5,31.2,2025-03-30T17:40:32.323Z,2025-03-30T17:40:32Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,5612147165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901573,189,6,1,24,42,eujf9nqky8c5jnahb2f76m86o,1,96.2,69.4,2025-03-30T17:40:33.066Z,2025-03-30T18:17:04Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,5612147337,233,284,5612147331,56,Center,5612147333,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901555,284,6,1,24,42,ctvzi2jbl1q6xzq0s3sexj73g,0,3.8,30.6,2025-03-30T17:40:33.066Z,2025-03-30T17:40:39Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,5612147361,233,189,5612147219,56,Back,5612147221,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901857,190,1,1,25,5,eujf9nqky8c5jnahb2f76m86o,0,99.5,99.5,2025-03-30T17:40:56.498Z,2025-03-30T17:41:03Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612148971,1,,5612148959,223,,5612148955,6,,5612148957,155,,5612148963,140,98.1,5612148969,213,4.67,5612148965,141,50.1,5612148967,212,33.6,5612148953,2,5612148961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2793901865,285,44,1,25,11,ctvzi2jbl1q6xzq0s3sexj73g,1,3.2,49.5,2025-03-30T17:41:02.209Z,2025-03-30T18:17:19Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,5612149191,233,191,5612149041,56,Back,5612149045,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901861,191,44,1,25,11,eujf9nqky8c5jnahb2f76m86o,0,96.8,50.5,2025-03-30T17:41:02.210Z,2025-03-30T18:17:20Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,5612148991,56,Center,5612148993,286,,5612149239,233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901873,286,41,1,25,12,ctvzi2jbl1q6xzq0s3sexj73g,0,4.6,49.5,2025-03-30T17:41:02.994Z,2025-03-30T17:41:26Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,5612150849,141,62.4,5612150851,212,10.3,5612150853,213,2.13,5612150847,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901885,192,6,1,25,13,eujf9nqky8c5jnahb2f76m86o,1,99.7,42.0,2025-03-30T17:41:03.635Z,2025-03-30T18:17:04Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612149347,233,287,5612149271,56,Center,5612149273,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793901879,287,6,1,25,13,ctvzi2jbl1q6xzq0s3sexj73g,0,0.3,58.0,2025-03-30T17:41:03.635Z,2025-03-30T18:17:05Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,5612149309,56,Back,5612149357,233,192,5612149311,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902287,193,1,1,25,38,eujf9nqky8c5jnahb2f76m86o,0,99.5,0.5,2025-03-30T17:41:29.282Z,2025-03-30T17:41:32Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612151283,155,,5612151279,2,,5612151293,212,44.4,5612151287,56,Center,5612151281,6,,5612151295,213,1.52,5612151291,141,65.7,5612151297,1,,5612151289,140,5612151285,224,,,,,,,,,,,100.0,,,,,,,,,,,,,,
2793902431,194,5,1,25,42,eujf9nqky8c5jnahb2f76m86o,0,101.4,66.8,2025-03-30T17:41:32.626Z,2025-03-30T20:01:26Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612152257,233,288,5612152181,346,,5612152179,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902433,288,5,1,25,42,ctvzi2jbl1q6xzq0s3sexj73g,1,-1.4,33.2,2025-03-30T17:41:32.626Z,2025-03-30T20:01:25Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,5612152189,346,,5612152209,233,194,5612152187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902455,289,1,1,25,56,ctvzi2jbl1q6xzq0s3sexj73g,1,2.2,59.6,2025-03-30T17:41:46.722Z,2025-03-30T17:41:48Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,5612152305,212,15.7,5612152299,56,Back,5612152307,213,5.43,5612152297,124,,5612152301,140,12.0,5612152311,237,,5612152303,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902465,290,1,1,25,57,ctvzi2jbl1q6xzq0s3sexj73g,1,15.1,45.4,2025-03-30T17:41:47.762Z,2025-03-30T17:41:49Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,5612152341,140,17.1,5612152347,213,1.36,5612152345,212,10.1,5612152339,56,Back,5612152343,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902499,291,1,1,25,58,ctvzi2jbl1q6xzq0s3sexj73g,1,18.8,64.0,2025-03-30T17:41:49.106Z,2025-03-30T17:41:52Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,5612152633,213,1.30,5612152627,140,23.7,5612152625,56,Back,5612152631,212,19.0,5612152629,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902517,292,1,1,26,2,ctvzi2jbl1q6xzq0s3sexj73g,0,24.2,92.6,2025-03-30T17:41:52.795Z,2025-03-30T17:44:16Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,5612152741,56,Back,5612152747,212,21.4,5612152743,140,44.3,5612161117,1,,5612161115,157,,5612152745,141,87.8,5612152749,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902519,195,1,1,26,4,eujf9nqky8c5jnahb2f76m86o,0,59.8,5.6,2025-03-30T17:41:54.674Z,2025-03-30T19:42:23Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,5612152759,141,22.7,5612152755,56,Center,5612152763,213,0.93,5612152757,140,68.0,5612152761,212,14.5,5612152753,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902527,293,61,1,26,6,ctvzi2jbl1q6xzq0s3sexj73g,0,42.5,82.4,2025-03-30T17:41:57.026Z,2025-03-30T17:41:57Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,5612152817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902553,197,1,1,26,7,eujf9nqky8c5jnahb2f76m86o,1,62.5,23.7,2025-03-30T17:41:57.898Z,2025-03-30T19:42:22Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,5612152947,140,66.1,5612152953,213,5.44,5612152951,212,5.7,5612152949,141,17.4,5612152945,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902559,198,1,1,26,8,eujf9nqky8c5jnahb2f76m86o,1,66.1,17.4,2025-03-30T17:41:59.345Z,2025-03-30T19:42:27Z,egd6w206242dh7aowfzmwyane,A. Scriven,,5612153033,141,27.3,5612153027,168,,5612153035,212,12.1,5612153037,213,0.59,5612153031,140,75.7,5612153029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902585,199,1,1,26,9,eujf9nqky8c5jnahb2f76m86o,0,75.7,27.0,2025-03-30T17:42:00.361Z,2025-03-30T19:42:20Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5612171231,233,295,5612153161,140,79.9,5612153167,213,0.82,5612153163,141,33.9,5612153159,56,Center,5612153165,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902591,294,1,1,26,11,ctvzi2jbl1q6xzq0s3sexj73g,0,21.8,65.4,2025-03-30T17:42:02.241Z,2025-03-30T19:44:23Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,5612153191,212,9.4,5612153185,56,Back,5612153189,141,74.1,5612153187,140,28.7,5612153195,1,,5612153193,213,0.68,5612153183,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902605,200,1,1,26,13,eujf9nqky8c5jnahb2f76m86o,1,70.3,30.0,2025-03-30T17:42:04.457Z,2025-03-30T19:44:19Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,5612153305,140,77.9,5612153309,212,8.0,5612153311,213,6.18,5612153303,56,Center,5612153307,141,28.8,5612153301,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902611,201,1,1,26,15,eujf9nqky8c5jnahb2f76m86o,0,77.9,28.8,2025-03-30T17:42:05.561Z,2025-03-30T19:43:02Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,5612249713,236,,5612153343,141,24.0,5612153347,213,3.63,5612279289,233,295,5612153335,56,Center,5612153339,140,72.1,5612153345,212,6.9,5612249715,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902619,295,74,1,26,15,ctvzi2jbl1q6xzq0s3sexj73g,1,26.7,75.4,2025-03-30T17:42:05.562Z,2025-03-30T18:17:24Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,5612153385,56,Back,5612171181,285,,5612171243,233,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902631,296,1,1,26,17,ctvzi2jbl1q6xzq0s3sexj73g,1,24.3,72.9,2025-03-30T17:42:07.777Z,2025-03-30T17:42:09Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,5612153515,141,77.5,5612153519,213,0.29,5612153513,140,34.3,5612153517,212,11.0,5612153511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793906353,357,61,1,26,18,ctvzi2jbl1q6xzq0s3sexj73g,1,32.4,83.9,2025-03-30T17:42:08.698Z,2025-03-30T17:49:17Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,5612175723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902655,298,1,1,26,18,ctvzi2jbl1q6xzq0s3sexj73g,0,34.3,77.5,2025-03-30T17:42:09.209Z,2025-03-30T19:44:17Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,5612153641,213,0.04,5612153633,56,Left,5612153637,141,80.6,5612153639,212,52.4,5612153635,140,84.2,5612153745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902689,202,59,1,26,24,eujf9nqky8c5jnahb2f76m86o,1,22.4,21.3,2025-03-30T17:42:14.760Z,2025-03-30T17:42:15Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,5612153815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902701,203,12,1,26,25,eujf9nqky8c5jnahb2f76m86o,1,22.4,21.3,2025-03-30T17:42:15.513Z,2025-03-30T17:42:17Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,5612153887,212,46.4,5612153881,56,Right,5612153883,140,64.0,5612153907,167,,5612153889,213,5.94,5612153885,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902703,204,5,1,26,26,eujf9nqky8c5jnahb2f76m86o,0,64.8,-1.6,2025-03-30T17:42:16.588Z,2025-03-30T20:01:26Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,5612153993,233,299,5612153895,56,Right,5612153899,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902711,299,5,1,26,26,ctvzi2jbl1q6xzq0s3sexj73g,1,35.2,101.6,2025-03-30T17:42:16.588Z,2025-03-30T20:01:26Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,5612153933,347,,5612153931,56,Back,5612153971,233,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902799,300,1,1,26,38,ctvzi2jbl1q6xzq0s3sexj73g,1,32.2,100.0,2025-03-30T17:42:28.689Z,2025-03-30T17:42:30Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,5612154477,56,Back,5612154479,140,27.8,5612154483,212,16.1,5612154475,107,,5612154497,189,,5612154485,213,4.42,5612154481,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902855,301,1,1,26,39,ctvzi2jbl1q6xzq0s3sexj73g,1,27.8,75.9,2025-03-30T17:42:30.361Z,2025-03-30T17:42:34Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,5612154807,213,4.69,5612154801,140,27.3,5612154805,212,23.4,5612154803,141,41.5,5612154799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902895,302,1,1,26,44,ctvzi2jbl1q6xzq0s3sexj73g,1,37.4,34.9,2025-03-30T17:42:34.818Z,2025-03-30T17:42:38Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,5612155017,140,37.7,5612155021,212,23.3,5612155023,213,1.56,5612155015,56,Back,5612155019,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902947,303,1,1,26,47,ctvzi2jbl1q6xzq0s3sexj73g,1,39.0,69.6,2025-03-30T17:42:38.409Z,2025-03-30T17:42:42Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,5612155333,213,4.46,5612155327,140,33.5,5612155329,141,37.3,5612155331,212,22.7,5612155325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793902977,304,1,1,26,52,ctvzi2jbl1q6xzq0s3sexj73g,1,43.0,25.2,2025-03-30T17:42:42.769Z,2025-03-30T17:42:46Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,5612155497,140,44.4,5612155503,213,4.84,5612155501,212,11.5,5612155499,141,8.5,5612155495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793903007,305,1,1,26,55,ctvzi2jbl1q6xzq0s3sexj73g,1,43.4,13.7,2025-03-30T17:42:46.489Z,2025-03-30T17:42:49Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,5612155693,141,30.0,5612155689,56,Back,5612155691,140,31.0,5612155697,213,2.44,5612155695,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
