id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2807266167,199,1,1,25,51,doohk95o6e8pkqah8vkop51dg,1,28.2,31.3,2025-04-27T15:42:19.788Z,2025-04-27T15:42:24Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5685722003,213,5.12,5685722001,212,16.9,5685721999,141,8.5,5685721997,140,34.5,5685721993,152,,5685721991,5,,5685721995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266197,200,1,1,25,56,doohk95o6e8pkqah8vkop51dg,1,29.5,8.6,2025-04-27T15:42:24.653Z,2025-04-27T15:42:26Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5685722151,213,2.42,5685722147,141,19.0,5685722145,140,21.9,5685722149,212,10.7,5685722143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266261,201,1,1,25,57,doohk95o6e8pkqah8vkop51dg,1,21.9,19.0,2025-04-27T15:42:26.341Z,2025-04-27T15:42:29Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5685722503,213,2.02,5685722495,56,Back,5685722501,212,24.6,5685722497,140,11.7,5685722499,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266311,202,1,1,26,2,doohk95o6e8pkqah8vkop51dg,1,11.8,48.5,2025-04-27T15:42:30.653Z,2025-04-27T15:42:33Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5685722771,56,Back,5685722775,141,17.0,5685722773,140,15.6,5685722779,213,4.90,5685722769,155,,5685722777,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266371,203,1,1,26,5,doohk95o6e8pkqah8vkop51dg,1,18.6,9.8,2025-04-27T15:42:33.637Z,2025-04-27T15:42:37Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5685723071,56,Back,5685723075,141,19.7,5685723073,140,47.6,5685723069,157,,5685723079,213,0.22,5685723077,212,31.2,5685723081,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266375,204,44,1,26,8,doohk95o6e8pkqah8vkop51dg,1,46.0,24.3,2025-04-27T15:42:37.021Z,2025-04-27T17:54:51Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5685723109,285,,5685723107,56,Back,5685723295,233,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266385,276,44,1,26,8,ew0hpuiweoltpsg5f51r2w64t,0,54.0,75.7,2025-04-27T15:42:37.022Z,2025-04-27T17:54:52Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685723157,56,Center,5685723159,286,,5685723329,233,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266395,205,1,1,26,8,doohk95o6e8pkqah8vkop51dg,0,47.6,19.7,2025-04-27T15:42:37.221Z,2025-04-27T15:42:38Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5685723203,140,68.1,5685723201,56,Right,5685723205,141,12.5,5685723199,168,,5685723197,3,,5685723207,212,22.1,5685723209,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266503,277,1,1,26,13,ew0hpuiweoltpsg5f51r2w64t,1,24.6,76.3,2025-04-27T15:42:41.637Z,2025-04-27T15:42:43Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685723817,212,15.6,5685723819,213,3.52,5685723815,141,67.9,5685723811,56,Back,5685723809,3,,5685723813,140,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266555,279,1,1,26,15,ew0hpuiweoltpsg5f51r2w64t,1,10.8,67.9,2025-04-27T15:42:43.596Z,2025-04-27T15:42:45Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5685724097,141,40.7,5685724099,212,20.0,5685724093,56,Back,5685724101,213,5.11,5685724095,140,18.1,5685724091,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266655,280,1,1,26,16,ew0hpuiweoltpsg5f51r2w64t,1,17.7,38.2,2025-04-27T15:42:45.404Z,2025-04-27T15:42:50Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5685724649,212,8.3,5685724653,213,0.75,5685724643,140,23.5,5685724641,56,Back,5685724645,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266755,281,1,1,26,23,ew0hpuiweoltpsg5f51r2w64t,1,36.4,40.3,2025-04-27T15:42:52.509Z,2025-04-27T15:42:56Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5685725243,213,4.11,5685725235,56,Back,5685725241,212,18.3,5685725237,140,26.5,5685725239,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266773,282,1,1,26,27,ew0hpuiweoltpsg5f51r2w64t,1,28.6,21.8,2025-04-27T15:42:56.206Z,2025-04-27T15:42:57Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5685725343,213,0.80,5685725335,56,Back,5685725341,212,14.8,5685725337,140,38.4,5685725339,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266823,283,1,1,26,28,ew0hpuiweoltpsg5f51r2w64t,1,38.4,37.4,2025-04-27T15:42:57.293Z,2025-04-27T15:43:01Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5685725643,213,1.95,5685725641,212,20.0,5685725635,56,Back,5685725639,141,64.8,5685725637,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266843,284,1,1,26,32,ew0hpuiweoltpsg5f51r2w64t,1,29.1,63.3,2025-04-27T15:43:00.925Z,2025-04-27T15:43:02Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685725729,212,32.3,5685725733,1,,5685725727,141,92.0,5685725731,213,0.65,5685725721,155,,5685725725,140,53.6,5685725723,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266889,285,1,1,26,34,ew0hpuiweoltpsg5f51r2w64t,1,54.4,92.3,2025-04-27T15:43:02.645Z,2025-04-27T15:43:05Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5685725999,56,Left,5685726005,212,8.7,5685726001,140,60.3,5685726003,141,83.3,5685726007,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266897,286,4,1,26,36,ew0hpuiweoltpsg5f51r2w64t,1,62.9,79.1,2025-04-27T15:43:05.173Z,2025-04-27T17:50:48Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5685726067,265,,5685726225,233,206,5685726069,286,,5685726065,152,,5685726061,13,,5685726063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807266905,206,4,1,26,36,doohk95o6e8pkqah8vkop51dg,0,37.1,20.9,2025-04-27T15:43:05.174Z,2025-04-27T17:50:49Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5685726207,285,,5685726279,233,286,5685726199,13,,5685726205,265,,5685726201,56,Back,5685726203,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267533,287,1,1,27,12,ew0hpuiweoltpsg5f51r2w64t,1,58.4,81.7,2025-04-27T15:43:41.573Z,2025-04-27T15:43:42Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685729633,152,,5685729643,213,4.91,5685729635,56,Center,5685729631,5,,5685729641,212,9.8,5685729639,141,67.6,5685729637,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267547,288,1,1,27,13,ew0hpuiweoltpsg5f51r2w64t,1,60.2,67.6,2025-04-27T15:43:42.502Z,2025-04-27T15:43:43Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5685729747,140,42.2,5685729749,141,70.6,5685729753,213,3.03,5685729751,212,19.0,5685729741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267571,289,1,1,27,14,ew0hpuiweoltpsg5f51r2w64t,1,42.2,70.6,2025-04-27T15:43:43.471Z,2025-04-27T15:43:45Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685729909,212,18.4,5685729893,56,Back,5685729913,213,5.09,5685729897,140,48.7,5685729903,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267585,290,1,1,27,15,ew0hpuiweoltpsg5f51r2w64t,1,48.7,45.5,2025-04-27T15:43:44.366Z,2025-04-27T15:43:46Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5685729989,213,1.53,5685729979,56,Back,5685729985,212,13.9,5685729981,140,49.2,5685729983,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267635,291,1,1,27,17,ew0hpuiweoltpsg5f51r2w64t,1,48.6,65.1,2025-04-27T15:43:45.861Z,2025-04-27T15:43:48Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685730305,1,,5685730301,212,54.6,5685730297,140,85.5,5685730299,141,8.6,5685730303,213,5.50,5685730293,155,,5685730295,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267657,292,1,1,27,20,ew0hpuiweoltpsg5f51r2w64t,1,87.1,8.0,2025-04-27T15:43:48.646Z,2025-04-27T15:43:50Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5685730453,213,1.28,5685730443,140,88.9,5685730441,56,Right,5685730449,212,6.6,5685730445,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267673,293,1,1,27,21,ew0hpuiweoltpsg5f51r2w64t,1,88.5,18.5,2025-04-27T15:43:50.535Z,2025-04-27T15:43:51Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5685730557,212,8.7,5685730547,56,Right,5685730551,140,85.2,5685730553,141,6.7,5685730561,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267713,294,1,1,27,22,ew0hpuiweoltpsg5f51r2w64t,1,85.2,6.7,2025-04-27T15:43:51.173Z,2025-04-27T15:43:53Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5685730765,212,13.2,5685730755,140,72.8,5685730751,56,Right,5685730769,213,2.98,5685730759,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267769,295,1,1,27,25,ew0hpuiweoltpsg5f51r2w64t,1,72.6,16.4,2025-04-27T15:43:54.277Z,2025-04-27T15:43:55Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5685731041,56,Center,5685731045,141,27.7,5685731043,140,72.4,5685731047,212,7.7,5685731049,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267791,296,1,1,27,26,ew0hpuiweoltpsg5f51r2w64t,1,72.4,27.7,2025-04-27T15:43:55.093Z,2025-04-27T15:43:57Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5685731271,213,5.70,5685731265,140,79.3,5685731263,56,Right,5685731269,212,8.7,5685731267,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267821,207,83,1,27,27,doohk95o6e8pkqah8vkop51dg,1,22.5,76.0,2025-04-27T15:43:56.015Z,2025-04-27T16:14:37Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5685893625,399,7u76uh9164fs8tx6zqw0icqtx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267803,297,50,1,27,28,ew0hpuiweoltpsg5f51r2w64t,1,74.2,24.8,2025-04-27T15:43:57.014Z,2025-04-27T17:54:42Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5685731321,56,Center,5685731323,286,,5685886147,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267829,208,7,1,27,28,doohk95o6e8pkqah8vkop51dg,0,25.8,75.2,2025-04-27T15:43:57.015Z,2025-04-27T17:54:41Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5685731455,285,,5685731453,56,Back,5685886115,233,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268969,214,3,1,27,29,doohk95o6e8pkqah8vkop51dg,0,54.8,58.2,2025-04-27T15:43:58.135Z,2025-04-27T17:54:42Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5686363753,286,,5686364005,233,299,5686363751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267861,299,7,1,27,29,ew0hpuiweoltpsg5f51r2w64t,1,45.2,41.8,2025-04-27T15:43:58.136Z,2025-04-27T17:54:42Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5685767535,56,Back,5686363985,285,,5686363981,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267825,298,1,1,27,30,ew0hpuiweoltpsg5f51r2w64t,0,75.7,27.0,2025-04-27T15:43:58.661Z,2025-04-27T16:13:56Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5685890037,233,385,5685731437,212,1.4,5685731439,213,5.67,5685890041,286,,5685890035,236,,5685731431,56,Center,5685731435,141,25.8,5685731433,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807296223,385,74,1,27,30,doohk95o6e8pkqah8vkop51dg,1,24.2,67.4,2025-04-27T15:43:58.662Z,2025-04-27T17:54:35Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5685890013,285,,5685890075,233,298,5685888055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807297101,386,1,1,27,33,doohk95o6e8pkqah8vkop51dg,1,23.7,68.1,2025-04-27T15:44:01.585Z,2025-04-27T16:14:25Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5685892737,140,23.9,5685892739,141,57.3,5685892743,213,4.74,5685892735,56,Back,5685892741,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267939,210,12,1,27,35,doohk95o6e8pkqah8vkop51dg,1,21.7,59.1,2025-04-27T15:44:04.247Z,2025-04-27T16:14:32Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5685732027,213,0.85,5685732021,140,28.7,5685732025,212,11.1,5685732023,141,71.4,5685732019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267961,301,61,1,27,37,ew0hpuiweoltpsg5f51r2w64t,1,67.5,29.2,2025-04-27T15:44:06.245Z,2025-04-27T15:44:07Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5685732169,56,Center,5685732253,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268009,211,5,1,27,39,doohk95o6e8pkqah8vkop51dg,1,25.4,101.4,2025-04-27T15:44:07.605Z,2025-04-27T17:50:01Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5685732451,347,,5685732449,56,Back,5685732837,233,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267987,302,5,1,27,39,ew0hpuiweoltpsg5f51r2w64t,0,74.6,-1.4,2025-04-27T15:44:07.605Z,2025-04-27T17:50:01Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5685732327,56,Right,5685732329,347,,5685732919,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268577,212,1,1,28,9,doohk95o6e8pkqah8vkop51dg,0,30.5,100.0,2025-04-27T15:44:38.382Z,2025-04-27T15:44:47Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5685735331,107,,5685735335,140,56.4,5685736307,189,,5685735343,213,5.96,5685735333,56,Left,5685735339,212,28.7,5685736451,238,,5685735347,1,,5685735337,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268673,303,43,1,28,14,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-27T15:44:43.286Z,2025-04-27T15:52:09Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5685778187,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268735,305,1,1,28,15,ew0hpuiweoltpsg5f51r2w64t,1,40.8,62.1,2025-04-27T15:44:44.535Z,2025-04-27T15:44:45Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685736197,212,15.2,5685736189,140,43.5,5685736185,56,Back,5685736201,213,1.38,5685736193,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268803,306,1,1,28,16,ew0hpuiweoltpsg5f51r2w64t,1,43.5,84.1,2025-04-27T15:44:45.229Z,2025-04-27T15:44:48Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685736517,212,27.8,5685736519,213,3.76,5685736515,141,60.5,5685736511,56,Back,5685736513,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268855,307,1,1,28,19,ew0hpuiweoltpsg5f51r2w64t,1,21.9,60.5,2025-04-27T15:44:47.701Z,2025-04-27T15:44:51Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5685736829,1,,5685736827,213,6.06,5685736819,56,Center,5685736817,157,,5685736825,212,36.4,5685736821,140,55.7,5685736823,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268895,308,1,1,28,22,ew0hpuiweoltpsg5f51r2w64t,0,55.7,48.5,2025-04-27T15:44:50.958Z,2025-04-27T15:44:53Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5685737001,212,10.5,5685736999,141,43.4,5685736995,56,Back,5685736997,140,46.3,5685737003,213,3.48,5685736993,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807268955,213,1,1,28,25,doohk95o6e8pkqah8vkop51dg,1,53.1,54.6,2025-04-27T15:44:54.424Z,2025-04-27T15:44:56Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5685737325,155,,5685737333,212,12.7,5685737327,56,Center,5685737329,140,64.0,5685737335,213,0.44,5685737331,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269021,215,1,1,28,27,doohk95o6e8pkqah8vkop51dg,1,70.3,51.8,2025-04-27T15:44:56.303Z,2025-04-27T15:45:09Z,115owbh8c39gfwcja2wxuweay,H. Tangen,1.0,,5685738715,154,,5685737641,56,Center,5685737645,141,67.7,5685737643,140,83.9,5685738713,210,15,5685737647,212,17.9,5685737649,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269029,216,15,1,28,29,doohk95o6e8pkqah8vkop51dg,1,90.5,67.2,2025-04-27T15:44:58.143Z,2025-04-27T15:45:09Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5685738749,102,51.6,5685738739,78,,5685737687,22,,5685738745,55,215,5685738751,103,7.6,5685738743,154,,5685737695,56,Center,5685737883,72,,5685738741,29,,5685738755,147,52.7,5685738753,146,99.3,5685737691,64,5685738809,233,309,,,,,,,,,,,,,,,,
2807269045,309,10,1,28,29,ew0hpuiweoltpsg5f51r2w64t,1,1.1,45.9,2025-04-27T15:44:58.243Z,2025-04-27T15:45:38Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5685738905,233,216,5685737795,182,,5685737797,56,Back,5685738195,177,,5685738197,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269187,311,1,1,28,38,ew0hpuiweoltpsg5f51r2w64t,1,13.9,47.0,2025-04-27T15:45:06.982Z,2025-04-27T15:45:08Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5685738663,56,Back,5685738675,212,12.5,5685738671,141,40.4,5685738659,123,,5685738667,140,25.0,5685738677,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269213,312,1,1,28,40,ew0hpuiweoltpsg5f51r2w64t,1,25.0,40.4,2025-04-27T15:45:08.710Z,2025-04-27T15:45:10Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5685738867,141,16.8,5685738863,56,Back,5685738871,212,17.3,5685738865,140,31.2,5685738875,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269327,313,1,1,28,41,ew0hpuiweoltpsg5f51r2w64t,1,31.2,16.8,2025-04-27T15:45:09.791Z,2025-04-27T15:45:16Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5685739501,140,72.5,5685739513,213,6.08,5685739497,56,Right,5685739515,1,,5685739509,212,44.3,5685739507,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269393,314,1,1,28,47,ew0hpuiweoltpsg5f51r2w64t,1,79.5,16.8,2025-04-27T15:45:16.278Z,2025-04-27T15:45:32Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,1.0,,5685739835,212,26.2,5685739831,140,93.7,5685741259,210,13,5685739827,155,,5685739833,141,48.5,5685739829,56,Center,5685739837,213,0.97,5685741261,154,,5685739825,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269407,315,13,1,28,51,ew0hpuiweoltpsg5f51r2w64t,1,93.7,48.5,2025-04-27T15:45:19.998Z,2025-04-27T15:45:33Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5685741303,214,,5685741289,29,,5685741297,102,56.3,5685741285,15,,5685741291,154,,5685741309,230,99.5,5685739901,17,,5685739899,22,,5685741287,86,,5685741301,103,50,5685739903,56,Center,5685741307,328,5685741311,231,50.2,5685741293,55,314,,,,,,,,,,,,,
2807269899,217,5,1,28,51,doohk95o6e8pkqah8vkop51dg,1,-1.2,48.8,2025-04-27T15:45:20.296Z,2025-04-27T17:50:02Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5685742451,56,Back,5685742519,233,316,5685742453,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269425,316,5,1,28,51,ew0hpuiweoltpsg5f51r2w64t,0,101.2,51.2,2025-04-27T15:45:20.296Z,2025-04-27T17:50:02Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5685740021,346,,5685742527,233,217,5685740019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269939,218,1,1,29,15,doohk95o6e8pkqah8vkop51dg,1,3.9,53.9,2025-04-27T15:45:44.127Z,2025-04-27T16:11:46Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5685742705,56,Back,5685742717,237,,5685742703,124,,5685877347,189,,5685742711,212,26.4,5685742709,141,65.9,5685742707,140,27.8,5685742713,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807269951,219,1,1,29,16,doohk95o6e8pkqah8vkop51dg,1,27.8,65.9,2025-04-27T15:45:45.303Z,2025-04-27T16:11:47Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5685742785,213,5.69,5685742781,141,54.0,5685742777,56,Back,5685742779,140,39.3,5685742783,212,14.5,5685877383,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270075,220,1,1,29,18,doohk95o6e8pkqah8vkop51dg,1,39.3,54.0,2025-04-27T15:45:46.647Z,2025-04-27T15:45:52Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5685743495,140,52.2,5685743491,56,Right,5685743503,212,33.0,5685743505,213,5.13,5685743499,141,9.7,5685743507,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270091,221,1,1,29,24,doohk95o6e8pkqah8vkop51dg,0,72.0,4.3,2025-04-27T15:45:52.695Z,2025-04-27T15:45:53Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5685743587,212,8.3,5685743589,213,0.75,5685743583,140,77.8,5685743577,2,,5685743579,155,,5685743581,56,Right,5685743585,141,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270169,317,61,1,29,25,ew0hpuiweoltpsg5f51r2w64t,1,12.6,90.8,2025-04-27T15:45:54.360Z,2025-04-27T17:34:47Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685744005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270283,222,5,1,29,26,doohk95o6e8pkqah8vkop51dg,1,78.7,-1.5,2025-04-27T15:45:54.808Z,2025-04-27T17:50:03Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5685744619,56,Right,5685744621,347,,5685744681,233,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270189,318,5,1,29,26,ew0hpuiweoltpsg5f51r2w64t,0,21.3,101.5,2025-04-27T15:45:54.808Z,2025-04-27T17:50:03Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5685744085,347,,5685744083,56,Back,5685744705,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270357,223,1,1,29,33,doohk95o6e8pkqah8vkop51dg,0,73.4,0.0,2025-04-27T15:46:01.872Z,2025-04-27T15:46:05Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5685745015,1,,5685745011,213,0.92,5685745009,212,26.3,5685745007,141,29.6,5685745005,140,88.5,5685745001,107,,5685745003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270345,319,44,1,29,35,ew0hpuiweoltpsg5f51r2w64t,1,11.5,68.8,2025-04-27T15:46:04.584Z,2025-04-27T17:54:52Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5685744935,56,Back,5685744937,285,,5685869351,233,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
