id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2808795123,197,1,1,15,58,4q0b35m26thti4c2on9a3npk0,1,11.3,12.4,2025-05-02T17:16:34.556Z,2025-05-02T17:16:37Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694370601,212,23.9,5694370595,56,Back,5694370603,213,0.25,5694370599,141,21.0,5694370597,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795143,198,1,1,16,0,4q0b35m26thti4c2on9a3npk0,1,33.4,21.0,2025-05-02T17:16:37.292Z,2025-05-02T17:16:40Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5694370709,140,19.3,5694370713,212,15.6,5694370715,213,3.47,5694370707,56,Back,5694370711,141,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795171,199,1,1,16,3,4q0b35m26thti4c2on9a3npk0,1,16.4,14.2,2025-05-02T17:16:40.164Z,2025-05-02T17:16:44Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694370909,56,Back,5694370915,212,9.4,5694370911,140,24.0,5694370917,213,5.72,5694370913,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795193,200,1,1,16,8,4q0b35m26thti4c2on9a3npk0,1,30.3,8.0,2025-05-02T17:16:44.764Z,2025-05-02T17:16:47Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5694371025,140,20.3,5694371031,213,2.69,5694371023,56,Back,5694371029,212,11.6,5694371027,141,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795227,201,1,1,16,11,4q0b35m26thti4c2on9a3npk0,1,20.3,15.4,2025-05-02T17:16:47.660Z,2025-05-02T17:16:51Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694371207,140,27.8,5694371213,213,0.67,5694371209,141,24.5,5694371211,212,10.0,5694371205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795287,202,1,1,16,15,4q0b35m26thti4c2on9a3npk0,1,34.5,33.3,2025-05-02T17:16:51.572Z,2025-05-02T17:16:56Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694371463,213,1.22,5694371461,212,23.5,5694371459,141,65.8,5694371455,56,Back,5694371457,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795319,203,1,1,16,19,4q0b35m26thti4c2on9a3npk0,1,48.7,67.9,2025-05-02T17:16:55.812Z,2025-05-02T17:16:58Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694371599,56,Center,5694371613,213,0.06,5694371611,212,10.4,5694371607,141,68.8,5694371603,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795389,204,1,1,16,21,4q0b35m26thti4c2on9a3npk0,1,58.6,68.8,2025-05-02T17:16:58.164Z,2025-05-02T17:17:05Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,5694371929,56,Center,5694371935,212,7.4,5694371933,141,68.5,5694371937,213,3.17,5694371931,140,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795431,205,1,1,16,28,4q0b35m26thti4c2on9a3npk0,1,54.9,68.5,2025-05-02T17:17:04.989Z,2025-05-02T17:17:09Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694372143,213,4.70,5694372141,212,22.7,5694372139,141,35.1,5694372135,56,Center,5694372137,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795455,206,1,1,16,32,4q0b35m26thti4c2on9a3npk0,1,55.3,34.2,2025-05-02T17:17:09.164Z,2025-05-02T17:17:11Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694372245,141,11.3,5694372251,213,5.60,5694372237,56,Right,5694372241,140,73.7,5694372249,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795487,207,1,1,16,34,4q0b35m26thti4c2on9a3npk0,1,73.7,11.3,2025-05-02T17:17:11.356Z,2025-05-02T17:17:12Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,5694372365,212,12.7,5694372359,56,Right,5694372367,213,3.41,5694372361,140,62.0,5694372363,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795501,208,1,1,16,36,4q0b35m26thti4c2on9a3npk0,1,62.0,6.4,2025-05-02T17:17:12.644Z,2025-05-02T17:17:14Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694372439,141,22.8,5694372443,213,1.82,5694372441,212,11.5,5694372437,140,59.3,5694372435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795519,209,1,1,16,38,4q0b35m26thti4c2on9a3npk0,1,59.3,22.8,2025-05-02T17:17:14.469Z,2025-05-02T17:17:15Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694372503,140,74.9,5694372507,212,16.4,5694372501,56,Center,5694372505,141,23.3,5694372509,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795523,210,1,1,16,39,4q0b35m26thti4c2on9a3npk0,1,74.9,23.3,2025-05-02T17:17:15.444Z,2025-05-02T17:17:17Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5694372533,140,63.5,5694372535,141,21.8,5694372569,156,,5694372539,213,3.23,5694372531,56,Center,5694372537,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795543,211,1,1,16,41,4q0b35m26thti4c2on9a3npk0,0,63.5,21.8,2025-05-02T17:17:17.364Z,2025-05-02T17:17:18Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,5694372655,56,Center,5694372657,140,87.8,5694372663,213,0.25,5694372661,212,26.3,5694372659,141,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795699,102,1,1,16,59,crlocdyqyb1fdhck54qxs65rl,1,17.2,31.9,2025-05-02T17:17:35.774Z,2025-05-02T17:17:39Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,5694373639,1,,5694373625,157,,5694373631,140,60.7,5694373637,213,6.04,5694373629,56,Right,5694373635,212,47.0,5694373633,141,15.3,5694373627,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795701,103,44,1,17,3,crlocdyqyb1fdhck54qxs65rl,1,67.6,13.4,2025-05-02T17:17:39.614Z,2025-05-02T19:19:12Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694373643,56,Right,5694373731,233,212,5694373645,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795713,212,44,1,17,3,4q0b35m26thti4c2on9a3npk0,0,32.4,86.6,2025-05-02T17:17:39.615Z,2025-05-02T19:19:13Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694373749,233,103,5694373691,285,,5694373689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795715,104,1,1,17,3,crlocdyqyb1fdhck54qxs65rl,0,60.7,15.3,2025-05-02T17:17:39.735Z,2025-05-02T17:17:40Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694373705,213,0.80,5694373699,140,73.8,5694373703,212,19.7,5694373697,56,Center,5694373701,141,36.0,5694373693,3,,5694373695,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795747,214,1,1,17,6,4q0b35m26thti4c2on9a3npk0,1,24.3,66.8,2025-05-02T17:17:42.924Z,2025-05-02T17:17:45Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694373887,140,24.6,5694373893,213,4.72,5694373891,212,28.8,5694373885,56,Back,5694373889,141,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795811,215,1,1,17,8,4q0b35m26thti4c2on9a3npk0,1,24.6,24.6,2025-05-02T17:17:45.269Z,2025-05-02T22:29:35Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,1.0,5694374799,210,15,5694374189,140,43.4,5694374195,213,0.63,5694374187,56,Back,5694374193,212,24.4,5694374191,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795817,216,15,1,17,16,4q0b35m26thti4c2on9a3npk0,1,82.5,40.3,2025-05-02T17:17:52.613Z,2025-05-02T22:29:36Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,5695642593,76,,5695642595,215,,5694374221,18,,5694374817,146,99.3,5694374835,233,105,5694374815,103,15.8,5694374813,102,52.4,5694374649,20,,5694374809,55,215,5694374219,22,5694374805,29,,5694374223,56,,Center,5694374819,147,51.8,,,,,,,,,,,,
2808795813,105,10,1,17,16,crlocdyqyb1fdhck54qxs65rl,1,5.4,48.8,2025-05-02T17:17:52.713Z,2025-05-02T17:18:07Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,5694374201,178,,5694374841,233,216,5694374199,173,,5694374205,56,Back,5694374203,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795893,106,12,1,17,19,crlocdyqyb1fdhck54qxs65rl,1,8.0,47.8,2025-05-02T17:17:55.566Z,2025-05-02T17:18:03Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694374621,140,30.6,5694374627,213,0.33,5694374623,141,59.9,5694374625,212,25.1,5694374619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795859,217,1,1,17,19,4q0b35m26thti4c2on9a3npk0,1,69.7,46.0,2025-05-02T17:17:56.286Z,2025-05-02T17:17:58Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694374447,212,32.4,5694374441,56,Left,5694374449,213,0.96,5694374445,141,85.1,5694374443,140,87.3,5694374451,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808795883,218,1,1,17,22,4q0b35m26thti4c2on9a3npk0,1,88.5,88.4,2025-05-02T17:17:58.509Z,2025-05-02T17:18:11Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,1.0,5694374987,210,15,5694374573,56,Center,5694374989,154,,5694374575,140,89.9,5694374579,212,22.6,5694374569,2,,5694374577,141,55.3,5694374571,155,,5694374581,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,
2808795887,219,15,1,17,24,4q0b35m26thti4c2on9a3npk0,1,91.4,49.5,2025-05-02T17:18:01.149Z,2025-05-02T22:30:00Z,aebliukutyz91pczaam39lolx,Moussa Njie,,5695642953,81,,5694375011,147,47.3,5694374589,56,Center,5694375007,103,34.8,5694374585,22,,5694374587,17,,5694374847,15,,5694375005,102,45.9,5694374999,55,218,5694375009,146,5694375031,233,107,5694374995,154,99.0,,5694374851,328,,5694374993,29,,,,,,,,,,
2808795895,107,10,1,17,24,crlocdyqyb1fdhck54qxs65rl,1,2.9,51.8,2025-05-02T17:18:01.249Z,2025-05-02T17:18:12Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,5694375077,233,219,5694374643,56,Back,5694374639,178,,5694374641,182,,5694374667,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796055,109,1,1,17,43,crlocdyqyb1fdhck54qxs65rl,0,16.8,45.8,2025-05-02T17:18:19.991Z,2025-05-02T17:18:28Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,5694375701,1,,5694375689,199,,5694375699,213,5.94,5694375695,141,18.5,5694375697,212,54.8,5694375693,140,65.9,5694375691,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808797193,239,44,1,17,48,4q0b35m26thti4c2on9a3npk0,1,33.8,82.0,2025-05-02T17:18:25.270Z,2025-05-02T19:19:13Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694383655,285,,5694383657,233,110,5694383653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796061,110,44,1,17,48,crlocdyqyb1fdhck54qxs65rl,0,66.2,18.0,2025-05-02T17:18:25.271Z,2025-05-02T19:19:14Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694375741,286,,5694375739,56,Right,5694383669,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796047,220,1,1,17,49,4q0b35m26thti4c2on9a3npk0,1,24.0,88.1,2025-05-02T17:18:25.774Z,2025-05-02T17:22:27Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694375667,141,100.0,5694375663,56,Back,5694375661,3,,5694375671,213,0.62,5694375665,140,36.4,5694375669,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796069,222,61,1,17,49,4q0b35m26thti4c2on9a3npk0,1,35.8,88.3,2025-05-02T17:18:25.943Z,2025-05-02T17:22:24Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694384043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796119,111,5,1,17,50,crlocdyqyb1fdhck54qxs65rl,1,64.5,-1.6,2025-05-02T17:18:26.557Z,2025-05-02T19:19:39Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694376081,233,221,5694376057,347,,5694376055,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796049,221,5,1,17,50,4q0b35m26thti4c2on9a3npk0,0,35.5,101.6,2025-05-02T17:18:26.557Z,2025-05-02T19:19:39Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694375673,56,Back,5694376103,233,111,5694375675,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796135,112,1,1,18,2,crlocdyqyb1fdhck54qxs65rl,1,65.3,0.0,2025-05-02T17:18:38.495Z,2025-05-02T17:18:40Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694376143,213,2.57,5694376139,141,10.4,5694376137,140,52.8,5694376141,212,15.6,5694376135,56,Right,5694376133,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796149,113,1,1,18,3,crlocdyqyb1fdhck54qxs65rl,1,52.8,10.4,2025-05-02T17:18:40.022Z,2025-05-02T17:18:43Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694376249,213,2.28,5694376247,212,13.4,5694376241,56,Back,5694376243,140,44.5,5694376245,141,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796167,114,1,1,18,7,crlocdyqyb1fdhck54qxs65rl,1,40.1,36.0,2025-05-02T17:18:43.782Z,2025-05-02T17:18:47Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694376341,1,,5694376329,155,,5694376335,141,89.4,5694376333,140,45.5,5694376339,213,1.42,5694376337,212,36.8,5694376331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796179,115,1,1,18,10,crlocdyqyb1fdhck54qxs65rl,0,49.0,91.8,2025-05-02T17:18:47.103Z,2025-05-02T17:18:49Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694376389,213,6.10,5694376383,140,82.9,5694376387,212,36.2,5694376381,56,Left,5694376391,1,,5694376385,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796201,223,8,1,18,17,4q0b35m26thti4c2on9a3npk0,1,16.5,13.1,2025-05-02T17:18:53.453Z,2025-05-02T17:19:16Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694376525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796211,224,4,1,18,18,4q0b35m26thti4c2on9a3npk0,1,16.0,11.6,2025-05-02T17:18:54.382Z,2025-05-02T19:18:33Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694376583,265,,5694376585,285,,5694376581,152,,5694376577,13,,5694376579,56,Back,5694376735,233,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796225,116,4,1,18,18,crlocdyqyb1fdhck54qxs65rl,0,84.0,88.4,2025-05-02T17:18:54.383Z,2025-05-02T19:18:33Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,5694376699,13,,5694376705,265,,5694376703,152,,5694376701,56,Left,5694376773,233,224,5694376707,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796463,225,1,1,18,54,4q0b35m26thti4c2on9a3npk0,1,16.5,5.9,2025-05-02T17:19:30.605Z,2025-05-02T17:19:31Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5694378049,152,,5694378053,56,Back,5694378069,213,1.26,5694378047,5,,5694378061,141,34.2,5694378067,212,20.2,5694378057,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796473,226,1,1,18,55,4q0b35m26thti4c2on9a3npk0,1,22.5,34.4,2025-05-02T17:19:31.662Z,2025-05-02T17:19:34Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694378101,213,4.29,5694378095,140,15.3,5694378093,56,Back,5694378099,212,18.5,5694378097,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796497,227,1,1,18,57,4q0b35m26thti4c2on9a3npk0,0,14.2,9.5,2025-05-02T17:19:34.189Z,2025-05-02T17:19:38Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,5694378253,212,78.8,5694378255,213,0.30,5694378247,140,85.9,5694378257,1,,5694378251,141,43.9,5694378239,157,,5694378243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796513,118,1,1,19,7,crlocdyqyb1fdhck54qxs65rl,1,14.8,48.7,2025-05-02T17:19:43.590Z,2025-05-02T17:19:46Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,5694378445,212,21.4,5694378439,56,Back,5694378443,141,65.4,5694378437,123,,5694378457,287,,5694378447,213,0.56,5694378441,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796525,119,1,1,19,9,crlocdyqyb1fdhck54qxs65rl,1,32.2,67.3,2025-05-02T17:19:46.238Z,2025-05-02T17:19:48Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694378537,141,96.5,5694378539,212,19.9,5694378533,56,Back,5694378535,140,33.7,5694378541,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796541,120,1,1,19,11,crlocdyqyb1fdhck54qxs65rl,1,33.7,96.5,2025-05-02T17:19:47.976Z,2025-05-02T17:19:51Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694378643,141,72.3,5694378647,213,4.04,5694378641,140,21.1,5694378639,56,Back,5694378645,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796551,121,1,1,19,14,crlocdyqyb1fdhck54qxs65rl,0,24.1,69.0,2025-05-02T17:19:51.085Z,2025-05-02T17:19:54Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694378739,1,,5694378731,140,53.0,5694378737,213,5.54,5694378729,56,Center,5694378735,212,41.4,5694378733,141,27.6,5694378727,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796563,229,1,1,19,19,4q0b35m26thti4c2on9a3npk0,0,53.1,73.0,2025-05-02T17:19:55.614Z,2025-05-02T17:19:56Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694378805,212,22.5,5694378807,213,4.44,5694378801,140,47.4,5694378803,141,41.1,5694378799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796577,123,1,1,19,21,crlocdyqyb1fdhck54qxs65rl,1,53.4,62.4,2025-05-02T17:19:57.581Z,2025-05-02T17:20:00Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,5694378889,213,2.93,5694378887,212,10.7,5694378881,56,Back,5694378883,140,43.4,5694378885,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796599,124,1,1,19,23,crlocdyqyb1fdhck54qxs65rl,1,56.3,76.0,2025-05-02T17:20:00.126Z,2025-05-02T17:20:04Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694379013,212,20.3,5694379007,56,Left,5694379015,213,0.47,5694379009,140,73.5,5694379011,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796621,125,1,1,19,27,crlocdyqyb1fdhck54qxs65rl,0,73.9,90.9,2025-05-02T17:20:04.237Z,2025-05-02T17:20:06Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694379135,2,,5694379149,1,,5694379141,140,90.5,5694379147,213,5.18,5694379137,155,,5694379145,212,38.8,5694379143,141,40.0,5694379139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796629,230,12,1,19,29,4q0b35m26thti4c2on9a3npk0,1,10.1,60.8,2025-05-02T17:20:06.349Z,2025-05-02T17:20:08Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694379189,141,26.9,5694379193,213,4.60,5694379187,140,7.6,5694379185,56,Back,5694379207,15,,5694379191,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796643,231,12,1,19,32,4q0b35m26thti4c2on9a3npk0,1,7.5,27.5,2025-05-02T17:20:08.630Z,2025-05-02T17:20:14Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,5694379279,212,29.1,5694379281,213,6.17,5694379277,141,22.7,5694379283,15,,5694379273,56,Back,5694379275,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796679,126,1,1,19,33,crlocdyqyb1fdhck54qxs65rl,1,73.4,65.2,2025-05-02T17:20:09.918Z,2025-05-02T17:20:15Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694379517,212,17.4,5694379511,56,Left,5694379519,213,1.15,5694379513,140,80.1,5694379515,141,88.6,5694379509,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796691,127,50,1,19,38,crlocdyqyb1fdhck54qxs65rl,1,76.8,88.8,2025-05-02T17:20:14.420Z,2025-05-02T19:19:05Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694379563,286,,5694379581,233,232,5694379559,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796683,232,7,1,19,38,4q0b35m26thti4c2on9a3npk0,0,23.2,11.2,2025-05-02T17:20:14.421Z,2025-05-02T19:19:04Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,5694379537,56,Back,5694379569,233,127,5694379539,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796737,128,5,1,19,39,crlocdyqyb1fdhck54qxs65rl,1,76.5,101.0,2025-05-02T17:20:16.021Z,2025-05-02T19:19:39Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694379799,347,,5694379813,233,233,5694379797,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796711,233,5,1,19,39,4q0b35m26thti4c2on9a3npk0,0,23.5,-1.0,2025-05-02T17:20:16.021Z,2025-05-02T19:19:40Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,5694379635,56,Back,5694379637,347,,5694379833,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796751,129,1,1,19,44,crlocdyqyb1fdhck54qxs65rl,1,77.8,100.0,2025-05-02T17:20:21.229Z,2025-05-02T17:20:23Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694379867,107,,5694379877,213,3.44,5694379871,140,48.4,5694379869,56,Back,5694379879,1,,5694379875,212,32.3,5694379873,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796763,130,1,1,19,46,crlocdyqyb1fdhck54qxs65rl,1,48.4,87.5,2025-05-02T17:20:22.502Z,2025-05-02T17:20:24Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694379955,56,Back,5694379957,140,29.9,5694379963,213,3.88,5694379961,212,26.3,5694379959,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796799,131,1,1,19,48,crlocdyqyb1fdhck54qxs65rl,1,28.7,59.3,2025-05-02T17:20:24.623Z,2025-05-02T17:20:30Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694380155,141,44.3,5694380157,212,17.5,5694380153,140,15.2,5694380151,56,Back,5694380159,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796813,132,1,1,19,53,crlocdyqyb1fdhck54qxs65rl,1,20.8,40.9,2025-05-02T17:20:29.949Z,2025-05-02T17:20:31Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,5694380241,213,1.44,5694380235,140,22.7,5694380233,56,Back,5694380239,212,15.4,5694380237,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796827,133,1,1,19,55,crlocdyqyb1fdhck54qxs65rl,1,22.5,65.5,2025-05-02T17:20:31.781Z,2025-05-02T17:20:33Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,5694380325,213,6.14,5694380323,212,12.0,5694380319,140,33.8,5694380321,141,62.9,5694380317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796857,134,1,1,19,57,crlocdyqyb1fdhck54qxs65rl,1,33.5,66.9,2025-05-02T17:20:33.717Z,2025-05-02T17:20:35Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694380425,212,17.7,5694380419,56,Back,5694380421,140,22.8,5694380427,213,2.26,5694380423,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796887,135,1,1,19,59,crlocdyqyb1fdhck54qxs65rl,1,22.8,87.1,2025-05-02T17:20:35.500Z,2025-05-02T17:20:40Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694380593,56,Back,5694380595,140,34.2,5694380601,213,0.45,5694380597,141,95.6,5694380599,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
