id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2818895079,180,4,1,17,51,80hgdmpkvdrhw1ge9nks2kxvy,0,45.0,6.0,2025-05-25T15:19:21.328Z,2025-05-25T16:01:45Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5750104111,56,Back,5750104113,152,,5750104117,285,,5750104109,13,,5750104115,265,,5750104217,233,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818895833,204,1,1,18,42,doohk95o6e8pkqah8vkop51dg,1,47.3,95.4,2025-05-25T15:20:12.711Z,2025-05-25T15:20:13Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5750107855,213,5.45,5750107843,5,,5750107847,56,Left,5750107849,140,54.1,5750107853,212,10.6,5750107845,152,,5750107851,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818895845,205,1,1,18,43,doohk95o6e8pkqah8vkop51dg,1,54.1,83.9,2025-05-25T15:20:13.719Z,2025-05-25T15:20:14Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5750107919,56,Back,5750107929,212,10.1,5750107925,141,94.4,5750107923,140,47.3,5750107933,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818895939,206,1,1,18,44,doohk95o6e8pkqah8vkop51dg,1,47.3,94.4,2025-05-25T15:20:14.616Z,2025-05-25T15:20:19Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5750108419,1,,5750108407,196,,5750108415,212,56.9,5750108409,56,Right,5750108405,155,,5750108411,140,51.2,5750108417,213,4.78,5750108413,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818895953,181,45,1,18,49,80hgdmpkvdrhw1ge9nks2kxvy,0,52.1,85.8,2025-05-25T15:20:19.247Z,2025-05-25T16:02:05Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5750108679,233,207,5750108511,285,,5750108509,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818895967,207,3,1,18,49,doohk95o6e8pkqah8vkop51dg,1,47.9,14.2,2025-05-25T15:20:19.247Z,2025-05-25T16:02:04Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5750108621,56,Back,5750108623,286,,5750108649,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818895997,208,1,1,18,51,doohk95o6e8pkqah8vkop51dg,1,58.9,17.2,2025-05-25T15:20:21.767Z,2025-05-25T15:20:23Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5750108799,212,6.8,5750108801,213,4.54,5750108793,56,Right,5750108797,141,7.4,5750108795,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896065,209,1,1,18,53,doohk95o6e8pkqah8vkop51dg,1,58.0,7.4,2025-05-25T15:20:23.711Z,2025-05-25T15:20:27Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750109149,212,13.6,5750109147,141,27.2,5750109151,213,1.70,5750109143,56,Center,5750109145,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896115,210,1,1,18,56,doohk95o6e8pkqah8vkop51dg,1,57.5,31.3,2025-05-25T15:20:26.783Z,2025-05-25T15:20:29Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5750109455,213,1.38,5750109447,56,Center,5750109449,140,61.1,5750109453,212,19.9,5750109451,141,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896163,211,1,1,18,59,doohk95o6e8pkqah8vkop51dg,1,69.3,63.6,2025-05-25T15:20:29.343Z,2025-05-25T15:20:33Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5750109673,141,89.0,5750109677,213,0.79,5750109675,212,24.2,5750109671,140,85.5,5750109669,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896209,212,1,1,19,3,doohk95o6e8pkqah8vkop51dg,0,82.2,88.5,2025-05-25T15:20:32.975Z,2025-05-25T15:20:35Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5750109899,155,,5750109907,212,30.5,5750109903,140,97.4,5750109901,56,Center,5750109909,213,5.26,5750109897,2,,5750109905,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896557,184,1,1,19,24,80hgdmpkvdrhw1ge9nks2kxvy,1,7.3,59.7,2025-05-25T15:20:54.517Z,2025-05-25T15:21:01Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5750111735,157,,5750111745,212,63.7,5750111749,1,,5750111739,56,Left,5750111737,198,,5750111741,140,65.2,5750111747,213,0.30,5750111743,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896569,185,61,1,19,29,80hgdmpkvdrhw1ge9nks2kxvy,0,65.2,87.8,2025-05-25T15:20:58.924Z,2025-05-25T17:29:38Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750111801,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896545,213,4,1,19,30,doohk95o6e8pkqah8vkop51dg,1,32.0,12.4,2025-05-25T15:21:00.662Z,2025-05-25T15:40:17Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5750111881,56,Back,5750111979,233,186,5750221255,285,,5750111887,152,,5750111875,295,,5750111869,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896575,186,4,1,19,30,80hgdmpkvdrhw1ge9nks2kxvy,0,68.0,87.6,2025-05-25T15:21:00.663Z,2025-05-25T15:40:16Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750111939,56,Left,5750221195,295,,5750112051,233,213,5750112057,286,,5750111941,152,,5750111937,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896839,214,1,1,19,43,doohk95o6e8pkqah8vkop51dg,1,28.1,4.4,2025-05-25T15:21:12.823Z,2025-05-25T15:21:16Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5750113347,56,Back,5750113343,196,,5750113355,213,1.73,5750113341,155,,5750113351,141,67.4,5750113345,152,,5750113357,1,,5750113353,212,43.4,5750113339,5,,5750113349,140,,,,,,21.6,,,,,,,,,,,,,,,,,,,,,
2818896871,215,1,1,19,46,doohk95o6e8pkqah8vkop51dg,1,22.7,66.8,2025-05-25T15:21:16.486Z,2025-05-25T15:21:19Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5750113551,141,84.8,5750113547,56,Back,5750113553,212,12.7,5750113555,213,1.30,5750113549,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896911,216,1,1,19,49,doohk95o6e8pkqah8vkop51dg,0,26.2,89.3,2025-05-25T15:21:18.942Z,2025-05-25T15:21:22Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5750113809,140,35.1,5750113811,141,30.8,5750113805,155,,5750113813,212,40.9,5750113817,1,,5750113807,56,Back,5750113815,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896953,188,61,1,19,54,80hgdmpkvdrhw1ge9nks2kxvy,1,65.0,48.1,2025-05-25T15:21:24.675Z,2025-05-25T15:41:33Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5750114089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896941,187,43,1,19,54,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-25T15:21:24.693Z,2025-05-25T15:21:31Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5750114011,285,0,5750114457,144,74,5750114009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896965,217,8,1,19,55,doohk95o6e8pkqah8vkop51dg,1,26.0,42.4,2025-05-25T15:21:25.054Z,2025-05-25T15:41:31Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750114147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896995,190,1,1,19,55,80hgdmpkvdrhw1ge9nks2kxvy,0,67.3,56.3,2025-05-25T15:21:25.699Z,2025-05-25T18:25:32Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5750114277,56,Center,5750114279,140,76.7,5750114281,141,47.9,5750114283,212,11.4,5750114285,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818896999,219,1,1,19,56,doohk95o6e8pkqah8vkop51dg,1,26.0,42.4,2025-05-25T15:21:26.534Z,2025-05-25T15:21:28Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750114309,213,5.60,5750114305,141,40.0,5750114307,212,2.6,5750114303,140,27.9,5750114301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897035,220,1,1,19,58,doohk95o6e8pkqah8vkop51dg,1,29.4,41.8,2025-05-25T15:21:28.734Z,2025-05-25T15:21:42Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,1.0,,5750114511,141,60.6,5750114541,4,,5750114517,1,,5750114513,212,39.1,5750114509,140,64.6,5750114507,56,Center,5750114515,213,0.33,5750115425,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897081,221,15,1,20,5,doohk95o6e8pkqah8vkop51dg,1,88.6,64.7,2025-05-25T15:21:34.862Z,2025-05-25T17:46:28Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5750115485,78,,5750114801,64,,5750115499,215,,5750854307,22,,5750115501,146,98.2,5750115495,102,50.1,5750114803,56,Center,5750115041,72,,5750115489,29,,5750115491,55,5750115503,147,5750115497,103,10.8,220,52.2,5750115519,233,191,,,,,,,,,,,,,,,,,
2818897101,191,10,1,20,5,80hgdmpkvdrhw1ge9nks2kxvy,1,4.1,48.1,2025-05-25T15:21:34.962Z,2025-05-25T15:21:44Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5750115559,233,221,5750114929,56,Back,5750114925,178,,5750114927,182,,5750114923,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897455,193,1,1,20,28,80hgdmpkvdrhw1ge9nks2kxvy,0,2.7,52.5,2025-05-25T15:21:58.341Z,2025-05-25T17:31:06Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5750116913,141,24.0,5750116923,1,,5750116911,140,62.4,5750798891,199,,5750116909,56,Center,5750116915,212,65.6,5750116919,213,5.98,5750796281,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897479,223,1,1,20,30,doohk95o6e8pkqah8vkop51dg,1,34.9,51.8,2025-05-25T15:22:00.318Z,2025-05-25T15:22:01Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5750117085,213,2.64,5750117077,56,Back,5750117081,141,56.1,5750117083,212,6.1,5750117079,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897505,224,1,1,20,31,doohk95o6e8pkqah8vkop51dg,1,29.8,56.1,2025-05-25T15:22:01.022Z,2025-05-25T15:22:03Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5750117189,56,Back,5750117197,213,5.37,5750117195,212,14.6,5750117193,141,39.1,5750117191,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897509,225,61,1,20,33,doohk95o6e8pkqah8vkop51dg,0,38.3,39.1,2025-05-25T15:22:02.909Z,2025-05-25T15:22:03Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750117215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897599,195,1,1,20,38,80hgdmpkvdrhw1ge9nks2kxvy,1,69.0,81.5,2025-05-25T15:22:08.236Z,2025-05-25T15:22:10Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5750117643,140,45.4,5750117647,212,24.9,5750117641,56,Back,5750117649,213,3.25,5750117645,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897631,196,1,1,20,40,80hgdmpkvdrhw1ge9nks2kxvy,1,53.2,83.9,2025-05-25T15:22:10.667Z,2025-05-25T15:22:12Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5750117821,213,5.52,5750117813,56,Center,5750117817,141,71.2,5750117815,140,61.8,5750117819,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897657,197,1,1,20,42,80hgdmpkvdrhw1ge9nks2kxvy,1,64.8,70.8,2025-05-25T15:22:12.636Z,2025-05-25T15:22:14Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750117941,141,55.5,5750117943,212,15.8,5750117937,56,Center,5750117939,140,53.5,5750117945,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897709,198,1,1,20,44,80hgdmpkvdrhw1ge9nks2kxvy,1,53.5,55.5,2025-05-25T15:22:14.484Z,2025-05-25T15:22:17Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5750118261,56,Center,5750118267,212,13.2,5750118263,140,61.1,5750118269,213,0.92,5750118265,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897771,199,1,1,20,47,80hgdmpkvdrhw1ge9nks2kxvy,1,59.6,72.3,2025-05-25T15:22:17.035Z,2025-05-25T15:22:22Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5750118629,213,4.90,5750118625,141,38.5,5750118627,212,23.4,5750118623,140,63.7,5750118621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897839,200,1,1,20,52,80hgdmpkvdrhw1ge9nks2kxvy,1,61.9,47.9,2025-05-25T15:22:22.278Z,2025-05-25T15:22:27Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5750119003,212,35.1,5750119007,1,,5750119001,141,88.9,5750118999,140,82.2,5750119005,213,0.92,5750118993,155,,5750118997,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897853,201,1,1,20,57,80hgdmpkvdrhw1ge9nks2kxvy,0,84.5,83.6,2025-05-25T15:22:27.059Z,2025-05-25T15:22:27Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750119069,213,4.75,5750119067,212,13.7,5750119063,140,85.0,5750119065,141,63.4,5750119061,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897889,226,12,1,20,58,doohk95o6e8pkqah8vkop51dg,1,8.2,37.4,2025-05-25T15:22:28.742Z,2025-05-25T15:22:30Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750119295,212,6.9,5750119297,213,4.67,5750119293,141,27.2,5750119291,140,7.9,5750119289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897895,227,12,1,21,0,doohk95o6e8pkqah8vkop51dg,1,7.9,27.2,2025-05-25T15:22:30.614Z,2025-05-25T15:22:33Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5750119357,15,,5750119339,213,5.45,5750119329,140,19.4,5750119327,56,Back,5750119337,212,18.0,5750119333,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897909,202,83,1,21,2,80hgdmpkvdrhw1ge9nks2kxvy,0,79.3,87.2,2025-05-25T15:22:32.604Z,2025-05-25T15:22:34Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5750119545,399,2urilkjhzglzfbteda50ml8us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897925,228,50,1,21,2,doohk95o6e8pkqah8vkop51dg,1,20.1,9.4,2025-05-25T15:22:32.790Z,2025-05-25T16:01:54Z,2urilkjhzglzfbteda50ml8us,M. Håheim-Elveseter,,,5750119611,233,203,5750119493,56,Back,5750119495,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897941,203,7,1,21,2,80hgdmpkvdrhw1ge9nks2kxvy,1,79.9,90.6,2025-05-25T15:22:32.791Z,2025-05-25T16:01:53Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5750119557,56,Left,5750119579,233,228,5750119559,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897957,204,1,1,21,4,80hgdmpkvdrhw1ge9nks2kxvy,0,79.3,87.2,2025-05-25T15:22:34.396Z,2025-05-25T15:22:36Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5750119669,213,5.28,5750119661,56,Center,5750119665,141,61.5,5750119667,212,20.7,5750119663,140,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897991,229,12,1,21,6,doohk95o6e8pkqah8vkop51dg,1,9.8,37.6,2025-05-25T15:22:36.205Z,2025-05-25T15:22:38Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5750119839,213,5.53,5750119837,212,32.5,5750119833,140,32.3,5750119835,141,4.7,5750119831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818897997,230,61,1,21,8,doohk95o6e8pkqah8vkop51dg,0,32.3,4.7,2025-05-25T15:22:38.581Z,2025-05-25T15:22:39Z,2urilkjhzglzfbteda50ml8us,M. Håheim-Elveseter,,,5750119867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898139,205,5,1,21,9,80hgdmpkvdrhw1ge9nks2kxvy,1,65.0,100.6,2025-05-25T15:22:39.619Z,2025-05-25T17:34:16Z,bab8s40ltdf9v117umanbcmxg,A. Kinteh,,,5750120623,347,,5750120621,56,Left,5750120651,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898023,231,5,1,21,9,doohk95o6e8pkqah8vkop51dg,0,35.0,-0.6,2025-05-25T15:22:39.619Z,2025-05-25T17:34:16Z,2urilkjhzglzfbteda50ml8us,M. Håheim-Elveseter,,,5750120009,347,,5750120683,233,205,5750120007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898173,206,1,1,21,17,80hgdmpkvdrhw1ge9nks2kxvy,1,61.5,100.0,2025-05-25T15:22:47.084Z,2025-05-25T15:22:49Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5750120833,1,,5750120831,213,3.55,5750120821,140,35.2,5750120817,56,Back,5750120813,107,,5750120829,212,30.1,5750120825,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898283,207,1,1,21,19,80hgdmpkvdrhw1ge9nks2kxvy,1,39.3,88.3,2025-05-25T15:22:49.700Z,2025-05-25T15:22:56Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5750121469,212,24.7,5750121465,140,24.8,5750121471,213,4.05,5750121467,141,59.7,5750121463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898349,208,1,1,21,26,80hgdmpkvdrhw1ge9nks2kxvy,1,24.7,62.3,2025-05-25T15:22:56.542Z,2025-05-25T15:23:00Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5750121739,155,,5750121751,141,12.8,5750121753,212,56.2,5750121759,213,5.64,5750121747,140,67.6,5750121743,56,Right,5750121763,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898363,209,1,1,21,28,80hgdmpkvdrhw1ge9nks2kxvy,0,57.6,3.1,2025-05-25T15:22:58.715Z,2025-05-25T18:25:53Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5750121829,212,2.4,5750237975,286,,5750121825,140,59.0,5750237969,236,,5750121827,141,5.8,5750121823,56,Right,5750237971,233,363,5750121831,213,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818918497,363,74,1,21,28,doohk95o6e8pkqah8vkop51dg,1,45.0,94.0,2025-05-25T15:22:58.716Z,2025-05-25T16:01:49Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5750237069,285,,5750237067,56,Back,5750238013,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898447,234,1,1,21,32,doohk95o6e8pkqah8vkop51dg,1,54.8,77.6,2025-05-25T15:23:02.541Z,2025-05-25T15:23:06Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5750122243,56,Left,5750122251,213,0.50,5750122247,141,88.7,5750122245,140,68.0,5750122249,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898491,235,1,1,21,36,doohk95o6e8pkqah8vkop51dg,1,82.2,88.4,2025-05-25T15:23:06.413Z,2025-05-25T15:23:09Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5750122459,140,84.2,5750122461,141,51.2,5750122455,155,,5750122463,212,25.4,5750122453,2,,5750122465,213,4.80,5750122457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898535,236,1,1,21,39,doohk95o6e8pkqah8vkop51dg,1,84.2,51.2,2025-05-25T15:23:08.909Z,2025-05-25T15:23:11Z,xctg7y5ks41cjjnerqkia38p,S. Guðjohnsen,,,5750122729,212,11.4,5750122731,213,1.90,5750122723,56,Center,5750122727,141,67.1,5750122725,140,80.7,5750122721,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898541,237,50,1,21,41,doohk95o6e8pkqah8vkop51dg,1,80.2,67.8,2025-05-25T15:23:11.397Z,2025-05-25T16:01:54Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5750241323,233,210,5750122775,56,Center,5750122777,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898569,210,7,1,21,41,80hgdmpkvdrhw1ge9nks2kxvy,1,19.8,32.2,2025-05-25T15:23:11.398Z,2025-05-25T16:01:54Z,95t0lc2qqgzxp92n1pr62n816,D. Edvardsson,,,5750122975,285,,5750122973,56,Back,5750241293,233,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818920839,452,1,1,21,46,80hgdmpkvdrhw1ge9nks2kxvy,1,33.2,33.6,2025-05-25T15:23:16.228Z,2025-05-25T15:45:04Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5750249733,56,Center,5750249737,140,50.0,5750249741,212,20.9,5750249743,213,0.56,5750249739,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898627,212,1,1,21,47,80hgdmpkvdrhw1ge9nks2kxvy,1,24.9,20.3,2025-05-25T15:23:17.220Z,2025-05-25T15:45:50Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5750123329,212,25.4,5750123331,213,2.32,5750123325,140,8.4,5750123327,141,47.7,5750123323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898641,213,43,1,21,50,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-25T15:23:20.443Z,2025-05-25T15:45:52Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5750123441,141,54.3,5750123433,56,Back,5750254723,144,1,5750123449,213,2.09,5750123445,212,27.3,5750123435,140,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898701,214,1,1,21,53,80hgdmpkvdrhw1ge9nks2kxvy,1,5.6,54.3,2025-05-25T15:23:22.852Z,2025-05-25T15:23:25Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5750123761,212,15.3,5750123755,56,Back,5750123763,213,5.00,5750123759,141,32.7,5750123757,140,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898747,215,1,1,21,55,80hgdmpkvdrhw1ge9nks2kxvy,1,21.1,38.9,2025-05-25T15:23:25.675Z,2025-05-25T15:23:28Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5750123969,56,Back,5750123977,213,5.84,5750123975,212,20.3,5750123973,141,26.1,5750123971,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898755,216,1,1,21,58,80hgdmpkvdrhw1ge9nks2kxvy,0,38.4,28.5,2025-05-25T15:23:28.243Z,2025-05-25T15:23:29Z,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,5750124029,56,Back,5750124031,140,45.9,5750124037,213,1.03,5750124033,141,47.9,5750124035,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898761,238,8,1,21,59,doohk95o6e8pkqah8vkop51dg,1,49.9,53.0,2025-05-25T15:23:29.580Z,2025-05-25T15:23:29Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5750124073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898869,240,1,1,22,0,doohk95o6e8pkqah8vkop51dg,1,52.9,74.1,2025-05-25T15:23:30.612Z,2025-05-25T15:23:35Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5750124665,213,6.06,5750124657,56,Center,5750124661,141,68.1,5750124663,212,18.1,5750124659,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818898899,241,1,1,22,5,doohk95o6e8pkqah8vkop51dg,1,78.8,79.4,2025-05-25T15:23:35.645Z,2025-05-25T15:23:37Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5750124815,56,Left,5750124819,141,90.2,5750124823,213,0.68,5750124821,212,11.6,5750124817,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
