id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2815284629,294,1,1,22,34,c7jgkxx1czv5etn7snf1r6p2m,1,78.9,91.7,2025-05-16T16:23:47.231Z,2025-05-16T16:23:48Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5730183095,56,Left,5730183103,213,0.08,5730183101,212,8.0,5730183097,140,86.5,5730183099,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815284665,295,1,1,22,35,c7jgkxx1czv5etn7snf1r6p2m,1,84.4,92.0,2025-05-16T16:23:48.103Z,2025-05-16T16:23:52Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5730183311,212,20.1,5730183309,141,80.9,5730183307,140,66.7,5730183305,56,Left,5730183313,213,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815284687,296,1,1,22,39,c7jgkxx1czv5etn7snf1r6p2m,1,72.0,76.6,2025-05-16T16:23:52.414Z,2025-05-16T16:24:44Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,1.0,5730183461,213,5.20,5730183459,212,22.1,5730185525,22,,5730185523,154,,5730183449,56,Center,5730183457,141,47.9,5730185521,210,16,5730183455,140,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815284713,135,45,1,22,42,d8w1m5j3jbd1eva8524dv4a20,0,18.0,50.6,2025-05-16T16:23:54.974Z,2025-05-16T17:04:03Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5730183581,56,Back,5730184097,233,297,5730183583,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815284793,297,3,1,22,42,c7jgkxx1czv5etn7snf1r6p2m,1,82.0,49.4,2025-05-16T16:23:54.974Z,2025-05-16T17:04:03Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5730184023,56,Center,5730184073,233,135,5730184025,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815284799,298,16,1,22,43,c7jgkxx1czv5etn7snf1r6p2m,1,82.9,50.8,2025-05-16T16:23:56.206Z,2025-05-16T18:40:08Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5730185561,72,,5730184055,254,,5730184049,22,,5730184051,18,,5730185565,29,,5730632211,136,,5730185575,103,24.7,5730184053,56,Center,5730185577,230,98.5,5730185579,231,50.7,5730185563,81,,5730185569,55,296,5730185231,374,2025-05-16 17:23:55.128,5730185573,102,47.0,5730185567,154,,5730185235,375,22:42.336,,,,,
2815285201,137,1,1,23,48,d8w1m5j3jbd1eva8524dv4a20,1,50.1,49.9,2025-05-16T16:25:01.625Z,2025-05-16T16:57:22Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5730186669,212,24.7,5730186671,213,3.13,5730186667,141,50.3,5730186673,279,G,5730186663,56,Back,5730186665,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285223,138,1,1,23,50,d8w1m5j3jbd1eva8524dv4a20,1,26.6,50.3,2025-05-16T16:25:03.530Z,2025-05-16T16:57:26Z,dmzue0z7q5147nxeo24emskid,A. Wichne,,,5730186801,1,,5730186793,140,67.6,5730186795,141,90.3,5730186797,212,50.9,5730186789,155,,5730186799,213,0.56,5730186791,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285245,139,1,1,23,54,d8w1m5j3jbd1eva8524dv4a20,1,67.6,90.3,2025-05-16T16:25:06.921Z,2025-05-16T16:57:15Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5730186923,213,6.17,5730186919,141,88.4,5730186911,3,,5730186915,56,Left,5730186913,168,,5730186917,140,78.5,5730186921,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299079,316,61,1,23,55,d8w1m5j3jbd1eva8524dv4a20,0,75.4,87.5,2025-05-16T16:25:07.792Z,2025-05-16T16:57:20Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730266517,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285233,299,44,1,23,56,c7jgkxx1czv5etn7snf1r6p2m,1,21.1,12.8,2025-05-16T16:25:09.118Z,2025-05-16T18:14:41Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730187031,233,140,5730186849,56,Back,5730186851,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285251,140,44,1,23,56,d8w1m5j3jbd1eva8524dv4a20,0,78.9,87.2,2025-05-16T16:25:09.119Z,2025-05-16T18:14:41Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730187061,233,299,5730186937,56,Left,5730186939,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285281,300,1,1,23,56,c7jgkxx1czv5etn7snf1r6p2m,1,20.6,14.7,2025-05-16T16:25:09.326Z,2025-05-16T18:19:46Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730187129,3,,5730187147,212,13.9,5730187145,141,10.1,5730187141,140,33.5,5730187149,213,6.06,5730187135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285289,301,1,1,23,57,c7jgkxx1czv5etn7snf1r6p2m,0,32.3,8.3,2025-05-16T16:25:10.645Z,2025-05-16T18:19:51Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5730187177,140,36.4,5730187175,56,Back,5730187181,212,4.3,5730187173,3,,5730187183,213,0.08,5730187179,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285279,141,1,1,23,58,d8w1m5j3jbd1eva8524dv4a20,0,63.1,93.9,2025-05-16T16:25:10.825Z,2025-05-16T18:19:53Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5730187119,213,5.45,5730187111,56,Left,5730187117,212,9.5,5730187113,140,69.2,5730187115,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285287,142,43,1,23,59,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-05-16T16:25:12.401Z,2025-05-16T16:58:10Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5730267025,144,61,5730187161,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299165,317,1,1,24,2,d8w1m5j3jbd1eva8524dv4a20,1,54.5,84.5,2025-05-16T16:25:14.792Z,2025-05-16T16:58:30Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5730267141,213,2.94,5730267139,212,13.1,5730267137,141,88.3,5730267133,56,Back,5730267135,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285317,143,1,1,24,3,d8w1m5j3jbd1eva8524dv4a20,0,41.8,87.2,2025-05-16T16:25:16.465Z,2025-05-16T18:19:10Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5730187507,286,,5730187367,140,48.8,5730187371,212,7.4,5730187365,56,Back,5730538869,233,302,5730187499,236,,5730187369,141,86.0,5730187373,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285339,302,74,1,24,3,c7jgkxx1czv5etn7snf1r6p2m,1,56.1,6.1,2025-05-16T16:25:16.466Z,2025-05-16T18:19:10Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5730538905,233,143,5730187483,56,Right,5730187485,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285779,307,8,1,24,3,c7jgkxx1czv5etn7snf1r6p2m,1,33.5,9.4,2025-05-16T16:25:16.542Z,2025-05-16T16:27:33Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5730189891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286087,309,61,1,24,5,c7jgkxx1czv5etn7snf1r6p2m,0,59.8,5.3,2025-05-16T16:25:17.902Z,2025-05-16T16:26:31Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5730191545,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286185,310,45,1,24,7,c7jgkxx1czv5etn7snf1r6p2m,0,70.4,10.8,2025-05-16T16:25:19.792Z,2025-05-16T16:58:48Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5730267423,233,318,5730192305,286,,5730192303,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299207,318,3,1,24,7,d8w1m5j3jbd1eva8524dv4a20,1,29.6,89.2,2025-05-16T16:25:19.792Z,2025-05-16T16:58:49Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5730267409,233,310,5730267397,285,,5730267395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285351,144,1,1,24,7,d8w1m5j3jbd1eva8524dv4a20,1,33.6,86.0,2025-05-16T16:25:19.938Z,2025-05-16T16:58:52Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5730187583,56,Back,5730187585,140,39.5,5730187591,213,5.47,5730187589,212,9.0,5730187587,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285377,145,1,1,24,8,d8w1m5j3jbd1eva8524dv4a20,1,39.5,76.4,2025-05-16T16:25:20.817Z,2025-05-16T16:59:09Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5730187723,212,17.0,5730187725,213,3.36,5730187721,141,71.1,5730187719,140,23.7,5730187717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285423,146,1,1,24,9,d8w1m5j3jbd1eva8524dv4a20,0,23.7,71.1,2025-05-16T16:25:21.994Z,2025-05-16T16:25:27Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5730187937,212,49.4,5730187941,1,,5730187935,141,91.4,5730187933,140,68.9,5730187939,213,0.28,5730187929,157,,5730187931,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285415,303,44,1,24,12,c7jgkxx1czv5etn7snf1r6p2m,1,29.7,8.3,2025-05-16T16:25:25.014Z,2025-05-16T18:14:42Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730188013,233,147,5730187891,285,,5730187889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285429,147,44,1,24,12,d8w1m5j3jbd1eva8524dv4a20,0,70.3,91.7,2025-05-16T16:25:25.015Z,2025-05-16T18:14:42Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730187957,56,Left,5730187959,286,,5730188029,233,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285431,304,1,1,24,12,c7jgkxx1czv5etn7snf1r6p2m,1,27.2,7.7,2025-05-16T16:25:25.214Z,2025-05-16T16:25:26Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730187967,56,Back,5730187969,140,41.2,5730187971,141,18.0,5730187975,213,0.44,5730187965,3,,5730187973,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285435,305,61,1,24,13,c7jgkxx1czv5etn7snf1r6p2m,0,41.2,18.2,2025-05-16T16:25:26.671Z,2025-05-16T16:25:27Z,5occq5bmrhcs8rtxwsdi18bf9,Moustafa Zeidan,,,5730187979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285529,148,1,1,24,15,d8w1m5j3jbd1eva8524dv4a20,1,54.3,77.0,2025-05-16T16:25:28.265Z,2025-05-16T16:25:35Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5730188455,140,55.2,5730188453,56,Right,5730188463,1,,5730188457,141,20.6,5730188459,212,38.4,5730188461,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285577,149,1,1,24,22,d8w1m5j3jbd1eva8524dv4a20,1,61.1,24.4,2025-05-16T16:25:35.393Z,2025-05-16T16:25:41Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5730188743,155,,5730188745,196,,5730188751,141,92.0,5730188747,56,Left,5730188753,212,48.8,5730188755,213,1.23,5730188749,140,76.8,5730188757,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285585,150,3,1,24,27,d8w1m5j3jbd1eva8524dv4a20,0,78.9,91.9,2025-05-16T16:25:40.525Z,2025-05-16T18:15:08Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730188789,56,Left,5730188793,286,,5730188831,233,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285579,306,7,1,24,27,c7jgkxx1czv5etn7snf1r6p2m,0,21.1,8.1,2025-05-16T16:25:40.526Z,2025-05-16T18:15:07Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730188767,56,Back,5730188769,285,,5730188817,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285629,151,1,1,24,29,d8w1m5j3jbd1eva8524dv4a20,1,72.3,93.9,2025-05-16T16:25:42.385Z,2025-05-16T16:25:45Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730189031,212,16.5,5730189027,141,77.2,5730189023,56,Center,5730189025,140,60.9,5730189035,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285645,152,1,1,24,32,d8w1m5j3jbd1eva8524dv4a20,1,60.9,77.2,2025-05-16T16:25:45.729Z,2025-05-16T16:25:47Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5730189125,141,93.5,5730189123,140,71.1,5730189127,212,15.4,5730189129,213,0.80,5730189121,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285659,153,1,1,24,34,d8w1m5j3jbd1eva8524dv4a20,1,71.1,93.5,2025-05-16T16:25:47.345Z,2025-05-16T17:00:41Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5730189197,213,4.46,5730189191,140,68.4,5730189189,56,Center,5730189195,212,11.2,5730189193,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285679,154,1,1,24,35,d8w1m5j3jbd1eva8524dv4a20,1,68.4,77.5,2025-05-16T16:25:48.617Z,2025-05-16T16:25:50Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730189311,212,13.3,5730189309,141,89.1,5730189313,213,2.51,5730189305,56,Left,5730189307,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285691,155,1,1,24,37,d8w1m5j3jbd1eva8524dv4a20,1,58.2,89.1,2025-05-16T16:25:50.721Z,2025-05-16T16:25:52Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5730189379,212,11.5,5730189375,140,68.0,5730189373,56,Left,5730189381,213,5.83,5730189377,141,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285719,156,1,1,24,39,d8w1m5j3jbd1eva8524dv4a20,1,68.0,81.7,2025-05-16T16:25:52.210Z,2025-05-16T16:25:56Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5730189533,212,30.1,5730189535,213,3.96,5730189531,141,49.3,5730189529,140,48.4,5730189527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285745,157,1,1,24,43,d8w1m5j3jbd1eva8524dv4a20,1,48.4,49.3,2025-05-16T16:25:55.850Z,2025-05-16T16:25:58Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5730189675,213,4.70,5730189663,56,Back,5730189667,140,48.2,5730189669,141,20.9,5730189671,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285755,158,1,1,24,45,d8w1m5j3jbd1eva8524dv4a20,1,51.4,21.0,2025-05-16T16:25:58.634Z,2025-05-16T16:26:01Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5730189743,141,3.2,5730189745,212,17.4,5730189735,56,Right,5730189739,140,63.3,5730189747,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285765,159,1,1,24,47,d8w1m5j3jbd1eva8524dv4a20,1,63.3,3.2,2025-05-16T16:26:00.785Z,2025-05-16T16:26:02Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5730189813,212,10.5,5730189815,213,1.55,5730189807,56,Right,5730189811,141,18.6,5730189809,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285787,160,1,1,24,49,d8w1m5j3jbd1eva8524dv4a20,1,63.5,18.6,2025-05-16T16:26:02.177Z,2025-05-16T16:26:04Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,,5730189933,141,2.5,5730189935,212,11.0,5730189931,140,62.2,5730189929,56,Right,5730189937,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285801,161,1,1,24,51,d8w1m5j3jbd1eva8524dv4a20,1,62.2,2.5,2025-05-16T16:26:04.578Z,2025-05-16T16:26:06Z,45bvacft2k18ioxx2eek63y8k,V. Solheim,,,5730190027,213,2.90,5730190021,140,38.3,5730190019,56,Back,5730190025,212,25.9,5730190023,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285855,162,1,1,24,53,d8w1m5j3jbd1eva8524dv4a20,1,38.3,11.7,2025-05-16T16:26:06.746Z,2025-05-16T16:26:11Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5730190323,141,37.6,5730190325,212,19.6,5730190319,56,Back,5730190321,140,30.2,5730190327,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285921,163,1,1,24,58,d8w1m5j3jbd1eva8524dv4a20,1,43.9,46.1,2025-05-16T16:26:11.753Z,2025-05-16T16:26:15Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5730190675,213,0.32,5730190673,212,10.7,5730190667,56,Center,5730190669,140,53.6,5730190671,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285929,164,4,1,25,2,d8w1m5j3jbd1eva8524dv4a20,1,49.3,46.9,2025-05-16T16:26:15.442Z,2025-05-16T17:03:55Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5730190871,233,308,5730190737,13,,5730190741,152,,5730190745,286,,5730190743,265,,5730190739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815285941,308,4,1,25,2,c7jgkxx1czv5etn7snf1r6p2m,0,50.7,53.1,2025-05-16T16:26:15.443Z,2025-05-16T17:03:55Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5730190881,233,164,5730190859,152,,5730190861,265,,5730190855,13,,5730190863,285,,5730190857,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286031,165,1,1,25,9,d8w1m5j3jbd1eva8524dv4a20,1,52.9,42.4,2025-05-16T16:26:22.177Z,2025-05-16T16:26:25Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5730191283,5,,5730191285,152,,5730191291,141,16.5,5730191289,140,54.4,5730191295,213,4.80,5730191293,212,17.7,5730191287,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286083,166,1,1,25,12,d8w1m5j3jbd1eva8524dv4a20,1,54.4,16.5,2025-05-16T16:26:25.049Z,2025-05-16T16:26:28Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5730191523,140,42.1,5730191525,141,36.1,5730191527,212,18.6,5730191529,213,2.34,5730191521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286121,167,1,1,25,15,d8w1m5j3jbd1eva8524dv4a20,1,42.1,36.1,2025-05-16T16:26:28.385Z,2025-05-16T16:26:34Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5730191803,213,1.65,5730191799,141,80.9,5730191797,140,39.9,5730191801,212,30.6,5730191795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286129,168,1,1,25,21,d8w1m5j3jbd1eva8524dv4a20,1,39.9,80.9,2025-05-16T16:26:34.721Z,2025-05-16T16:26:35Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5730191855,212,24.5,5730191853,141,45.2,5730191857,213,4.59,5730191849,56,Back,5730191851,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286153,169,1,1,25,22,d8w1m5j3jbd1eva8524dv4a20,1,37.1,45.2,2025-05-16T16:26:35.553Z,2025-05-16T16:26:38Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,,5730192027,140,41.7,5730192031,212,17.5,5730192029,141,20.4,5730192025,56,Back,5730192033,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286189,170,1,1,25,25,d8w1m5j3jbd1eva8524dv4a20,1,43.5,22.7,2025-05-16T16:26:38.529Z,2025-05-16T16:26:42Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,,5730192331,56,Back,5730192339,213,1.75,5730192341,1,,5730192337,212,37.9,5730192333,140,37.2,5730192335,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286205,171,1,1,25,29,d8w1m5j3jbd1eva8524dv4a20,1,37.2,77.6,2025-05-16T16:26:42.088Z,2025-05-16T16:26:44Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5730192433,141,91.8,5730192423,56,Back,5730192441,213,0.70,5730192437,212,15.1,5730192427,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286245,172,1,1,25,31,d8w1m5j3jbd1eva8524dv4a20,1,48.2,91.8,2025-05-16T16:26:44.312Z,2025-05-16T16:26:49Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5730192675,141,76.7,5730192673,140,31.2,5730192677,212,20.6,5730192671,56,Back,5730192679,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286259,173,1,1,25,36,d8w1m5j3jbd1eva8524dv4a20,0,31.2,76.7,2025-05-16T16:26:49.625Z,2025-05-16T16:26:52Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,,5730192743,212,65.2,5730192735,157,,5730192745,213,5.86,5730192739,140,87.7,5730192741,141,36.9,5730192747,1,,5730192737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286347,312,1,1,25,45,c7jgkxx1czv5etn7snf1r6p2m,1,11.0,57.2,2025-05-16T16:26:57.902Z,2025-05-16T16:27:00Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5730193245,140,26.8,5730193243,56,Back,5730193247,141,33.1,5730193311,189,,5730193251,213,5.50,5730193249,212,23.3,5730193241,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286403,313,1,1,25,49,c7jgkxx1czv5etn7snf1r6p2m,1,31.0,39.1,2025-05-16T16:27:02.358Z,2025-05-16T16:27:05Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5730193561,56,Back,5730193569,213,1.45,5730193567,212,19.1,5730193563,140,33.2,5730193565,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286453,314,1,1,25,52,c7jgkxx1czv5etn7snf1r6p2m,1,40.9,66.3,2025-05-16T16:27:05.390Z,2025-05-16T16:27:10Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5730193835,213,0.70,5730193833,212,32.1,5730193837,1,,5730193827,56,Left,5730193831,141,96.8,5730193829,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286465,315,1,1,25,57,c7jgkxx1czv5etn7snf1r6p2m,1,64.7,94.4,2025-05-16T16:27:10.309Z,2025-05-16T16:27:12Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5730193917,213,4.49,5730193907,140,61.9,5730193911,141,75.3,5730193905,56,Center,5730193913,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286485,316,1,1,25,59,c7jgkxx1czv5etn7snf1r6p2m,1,61.1,77.0,2025-05-16T16:27:12.198Z,2025-05-16T16:27:14Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5730194021,213,1.12,5730194019,212,13.6,5730194017,141,95.0,5730194013,56,Left,5730194015,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286519,317,1,1,26,1,c7jgkxx1czv5etn7snf1r6p2m,1,65.7,94.8,2025-05-16T16:27:13.982Z,2025-05-16T16:27:17Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5730194189,56,Back,5730194201,213,3.75,5730194193,140,44.4,5730194197,141,72.0,5730194199,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286553,318,1,1,26,4,c7jgkxx1czv5etn7snf1r6p2m,1,38.3,69.6,2025-05-16T16:27:17.422Z,2025-05-16T16:27:22Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5730194407,56,Back,5730194415,213,4.75,5730194413,212,33.9,5730194409,140,39.5,5730194419,1,,5730194411,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815286577,319,1,1,26,9,c7jgkxx1czv5etn7snf1r6p2m,1,33.7,27.4,2025-05-16T16:27:22.230Z,2025-05-16T16:27:23Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5730194553,141,36.4,5730194555,212,10.9,5730194549,56,Back,5730194557,213,0.60,5730194551,140,42.3,5730194547,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
