id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/value
2813625799,192,1,1,19,3,doohk95o6e8pkqah8vkop51dg,1,78.3,77.7,2025-05-11T15:20:37.057Z,2025-05-11T15:20:38Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5720867909,140,74.8,5720867911,141,77.7,5720867913,212,3.7,5720867907,56,Center,5720867915,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813625801,193,1,1,19,4,doohk95o6e8pkqah8vkop51dg,0,74.8,77.7,2025-05-11T15:20:38.073Z,2025-05-11T15:20:39Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5720867939,213,0.22,5720867997,233,152,5720867995,236,,5720867933,140,79.1,5720868001,286,,5720867937,212,4.6,5720867935,141,79.2,5720867931,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813625807,152,74,1,19,4,crlocdyqyb1fdhck54qxs65rl,1,22.7,26.7,2025-05-11T15:20:38.074Z,2025-05-11T17:09:49Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5720867949,56,Back,5720868007,233,193,5720867951,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813625861,194,1,1,19,7,doohk95o6e8pkqah8vkop51dg,1,67.7,59.0,2025-05-11T15:20:41.009Z,2025-05-11T15:20:43Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720868251,140,66.8,5720868255,141,41.2,5720868257,212,12.1,5720868247,56,Center,5720868259,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813625893,195,1,1,19,10,doohk95o6e8pkqah8vkop51dg,1,65.4,32.0,2025-05-11T15:20:43.522Z,2025-05-11T15:20:46Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5720868399,213,5.86,5720868391,140,74.5,5720868395,141,25.6,5720868397,212,10.5,5720868387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813625909,196,1,1,19,12,doohk95o6e8pkqah8vkop51dg,1,74.5,25.6,2025-05-11T15:20:46.073Z,2025-05-11T15:20:47Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720868473,213,2.85,5720868471,212,11.4,5720868465,56,Center,5720868467,140,64.1,5720868469,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813625929,197,1,1,19,14,doohk95o6e8pkqah8vkop51dg,1,64.9,30.5,2025-05-11T15:20:47.617Z,2025-05-11T15:20:50Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5720868587,140,74.9,5720868591,212,11.7,5720868585,56,Center,5720868589,141,22.9,5720868593,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813625955,198,1,1,19,16,doohk95o6e8pkqah8vkop51dg,1,74.4,24.1,2025-05-11T15:20:50.233Z,2025-05-11T15:20:52Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720868729,141,68.7,5720868731,212,31.4,5720868735,213,1.83,5720868727,140,66.6,5720868725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813625995,199,1,1,19,19,doohk95o6e8pkqah8vkop51dg,1,66.6,68.7,2025-05-11T15:20:52.737Z,2025-05-11T15:20:56Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720868945,140,75.6,5720868947,141,92.1,5720868951,213,1.03,5720868943,56,Left,5720868949,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626027,200,1,1,19,22,doohk95o6e8pkqah8vkop51dg,1,75.6,92.1,2025-05-11T15:20:55.946Z,2025-05-11T15:20:59Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5720869133,56,Left,5720869139,212,11.7,5720869141,213,3.99,5720869135,140,68.2,5720869137,141,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626039,201,1,1,19,25,doohk95o6e8pkqah8vkop51dg,1,66.9,75.5,2025-05-11T15:20:58.785Z,2025-05-11T15:21:01Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720869217,56,Center,5720869219,140,71.5,5720869225,213,4.94,5720869223,212,21.8,5720869221,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626089,202,1,1,19,27,doohk95o6e8pkqah8vkop51dg,1,71.0,42.5,2025-05-11T15:21:00.931Z,2025-05-11T15:21:06Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5720869533,141,10.7,5720869535,212,23.9,5720869531,140,80.6,5720869529,56,Right,5720869537,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626143,203,1,1,19,33,doohk95o6e8pkqah8vkop51dg,1,80.4,8.0,2025-05-11T15:21:06.625Z,2025-05-11T15:21:11Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5720869807,141,10.4,5720869805,140,89.1,5720869809,212,9.3,5720869811,213,0.18,5720869803,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626097,154,83,1,19,34,crlocdyqyb1fdhck54qxs65rl,0,12.0,85.6,2025-05-11T15:21:07.396Z,2025-05-11T15:21:12Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5720869899,399,30ojg24sppf8bzngafnd4neg9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626149,204,1,1,19,38,doohk95o6e8pkqah8vkop51dg,0,87.5,9.0,2025-05-11T15:21:11.514Z,2025-05-11T15:58:46Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720876805,140,91.3,5720869837,56,Right,5720876809,212,7.9,5720876807,141,0.0,5720876811,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626223,155,5,1,19,39,crlocdyqyb1fdhck54qxs65rl,1,13.6,101.4,2025-05-11T15:21:12.665Z,2025-05-11T17:10:25Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5720870183,347,,5720870181,56,Back,5720870219,233,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626167,205,5,1,19,39,doohk95o6e8pkqah8vkop51dg,0,86.4,-1.4,2025-05-11T15:21:12.665Z,2025-05-11T15:21:21Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720869921,56,Right,5720869923,347,,5720870245,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626405,156,1,1,19,58,crlocdyqyb1fdhck54qxs65rl,0,14.8,100.0,2025-05-11T15:21:32.236Z,2025-05-11T15:23:01Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5720871221,213,5.81,5720871213,56,Back,5720876277,189,,5720871219,212,20.4,5720871215,140,32.1,5720871211,107,,5720871217,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626409,207,49,1,20,1,doohk95o6e8pkqah8vkop51dg,1,62.8,18.0,2025-05-11T15:21:35.169Z,2025-05-11T15:23:27Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5720878155,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626445,208,1,1,20,2,doohk95o6e8pkqah8vkop51dg,1,66.3,10.7,2025-05-11T15:21:36.210Z,2025-05-11T15:21:38Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5720871415,213,1.08,5720871413,212,11.3,5720871411,141,25.4,5720871407,56,Center,5720871409,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626487,209,1,1,20,5,doohk95o6e8pkqah8vkop51dg,1,71.3,26.2,2025-05-11T15:21:38.618Z,2025-05-11T15:21:41Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720871633,56,Right,5720871639,212,14.7,5720871641,213,5.50,5720871635,140,81.2,5720871637,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626515,210,1,1,20,8,doohk95o6e8pkqah8vkop51dg,0,81.3,10.7,2025-05-11T15:21:41.312Z,2025-05-11T15:21:43Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720871797,141,66.9,5720871801,213,1.32,5720871795,140,90.8,5720871791,155,,5720871803,1,,5720871789,2,,5720871799,212,39.5,5720871793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626551,157,1,1,20,11,crlocdyqyb1fdhck54qxs65rl,1,9.9,28.5,2025-05-11T15:21:44.772Z,2025-05-11T15:21:46Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5720871977,140,3.5,5720871975,56,Back,5720871981,212,13.2,5720871979,141,45.2,5720871973,3,,5720871983,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626749,160,1,1,20,27,crlocdyqyb1fdhck54qxs65rl,0,14.6,34.3,2025-05-11T15:22:01.060Z,2025-05-11T15:22:06Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5720872967,198,,5720872977,213,6.17,5720872975,212,60.7,5720872971,140,72.0,5720872965,157,,5720872979,1,,5720872969,56,Center,5720872973,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626745,211,44,1,20,32,doohk95o6e8pkqah8vkop51dg,1,30.0,74.2,2025-05-11T15:22:05.320Z,2025-05-11T17:10:00Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720873125,233,161,5720872949,56,Back,5720872951,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626759,161,44,1,20,32,crlocdyqyb1fdhck54qxs65rl,0,70.0,25.8,2025-05-11T15:22:05.321Z,2025-05-11T17:10:01Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5720873143,233,211,5720873023,286,,5720873021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626767,212,1,1,20,32,doohk95o6e8pkqah8vkop51dg,1,33.4,71.0,2025-05-11T15:22:05.440Z,2025-05-11T15:22:06Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720873053,212,4.7,5720873045,3,,5720873047,56,Back,5720873051,141,77.1,5720873055,213,1.08,5720873049,140,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626789,213,61,1,20,32,doohk95o6e8pkqah8vkop51dg,1,35.5,77.1,2025-05-11T15:22:06.225Z,2025-05-11T15:58:19Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720873195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626825,162,1,1,20,35,crlocdyqyb1fdhck54qxs65rl,1,71.3,17.7,2025-05-11T15:22:08.484Z,2025-05-11T15:22:12Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5720873409,213,5.18,5720873395,56,Right,5720873397,140,76.1,5720873401,141,2.9,5720873405,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626903,163,1,1,20,39,crlocdyqyb1fdhck54qxs65rl,1,80.8,4.7,2025-05-11T15:22:12.612Z,2025-05-11T15:22:18Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5720873805,213,1.46,5720873797,56,Center,5720873803,212,11.6,5720873801,141,21.6,5720873799,140,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626909,164,1,1,20,44,crlocdyqyb1fdhck54qxs65rl,0,90.5,17.4,2025-05-11T15:22:18.036Z,2025-05-11T15:22:19Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5720873833,141,32.5,5720873839,213,1.67,5720873827,56,Center,5720873823,2,,5720873829,140,89.5,5720873837,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627127,214,12,1,20,46,doohk95o6e8pkqah8vkop51dg,1,11.2,52.4,2025-05-11T15:22:19.770Z,2025-05-11T15:22:36Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720875055,141,80.1,5720875051,56,Back,5720875053,140,45.1,5720875057,212,40.3,5720875059,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813626979,165,1,1,20,50,crlocdyqyb1fdhck54qxs65rl,1,56.9,30.4,2025-05-11T15:22:23.748Z,2025-05-11T15:22:25Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5720874241,212,14.9,5720874239,141,17.4,5720874233,3,,5720874237,140,45.5,5720874243,213,3.78,5720874235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627089,166,1,1,20,51,crlocdyqyb1fdhck54qxs65rl,1,45.5,17.4,2025-05-11T15:22:24.956Z,2025-05-11T15:22:34Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5720874823,213,2.74,5720874821,212,29.9,5720874815,56,Back,5720874817,140,19.3,5720874819,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627121,167,1,1,21,0,crlocdyqyb1fdhck54qxs65rl,0,24.4,30.3,2025-05-11T15:22:34.028Z,2025-05-11T15:22:36Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5720875017,213,5.96,5720875019,1,,5720875009,56,Right,5720875015,212,49.4,5720875013,141,7.4,5720875007,157,,5720875011,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627133,215,1,1,21,3,doohk95o6e8pkqah8vkop51dg,0,31.3,95.7,2025-05-11T15:22:36.719Z,2025-05-11T15:22:37Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5720875097,141,91.8,5720875099,212,8.4,5720875101,213,5.96,5720875091,3,,5720875093,56,Back,5720875095,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627163,168,1,1,21,4,crlocdyqyb1fdhck54qxs65rl,1,63.0,13.1,2025-05-11T15:22:37.827Z,2025-05-11T15:22:40Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5720875281,212,21.8,5720875283,213,6.26,5720875275,56,Right,5720875277,140,83.8,5720875279,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627171,169,61,1,21,7,crlocdyqyb1fdhck54qxs65rl,0,83.7,14.4,2025-05-11T15:22:40.700Z,2025-05-11T15:22:41Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5720875333,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627213,217,1,1,21,11,doohk95o6e8pkqah8vkop51dg,1,32.3,69.6,2025-05-11T15:22:44.655Z,2025-05-11T15:22:46Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720875567,213,0.20,5720875559,56,Back,5720875563,141,73.8,5720875561,140,45.5,5720875565,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627219,218,1,1,21,13,doohk95o6e8pkqah8vkop51dg,1,47.9,74.0,2025-05-11T15:22:46.671Z,2025-05-11T15:22:48Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5720875629,56,Left,5720875637,213,0.92,5720875635,212,13.9,5720875631,140,55.9,5720875633,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627259,219,1,1,21,15,doohk95o6e8pkqah8vkop51dg,1,60.0,89.7,2025-05-11T15:22:48.295Z,2025-05-11T15:22:52Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5720875835,56,Left,5720875843,213,5.98,5720875837,140,75.1,5720875841,212,16.6,5720875839,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627285,220,1,1,21,19,doohk95o6e8pkqah8vkop51dg,0,81.8,90.8,2025-05-11T15:22:52.703Z,2025-05-11T15:22:54Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5720875941,140,100.0,5720875945,141,77.1,5720875939,56,Center,5720875949,213,5.85,5720875947,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627335,170,5,1,21,21,crlocdyqyb1fdhck54qxs65rl,1,-0.8,24.6,2025-05-11T15:22:54.511Z,2025-05-11T17:10:25Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5720876181,56,Back,5720876183,346,,5720876833,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627429,221,5,1,21,21,doohk95o6e8pkqah8vkop51dg,0,100.8,75.4,2025-05-11T15:22:54.511Z,2025-05-11T17:10:25Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5720876793,56,Center,5720876849,233,170,5720876795,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627787,171,1,1,21,58,crlocdyqyb1fdhck54qxs65rl,1,4.9,50.3,2025-05-11T15:23:31.772Z,2025-05-11T15:23:37Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5720878905,74,,5720878901,1,,5720878879,140,56.6,5720878891,212,54.8,5720878885,141,38.8,5720878875,56,Center,5720878871,124,,5720878897,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627801,172,44,1,22,1,crlocdyqyb1fdhck54qxs65rl,1,63.2,24.0,2025-05-11T15:23:35.125Z,2025-05-11T17:10:01Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5720878941,56,Center,5720878943,286,,5720879015,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627761,222,44,1,22,1,doohk95o6e8pkqah8vkop51dg,0,36.8,76.0,2025-05-11T15:23:35.126Z,2025-05-11T17:10:02Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5720878741,285,,5720878737,56,Back,5720879059,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627805,173,1,1,22,2,crlocdyqyb1fdhck54qxs65rl,0,60.5,25.3,2025-05-11T15:23:36.004Z,2025-05-11T17:09:41Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5720878973,140,80.0,5720878969,168,,5720878981,213,0.50,5720878971,56,Center,5720878975,141,41.8,5720878977,212,23.3,5720878967,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627857,224,1,1,22,5,doohk95o6e8pkqah8vkop51dg,1,11.4,64.4,2025-05-11T15:23:39.141Z,2025-05-11T15:23:42Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5720879295,141,44.6,5720879291,56,Back,5720879293,140,13.5,5720879299,213,4.87,5720879297,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627899,225,1,1,22,8,doohk95o6e8pkqah8vkop51dg,1,20.4,37.3,2025-05-11T15:23:41.911Z,2025-05-11T15:23:46Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5720879545,141,8.8,5720879541,56,Back,5720879547,212,22.3,5720879543,140,30.9,5720879549,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813627985,226,1,1,22,13,doohk95o6e8pkqah8vkop51dg,1,43.0,8.8,2025-05-11T15:23:46.670Z,2025-05-11T15:23:54Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5720879993,56,Back,5720880001,213,1.76,5720879999,212,20.8,5720879995,140,39.2,5720879997,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628011,227,1,1,22,21,doohk95o6e8pkqah8vkop51dg,1,60.9,64.7,2025-05-11T15:23:54.431Z,2025-05-11T15:23:56Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720880143,212,18.9,5720880137,56,Left,5720880141,141,91.5,5720880145,213,1.30,5720880139,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628041,228,1,1,22,23,doohk95o6e8pkqah8vkop51dg,1,69.3,91.2,2025-05-11T15:23:56.614Z,2025-05-11T15:23:59Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5720880325,212,6.4,5720880323,141,95.0,5720880321,140,74.9,5720880327,213,0.41,5720880319,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628079,229,1,1,22,26,doohk95o6e8pkqah8vkop51dg,1,74.9,95.0,2025-05-11T15:23:59.709Z,2025-05-11T15:24:03Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5720880509,141,81.8,5720880507,140,66.4,5720880513,213,3.93,5720880511,212,12.7,5720880505,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628097,230,1,1,22,29,doohk95o6e8pkqah8vkop51dg,1,66.1,80.7,2025-05-11T15:24:03.206Z,2025-05-11T15:24:04Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720880619,213,5.43,5720880617,212,8.6,5720880615,141,71.1,5720880613,140,71.5,5720880611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628115,231,1,1,22,30,doohk95o6e8pkqah8vkop51dg,1,71.5,71.1,2025-05-11T15:24:04.286Z,2025-05-11T15:24:06Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5720880761,141,69.5,5720880795,156,,5720880765,213,3.22,5720880759,140,59.0,5720880763,212,13.2,5720880757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628129,232,1,1,22,33,doohk95o6e8pkqah8vkop51dg,1,59.0,69.5,2025-05-11T15:24:06.342Z,2025-05-11T15:24:07Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720880855,212,6.0,5720880851,140,64.7,5720880857,213,6.22,5720880849,56,Center,5720880853,141,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628151,233,1,1,22,33,doohk95o6e8pkqah8vkop51dg,1,64.7,68.9,2025-05-11T15:24:07.174Z,2025-05-11T15:24:09Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5720881011,156,,5720880979,140,59.3,5720880983,212,16.4,5720880977,56,Left,5720880981,141,91.5,5720880985,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628173,234,1,1,22,36,doohk95o6e8pkqah8vkop51dg,0,59.3,91.5,2025-05-11T15:24:09.950Z,2025-05-11T15:24:10Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5720881073,140,82.2,5720881071,56,Left,5720881075,141,86.7,5720881079,213,6.15,5720881077,212,24.3,5720881069,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628247,175,1,1,22,39,crlocdyqyb1fdhck54qxs65rl,1,14.4,13.8,2025-05-11T15:24:12.667Z,2025-05-11T15:24:15Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5720881361,213,1.97,5720881347,56,Back,5720881349,140,8.1,5720881351,141,36.6,5720881355,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628307,176,1,1,22,41,crlocdyqyb1fdhck54qxs65rl,1,9.4,33.4,2025-05-11T15:24:14.907Z,2025-05-11T15:24:18Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5720881601,213,6.22,5720881597,141,29.8,5720881591,157,,5720881595,140,48.9,5720881599,212,41.5,5720881603,1,,5720881593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628313,177,44,1,22,44,crlocdyqyb1fdhck54qxs65rl,1,43.3,21.4,2025-05-11T15:24:18.108Z,2025-05-11T17:10:02Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5720881675,233,235,5720881613,285,,5720881611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628297,235,44,1,22,44,doohk95o6e8pkqah8vkop51dg,0,56.7,78.6,2025-05-11T15:24:18.109Z,2025-05-11T17:10:02Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5720881729,233,177,5720881559,286,,5720881557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628355,178,1,1,22,45,crlocdyqyb1fdhck54qxs65rl,0,48.9,29.8,2025-05-11T15:24:18.811Z,2025-05-11T15:24:20Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5720881809,168,,5720881813,140,62.7,5720881807,3,,5720881811,56,Center,5720881815,141,28.0,5720881817,212,14.5,5720881819,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628359,236,1,1,22,46,doohk95o6e8pkqah8vkop51dg,0,43.6,72.3,2025-05-11T15:24:19.917Z,2025-05-11T15:24:21Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5720881833,3,,5720881845,213,0.54,5720881837,56,Left,5720881843,212,19.4,5720881841,141,86.9,5720881839,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628405,179,1,1,22,48,crlocdyqyb1fdhck54qxs65rl,1,46.1,23.3,2025-05-11T15:24:21.860Z,2025-05-11T15:24:24Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5720881957,3,,5720881965,212,16.6,5720881963,141,29.2,5720881961,140,61.4,5720881959,56,Center,5720881967,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628409,180,61,1,22,50,crlocdyqyb1fdhck54qxs65rl,0,61.4,29.2,2025-05-11T15:24:24.155Z,2025-05-11T15:24:24Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5720881989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813628421,237,1,1,22,51,doohk95o6e8pkqah8vkop51dg,0,36.8,75.2,2025-05-11T15:24:24.654Z,2025-05-11T15:24:25Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5720882043,140,55.9,5720882051,213,0.62,5720882039,56,Left,5720882049,212,24.6,5720882047,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
