id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2820727043,223,4,1,22,18,btaf9fuj3xctycyjeqwereaow,1,63.6,91.1,2025-06-01T15:27:51.072Z,2025-06-01T15:27:57Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5760369005,56,Left,5760369077,286,,5760369003,13,,5760369007,152,,5760369109,233,199,5760369155,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727037,199,4,1,22,18,eujf9nqky8c5jnahb2f76m86o,0,36.4,8.9,2025-06-01T15:27:51.073Z,2025-06-01T15:28:10Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5760369343,55,200,5760369115,233,223,5760368993,295,,5760368997,152,,5760368991,13,,5760368995,56,Back,5760368999,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727079,200,17,1,22,25,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-06-01T15:27:58.065Z,2025-06-01T15:28:10Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5760369329,31,,5760369335,55,199,5760369333,13,243,5760369331,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727151,224,1,1,22,46,btaf9fuj3xctycyjeqwereaow,1,63.3,92.0,2025-06-01T15:28:19.678Z,2025-06-01T15:28:23Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5760369567,56,Back,5760369571,141,64.0,5760369563,5,,5760369569,140,39.9,5760369565,152,,5760369573,212,31.1,5760369575,213,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727163,225,1,1,22,50,btaf9fuj3xctycyjeqwereaow,1,50.7,67.3,2025-06-01T15:28:23.582Z,2025-06-01T15:28:26Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760369623,212,7.8,5760369619,140,53.1,5760369625,213,1.24,5760369617,56,Center,5760369621,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727195,226,1,1,22,53,btaf9fuj3xctycyjeqwereaow,1,53.1,78.1,2025-06-01T15:28:26.414Z,2025-06-01T15:28:32Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5760369831,140,41.2,5760369835,212,16.2,5760369833,141,63.0,5760369837,213,3.83,5760369829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727213,227,1,1,22,59,btaf9fuj3xctycyjeqwereaow,0,39.2,75.3,2025-06-01T15:28:32.551Z,2025-06-01T15:28:35Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760369955,212,48.7,5760369959,1,,5760369949,56,Center,5760369951,140,85.2,5760369957,213,6.16,5760369947,155,,5760369953,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727323,202,1,1,23,8,eujf9nqky8c5jnahb2f76m86o,1,11.6,33.9,2025-06-01T15:28:41.683Z,2025-06-01T15:28:50Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5760370553,157,,5760370557,140,71.5,5760370565,1,,5760370561,212,69.8,5760370563,213,0.45,5760370555,56,Center,5760370559,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727319,228,83,1,23,17,btaf9fuj3xctycyjeqwereaow,0,33.7,28.6,2025-06-01T15:28:50.349Z,2025-06-01T15:28:52Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760370657,399,egd6w206242dh7aowfzmwyane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727333,203,4,1,23,17,eujf9nqky8c5jnahb2f76m86o,1,68.2,74.1,2025-06-01T15:28:50.554Z,2025-06-01T17:13:29Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5760370755,233,229,5760370645,286,,5760370639,56,Center,5760370641,152,,5760370643,265,,5760370637,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727349,229,4,1,23,17,btaf9fuj3xctycyjeqwereaow,0,31.8,25.9,2025-06-01T15:28:50.555Z,2025-06-01T17:13:29Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760370761,233,203,5760370725,265,,5760370723,152,,5760370727,285,,5760370719,13,,5760370721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727459,204,1,1,23,42,eujf9nqky8c5jnahb2f76m86o,1,69.2,82.1,2025-06-01T15:29:15.770Z,2025-06-01T15:29:19Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5760371341,56,Center,5760371339,152,,5760371335,5,,5760371345,141,61.4,5760371349,213,5.62,5760371333,2,,5760371337,155,,5760371343,140,86.2,5760371347,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727467,205,1,1,23,46,eujf9nqky8c5jnahb2f76m86o,1,86.2,61.4,2025-06-01T15:29:19.122Z,2025-06-01T15:29:21Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5760371401,168,,5760371409,212,12.7,5760371411,213,4.76,5760371405,140,86.8,5760371407,141,42.8,5760371403,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727547,206,1,1,23,48,eujf9nqky8c5jnahb2f76m86o,1,86.8,42.8,2025-06-01T15:29:21.219Z,2025-06-01T15:30:33Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,1.0,5760371845,212,11.6,5760372833,24,,5760372829,210,16,5760371839,56,Center,5760371841,140,95.3,5760371847,213,0.69,5760371843,141,53.7,5760371837,155,,5760372831,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727601,207,16,1,23,50,eujf9nqky8c5jnahb2f76m86o,1,93.9,52.4,2025-06-01T15:29:23.195Z,2025-06-01T17:49:46Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5760372847,103,5.1,5760372543,24,,5760372837,29,,5760732761,328,,5760372845,102,52.5,5760372851,230,96.5,5760372545,72,,5760372155,17,,5760372853,231,51.3,5760372553,375,23:49.767,5760732759,76,5760372157,56,,5760372849,214,Center,5760372841,55,,206,5760372549,374,2025-06-01 16:29:22.798,5760372839,154,,,,,,,,,
2820727711,230,1,1,24,58,btaf9fuj3xctycyjeqwereaow,1,49.9,49.7,2025-06-01T15:30:31.613Z,2025-06-01T15:30:35Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5760372861,140,34.2,5760372865,212,16.5,5760372869,279,G,5760372863,141,49.4,5760372867,213,3.15,5760372859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727715,231,1,1,25,1,btaf9fuj3xctycyjeqwereaow,0,35.6,50.4,2025-06-01T15:30:34.758Z,2025-06-01T15:30:45Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760372897,212,59.5,5760372893,140,81.8,5760373029,157,,5760372891,56,Left,5760372899,213,0.62,5760372901,1,,5760372895,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727763,208,5,1,25,5,eujf9nqky8c5jnahb2f76m86o,1,21.2,-1.2,2025-06-01T15:30:38.748Z,2025-06-01T17:14:26Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5760373117,347,,5760373115,56,Back,5760373131,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727719,232,5,1,25,5,btaf9fuj3xctycyjeqwereaow,0,78.8,101.2,2025-06-01T15:30:38.748Z,2025-06-01T17:14:27Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760372917,347,,5760372915,56,Left,5760373139,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727769,209,1,1,25,15,eujf9nqky8c5jnahb2f76m86o,0,26.9,0.0,2025-06-01T15:30:48.924Z,2025-06-01T15:30:50Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5760373161,141,11.9,5760373155,107,,5760373159,140,43.8,5760373165,213,0.49,5760373157,56,Back,5760373163,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727789,233,1,1,25,18,btaf9fuj3xctycyjeqwereaow,1,52.5,85.3,2025-06-01T15:30:51.589Z,2025-06-01T15:30:55Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5760373229,140,53.1,5760373225,3,,5760373233,212,9.5,5760373235,213,4.78,5760373227,56,Center,5760373231,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727799,235,1,1,25,23,btaf9fuj3xctycyjeqwereaow,1,53.1,71.4,2025-06-01T15:30:56.509Z,2025-06-01T15:34:23Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5760373277,141,64.6,5760373281,213,3.69,5760373273,56,Back,5760373275,140,45.9,5760373279,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727809,236,1,1,25,25,btaf9fuj3xctycyjeqwereaow,1,45.9,64.6,2025-06-01T15:30:58.958Z,2025-06-01T15:31:01Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760373327,56,Left,5760373335,213,0.93,5760373331,141,86.9,5760373333,212,18.9,5760373329,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727817,237,1,1,25,28,btaf9fuj3xctycyjeqwereaow,1,56.6,86.9,2025-06-01T15:31:01.358Z,2025-06-01T15:31:04Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5760373367,212,14.3,5760373363,140,43.3,5760373369,213,3.37,5760373365,141,82.1,5760373361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727829,238,1,1,25,32,btaf9fuj3xctycyjeqwereaow,1,45.1,79.7,2025-06-01T15:31:05.262Z,2025-06-01T15:31:07Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760373409,140,30.9,5760373411,141,43.7,5760373407,56,Back,5760373413,212,28.7,5760373415,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727845,239,1,1,25,34,btaf9fuj3xctycyjeqwereaow,1,30.9,43.7,2025-06-01T15:31:07.445Z,2025-06-01T15:31:10Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760373501,212,24.3,5760373495,56,Center,5760373499,141,32.8,5760373503,213,5.97,5760373497,140,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727849,240,1,1,25,37,btaf9fuj3xctycyjeqwereaow,0,52.9,32.8,2025-06-01T15:31:10.413Z,2025-06-01T15:31:11Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5760373521,212,14.2,5760373517,140,63.3,5760373513,155,,5760373515,56,Center,5760373519,141,46.1,5760373523,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727867,210,1,1,25,38,eujf9nqky8c5jnahb2f76m86o,1,46.8,61.4,2025-06-01T15:31:11.460Z,2025-06-01T15:31:13Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760373625,212,8.6,5760373621,140,53.7,5760373623,141,54.5,5760373619,56,Center,5760373627,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727873,211,1,1,25,39,eujf9nqky8c5jnahb2f76m86o,0,53.4,54.3,2025-06-01T15:31:12.947Z,2025-06-01T15:31:13Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5760373649,141,68.5,5760373645,56,Center,5760373653,213,0.98,5760373647,140,59.6,5760373651,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727899,241,1,1,25,41,btaf9fuj3xctycyjeqwereaow,1,43.6,32.7,2025-06-01T15:31:14.702Z,2025-06-01T15:31:20Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5760373791,56,Back,5760373797,212,10.1,5760373793,140,44.0,5760373795,141,47.6,5760373799,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727921,242,1,1,25,47,btaf9fuj3xctycyjeqwereaow,1,47.7,54.3,2025-06-01T15:31:20.558Z,2025-06-01T15:31:27Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5760373969,213,0.95,5760373965,141,90.0,5760373961,56,Left,5760373963,140,64.3,5760373967,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727937,243,1,1,25,54,btaf9fuj3xctycyjeqwereaow,1,67.5,89.9,2025-06-01T15:31:27.333Z,2025-06-01T16:09:39Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,1.0,,5760374041,140,91.5,5760374039,56,Center,5760374049,1,,5760374037,155,,5760374435,154,,5760374043,141,48.5,5760374047,213,5.44,5760374433,210,13,5760374035,2,,5760374045,212,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727939,244,13,1,25,55,btaf9fuj3xctycyjeqwereaow,1,91.5,48.5,2025-06-01T15:31:28.742Z,2025-06-01T15:31:41Z,csoy01ylfrp2o2jso18oohmvo,D. Tibell,,,5760374053,22,,5760374449,29,,5760374267,15,,5760374057,56,Center,5760374453,55,243,5760374055,17,,5760374457,102,39.7,5760374459,103,16.7,5760374467,231,49.5,5760374451,154,,5760374465,230,5760374271,328,98.4,5760374447,75,,,,,,,,,,,,,,,,,,,
2820728087,212,5,1,25,58,eujf9nqky8c5jnahb2f76m86o,1,-1.0,58.6,2025-06-01T15:31:31.453Z,2025-06-01T17:14:27Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5760374911,346,,5760374909,56,Back,5760374917,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727979,245,5,1,25,58,btaf9fuj3xctycyjeqwereaow,0,101.0,41.4,2025-06-01T15:31:31.453Z,2025-06-01T16:20:30Z,csoy01ylfrp2o2jso18oohmvo,D. Tibell,,,5760374925,233,212,5760374263,56,Center,5760374265,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728099,213,1,1,26,22,eujf9nqky8c5jnahb2f76m86o,0,3.8,53.4,2025-06-01T15:31:55.948Z,2025-06-01T15:31:58Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5760374989,56,Left,5760374995,212,62.0,5760374999,1,,5760375001,74,,5760374991,140,57.6,5760374997,213,0.42,5760374993,141,90.8,5760374987,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728103,246,8,1,26,26,btaf9fuj3xctycyjeqwereaow,1,41.6,17.0,2025-06-01T15:31:59.462Z,2025-06-01T15:32:00Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760375029,15,,5760375023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728119,214,1,1,26,27,eujf9nqky8c5jnahb2f76m86o,1,34.8,89.4,2025-06-01T15:32:00.253Z,2025-06-01T15:32:05Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5760375107,212,9.5,5760375103,140,41.3,5760375105,141,79.7,5760375109,213,5.51,5760375101,56,Back,5760375099,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728133,215,1,1,26,31,eujf9nqky8c5jnahb2f76m86o,1,39.0,79.3,2025-06-01T15:32:04.781Z,2025-06-01T15:32:08Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5760375193,155,,5760375197,140,39.6,5760375201,212,40.7,5760375199,141,19.4,5760375195,56,Back,5760375205,1,,5760375203,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728139,216,1,1,26,35,eujf9nqky8c5jnahb2f76m86o,1,39.1,20.3,2025-06-01T15:32:08.140Z,2025-06-01T15:32:10Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5760375237,212,7.4,5760375233,140,33.3,5760375239,213,2.54,5760375235,141,26.5,5760375231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728161,217,1,1,26,36,eujf9nqky8c5jnahb2f76m86o,1,33.0,26.4,2025-06-01T15:32:09.836Z,2025-06-01T15:32:12Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5760375327,140,32.5,5760375331,212,12.1,5760375325,56,Back,5760375329,141,8.6,5760375333,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728167,218,1,1,26,39,eujf9nqky8c5jnahb2f76m86o,0,32.5,8.5,2025-06-01T15:32:12.492Z,2025-06-01T15:32:14Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5760375373,213,0.38,5760375375,1,,5760375371,212,36.0,5760375363,155,,5760375367,140,64.3,5760375369,141,28.3,5760375365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728177,247,61,1,26,42,btaf9fuj3xctycyjeqwereaow,0,41.6,68.4,2025-06-01T15:32:15.638Z,2025-06-01T15:32:15Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5760375431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728185,219,1,1,26,43,eujf9nqky8c5jnahb2f76m86o,0,66.7,29.4,2025-06-01T15:32:16.676Z,2025-06-01T15:32:17Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5760375471,212,3.4,5760375467,140,69.6,5760375465,56,Center,5760375469,141,27.1,5760375473,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728205,248,61,1,26,46,btaf9fuj3xctycyjeqwereaow,1,28.0,66.6,2025-06-01T15:32:19.639Z,2025-06-01T16:21:33Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760375561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728209,249,1,1,26,46,btaf9fuj3xctycyjeqwereaow,0,27.1,62.6,2025-06-01T15:32:19.669Z,2025-06-01T18:26:26Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760375581,56,Back,5760375579,157,,5760375591,1,,5760375589,213,0.57,5760375585,141,67.5,5760375583,140,32.1,5760375587,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728211,220,1,1,26,47,eujf9nqky8c5jnahb2f76m86o,0,61.1,24.7,2025-06-01T15:32:20.589Z,2025-06-01T15:32:21Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760375603,213,0.29,5760375601,212,12.5,5760375595,56,Center,5760375599,141,30.0,5760375593,3,,5760375597,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728227,250,12,1,26,49,btaf9fuj3xctycyjeqwereaow,1,24.7,64.3,2025-06-01T15:32:22.717Z,2025-06-01T15:32:28Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760375687,213,0.08,5760375683,141,65.7,5760375685,212,11.5,5760375689,15,,5760375679,56,Back,5760375681,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728275,251,4,1,26,51,btaf9fuj3xctycyjeqwereaow,1,33.3,69.6,2025-06-01T15:32:24.132Z,2025-06-01T16:22:20Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5760376073,285,,5760375917,56,Back,5760375925,233,221,5760475019,294,,5760375915,13,,5760375919,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728237,221,4,1,26,51,eujf9nqky8c5jnahb2f76m86o,0,66.7,30.4,2025-06-01T15:32:24.133Z,2025-06-01T15:32:34Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760375953,233,251,5760375793,294,,5760375797,152,,5760376077,286,,5760375791,13,,5760375795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728355,252,1,1,27,12,btaf9fuj3xctycyjeqwereaow,1,33.6,69.3,2025-06-01T15:32:45.086Z,2025-06-01T15:34:31Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760376423,141,50.0,5760376427,212,13.1,5760376415,56,Back,5760376419,140,33.8,5760378607,189,,5760376431,213,4.73,5760376409,5,,5760376411,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728381,253,1,1,27,12,btaf9fuj3xctycyjeqwereaow,1,33.8,50.0,2025-06-01T15:32:45.605Z,2025-06-01T15:33:37Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760376559,140,59.8,5760376567,1,,5760376563,212,38.3,5760376561,141,10.4,5760376565,213,5.50,5760378633,189,,5760376557,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728387,254,1,1,27,16,btaf9fuj3xctycyjeqwereaow,1,59.8,10.4,2025-06-01T15:32:49.357Z,2025-06-01T15:32:50Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5760376613,213,2.59,5760376607,140,45.4,5760376611,212,17.7,5760376605,56,Back,5760376609,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728399,255,1,1,27,17,btaf9fuj3xctycyjeqwereaow,1,45.4,24.0,2025-06-01T15:32:50.213Z,2025-06-01T15:32:51Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5760376671,56,Back,5760376679,213,1.90,5760376675,141,56.1,5760376677,212,23.0,5760376673,140,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728413,256,1,1,27,18,btaf9fuj3xctycyjeqwereaow,0,38.4,56.1,2025-06-01T15:32:51.717Z,2025-06-01T15:32:53Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760376773,213,5.60,5760376767,140,83.5,5760376761,155,,5760376775,1,,5760376771,212,61.3,5760376765,56,Right,5760376769,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728547,222,5,1,27,20,eujf9nqky8c5jnahb2f76m86o,1,19.5,101.3,2025-06-01T15:32:53.088Z,2025-06-01T17:14:28Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760377551,56,Back,5760377555,233,257,5760377553,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728421,257,5,1,27,20,btaf9fuj3xctycyjeqwereaow,0,80.5,-1.3,2025-06-01T15:32:53.088Z,2025-06-01T17:14:28Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5760376801,56,Right,5760377571,233,222,5760376803,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728557,223,1,1,27,35,eujf9nqky8c5jnahb2f76m86o,1,22.6,100.0,2025-06-01T15:33:08.693Z,2025-06-01T15:33:11Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5760377621,1,,5760377613,140,42.6,5760377617,212,22.5,5760377611,56,Back,5760377609,107,,5760377619,213,5.91,5760377615,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728561,224,1,1,27,38,eujf9nqky8c5jnahb2f76m86o,0,42.6,90.0,2025-06-01T15:33:11.085Z,2025-06-01T15:33:13Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5760377631,168,,5760377639,212,3.5,5760377635,140,45.5,5760377641,213,0.53,5760377637,141,92.6,5760377633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728599,225,4,1,27,42,eujf9nqky8c5jnahb2f76m86o,1,49.7,83.0,2025-06-01T15:33:15.157Z,2025-06-01T17:13:30Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5760377917,56,Back,5760377919,152,,5760377915,295,,5760377911,13,,5760377921,286,,5760377965,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728607,258,4,1,27,42,btaf9fuj3xctycyjeqwereaow,0,50.3,17.0,2025-06-01T15:33:15.158Z,2025-06-01T18:11:45Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5760377979,233,225,5760377953,56,Right,5760475455,295,,5760377959,285,,5760377955,152,,5760377949,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728637,226,1,1,27,46,eujf9nqky8c5jnahb2f76m86o,1,48.0,90.6,2025-06-01T15:33:19.757Z,2025-06-01T15:33:21Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5760378079,140,41.7,5760378075,152,,5760378081,141,65.2,5760378085,213,4.35,5760378077,56,Back,5760378073,5,,5760378093,189,,5760378083,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728651,227,1,1,27,48,eujf9nqky8c5jnahb2f76m86o,1,40.2,62.0,2025-06-01T15:33:21.917Z,2025-06-01T15:33:24Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5760378157,140,32.7,5760378163,213,4.38,5760378155,56,Back,5760378159,141,28.5,5760378161,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728673,228,1,1,27,51,eujf9nqky8c5jnahb2f76m86o,0,33.4,28.3,2025-06-01T15:33:24.342Z,2025-06-01T15:33:29Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5760378299,140,79.4,5760378295,196,,5760378305,213,0.73,5760378301,141,91.5,5760378297,56,Left,5760378303,212,64.7,5760378293,155,,5760378307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728689,259,44,1,27,55,btaf9fuj3xctycyjeqwereaow,1,24.2,11.4,2025-06-01T15:33:28.373Z,2025-06-01T15:33:35Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5760378375,285,,5760378415,233,229,5760378371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
