id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823628399,238,1,1,22,57,6oxoag5c6zbnn09wx08vz4iak,1,11.0,48.4,2025-06-21T16:24:23.438Z,2025-06-21T16:24:27Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5776670207,212,28.2,5776670203,140,16.0,5776670205,141,7.6,5776670201,56,Back,5776670209,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628401,239,1,1,23,1,6oxoag5c6zbnn09wx08vz4iak,0,16.9,10.1,2025-06-21T16:24:27.636Z,2025-06-21T16:28:06Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776672757,236,,5776672763,286,,5776670219,56,Back,5776672759,233,190,5776670225,212,2.5,5776670221,140,19.2,5776670227,213,0.22,5776670223,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628415,190,74,1,23,1,ctvzi2jbl1q6xzq0s3sexj73g,1,74.7,90.3,2025-06-21T16:24:27.637Z,2025-06-21T20:59:01Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5776670283,285,,5776670295,233,239,5776670281,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628405,240,43,1,23,1,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-06-21T16:24:27.997Z,2025-06-21T16:28:01Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776672669,144,1,5776670249,212,10.7,5776670251,213,1.20,5776670245,140,22.9,5776670243,56,Back,5776670247,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628421,241,1,1,23,5,6oxoag5c6zbnn09wx08vz4iak,1,25.0,23.0,2025-06-21T16:24:31.700Z,2025-06-21T16:24:32Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776670331,213,2.75,5776670329,212,20.8,5776670321,155,,5776670325,140,6.7,5776670323,56,Back,5776670327,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628429,242,1,1,23,6,6oxoag5c6zbnn09wx08vz4iak,1,6.7,34.8,2025-06-21T16:24:32.324Z,2025-06-21T16:24:36Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776670385,212,4.0,5776670381,140,6.3,5776670387,213,1.68,5776670383,141,40.7,5776670379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628441,243,1,1,23,9,6oxoag5c6zbnn09wx08vz4iak,1,6.2,40.7,2025-06-21T16:24:35.949Z,2025-06-21T16:24:38Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5776670427,140,7.8,5776670425,56,Back,5776670431,212,16.7,5776670433,213,4.81,5776670429,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628453,244,1,1,23,16,6oxoag5c6zbnn09wx08vz4iak,1,12.4,11.0,2025-06-21T16:24:42.597Z,2025-06-21T16:24:44Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776670499,140,17.6,5776670503,212,6.4,5776670505,213,0.54,5776670501,141,15.8,5776670497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628455,245,1,1,23,18,6oxoag5c6zbnn09wx08vz4iak,1,17.6,15.8,2025-06-21T16:24:44.332Z,2025-06-21T16:24:44Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776670519,213,5.21,5776670515,141,9.2,5776670511,56,Back,5776670517,212,5.1,5776670513,140,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628459,246,1,1,23,18,6oxoag5c6zbnn09wx08vz4iak,1,19.9,9.2,2025-06-21T16:24:44.820Z,2025-06-21T16:24:46Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5776670539,56,Back,5776670543,141,11.0,5776670547,213,3.02,5776670541,140,10.1,5776670545,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628463,247,1,1,23,19,6oxoag5c6zbnn09wx08vz4iak,0,10.1,11.0,2025-06-21T16:24:46.085Z,2025-06-21T16:24:47Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776670591,213,0.15,5776670585,140,38.1,5776670581,155,,5776670587,141,17.7,5776670583,56,Back,5776670589,212,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628471,191,1,1,23,22,ctvzi2jbl1q6xzq0s3sexj73g,0,60.1,82.0,2025-06-21T16:24:48.575Z,2025-06-21T16:24:50Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5776670639,212,9.5,5776670633,56,Left,5776670637,141,88.7,5776670641,213,0.50,5776670631,3,,5776670635,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628481,248,1,1,23,23,6oxoag5c6zbnn09wx08vz4iak,1,33.4,22.2,2025-06-21T16:24:50.061Z,2025-06-21T16:24:54Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5776670691,213,5.88,5776670689,212,6.8,5776670687,141,18.3,5776670683,56,Back,5776670685,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628477,192,83,1,23,26,ctvzi2jbl1q6xzq0s3sexj73g,0,68.1,88.9,2025-06-21T16:24:52.766Z,2025-06-21T16:24:56Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5776670749,399,3vuirsh6wmbhingygy27f0hqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628485,249,1,1,23,28,6oxoag5c6zbnn09wx08vz4iak,0,37.7,10.6,2025-06-21T16:24:54.380Z,2025-06-21T16:24:55Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5776670703,141,7.3,5776670707,213,4.10,5776670711,233,193,5776670701,140,36.2,5776670715,286,,5776670705,212,2.7,5776670709,236,,5776670699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628483,193,74,1,23,28,ctvzi2jbl1q6xzq0s3sexj73g,1,70.6,93.3,2025-06-21T16:24:54.381Z,2025-06-21T16:24:56Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5776670697,285,,5776670695,56,Left,5776670735,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628489,194,5,1,23,29,ctvzi2jbl1q6xzq0s3sexj73g,0,74.0,101.5,2025-06-21T16:24:55.149Z,2025-06-21T20:59:19Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5776670729,56,Left,5776670731,347,,5776670955,233,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628521,250,5,1,23,29,6oxoag5c6zbnn09wx08vz4iak,1,26.0,-1.5,2025-06-21T16:24:55.149Z,2025-06-21T20:59:18Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5776670951,233,194,5776670921,347,,5776670919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628529,251,1,1,23,44,6oxoag5c6zbnn09wx08vz4iak,0,30.6,0.0,2025-06-21T16:25:10.916Z,2025-06-21T16:25:12Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776670967,140,55.9,5776670963,107,,5776670965,56,Right,5776670975,1,,5776670971,212,27.5,5776670969,141,10.4,5776670973,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628527,195,8,1,23,46,ctvzi2jbl1q6xzq0s3sexj73g,1,38.7,74.1,2025-06-21T16:25:12.287Z,2025-06-21T16:25:12Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5776670961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628537,252,44,1,23,47,6oxoag5c6zbnn09wx08vz4iak,1,41.6,8.1,2025-06-21T16:25:13.685Z,2025-06-21T18:05:38Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776671001,56,Back,5776671003,285,,5776671033,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628543,196,44,1,23,47,ctvzi2jbl1q6xzq0s3sexj73g,0,58.4,91.9,2025-06-21T16:25:13.686Z,2025-06-21T18:05:39Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5776671031,286,,5776671041,233,252,5776671029,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628539,253,1,1,23,47,6oxoag5c6zbnn09wx08vz4iak,0,40.5,9.7,2025-06-21T16:25:13.989Z,2025-06-21T16:25:14Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776671009,140,53.7,5776671007,56,Right,5776671013,212,14.4,5776671005,3,,5776671015,213,0.28,5776671011,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628551,197,1,1,23,49,ctvzi2jbl1q6xzq0s3sexj73g,0,38.9,79.9,2025-06-21T16:25:15.950Z,2025-06-21T16:29:53Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5776671079,141,81.1,5776671085,1,,5776671077,140,80.7,5776671081,212,43.9,5776671073,157,,5776671075,56,Left,5776671083,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628561,254,1,1,23,53,6oxoag5c6zbnn09wx08vz4iak,1,20.9,13.4,2025-06-21T16:25:19.294Z,2025-06-21T16:25:25Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776671149,56,Back,5776671155,212,17.8,5776671151,140,9.8,5776671157,213,2.29,5776671153,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628569,255,1,1,23,59,6oxoag5c6zbnn09wx08vz4iak,1,9.0,48.4,2025-06-21T16:25:25.821Z,2025-06-21T16:25:28Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5776671189,140,10.7,5776671193,212,19.8,5776671187,56,Back,5776671195,213,4.80,5776671191,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628583,256,1,1,24,2,6oxoag5c6zbnn09wx08vz4iak,1,10.8,19.8,2025-06-21T16:25:28.357Z,2025-06-21T16:25:39Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776671291,141,36.0,5776671295,213,1.83,5776671293,212,11.4,5776671287,56,Back,5776671289,140,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628591,257,1,1,24,13,6oxoag5c6zbnn09wx08vz4iak,1,14.6,44.2,2025-06-21T16:25:39.285Z,2025-06-21T16:25:42Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5776671321,213,1.67,5776671315,140,12.8,5776671317,141,71.1,5776671313,56,Back,5776671319,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628593,258,1,1,24,16,6oxoag5c6zbnn09wx08vz4iak,1,14.2,73.2,2025-06-21T16:25:42.430Z,2025-06-21T16:25:47Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5776671339,212,14.5,5776671341,213,4.20,5776671335,140,7.4,5776671333,56,Back,5776671337,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628603,259,1,1,24,21,6oxoag5c6zbnn09wx08vz4iak,1,13.0,60.9,2025-06-21T16:25:47.221Z,2025-06-21T16:25:52Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5776671405,213,0.48,5776671401,141,68.8,5776671403,212,11.6,5776671397,56,Back,5776671399,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628611,260,1,1,24,26,6oxoag5c6zbnn09wx08vz4iak,1,26.9,81.7,2025-06-21T16:25:52.478Z,2025-06-21T16:25:55Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5776671433,141,67.2,5776671429,56,Back,5776671437,213,3.75,5776671431,140,13.5,5776671435,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628617,261,1,1,24,29,6oxoag5c6zbnn09wx08vz4iak,1,9.5,66.1,2025-06-21T16:25:55.341Z,2025-06-21T16:25:59Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5776671465,56,Back,5776671467,140,16.2,5776671469,141,33.9,5776671473,213,5.02,5776671471,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628621,262,1,1,24,32,6oxoag5c6zbnn09wx08vz4iak,1,19.0,33.0,2025-06-21T16:25:59.093Z,2025-06-21T16:26:02Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776671503,212,17.9,5776671501,141,7.0,5776671497,56,Back,5776671505,213,4.88,5776671499,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628627,263,1,1,24,36,6oxoag5c6zbnn09wx08vz4iak,1,25.2,12.0,2025-06-21T16:26:02.229Z,2025-06-21T16:26:08Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776671543,56,Back,5776671547,141,34.6,5776671551,213,2.30,5776671545,140,12.2,5776671549,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628639,264,1,1,24,41,6oxoag5c6zbnn09wx08vz4iak,1,18.8,46.3,2025-06-21T16:26:08.014Z,2025-06-21T16:26:12Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5776671601,212,15.6,5776671603,213,4.95,5776671599,141,24.0,5776671597,140,22.3,5776671595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628645,265,1,1,24,46,6oxoag5c6zbnn09wx08vz4iak,1,23.2,17.3,2025-06-21T16:26:12.870Z,2025-06-21T16:26:17Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776671663,213,0.36,5776671657,140,37.7,5776671661,212,16.3,5776671655,56,Back,5776671659,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628647,266,1,1,24,51,6oxoag5c6zbnn09wx08vz4iak,0,39.2,16.2,2025-06-21T16:26:17.230Z,2025-06-21T16:26:20Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776671673,212,1.1,5776671685,236,,5776671671,141,17.7,5776671687,233,198,5776671675,213,1.96,5776671691,286,,5776671669,140,38.8,5776671667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628649,198,74,1,24,51,ctvzi2jbl1q6xzq0s3sexj73g,1,58.7,74.4,2025-06-21T16:26:17.231Z,2025-06-21T20:59:02Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5776671679,285,,5776671677,56,Center,5776671695,233,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628651,267,1,1,24,57,6oxoag5c6zbnn09wx08vz4iak,1,29.8,8.9,2025-06-21T16:26:23.157Z,2025-06-21T16:26:25Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776671703,56,Back,5776671707,141,30.6,5776671711,213,2.22,5776671705,140,19.1,5776671709,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628655,268,1,1,24,59,6oxoag5c6zbnn09wx08vz4iak,1,23.1,25.8,2025-06-21T16:26:25.726Z,2025-06-21T16:26:28Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776671739,140,22.5,5776671741,141,50.1,5776671745,213,1.61,5776671743,212,16.5,5776671737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628659,269,1,1,25,2,6oxoag5c6zbnn09wx08vz4iak,1,24.8,62.6,2025-06-21T16:26:28.286Z,2025-06-21T16:26:33Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5776671791,213,1.36,5776671783,56,Back,5776671787,141,87.5,5776671785,140,28.3,5776671789,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628663,270,1,1,25,7,6oxoag5c6zbnn09wx08vz4iak,1,31.7,90.5,2025-06-21T16:26:33.590Z,2025-06-21T16:26:38Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5776671809,56,Back,5776671815,212,10.6,5776671811,140,39.7,5776671817,213,5.63,5776671813,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628671,271,1,1,25,11,6oxoag5c6zbnn09wx08vz4iak,1,40.0,86.5,2025-06-21T16:26:38.022Z,2025-06-21T16:26:42Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5776671865,140,37.4,5776671863,56,Back,5776671867,141,94.7,5776671869,212,6.2,5776671871,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628673,272,1,1,25,16,6oxoag5c6zbnn09wx08vz4iak,1,38.1,94.8,2025-06-21T16:26:42.334Z,2025-06-21T16:26:44Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5776671879,141,75.0,5776671881,212,17.3,5776671877,140,27.8,5776671883,213,4.04,5776671875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628675,273,1,1,25,18,6oxoag5c6zbnn09wx08vz4iak,1,27.6,74.7,2025-06-21T16:26:44.422Z,2025-06-21T16:26:53Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5776671889,140,38.9,5776671887,56,Back,5776671893,212,11.9,5776671895,213,6.25,5776671891,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628679,274,1,1,25,20,6oxoag5c6zbnn09wx08vz4iak,1,38.9,74.1,2025-06-21T16:26:46.446Z,2025-06-21T16:26:48Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5776671907,212,12.8,5776671903,140,30.2,5776671905,141,60.9,5776671901,56,Back,5776671909,213,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628681,275,1,1,25,22,6oxoag5c6zbnn09wx08vz4iak,0,30.2,60.8,2025-06-21T16:26:48.550Z,2025-06-21T16:26:51Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776671925,213,0.14,5776671921,141,72.7,5776671927,1,,5776671923,212,58.3,5776671919,140,85.2,5776671917,56,Center,5776671915,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628689,200,1,1,25,38,ctvzi2jbl1q6xzq0s3sexj73g,1,11.8,50.4,2025-06-21T16:27:04.902Z,2025-06-21T16:27:07Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5776671983,123,,5776671987,140,26.6,5776671985,56,Back,5776671989,141,1.3,5776671993,213,5.15,5776671995,1,,5776671991,212,36.8,5776671999,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628697,201,1,1,25,43,ctvzi2jbl1q6xzq0s3sexj73g,0,26.7,2.5,2025-06-21T16:27:09.286Z,2025-06-21T16:27:11Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5776672039,56,Center,5776672049,1,,5776672045,212,40.8,5776672041,140,58.5,5776672037,155,,5776672047,213,0.61,5776672043,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628703,276,1,1,25,46,6oxoag5c6zbnn09wx08vz4iak,0,40.5,75.1,2025-06-21T16:27:12.486Z,2025-06-21T16:27:13Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776672069,141,81.8,5776672073,213,0.24,5776672071,212,19.4,5776672065,56,Left,5776672067,140,58.5,5776672063,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628707,202,8,1,25,48,ctvzi2jbl1q6xzq0s3sexj73g,1,39.0,26.4,2025-06-21T16:27:14.607Z,2025-06-21T16:27:14Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5776672081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628717,278,1,1,25,50,6oxoag5c6zbnn09wx08vz4iak,1,62.0,41.8,2025-06-21T16:27:16.999Z,2025-06-21T16:27:23Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5776672145,141,29.8,5776672141,56,Back,5776672147,212,20.4,5776672143,140,44.2,5776672149,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628723,280,1,1,25,58,6oxoag5c6zbnn09wx08vz4iak,1,57.2,20.1,2025-06-21T16:27:24.262Z,2025-06-21T16:27:28Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5776672175,212,20.6,5776672171,140,40.1,5776672169,56,Back,5776672177,213,2.63,5776672173,141,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628735,281,1,1,26,2,6oxoag5c6zbnn09wx08vz4iak,1,44.2,43.0,2025-06-21T16:27:28.302Z,2025-06-21T16:27:32Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5776672239,140,38.8,5776672245,213,1.88,5776672241,141,69.3,5776672237,56,Back,5776672243,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628743,282,1,1,26,5,6oxoag5c6zbnn09wx08vz4iak,1,38.9,70.5,2025-06-21T16:27:31.902Z,2025-06-21T16:27:34Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5776672289,56,Left,5776672291,140,55.6,5776672295,212,22.6,5776672293,141,91.5,5776672297,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628753,283,1,1,26,8,6oxoag5c6zbnn09wx08vz4iak,1,55.6,91.5,2025-06-21T16:27:34.343Z,2025-06-21T16:36:47Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5776672359,140,78.0,5776672363,212,25.0,5776672357,56,Left,5776672355,155,,5776672361,141,79.0,5776672365,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628757,284,1,1,26,14,6oxoag5c6zbnn09wx08vz4iak,1,83.5,86.3,2025-06-21T16:27:41.126Z,2025-06-21T16:36:49Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5776672389,212,10.9,5776672385,140,89.8,5776672383,56,Center,5776672387,141,73.6,5776672391,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628767,285,1,1,26,18,6oxoag5c6zbnn09wx08vz4iak,1,89.8,73.6,2025-06-21T16:27:44.230Z,2025-06-21T16:38:47Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,1.0,,5776672449,140,85.8,5776672451,141,62.7,5776672455,213,4.20,5776672453,212,8.5,5776672447,56,Center,5776680177,210,15,5776682629,195,,5776680179,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628769,286,15,1,26,20,6oxoag5c6zbnn09wx08vz4iak,1,88.2,59.4,2025-06-21T16:27:46.195Z,2025-06-21T16:38:49Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5776680197,146,93.4,5776680193,103,19,5776680195,328,,5776680191,102,50.0,5776677665,82,,5776677661,20,,5776672463,56,Center,5776680199,147,55.2,5776672461,17,,5776680203,231,5776680201,230,5776680205,233,203,5776672459,22,5776680183,29,,5776680187,55,5776680181,78,97.7,,52.2,285,5776680185,154,,,,,
2823628761,203,10,1,26,20,ctvzi2jbl1q6xzq0s3sexj73g,1,6.6,44.8,2025-06-21T16:27:46.295Z,2025-06-21T16:36:07Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5776672407,94,,5776680227,233,286,5776672409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628773,204,12,1,26,20,ctvzi2jbl1q6xzq0s3sexj73g,1,12.1,47.2,2025-06-21T16:27:46.793Z,2025-06-21T18:19:44Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5776672489,56,Back,5776672491,140,20.1,5776672495,212,11.5,5776672493,141,58.7,5776672497,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823630089,375,61,1,26,21,6oxoag5c6zbnn09wx08vz4iak,1,84.0,61.2,2025-06-21T16:27:47.365Z,2025-06-21T16:36:44Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,1.0,,5776680329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823630613,390,43,1,26,21,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-06-21T16:27:47.608Z,2025-06-21T16:40:16Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5776683725,56,Center,5776684183,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628771,287,15,1,26,22,6oxoag5c6zbnn09wx08vz4iak,1,78.4,57.3,2025-06-21T16:27:48.439Z,2025-06-21T18:20:03Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5776680905,231,50.4,5776680897,103,19,5776677769,20,,5776680903,230,98.1,5776680895,102,52.6,5776680909,233,205,5776680899,146,86.3,5776677773,82,,5776672479,18,,5776672477,22,5776672481,56,5776680887,76,,5776680889,29,5776680901,147,55.6,5776680891,55,,,Center,,,375,,,,,,,
2823628777,205,10,1,26,22,ctvzi2jbl1q6xzq0s3sexj73g,1,13.7,44.4,2025-06-21T16:27:48.539Z,2025-06-21T16:36:45Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5776680913,233,287,5776672511,94,,5776672513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823628781,206,6,1,26,24,ctvzi2jbl1q6xzq0s3sexj73g,0,18.0,59.0,2025-06-21T16:27:50.703Z,2025-06-21T16:27:56Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5776672517,56,Back,5776672531,233,288,5776672519,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
