id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2823863127,227,1,1,23,10,doohk95o6e8pkqah8vkop51dg,0,87.7,82.4,2025-06-22T15:24:31.321Z,2025-06-22T15:24:35Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5777985401,140,93.2,5777985403,141,66.0,5777985395,2,,5777985405,212,12.6,5777985407,213,5.19,5777985399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863129,211,61,1,23,14,eujf9nqky8c5jnahb2f76m86o,1,12.9,27.1,2025-06-22T15:24:35.432Z,2025-06-22T15:24:35Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5777985409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863145,212,6,1,23,15,eujf9nqky8c5jnahb2f76m86o,0,10.5,29.8,2025-06-22T15:24:36.698Z,2025-06-22T16:03:55Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5777985543,73,,5777985541,56,Back,5777985551,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863133,228,6,1,23,15,doohk95o6e8pkqah8vkop51dg,1,89.5,70.2,2025-06-22T15:24:36.698Z,2025-06-22T16:03:54Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5777985467,56,Center,5777985469,73,,5777985545,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863239,229,1,1,23,36,doohk95o6e8pkqah8vkop51dg,0,99.5,99.5,2025-06-22T15:24:57.593Z,2025-06-22T15:25:00Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5777986059,140,94.4,5777986065,213,4.56,5777986061,141,47.0,5777986049,2,,5777986055,223,,5777986051,6,,5777986057,56,Center,5777986063,212,36.1,5777986067,1,,5777986053,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863253,213,12,1,23,41,eujf9nqky8c5jnahb2f76m86o,1,4.7,49.0,2025-06-22T15:25:02.275Z,2025-06-22T15:25:04Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5777986147,213,1.86,5777986143,141,81.5,5777986139,56,Back,5777986141,140,0.0,5777986161,167,,5777986145,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863261,214,6,1,23,42,eujf9nqky8c5jnahb2f76m86o,0,1.4,70.2,2025-06-22T15:25:03.462Z,2025-06-22T15:25:13Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5777986275,233,230,5777986209,56,Back,5777986211,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863259,230,6,1,23,42,doohk95o6e8pkqah8vkop51dg,1,98.6,29.8,2025-06-22T15:25:03.462Z,2025-06-22T16:03:55Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5777986267,233,214,5777986263,56,Center,5777986265,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863357,231,1,1,24,0,doohk95o6e8pkqah8vkop51dg,0,99.5,0.5,2025-06-22T15:25:21.658Z,2025-06-22T15:25:23Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5777986717,224,,5777986723,141,53.0,5777986727,213,1.84,5777986713,6,,5777986725,212,37.1,5777986719,56,Center,5777986721,140,90.0,5777986729,1,,5777986715,155,,5777986711,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863363,215,12,1,24,3,eujf9nqky8c5jnahb2f76m86o,1,9.5,50.0,2025-06-22T15:25:24.332Z,2025-06-22T15:25:27Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5777986755,56,Back,5777986759,141,48.2,5777986761,212,22.0,5777986767,15,,5777986757,140,30.4,5777986763,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863387,232,1,1,24,8,doohk95o6e8pkqah8vkop51dg,1,66.2,49.7,2025-06-22T15:25:29.393Z,2025-06-22T15:25:31Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5777986881,56,Right,5777986885,141,8.6,5777986889,213,5.16,5777986883,140,79.1,5777986887,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863409,233,1,1,24,10,doohk95o6e8pkqah8vkop51dg,1,79.1,8.6,2025-06-22T15:25:31.297Z,2025-06-22T15:25:34Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5777987017,213,0.06,5777987013,141,10.0,5777987009,56,Right,5777987015,212,15.8,5777987011,140,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863419,234,1,1,24,13,doohk95o6e8pkqah8vkop51dg,0,95.9,9.2,2025-06-22T15:25:34.793Z,2025-06-22T15:25:37Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5777987067,213,1.08,5777987059,56,Center,5777987065,212,10.7,5777987061,140,100.0,5777987063,141,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863463,216,5,1,24,16,eujf9nqky8c5jnahb2f76m86o,1,-1.0,76.4,2025-06-22T15:25:37.184Z,2025-06-22T16:04:05Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5777987327,233,235,5777987319,346,,5777987317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863445,235,5,1,24,16,doohk95o6e8pkqah8vkop51dg,0,101.0,23.6,2025-06-22T15:25:37.184Z,2025-06-22T15:25:52Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5777987227,56,Center,5777987229,346,,5777987333,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863551,219,1,1,24,43,eujf9nqky8c5jnahb2f76m86o,0,3.5,54.5,2025-06-22T15:26:04.371Z,2025-06-22T15:26:07Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5777987813,155,,5777987817,140,62.8,5777987823,213,0.26,5777987815,56,Left,5777987829,74,,5777987811,124,,5777987819,141,79.3,5777987825,1,,5777987821,212,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863559,236,44,1,24,45,doohk95o6e8pkqah8vkop51dg,1,38.3,21.8,2025-06-22T15:26:06.410Z,2025-06-22T15:26:11Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5777987875,233,220,5777987861,285,,5777987859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863555,220,44,1,24,45,eujf9nqky8c5jnahb2f76m86o,0,61.7,78.2,2025-06-22T15:26:06.411Z,2025-06-22T15:26:12Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5777987905,233,236,5777987837,56,Center,5777987839,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863579,237,1,1,24,45,doohk95o6e8pkqah8vkop51dg,0,40.7,22.1,2025-06-22T15:26:06.649Z,2025-06-22T16:04:12Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5777988045,212,10.8,5777988041,140,47.3,5777988043,141,10.0,5777988047,213,5.41,5777988037,3,,5777988039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863567,221,1,1,24,47,eujf9nqky8c5jnahb2f76m86o,0,53.0,88.6,2025-06-22T15:26:08.698Z,2025-06-22T15:26:09Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5777987953,140,61.4,5777987957,212,16.1,5777987955,141,68.8,5777987949,3,,5777987951,56,Center,5777987959,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863581,238,1,1,24,49,doohk95o6e8pkqah8vkop51dg,0,35.7,21.9,2025-06-22T15:26:10.361Z,2025-06-22T15:26:12Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5777988059,213,6.01,5777988049,3,,5777988055,141,18.2,5777988051,56,Back,5777988057,212,9.3,5777988053,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863587,222,1,1,24,50,eujf9nqky8c5jnahb2f76m86o,1,58.1,77.0,2025-06-22T15:26:11.546Z,2025-06-22T15:26:13Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5777988091,56,Center,5777988095,141,70.9,5777988089,3,,5777988099,213,6.03,5777988093,140,73.5,5777988097,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863595,223,1,1,24,52,eujf9nqky8c5jnahb2f76m86o,1,74.0,71.8,2025-06-22T15:26:12.946Z,2025-06-22T15:26:15Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5777988145,140,61.2,5777988143,56,Center,5777988141,3,,5777988155,156,,5777988147,141,62.7,5777988149,212,14.8,5777988151,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863609,224,1,1,24,56,eujf9nqky8c5jnahb2f76m86o,1,65.3,63.9,2025-06-22T15:26:16.906Z,2025-06-22T15:26:18Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5777988237,213,0.44,5777988233,141,70.5,5777988231,140,74.3,5777988235,212,10.5,5777988229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863621,225,1,1,24,57,eujf9nqky8c5jnahb2f76m86o,1,78.9,67.0,2025-06-22T15:26:18.666Z,2025-06-22T15:26:20Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5777988281,212,9.3,5777988275,56,Center,5777988283,213,2.94,5777988277,140,70.2,5777988279,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863623,226,3,1,24,59,eujf9nqky8c5jnahb2f76m86o,0,70.5,67.2,2025-06-22T15:26:19.937Z,2025-06-22T16:03:22Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5777988293,286,,5777988291,56,Center,5777988331,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863625,239,7,1,24,59,doohk95o6e8pkqah8vkop51dg,1,29.5,32.8,2025-06-22T15:26:19.938Z,2025-06-22T16:03:22Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5777988295,56,Back,5777988315,233,226,5777988297,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863639,241,1,1,25,1,doohk95o6e8pkqah8vkop51dg,0,31.2,30.9,2025-06-22T15:26:22.738Z,2025-06-22T15:58:19Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5777988389,141,39.9,5777988397,213,0.71,5777988385,140,38.0,5777988393,212,9.4,5777988383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863645,227,61,1,25,3,eujf9nqky8c5jnahb2f76m86o,1,64.7,69.7,2025-06-22T15:26:24.454Z,2025-06-22T15:57:52Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5777988435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863675,229,1,1,25,7,eujf9nqky8c5jnahb2f76m86o,1,39.0,60.8,2025-06-22T15:26:27.914Z,2025-06-22T15:26:30Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5777988595,212,24.4,5777988591,140,19.8,5777988589,56,Back,5777988593,141,40.6,5777988597,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863695,230,1,1,25,10,eujf9nqky8c5jnahb2f76m86o,0,20.5,38.5,2025-06-22T15:26:30.882Z,2025-06-22T15:26:36Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5777988725,140,67.0,5777988723,56,Right,5777988721,157,,5777988727,141,15.0,5777988729,212,51.4,5777988733,1,,5777988731,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863685,242,44,1,25,13,doohk95o6e8pkqah8vkop51dg,1,32.8,87.2,2025-06-22T15:26:34.425Z,2025-06-22T16:03:44Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5777988767,233,231,5777988667,56,Back,5777988669,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863701,231,44,1,25,13,eujf9nqky8c5jnahb2f76m86o,0,67.2,12.8,2025-06-22T15:26:34.426Z,2025-06-22T16:03:45Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5777988777,233,242,5777988751,286,,5777988749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863689,243,1,1,25,13,doohk95o6e8pkqah8vkop51dg,0,32.4,91.4,2025-06-22T15:26:34.769Z,2025-06-22T15:26:35Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5777988695,213,6.17,5777988685,3,,5777988693,212,10.3,5777988691,141,89.7,5777988687,56,Back,5777988689,140,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863713,232,1,1,25,17,eujf9nqky8c5jnahb2f76m86o,0,60.7,15.8,2025-06-22T15:26:38.411Z,2025-06-22T15:26:39Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5777988805,56,Right,5777988811,212,11.7,5777988809,141,12.2,5777988807,140,71.6,5777988813,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863719,245,1,1,25,19,doohk95o6e8pkqah8vkop51dg,0,32.7,90.8,2025-06-22T15:26:40.096Z,2025-06-22T15:26:40Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5777988837,56,Back,5777988839,140,40.8,5777988845,213,6.24,5777988843,212,8.5,5777988841,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863729,233,61,1,25,20,eujf9nqky8c5jnahb2f76m86o,1,54.6,9.2,2025-06-22T15:26:41.362Z,2025-06-22T16:04:22Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5777988909,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863749,246,1,1,25,20,doohk95o6e8pkqah8vkop51dg,1,38.4,89.7,2025-06-22T15:26:41.633Z,2025-06-22T15:26:49Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5777989033,212,11.5,5777989031,141,84.1,5777989035,213,3.48,5777989029,140,28.1,5777989027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863773,247,1,1,25,29,doohk95o6e8pkqah8vkop51dg,1,29.3,71.7,2025-06-22T15:26:49.857Z,2025-06-22T15:26:54Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5777989183,141,43.4,5777989187,213,4.56,5777989181,140,26.5,5777989185,212,19.5,5777989179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863783,248,1,1,25,33,doohk95o6e8pkqah8vkop51dg,1,26.2,39.7,2025-06-22T15:26:54.193Z,2025-06-22T15:26:56Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5777989237,141,65.2,5777989239,212,18.4,5777989235,140,32.2,5777989241,213,1.22,5777989233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863791,249,1,1,25,35,doohk95o6e8pkqah8vkop51dg,1,32.3,68.1,2025-06-22T15:26:56.081Z,2025-06-22T15:26:57Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5777989287,213,0.24,5777989283,141,70.8,5777989279,56,Back,5777989281,140,39.6,5777989285,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863795,250,1,1,25,36,doohk95o6e8pkqah8vkop51dg,0,39.8,70.6,2025-06-22T15:26:57.761Z,2025-06-22T15:26:58Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5777989305,56,Back,5777989307,140,35.3,5777989311,212,7.8,5777989309,141,61.5,5777989313,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863805,234,61,1,25,39,eujf9nqky8c5jnahb2f76m86o,0,68.8,29.7,2025-06-22T15:27:00.058Z,2025-06-22T15:27:00Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5777989355,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863829,251,3,1,25,40,doohk95o6e8pkqah8vkop51dg,0,33.0,65.3,2025-06-22T15:27:01.078Z,2025-06-22T16:03:23Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5777999437,233,235,5777989441,56,Back,5777999441,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863817,235,7,1,25,40,eujf9nqky8c5jnahb2f76m86o,0,67.0,34.7,2025-06-22T15:27:01.079Z,2025-06-22T16:03:22Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5777999431,233,251,5777998615,286,,5777989417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823865521,301,61,1,25,40,doohk95o6e8pkqah8vkop51dg,1,32.3,68.8,2025-06-22T15:27:01.777Z,2025-06-22T15:33:40Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5777999151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863841,237,1,1,25,42,eujf9nqky8c5jnahb2f76m86o,1,73.5,44.9,2025-06-22T15:27:03.234Z,2025-06-22T15:27:04Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5777989495,56,Center,5777989501,212,13.4,5777989497,140,61.1,5777989503,213,3.38,5777989499,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863845,238,1,1,25,43,eujf9nqky8c5jnahb2f76m86o,1,61.1,40.9,2025-06-22T15:27:04.193Z,2025-06-22T15:27:06Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5777989515,141,32.7,5777989513,140,67.3,5777989511,56,Center,5777989517,212,8.6,5777989519,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863849,239,1,1,25,45,eujf9nqky8c5jnahb2f76m86o,1,66.1,30.7,2025-06-22T15:27:06.306Z,2025-06-22T15:56:58Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5777989541,212,13.7,5777989543,213,5.37,5777989535,56,Right,5777989539,141,14.7,5777989537,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863863,240,1,1,25,47,eujf9nqky8c5jnahb2f76m86o,1,73.4,12.2,2025-06-22T15:27:08.073Z,2025-06-22T15:56:59Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5777989621,56,Right,5777989623,140,84.9,5777989625,141,20.0,5777989629,213,0.41,5777989627,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863867,241,50,1,25,50,eujf9nqky8c5jnahb2f76m86o,1,78.2,20.6,2025-06-22T15:27:11.121Z,2025-06-22T16:03:23Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5777989647,286,,5777989645,56,Right,5777989717,233,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863879,252,7,1,25,50,doohk95o6e8pkqah8vkop51dg,1,21.8,79.4,2025-06-22T15:27:11.122Z,2025-06-22T16:03:23Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5777989713,233,241,5777989709,56,Back,5777989711,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863875,242,3,1,25,53,eujf9nqky8c5jnahb2f76m86o,0,66.0,22.6,2025-06-22T15:27:14.170Z,2025-06-22T15:57:12Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5777989689,56,Center,5778026327,233,253,5777989691,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863881,253,7,1,25,53,doohk95o6e8pkqah8vkop51dg,1,34.0,77.4,2025-06-22T15:27:14.171Z,2025-06-22T15:57:11Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5777989725,56,Back,5777989727,285,,5778026331,233,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863891,243,1,1,25,57,eujf9nqky8c5jnahb2f76m86o,1,60.4,10.0,2025-06-22T15:27:18.521Z,2025-06-22T15:57:18Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5777989861,140,36.0,5777989859,56,Back,5777989865,212,27.6,5777989867,213,2.76,5777989863,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863899,244,1,1,25,59,eujf9nqky8c5jnahb2f76m86o,1,35.8,24.6,2025-06-22T15:27:20.482Z,2025-06-22T15:27:22Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5777989907,213,1.65,5777989903,141,54.3,5777989899,56,Back,5777989901,140,34.3,5777989905,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863905,245,1,1,26,1,eujf9nqky8c5jnahb2f76m86o,1,32.9,54.9,2025-06-22T15:27:21.994Z,2025-06-22T15:27:23Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5777989931,141,80.8,5777989933,212,17.8,5777989929,140,35.3,5777989927,56,Back,5777989935,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863911,246,1,1,26,2,eujf9nqky8c5jnahb2f76m86o,1,35.4,81.1,2025-06-22T15:27:22.985Z,2025-06-22T15:27:24Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5777989989,56,Back,5777989991,140,31.1,5777989995,212,15.1,5777989997,213,4.41,5777989993,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863929,247,1,1,26,3,eujf9nqky8c5jnahb2f76m86o,1,30.0,60.3,2025-06-22T15:27:24.537Z,2025-06-22T15:27:29Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5777990055,140,32.8,5777990053,56,Back,5777990057,141,30.0,5777990059,212,20.8,5777990061,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863939,248,1,1,26,8,eujf9nqky8c5jnahb2f76m86o,1,30.0,29.4,2025-06-22T15:27:28.969Z,2025-06-22T15:27:32Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5777990117,155,,5777990123,141,26.8,5777990127,213,6.23,5777990125,212,36.1,5777990119,56,Center,5777990121,140,64.3,5777990129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863943,254,43,1,26,10,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-06-22T15:27:31.561Z,2025-06-22T15:57:21Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5778026349,144,44,5777990149,285,0,5777990147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863945,249,61,1,26,11,eujf9nqky8c5jnahb2f76m86o,0,64.7,26.8,2025-06-22T15:27:32.098Z,2025-06-22T15:27:32Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5777990151,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863949,255,1,1,26,12,doohk95o6e8pkqah8vkop51dg,0,35.4,73.2,2025-06-22T15:27:32.897Z,2025-06-22T15:57:27Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5777990175,213,0.34,5777990171,141,78.5,5777990173,212,10.7,5777990169,140,45.0,5777990167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863953,250,8,1,26,13,eujf9nqky8c5jnahb2f76m86o,1,47.8,19.1,2025-06-22T15:27:34.505Z,2025-06-22T15:27:34Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5777990197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863971,251,1,1,26,15,eujf9nqky8c5jnahb2f76m86o,1,46.0,18.8,2025-06-22T15:27:36.449Z,2025-06-22T15:27:37Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5777990279,141,31.9,5777990277,140,62.8,5777990283,213,0.47,5777990275,56,Center,5777990281,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863973,252,50,1,26,16,eujf9nqky8c5jnahb2f76m86o,1,62.4,31.8,2025-06-22T15:27:37.800Z,2025-06-22T15:27:40Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5777990301,286,,5777990299,56,Center,5777990343,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823863975,256,7,1,26,16,doohk95o6e8pkqah8vkop51dg,0,37.6,68.2,2025-06-22T15:27:37.801Z,2025-06-22T15:57:26Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5777990333,233,252,5777990303,56,Back,5777990305,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
