id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/8/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2820727445,227,74,1,28,11,d8w1m5j3jbd1eva8524dv4a20,1,37.3,3.5,2025-06-01T15:29:11.956Z,2025-06-01T17:10:42Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5760371259,56,Back,5760371261,285,,5760371271,233,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727455,242,43,1,28,15,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-06-01T15:29:15.683Z,2025-06-01T15:44:18Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760371325,141,60.6,5760371327,212,17.4,5760371329,213,5.08,5760371317,56,Center,5760371321,140,71.9,5760403095,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727447,228,1,1,28,15,d8w1m5j3jbd1eva8524dv4a20,0,28.2,6.4,2025-06-01T15:29:16.351Z,2025-06-01T15:57:56Z,9avxz26gl0igfm4ea5inps0es,M. Hope,,,5760424313,286,,5760418721,213,6.10,5760424309,233,475,5760424307,236,,5760418719,212,2.2,5760418717,141,5.8,5760418715,140,30.3,5760371275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735817,475,74,1,28,16,ctvzi2jbl1q6xzq0s3sexj73g,1,69.0,94.8,2025-06-01T15:29:16.352Z,2025-06-01T15:58:40Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760419315,285,,5760419313,56,Left,5760424327,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733351,403,1,1,28,16,ctvzi2jbl1q6xzq0s3sexj73g,1,59.7,85.9,2025-06-01T15:29:16.502Z,2025-06-01T15:58:44Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760405959,140,62.1,5760405957,56,Center,5760405965,213,4.98,5760405963,212,9.4,5760405961,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727463,243,61,1,28,17,ctvzi2jbl1q6xzq0s3sexj73g,0,71.1,60.9,2025-06-01T15:29:18.075Z,2025-06-01T15:58:47Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5760371381,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820735735,384,61,1,28,18,d8w1m5j3jbd1eva8524dv4a20,1,34.0,7.1,2025-06-01T15:29:18.352Z,2025-06-01T15:52:36Z,9avxz26gl0igfm4ea5inps0es,M. Hope,,,5760418939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733501,338,1,1,28,21,d8w1m5j3jbd1eva8524dv4a20,1,41.0,26.4,2025-06-01T15:29:21.558Z,2025-06-01T15:46:06Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760406861,140,57.6,5760406863,141,9.6,5760406859,56,Right,5760406867,213,5.70,5760406865,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727483,230,1,1,28,22,d8w1m5j3jbd1eva8524dv4a20,1,42.4,22.2,2025-06-01T15:29:22.830Z,2025-06-01T15:53:57Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,,5760371523,141,17.9,5760371521,140,33.6,5760371519,56,Back,5760371525,212,9.7,5760371527,213,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727481,244,83,1,28,23,ctvzi2jbl1q6xzq0s3sexj73g,0,65.9,80.2,2025-06-01T15:29:24.211Z,2025-06-01T15:29:27Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760371591,399,eguth2iido7y17nisod5l6e50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727487,231,50,1,28,24,d8w1m5j3jbd1eva8524dv4a20,1,33.9,18.5,2025-06-01T15:29:24.910Z,2025-06-01T17:10:10Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5760371543,56,Back,5760407895,286,,5760407947,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727489,245,7,1,28,24,ctvzi2jbl1q6xzq0s3sexj73g,1,66.1,81.5,2025-06-01T15:29:24.911Z,2025-06-01T17:10:10Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760371545,56,Left,5760407921,233,231,5760371547,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727503,247,1,1,28,25,ctvzi2jbl1q6xzq0s3sexj73g,1,65.0,88.1,2025-06-01T15:29:26.251Z,2025-06-01T15:59:14Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760371621,141,76.6,5760371619,140,63.4,5760371617,56,Center,5760371623,212,8.0,5760371625,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727505,248,50,1,28,26,ctvzi2jbl1q6xzq0s3sexj73g,1,62.4,74.3,2025-06-01T15:29:27.124Z,2025-06-01T17:10:11Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5760371631,56,Center,5760409729,286,,5760409773,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727507,232,7,1,28,26,d8w1m5j3jbd1eva8524dv4a20,0,37.6,25.7,2025-06-01T15:29:27.125Z,2025-06-01T17:10:11Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760409765,233,248,5760371645,285,,5760371643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727519,249,43,1,28,27,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-06-01T15:29:27.827Z,2025-06-01T15:47:36Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5760410005,144,1,5760371719,141,64.8,5760371717,140,66.8,5760371721,212,9.2,5760371723,213,4.54,5760371715,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727523,250,4,1,28,30,ctvzi2jbl1q6xzq0s3sexj73g,1,64.3,61.3,2025-06-01T15:29:30.971Z,2025-06-01T17:09:50Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5760371735,13,,5760371741,265,,5760371743,286,,5760371737,56,Center,5760371739,152,,5760371799,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727533,233,4,1,28,30,d8w1m5j3jbd1eva8524dv4a20,0,35.7,38.7,2025-06-01T15:29:30.972Z,2025-06-01T17:09:50Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760371781,152,,5760371803,233,250,5760371785,285,,5760371777,13,,5760371779,56,Back,5760371783,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727597,251,1,1,28,50,ctvzi2jbl1q6xzq0s3sexj73g,1,60.7,56.4,2025-06-01T15:29:51.084Z,2025-06-01T15:29:54Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760372105,212,7.4,5760372107,213,2.78,5760372095,5,,5760372103,141,60.3,5760372099,56,Center,5760372097,152,,5760372101,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727607,252,1,1,28,53,ctvzi2jbl1q6xzq0s3sexj73g,1,54.0,60.9,2025-06-01T15:29:53.508Z,2025-06-01T15:29:57Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760372201,140,59.1,5760372199,56,Left,5760372203,141,83.8,5760372207,213,1.24,5760372205,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727615,253,1,1,28,56,ctvzi2jbl1q6xzq0s3sexj73g,1,62.4,72.3,2025-06-01T15:29:57.299Z,2025-06-01T15:29:59Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760372253,140,51.6,5760372255,141,43.7,5760372257,212,22.5,5760372259,213,4.18,5760372251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727629,254,1,1,28,59,ctvzi2jbl1q6xzq0s3sexj73g,1,51.6,43.7,2025-06-01T15:29:59.411Z,2025-06-01T15:30:01Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760372311,56,Right,5760372313,140,54.4,5760372319,213,4.86,5760372317,212,19.8,5760372315,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727643,255,1,1,29,1,ctvzi2jbl1q6xzq0s3sexj73g,1,52.5,24.0,2025-06-01T15:30:01.707Z,2025-06-01T15:30:05Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760372387,140,46.7,5760372391,212,24.8,5760372389,141,59.4,5760372385,56,Back,5760372393,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727653,256,1,1,29,4,ctvzi2jbl1q6xzq0s3sexj73g,1,46.2,64.2,2025-06-01T15:30:05.179Z,2025-06-01T15:30:08Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760372463,213,0.95,5760372459,141,96.6,5760372457,140,61.3,5760372455,56,Left,5760372461,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727661,257,1,1,29,8,ctvzi2jbl1q6xzq0s3sexj73g,1,61.4,96.6,2025-06-01T15:30:08.708Z,2025-06-01T15:30:14Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760372531,56,Left,5760372533,140,54.1,5760372537,212,10.4,5760372539,213,3.89,5760372535,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727671,258,1,1,29,14,ctvzi2jbl1q6xzq0s3sexj73g,1,62.6,65.1,2025-06-01T15:30:14.411Z,2025-06-01T15:30:18Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760372611,140,70.9,5760372609,56,Center,5760372613,141,42.1,5760372617,212,17.9,5760372619,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727677,259,1,1,29,18,ctvzi2jbl1q6xzq0s3sexj73g,1,68.5,56.9,2025-06-01T15:30:18.500Z,2025-06-01T15:30:23Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5760372651,56,Left,5760372659,213,0.93,5760372657,212,27.3,5760372655,141,89.1,5760372653,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727687,260,1,1,29,22,ctvzi2jbl1q6xzq0s3sexj73g,0,84.0,87.5,2025-06-01T15:30:22.804Z,2025-06-01T15:30:25Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760372693,155,,5760372729,233,234,5760372691,2,,5760372703,213,5.20,5760372695,56,Center,5760372697,140,97.1,5760372699,141,49.1,5760372701,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727685,234,11,1,29,24,d8w1m5j3jbd1eva8524dv4a20,1,11.5,47.9,2025-06-01T15:30:24.708Z,2025-06-01T15:30:26Z,5bfaszkv7wr5nkkcklqtncftg,E. Fauskanger,,,5760372689,88,,5760372687,56,Back,5760372739,233,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727713,236,1,1,29,35,d8w1m5j3jbd1eva8524dv4a20,1,13.1,50.4,2025-06-01T15:30:36.004Z,2025-06-01T15:30:37Z,5bfaszkv7wr5nkkcklqtncftg,E. Fauskanger,,,5760372881,141,68.5,5760372877,56,Back,5760372885,213,1.67,5760372879,140,11.9,5760372883,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727717,237,1,1,29,36,d8w1m5j3jbd1eva8524dv4a20,1,11.9,68.5,2025-06-01T15:30:37.084Z,2025-06-01T15:30:39Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760372907,141,93.8,5760372909,212,17.5,5760372911,213,1.38,5760372903,56,Back,5760372905,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727727,238,1,1,29,38,d8w1m5j3jbd1eva8524dv4a20,1,15.2,92.4,2025-06-01T15:30:38.981Z,2025-06-01T15:30:41Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,,5760372941,56,Back,5760372949,213,5.41,5760372947,212,18.1,5760372945,141,72.0,5760372943,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727737,239,1,1,29,40,d8w1m5j3jbd1eva8524dv4a20,1,26.2,72.0,2025-06-01T15:30:40.821Z,2025-06-01T15:30:43Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760372983,212,15.6,5760372985,213,5.57,5760372979,140,37.5,5760372977,56,Back,5760372981,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727741,240,1,1,29,42,d8w1m5j3jbd1eva8524dv4a20,1,37.5,57.0,2025-06-01T15:30:43.044Z,2025-06-01T15:30:44Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5760373003,56,Back,5760373011,213,2.19,5760373005,140,31.5,5760373009,212,10.9,5760373007,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727743,241,1,1,29,44,d8w1m5j3jbd1eva8524dv4a20,0,31.5,70.0,2025-06-01T15:30:44.484Z,2025-06-01T15:30:45Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,,5760373017,155,,5760373019,56,Center,5760373021,140,52.6,5760373023,141,45.2,5760373027,213,5.63,5760373025,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727777,242,83,1,29,52,d8w1m5j3jbd1eva8524dv4a20,0,57.8,29.8,2025-06-01T15:30:53.204Z,2025-06-01T15:30:55Z,eguth2iido7y17nisod5l6e50,T. Nyhammer,,,5760373197,399,dnw3y6r7bk0aqbta2s7ttivhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727779,262,1,1,29,52,ctvzi2jbl1q6xzq0s3sexj73g,1,33.9,72.6,2025-06-01T15:30:53.324Z,2025-06-01T15:30:54Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760373191,212,12.8,5760373187,140,30.2,5760373189,141,90.6,5760373185,56,Back,5760373193,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727823,263,1,1,29,58,ctvzi2jbl1q6xzq0s3sexj73g,1,29.8,72.3,2025-06-01T15:30:58.980Z,2025-06-01T15:31:06Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760373395,141,35.4,5760373399,213,4.44,5760373397,212,26.1,5760373393,140,23.0,5760373391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727835,264,1,1,30,5,ctvzi2jbl1q6xzq0s3sexj73g,1,43.8,29.1,2025-06-01T15:31:05.812Z,2025-06-01T15:31:09Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760373443,212,22.9,5760373445,213,5.47,5760373439,140,58.8,5760373437,56,Right,5760373441,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727853,265,1,1,30,8,ctvzi2jbl1q6xzq0s3sexj73g,1,58.6,5.2,2025-06-01T15:31:09.028Z,2025-06-01T15:31:11Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760373535,56,Back,5760373541,212,17.1,5760373543,213,2.67,5760373537,140,44.1,5760373539,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727877,266,1,1,30,10,ctvzi2jbl1q6xzq0s3sexj73g,1,45.7,23.4,2025-06-01T15:31:11.244Z,2025-06-01T15:31:15Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760373673,140,46.2,5760373671,56,Back,5760373675,141,49.6,5760373679,213,1.54,5760373677,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727901,267,1,1,30,18,ctvzi2jbl1q6xzq0s3sexj73g,1,65.7,62.4,2025-06-01T15:31:18.572Z,2025-06-01T15:31:21Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760373811,212,18.5,5760373805,56,Left,5760373809,141,89.6,5760373807,140,66.8,5760373813,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727907,268,1,1,30,20,ctvzi2jbl1q6xzq0s3sexj73g,1,66.8,89.6,2025-06-01T15:31:20.939Z,2025-06-01T15:31:24Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760373865,212,13.2,5760373867,213,0.40,5760373859,56,Left,5760373863,141,97.2,5760373861,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727919,269,1,1,30,23,ctvzi2jbl1q6xzq0s3sexj73g,1,77.7,96.0,2025-06-01T15:31:24.100Z,2025-06-01T15:31:27Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760373945,141,90.2,5760373943,140,65.7,5760373941,56,Left,5760373949,213,3.44,5760373947,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727933,270,1,1,30,26,ctvzi2jbl1q6xzq0s3sexj73g,1,66.7,88.0,2025-06-01T15:31:26.876Z,2025-06-01T15:31:29Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760374013,140,61.6,5760374011,56,Center,5760374015,141,70.0,5760374019,213,4.30,5760374017,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727953,271,1,1,30,28,ctvzi2jbl1q6xzq0s3sexj73g,1,61.6,66.3,2025-06-01T15:31:28.836Z,2025-06-01T15:31:31Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760374141,212,19.5,5760374135,56,Center,5760374137,140,59.9,5760374139,141,37.7,5760374143,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727973,272,1,1,30,31,ctvzi2jbl1q6xzq0s3sexj73g,1,65.1,36.3,2025-06-01T15:31:31.564Z,2025-06-01T15:31:33Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760374221,56,Right,5760374229,213,5.21,5760374227,212,21.0,5760374225,141,9.2,5760374223,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727997,273,1,1,30,33,ctvzi2jbl1q6xzq0s3sexj73g,1,73.1,11.1,2025-06-01T15:31:33.651Z,2025-06-01T15:31:40Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760374403,213,5.92,5760374395,56,Right,5760374399,141,2.8,5760374397,140,87.3,5760374401,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728003,274,4,1,30,39,ctvzi2jbl1q6xzq0s3sexj73g,1,76.9,10.0,2025-06-01T15:31:40.012Z,2025-06-01T17:09:51Z,cegoeac3l2owi83zdvu30tj6y,O. Blomberg,,,5760374501,233,244,5760374445,286,,5760374441,152,,5760374443,265,,5760374439,56,Right,5760374437,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728005,244,4,1,30,39,d8w1m5j3jbd1eva8524dv4a20,0,23.1,90.0,2025-06-01T15:31:40.013Z,2025-06-01T17:09:51Z,62inw8zz8raw527zudb2n8jys,E. Schlichting,,,5760374495,152,,5760374491,56,Back,5760374487,13,,5760374499,285,,5760374497,265,,5760374505,233,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728157,275,1,1,31,10,ctvzi2jbl1q6xzq0s3sexj73g,0,75.7,12.0,2025-06-01T15:32:10.596Z,2025-06-01T15:32:15Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5760375317,141,46.4,5760375315,140,95.7,5760375309,155,,5760375313,56,Center,5760375321,213,0.84,5760375319,212,31.4,5760375311,152,,5760375305,2,,5760375397,233,5760375307,5,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,
2820728169,245,41,1,31,12,d8w1m5j3jbd1eva8524dv4a20,0,7.6,56.0,2025-06-01T15:32:13.291Z,2025-06-01T15:32:15Z,5bfaszkv7wr5nkkcklqtncftg,E. Fauskanger,,,5760375415,233,275,5760375379,141,53.4,5760375377,140,35.1,5760375381,212,28.9,5760375383,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728201,276,1,1,31,14,ctvzi2jbl1q6xzq0s3sexj73g,1,66.1,58.7,2025-06-01T15:32:15.139Z,2025-06-01T15:32:19Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5760375535,140,63.6,5760375533,56,Left,5760375541,213,1.69,5760375539,212,21.4,5760375537,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728213,277,1,1,31,19,ctvzi2jbl1q6xzq0s3sexj73g,1,64.3,90.9,2025-06-01T15:32:19.388Z,2025-06-01T15:32:22Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760375609,141,65.7,5760375607,140,77.8,5760375613,213,5.40,5760375611,212,22.2,5760375605,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728221,278,1,1,31,21,ctvzi2jbl1q6xzq0s3sexj73g,0,76.2,67.1,2025-06-01T15:32:21.988Z,2025-06-01T15:57:24Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760375663,212,11.7,5760375665,213,5.38,5760375657,56,Center,5760375659,140,83.1,5760375655,168,,5760375661,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728243,246,12,1,31,23,d8w1m5j3jbd1eva8524dv4a20,1,15.3,46.9,2025-06-01T15:32:23.762Z,2025-06-01T15:32:26Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760375761,141,0.0,5760375763,212,33.3,5760375759,140,19.0,5760375757,56,Back,5760375803,167,,5760375765,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728251,247,5,1,31,24,d8w1m5j3jbd1eva8524dv4a20,0,19.2,-1.3,2025-06-01T15:32:24.685Z,2025-06-01T17:12:21Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,,5760375789,347,,5760375787,56,Back,5760376141,233,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728311,279,5,1,31,24,ctvzi2jbl1q6xzq0s3sexj73g,1,80.8,101.3,2025-06-01T15:32:24.685Z,2025-06-01T17:12:21Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5760376107,56,Left,5760376125,233,247,5760376109,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728319,280,1,1,31,34,ctvzi2jbl1q6xzq0s3sexj73g,1,72.8,100.0,2025-06-01T15:32:34.908Z,2025-06-01T15:34:34Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760376171,212,16.9,5760376169,141,82.7,5760376167,140,62.7,5760376165,56,Left,5760376173,213,4.03,5760376181,189,,5760376163,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728323,281,1,1,31,36,ctvzi2jbl1q6xzq0s3sexj73g,1,62.7,82.7,2025-06-01T15:32:36.636Z,2025-06-01T15:32:37Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760376205,212,11.5,5760376207,213,4.51,5760376203,141,66.1,5760376199,56,Center,5760376201,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728325,282,1,1,31,37,ctvzi2jbl1q6xzq0s3sexj73g,1,60.5,66.1,2025-06-01T15:32:37.771Z,2025-06-01T15:32:39Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760376231,56,Left,5760376233,140,66.4,5760376237,212,15.4,5760376239,213,1.16,5760376235,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728339,283,1,1,31,38,ctvzi2jbl1q6xzq0s3sexj73g,1,66.5,86.9,2025-06-01T15:32:39.099Z,2025-06-01T15:32:44Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760376321,213,0.61,5760376317,141,96.0,5760376319,212,10.8,5760376315,140,74.9,5760376313,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728365,284,1,1,31,43,ctvzi2jbl1q6xzq0s3sexj73g,1,69.4,95.6,2025-06-01T15:32:43.805Z,2025-06-01T15:32:46Z,7dnxkce4kn8qchaavv6e4tm21,J. Hauge,,,5760376477,213,3.23,5760376475,212,11.3,5760376469,56,Left,5760376471,140,58.7,5760376473,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728397,285,1,1,31,46,ctvzi2jbl1q6xzq0s3sexj73g,1,61.7,87.4,2025-06-01T15:32:46.636Z,2025-06-01T15:32:51Z,16rhwnvicrl1e9xqw867zuxn9,H. Aleesami,,,5760376659,56,Back,5760376663,141,65.4,5760376661,140,44.9,5760376665,212,23.1,5760376667,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820728429,286,1,1,31,51,ctvzi2jbl1q6xzq0s3sexj73g,1,42.5,63.0,2025-06-01T15:32:51.668Z,2025-06-01T15:32:54Z,bqh87676f46jsdfftw2gt1mok,V. Nielsen,,,5760376827,141,56.6,5760376829,212,7.5,5760376831,213,5.66,5760376823,56,Back,5760376825,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
