id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2798618557,93,1,1,10,25,e5txudmuc2qpc460bs4lb5aff,1,61.5,31.7,2025-04-09T17:11:11.716Z,2025-04-11T19:07:49Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5638199469,213,1.55,5638199467,212,9.0,5638199463,140,61.7,5638199465,141,45.0,5638199461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618563,94,1,1,10,26,e5txudmuc2qpc460bs4lb5aff,1,60.6,55.8,2025-04-09T17:11:13.412Z,2025-04-09T17:11:14Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5638199511,56,Center,5638199515,141,26.5,5638199519,213,4.46,5638199513,140,55.8,5638199517,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618595,95,1,1,10,27,e5txudmuc2qpc460bs4lb5aff,1,55.8,26.5,2025-04-09T17:11:14.267Z,2025-04-09T17:11:17Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5638199703,213,5.41,5638199697,140,65.3,5638199701,212,15.5,5638199695,56,Right,5638199699,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618613,96,1,1,10,30,e5txudmuc2qpc460bs4lb5aff,1,62.2,10.0,2025-04-09T17:11:17.523Z,2025-04-09T17:11:20Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5638199797,140,73.8,5638199801,212,14.5,5638199795,56,Center,5638199803,213,0.57,5638199799,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618617,97,1,1,10,33,e5txudmuc2qpc460bs4lb5aff,0,73.8,21.6,2025-04-09T17:11:20.403Z,2025-04-09T19:56:11Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5638199815,212,6.9,5638199809,56,Right,5638199813,141,11.9,5638199811,140,75.8,5638199817,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618615,83,8,1,10,34,8q6cv8g4bd3xdl7m88kll16na,1,28.7,76.6,2025-04-09T17:11:20.806Z,2025-04-11T19:08:06Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5638199807,56,Back,5641794195,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618645,85,1,1,10,36,8q6cv8g4bd3xdl7m88kll16na,1,30.2,76.9,2025-04-09T17:11:23.014Z,2025-04-09T17:11:24Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5638199959,56,Back,5638199961,140,30.1,5638199965,212,4.6,5638199963,141,83.6,5638199967,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618667,86,1,1,10,38,8q6cv8g4bd3xdl7m88kll16na,1,32.9,96.1,2025-04-09T17:11:24.670Z,2025-04-11T19:08:28Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5638200099,212,10.6,5638200095,140,24.8,5638200093,56,Back,5638200101,213,3.78,5638200097,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618703,87,1,1,10,42,8q6cv8g4bd3xdl7m88kll16na,1,9.7,75.0,2025-04-09T17:11:28.734Z,2025-04-09T17:11:34Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5638200291,213,5.30,5638200283,56,Back,5638200287,141,21.5,5638200293,1,,5638200289,212,43.7,5638200285,140,32.8,5638200281,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618707,88,4,1,10,47,8q6cv8g4bd3xdl7m88kll16na,1,35.3,22.8,2025-04-09T17:11:34.391Z,2025-04-09T17:11:40Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5638200433,56,Back,5638200443,286,,5638200425,13,,5638200435,152,,5638200431,294,,5638200439,233,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618705,98,4,1,10,47,e5txudmuc2qpc460bs4lb5aff,0,64.7,77.2,2025-04-09T17:11:34.392Z,2025-04-09T17:11:40Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5638200365,13,,5638200373,285,,5638200369,56,Center,5638200367,294,,5638200459,233,88,5638200371,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618801,89,1,1,11,4,8q6cv8g4bd3xdl7m88kll16na,1,28.6,11.9,2025-04-09T17:11:51.462Z,2025-04-09T17:11:53Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5638200897,189,,5638200851,212,6.6,5638200843,152,,5638200847,140,23.6,5638200853,213,2.48,5638200841,5,,5638200845,56,Back,5638200849,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618837,90,1,1,11,7,8q6cv8g4bd3xdl7m88kll16na,1,24.9,31.6,2025-04-09T17:11:53.654Z,2025-04-09T17:11:58Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5638201029,140,35.6,5638201035,213,1.12,5638201031,141,65.8,5638201033,212,25.8,5638201027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618865,91,1,1,11,11,8q6cv8g4bd3xdl7m88kll16na,1,43.0,65.4,2025-04-09T17:11:57.973Z,2025-04-09T17:12:03Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5638201205,141,50.6,5638201201,56,Back,5638201209,213,4.29,5638201203,140,38.7,5638201207,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618889,92,1,1,11,16,8q6cv8g4bd3xdl7m88kll16na,0,46.6,45.0,2025-04-09T17:12:03.462Z,2025-04-11T19:09:01Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5638201359,155,,5638201367,212,54.3,5638201365,141,39.7,5638201363,140,98.2,5638201361,56,Center,5638201369,213,6.22,5638201371,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618891,93,43,1,11,23,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-09T17:12:09.758Z,2025-04-09T17:12:19Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5638201375,56,Center,5638201663,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618903,99,52,1,11,24,e5txudmuc2qpc460bs4lb5aff,1,3.2,53.7,2025-04-09T17:12:10.986Z,2025-04-11T19:09:04Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5641802165,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618961,100,1,1,11,34,e5txudmuc2qpc460bs4lb5aff,1,5.0,56.7,2025-04-09T17:12:20.634Z,2025-04-09T17:12:21Z,b20lp3ufi88q4pckp39hsjbsa,J. Fischer,,,5638201701,212,15.3,5638201695,56,Back,5638201721,189,,5638201699,141,38.6,5638201693,123,,5638201703,213,5.35,5638201697,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798618993,101,1,1,11,38,e5txudmuc2qpc460bs4lb5aff,0,28.1,41.9,2025-04-09T17:12:24.826Z,2025-04-09T17:12:25Z,dfp3y0edqm1vg85f6n3b6ut49,U. Fredriksen,,,5638201927,213,1.16,5638201923,141,69.0,5638201925,212,20.1,5638201921,140,35.7,5638201919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619005,94,8,1,11,41,8q6cv8g4bd3xdl7m88kll16na,1,65.2,38.9,2025-04-09T17:12:27.934Z,2025-04-11T19:09:21Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5638201985,56,Center,5641804289,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619023,102,1,1,11,41,e5txudmuc2qpc460bs4lb5aff,1,31.5,71.8,2025-04-09T17:12:28.194Z,2025-04-11T19:09:34Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5638330861,140,24.4,5638330865,212,7.5,5638330863,141,71.8,5638330867,213,3.14,5638202059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799257501,765,3,1,11,42,e5txudmuc2qpc460bs4lb5aff,0,28.1,76.1,2025-04-09T17:12:28.714Z,2025-04-11T19:10:12Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5641810625,465,,5641810623,285,,5641810621,56,Back,5641810627,467,2rny9fva4m8awyltbc4ipftw4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619047,103,4,1,11,44,e5txudmuc2qpc460bs4lb5aff,1,32.2,69.0,2025-04-09T17:12:30.693Z,2025-04-09T21:23:54Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5638331079,295,,5638202205,233,95,5638202193,56,Back,5638202199,285,,5638202191,13,,5638202195,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619037,95,4,1,11,44,8q6cv8g4bd3xdl7m88kll16na,0,67.8,31.0,2025-04-09T17:12:30.694Z,2025-04-09T17:12:37Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5638202225,286,,5638202185,56,Center,5638202181,13,,5638202227,233,103,5638202183,295,,5638202187,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619097,104,1,1,11,52,e5txudmuc2qpc460bs4lb5aff,1,24.4,59.6,2025-04-09T17:12:39.122Z,2025-04-09T19:56:08Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5638202427,152,,5638202433,141,75.7,5638202437,213,0.81,5638202429,56,Back,5638202425,5,,5638202435,212,15.2,5638202431,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619117,105,1,1,11,55,e5txudmuc2qpc460bs4lb5aff,1,37.4,84.5,2025-04-09T17:12:42.010Z,2025-04-09T17:12:43Z,ci3c5x4u4g1n4y9p63av1txx,S. Molde,,,5638202529,56,Back,5638202537,213,3.88,5638202535,212,9.3,5638202533,141,75.3,5638202531,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619125,106,1,1,11,56,e5txudmuc2qpc460bs4lb5aff,1,28.9,74.4,2025-04-09T17:12:43.226Z,2025-04-09T17:12:44Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5638202577,140,35.6,5638202583,213,5.24,5638202575,56,Back,5638202581,212,14.0,5638202579,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619153,107,1,1,12,1,e5txudmuc2qpc460bs4lb5aff,1,34.2,52.5,2025-04-09T17:12:47.794Z,2025-04-09T17:12:49Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5638202765,141,30.3,5638202763,140,47.8,5638202761,56,Back,5638202767,212,20.8,5638202769,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619161,108,1,1,12,3,e5txudmuc2qpc460bs4lb5aff,1,47.8,30.3,2025-04-09T17:12:49.714Z,2025-04-09T17:12:50Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5638202815,141,44.0,5638202811,56,Back,5638202819,213,2.39,5638202813,140,38.3,5638202817,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619173,109,1,1,12,4,e5txudmuc2qpc460bs4lb5aff,1,38.1,44.5,2025-04-09T17:12:50.738Z,2025-04-09T17:12:52Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5638202875,141,65.5,5638202871,56,Back,5638202879,213,0.98,5638202873,140,47.2,5638202877,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619209,110,1,1,12,5,e5txudmuc2qpc460bs4lb5aff,1,56.5,71.1,2025-04-09T17:12:52.138Z,2025-04-09T17:12:55Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5638202973,56,Left,5638202977,141,88.7,5638202975,140,66.7,5638202981,213,0.84,5638202979,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619227,111,1,1,12,9,e5txudmuc2qpc460bs4lb5aff,1,62.0,87.7,2025-04-09T17:12:55.578Z,2025-04-11T19:10:38Z,bbiblpn6dg2ub1guiphivzq50,F. Fall,,,5638203067,2,,5638203079,213,5.56,5638203081,1,,5641813885,224,,5638203071,56,Center,5638203075,141,53.4,5641813887,72,,5638203077,212,35.4,5638203069,155,,5638203073,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799259375,766,3,1,12,10,e5txudmuc2qpc460bs4lb5aff,1,88.3,64.0,2025-04-09T17:12:56.713Z,2025-04-11T19:11:30Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5641820769,233,832,5641820759,56,Center,5641820765,286,,5641820767,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799259365,832,45,1,12,10,8q6cv8g4bd3xdl7m88kll16na,0,11.7,36.0,2025-04-09T17:12:56.713Z,2025-04-11T19:11:30Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5641820809,233,766,5641820707,285,,5641820705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619229,112,61,1,12,14,e5txudmuc2qpc460bs4lb5aff,0,87.4,53.4,2025-04-09T17:13:00.690Z,2025-04-09T17:13:01Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5638203085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619295,96,5,1,12,14,8q6cv8g4bd3xdl7m88kll16na,1,-1.3,39.0,2025-04-09T17:13:00.893Z,2025-04-09T19:57:36Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5638203543,56,Back,5638203545,346,,5638203551,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619237,113,5,1,12,14,e5txudmuc2qpc460bs4lb5aff,0,101.3,61.0,2025-04-09T17:13:00.893Z,2025-04-09T19:57:36Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5638203125,56,Center,5638203127,346,,5638203575,233,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619327,97,1,1,12,40,8q6cv8g4bd3xdl7m88kll16na,0,4.3,48.1,2025-04-09T17:13:27.134Z,2025-04-11T19:11:48Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5638203759,74,,5638203743,124,,5638203747,140,56.8,5638203755,213,0.38,5638203751,212,59.3,5638203749,141,80.3,5638203769,189,,5638203745,56,Left,5638203757,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619347,115,1,1,12,43,e5txudmuc2qpc460bs4lb5aff,1,44.9,24.4,2025-04-09T17:13:29.922Z,2025-04-11T19:11:54Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5638203857,3,,5638203865,212,14.4,5638203863,141,41.3,5638203861,140,53.1,5638203867,213,0.93,5638203859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799260565,767,3,1,12,46,e5txudmuc2qpc460bs4lb5aff,1,88.3,64.0,2025-04-09T17:13:32.964Z,2025-04-11T19:12:19Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5641827327,56,Center,5641827331,286,,5641827335,233,833,5641827333,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799260553,833,45,1,12,46,8q6cv8g4bd3xdl7m88kll16na,0,11.7,36.0,2025-04-09T17:13:32.964Z,2025-04-11T19:12:18Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5641827245,56,Back,5641827247,285,,5641827357,233,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619383,117,1,1,12,47,e5txudmuc2qpc460bs4lb5aff,1,51.6,29.7,2025-04-09T17:13:33.738Z,2025-04-09T17:13:36Z,bhkecr2u6neb933eo468i82ui,L. Owusu,,,5638204077,212,16.7,5638204073,140,55.7,5638204079,213,4.97,5638204075,141,5.9,5638204071,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619387,118,1,1,12,50,e5txudmuc2qpc460bs4lb5aff,1,55.7,5.9,2025-04-09T17:13:36.809Z,2025-04-09T17:13:38Z,dlxtfrt1ioz51rwnizwz5657t,D. Eid,,,5638204101,56,Center,5638204105,141,32.7,5638204097,155,,5638204109,213,0.62,5638204103,140,80.1,5638204107,212,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619397,119,1,1,12,51,e5txudmuc2qpc460bs4lb5aff,0,80.1,32.7,2025-04-09T17:13:37.881Z,2025-04-11T19:12:37Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5638204139,140,73.7,5638204145,213,3.77,5638204143,212,8.3,5638204141,141,25.5,5638204137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619413,98,8,1,12,53,8q6cv8g4bd3xdl7m88kll16na,1,29.5,68.4,2025-04-09T17:13:39.942Z,2025-04-11T19:12:45Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5638204211,56,Back,5641830639,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799261271,834,43,1,12,53,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-09T17:13:39.964Z,2025-04-11T19:12:57Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5641831455,212,0,5641831451,140,28.7,5641831447,56,Back,5641831453,141,79.8,5641831457,213,0.00,5641832229,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799261735,835,1,1,12,53,8q6cv8g4bd3xdl7m88kll16na,1,28.7,79.8,2025-04-09T17:13:39.964Z,2025-04-11T19:13:13Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5641834101,212,7.1,5641834097,140,33.9,5641834099,141,73.2,5641834095,56,Back,5641834103,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619429,100,1,1,12,55,8q6cv8g4bd3xdl7m88kll16na,1,29.5,68.4,2025-04-09T17:13:41.869Z,2025-04-09T17:13:43Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5638204323,213,1.59,5638204315,56,Back,5638204319,141,76.7,5638204317,140,29.4,5638204321,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619435,101,1,1,12,56,8q6cv8g4bd3xdl7m88kll16na,1,29.4,76.7,2025-04-09T17:13:42.837Z,2025-04-09T17:13:44Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5638204361,212,6.2,5638204357,140,28.8,5638204359,141,67.6,5638204363,213,4.61,5638204355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619437,102,1,1,12,57,8q6cv8g4bd3xdl7m88kll16na,0,28.6,72.9,2025-04-09T17:13:44.062Z,2025-04-09T17:13:44Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5638204373,212,12.0,5638204375,213,0.76,5638204371,141,85.0,5638204369,140,36.9,5638204367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619441,120,8,1,12,58,e5txudmuc2qpc460bs4lb5aff,1,58.8,3.7,2025-04-09T17:13:44.753Z,2025-04-11T19:13:13Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5638204379,56,Right,5641834141,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619449,103,5,1,12,59,8q6cv8g4bd3xdl7m88kll16na,1,40.6,101.7,2025-04-09T17:13:46.366Z,2025-04-09T18:37:23Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5638204411,347,,5638204409,56,Back,5638204475,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619445,121,5,1,12,59,e5txudmuc2qpc460bs4lb5aff,0,59.4,-1.7,2025-04-09T17:13:46.366Z,2025-04-09T19:57:36Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5638204501,233,103,5638204401,56,Right,5638204403,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619515,104,1,1,13,19,8q6cv8g4bd3xdl7m88kll16na,1,35.2,100.0,2025-04-09T17:14:06.357Z,2025-04-11T19:13:29Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5638204877,56,Back,5638204883,212,13.1,5638204875,107,,5638204885,213,6.05,5638204881,141,95.9,5638204879,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619527,105,1,1,13,21,8q6cv8g4bd3xdl7m88kll16na,1,48.1,96.1,2025-04-09T17:14:08.166Z,2025-04-11T19:13:36Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5638204935,213,3.04,5638204933,212,11.0,5638204931,141,97.7,5638204927,56,Back,5638204929,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619543,106,1,1,13,22,8q6cv8g4bd3xdl7m88kll16na,1,44.2,95.3,2025-04-09T17:14:09.164Z,2025-04-11T19:17:55Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5638205019,56,Left,5638205027,213,5.91,5638205021,140,56.0,5638205025,212,13.3,5638205023,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799267633,836,1,1,13,23,8q6cv8g4bd3xdl7m88kll16na,0,52.8,73.5,2025-04-09T17:14:10.214Z,2025-04-11T19:17:57Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5641867255,140,54.8,5641867253,56,Center,5641867257,141,77.5,5641867259,212,3.4,5641867261,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619551,107,4,1,13,24,8q6cv8g4bd3xdl7m88kll16na,1,55.6,82.2,2025-04-09T17:14:11.213Z,2025-04-11T19:18:07Z,,,,,5638205163,233,122,5638205133,152,,5638205131,56,Left,5638205135,286,,5638205129,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619545,122,4,1,13,24,e5txudmuc2qpc460bs4lb5aff,0,44.4,17.8,2025-04-09T17:14:11.214Z,2025-04-11T19:18:04Z,16yy0mbn7y1vztd870gybmane,M. Woledzi,,,5638205161,285,,5638205157,56,Back,5638205177,233,107,5638205159,152,,5638205155,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619595,108,1,1,13,33,8q6cv8g4bd3xdl7m88kll16na,1,57.2,80.8,2025-04-09T17:14:19.812Z,2025-04-09T17:14:23Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5638205369,140,43.4,5638205373,212,16.7,5638205365,152,,5638205371,141,68.5,5638205375,213,3.67,5638205367,56,Back,5638205363,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619601,109,1,1,13,37,8q6cv8g4bd3xdl7m88kll16na,1,39.9,72.3,2025-04-09T17:14:23.701Z,2025-04-09T17:14:24Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5638205403,140,34.6,5638205407,212,14.8,5638205409,213,4.33,5638205405,141,52.2,5638205401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619611,110,1,1,13,38,8q6cv8g4bd3xdl7m88kll16na,1,35.0,51.3,2025-04-09T17:14:24.620Z,2025-04-11T19:18:34Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5638205455,212,17.8,5638205451,140,51.1,5638205453,141,59.3,5638205457,213,0.31,5638205449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619617,111,1,1,13,40,8q6cv8g4bd3xdl7m88kll16na,0,52.3,57.9,2025-04-09T17:14:26.604Z,2025-04-09T17:14:28Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5638205487,56,Center,5638205489,140,63.6,5638205493,212,25.9,5638205495,213,5.19,5638205491,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798619639,124,61,1,13,45,e5txudmuc2qpc460bs4lb5aff,0,45.1,85.7,2025-04-09T17:14:31.753Z,2025-04-09T20:05:53Z,bww0h67l7g6o9syrkp12s7pih,P. Metcalfe,,,5638205613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
