id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2823861295,142,1,1,15,44,uqspd1bx7f6mq8ohj50u1k1k,1,52.5,77.3,2025-06-22T15:17:28.826Z,2025-06-22T15:17:34Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777975115,213,0.63,5777975111,141,92.6,5777975107,56,Left,5777975109,140,66.0,5777975113,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861311,143,1,1,15,49,uqspd1bx7f6mq8ohj50u1k1k,0,85.8,89.7,2025-06-22T15:17:33.946Z,2025-06-22T15:17:37Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5777975181,140,100.0,5777975179,56,Center,5777975185,212,20.6,5777975187,213,5.63,5777975183,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861323,144,56,1,15,54,c7jgkxx1czv5etn7snf1r6p2m,1,3.4,27.7,2025-06-22T15:17:39.089Z,2025-06-22T15:17:39Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5777975243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861325,144,5,1,15,55,uqspd1bx7f6mq8ohj50u1k1k,0,101.1,66.8,2025-06-22T15:17:39.424Z,2025-06-22T15:51:58Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5777975263,56,Center,5777975265,346,,5777975611,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861391,145,5,1,15,55,c7jgkxx1czv5etn7snf1r6p2m,1,-1.1,33.2,2025-06-22T15:17:39.424Z,2025-06-22T17:04:28Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5777975593,233,144,5777975589,56,Back,5777975591,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861397,146,1,1,16,14,c7jgkxx1czv5etn7snf1r6p2m,1,3.4,62.4,2025-06-22T15:17:59.359Z,2025-06-22T15:18:00Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777975639,212,7.0,5777975633,56,Back,5777975637,141,52.1,5777975635,140,3.5,5777975641,213,4.73,5777975645,237,,5777975631,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861409,147,1,1,16,16,c7jgkxx1czv5etn7snf1r6p2m,1,3.5,52.1,2025-06-22T15:18:00.527Z,2025-06-22T15:18:05Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5777975711,213,1.03,5777975705,140,18.2,5777975707,141,90.0,5777975703,56,Back,5777975709,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861415,148,1,1,16,20,c7jgkxx1czv5etn7snf1r6p2m,1,23.2,94.7,2025-06-22T15:18:05.336Z,2025-06-22T15:18:08Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777975745,140,45.6,5777975741,155,,5777975747,141,81.7,5777975743,56,Back,5777975749,212,25.1,5777975751,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861423,149,1,1,16,24,c7jgkxx1czv5etn7snf1r6p2m,1,45.7,81.2,2025-06-22T15:18:08.591Z,2025-06-22T15:18:12Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5777975801,56,Center,5777975807,212,15.2,5777975805,141,63.6,5777975803,140,54.7,5777975809,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861465,150,1,1,16,28,c7jgkxx1czv5etn7snf1r6p2m,1,57.1,51.8,2025-06-22T15:18:12.567Z,2025-06-22T15:18:19Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5777976071,141,13.7,5777976075,213,5.62,5777976067,56,Right,5777976073,212,42.3,5777976069,140,89.0,5777976077,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861467,151,61,1,16,34,c7jgkxx1czv5etn7snf1r6p2m,0,90.2,7.0,2025-06-22T15:18:19.205Z,2025-06-22T15:18:19Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5777976081,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861481,145,5,1,16,35,uqspd1bx7f6mq8ohj50u1k1k,1,11.2,101.0,2025-06-22T15:18:19.704Z,2025-06-22T17:04:28Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777976143,56,Back,5777976145,347,,5777976147,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861471,152,5,1,16,35,c7jgkxx1czv5etn7snf1r6p2m,0,88.8,-1.0,2025-06-22T15:18:19.704Z,2025-06-22T15:18:25Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5777976093,56,Right,5777976153,233,145,5777976095,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861555,146,1,1,16,55,uqspd1bx7f6mq8ohj50u1k1k,0,11.2,100.0,2025-06-22T15:18:40.369Z,2025-06-22T15:18:42Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777976571,140,26.3,5777976575,212,17.2,5777976569,56,Back,5777976577,213,5.88,5777976567,107,,5777976573,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861571,153,1,1,16,58,c7jgkxx1czv5etn7snf1r6p2m,0,66.7,4.3,2025-06-22T15:18:42.942Z,2025-06-22T15:22:55Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5777976623,3,,5777976629,141,3.7,5777976633,213,3.17,5777976631,212,16.7,5777976627,140,50.8,5777976625,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862335,169,61,1,16,59,c7jgkxx1czv5etn7snf1r6p2m,1,60.2,3.2,2025-06-22T15:18:43.580Z,2025-06-22T15:21:27Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5777980769,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861613,147,1,1,17,4,uqspd1bx7f6mq8ohj50u1k1k,1,73.9,71.1,2025-06-22T15:18:49.089Z,2025-06-22T15:53:37Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,1.0,,5777976877,213,4.89,5777976869,56,Center,5777976875,212,22.9,5777976871,140,77.7,5778025261,154,,5778025259,210,15,5777976873,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861615,148,15,1,17,7,uqspd1bx7f6mq8ohj50u1k1k,1,89.0,39.9,2025-06-22T15:18:52.233Z,2025-06-22T17:38:30Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5778025269,154,,5778025279,146,94.9,5777976885,56,Center,5778025281,147,45.1,5778025275,102,50.0,5778025265,78,,5778025277,103,9.5,5778025267,29,,5778025285,233,154,5777976881,22,,5778025271,55,5778154649,17,5777982943,20,,,,,,,,,,147,,,,,,,
2823861625,154,10,1,17,7,c7jgkxx1czv5etn7snf1r6p2m,1,3.6,55.0,2025-06-22T15:18:52.333Z,2025-06-22T15:54:08Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5778025289,233,148,5777976939,182,,5777976941,56,Back,5777976935,173,,5777976937,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861653,149,1,1,17,16,uqspd1bx7f6mq8ohj50u1k1k,0,91.5,28.6,2025-06-22T15:19:01.059Z,2025-06-22T15:19:01Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5777977073,56,Center,5777977079,212,16.4,5777977081,213,1.60,5777977071,155,,5777977075,140,91.0,5777977077,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861659,155,12,1,17,17,c7jgkxx1czv5etn7snf1r6p2m,1,7.7,42.1,2025-06-22T15:19:01.951Z,2025-06-22T15:19:04Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5777977109,140,15.9,5777977113,212,9.6,5777977117,15,,5777977107,56,Back,5777977115,213,5.83,5777977111,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861671,150,15,1,17,19,uqspd1bx7f6mq8ohj50u1k1k,1,75.4,63.6,2025-06-22T15:19:03.729Z,2025-06-22T17:39:48Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5778025417,231,51.3,5778025407,215,,5778156143,328,,5777983087,82,,5778025401,78,,5778025411,146,84.9,5777977183,56,Center,5778025403,102,48.4,5778025409,458,,5777977179,22,,5778025413,147,5778025419,233,5777977181,18,,5778156141,108,,5778156139,72,5778025415,230,98.0,57.8,156,,5778025405,103,19,,
2823861675,156,10,1,17,19,c7jgkxx1czv5etn7snf1r6p2m,1,15.1,41.0,2025-06-22T15:19:03.829Z,2025-06-22T15:54:04Z,bapdoe78rj82j550otb5zemwa,N. Holm,,,5777977203,94,,5778025423,233,150,5777977205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861711,157,12,1,17,21,c7jgkxx1czv5etn7snf1r6p2m,1,13.3,54.9,2025-06-22T15:19:05.470Z,2025-06-22T15:19:12Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5777977415,140,47.9,5777977417,141,87.2,5777977421,213,0.54,5777977413,56,Back,5777977419,212,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861721,151,1,1,17,25,uqspd1bx7f6mq8ohj50u1k1k,1,65.4,10.4,2025-06-22T15:19:09.497Z,2025-06-22T15:19:13Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5777977473,140,68.9,5777977479,213,1.09,5777977471,56,Right,5777977475,141,20.7,5777977477,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861715,158,83,1,17,27,c7jgkxx1czv5etn7snf1r6p2m,0,39.0,79.0,2025-06-22T15:19:12.047Z,2025-06-22T15:19:18Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5777977629,399,dfinorpyitke7fsso0fkgz28k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861741,152,1,1,17,29,uqspd1bx7f6mq8ohj50u1k1k,1,66.8,34.3,2025-06-22T15:19:13.473Z,2025-06-22T15:19:18Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5777977611,213,1.31,5777977605,140,74.8,5777977607,141,81.2,5777977601,155,,5777977613,1,,5777977603,56,Left,5777977609,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861763,153,1,1,17,35,uqspd1bx7f6mq8ohj50u1k1k,1,75.5,81.4,2025-06-22T15:19:19.729Z,2025-06-22T15:19:21Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5777977725,140,70.5,5777977731,213,4.05,5777977727,141,71.5,5777977729,212,8.5,5777977723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861785,154,1,1,17,37,uqspd1bx7f6mq8ohj50u1k1k,1,70.5,71.5,2025-06-22T15:19:21.737Z,2025-06-22T15:19:26Z,15823p8n34f7coivq6wq687is,W. Igor,,,5777977845,213,0.60,5777977841,141,85.9,5777977839,140,84.0,5777977843,212,17.2,5777977837,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861803,155,1,1,17,42,uqspd1bx7f6mq8ohj50u1k1k,1,84.1,86.9,2025-06-22T15:19:26.385Z,2025-06-22T15:19:29Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777977957,213,3.66,5777977955,212,24.4,5777977949,56,Center,5777977951,140,63.9,5777977953,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861825,156,1,1,17,45,uqspd1bx7f6mq8ohj50u1k1k,1,63.9,69.3,2025-06-22T15:19:29.520Z,2025-06-22T15:19:32Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5777978079,56,Center,5777978085,212,12.5,5777978087,213,4.75,5777978081,140,64.3,5777978083,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861841,157,1,1,17,47,uqspd1bx7f6mq8ohj50u1k1k,1,64.3,47.5,2025-06-22T15:19:31.905Z,2025-06-22T15:19:34Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5777978159,141,59.7,5777978161,212,8.3,5777978163,213,1.51,5777978155,56,Center,5777978157,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861871,158,1,1,17,49,uqspd1bx7f6mq8ohj50u1k1k,1,62.8,61.5,2025-06-22T15:19:34.041Z,2025-06-22T15:19:37Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5777978293,56,Left,5777978299,212,25.8,5777978301,213,0.87,5777978297,141,90.5,5777978295,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861875,159,1,1,17,53,uqspd1bx7f6mq8ohj50u1k1k,0,82.4,87.2,2025-06-22T15:19:37.824Z,2025-06-22T15:19:39Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777978321,155,,5777978325,140,90.5,5777978329,212,25.1,5777978323,56,Center,5777978319,2,,5777978331,213,5.06,5777978327,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861879,159,12,1,17,55,c7jgkxx1czv5etn7snf1r6p2m,1,11.2,37.7,2025-06-22T15:19:40.029Z,2025-06-22T15:19:40Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5777978357,141,58.4,5777978355,140,23.8,5777978363,15,,5777978359,212,19.3,5777978361,213,0.82,5777978353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861891,160,1,1,17,56,uqspd1bx7f6mq8ohj50u1k1k,1,72.7,39.5,2025-06-22T15:19:40.946Z,2025-06-22T15:19:44Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,,5777978455,141,14.6,5777978449,3,,5777978451,56,Right,5777978457,212,20.4,5777978453,140,83.6,5777978459,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861897,161,1,1,18,0,uqspd1bx7f6mq8ohj50u1k1k,0,81.8,22.5,2025-06-22T15:19:44.371Z,2025-06-22T15:19:46Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5777978497,141,49.3,5777978493,56,Center,5777978499,212,22.3,5777978489,2,,5777978491,155,,5777978501,213,0.95,5777978495,140,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823861955,161,80,1,18,15,c7jgkxx1czv5etn7snf1r6p2m,0,7.5,53.4,2025-06-22T15:20:00.037Z,2025-06-22T15:20:00Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5777978731,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862007,162,1,1,18,24,c7jgkxx1czv5etn7snf1r6p2m,1,9.7,46.7,2025-06-22T15:20:08.405Z,2025-06-22T15:20:12Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5777979011,141,54.5,5777979015,213,0.14,5777979013,212,37.4,5777979009,140,45.0,5777979007,56,Back,5777979017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862013,163,3,1,18,27,c7jgkxx1czv5etn7snf1r6p2m,0,53.8,67.6,2025-06-22T15:20:12.021Z,2025-06-22T17:00:51Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5777979025,56,Center,5777979027,286,,5777979075,233,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862019,164,7,1,18,27,uqspd1bx7f6mq8ohj50u1k1k,1,46.2,32.4,2025-06-22T15:20:12.022Z,2025-06-22T17:00:51Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5777979053,56,Back,5777979071,233,163,5777979055,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862031,166,1,1,18,28,uqspd1bx7f6mq8ohj50u1k1k,1,43.4,31.2,2025-06-22T15:20:13.153Z,2025-06-22T15:20:15Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5777979113,56,Back,5777979121,213,1.85,5777979119,212,17.5,5777979115,140,38.8,5777979117,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862037,167,1,1,18,31,uqspd1bx7f6mq8ohj50u1k1k,1,40.0,65.7,2025-06-22T15:20:15.888Z,2025-06-22T15:20:17Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777979157,213,0.63,5777979155,212,16.9,5777979149,56,Left,5777979151,140,53.0,5777979153,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862045,168,1,1,18,32,uqspd1bx7f6mq8ohj50u1k1k,0,53.0,80.3,2025-06-22T15:20:17.250Z,2025-06-22T15:20:19Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5777979215,141,64.0,5777979217,212,29.8,5777979211,56,Center,5777979209,155,,5777979219,213,5.90,5777979213,140,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862051,164,12,1,18,36,c7jgkxx1czv5etn7snf1r6p2m,1,21.8,27.0,2025-06-22T15:20:20.501Z,2025-06-22T15:20:21Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5777979243,213,6.21,5777979257,15,,5777979239,141,26.1,5777979241,212,7.9,5777979235,56,Back,5777979237,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862093,169,1,1,18,38,uqspd1bx7f6mq8ohj50u1k1k,1,76.8,68.2,2025-06-22T15:20:22.729Z,2025-06-22T15:20:27Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777979487,141,81.5,5777979489,212,15.7,5777979483,56,Left,5777979485,140,89.0,5777979491,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862103,170,1,1,18,42,uqspd1bx7f6mq8ohj50u1k1k,0,94.0,80.0,2025-06-22T15:20:27.034Z,2025-06-22T15:20:29Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5777979539,2,,5777979549,212,16.7,5777979551,213,4.73,5777979543,56,Center,5777979547,141,55.5,5777979545,140,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862097,165,61,1,18,43,c7jgkxx1czv5etn7snf1r6p2m,1,5.8,36.7,2025-06-22T15:20:27.484Z,2025-06-22T15:20:27Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5777979519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862119,166,1,1,18,46,c7jgkxx1czv5etn7snf1r6p2m,0,5.2,38.2,2025-06-22T15:20:30.502Z,2025-06-22T15:20:32Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5777979631,140,60.2,5777979627,157,,5777979635,212,60.8,5777979629,56,Right,5777979637,213,5.97,5777979633,141,10.4,5777979639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862169,171,1,1,18,55,uqspd1bx7f6mq8ohj50u1k1k,1,29.5,66.9,2025-06-22T15:20:40.160Z,2025-06-22T17:15:14Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5777979925,141,45.7,5777979921,56,Back,5777979927,212,14.4,5777979923,140,30.4,5777979929,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862203,172,1,1,19,2,uqspd1bx7f6mq8ohj50u1k1k,1,33.6,41.2,2025-06-22T15:20:46.617Z,2025-06-22T17:14:38Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5777980117,213,1.73,5777980115,212,9.2,5777980111,140,32.2,5777980109,56,Back,5777980113,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823870321,428,1,1,19,5,uqspd1bx7f6mq8ohj50u1k1k,1,43.0,62.2,2025-06-22T15:20:49.370Z,2025-06-22T15:56:31Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5778026151,213,1.09,5778026149,212,23.0,5778026143,56,Left,5778026145,140,53.1,5778026147,141,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862209,173,1,1,19,8,uqspd1bx7f6mq8ohj50u1k1k,1,55.3,75.9,2025-06-22T15:20:53.256Z,2025-06-22T17:15:11Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5777980153,213,5.87,5777980145,56,Center,5777980147,140,64.1,5777980149,141,70.0,5777980151,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862231,174,1,1,19,10,uqspd1bx7f6mq8ohj50u1k1k,1,72.3,70.0,2025-06-22T15:20:54.631Z,2025-06-22T17:14:49Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5777980247,141,67.3,5777980245,140,86.4,5777980243,56,Center,5777980249,212,14.9,5777980251,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862235,175,3,1,19,14,uqspd1bx7f6mq8ohj50u1k1k,0,90.2,68.6,2025-06-22T15:20:58.378Z,2025-06-22T17:15:22Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5777980269,286,,5777980267,56,Center,5778026335,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862253,167,7,1,19,14,c7jgkxx1czv5etn7snf1r6p2m,1,9.8,31.4,2025-06-22T15:20:58.379Z,2025-06-22T15:57:13Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777980343,285,,5777980339,167,,5777980341,56,Back,5778026339,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862255,168,6,1,19,14,c7jgkxx1czv5etn7snf1r6p2m,0,8.6,30.0,2025-06-22T15:20:59.192Z,2025-06-22T17:01:15Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777980473,73,,5777980493,233,176,5777980471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862237,176,6,1,19,14,uqspd1bx7f6mq8ohj50u1k1k,1,91.4,70.0,2025-06-22T15:20:59.192Z,2025-06-22T17:01:15Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5777980489,233,168,5777980279,56,Center,5777980281,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862351,177,1,1,19,41,uqspd1bx7f6mq8ohj50u1k1k,1,99.5,99.5,2025-06-22T15:21:26.119Z,2025-06-22T15:21:30Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5777980905,213,3.81,5777980899,140,78.1,5777980901,141,73.2,5777980897,56,Center,5777980895,6,,5777980903,212,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862359,178,1,1,19,43,uqspd1bx7f6mq8ohj50u1k1k,1,78.1,73.2,2025-06-22T15:21:27.552Z,2025-06-22T15:21:39Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,1.0,,5777981135,154,,5777980957,141,85.4,5777980955,140,84.1,5777980961,213,0.92,5777980953,56,Left,5777980959,212,10.4,5777981133,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862367,179,15,1,19,45,uqspd1bx7f6mq8ohj50u1k1k,1,89.3,81.2,2025-06-22T15:21:29.871Z,2025-06-22T17:43:02Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5777981005,69,,5777981151,103,6.3,5777981139,76,,5777981141,29,,5777981143,154,,5777981149,102,53.2,5777981155,147,53.8,5777981137,25,,5777981007,56,Left,5777981059,20,,5777981159,233,5777981153,146,5777981145,55,178,,,,,,,,,170,98.9,,,,,,
2823862365,170,10,1,19,45,c7jgkxx1czv5etn7snf1r6p2m,1,1.5,45.2,2025-06-22T15:21:29.971Z,2025-06-22T15:22:26Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5777981167,233,179,5777980999,182,,5777981001,56,Back,5777980995,173,,5777980997,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862399,173,1,1,19,56,c7jgkxx1czv5etn7snf1r6p2m,1,9.1,46.1,2025-06-22T15:21:40.788Z,2025-06-22T15:22:24Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5777981213,213,0.90,5777981209,141,75.0,5777981203,123,,5777981207,140,23.9,5777981205,56,Back,5777981211,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862417,174,1,1,19,58,c7jgkxx1czv5etn7snf1r6p2m,1,23.9,75.0,2025-06-22T15:21:42.787Z,2025-06-22T15:21:47Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5777981305,213,4.27,5777981301,141,59.3,5777981297,56,Back,5777981299,140,19.1,5777981303,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862425,175,1,1,20,2,c7jgkxx1czv5etn7snf1r6p2m,1,22.1,57.9,2025-06-22T15:21:47.300Z,2025-06-22T15:21:50Z,ej8tegehielvpwy8ee4wmasr8,H. Volden,,,5777981353,141,71.5,5777981349,56,Back,5777981351,140,33.5,5777981357,213,0.66,5777981355,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862429,176,1,1,20,6,c7jgkxx1czv5etn7snf1r6p2m,1,36.3,71.1,2025-06-22T15:21:50.635Z,2025-06-22T15:21:52Z,aulhjgm35swnx4k3rexbds8ut,U. Yttergård Jenssen,,,5777981401,56,Center,5777981405,141,61.7,5777981407,212,27.0,5777981403,140,61.3,5777981409,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
