id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2807254799,264,1,1,30,22,8q6cv8g4bd3xdl7m88kll16na,1,43.2,75.4,2025-04-27T15:31:29.429Z,2025-04-27T15:31:33Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5685658951,140,53.8,5685658957,212,14.8,5685658955,141,89.7,5685658961,213,0.72,5685658947,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254875,265,1,1,30,26,8q6cv8g4bd3xdl7m88kll16na,1,54.4,82.4,2025-04-27T15:31:33.485Z,2025-04-27T15:31:37Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5685659351,213,4.25,5685659337,141,60.2,5685659345,212,16.8,5685659331,140,47.3,5685659325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254965,266,1,1,30,30,8q6cv8g4bd3xdl7m88kll16na,1,48.8,59.3,2025-04-27T15:31:37.300Z,2025-04-27T15:31:41Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5685659783,212,10.0,5685659779,140,51.9,5685659781,141,73.2,5685659785,213,1.24,5685659777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255051,267,1,1,30,33,8q6cv8g4bd3xdl7m88kll16na,1,55.5,69.7,2025-04-27T15:31:41.004Z,2025-04-27T15:31:45Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5685660337,213,4.74,5685660329,56,Center,5685660335,212,23.5,5685660331,140,56.2,5685660333,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255121,268,1,1,30,38,8q6cv8g4bd3xdl7m88kll16na,1,56.9,32.1,2025-04-27T15:31:45.589Z,2025-04-27T15:31:50Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5685660741,213,1.68,5685660733,56,Center,5685660739,212,13.5,5685660735,140,55.5,5685660737,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255145,269,1,1,30,43,8q6cv8g4bd3xdl7m88kll16na,1,60.0,59.3,2025-04-27T15:31:50.556Z,2025-04-27T15:31:52Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5685660875,56,Center,5685660879,141,76.9,5685660883,213,1.77,5685660877,140,57.7,5685660881,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255175,270,1,1,30,45,8q6cv8g4bd3xdl7m88kll16na,1,57.2,81.2,2025-04-27T15:31:52.164Z,2025-04-27T15:31:54Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5685661091,141,98.7,5685661095,213,1.00,5685661093,212,14.1,5685661089,140,64.4,5685661087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255221,271,1,1,30,47,8q6cv8g4bd3xdl7m88kll16na,1,64.4,98.7,2025-04-27T15:31:54.356Z,2025-04-27T15:34:22Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5685661317,213,5.32,5685661307,155,,5685661309,56,Left,5685661313,141,83.3,5685661315,212,12.7,5685661311,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255229,272,1,1,30,49,8q6cv8g4bd3xdl7m88kll16na,0,71.3,83.3,2025-04-27T15:31:56.300Z,2025-04-27T15:31:57Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5685661367,212,3.4,5685661361,140,73.2,5685661365,141,79.3,5685661371,213,5.35,5685661353,168,,5685661359,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255297,213,1,1,30,51,uqspd1bx7f6mq8ohj50u1k1k,1,22.9,33.7,2025-04-27T15:31:58.253Z,2025-04-27T15:32:00Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5685661709,213,6.21,5685661703,140,35.0,5685661707,212,12.7,5685661705,141,32.4,5685661701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255331,215,1,1,30,53,uqspd1bx7f6mq8ohj50u1k1k,1,38.8,31.3,2025-04-27T15:32:00.269Z,2025-04-27T15:32:02Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5685661885,56,Back,5685661887,140,31.3,5685661889,141,36.6,5685661891,212,8.7,5685661895,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255367,216,1,1,30,54,uqspd1bx7f6mq8ohj50u1k1k,1,30.4,37.3,2025-04-27T15:32:02.039Z,2025-04-27T15:32:03Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5685662107,213,2.04,5685662099,56,Back,5685662103,141,60.3,5685662105,212,17.5,5685662101,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255393,217,1,1,30,56,uqspd1bx7f6mq8ohj50u1k1k,0,22.9,60.3,2025-04-27T15:32:03.582Z,2025-04-27T15:32:05Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5685662267,56,Back,5685662269,140,42.4,5685662273,212,28.2,5685662275,213,5.53,5685662271,141,31.8,5685662265,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255437,273,1,1,30,59,8q6cv8g4bd3xdl7m88kll16na,0,52.2,78.2,2025-04-27T15:32:06.389Z,2025-04-27T15:34:30Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5685662481,212,16.6,5685662485,1,,5685662477,140,65.2,5685662483,213,5.67,5685662479,141,64.2,5685662475,56,Center,5685662473,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255501,218,1,1,30,59,uqspd1bx7f6mq8ohj50u1k1k,0,29.3,36.1,2025-04-27T15:32:07.141Z,2025-04-27T15:32:10Z,15823p8n34f7coivq6wq687is,W. Igor,,,5685662817,3,,5685662827,141,26.4,5685662829,212,12.2,5685662831,213,5.71,5685662825,140,39.1,5685662821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255557,274,1,1,31,3,8q6cv8g4bd3xdl7m88kll16na,1,59.2,80.8,2025-04-27T15:32:10.478Z,2025-04-27T15:34:46Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5685663149,213,5.31,5685663139,56,Center,5685663137,3,,5685663141,140,61.6,5685663145,212,4.5,5685663143,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255581,275,1,1,31,5,8q6cv8g4bd3xdl7m88kll16na,1,61.7,74.4,2025-04-27T15:32:12.332Z,2025-04-27T15:32:13Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5685663251,140,57.7,5685663255,212,7.9,5685663253,141,64.6,5685663257,213,4.15,5685663249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255605,277,1,1,31,6,8q6cv8g4bd3xdl7m88kll16na,1,57.7,64.6,2025-04-27T15:32:13.467Z,2025-04-27T15:32:14Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5685663377,213,6.26,5685663369,56,Center,5685663373,141,64.2,5685663375,212,9.8,5685663371,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255667,278,1,1,31,7,8q6cv8g4bd3xdl7m88kll16na,1,67.0,64.2,2025-04-27T15:32:14.701Z,2025-04-27T15:32:16Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5685663761,141,47.8,5685663765,213,4.66,5685663763,212,11.2,5685663759,140,66.4,5685663757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255623,219,83,1,31,8,uqspd1bx7f6mq8ohj50u1k1k,0,25.9,40.1,2025-04-27T15:32:15.252Z,2025-04-27T15:32:19Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5685663995,399,bxafjt88zqj5wgvx5r71c6cid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255705,279,1,1,31,9,8q6cv8g4bd3xdl7m88kll16na,1,69.5,49.3,2025-04-27T15:32:16.764Z,2025-04-27T15:32:23Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5685663975,56,Right,5685663979,141,6.8,5685664411,1,,5685663983,213,5.43,5685663977,140,93.7,5685663981,212,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255799,280,1,1,31,16,8q6cv8g4bd3xdl7m88kll16na,1,93.4,5.2,2025-04-27T15:32:23.613Z,2025-04-27T15:32:24Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5685664527,141,10.0,5685664529,212,4.4,5685664531,213,2.30,5685664525,140,90.6,5685664523,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255855,281,1,1,31,17,8q6cv8g4bd3xdl7m88kll16na,1,90.6,10.0,2025-04-27T15:32:24.228Z,2025-04-27T15:32:26Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5685664823,141,12.8,5685664821,140,94.1,5685664825,212,4.1,5685664819,56,Right,5685664827,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255859,282,3,1,31,19,8q6cv8g4bd3xdl7m88kll16na,0,94.3,14.7,2025-04-27T15:32:26.381Z,2025-04-27T15:35:23Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5685664901,211,,5685664863,56,Right,5685664865,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807255903,220,1,1,31,20,uqspd1bx7f6mq8ohj50u1k1k,1,15.7,73.6,2025-04-27T15:32:27.902Z,2025-04-27T15:32:29Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5685665117,56,Back,5685665119,140,22.0,5685665125,213,1.00,5685665121,141,88.7,5685665123,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256023,222,1,1,31,23,uqspd1bx7f6mq8ohj50u1k1k,1,22.6,89.3,2025-04-27T15:32:30.222Z,2025-04-27T15:32:34Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5685665773,212,15.9,5685665775,213,0.18,5685665771,141,93.5,5685665767,56,Back,5685665769,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256025,223,61,1,31,27,uqspd1bx7f6mq8ohj50u1k1k,0,45.5,89.0,2025-04-27T15:32:34.637Z,2025-04-27T15:32:35Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5685665813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256143,284,1,1,31,29,8q6cv8g4bd3xdl7m88kll16na,1,38.5,19.5,2025-04-27T15:32:37.093Z,2025-04-27T15:32:44Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5685666513,56,Back,5685666521,213,1.46,5685666515,140,39.9,5685666519,212,13.4,5685666517,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256169,285,1,1,31,36,8q6cv8g4bd3xdl7m88kll16na,0,45.7,53.4,2025-04-27T15:32:44.109Z,2025-04-27T15:32:46Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5685666659,141,50.7,5685666657,140,85.9,5685666653,155,,5685666655,56,Center,5685666661,212,42.2,5685666665,1,,5685666663,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256273,225,1,1,31,42,uqspd1bx7f6mq8ohj50u1k1k,1,12.5,49.7,2025-04-27T15:32:49.677Z,2025-04-27T15:59:04Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5685667281,212,29.1,5685667277,140,32.2,5685667283,213,5.50,5685667279,141,19.7,5685667275,56,Back,5685667273,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256375,226,1,1,31,46,uqspd1bx7f6mq8ohj50u1k1k,1,38.2,20.7,2025-04-27T15:32:53.509Z,2025-04-27T15:32:58Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5685667831,213,2.43,5685667825,140,30.4,5685667823,56,Back,5685667827,141,31.0,5685667829,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256433,227,1,1,31,51,uqspd1bx7f6mq8ohj50u1k1k,1,31.8,35.1,2025-04-27T15:32:58.189Z,2025-04-27T15:33:01Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5685668105,56,Back,5685668109,141,45.1,5685668107,140,12.9,5685668111,212,21.0,5685668113,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256469,228,1,1,31,54,uqspd1bx7f6mq8ohj50u1k1k,1,12.9,47.3,2025-04-27T15:33:01.316Z,2025-04-27T15:33:03Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5685668279,140,22.0,5685668283,212,23.1,5685668277,56,Back,5685668287,213,1.14,5685668281,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256515,229,1,1,31,56,uqspd1bx7f6mq8ohj50u1k1k,1,22.0,78.2,2025-04-27T15:33:03.677Z,2025-04-27T15:33:06Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5685668589,213,4.00,5685668583,140,5.3,5685668585,141,48.2,5685668587,212,26.9,5685668581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256533,230,1,1,31,59,uqspd1bx7f6mq8ohj50u1k1k,0,5.3,48.2,2025-04-27T15:33:06.525Z,2025-04-27T15:33:08Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5685668695,157,,5685668707,1,,5685668697,56,Back,5685668699,140,38.7,5685668701,141,23.4,5685668705,213,5.83,5685668703,212,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256613,287,1,1,32,4,8q6cv8g4bd3xdl7m88kll16na,0,93.6,74.5,2025-04-27T15:33:12.132Z,2025-04-27T15:33:13Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5685669143,141,57.6,5685669141,140,88.8,5685669147,213,4.30,5685669145,212,12.5,5685669139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256817,232,1,1,32,12,uqspd1bx7f6mq8ohj50u1k1k,1,38.4,30.6,2025-04-27T15:33:19.644Z,2025-04-27T15:33:22Z,15823p8n34f7coivq6wq687is,W. Igor,,,5685670221,56,Back,5685670225,141,13.5,5685670223,140,47.2,5685670227,212,14.9,5685670229,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256853,233,1,1,32,14,uqspd1bx7f6mq8ohj50u1k1k,1,60.2,7.7,2025-04-27T15:33:22.076Z,2025-04-27T15:33:24Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5685670471,140,56.3,5685670475,212,8.5,5685670473,141,18.6,5685670469,56,Right,5685670477,213,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256871,234,1,1,32,16,uqspd1bx7f6mq8ohj50u1k1k,1,56.2,18.8,2025-04-27T15:33:24.092Z,2025-04-27T15:33:25Z,15823p8n34f7coivq6wq687is,W. Igor,,,5685670573,212,11.3,5685670577,213,1.06,5685670571,141,33.3,5685670567,56,Center,5685670569,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256951,235,1,1,32,18,uqspd1bx7f6mq8ohj50u1k1k,1,61.5,33.3,2025-04-27T15:33:25.509Z,2025-04-27T15:33:28Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5685670963,140,55.2,5685670969,213,3.71,5685670961,56,Center,5685670967,212,7.8,5685670965,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807256991,236,1,1,32,21,uqspd1bx7f6mq8ohj50u1k1k,1,57.5,28.3,2025-04-27T15:33:28.437Z,2025-04-27T15:33:31Z,15823p8n34f7coivq6wq687is,W. Igor,,,5685671169,56,Center,5685671173,141,53.3,5685671171,140,51.7,5685671175,212,18.1,5685671177,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257033,237,1,1,32,23,uqspd1bx7f6mq8ohj50u1k1k,1,51.7,53.3,2025-04-27T15:33:30.892Z,2025-04-27T15:33:33Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5685671417,213,1.26,5685671409,56,Left,5685671415,212,18.8,5685671411,140,57.1,5685671413,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257069,238,1,1,32,25,uqspd1bx7f6mq8ohj50u1k1k,1,57.1,79.7,2025-04-27T15:33:32.844Z,2025-04-27T15:33:35Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5685671629,56,Center,5685671637,213,4.43,5685671633,141,56.3,5685671631,140,52.7,5685671635,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257105,239,1,1,32,28,uqspd1bx7f6mq8ohj50u1k1k,1,53.3,54.3,2025-04-27T15:33:35.205Z,2025-04-27T15:33:37Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5685671813,56,Center,5685671815,140,55.2,5685671821,213,4.86,5685671819,212,14.0,5685671817,141,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257167,240,1,1,32,29,uqspd1bx7f6mq8ohj50u1k1k,1,55.2,33.9,2025-04-27T15:33:37.148Z,2025-04-27T15:33:41Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5685672135,56,Center,5685672143,213,5.68,5685672141,212,12.1,5685672137,140,64.7,5685672139,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257199,241,1,1,32,33,uqspd1bx7f6mq8ohj50u1k1k,0,63.9,30.6,2025-04-27T15:33:40.813Z,2025-04-27T15:33:42Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5685672293,56,Center,5685672295,140,76.3,5685672297,141,32.7,5685672305,213,0.11,5685672301,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257249,289,1,1,32,35,8q6cv8g4bd3xdl7m88kll16na,0,24.0,57.9,2025-04-27T15:33:42.366Z,2025-04-27T15:33:44Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5685672523,212,16.4,5685672519,140,33.0,5685672521,141,38.2,5685672525,213,5.33,5685672517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257333,242,1,1,32,41,uqspd1bx7f6mq8ohj50u1k1k,1,60.6,74.7,2025-04-27T15:33:48.588Z,2025-04-27T15:34:34Z,a7upy78sew3kqehgcfm9ho5ck,F. Flex,,,5685673031,141,65.1,5685673035,213,5.41,5685673033,212,8.5,5685677001,157,,5685673027,56,Center,5685677003,1,,5685673029,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257349,244,1,1,32,42,uqspd1bx7f6mq8ohj50u1k1k,0,65.8,65.1,2025-04-27T15:33:49.613Z,2025-04-27T15:34:40Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5685673111,213,5.95,5685673107,212,8.2,5685673105,141,61.2,5685673101,56,Center,5685673103,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257391,291,1,1,32,43,8q6cv8g4bd3xdl7m88kll16na,1,24.9,43.7,2025-04-27T15:33:50.309Z,2025-04-27T15:33:54Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5685673377,141,31.8,5685673371,56,Back,5685673375,140,26.2,5685673381,213,4.88,5685673379,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257395,292,4,1,32,46,8q6cv8g4bd3xdl7m88kll16na,1,32.0,28.6,2025-04-27T15:33:54.117Z,2025-04-27T17:11:00Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5685673439,285,,5685673433,56,Back,5685673435,152,,5685673437,265,,5685673431,13,,5685673637,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257423,245,4,1,32,46,uqspd1bx7f6mq8ohj50u1k1k,0,68.0,71.4,2025-04-27T15:33:54.118Z,2025-04-27T17:11:00Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5685673603,56,Center,5685673605,152,,5685673645,286,,5685673601,13,,5685673641,233,292,5685674201,55,246,5685673607,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807257453,246,17,1,32,49,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-27T15:33:56.780Z,2025-04-27T15:34:16Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5685674161,55,245,5685674159,13,243,5685674155,31,,5685674157,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807258429,293,1,1,33,42,8q6cv8g4bd3xdl7m88kll16na,1,36.6,35.4,2025-04-27T15:34:49.861Z,2025-04-27T15:34:53Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5685678909,140,37.3,5685678907,56,Back,5685678915,212,9.3,5685678911,141,49.0,5685678903,5,,5685678905,152,,5685678919,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807258547,294,1,1,33,45,8q6cv8g4bd3xdl7m88kll16na,1,37.8,57.0,2025-04-27T15:34:52.837Z,2025-04-27T15:34:59Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5685679551,56,Back,5685679557,212,11.5,5685679555,141,73.5,5685679559,213,1.36,5685679553,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807258683,295,1,1,33,51,8q6cv8g4bd3xdl7m88kll16na,1,53.8,58.4,2025-04-27T15:34:58.910Z,2025-04-27T15:35:06Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5685680307,56,Center,5685680309,140,54.3,5685680313,212,17.5,5685680315,213,4.74,5685680311,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807258721,296,1,1,33,59,8q6cv8g4bd3xdl7m88kll16na,0,67.6,20.4,2025-04-27T15:35:06.773Z,2025-04-27T15:35:08Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5685680533,213,6.14,5685680531,212,35.8,5685680535,1,,5685680525,140,100.0,5685680521,56,Right,5685680519,155,,5685680529,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807258839,247,5,1,34,1,uqspd1bx7f6mq8ohj50u1k1k,1,-1.2,80.6,2025-04-27T15:35:08.604Z,2025-04-27T18:22:24Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5685681201,346,,5685681197,56,Back,5685681763,233,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807258929,297,5,1,34,1,8q6cv8g4bd3xdl7m88kll16na,0,101.2,19.4,2025-04-27T15:35:08.604Z,2025-04-27T18:22:25Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5685681769,233,247,5685681665,56,Right,5685681669,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807259273,248,1,1,34,30,uqspd1bx7f6mq8ohj50u1k1k,1,4.3,50.3,2025-04-27T15:35:38.069Z,2025-04-27T15:35:41Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5685683503,140,65.6,5685683505,141,29.7,5685683499,124,,5685683501,56,Center,5685683511,1,,5685683515,74,,5685683509,213,6.07,5685683507,212,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807259285,249,44,1,34,34,uqspd1bx7f6mq8ohj50u1k1k,1,65.7,32.2,2025-04-27T15:35:41.467Z,2025-04-27T17:21:56Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5685683571,286,,5685683655,233,298,5685683569,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807259291,298,44,1,34,34,8q6cv8g4bd3xdl7m88kll16na,0,34.3,67.8,2025-04-27T15:35:41.468Z,2025-04-27T17:21:56Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5685683581,56,Back,5685683713,233,249,5685683583,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807259293,250,1,1,34,34,uqspd1bx7f6mq8ohj50u1k1k,0,65.6,29.7,2025-04-27T15:35:41.668Z,2025-04-27T15:35:42Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5685683597,141,30.6,5685683599,212,1.9,5685683591,168,,5685683595,140,67.3,5685683593,56,Center,5685683589,3,,5685683601,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807259299,299,61,1,34,35,8q6cv8g4bd3xdl7m88kll16na,1,34.3,66.3,2025-04-27T15:35:42.734Z,2025-04-27T15:35:42Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5685683615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807259365,301,1,1,34,36,8q6cv8g4bd3xdl7m88kll16na,1,29.5,80.5,2025-04-27T15:35:44.126Z,2025-04-27T15:35:45Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5685684019,140,36.3,5685684017,56,Back,5685684023,212,11.4,5685684025,213,0.89,5685684021,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807259343,251,83,1,34,37,uqspd1bx7f6mq8ohj50u1k1k,0,64.8,27.4,2025-04-27T15:35:45.091Z,2025-04-27T15:35:50Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5685684387,399,bzk5asrkwi0pvl6npmxb7jhzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807259417,302,1,1,34,38,8q6cv8g4bd3xdl7m88kll16na,1,34.7,93.9,2025-04-27T15:35:45.751Z,2025-04-27T15:35:49Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5685684329,140,25.3,5685684327,56,Back,5685684333,212,10.5,5685684335,213,3.49,5685684331,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
