id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId
2810427161,231,1,1,24,21,80hgdmpkvdrhw1ge9nks2kxvy,1,48.6,28.8,2025-05-04T15:26:29.092Z,2025-05-04T15:26:30Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5703220261,213,1.80,5703220255,140,46.3,5703220257,141,43.9,5703220259,212,10.5,5703220253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427185,232,1,1,24,22,80hgdmpkvdrhw1ge9nks2kxvy,1,46.3,43.9,2025-05-04T15:26:30.525Z,2025-05-04T15:26:32Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703220429,141,58.1,5703220431,212,9.8,5703220427,140,44.5,5703220433,213,1.76,5703220425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427305,233,1,1,24,24,80hgdmpkvdrhw1ge9nks2kxvy,1,43.5,59.9,2025-05-04T15:26:32.029Z,2025-05-04T15:26:38Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703221099,213,1.41,5703221095,141,86.3,5703221097,212,18.2,5703221093,140,46.3,5703221091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427333,234,1,1,24,30,80hgdmpkvdrhw1ge9nks2kxvy,1,63.1,86.8,2025-05-04T15:26:38.028Z,2025-05-04T15:26:39Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5703221257,212,10.1,5703221259,213,0.63,5703221253,140,70.9,5703221255,141,95.6,5703221251,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427379,235,1,1,24,31,80hgdmpkvdrhw1ge9nks2kxvy,1,71.6,94.2,2025-05-04T15:26:39.453Z,2025-05-04T15:26:42Z,8he8k86ayqx3x5ee2a0jsfuy2,Y. Paintsil,,,5703221575,56,Left,5703221579,141,85.4,5703221583,213,3.73,5703221577,140,63.1,5703221581,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427403,236,1,1,24,34,80hgdmpkvdrhw1ge9nks2kxvy,1,63.4,83.9,2025-05-04T15:26:42.116Z,2025-05-04T15:26:44Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703221725,140,58.6,5703221727,141,64.9,5703221729,212,13.9,5703221731,213,4.34,5703221723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427439,237,1,1,24,36,80hgdmpkvdrhw1ge9nks2kxvy,1,60.0,60.5,2025-05-04T15:26:44.124Z,2025-05-04T15:26:46Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703221905,56,Center,5703221911,212,16.8,5703221909,141,36.0,5703221907,140,62.0,5703221913,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427479,238,1,1,24,38,80hgdmpkvdrhw1ge9nks2kxvy,1,61.6,34.8,2025-05-04T15:26:46.243Z,2025-05-04T15:26:49Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5703222089,56,Right,5703222095,212,23.9,5703222093,141,7.6,5703222097,213,5.40,5703222091,140,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427511,239,1,1,24,41,80hgdmpkvdrhw1ge9nks2kxvy,1,75.9,7.4,2025-05-04T15:26:48.653Z,2025-05-04T15:26:51Z,1ncet6wg9tne9oif8vkgsc8kq,L. Cornic,,,5703222279,212,17.7,5703222275,140,92.3,5703222281,213,0.24,5703222273,56,Right,5703222277,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427521,240,1,1,24,42,80hgdmpkvdrhw1ge9nks2kxvy,0,92.4,11.4,2025-05-04T15:26:50.475Z,2025-05-04T15:26:52Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5703222401,286,,5703222329,212,4.2,5703222325,140,88.6,5703222395,236,,5703222397,233,267,5703222323,56,Right,5703222331,213,2.84,5703222327,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427501,267,74,1,24,42,btaf9fuj3xctycyjeqwereaow,1,15.9,88.9,2025-05-04T15:26:50.476Z,2025-05-04T15:26:52Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703222227,56,Back,5703222471,233,240,5703222229,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427599,269,1,1,24,47,btaf9fuj3xctycyjeqwereaow,1,31.3,86.0,2025-05-04T15:26:55.404Z,2025-05-04T15:26:56Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703222787,212,5.8,5703222785,141,77.9,5703222779,56,Back,5703222781,140,29.5,5703222791,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427633,270,1,1,24,48,btaf9fuj3xctycyjeqwereaow,1,29.5,77.9,2025-05-04T15:26:55.868Z,2025-05-04T15:26:57Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5703223001,141,90.2,5703223005,212,13.3,5703222997,140,19.7,5703223009,213,2.46,5703222993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427683,271,1,1,24,49,btaf9fuj3xctycyjeqwereaow,1,19.7,90.2,2025-05-04T15:26:57.404Z,2025-05-04T15:26:59Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5703223253,141,72.6,5703223249,56,Back,5703223257,213,4.81,5703223251,140,20.8,5703223255,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427807,272,1,1,24,52,btaf9fuj3xctycyjeqwereaow,1,22.1,69.9,2025-05-04T15:26:59.731Z,2025-05-04T15:55:04Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5703223933,213,4.97,5703223911,56,Back,5703223927,212,36.9,5703223939,1,,5703223915,140,31.1,5703223919,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427885,273,1,1,24,59,btaf9fuj3xctycyjeqwereaow,1,41.7,18.2,2025-05-04T15:27:06.604Z,2025-05-04T15:27:09Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5703224333,141,32.2,5703224337,213,2.04,5703224331,140,37.1,5703224335,212,10.7,5703224329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427957,274,1,1,25,2,btaf9fuj3xctycyjeqwereaow,1,44.2,45.8,2025-05-04T15:27:09.731Z,2025-05-04T15:27:13Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5703224763,1,,5703224757,141,88.4,5703224759,212,33.6,5703224753,56,Left,5703224761,213,1.04,5703224755,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810427983,275,1,1,25,6,btaf9fuj3xctycyjeqwereaow,1,63.4,88.9,2025-05-04T15:27:13.604Z,2025-05-04T15:27:15Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5703224883,213,3.70,5703224881,212,9.5,5703224877,140,55.7,5703224875,56,Left,5703224879,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428017,276,1,1,25,7,btaf9fuj3xctycyjeqwereaow,1,57.7,82.9,2025-05-04T15:27:15.364Z,2025-05-04T15:27:17Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5703225089,141,91.5,5703225085,140,70.0,5703225093,212,14.2,5703225097,213,0.43,5703225083,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428085,277,1,1,25,9,btaf9fuj3xctycyjeqwereaow,1,68.8,91.5,2025-05-04T15:27:17.212Z,2025-05-04T15:27:21Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5703225413,212,9.1,5703225417,213,5.98,5703225399,56,Left,5703225409,141,87.5,5703225405,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428133,278,1,1,25,13,btaf9fuj3xctycyjeqwereaow,0,79.6,87.5,2025-05-04T15:27:20.916Z,2025-05-04T15:29:11Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5703225697,212,23.7,5703225683,140,77.2,5703225689,141,52.8,5703225677,56,Center,5703225701,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428121,241,8,1,25,15,80hgdmpkvdrhw1ge9nks2kxvy,1,22.0,39.7,2025-05-04T15:27:23.396Z,2025-05-04T15:27:23Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5703225619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810460749,426,43,1,25,16,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-05-04T15:27:23.594Z,2025-05-04T15:56:06Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703398473,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428165,243,1,1,25,16,80hgdmpkvdrhw1ge9nks2kxvy,1,19.0,28.8,2025-05-04T15:27:24.356Z,2025-05-04T15:27:26Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703225873,141,40.4,5703225877,213,0.56,5703225871,140,31.0,5703225867,56,Back,5703225875,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428179,244,3,1,25,19,80hgdmpkvdrhw1ge9nks2kxvy,1,30.8,37.7,2025-05-04T15:27:26.683Z,2025-05-04T15:57:59Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5703225971,285,,5703226083,233,279,5703225969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428199,279,45,1,25,19,btaf9fuj3xctycyjeqwereaow,0,69.2,62.3,2025-05-04T15:27:26.683Z,2025-05-04T15:58:00Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5703226069,286,,5703226133,233,244,5703226067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428187,245,61,1,25,19,80hgdmpkvdrhw1ge9nks2kxvy,0,30.1,24.0,2025-05-04T15:27:27.379Z,2025-05-04T15:28:56Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5703226025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428251,280,1,1,25,23,btaf9fuj3xctycyjeqwereaow,1,72.4,71.5,2025-05-04T15:27:31.051Z,2025-05-04T15:56:06Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5703226385,141,67.0,5703226381,56,Center,5703226387,212,3.6,5703226389,213,4.16,5703226383,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428259,281,43,1,25,25,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-05-04T15:27:32.948Z,2025-05-04T15:30:57Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5703244639,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428267,282,1,1,25,25,btaf9fuj3xctycyjeqwereaow,0,70.6,67.0,2025-05-04T15:27:33.355Z,2025-05-04T15:27:34Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5703226469,212,18.0,5703226463,56,Center,5703226471,213,4.71,5703226467,141,40.6,5703226465,140,70.6,5703226461,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428307,246,61,1,25,28,80hgdmpkvdrhw1ge9nks2kxvy,0,21.8,69.4,2025-05-04T15:27:36.209Z,2025-05-04T15:32:05Z,8he8k86ayqx3x5ee2a0jsfuy2,Y. Paintsil,,,5703226683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428341,283,3,1,25,29,btaf9fuj3xctycyjeqwereaow,1,75.4,37.0,2025-05-04T15:27:36.659Z,2025-05-04T15:56:08Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5703226897,56,Center,5703227023,233,247,5703226899,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428315,247,45,1,25,29,80hgdmpkvdrhw1ge9nks2kxvy,0,24.6,63.0,2025-05-04T15:27:36.759Z,2025-05-04T18:03:34Z,8he8k86ayqx3x5ee2a0jsfuy2,Y. Paintsil,,,5703227065,233,283,5703226715,285,,5703226713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810433329,316,1,1,25,30,btaf9fuj3xctycyjeqwereaow,1,71.9,38.6,2025-05-04T15:27:38.314Z,2025-05-04T15:32:21Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5703253659,140,73.3,5703253663,141,44.9,5703253675,213,1.24,5703253669,212,4.5,5703253655,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428349,284,3,1,25,32,btaf9fuj3xctycyjeqwereaow,0,74.5,44.0,2025-05-04T15:27:40.244Z,2025-05-04T18:03:55Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5703254231,233,248,5703226939,286,,5703226937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428393,248,7,1,25,32,80hgdmpkvdrhw1ge9nks2kxvy,1,25.5,56.0,2025-05-04T15:27:40.245Z,2025-05-04T18:03:57Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703227205,56,Back,5703227209,285,,5703227301,233,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810434151,281,1,1,25,33,80hgdmpkvdrhw1ge9nks2kxvy,1,19.7,47.8,2025-05-04T15:27:41.414Z,2025-05-04T15:53:33Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703257995,140,22.8,5703257999,212,5.3,5703258001,213,0.91,5703257997,141,53.9,5703257993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428405,249,4,1,25,33,80hgdmpkvdrhw1ge9nks2kxvy,1,25.0,51.8,2025-05-04T15:27:41.579Z,2025-05-04T15:57:49Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703227365,265,,5703227355,13,,5703227359,56,Back,5703227367,285,,5703227363,152,,5703227479,233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428431,285,4,1,25,33,btaf9fuj3xctycyjeqwereaow,0,75.0,48.2,2025-05-04T15:27:41.580Z,2025-05-04T15:57:49Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5703227457,13,,5703227465,286,,5703227517,233,249,5703227463,265,,5703227459,56,Center,5703227461,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428671,250,1,1,25,51,80hgdmpkvdrhw1ge9nks2kxvy,1,24.9,55.4,2025-05-04T15:27:59.315Z,2025-05-04T17:00:53Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703228683,140,24.2,5703228687,212,11.7,5703228681,56,Back,5703228677,5,,5703228689,213,4.65,5703228679,152,,5703228685,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428701,251,1,1,25,52,80hgdmpkvdrhw1ge9nks2kxvy,1,24.2,38.3,2025-05-04T15:28:00.259Z,2025-05-04T15:28:02Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703228807,212,15.1,5703228809,213,1.63,5703228803,140,23.3,5703228801,56,Back,5703228805,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428759,252,1,1,25,54,80hgdmpkvdrhw1ge9nks2kxvy,1,20.6,62.4,2025-05-04T15:28:02.242Z,2025-05-04T15:28:04Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703229069,141,64.2,5703229065,56,Back,5703229067,140,27.5,5703229071,212,7.3,5703229073,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428827,253,1,1,25,57,80hgdmpkvdrhw1ge9nks2kxvy,1,26.0,60.9,2025-05-04T15:28:04.659Z,2025-05-04T15:28:08Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703229427,212,13.4,5703229423,140,13.5,5703229421,56,Back,5703229429,213,2.96,5703229425,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428859,254,1,1,26,0,80hgdmpkvdrhw1ge9nks2kxvy,1,22.1,64.8,2025-05-04T15:28:07.898Z,2025-05-04T15:28:10Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703229613,56,Back,5703229617,141,58.5,5703229621,213,5.50,5703229619,212,6.1,5703229615,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428879,255,1,1,26,2,80hgdmpkvdrhw1ge9nks2kxvy,1,27.0,54.5,2025-05-04T15:28:10.459Z,2025-05-04T15:28:12Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703229733,212,12.1,5703229731,141,38.0,5703229729,140,22.7,5703229735,213,4.33,5703229727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810428957,256,1,1,26,4,80hgdmpkvdrhw1ge9nks2kxvy,1,23.2,38.8,2025-05-04T15:28:12.099Z,2025-05-04T15:28:15Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703230165,141,8.3,5703230161,56,Back,5703230163,140,25.6,5703230169,213,4.83,5703230167,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429047,257,1,1,26,8,80hgdmpkvdrhw1ge9nks2kxvy,1,30.9,8.0,2025-05-04T15:28:15.626Z,2025-05-04T15:28:20Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5703230657,140,24.2,5703230653,56,Back,5703230663,141,27.6,5703230671,213,2.06,5703230667,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429111,258,1,1,26,12,80hgdmpkvdrhw1ge9nks2kxvy,1,27.4,33.9,2025-05-04T15:28:20.450Z,2025-05-04T15:28:25Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5703231061,140,24.1,5703231059,56,Back,5703231067,213,1.72,5703231063,141,67.2,5703231065,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429149,259,1,1,26,17,80hgdmpkvdrhw1ge9nks2kxvy,1,29.5,68.8,2025-05-04T15:28:25.410Z,2025-05-04T15:28:29Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5703231335,213,0.06,5703231331,141,69.9,5703231329,140,40.9,5703231327,56,Back,5703231333,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429201,260,1,1,26,21,80hgdmpkvdrhw1ge9nks2kxvy,1,37.8,69.6,2025-05-04T15:28:28.834Z,2025-05-04T15:28:32Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5703231629,213,5.97,5703231625,141,64.9,5703231627,212,10.3,5703231623,140,47.1,5703231621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429223,261,3,1,26,24,80hgdmpkvdrhw1ge9nks2kxvy,1,47.8,58.8,2025-05-04T15:28:31.594Z,2025-05-04T15:58:01Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703401531,233,505,5703231759,286,,5703231757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810461661,505,45,1,26,24,btaf9fuj3xctycyjeqwereaow,0,52.2,41.2,2025-05-04T15:28:31.594Z,2025-05-04T15:58:01Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5703401633,233,261,5703401525,56,Center,5703401527,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429259,286,83,1,26,24,btaf9fuj3xctycyjeqwereaow,1,60.3,34.4,2025-05-04T15:28:31.639Z,2025-05-04T17:09:09Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5703757315,399,5mvddfxv6aqzohz87gopwl990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429233,262,50,1,26,25,80hgdmpkvdrhw1ge9nks2kxvy,1,42.0,60.2,2025-05-04T15:28:33.538Z,2025-05-04T15:57:07Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703231793,56,Back,5703231797,286,,5703402595,233,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810461841,506,7,1,26,25,btaf9fuj3xctycyjeqwereaow,1,58.0,39.8,2025-05-04T15:28:33.539Z,2025-05-04T15:57:56Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5703402499,56,Center,5703402501,285,,5703402551,233,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429333,263,45,1,26,27,80hgdmpkvdrhw1ge9nks2kxvy,0,26.6,54.6,2025-05-04T15:28:34.694Z,2025-05-04T17:10:26Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703232543,233,289,5703232311,285,,5703232309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429363,289,3,1,26,27,btaf9fuj3xctycyjeqwereaow,1,73.4,45.4,2025-05-04T15:28:34.694Z,2025-05-04T17:08:49Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5703232455,56,Center,5703232457,286,,5703232527,233,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810457753,425,83,1,26,28,80hgdmpkvdrhw1ge9nks2kxvy,0,28.0,55.6,2025-05-04T15:28:35.794Z,2025-05-04T17:08:36Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703381461,399,6hssnrvqsel6i5ca09p5730x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429337,288,1,1,26,29,btaf9fuj3xctycyjeqwereaow,1,65.1,48.1,2025-05-04T15:28:36.949Z,2025-05-04T15:58:08Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,1.0,,5703232333,212,8.1,5703404791,210,15,5703232335,213,5.43,5703232331,141,39.1,5703232323,56,Center,5703232327,140,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429371,290,15,1,26,32,btaf9fuj3xctycyjeqwereaow,1,77.2,48.1,2025-05-04T15:28:39.806Z,2025-05-04T15:57:32Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5703404809,29,,5703404829,230,97.5,5703404475,82,,5703404825,147,48.6,5703232499,18,,5703404817,103,19,5703404471,72,,5703404833,231,50.4,5703404821,146,81.0,5703404919,233,5703404819,215,,5703404815,102,50.9,5703232501,56,5703404807,78,,5703232497,22,5703404811,55,288,264,,Center,,
2810429359,264,10,1,26,32,80hgdmpkvdrhw1ge9nks2kxvy,1,19.0,51.4,2025-05-04T15:28:39.906Z,2025-05-04T15:57:32Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5703232431,56,Back,5703232429,94,,5703404957,233,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429415,291,1,1,26,34,btaf9fuj3xctycyjeqwereaow,1,71.4,58.1,2025-05-04T15:28:42.347Z,2025-05-04T15:28:44Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5703232777,56,Center,5703232781,141,71.2,5703232779,140,66.1,5703232785,213,2.13,5703232783,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429459,292,1,1,26,36,btaf9fuj3xctycyjeqwereaow,1,63.4,74.5,2025-05-04T15:28:43.861Z,2025-05-04T15:28:46Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5703233025,140,59.1,5703233033,212,8.0,5703233023,56,Center,5703233029,141,64.8,5703233035,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429565,293,1,1,26,38,btaf9fuj3xctycyjeqwereaow,1,59.2,64.8,2025-05-04T15:28:45.947Z,2025-05-04T15:28:51Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5703233541,56,Left,5703233543,140,60.0,5703233547,212,11.1,5703233545,141,81.1,5703233549,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429595,294,1,1,26,44,btaf9fuj3xctycyjeqwereaow,1,58.3,79.7,2025-05-04T15:28:51.988Z,2025-05-04T15:28:53Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5703233757,141,40.0,5703233753,56,Back,5703233759,212,30.1,5703233761,213,4.26,5703233755,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429611,295,1,1,26,45,btaf9fuj3xctycyjeqwereaow,1,45.8,40.6,2025-05-04T15:28:53.035Z,2025-05-04T15:28:54Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5703233827,141,47.5,5703233831,213,0.44,5703233829,212,11.1,5703233823,56,Center,5703233825,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429635,296,1,1,26,46,btaf9fuj3xctycyjeqwereaow,1,55.4,47.5,2025-05-04T15:28:53.940Z,2025-05-04T15:28:55Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5703233979,156,,5703233955,212,12.3,5703233951,140,43.7,5703233959,213,3.14,5703233949,56,Back,5703233953,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810429685,297,1,1,26,48,btaf9fuj3xctycyjeqwereaow,1,43.7,47.6,2025-05-04T15:28:55.651Z,2025-05-04T15:28:58Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5703234205,141,87.1,5703234201,56,Back,5703234207,212,27.1,5703234209,213,1.70,5703234203,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
