id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2804669513,280,50,1,28,28,45v50owpvshpijizwwlcw4lni,1,30.6,65.4,2025-04-21T17:44:13.492Z,2025-04-21T19:51:01Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5671423555,233,219,5671423371,285,,5671423369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804669539,219,7,1,28,28,ctvzi2jbl1q6xzq0s3sexj73g,1,69.4,34.6,2025-04-21T17:44:13.493Z,2025-04-21T19:51:01Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671423535,56,Center,5671423539,233,280,5671423537,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804669609,220,1,1,28,32,ctvzi2jbl1q6xzq0s3sexj73g,1,66.3,11.1,2025-04-21T17:44:18.008Z,2025-04-21T17:44:25Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671423979,213,1.89,5671423967,56,Center,5671423975,212,29.0,5671423969,140,57.6,5671423971,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804669669,221,1,1,28,39,ctvzi2jbl1q6xzq0s3sexj73g,1,66.0,48.4,2025-04-21T17:44:24.893Z,2025-04-21T17:44:29Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671424229,140,60.5,5671424227,56,Center,5671424235,213,4.32,5671424233,212,15.2,5671424231,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804669735,222,1,1,28,44,ctvzi2jbl1q6xzq0s3sexj73g,1,63.2,39.7,2025-04-21T17:44:29.317Z,2025-04-21T17:44:36Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671424617,141,62.0,5671424613,56,Center,5671424615,140,61.9,5671424619,212,15.2,5671424621,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804669773,223,1,1,28,51,ctvzi2jbl1q6xzq0s3sexj73g,1,62.9,59.7,2025-04-21T17:44:36.605Z,2025-04-21T17:44:40Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671424845,213,4.54,5671424827,56,Center,5671424837,141,36.1,5671424841,212,16.3,5671424833,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804669809,224,1,1,28,54,ctvzi2jbl1q6xzq0s3sexj73g,1,62.3,33.4,2025-04-21T17:44:40.125Z,2025-04-21T17:44:44Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671425037,141,86.0,5671425043,1,,5671425041,213,0.94,5671425031,155,,5671425033,56,Left,5671425035,140,87.4,5671425039,212,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804669865,225,1,1,28,59,ctvzi2jbl1q6xzq0s3sexj73g,1,89.8,85.7,2025-04-21T17:44:44.501Z,2025-04-21T17:44:52Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5671425425,212,15.4,5671425421,140,77.2,5671425423,141,74.2,5671425427,213,3.68,5671425419,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804669873,226,43,1,29,7,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-04-21T17:44:52.261Z,2025-04-21T17:45:03Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5671425477,286,0,5671426047,144,3,5671425475,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670309,231,61,1,29,9,ctvzi2jbl1q6xzq0s3sexj73g,0,72.2,96.2,2025-04-21T17:44:54.292Z,2025-04-21T17:45:50Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5671428029,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804669897,281,4,1,29,10,45v50owpvshpijizwwlcw4lni,1,9.6,27.8,2025-04-21T17:44:55.543Z,2025-04-21T19:50:46Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5671425697,285,,5671425695,265,,5671425691,56,Back,5671425693,152,,5671425689,13,,5671425899,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804669929,227,4,1,29,10,ctvzi2jbl1q6xzq0s3sexj73g,0,90.4,72.2,2025-04-21T17:44:55.544Z,2025-04-21T19:50:46Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5671425863,56,Center,5671425861,13,,5671425865,152,,5671425867,265,,5671425927,233,281,5671425869,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670221,282,1,1,29,46,45v50owpvshpijizwwlcw4lni,0,14.5,30.3,2025-04-21T17:45:31.920Z,2025-04-21T17:45:35Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671427519,157,,5671427527,141,30.7,5671427525,140,67.7,5671427521,152,,5671427533,1,,5671427531,213,0.00,5671427523,56,Center,5671427517,5,,5671427529,212,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670237,228,61,1,29,52,ctvzi2jbl1q6xzq0s3sexj73g,1,28.9,66.7,2025-04-21T17:45:37.220Z,2025-04-21T18:14:20Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671427607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670263,229,1,1,29,52,ctvzi2jbl1q6xzq0s3sexj73g,0,28.8,62.6,2025-04-21T17:45:38.068Z,2025-04-21T17:45:40Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671427789,141,100.0,5671427787,140,84.8,5671427795,1,,5671427785,56,Left,5671427793,213,0.43,5671427791,212,64.6,5671427783,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670271,230,5,1,29,55,ctvzi2jbl1q6xzq0s3sexj73g,0,80.3,101.8,2025-04-21T17:45:40.499Z,2025-04-21T19:54:40Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671427837,347,,5671428857,233,283,5671427835,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670403,283,5,1,29,55,45v50owpvshpijizwwlcw4lni,1,19.7,-1.8,2025-04-21T17:45:40.499Z,2025-04-21T19:54:40Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671428845,56,Back,5671428847,347,,5671428853,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670439,284,1,1,30,16,45v50owpvshpijizwwlcw4lni,1,29.8,0.0,2025-04-21T17:46:01.543Z,2025-04-21T17:46:05Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5671429001,56,Back,5671429003,140,26.4,5671429005,141,12.6,5671429007,212,10.5,5671429009,213,1.92,5671428999,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670453,285,1,1,30,20,45v50owpvshpijizwwlcw4lni,1,26.7,11.7,2025-04-21T17:46:05.694Z,2025-04-21T18:09:14Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671429107,212,38.0,5671429099,56,Center,5671429111,1,,5671429105,141,46.3,5671429103,140,55.1,5671429109,213,0.67,5671429097,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670457,286,61,1,30,22,45v50owpvshpijizwwlcw4lni,0,55.7,43.6,2025-04-21T17:46:07.501Z,2025-04-21T18:09:55Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5671429119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670487,233,1,1,30,22,ctvzi2jbl1q6xzq0s3sexj73g,1,31.6,69.4,2025-04-21T17:46:08.132Z,2025-04-21T17:46:11Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671429315,56,Back,5671429323,213,1.78,5671429321,212,11.7,5671429317,140,29.3,5671429319,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670503,234,1,1,30,26,ctvzi2jbl1q6xzq0s3sexj73g,1,56.5,90.8,2025-04-21T17:46:11.676Z,2025-04-21T17:46:15Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5671429429,140,66.0,5671429427,56,Center,5671429433,212,25.9,5671429431,141,55.7,5671429435,213,5.11,5671429425,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670507,235,50,1,30,29,ctvzi2jbl1q6xzq0s3sexj73g,1,66.9,58.2,2025-04-21T17:46:14.725Z,2025-04-21T19:51:02Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5671429453,286,,5671429451,56,Center,5671429537,233,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670517,287,7,1,30,29,45v50owpvshpijizwwlcw4lni,1,33.1,41.8,2025-04-21T17:46:14.726Z,2025-04-21T19:51:02Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671429493,285,,5671429529,233,235,5671429491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670527,289,1,1,30,31,45v50owpvshpijizwwlcw4lni,1,29.0,59.4,2025-04-21T17:46:16.222Z,2025-04-21T17:46:18Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671429555,56,Back,5671429563,213,5.82,5671429561,212,17.2,5671429559,141,48.1,5671429557,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670531,290,50,1,30,32,45v50owpvshpijizwwlcw4lni,1,40.3,45.0,2025-04-21T17:46:17.935Z,2025-04-21T19:51:03Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5671429675,233,236,5671429581,56,Back,5671429583,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670543,236,7,1,30,32,ctvzi2jbl1q6xzq0s3sexj73g,1,59.7,55.0,2025-04-21T17:46:17.936Z,2025-04-21T19:51:03Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671429643,56,Center,5671429645,285,,5671429663,233,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670559,238,15,1,30,35,ctvzi2jbl1q6xzq0s3sexj73g,1,75.2,51.1,2025-04-21T17:46:21.012Z,2025-04-21T20:24:39Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671434559,233,291,5671434515,102,50.9,5671434513,78,,5671434519,215,,5671434527,230,98.6,5671434251,82,,5671434247,20,,5671434521,458,,5671429733,22,,5671429735,18,,5671434517,103,19,5671434529,231,49.8,5671429737,56,5671434523,146,76.9,5671434525,147,51.1,,,,,,,,,,Center,,,
2804670573,291,10,1,30,35,45v50owpvshpijizwwlcw4lni,1,18.8,48.6,2025-04-21T17:46:21.112Z,2025-04-21T17:47:48Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671434569,233,238,5671429811,56,Back,5671429809,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670595,292,61,1,30,39,45v50owpvshpijizwwlcw4lni,1,25.6,48.1,2025-04-21T17:46:24.848Z,2025-04-21T17:48:06Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671429949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670599,239,43,1,30,40,ctvzi2jbl1q6xzq0s3sexj73g,1,0.0,0.0,2025-04-21T17:46:25.323Z,2025-04-21T17:46:28Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671430051,144,61,5671429961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670659,293,2,1,30,44,45v50owpvshpijizwwlcw4lni,1,24.2,33.7,2025-04-21T17:46:29.958Z,2025-04-21T17:47:09Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5671430331,1,,5671430333,56,Center,5671430321,140,58.4,5671430323,141,32.8,5671430329,7,5w0p51an11m21e5hnpjtukx04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670729,241,1,1,30,53,ctvzi2jbl1q6xzq0s3sexj73g,1,42.2,52.4,2025-04-21T17:46:38.275Z,2025-04-21T17:46:40Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671430697,212,15.5,5671430687,5,,5671430705,189,,5671430691,56,Back,5671430693,140,49.2,5671430695,141,32.4,5671430699,213,5.21,5671430689,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670759,242,1,1,30,56,ctvzi2jbl1q6xzq0s3sexj73g,1,49.2,32.4,2025-04-21T17:46:41.723Z,2025-04-21T17:46:43Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671430877,141,40.4,5671430875,140,54.2,5671430873,56,Center,5671430879,212,7.6,5671430881,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670779,243,1,1,30,58,ctvzi2jbl1q6xzq0s3sexj73g,1,57.1,35.7,2025-04-21T17:46:43.403Z,2025-04-21T17:46:45Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671430979,141,11.0,5671430981,212,16.8,5671430983,213,4.69,5671430977,140,56.7,5671430975,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670831,244,1,1,31,0,ctvzi2jbl1q6xzq0s3sexj73g,1,55.8,10.7,2025-04-21T17:46:45.539Z,2025-04-21T17:46:52Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671431309,212,33.2,5671431305,140,53.7,5671431311,213,1.64,5671431313,1,,5671431303,56,Center,5671431307,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670873,245,1,1,31,6,ctvzi2jbl1q6xzq0s3sexj73g,1,57.0,66.9,2025-04-21T17:46:51.795Z,2025-04-21T17:46:55Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671431543,141,35.1,5671431539,56,Center,5671431541,140,57.6,5671431545,212,21.6,5671431547,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670911,246,1,1,31,10,ctvzi2jbl1q6xzq0s3sexj73g,1,59.6,35.1,2025-04-21T17:46:55.666Z,2025-04-21T17:46:59Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671431749,56,Center,5671431753,141,59.6,5671431751,140,52.6,5671431759,213,1.99,5671431757,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804670981,247,1,1,31,13,ctvzi2jbl1q6xzq0s3sexj73g,1,52.0,53.1,2025-04-21T17:46:58.754Z,2025-04-21T17:47:04Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671432101,140,58.1,5671432103,141,12.6,5671432105,212,28.3,5671432099,56,Right,5671432107,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804671057,248,1,1,31,19,ctvzi2jbl1q6xzq0s3sexj73g,1,62.2,16.4,2025-04-21T17:47:04.779Z,2025-04-21T17:47:11Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671432517,212,28.5,5671432511,56,Center,5671432513,140,54.7,5671432515,141,56.7,5671432519,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804671073,249,1,1,31,25,ctvzi2jbl1q6xzq0s3sexj73g,1,61.0,61.8,2025-04-21T17:47:10.954Z,2025-04-21T17:47:13Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671432623,140,62.6,5671432621,56,Left,5671432625,141,83.6,5671432627,212,14.9,5671432629,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804671101,250,1,1,31,27,ctvzi2jbl1q6xzq0s3sexj73g,1,62.6,83.6,2025-04-21T17:47:12.915Z,2025-04-21T17:47:15Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5671432749,140,71.3,5671432755,213,0.76,5671432747,56,Left,5671432753,212,12.6,5671432751,141,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804671125,251,1,1,31,29,ctvzi2jbl1q6xzq0s3sexj73g,1,71.3,96.3,2025-04-21T17:47:14.986Z,2025-04-21T17:47:17Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5671432879,213,3.37,5671432865,140,57.5,5671432875,212,14.9,5671432871,141,91.4,5671432859,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804671155,252,1,1,31,31,ctvzi2jbl1q6xzq0s3sexj73g,1,58.0,84.5,2025-04-21T17:47:16.818Z,2025-04-21T17:47:20Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5671433057,212,15.1,5671433059,213,3.69,5671433051,56,Back,5671433053,140,45.7,5671433055,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804671179,253,1,1,31,34,ctvzi2jbl1q6xzq0s3sexj73g,0,45.1,64.8,2025-04-21T17:47:19.779Z,2025-04-21T17:47:22Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671433207,212,37.1,5671433209,213,5.93,5671433201,56,Center,5671433203,140,78.2,5671433199,155,,5671433205,141,45.7,5671433211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804671211,254,4,1,31,40,ctvzi2jbl1q6xzq0s3sexj73g,1,80.8,54.2,2025-04-21T17:47:25.378Z,2025-04-21T17:48:18Z,3zg0pvrja75d3l44dq0lh4kb9,A. Helmersen,,,5671434077,295,,5671433389,56,Center,5671433395,286,,5671433689,233,294,5671433391,152,,5671433387,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804671223,294,4,1,31,40,45v50owpvshpijizwwlcw4lni,0,19.2,45.8,2025-04-21T17:47:25.379Z,2025-04-21T17:48:18Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671433489,56,Back,5671433485,13,,5671434041,295,,5671433595,233,254,5671433491,152,,5671433493,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804671947,255,15,1,32,47,ctvzi2jbl1q6xzq0s3sexj73g,1,80.9,55.2,2025-04-21T17:48:32.952Z,2025-04-21T20:24:42Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671503131,80,,5671437501,26,,5671438973,20,,5671454445,103,10.1,5671454443,102,47.1,5671454449,146,98.9,5671454695,233,295,5671437503,18,,5671454447,458,,5671437505,56,Center,5671454451,147,49.6,,,,,,,,,,,,,,,,,,,,,,,,
2804671971,295,10,1,32,47,45v50owpvshpijizwwlcw4lni,1,2.9,50.0,2025-04-21T17:48:33.052Z,2025-04-21T17:54:15Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671438685,174,,5671438687,179,,5671437631,56,Back,5671454509,233,255,5671437627,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804672009,256,15,1,32,55,ctvzi2jbl1q6xzq0s3sexj73g,1,93.1,42.1,2025-04-21T17:48:40.857Z,2025-04-21T20:24:45Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5671454937,458,,5671505205,328,,5671454943,147,45.7,5671505195,79,,5671455065,233,296,5671437867,17,,5671454925,102,48.8,5671859043,24,,5671437869,56,Center,5671454941,146,98.1,5671505191,72,,5671454929,103,22.8,,,,,,,,,,,,,,,,,,,,,
2804672019,296,10,1,32,55,45v50owpvshpijizwwlcw4lni,1,2.6,53.4,2025-04-21T17:48:40.957Z,2025-04-21T17:54:26Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671437913,56,Back,5671440379,182,,5671440375,173,,5671440377,178,,5671454967,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804672029,257,6,1,32,57,ctvzi2jbl1q6xzq0s3sexj73g,1,97.6,40.4,2025-04-21T17:48:42.463Z,2025-04-21T19:50:54Z,ar7ybu7dordgt2yfx5inux62,I. Määttä,,,5671438017,56,Center,5671438039,233,297,5671438019,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804672025,297,6,1,32,57,45v50owpvshpijizwwlcw4lni,0,2.4,59.6,2025-04-21T17:48:42.463Z,2025-04-21T17:49:00Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671437977,56,Back,5671437979,73,,5671438061,233,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804672805,258,1,1,33,23,ctvzi2jbl1q6xzq0s3sexj73g,1,99.5,0.5,2025-04-21T17:49:09.041Z,2025-04-21T18:12:43Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,1.0,,5671442485,212,29.6,5671452589,154,,5671442483,141,43.1,5671442477,224,,5671442471,2,,5671442479,56,Center,5671442487,213,1.78,5671442481,140,93.7,5671452587,210,13,5671442475,155,,5671442473,6,,,,,,,,,,,,,,,,,,,,,,,,,
2804673347,273,13,1,33,24,ctvzi2jbl1q6xzq0s3sexj73g,1,90.0,42.6,2025-04-21T17:49:09.531Z,2025-04-21T20:24:32Z,55ashhvkh23ypnct70f9dgvkl,U. Saltnes,,,5671452183,25,,5671452609,55,258,5671448295,56,Center,5671452193,328,,5671452195,153,,5671452619,147,49.8,5671452621,230,98.6,5671452613,102,96.6,5671452605,29,,5671452615,103,5.6,5671452189,17,,5671452603,73,,5671452187,15,5671452623,231,48.4,5671452617,146,92.1,5671452607,154,,,,,,,,,,,
2804672733,298,16,1,33,26,45v50owpvshpijizwwlcw4lni,1,5.7,53.4,2025-04-21T17:49:11.511Z,2025-04-21T20:13:33Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671442369,375,33:25.922,5671444465,25,,5671442057,56,Center,5671445075,72,,5671443107,231,49.6,5671837869,16,,5671443099,78,,5671443111,281,55ashhvkh23ypnct70f9dgvkl,5671442365,374,2025-04-21 18:49:11.126,5671443101,102,48.7,5671443109,280,OWN_GOAL,5671442055,28,,5671443113,282,5671443105,230,98.9,5671443115,472,273,5671443103,103,7.0,,,,,,,ctvzi2jbl1q6xzq0s3sexj73g,,,
2804672915,299,1,1,34,20,45v50owpvshpijizwwlcw4lni,1,50.1,50.5,2025-04-21T17:50:05.784Z,2025-04-21T17:53:00Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5671450019,140,27.1,5671450021,141,65.0,5671450023,212,26.1,5671450025,213,2.75,5671450017,56,Back,5671450089,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804672919,300,1,1,34,25,45v50owpvshpijizwwlcw4lni,1,25.6,68.5,2025-04-21T17:50:10.983Z,2025-04-21T17:54:57Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671451571,213,4.21,5671451569,212,14.0,5671451567,141,50.5,5671451563,56,Back,5671451565,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804672921,301,1,1,34,26,45v50owpvshpijizwwlcw4lni,0,18.9,51.1,2025-04-21T17:50:12.150Z,2025-04-21T17:55:41Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671458967,141,54.0,5671458965,140,77.1,5671458963,56,Center,5671458971,213,0.03,5671458973,1,,5671458959,155,,5671458969,212,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804672839,259,59,1,34,30,ctvzi2jbl1q6xzq0s3sexj73g,1,22.1,41.2,2025-04-21T17:50:15.801Z,2025-04-21T17:50:16Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5671442659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804672905,260,12,1,34,31,ctvzi2jbl1q6xzq0s3sexj73g,1,22.1,41.2,2025-04-21T17:50:16.416Z,2025-04-21T17:50:25Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5671443141,141,51.3,5671443143,212,50.9,5671443139,140,70.1,5671443145,213,0.14,5671443137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804672925,302,12,1,34,32,45v50owpvshpijizwwlcw4lni,1,36.0,43.6,2025-04-21T17:50:17.334Z,2025-04-21T17:58:23Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671460029,140,67.0,5671460031,141,68.9,5671460033,212,36.8,5671460035,213,0.49,5671460027,56,Center,5671460131,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804672913,261,50,1,34,38,ctvzi2jbl1q6xzq0s3sexj73g,1,39.9,24.6,2025-04-21T17:50:23.309Z,2025-04-21T19:51:04Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671443181,56,Back,5671498485,286,,5671498521,233,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804676199,341,7,1,34,38,45v50owpvshpijizwwlcw4lni,0,60.1,75.4,2025-04-21T17:50:23.310Z,2025-04-21T19:51:03Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5671462937,285,,5671498501,233,261,5671462935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
