id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/16/value
2793774979,143,1,1,21,58,crlocdyqyb1fdhck54qxs65rl,0,71.5,95.3,2025-03-30T15:23:00.692Z,2025-03-30T15:53:02Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611444885,56,Left,5611625979,212,1.2,5611625977,141,95.5,5611626273,286,,5611626269,233,200,5611625981,213,3.02,5611625975,140,70.4,5611626267,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775037,200,74,1,21,58,uqspd1bx7f6mq8ohj50u1k1k,1,31.4,11.6,2025-03-30T15:23:00.693Z,2025-03-30T15:53:45Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5611445227,285,,5611626283,233,143,5611445225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793808029,445,3,1,22,0,uqspd1bx7f6mq8ohj50u1k1k,0,31.0,6.4,2025-03-30T15:23:01.865Z,2025-03-30T15:54:10Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5611629903,56,Back,5611632157,233,337,5611629905,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793808411,337,7,1,22,0,crlocdyqyb1fdhck54qxs65rl,1,69.0,93.6,2025-03-30T15:23:01.866Z,2025-03-30T15:54:09Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611632099,56,Left,5611632139,286,,5611632135,233,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775063,144,1,1,22,3,crlocdyqyb1fdhck54qxs65rl,0,72.9,80.5,2025-03-30T15:23:04.940Z,2025-03-30T15:23:05Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5611445397,140,87.0,5611445393,155,,5611445401,212,21.0,5611445399,141,58.5,5611445403,213,5.49,5611445391,2,,5611445395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775089,201,12,1,22,4,uqspd1bx7f6mq8ohj50u1k1k,1,14.4,38.0,2025-03-30T15:23:06.558Z,2025-03-30T15:23:08Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611445539,15,,5611445517,141,54.5,5611445519,212,11.4,5611445513,56,Back,5611445515,140,16.4,5611445521,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775117,202,1,1,22,6,uqspd1bx7f6mq8ohj50u1k1k,0,16.4,56.6,2025-03-30T15:23:08.509Z,2025-03-30T15:23:09Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611445701,212,2.0,5611445693,56,Back,5611445699,141,58.1,5611445697,140,18.0,5611445703,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775145,145,61,1,22,7,crlocdyqyb1fdhck54qxs65rl,1,77.6,31.5,2025-03-30T15:23:09.842Z,2025-03-30T15:23:10Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5611445807,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775199,203,1,1,22,8,uqspd1bx7f6mq8ohj50u1k1k,0,20.7,75.9,2025-03-30T15:23:10.405Z,2025-03-30T15:23:12Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611446111,213,0.05,5611446103,56,Back,5611446109,212,19.1,5611446107,141,77.2,5611446105,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775317,146,1,1,22,13,crlocdyqyb1fdhck54qxs65rl,1,50.3,24.0,2025-03-30T15:23:15.124Z,2025-03-30T15:23:18Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5611446785,212,9.3,5611446781,140,59.0,5611446787,213,0.18,5611446779,56,Center,5611446783,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775371,147,1,1,22,16,crlocdyqyb1fdhck54qxs65rl,1,59.2,26.1,2025-03-30T15:23:18.117Z,2025-03-30T15:54:52Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5611447119,213,2.67,5611447113,140,54.6,5611447117,212,5.4,5611447115,141,29.7,5611447111,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775377,148,1,1,22,16,crlocdyqyb1fdhck54qxs65rl,0,55.6,34.8,2025-03-30T15:23:18.464Z,2025-03-30T17:24:10Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5611636147,213,5.78,5611636141,140,61.3,5611636137,56,Center,5611636145,212,6.8,5611636143,141,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775345,204,61,1,22,17,uqspd1bx7f6mq8ohj50u1k1k,0,40.6,78.8,2025-03-30T15:23:19.158Z,2025-03-30T15:55:11Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611446963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775387,149,44,1,22,17,crlocdyqyb1fdhck54qxs65rl,1,58.0,33.9,2025-03-30T15:23:19.864Z,2025-03-30T17:13:16Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5611638515,56,Center,5611638517,286,,5611638595,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793809091,446,44,1,22,18,uqspd1bx7f6mq8ohj50u1k1k,0,42.0,66.1,2025-03-30T15:23:19.865Z,2025-03-30T17:13:17Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611635873,285,,5611638627,233,149,5611635871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775391,150,1,1,22,18,crlocdyqyb1fdhck54qxs65rl,1,60.3,34.4,2025-03-30T15:23:20.788Z,2025-03-30T15:57:32Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5611639545,141,19.0,5611639539,56,Right,5611639533,3,,5611639547,212,11.2,5611639549,213,4.34,5611639543,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793810139,338,61,1,22,19,crlocdyqyb1fdhck54qxs65rl,1,56.1,23.6,2025-03-30T15:23:20.865Z,2025-03-30T15:57:34Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5611641879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793811583,341,3,1,22,20,crlocdyqyb1fdhck54qxs65rl,0,72.4,11.8,2025-03-30T15:23:22.701Z,2025-03-30T15:57:27Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5611650119,286,,5611650493,233,205,5611650117,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775399,205,7,1,22,20,uqspd1bx7f6mq8ohj50u1k1k,1,27.6,88.2,2025-03-30T15:23:22.702Z,2025-03-30T15:57:40Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611447199,56,Back,5611650453,233,341,5611447201,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775441,207,1,1,22,22,uqspd1bx7f6mq8ohj50u1k1k,1,26.4,94.1,2025-03-30T15:23:23.894Z,2025-03-30T15:23:25Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611447403,212,7.3,5611447391,56,Back,5611447395,140,33.2,5611447399,141,96.0,5611447405,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775483,208,1,1,22,23,uqspd1bx7f6mq8ohj50u1k1k,1,33.2,96.0,2025-03-30T15:23:25.606Z,2025-03-30T15:23:27Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611447659,213,3.45,5611447653,140,22.7,5611447655,141,90.8,5611447651,56,Back,5611447657,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775603,209,1,1,22,27,uqspd1bx7f6mq8ohj50u1k1k,1,23.8,88.6,2025-03-30T15:23:29.166Z,2025-03-30T15:23:36Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611448267,212,53.9,5611448263,140,29.3,5611448269,213,4.82,5611448261,56,Back,5611448265,141,9.8,5611448271,1,,5611448257,155,,5611448259,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775635,210,1,1,22,34,uqspd1bx7f6mq8ohj50u1k1k,1,54.1,9.4,2025-03-30T15:23:36.734Z,2025-03-30T15:23:38Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611448499,140,43.7,5611448501,141,21.2,5611448505,213,2.51,5611448497,56,Back,5611448503,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775689,211,1,1,22,36,uqspd1bx7f6mq8ohj50u1k1k,1,44.5,26.4,2025-03-30T15:23:38.622Z,2025-03-30T15:23:42Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5611448843,141,77.0,5611448835,56,Back,5611448847,212,34.4,5611448851,213,1.61,5611448855,1,,5611448839,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775721,212,1,1,22,40,uqspd1bx7f6mq8ohj50u1k1k,1,43.3,77.0,2025-03-30T15:23:42.278Z,2025-03-30T15:23:44Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611449023,141,62.9,5611449019,56,Back,5611449027,213,4.59,5611449021,140,42.2,5611449025,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775775,213,1,1,22,42,uqspd1bx7f6mq8ohj50u1k1k,1,44.7,56.9,2025-03-30T15:23:44.559Z,2025-03-30T15:23:47Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611449297,212,12.4,5611449293,140,47.2,5611449299,213,4.93,5611449291,56,Back,5611449295,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775809,214,1,1,22,45,uqspd1bx7f6mq8ohj50u1k1k,1,49.3,29.2,2025-03-30T15:23:47.758Z,2025-03-30T15:23:51Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611449493,212,24.0,5611449489,140,67.6,5611449491,141,8.0,5611449495,213,5.64,5611449487,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775817,215,1,1,22,49,uqspd1bx7f6mq8ohj50u1k1k,1,69.2,7.9,2025-03-30T15:23:50.903Z,2025-03-30T15:51:59Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5611449547,56,Right,5611449553,212,7.1,5611449555,213,2.12,5611449549,140,65.7,5611449551,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775873,216,1,1,22,51,uqspd1bx7f6mq8ohj50u1k1k,1,65.7,18.0,2025-03-30T15:23:53.183Z,2025-03-30T15:23:55Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5611449907,56,Right,5611449913,212,10.1,5611449911,141,3.2,5611449909,140,65.1,5611449915,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775913,217,1,1,22,53,uqspd1bx7f6mq8ohj50u1k1k,1,65.1,3.2,2025-03-30T15:23:55.280Z,2025-03-30T15:23:57Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5611450127,213,0.03,5611450119,56,Right,5611450123,141,3.5,5611450121,140,71.0,5611450125,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775903,151,83,1,22,54,crlocdyqyb1fdhck54qxs65rl,0,32.2,80.9,2025-03-30T15:23:56.692Z,2025-03-30T15:23:59Z,6r0yq4i1lk788h1euk5ztec5,V. Jónsson,,,5611450249,399,4zypjoj5r2y9fqpqxn8cd7o16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775927,218,1,1,22,55,uqspd1bx7f6mq8ohj50u1k1k,1,65.4,3.5,2025-03-30T15:23:57.712Z,2025-03-30T15:23:59Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611450195,141,28.2,5611450191,56,Back,5611450197,212,28.5,5611450199,213,2.51,5611450193,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775977,219,1,1,22,57,uqspd1bx7f6mq8ohj50u1k1k,1,43.5,28.2,2025-03-30T15:23:59.607Z,2025-03-30T15:24:01Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611450489,56,Right,5611450497,141,11.3,5611450505,213,5.50,5611450501,212,16.4,5611450493,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776015,220,1,1,22,59,uqspd1bx7f6mq8ohj50u1k1k,1,55.0,13.7,2025-03-30T15:24:01.191Z,2025-03-30T15:24:03Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5611450735,141,28.2,5611450731,56,Center,5611450737,212,10.1,5611450739,213,1.35,5611450733,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776071,221,1,1,23,1,uqspd1bx7f6mq8ohj50u1k1k,1,55.2,24.9,2025-03-30T15:24:03.743Z,2025-03-30T15:24:07Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611451011,141,61.7,5611451009,140,39.2,5611451013,212,30.1,5611451019,213,2.16,5611451007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776127,222,1,1,23,5,uqspd1bx7f6mq8ohj50u1k1k,1,46.0,58.5,2025-03-30T15:24:07.343Z,2025-03-30T15:24:11Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611451303,141,95.1,5611451307,213,1.00,5611451299,56,Left,5611451305,212,29.5,5611451301,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776189,223,1,1,23,8,uqspd1bx7f6mq8ohj50u1k1k,0,61.1,95.3,2025-03-30T15:24:10.839Z,2025-03-30T15:24:14Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611451717,140,100.0,5611451715,56,Center,5611451723,213,5.94,5611451725,1,,5611451721,212,45.0,5611451713,155,,5611451719,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776699,152,5,1,23,12,crlocdyqyb1fdhck54qxs65rl,1,-1.4,29.7,2025-03-30T15:24:14.592Z,2025-03-30T17:08:14Z,2w7qb6w4qcogyuvgi31rfv85w,J. Gonstad,,,5611454645,346,,5611454643,56,Back,5611454983,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776765,224,5,1,23,12,uqspd1bx7f6mq8ohj50u1k1k,0,101.4,70.3,2025-03-30T15:24:14.592Z,2025-03-30T17:08:14Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611455011,233,152,5611454961,56,Center,5611454963,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776787,153,1,1,23,41,crlocdyqyb1fdhck54qxs65rl,1,4.9,53.7,2025-03-30T15:24:43.771Z,2025-03-30T15:24:49Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5611455071,140,57.9,5611455075,212,57.0,5611455079,1,,5611455073,141,71.7,5611455063,124,,5611455083,74,,5611455077,213,0.22,5611455067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776797,154,44,1,23,45,crlocdyqyb1fdhck54qxs65rl,1,56.7,68.4,2025-03-30T15:24:47.438Z,2025-03-30T17:13:17Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611455105,286,,5611455101,56,Center,5611455149,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776775,225,44,1,23,45,uqspd1bx7f6mq8ohj50u1k1k,0,43.3,31.6,2025-03-30T15:24:47.439Z,2025-03-30T17:13:17Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611454991,56,Back,5611454993,285,,5611455187,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776801,155,1,1,23,46,crlocdyqyb1fdhck54qxs65rl,0,55.2,70.5,2025-03-30T15:24:48.043Z,2025-03-30T17:24:05Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5611455137,141,70.3,5611455141,213,6.23,5611455133,56,Center,5611455139,212,2.4,5611455129,3,,5611455131,168,,5611455135,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776779,226,61,1,23,46,uqspd1bx7f6mq8ohj50u1k1k,1,42.3,33.0,2025-03-30T15:24:48.160Z,2025-03-30T15:24:48Z,15823p8n34f7coivq6wq687is,W. Igor,,,5611455031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777445,159,1,1,23,48,crlocdyqyb1fdhck54qxs65rl,1,51.5,47.0,2025-03-30T15:24:50.555Z,2025-03-30T15:25:32Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5611458711,212,26.0,5611458713,213,3.26,5611458707,140,26.9,5611458709,141,42.5,5611458703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776897,156,1,1,23,53,crlocdyqyb1fdhck54qxs65rl,0,19.5,34.6,2025-03-30T15:24:55.227Z,2025-03-30T15:24:56Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5611455695,155,,5611455709,1,,5611455703,141,0.0,5611455707,213,5.73,5611455697,56,Right,5611455701,140,57.0,5611455705,212,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776909,157,5,1,23,54,crlocdyqyb1fdhck54qxs65rl,0,55.8,-0.8,2025-03-30T15:24:56.799Z,2025-03-30T17:08:15Z,3dz611s3q1kjhrzt8ixv4jbhl,A. Nilsson,,,5611456385,233,227,5611455767,347,,5611455763,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776993,227,5,1,23,54,uqspd1bx7f6mq8ohj50u1k1k,1,44.2,100.8,2025-03-30T15:24:56.799Z,2025-03-30T17:08:15Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611456301,56,Back,5611456303,347,,5611456361,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777039,228,1,1,24,2,uqspd1bx7f6mq8ohj50u1k1k,1,37.3,100.0,2025-03-30T15:25:04.280Z,2025-03-30T15:25:06Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611456539,140,20.4,5611456541,141,91.2,5611456537,56,Back,5611456545,213,3.51,5611456543,212,19.1,5611456535,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777133,229,1,1,24,4,uqspd1bx7f6mq8ohj50u1k1k,1,19.0,90.3,2025-03-30T15:25:06.528Z,2025-03-30T15:25:12Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611456983,140,5.0,5611456989,213,4.07,5611456985,141,61.2,5611456981,56,Back,5611456987,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777157,230,1,1,24,9,uqspd1bx7f6mq8ohj50u1k1k,1,4.3,58.7,2025-03-30T15:25:11.824Z,2025-03-30T15:25:12Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5611457047,212,19.3,5611457045,141,33.1,5611457041,56,Back,5611457049,213,5.16,5611457043,140,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777205,231,1,1,24,10,uqspd1bx7f6mq8ohj50u1k1k,1,12.3,33.1,2025-03-30T15:25:12.545Z,2025-03-30T15:25:15Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611457305,213,0.03,5611457301,141,34.0,5611457297,56,Back,5611457303,212,22.2,5611457299,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777263,232,1,1,24,13,uqspd1bx7f6mq8ohj50u1k1k,1,28.7,39.1,2025-03-30T15:25:15.696Z,2025-03-30T15:25:18Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5611457611,141,66.7,5611457609,140,40.9,5611457615,213,0.97,5611457613,212,22.7,5611457607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777309,233,1,1,24,16,uqspd1bx7f6mq8ohj50u1k1k,1,40.9,66.7,2025-03-30T15:25:18.600Z,2025-03-30T15:25:22Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5611457855,212,6.0,5611457851,140,36.5,5611457853,141,61.1,5611457849,56,Back,5611457857,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777307,158,45,1,24,20,crlocdyqyb1fdhck54qxs65rl,0,58.2,32.6,2025-03-30T15:25:22.563Z,2025-03-30T17:10:37Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5611457845,56,Center,5611457847,285,,5611458049,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777325,234,3,1,24,20,uqspd1bx7f6mq8ohj50u1k1k,1,41.8,67.4,2025-03-30T15:25:22.563Z,2025-03-30T17:10:37Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5611457961,56,Back,5611458035,233,158,5611457963,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777359,235,1,1,24,22,uqspd1bx7f6mq8ohj50u1k1k,1,55.5,89.6,2025-03-30T15:25:24.040Z,2025-03-30T15:25:26Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5611458223,212,13.1,5611458217,56,Left,5611458225,213,0.39,5611458219,140,67.0,5611458221,141,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777407,236,1,1,24,24,uqspd1bx7f6mq8ohj50u1k1k,1,67.0,96.9,2025-03-30T15:25:26.776Z,2025-03-30T15:25:29Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5611458493,141,89.1,5611458497,213,3.69,5611458489,56,Left,5611458495,212,10.1,5611458491,140,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777481,237,1,1,24,28,uqspd1bx7f6mq8ohj50u1k1k,1,59.1,84.4,2025-03-30T15:25:30.761Z,2025-03-30T15:25:35Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5611458909,140,48.9,5611458915,213,4.35,5611458911,141,43.0,5611458907,56,Back,5611458913,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777527,238,1,1,24,33,uqspd1bx7f6mq8ohj50u1k1k,1,53.6,40.0,2025-03-30T15:25:35.408Z,2025-03-30T15:25:37Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5611459095,140,54.5,5611459097,141,67.0,5611459101,213,1.52,5611459093,56,Center,5611459099,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777577,239,1,1,24,35,uqspd1bx7f6mq8ohj50u1k1k,1,55.2,67.9,2025-03-30T15:25:37.777Z,2025-03-30T15:25:40Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5611459397,212,6.7,5611459399,213,0.94,5611459393,140,59.0,5611459389,56,Center,5611459395,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777597,240,1,1,24,38,uqspd1bx7f6mq8ohj50u1k1k,0,63.3,84.1,2025-03-30T15:25:39.945Z,2025-03-30T15:25:41Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5611459499,140,75.6,5611459501,141,67.2,5611459505,212,17.3,5611459497,56,Center,5611459509,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777615,160,8,1,24,39,crlocdyqyb1fdhck54qxs65rl,1,17.1,24.1,2025-03-30T15:25:41.859Z,2025-03-30T15:25:42Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5611459613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777747,162,1,1,24,42,crlocdyqyb1fdhck54qxs65rl,0,32.8,24.6,2025-03-30T15:25:44.379Z,2025-03-30T15:25:49Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5611460275,212,69.8,5611460271,140,76.5,5611460265,155,,5611460269,56,Left,5611460273,141,100.0,5611460279,1,,5611460267,196,,5611460277,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777751,163,5,1,24,46,crlocdyqyb1fdhck54qxs65rl,0,72.8,101.6,2025-03-30T15:25:48.858Z,2025-03-30T17:08:16Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5611460293,347,,5611460291,56,Left,5611460765,233,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777819,241,5,1,24,46,uqspd1bx7f6mq8ohj50u1k1k,1,27.2,-1.6,2025-03-30T15:25:48.858Z,2025-03-30T17:08:15Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611460673,347,,5611460699,233,163,5611460671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777845,242,1,1,24,52,uqspd1bx7f6mq8ohj50u1k1k,1,37.2,0.0,2025-03-30T15:25:54.321Z,2025-03-30T15:25:56Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5611460847,107,,5611460853,141,17.3,5611460859,213,2.35,5611460849,56,Back,5611460855,212,18.4,5611460851,140,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
