id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2807241431,62,1,1,16,35,eujf9nqky8c5jnahb2f76m86o,1,33.2,14.7,2025-04-27T15:18:13.777Z,2025-04-27T17:57:50Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5685585993,56,Back,5685585999,212,8.7,5685585997,141,8.6,5685585991,168,,5685586001,213,5.79,5685585995,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241455,63,1,1,16,37,eujf9nqky8c5jnahb2f76m86o,0,37.7,5.9,2025-04-27T15:18:15.489Z,2025-04-27T17:57:48Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5685586233,56,Right,5685586239,212,22.1,5685586237,141,16.7,5685586241,213,0.34,5685586235,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241569,114,1,1,16,38,6oxoag5c6zbnn09wx08vz4iak,1,37.6,79.6,2025-04-27T15:18:17.340Z,2025-04-27T15:18:23Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685586833,212,34.0,5685586827,56,Back,5685586831,141,47.6,5685586835,213,3.84,5685586829,140,12.7,5685586839,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241661,115,1,1,16,44,6oxoag5c6zbnn09wx08vz4iak,1,19.6,40.3,2025-04-27T15:18:22.852Z,2025-04-27T15:18:28Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5685587303,140,29.8,5685587309,213,5.17,5685587307,212,24.3,5685587305,141,8.3,5685587301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241743,116,1,1,16,49,6oxoag5c6zbnn09wx08vz4iak,1,34.4,5.8,2025-04-27T15:18:28.292Z,2025-04-27T15:18:32Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685587743,212,31.4,5685587731,56,Right,5685587747,213,6.24,5685587735,140,64.3,5685587739,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241759,117,1,1,16,50,6oxoag5c6zbnn09wx08vz4iak,0,64.2,5.5,2025-04-27T15:18:28.628Z,2025-04-27T17:46:09Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5685587813,56,Right,5685587817,141,5.8,5685587819,212,7.9,5685587815,140,56.7,5685587821,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241739,64,8,1,16,53,eujf9nqky8c5jnahb2f76m86o,1,42.0,97.5,2025-04-27T15:18:32.473Z,2025-04-27T15:18:32Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685587721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241753,65,5,1,16,54,eujf9nqky8c5jnahb2f76m86o,0,44.8,101.5,2025-04-27T15:18:33.138Z,2025-04-27T17:54:20Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5685587805,347,,5685588335,233,118,5685587803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241845,118,5,1,16,54,6oxoag5c6zbnn09wx08vz4iak,1,55.2,-1.5,2025-04-27T15:18:33.138Z,2025-04-27T17:54:19Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5685588263,56,Right,5685588313,233,65,5685588265,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241927,119,1,1,16,59,6oxoag5c6zbnn09wx08vz4iak,1,54.3,0.0,2025-04-27T15:18:38.036Z,2025-04-27T15:18:43Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685588707,213,0.98,5685588705,212,18.6,5685588701,140,64.2,5685588697,107,,5685588703,141,20.6,5685588699,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242027,67,83,1,17,0,eujf9nqky8c5jnahb2f76m86o,1,34.7,68.9,2025-04-27T15:18:39.005Z,2025-04-27T17:46:18Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5685792087,399,d4ye48utus6dfrp5jxhipjo8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241935,66,45,1,17,4,eujf9nqky8c5jnahb2f76m86o,0,35.6,69.8,2025-04-27T15:18:43.196Z,2025-04-27T15:45:03Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5685588743,285,,5685588991,233,120,5685588741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241965,120,3,1,17,4,6oxoag5c6zbnn09wx08vz4iak,1,64.4,30.2,2025-04-27T15:18:43.196Z,2025-04-27T15:45:02Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685588909,56,Center,5685588911,286,,5685588981,233,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807241971,121,1,1,17,7,6oxoag5c6zbnn09wx08vz4iak,0,57.8,35.4,2025-04-27T15:18:46.004Z,2025-04-27T15:54:59Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685588929,56,Center,5685791761,212,9.6,5685791765,213,0.83,5685791751,140,64.0,5685791757,141,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242039,68,1,1,17,10,eujf9nqky8c5jnahb2f76m86o,0,30.5,47.6,2025-04-27T15:18:49.249Z,2025-04-27T15:55:10Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5685589293,56,Back,5685589301,213,0.58,5685589295,140,37.1,5685589297,141,54.3,5685589299,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242071,122,43,1,17,13,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-27T15:18:51.885Z,2025-04-27T15:54:55Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685589445,56,Center,5685792083,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242213,123,1,1,17,19,6oxoag5c6zbnn09wx08vz4iak,1,62.0,18.3,2025-04-27T15:18:57.852Z,2025-04-27T15:19:00Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685590327,141,8.2,5685590329,212,8.8,5685590331,213,5.38,5685590325,140,67.2,5685590323,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242257,124,1,1,17,21,6oxoag5c6zbnn09wx08vz4iak,1,68.1,6.8,2025-04-27T15:19:00.116Z,2025-04-27T15:19:03Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5685590603,212,14.8,5685590601,141,20.4,5685590599,140,57.1,5685590597,56,Right,5685590605,213,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242339,125,1,1,17,24,6oxoag5c6zbnn09wx08vz4iak,1,59.6,19.8,2025-04-27T15:19:03.413Z,2025-04-27T15:19:09Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685591069,56,Left,5685591073,141,90.2,5685591067,196,,5685591077,213,1.28,5685591079,1,,5685591071,140,73.2,5685591065,155,,5685591075,212,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242355,126,1,1,17,30,6oxoag5c6zbnn09wx08vz4iak,0,82.2,90.8,2025-04-27T15:19:09.029Z,2025-04-27T15:19:10Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5685591185,212,28.7,5685591177,155,,5685591179,56,Center,5685591183,141,53.0,5685591175,2,,5685591181,140,94.3,5685591187,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242387,69,12,1,17,33,eujf9nqky8c5jnahb2f76m86o,1,8.1,40.0,2025-04-27T15:19:11.817Z,2025-04-27T15:19:17Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5685591415,140,30.3,5685591421,213,5.86,5685591413,56,Back,5685591449,15,,5685591417,141,24.7,5685591419,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242443,127,1,1,17,36,6oxoag5c6zbnn09wx08vz4iak,0,72.6,55.1,2025-04-27T15:19:14.821Z,2025-04-27T15:19:16Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5685591683,140,86.6,5685591687,212,18.9,5685591689,213,5.60,5685591681,56,Center,5685591685,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242481,71,1,1,17,41,eujf9nqky8c5jnahb2f76m86o,0,9.7,56.9,2025-04-27T15:19:19.865Z,2025-04-27T15:19:20Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5685591865,157,,5685591875,213,0.48,5685591867,56,Left,5685591873,212,67.0,5685591869,140,66.4,5685591871,141,100.0,5685591879,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242493,72,5,1,17,42,eujf9nqky8c5jnahb2f76m86o,0,66.9,102.0,2025-04-27T15:19:20.500Z,2025-04-27T17:54:20Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5685591935,347,,5685592647,233,128,5685591933,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242605,128,5,1,17,42,6oxoag5c6zbnn09wx08vz4iak,1,33.1,-2.0,2025-04-27T15:19:20.500Z,2025-04-27T17:54:20Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5685592597,233,72,5685592547,56,Back,5685592549,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242679,129,1,1,17,49,6oxoag5c6zbnn09wx08vz4iak,1,31.2,0.0,2025-04-27T15:19:27.548Z,2025-04-27T15:19:31Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5685592967,213,0.70,5685592963,141,11.1,5685592957,56,Back,5685592959,140,41.2,5685592965,212,13.8,5685592953,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242821,130,1,1,17,53,6oxoag5c6zbnn09wx08vz4iak,1,42.0,23.3,2025-04-27T15:19:31.613Z,2025-04-27T15:19:39Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685593653,140,41.0,5685593659,213,1.61,5685593657,212,26.3,5685593651,56,Back,5685593655,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242883,131,1,1,18,0,6oxoag5c6zbnn09wx08vz4iak,1,52.3,66.1,2025-04-27T15:19:39.293Z,2025-04-27T15:19:42Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685594021,213,1.19,5685594001,56,Left,5685594017,212,18.0,5685594011,141,90.6,5685594005,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242935,132,1,1,18,3,6oxoag5c6zbnn09wx08vz4iak,1,62.0,88.9,2025-04-27T15:19:41.949Z,2025-04-27T15:19:44Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5685594339,141,71.4,5685594337,140,47.2,5685594335,56,Back,5685594341,212,19.6,5685594343,213,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807242997,133,1,1,18,5,6oxoag5c6zbnn09wx08vz4iak,1,47.8,69.6,2025-04-27T15:19:44.196Z,2025-04-27T15:19:47Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685594671,141,43.3,5685594675,213,4.73,5685594669,140,48.1,5685594673,212,17.9,5685594667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243035,134,1,1,18,8,6oxoag5c6zbnn09wx08vz4iak,1,52.6,37.7,2025-04-27T15:19:47.236Z,2025-04-27T15:19:49Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685594901,140,56.9,5685594905,212,18.9,5685594907,213,4.95,5685594899,56,Right,5685594903,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243133,135,1,1,18,10,6oxoag5c6zbnn09wx08vz4iak,1,56.4,11.7,2025-04-27T15:19:49.268Z,2025-04-27T15:19:53Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685595407,212,9.2,5685595409,213,0.92,5685595401,56,Center,5685595405,141,22.4,5685595403,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243139,136,4,1,18,15,6oxoag5c6zbnn09wx08vz4iak,1,68.4,26.8,2025-04-27T15:19:53.661Z,2025-04-27T17:09:56Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5685595497,13,,5685595499,56,Center,5685597219,294,,5685595505,286,,5685595845,233,73,5685595501,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243147,73,4,1,18,15,eujf9nqky8c5jnahb2f76m86o,0,31.6,73.2,2025-04-27T15:19:53.662Z,2025-04-27T17:09:57Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5685595803,294,,5685595807,152,,5685595809,285,,5685595801,13,,5685595853,233,136,5685595805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243243,137,1,1,18,18,6oxoag5c6zbnn09wx08vz4iak,1,65.2,27.6,2025-04-27T15:19:56.541Z,2025-04-27T15:19:59Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685596043,212,44.7,5685596035,152,,5685596047,1,,5685596041,141,78.4,5685596033,155,,5685596031,5,,5685596039,140,92.2,5685596037,56,Center,5685596045,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243287,138,1,1,18,21,6oxoag5c6zbnn09wx08vz4iak,0,92.4,81.7,2025-04-27T15:19:59.540Z,2025-04-27T15:20:03Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5685596283,213,4.69,5685596275,56,Center,5685596281,212,29.0,5685596273,155,,5685596271,2,,5685596279,141,39.1,5685596277,140,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243503,77,44,1,18,23,eujf9nqky8c5jnahb2f76m86o,1,10.9,54.0,2025-04-27T15:20:01.513Z,2025-04-27T15:20:18Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5685597345,285,,5685597375,233,139,5685597343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243297,139,44,1,18,23,6oxoag5c6zbnn09wx08vz4iak,0,89.1,46.0,2025-04-27T15:20:01.514Z,2025-04-27T15:20:19Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685596329,56,Center,5685597439,233,77,5685596331,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243279,74,12,1,18,23,eujf9nqky8c5jnahb2f76m86o,1,8.7,48.1,2025-04-27T15:20:01.721Z,2025-04-27T15:20:03Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5685596223,213,5.42,5685596213,140,14.1,5685596209,56,Back,5685596263,15,,5685596219,212,8.7,5685596215,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243349,140,1,1,18,26,6oxoag5c6zbnn09wx08vz4iak,1,86.0,65.5,2025-04-27T15:20:04.605Z,2025-04-27T15:59:07Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,1.0,,5685596581,213,4.50,5685596575,140,82.8,5685596573,56,Center,5685596579,212,16.2,5685596577,141,42.2,5685808001,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243355,141,15,1,18,27,6oxoag5c6zbnn09wx08vz4iak,1,82.8,42.2,2025-04-27T15:20:05.580Z,2025-04-27T15:59:08Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5685808049,215,,5685596597,18,,5685597663,233,75,5685597595,103,3.8,5685808037,72,,5685808045,55,140,5685597605,147,48.7,5685597603,146,98.8,5685596599,56,Center,5685808043,29,,5685597593,102,47.6,5685596595,22,5685597591,80,,,,,,,,,,,,,,,,,,,,
2807243341,75,10,1,18,27,eujf9nqky8c5jnahb2f76m86o,1,3.2,50.4,2025-04-27T15:20:05.680Z,2025-04-27T15:20:18Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5685596533,56,Back,5685597705,233,141,5685596915,179,,5685596531,182,,5685596527,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243693,78,1,1,18,47,eujf9nqky8c5jnahb2f76m86o,0,11.1,43.0,2025-04-27T15:20:25.562Z,2025-04-27T15:20:26Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5685598425,140,58.3,5685598423,56,Center,5685598421,199,,5685598437,1,,5685598431,213,0.41,5685598429,212,54.0,5685598427,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243743,142,1,1,18,49,6oxoag5c6zbnn09wx08vz4iak,0,39.0,19.1,2025-04-27T15:20:28.092Z,2025-04-27T15:20:28Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685598725,140,64.6,5685598727,141,19.5,5685598729,212,26.9,5685598731,213,0.01,5685598721,3,,5685598723,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243823,79,1,1,18,50,eujf9nqky8c5jnahb2f76m86o,0,29.4,71.8,2025-04-27T15:20:28.809Z,2025-04-27T15:20:34Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5685599157,212,25.5,5685599159,213,0.94,5685599151,56,Back,5685599149,157,,5685599153,140,43.8,5685599155,141,100.0,5685599161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243833,80,5,1,18,55,eujf9nqky8c5jnahb2f76m86o,0,43.8,101.8,2025-04-27T15:20:34.148Z,2025-04-27T17:54:21Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5685599209,56,Back,5685599797,233,143,5685599211,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243909,143,5,1,18,55,6oxoag5c6zbnn09wx08vz4iak,1,56.2,-1.8,2025-04-27T15:20:34.148Z,2025-04-27T17:54:21Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5685599715,347,,5685599743,233,80,5685599713,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807243955,144,1,1,19,1,6oxoag5c6zbnn09wx08vz4iak,1,57.0,0.0,2025-04-27T15:20:39.868Z,2025-04-27T15:20:43Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685600021,141,13.4,5685600015,107,,5685600023,212,15.5,5685600025,213,0.74,5685600017,56,Right,5685600019,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244059,145,1,1,19,4,6oxoag5c6zbnn09wx08vz4iak,1,67.4,21.8,2025-04-27T15:20:43.117Z,2025-04-27T15:20:49Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5685600595,141,48.4,5685600593,140,47.3,5685600591,56,Back,5685600599,213,2.43,5685600597,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244107,146,1,1,19,10,6oxoag5c6zbnn09wx08vz4iak,1,48.2,53.1,2025-04-27T15:20:49.005Z,2025-04-27T15:20:53Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685600895,212,21.3,5685600891,140,51.6,5685600897,213,4.88,5685600889,56,Center,5685600893,141,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244233,147,1,1,19,14,6oxoag5c6zbnn09wx08vz4iak,0,55.4,21.9,2025-04-27T15:20:52.892Z,2025-04-27T15:58:42Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685601519,212,21.3,5685601517,141,51.0,5685601515,140,47.8,5685601521,213,1.95,5685601513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244249,148,43,1,19,21,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-27T15:20:59.500Z,2025-04-27T15:57:19Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685601613,56,Center,5685801463,144,50,5685605525,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244975,85,43,1,19,21,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-27T15:20:59.501Z,2025-04-27T15:57:11Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5685605539,233,148,5685801075,144,7,5685605505,56,Back,5685605507,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244275,81,1,1,19,22,eujf9nqky8c5jnahb2f76m86o,1,10.7,12.6,2025-04-27T15:21:01.289Z,2025-04-27T15:21:03Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5685601825,213,1.07,5685601819,140,13.9,5685601817,56,Back,5685601821,141,21.6,5685601823,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244287,82,1,1,19,24,eujf9nqky8c5jnahb2f76m86o,0,13.3,22.5,2025-04-27T15:21:03.169Z,2025-04-27T15:21:04Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5685601907,212,16.4,5685601909,213,4.91,5685601905,141,0.0,5685601901,56,Back,5685601903,140,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244291,83,5,1,19,25,eujf9nqky8c5jnahb2f76m86o,0,15.0,-1.5,2025-04-27T15:21:03.628Z,2025-04-27T17:54:22Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5685601913,347,,5685601911,56,Back,5685602307,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244333,149,5,1,19,25,6oxoag5c6zbnn09wx08vz4iak,1,85.0,101.5,2025-04-27T15:21:03.628Z,2025-04-27T17:54:22Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5685602199,347,,5685602197,56,Left,5685602263,233,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244357,150,1,1,19,28,6oxoag5c6zbnn09wx08vz4iak,1,87.1,100.0,2025-04-27T15:21:07.293Z,2025-04-27T15:21:09Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5685602373,107,,5685602379,141,87.7,5685602377,140,88.8,5685602383,213,4.89,5685602381,212,9.9,5685602375,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244367,151,1,1,19,30,6oxoag5c6zbnn09wx08vz4iak,1,88.8,87.7,2025-04-27T15:21:08.588Z,2025-04-27T15:21:10Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5685602457,213,2.31,5685602449,141,95.7,5685602453,212,7.3,5685602441,56,Left,5685602539,156,,5685602445,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244461,152,1,1,19,31,6oxoag5c6zbnn09wx08vz4iak,1,84.1,95.7,2025-04-27T15:21:09.917Z,2025-04-27T15:21:34Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5685602815,56,Left,5685602821,212,8.3,5685602823,213,5.97,5685602817,140,91.6,5685602819,141,92.0,5685604649,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244475,153,1,1,19,34,6oxoag5c6zbnn09wx08vz4iak,1,90.5,94.5,2025-04-27T15:21:12.492Z,2025-04-27T15:21:14Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5685602939,141,89.0,5685602937,140,85.2,5685602943,213,3.73,5685602941,212,6.7,5685602935,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244543,154,50,1,19,34,6oxoag5c6zbnn09wx08vz4iak,1,84.4,91.4,2025-04-27T15:21:13.473Z,2025-04-27T17:10:18Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5685603239,56,Left,5685803857,286,,5685804059,233,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807281073,272,7,1,19,35,eujf9nqky8c5jnahb2f76m86o,0,15.6,8.6,2025-04-27T15:21:13.474Z,2025-04-27T17:10:17Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5685803849,56,Back,5685803879,233,154,5685803851,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244577,155,1,1,19,39,6oxoag5c6zbnn09wx08vz4iak,1,56.3,83.8,2025-04-27T15:21:17.940Z,2025-04-27T15:21:20Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5685603473,141,32.8,5685603469,56,Center,5685603471,140,62.0,5685603477,213,4.88,5685603479,1,,5685603475,212,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244683,156,1,1,19,41,6oxoag5c6zbnn09wx08vz4iak,1,62.0,32.8,2025-04-27T15:21:20.013Z,2025-04-27T15:21:25Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5685603979,213,6.20,5685603971,140,88.2,5685603973,141,29.4,5685603969,56,Center,5685603975,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807244689,84,4,1,19,47,eujf9nqky8c5jnahb2f76m86o,1,10.7,68.2,2025-04-27T15:21:25.668Z,2025-04-27T17:09:57Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5685604105,152,,5685604189,233,157,5685604099,13,,5685604107,285,,5685604101,295,,5685604103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
