id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823862023,195,1,1,19,4,d8w1m5j3jbd1eva8524dv4a20,1,14.4,47.9,2025-06-22T15:20:11.927Z,2025-06-22T15:20:13Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777979059,56,Back,5777979063,141,74.4,5777979067,213,1.65,5777979065,212,18.1,5777979061,140,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862027,196,1,1,19,5,d8w1m5j3jbd1eva8524dv4a20,1,12.8,75.4,2025-06-22T15:20:13.455Z,2025-06-22T17:34:28Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,5777979091,212,15.5,5777979087,140,24.2,5777979093,213,0.69,5777979089,141,89.9,5777979085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862025,211,43,1,19,6,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-22T15:20:14.336Z,2025-06-22T15:46:40Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5777979083,56,Center,5778019595,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862061,197,1,1,19,11,d8w1m5j3jbd1eva8524dv4a20,1,63.7,92.3,2025-06-22T15:20:19.144Z,2025-06-22T15:20:22Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5777979291,140,64.2,5777979295,212,10.5,5777979289,56,Center,5777979293,141,76.9,5777979297,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862091,198,1,1,19,14,d8w1m5j3jbd1eva8524dv4a20,1,66.8,78.7,2025-06-22T15:20:22.167Z,2025-06-22T15:20:27Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,5777979471,56,Center,5777979479,213,3.89,5777979477,212,11.1,5777979473,140,59.0,5777979475,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862107,199,1,1,19,19,d8w1m5j3jbd1eva8524dv4a20,1,68.9,59.0,2025-06-22T15:20:26.903Z,2025-06-22T15:20:28Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5777979565,213,2.37,5777979557,56,Center,5777979561,141,72.6,5777979563,212,13.2,5777979559,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862121,200,1,1,19,20,d8w1m5j3jbd1eva8524dv4a20,1,63.4,73.2,2025-06-22T15:20:28.480Z,2025-06-22T15:20:33Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5777979651,56,Center,5777979655,141,49.1,5777979659,213,4.19,5777979657,212,18.9,5777979653,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862127,201,1,1,19,25,d8w1m5j3jbd1eva8524dv4a20,1,59.1,37.7,2025-06-22T15:20:33.632Z,2025-06-22T15:20:35Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5777979699,213,4.72,5777979695,141,15.5,5777979691,56,Right,5777979693,140,59.2,5777979697,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862137,202,1,1,19,28,d8w1m5j3jbd1eva8524dv4a20,1,57.9,16.7,2025-06-22T15:20:35.783Z,2025-06-22T15:20:38Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5777979753,212,21.5,5777979747,56,Right,5777979755,213,6.02,5777979749,140,77.7,5777979751,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862157,203,1,1,19,30,d8w1m5j3jbd1eva8524dv4a20,1,79.5,6.8,2025-06-22T15:20:38.696Z,2025-06-22T15:20:44Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777979855,141,14.7,5777979851,56,Right,5777979859,213,2.77,5777979857,212,14.7,5777979853,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862167,204,1,1,19,36,d8w1m5j3jbd1eva8524dv4a20,1,46.9,17.3,2025-06-22T15:20:44.416Z,2025-06-22T15:20:46Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5777979917,213,5.99,5777979909,56,Right,5777979913,141,10.1,5777979911,140,62.2,5777979915,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862177,205,1,1,19,38,d8w1m5j3jbd1eva8524dv4a20,1,60.6,7.9,2025-06-22T15:20:46.544Z,2025-06-22T15:20:49Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777979983,212,15.5,5777979977,56,Back,5777979985,213,2.82,5777979979,140,46.6,5777979981,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862185,206,1,1,19,41,d8w1m5j3jbd1eva8524dv4a20,1,42.1,15.3,2025-06-22T15:20:49.233Z,2025-06-22T15:20:50Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5777980015,212,6.4,5777980011,140,42.6,5777980017,213,4.79,5777980013,141,5.9,5777980009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862189,207,1,1,19,42,d8w1m5j3jbd1eva8524dv4a20,1,41.8,5.9,2025-06-22T15:20:50.176Z,2025-06-22T15:20:50Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777980039,141,17.4,5777980037,140,48.9,5777980043,213,0.81,5777980035,56,Back,5777980041,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862219,208,1,1,19,43,d8w1m5j3jbd1eva8524dv4a20,1,48.9,17.4,2025-06-22T15:20:50.848Z,2025-06-22T15:20:56Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5777980201,213,3.11,5777980199,212,19.7,5777980197,141,18.2,5777980193,56,Back,5777980195,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862191,212,83,1,19,43,btaf9fuj3xctycyjeqwereaow,0,73.2,84.4,2025-06-22T15:20:50.969Z,2025-06-22T16:00:21Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,5777980271,399,4bhecy0vioxwdpmw64uyek3ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862227,209,1,1,19,48,d8w1m5j3jbd1eva8524dv4a20,1,27.2,15.3,2025-06-22T15:20:56.696Z,2025-06-22T15:20:58Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777980231,140,42.4,5777980235,212,16.3,5777980237,213,0.20,5777980229,56,Back,5777980233,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862233,210,1,1,19,50,d8w1m5j3jbd1eva8524dv4a20,1,42.9,20.1,2025-06-22T15:20:57.936Z,2025-06-22T17:34:26Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5777980259,141,20.0,5777980257,140,29.6,5777980255,56,Back,5777980263,213,3.15,5777980261,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862251,211,1,1,19,53,d8w1m5j3jbd1eva8524dv4a20,1,38.6,22.1,2025-06-22T15:21:00.993Z,2025-06-22T15:21:01Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777980333,212,11.3,5777980329,140,29.9,5777980327,56,Back,5777980331,141,31.8,5777980335,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862261,212,1,1,19,54,d8w1m5j3jbd1eva8524dv4a20,1,29.7,31.6,2025-06-22T15:21:01.848Z,2025-06-22T15:21:04Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5777980393,141,64.8,5777980389,56,Back,5777980397,213,2.05,5777980395,212,25.5,5777980391,140,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862273,213,1,1,19,56,d8w1m5j3jbd1eva8524dv4a20,1,18.5,65.2,2025-06-22T15:21:04.401Z,2025-06-22T15:21:06Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5777980465,212,16.0,5777980461,140,24.8,5777980463,141,86.6,5777980459,56,Back,5777980467,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862291,214,1,1,19,58,d8w1m5j3jbd1eva8524dv4a20,1,25.7,84.7,2025-06-22T15:21:06.704Z,2025-06-22T15:21:10Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,,5777980559,212,10.2,5777980557,141,69.9,5777980553,56,Back,5777980555,140,24.2,5777980561,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862317,215,1,1,20,2,d8w1m5j3jbd1eva8524dv4a20,1,20.7,66.7,2025-06-22T15:21:10.361Z,2025-06-22T15:21:17Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777980685,141,57.5,5777980683,140,38.2,5777980687,212,19.4,5777980689,213,5.96,5777980681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862331,216,1,1,20,9,d8w1m5j3jbd1eva8524dv4a20,1,67.9,31.0,2025-06-22T15:21:17.632Z,2025-06-22T15:21:21Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5777980747,212,16.1,5777980743,140,78.4,5777980741,56,Right,5777980749,213,5.47,5777980745,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862337,217,1,1,20,13,d8w1m5j3jbd1eva8524dv4a20,1,75.8,25.9,2025-06-22T15:21:21.120Z,2025-06-22T15:21:23Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777980815,213,5.48,5777980811,141,14.6,5777980807,56,Right,5777980813,212,10.7,5777980809,140,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862339,218,1,1,20,15,d8w1m5j3jbd1eva8524dv4a20,1,85.3,14.1,2025-06-22T15:21:23.529Z,2025-06-22T15:21:25Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5777980831,212,16.4,5777980827,140,76.4,5777980829,141,33.9,5777980825,56,Center,5777980833,213,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862345,219,1,1,20,17,d8w1m5j3jbd1eva8524dv4a20,1,78.2,33.9,2025-06-22T15:21:25.257Z,2025-06-22T15:21:26Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5777980865,141,53.3,5777980863,140,80.0,5777980867,212,13.3,5777980869,213,1.43,5777980861,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862353,220,1,1,20,18,d8w1m5j3jbd1eva8524dv4a20,1,80.4,54.6,2025-06-22T15:21:26.601Z,2025-06-22T15:21:28Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777980917,213,6.14,5777980913,141,51.8,5777980909,56,Center,5777980915,212,13.4,5777980911,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862357,221,1,1,20,20,d8w1m5j3jbd1eva8524dv4a20,1,93.0,51.8,2025-06-22T15:21:28.272Z,2025-06-22T15:22:39Z,cyndk88eyqa8w6nfdsne29zis,A. Bondhus,1.0,5777980937,141,36.3,5777980933,56,Center,5777980939,212,12.5,5777982075,156,,5777981881,210,15,5777980941,213,4.14,5777980935,140,86.6,5777981883,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862361,222,15,1,20,22,d8w1m5j3jbd1eva8524dv4a20,1,88.1,36.8,2025-06-22T15:21:30.202Z,2025-06-22T17:35:39Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777981887,29,,5777981909,233,214,5777981895,102,50.9,5777981901,147,39.9,5777981885,78,,5777981897,103,19,5777980969,56,Center,5777981797,20,,5777981903,230,5777981889,154,5777981801,82,5777980965,22,,98.5,,,5777980967,63,,5777981891,55,221,5777981899,146,90.7,5777981905,231,48.6,,,,,,
2823862371,214,10,1,20,22,btaf9fuj3xctycyjeqwereaow,1,9.3,60.1,2025-06-22T15:21:30.302Z,2025-06-22T16:00:38Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5777981015,94,,5777981917,233,222,5777981017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862373,223,61,1,20,25,d8w1m5j3jbd1eva8524dv4a20,1,86.2,36.4,2025-06-22T15:21:33.282Z,2025-06-22T16:01:45Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777981021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862383,215,12,1,20,27,btaf9fuj3xctycyjeqwereaow,1,13.3,67.6,2025-06-22T15:21:35.073Z,2025-06-22T15:21:37Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777981077,140,23.1,5777981083,213,1.16,5777981095,167,,5777981075,56,Back,5777981079,141,100.0,5777981081,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862385,216,5,1,20,28,btaf9fuj3xctycyjeqwereaow,0,23.8,101.8,2025-06-22T15:21:36.651Z,2025-06-22T16:02:58Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777981085,56,Back,5777981175,233,224,5777981087,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862395,224,5,1,20,28,d8w1m5j3jbd1eva8524dv4a20,1,76.2,-1.8,2025-06-22T15:21:36.651Z,2025-06-22T17:02:33Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777981163,56,Right,5777981171,233,216,5777981165,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862405,225,1,1,20,32,d8w1m5j3jbd1eva8524dv4a20,1,74.6,0.0,2025-06-22T15:21:39.961Z,2025-06-22T15:21:43Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5777981247,140,84.5,5777981253,213,0.75,5777981243,107,,5777981245,56,Right,5777981249,141,12.5,5777981251,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862407,226,1,1,20,35,d8w1m5j3jbd1eva8524dv4a20,1,85.9,9.8,2025-06-22T15:21:42.993Z,2025-06-22T15:21:44Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5777981263,212,10.8,5777981259,140,75.7,5777981257,56,Right,5777981265,213,3.29,5777981261,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862411,227,61,1,20,36,d8w1m5j3jbd1eva8524dv4a20,0,75.9,7.0,2025-06-22T15:21:44.602Z,2025-06-22T16:01:22Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777981281,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862421,218,1,1,20,39,btaf9fuj3xctycyjeqwereaow,1,30.8,87.7,2025-06-22T15:21:46.986Z,2025-06-22T15:21:48Z,cqbwi2vpug8530eao8ewo1tzo,B. Berntsen,,5777981323,140,31.6,5777981327,212,5.8,5777981329,213,4.86,5777981325,141,79.3,5777981321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862435,219,1,1,20,40,btaf9fuj3xctycyjeqwereaow,1,31.6,79.3,2025-06-22T15:21:48.297Z,2025-06-22T15:21:53Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5777981439,213,0.58,5777981435,141,97.2,5777981431,56,Back,5777981433,140,49.3,5777981437,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862441,220,4,1,20,46,btaf9fuj3xctycyjeqwereaow,1,51.8,95.6,2025-06-22T15:21:53.801Z,2025-06-22T15:21:56Z,cqbwi2vpug8530eao8ewo1tzo,B. Berntsen,,5777981491,56,Left,5777981499,233,228,5777981497,286,,5777981493,152,,5777981495,265,,5777981489,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862437,228,4,1,20,46,d8w1m5j3jbd1eva8524dv4a20,0,48.2,4.4,2025-06-22T15:21:53.802Z,2025-06-22T15:21:58Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5777981463,265,,5777981461,152,,5777981459,56,Back,5777981505,233,220,5777981457,13,,5777981465,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862503,221,1,1,21,4,btaf9fuj3xctycyjeqwereaow,1,51.6,93.8,2025-06-22T15:22:11.833Z,2025-06-22T15:22:15Z,cqbwi2vpug8530eao8ewo1tzo,B. Berntsen,,5777981865,56,Back,5777982009,189,,5777981871,212,8.9,5777981861,5,,5777981869,141,86.5,5777981867,140,44.6,5777981873,213,3.74,5777981863,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862515,222,1,1,21,4,btaf9fuj3xctycyjeqwereaow,1,44.6,86.5,2025-06-22T15:22:12.537Z,2025-06-22T15:22:14Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5777981977,56,Back,5777981983,212,12.6,5777981981,141,68.7,5777981979,140,41.3,5777981985,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862525,223,1,1,21,8,btaf9fuj3xctycyjeqwereaow,1,46.5,66.7,2025-06-22T15:22:16.019Z,2025-06-22T15:22:18Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5777982045,213,0.93,5777982037,56,Left,5777982041,141,82.3,5777982039,140,54.0,5777982043,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862535,224,1,1,21,12,btaf9fuj3xctycyjeqwereaow,1,57.5,83.5,2025-06-22T15:22:19.890Z,2025-06-22T15:22:23Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5777982125,141,93.2,5777982121,56,Left,5777982129,213,0.47,5777982127,212,14.5,5777982123,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862541,225,1,1,21,15,btaf9fuj3xctycyjeqwereaow,1,69.8,93.0,2025-06-22T15:22:23.186Z,2025-06-22T15:22:24Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777982167,141,78.8,5777982163,56,Center,5777982171,213,4.36,5777982169,212,10.3,5777982165,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862545,226,1,1,21,16,btaf9fuj3xctycyjeqwereaow,0,66.4,78.5,2025-06-22T15:22:24.738Z,2025-06-22T15:22:25Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5777982179,56,Left,5777982181,140,64.0,5777982185,212,2.8,5777982187,213,2.71,5777982183,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862559,230,1,1,21,18,d8w1m5j3jbd1eva8524dv4a20,1,44.4,22.8,2025-06-22T15:22:26.770Z,2025-06-22T15:22:27Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,5777982237,140,36.9,5777982239,141,21.2,5777982241,212,7.9,5777982243,213,3.28,5777982235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862563,231,1,1,21,20,d8w1m5j3jbd1eva8524dv4a20,0,38.0,21.6,2025-06-22T15:22:27.865Z,2025-06-22T16:00:23Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5777982283,212,30.2,5777982277,56,Back,5777982285,213,1.37,5777982279,140,43.7,5777982281,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862561,227,8,1,21,21,btaf9fuj3xctycyjeqwereaow,1,55.2,59.1,2025-06-22T15:22:28.913Z,2025-06-22T15:58:15Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,5777982271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862587,229,1,1,21,23,btaf9fuj3xctycyjeqwereaow,1,44.3,49.7,2025-06-22T15:22:31.361Z,2025-06-22T15:22:32Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5777982381,141,64.6,5777982379,140,42.1,5777982385,213,1.79,5777982377,56,Back,5777982383,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862601,230,1,1,21,24,btaf9fuj3xctycyjeqwereaow,1,42.1,64.6,2025-06-22T15:22:32.506Z,2025-06-22T15:22:35Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5777982455,140,56.3,5777982461,213,5.98,5777982459,212,15.6,5777982457,141,57.8,5777982453,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862607,231,1,1,21,27,btaf9fuj3xctycyjeqwereaow,1,56.3,57.8,2025-06-22T15:22:35.137Z,2025-06-22T15:22:37Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5777982475,56,Back,5777982481,212,8.7,5777982479,141,57.2,5777982477,140,48.0,5777982483,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862617,232,1,1,21,29,btaf9fuj3xctycyjeqwereaow,1,48.0,57.2,2025-06-22T15:22:37.002Z,2025-06-22T15:22:39Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5777982517,56,Center,5777982525,213,5.31,5777982521,141,39.8,5777982523,212,14.3,5777982519,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862631,233,1,1,21,31,btaf9fuj3xctycyjeqwereaow,1,55.8,39.2,2025-06-22T15:22:39.561Z,2025-06-22T15:22:43Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5777982631,141,16.7,5777982627,56,Right,5777982629,140,63.0,5777982633,212,17.1,5777982635,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862635,234,1,1,21,35,btaf9fuj3xctycyjeqwereaow,0,61.1,26.7,2025-06-22T15:22:43.067Z,2025-06-22T15:22:43Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,5777982653,140,56.0,5777982657,212,20.0,5777982659,213,1.84,5777982651,56,Center,5777982655,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862649,233,1,1,21,39,d8w1m5j3jbd1eva8524dv4a20,1,60.3,43.4,2025-06-22T15:22:47.434Z,2025-06-22T16:00:36Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,5777982705,141,12.6,5777982709,213,4.70,5777982701,56,Right,5777982703,140,60.0,5777982707,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862651,234,1,1,21,44,d8w1m5j3jbd1eva8524dv4a20,0,70.9,23.3,2025-06-22T15:22:52.713Z,2025-06-22T15:50:40Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5778023607,141,22.7,5778023611,213,6.11,5778023619,233,235,5777982769,56,Center,5778023617,236,,5778023609,212,2.3,5778023623,286,,5778023605,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862655,235,74,1,21,44,btaf9fuj3xctycyjeqwereaow,1,30.6,79.2,2025-06-22T15:22:52.714Z,2025-06-22T15:50:41Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5777982779,285,,5778023629,233,234,5777982777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862653,235,61,1,21,47,d8w1m5j3jbd1eva8524dv4a20,1,70.5,25.9,2025-06-22T15:22:55.097Z,2025-06-22T16:00:51Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777982775,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862657,236,43,1,21,47,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-22T15:22:55.460Z,2025-06-22T15:24:00Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777982787,56,Back,5777984525,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862669,238,1,1,21,50,btaf9fuj3xctycyjeqwereaow,1,31.9,71.1,2025-06-22T15:22:58.554Z,2025-06-22T15:23:00Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5777982845,213,6.14,5777982837,56,Back,5777982841,141,70.5,5777982839,140,34.6,5777982843,212,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862685,239,1,1,21,52,btaf9fuj3xctycyjeqwereaow,1,34.6,70.5,2025-06-22T15:23:00.450Z,2025-06-22T15:23:05Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777982977,56,Back,5777982983,212,20.2,5777982975,155,,5777982981,141,77.2,5777982979,140,15.9,5777982985,213,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862707,240,1,1,21,57,btaf9fuj3xctycyjeqwereaow,0,9.7,85.6,2025-06-22T15:23:05.025Z,2025-06-22T15:23:07Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5777983099,213,6.19,5777983101,1,,5777983091,56,Back,5777983093,140,49.2,5777983097,212,41.7,5777983095,141,79.9,5777983089,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862731,237,1,1,22,2,d8w1m5j3jbd1eva8524dv4a20,1,42.0,32.4,2025-06-22T15:23:10.139Z,2025-06-22T15:23:11Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5777983235,140,60.9,5777983241,213,0.01,5777983239,212,19.8,5777983231,3,,5777983233,56,Center,5777983237,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823862757,239,1,1,22,3,d8w1m5j3jbd1eva8524dv4a20,1,60.7,32.8,2025-06-22T15:23:11.170Z,2025-06-22T15:23:15Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5777983365,140,74.7,5777983371,213,5.69,5777983369,212,17.7,5777983367,141,18.2,5777983363,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
