id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2813632179,263,1,1,29,4,eujf9nqky8c5jnahb2f76m86o,1,48.6,3.4,2025-05-11T15:30:06.019Z,2025-05-11T15:30:07Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5720902499,141,10.1,5720902501,212,10.0,5720902497,140,40.1,5720902503,213,2.67,5720902495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632207,264,1,1,29,6,eujf9nqky8c5jnahb2f76m86o,1,40.1,10.1,2025-05-11T15:30:07.308Z,2025-05-11T15:30:10Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5720902617,140,64.9,5720902615,56,Right,5720902619,141,15.2,5720902623,213,0.13,5720902621,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632235,265,4,1,29,8,eujf9nqky8c5jnahb2f76m86o,1,70.1,22.6,2025-05-11T15:30:09.883Z,2025-05-11T17:07:32Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5721358245,233,288,5720904635,152,,5720904633,13,,5720904637,265,,5720904639,286,,5720902753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632371,288,4,1,29,8,45v50owpvshpijizwwlcw4lni,0,29.9,77.4,2025-05-11T15:30:09.884Z,2025-05-11T17:07:32Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5720904449,152,,5720904447,56,Back,5720904445,13,,5720904451,265,,5720904453,285,,5721358253,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632673,266,1,1,29,43,eujf9nqky8c5jnahb2f76m86o,0,72.0,16.2,2025-05-11T15:30:44.586Z,2025-05-11T17:21:36Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5720905109,141,43.4,5720905105,56,Center,5720905107,140,85.5,5720905101,152,,5720905113,212,23.3,5720905115,213,0.92,5720905087,2,,5720905093,5,,5720905097,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635951,321,12,1,29,47,45v50owpvshpijizwwlcw4lni,1,13.9,51.2,2025-05-11T15:30:48.575Z,2025-05-11T15:35:19Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5720923157,141,43.7,5720923161,213,5.66,5720923153,56,Back,5720923155,140,20.6,5720923159,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632755,289,12,1,29,48,45v50owpvshpijizwwlcw4lni,1,14.2,48.8,2025-05-11T15:30:49.971Z,2025-05-11T15:33:37Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5720905477,56,Back,5720905485,213,5.67,5720905483,212,13.2,5720905479,140,24.5,5720905481,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632743,267,15,1,29,49,eujf9nqky8c5jnahb2f76m86o,1,76.8,57.0,2025-05-11T15:30:50.579Z,2025-05-11T17:45:10Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5720913439,233,290,5720913387,147,56.5,5720913385,146,78.8,5720913383,458,,5720905431,18,,5720913379,102,51.1,5720913389,230,98.6,5720913071,82,,5720913381,103,5720905433,56,Center,5720913377,78,5720913065,24,,,19,5720913067,20,,5720913391,231,50.9,,,,,,,,,,,,
2813632761,290,10,1,29,49,45v50owpvshpijizwwlcw4lni,1,18.6,40.4,2025-05-11T15:30:50.679Z,2025-05-11T15:35:53Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5720905519,56,Back,5720913457,233,267,5720905517,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632833,268,1,1,29,54,eujf9nqky8c5jnahb2f76m86o,1,85.2,74.2,2025-05-11T15:30:55.499Z,2025-05-11T17:21:32Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5720905949,56,Center,5720905953,141,78.4,5720905955,212,8.5,5720905951,140,77.6,5720905957,213,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632843,269,1,1,29,56,eujf9nqky8c5jnahb2f76m86o,1,77.6,78.4,2025-05-11T15:30:57.962Z,2025-05-11T17:21:34Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5720905999,213,1.07,5720905991,56,Left,5720905997,212,6.8,5720905995,141,87.1,5720905993,140,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632853,270,1,1,29,57,eujf9nqky8c5jnahb2f76m86o,1,81.5,92.0,2025-05-11T15:30:59.155Z,2025-05-11T15:33:27Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5720915931,212,15.5,5720915933,213,3.12,5720915929,141,92.4,5720915925,56,Left,5720915927,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632857,271,1,1,29,58,eujf9nqky8c5jnahb2f76m86o,1,70.7,92.2,2025-05-11T15:30:59.370Z,2025-05-11T17:19:13Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5720918265,1,,5720918263,213,5.19,5720918255,141,43.4,5720918251,140,87.0,5720918259,212,37.3,5720918243,155,,5720918247,56,Center,5720918241,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632913,273,44,1,30,0,eujf9nqky8c5jnahb2f76m86o,1,89.0,28.2,2025-05-11T15:31:01.641Z,2025-05-11T17:27:41Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5720906357,56,Center,5720906451,233,291,5720906359,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632925,291,44,1,30,0,45v50owpvshpijizwwlcw4lni,0,11.0,71.8,2025-05-11T15:31:01.642Z,2025-05-11T17:18:55Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5720906429,233,273,5720906407,285,,5720906405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632935,274,61,1,30,0,eujf9nqky8c5jnahb2f76m86o,1,88.5,25.8,2025-05-11T15:31:02.090Z,2025-05-11T17:21:29Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5720906441,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813632981,293,1,1,30,4,45v50owpvshpijizwwlcw4lni,0,15.0,91.5,2025-05-11T15:31:05.793Z,2025-05-11T15:31:08Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5720906697,141,79.1,5720906695,140,33.2,5720906693,56,Back,5720906701,213,5.87,5720906699,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633023,275,1,1,30,7,eujf9nqky8c5jnahb2f76m86o,1,73.9,21.0,2025-05-11T15:31:08.682Z,2025-05-11T17:21:28Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,1.0,,5720906913,141,24.0,5720906915,212,3.9,5720906911,140,77.1,5720906917,213,0.55,5720906909,56,Center,5720925451,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633027,276,15,1,30,8,eujf9nqky8c5jnahb2f76m86o,1,77.8,30.4,2025-05-11T15:31:09.610Z,2025-05-11T18:23:24Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5720925531,215,,5720925529,103,19,5720925539,230,98.5,5720925521,29,,5720925541,231,49.3,5720925519,78,,5720925031,72,,5720925537,147,33.4,5720925535,146,5720925533,139,,5720906933,22,5720925523,55,,275,81.0,5720906935,18,,5720906937,56,Center,5720925527,102,51.3,5720925035,82,,,,,,,
2813637833,318,61,1,30,10,eujf9nqky8c5jnahb2f76m86o,1,82.7,33.4,2025-05-11T15:31:11.484Z,2025-05-11T18:22:58Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,1.0,,5720936577,228,,5720933261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633081,277,13,1,30,13,eujf9nqky8c5jnahb2f76m86o,1,72.8,33.7,2025-05-11T15:31:15.098Z,2025-05-11T18:24:58Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5720907221,18,,5720907737,231,48.9,5720907735,230,98.9,5720907723,75,,5720907727,102,39.0,5720907219,22,,5720907223,56,Center,5720939363,20,,5720939365,29,5720939367,55,318,5720907731,215,5720907729,103,,30.6,,,,,,,,,,,,,,,,,,,
2813633123,278,5,1,30,14,eujf9nqky8c5jnahb2f76m86o,0,100.8,42.0,2025-05-11T15:31:16.058Z,2025-05-11T17:26:54Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5720907477,56,Center,5720907479,346,,5720909225,233,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633421,295,5,1,30,14,45v50owpvshpijizwwlcw4lni,1,-0.8,58.0,2025-05-11T15:31:16.058Z,2025-05-11T17:26:53Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5720909155,56,Back,5720909157,346,,5720909187,233,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633457,296,1,1,30,43,45v50owpvshpijizwwlcw4lni,0,5.0,58.2,2025-05-11T15:31:44.905Z,2025-05-11T15:31:48Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5720909369,124,,5720909381,1,,5720909383,74,,5720909377,212,66.3,5720909371,56,Left,5720909373,140,66.5,5720909375,141,80.6,5720909379,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633459,279,8,1,30,46,eujf9nqky8c5jnahb2f76m86o,1,31.6,21.6,2025-05-11T15:31:48.026Z,2025-05-11T17:21:22Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5720909389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633485,280,1,1,30,49,eujf9nqky8c5jnahb2f76m86o,0,32.2,4.4,2025-05-11T15:31:50.466Z,2025-05-11T15:31:52Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5720909631,286,,5720909527,56,Back,5720909531,141,4.4,5720909625,236,,5720909535,213,0.00,5720909627,233,297,5720909529,140,36.0,5720909533,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633507,297,74,1,30,49,45v50owpvshpijizwwlcw4lni,1,63.1,96.8,2025-05-11T15:31:50.467Z,2025-05-11T17:08:11Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5720909669,233,280,5720909605,56,Left,5720909607,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633683,281,5,1,30,50,eujf9nqky8c5jnahb2f76m86o,1,34.3,-2.0,2025-05-11T15:31:51.634Z,2025-05-11T17:26:54Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5720910663,347,,5720910667,233,298,5720910661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633521,298,5,1,30,50,45v50owpvshpijizwwlcw4lni,0,65.7,102.0,2025-05-11T15:31:51.634Z,2025-05-11T17:26:54Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5720909689,56,Left,5720909691,347,,5720910673,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633723,282,1,1,31,6,eujf9nqky8c5jnahb2f76m86o,1,37.8,0.0,2025-05-11T15:32:07.681Z,2025-05-11T15:32:10Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5720910883,56,Right,5720910885,140,60.3,5720910881,107,,5720910887,141,11.7,5720910889,212,25.4,5720910893,1,,5720910891,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633735,283,44,1,31,8,eujf9nqky8c5jnahb2f76m86o,1,58.8,9.9,2025-05-11T15:32:10.137Z,2025-05-11T17:07:51Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5720911029,233,299,5720910979,286,,5720910977,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633745,299,44,1,31,8,45v50owpvshpijizwwlcw4lni,0,41.2,90.1,2025-05-11T15:32:10.138Z,2025-05-11T17:07:51Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5720911067,233,283,5720911013,285,,5720911011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633739,284,61,1,31,9,eujf9nqky8c5jnahb2f76m86o,1,60.2,11.7,2025-05-11T15:32:11.120Z,2025-05-11T15:32:11Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5720911005,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633771,300,1,1,31,11,45v50owpvshpijizwwlcw4lni,0,39.2,70.8,2025-05-11T15:32:13.105Z,2025-05-11T15:32:14Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5720911159,141,86.6,5720911165,1,,5720911153,157,,5720911163,213,0.29,5720911155,56,Left,5720911157,140,73.3,5720911161,212,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633791,285,12,1,31,13,eujf9nqky8c5jnahb2f76m86o,1,27.5,28.3,2025-05-11T15:32:14.785Z,2025-05-11T15:32:17Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5720911253,213,4.54,5720911251,212,20.7,5720911287,15,,5720911249,141,0.0,5720911245,56,Back,5720911247,140,24.1,5720911421,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813633813,286,5,1,31,15,eujf9nqky8c5jnahb2f76m86o,0,24.2,-1.8,2025-05-11T15:32:16.508Z,2025-05-11T17:26:55Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5720913159,233,301,5720911385,347,,5720911383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634127,301,5,1,31,15,45v50owpvshpijizwwlcw4lni,1,75.8,101.8,2025-05-11T15:32:16.508Z,2025-05-11T17:26:55Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5720913117,347,,5720913115,56,Left,5720913155,233,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634823,287,27,1,31,43,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-05-11T15:32:44.538Z,2025-05-11T17:27:42Z,,,,,5721456257,233,302,5721461921,201,,5721461923,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634133,302,27,1,31,43,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-05-11T15:32:44.538Z,2025-05-11T17:26:34Z,,,,,5721456285,233,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634869,288,28,1,32,37,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-05-11T15:33:38.665Z,2025-05-11T17:26:34Z,,,,,5720917219,55,287,5721456311,233,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634787,303,28,1,32,37,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-05-11T15:33:38.665Z,2025-05-11T17:26:35Z,,,,,5721456329,233,288,5720916781,55,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634925,304,1,1,32,47,45v50owpvshpijizwwlcw4lni,1,76.8,100.0,2025-05-11T15:33:48.272Z,2025-05-11T15:33:51Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5720917479,140,92.4,5720917477,56,Left,5720917475,107,,5720917481,141,83.5,5720917485,213,5.64,5720917483,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634947,305,1,1,32,49,45v50owpvshpijizwwlcw4lni,1,92.2,80.3,2025-05-11T15:33:51.096Z,2025-05-11T15:33:53Z,6mzoir7lrrfehbzgu7gmnwyl0,S. Granaas,,,5720917641,212,12.4,5720917643,213,4.30,5720917639,141,63.6,5720917635,56,Center,5720917637,140,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634951,306,1,1,32,51,45v50owpvshpijizwwlcw4lni,1,87.1,63.0,2025-05-11T15:33:53.080Z,2025-05-11T15:33:55Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5720917675,141,46.7,5720917673,140,81.8,5720917671,56,Center,5720917677,212,12.4,5720917679,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634955,307,1,1,32,53,45v50owpvshpijizwwlcw4lni,0,80.5,45.8,2025-05-11T15:33:55.072Z,2025-05-11T15:33:55Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5720917691,141,49.7,5720917693,212,4.3,5720917695,213,0.67,5720917687,56,Center,5720917689,140,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634977,289,12,1,32,54,eujf9nqky8c5jnahb2f76m86o,1,17.2,51.3,2025-05-11T15:33:55.855Z,2025-05-11T15:34:00Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5720917827,213,1.19,5720917821,140,30.2,5720917825,212,36.4,5720917823,141,100.0,5720917851,167,,5720917819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813634983,290,5,1,32,58,eujf9nqky8c5jnahb2f76m86o,0,30.8,101.4,2025-05-11T15:33:59.936Z,2025-05-11T17:26:56Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5720917835,347,,5720917833,56,Back,5720918523,233,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635097,308,5,1,32,58,45v50owpvshpijizwwlcw4lni,1,69.2,-1.4,2025-05-11T15:33:59.936Z,2025-05-11T17:26:56Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5720918501,233,290,5720918457,347,,5720918455,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635151,309,1,1,33,12,45v50owpvshpijizwwlcw4lni,1,68.9,0.0,2025-05-11T15:34:13.767Z,2025-05-11T15:34:18Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5720918781,212,15.6,5720918783,213,1.55,5720918779,141,21.6,5720918777,140,69.2,5720918775,56,Center,5720918773,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635215,310,1,1,33,16,45v50owpvshpijizwwlcw4lni,1,71.0,21.0,2025-05-11T15:34:18.159Z,2025-05-11T15:34:23Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5720919153,1,,5720919151,213,1.48,5720919145,140,75.5,5720919143,56,Left,5720919147,141,94.8,5720919141,196,,5720919149,212,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635241,311,1,1,33,22,45v50owpvshpijizwwlcw4lni,1,76.1,94.7,2025-05-11T15:34:23.527Z,2025-05-11T15:34:27Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5720919323,213,3.44,5720919321,212,14.7,5720919317,141,88.4,5720919315,140,62.7,5720919313,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635257,312,1,1,33,26,45v50owpvshpijizwwlcw4lni,1,63.1,89.4,2025-05-11T15:34:27.280Z,2025-05-11T15:34:28Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5720919409,56,Left,5720919417,213,0.58,5720919411,140,68.6,5720919415,212,6.9,5720919413,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635285,313,1,1,33,26,45v50owpvshpijizwwlcw4lni,1,68.6,95.0,2025-05-11T15:34:28.247Z,2025-05-11T15:34:31Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5720919603,56,Left,5720919605,140,58.2,5720919609,141,83.2,5720919613,213,3.78,5720919611,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635311,314,1,1,33,30,45v50owpvshpijizwwlcw4lni,1,61.3,83.8,2025-05-11T15:34:31.705Z,2025-05-11T15:34:33Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5720919733,140,61.1,5720919735,141,95.1,5720919731,56,Left,5720919737,212,7.7,5720919739,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635405,315,1,1,33,31,45v50owpvshpijizwwlcw4lni,1,61.0,95.0,2025-05-11T15:34:33.232Z,2025-05-11T15:34:39Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5720920275,141,52.1,5720920273,140,44.2,5720920277,212,34.1,5720920271,56,Back,5720920279,213,4.17,5720920281,1,,5720920269,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635427,316,1,1,33,38,45v50owpvshpijizwwlcw4lni,1,46.8,42.5,2025-05-11T15:34:39.296Z,2025-05-11T15:34:41Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5720920387,213,5.26,5720920379,56,Right,5720920381,140,55.8,5720920383,141,19.5,5720920385,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635469,317,1,1,33,40,45v50owpvshpijizwwlcw4lni,1,56.3,21.6,2025-05-11T15:34:41.416Z,2025-05-11T15:34:44Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5720920621,213,2.67,5720920617,141,37.9,5720920615,140,35.6,5720920613,56,Back,5720920619,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635543,318,1,1,33,43,45v50owpvshpijizwwlcw4lni,1,34.9,38.2,2025-05-11T15:34:44.584Z,2025-05-11T15:34:49Z,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,5720921023,212,18.7,5720921025,213,2.62,5720921021,141,51.9,5720921019,140,19.5,5720921017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635607,319,1,1,33,48,45v50owpvshpijizwwlcw4lni,1,27.6,54.8,2025-05-11T15:34:49.480Z,2025-05-11T15:34:53Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5720921325,141,92.1,5720921323,140,36.5,5720921327,212,27.0,5720921321,56,Back,5720921329,213,1.22,5720921319,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635617,320,1,1,33,52,45v50owpvshpijizwwlcw4lni,0,36.5,92.1,2025-05-11T15:34:53.663Z,2025-05-11T17:21:18Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5720921373,213,6.16,5720921371,212,23.5,5720921369,141,87.7,5720921367,140,58.7,5720921365,56,Left,5720921363,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813640433,331,1,1,33,53,eujf9nqky8c5jnahb2f76m86o,1,40.7,7.4,2025-05-11T15:34:54.688Z,2025-05-11T15:40:28Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5720947859,141,17.6,5720947863,213,0.37,5720947855,56,Right,5720947857,140,57.6,5720947861,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635723,292,1,1,33,57,eujf9nqky8c5jnahb2f76m86o,1,56.9,37.6,2025-05-11T15:34:59.167Z,2025-05-11T15:35:01Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5720921939,213,3.50,5720921931,56,Back,5720921937,212,17.8,5720921935,141,28.5,5720921933,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635743,293,1,1,34,0,eujf9nqky8c5jnahb2f76m86o,1,41.0,28.5,2025-05-11T15:35:01.534Z,2025-05-11T15:35:02Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5720922027,56,Right,5720922035,213,5.31,5720922033,212,17.2,5720922029,140,50.2,5720922031,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635795,294,1,1,34,1,eujf9nqky8c5jnahb2f76m86o,1,50.3,7.6,2025-05-11T15:35:02.702Z,2025-05-11T15:35:04Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5720922301,212,6.8,5720922303,213,1.22,5720922297,140,52.5,5720922295,56,Right,5720922299,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635819,295,1,1,34,3,eujf9nqky8c5jnahb2f76m86o,1,46.9,22.5,2025-05-11T15:35:04.550Z,2025-05-11T15:35:06Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5720922421,140,32.5,5720922423,141,28.9,5720922425,212,15.7,5720922429,213,2.86,5720922419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635869,296,1,1,34,5,eujf9nqky8c5jnahb2f76m86o,1,34.1,24.4,2025-05-11T15:35:06.686Z,2025-05-11T15:35:09Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5720922671,141,52.1,5720922675,213,1.75,5720922673,212,19.1,5720922665,56,Back,5720922669,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635953,297,1,1,34,10,eujf9nqky8c5jnahb2f76m86o,1,32.4,64.3,2025-05-11T15:35:12.006Z,2025-05-11T15:35:17Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5720923167,140,44.8,5720923165,56,Back,5720923169,141,52.1,5720923173,213,5.72,5720923171,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813635979,298,1,1,34,16,eujf9nqky8c5jnahb2f76m86o,1,57.9,65.7,2025-05-11T15:35:17.319Z,2025-05-11T15:35:20Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5720923327,140,42.4,5720923325,56,Back,5720923333,213,3.25,5720923329,141,63.1,5720923331,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
