id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2793771823,167,1,1,18,35,btaf9fuj3xctycyjeqwereaow,1,79.9,37.7,2025-03-30T15:20:14.488Z,2025-03-30T15:20:15Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5611428211,212,11.3,5611428207,140,84.5,5611428205,56,Center,5611428213,213,1.13,5611428209,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793771831,168,1,1,18,36,btaf9fuj3xctycyjeqwereaow,0,84.5,52.7,2025-03-30T15:20:15.783Z,2025-03-30T17:43:37Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5611428247,140,87.4,5611428245,56,Center,5611428253,213,5.14,5611428249,141,43.0,5611428251,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793771889,148,8,1,18,38,4q0b35m26thti4c2on9a3npk0,1,22.3,47.9,2025-03-30T15:20:17.512Z,2025-03-30T16:56:37Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5611428547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793771915,169,61,1,18,39,btaf9fuj3xctycyjeqwereaow,0,77.0,51.0,2025-03-30T15:20:19.024Z,2025-03-30T16:58:26Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5611428649,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793772173,150,3,1,18,40,4q0b35m26thti4c2on9a3npk0,0,21.6,48.1,2025-03-30T15:20:20.369Z,2025-03-30T17:35:29Z,4cx6v1ugc9l5sd0nqep3sxoiy,J. Nuñez,,,5611983671,233,170,5611983487,285,,5611983485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793772041,170,7,1,18,40,btaf9fuj3xctycyjeqwereaow,1,78.4,51.9,2025-03-30T15:20:20.370Z,2025-03-30T17:43:38Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5611983661,233,150,5611429241,286,,5611429239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793772051,171,61,1,18,41,btaf9fuj3xctycyjeqwereaow,0,80.1,57.5,2025-03-30T15:20:21.048Z,2025-03-30T16:59:44Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611429295,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793772191,152,1,1,18,42,4q0b35m26thti4c2on9a3npk0,0,21.1,38.5,2025-03-30T15:20:21.604Z,2025-03-30T16:59:42Z,4cx6v1ugc9l5sd0nqep3sxoiy,J. Nuñez,,,5611986931,213,4.94,5611986929,212,8.0,5611986923,56,Back,5611986925,140,22.8,5611986927,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793772179,172,1,1,18,49,btaf9fuj3xctycyjeqwereaow,0,92.4,82.6,2025-03-30T15:20:29.121Z,2025-03-30T15:20:30Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611429879,212,7.0,5611429875,140,93.8,5611429871,56,Center,5611429865,155,,5611429861,2,,5611429881,213,4.93,5611429877,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793772923,155,27,1,19,24,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-03-30T15:21:03.840Z,2025-03-30T15:21:06Z,,,,,5611433883,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793772891,173,27,1,19,24,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-03-30T15:21:03.840Z,2025-03-30T15:21:07Z,,,,,5611433911,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793772897,174,28,1,19,25,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-03-30T15:21:05.160Z,2025-03-30T15:21:05Z,,,,,5611433679,55,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793773953,156,28,1,20,27,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-03-30T15:22:06.745Z,2025-03-30T15:22:06Z,,,,,5611439443,55,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774025,157,5,1,20,29,4q0b35m26thti4c2on9a3npk0,0,14.8,-1.4,2025-03-30T15:22:08.720Z,2025-03-30T17:26:47Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5611439751,347,,5611439749,56,Back,5611439877,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774033,175,5,1,20,29,btaf9fuj3xctycyjeqwereaow,1,85.2,101.4,2025-03-30T15:22:08.720Z,2025-03-30T15:22:13Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611439779,56,Left,5611439811,233,157,5611439781,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774113,176,1,1,20,31,btaf9fuj3xctycyjeqwereaow,0,86.6,100.0,2025-03-30T15:22:10.616Z,2025-03-30T15:22:14Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611440215,140,88.2,5611440243,238,,5611440211,107,,5611440219,212,17.2,5611440213,56,Center,5611440223,213,4.81,5611440217,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774527,160,1,1,20,47,4q0b35m26thti4c2on9a3npk0,0,18.4,39.2,2025-03-30T15:22:27.272Z,2025-03-30T17:43:40Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611442515,1,,5611442511,212,76.2,5611442507,140,78.9,5611442501,157,,5611442505,56,Left,5611442513,213,0.59,5611442503,198,,5611442509,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774683,162,44,1,20,48,4q0b35m26thti4c2on9a3npk0,1,58.6,77.4,2025-03-30T15:22:27.502Z,2025-03-30T15:22:50Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5611443315,286,,5611443357,233,177,5611443313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774619,177,44,1,20,48,btaf9fuj3xctycyjeqwereaow,0,41.4,22.6,2025-03-30T15:22:27.503Z,2025-03-30T17:04:15Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611443373,233,162,5611442905,285,,5611442903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774691,163,61,1,20,48,4q0b35m26thti4c2on9a3npk0,1,63.3,81.4,2025-03-30T15:22:28.225Z,2025-03-30T17:04:21Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5611443347,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774543,161,5,1,21,2,4q0b35m26thti4c2on9a3npk0,0,74.2,101.3,2025-03-30T15:22:42.176Z,2025-03-30T17:26:48Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611442595,56,Left,5611442597,347,,5611989527,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774721,178,5,1,21,2,btaf9fuj3xctycyjeqwereaow,1,25.8,-1.3,2025-03-30T15:22:42.176Z,2025-03-30T17:26:47Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611443515,56,Back,5611443517,347,,5611989505,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774741,179,1,1,21,7,btaf9fuj3xctycyjeqwereaow,1,33.7,0.0,2025-03-30T15:22:47.072Z,2025-03-30T15:22:48Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611443637,213,1.31,5611443627,107,,5611443629,56,Back,5611443631,140,36.8,5611443635,212,12.4,5611443633,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774749,180,1,1,21,9,btaf9fuj3xctycyjeqwereaow,1,36.8,15.9,2025-03-30T15:22:48.512Z,2025-03-30T15:22:49Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5611443669,140,31.8,5611443713,156,,5611443675,213,4.03,5611443671,141,6.4,5611443673,212,8.3,5611443667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774869,181,1,1,21,11,btaf9fuj3xctycyjeqwereaow,1,32.3,9.1,2025-03-30T15:22:50.608Z,2025-03-30T15:22:56Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611444275,212,22.2,5611444271,141,7.7,5611444267,140,53.4,5611444279,213,6.24,5611444263,157,,5611444285,1,,5611444265,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774885,182,61,1,21,16,btaf9fuj3xctycyjeqwereaow,0,53.4,7.7,2025-03-30T15:22:56.192Z,2025-03-30T15:22:56Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5611444361,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774983,164,5,1,21,17,4q0b35m26thti4c2on9a3npk0,1,46.8,101.3,2025-03-30T15:22:57.112Z,2025-03-30T17:26:48Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5611444905,56,Back,5611444907,347,,5611444931,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793774889,183,5,1,21,17,btaf9fuj3xctycyjeqwereaow,0,53.2,-1.3,2025-03-30T15:22:57.112Z,2025-03-30T17:26:48Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5611444379,347,,5611444375,56,Right,5611444977,233,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775035,165,1,1,21,21,4q0b35m26thti4c2on9a3npk0,1,48.0,100.0,2025-03-30T15:23:01.352Z,2025-03-30T15:23:04Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5611445217,212,23.4,5611445221,1,,5611445211,56,Back,5611445215,141,80.9,5611445213,140,30.2,5611445219,213,3.79,5611445209,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775101,166,1,1,21,24,4q0b35m26thti4c2on9a3npk0,1,34.8,87.1,2025-03-30T15:23:03.880Z,2025-03-30T15:23:08Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5611445579,140,10.8,5611445587,1,,5611445583,212,35.6,5611445577,56,Back,5611445581,141,50.1,5611445585,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775203,167,1,1,21,28,4q0b35m26thti4c2on9a3npk0,0,10.8,50.1,2025-03-30T15:23:07.823Z,2025-03-30T15:23:13Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5611446135,157,,5611446147,1,,5611446139,140,67.9,5611446137,56,Center,5611446143,212,60.8,5611446141,141,64.9,5611446145,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775213,184,44,1,21,32,btaf9fuj3xctycyjeqwereaow,1,34.8,32.9,2025-03-30T15:23:11.807Z,2025-03-30T18:56:53Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611446203,56,Back,5611446289,233,168,5611446205,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775211,168,44,1,21,32,4q0b35m26thti4c2on9a3npk0,0,65.2,67.1,2025-03-30T15:23:11.808Z,2025-03-30T17:43:10Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5611446185,56,Center,5611446187,286,,5611446299,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775299,185,1,1,21,33,btaf9fuj3xctycyjeqwereaow,1,39.6,29.4,2025-03-30T15:23:13.152Z,2025-03-30T15:23:17Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611446677,212,7.6,5611446669,3,,5611446671,56,Back,5611446675,141,33.6,5611446679,213,0.39,5611446673,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775311,186,4,1,21,37,btaf9fuj3xctycyjeqwereaow,1,44.0,35.8,2025-03-30T15:23:17.079Z,2025-03-30T15:23:21Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5611446825,286,,5611446821,152,,5611446823,265,,5611446817,13,,5611446819,56,Back,5611446879,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775295,169,4,1,21,37,4q0b35m26thti4c2on9a3npk0,0,56.0,64.2,2025-03-30T15:23:17.080Z,2025-03-30T15:23:22Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5611446771,56,Center,5611446943,233,186,5611446775,265,,5611446773,152,,5611446769,13,,5611446777,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775695,187,1,1,21,56,btaf9fuj3xctycyjeqwereaow,1,45.8,19.4,2025-03-30T15:23:35.672Z,2025-03-30T15:23:42Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611448875,152,,5611448879,140,41.5,5611448873,5,,5611448885,213,2.11,5611448877,56,Back,5611448881,141,30.6,5611448883,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775735,188,1,1,22,2,btaf9fuj3xctycyjeqwereaow,1,53.6,43.4,2025-03-30T15:23:42.399Z,2025-03-30T15:23:45Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611449095,56,Center,5611449103,213,1.17,5611449097,140,57.2,5611449099,141,56.6,5611449101,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775771,189,1,1,22,6,btaf9fuj3xctycyjeqwereaow,1,59.6,59.6,2025-03-30T15:23:45.519Z,2025-03-30T15:23:47Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611449259,56,Center,5611449267,213,5.43,5611449263,141,49.9,5611449265,212,8.8,5611449261,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775855,190,1,1,22,8,btaf9fuj3xctycyjeqwereaow,1,65.1,49.9,2025-03-30T15:23:47.415Z,2025-03-30T15:23:54Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5611449815,56,Center,5611449817,140,63.6,5611449823,213,1.73,5611449819,141,63.9,5611449821,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793775939,191,1,1,22,14,btaf9fuj3xctycyjeqwereaow,1,51.3,67.3,2025-03-30T15:23:54.272Z,2025-03-30T15:23:59Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611450279,140,21.3,5611450297,213,3.32,5611450291,212,32.0,5611450275,56,Back,5611450285,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776053,192,1,1,22,19,btaf9fuj3xctycyjeqwereaow,1,23.7,50.3,2025-03-30T15:23:59.367Z,2025-03-30T15:24:06Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5611450921,56,Back,5611450925,141,91.2,5611450929,213,0.96,5611450923,140,42.2,5611450931,1,,5611450927,212,33.9,5611450919,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776019,170,83,1,22,24,4q0b35m26thti4c2on9a3npk0,0,61.3,12.5,2025-03-30T15:24:04.145Z,2025-03-30T15:24:09Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,,5611451185,399,jfesb9jxg4g5yph0x6nabevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776061,193,50,1,22,25,btaf9fuj3xctycyjeqwereaow,1,42.1,89.0,2025-03-30T15:24:05.063Z,2025-03-30T17:35:30Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611451073,233,171,5611450975,56,Back,5611450977,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776037,171,7,1,22,25,4q0b35m26thti4c2on9a3npk0,0,57.9,11.0,2025-03-30T15:24:05.064Z,2025-03-30T17:35:30Z,26ro2zdtkq9ia7dzr9ellxkvd,T. Haltvik,,,5611450835,56,Right,5611450837,285,,5611451003,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776073,194,61,1,22,27,btaf9fuj3xctycyjeqwereaow,1,44.2,89.9,2025-03-30T15:24:07.171Z,2025-03-30T15:24:07Z,jfesb9jxg4g5yph0x6nabevo,V. Egeli,,,5611451015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776113,195,1,1,22,28,btaf9fuj3xctycyjeqwereaow,1,44.2,86.8,2025-03-30T15:24:08.319Z,2025-03-30T15:24:56Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5611451257,213,6.22,5611451249,56,Left,5611451255,212,12.0,5611451251,140,55.6,5611451253,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776119,196,61,1,22,29,btaf9fuj3xctycyjeqwereaow,0,55.6,85.7,2025-03-30T15:24:09.183Z,2025-03-30T17:08:14Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5611451277,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776123,173,1,1,22,30,4q0b35m26thti4c2on9a3npk0,1,55.1,23.9,2025-03-30T15:24:09.632Z,2025-03-30T15:24:11Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,,5611451283,56,Center,5611451289,212,7.3,5611451291,213,1.67,5611451285,140,54.4,5611451287,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776173,174,1,1,22,31,4q0b35m26thti4c2on9a3npk0,1,54.4,34.6,2025-03-30T15:24:10.688Z,2025-03-30T15:24:13Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5611451559,140,37.5,5611451561,141,19.5,5611451565,213,3.67,5611451557,56,Back,5611451563,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776235,175,1,1,22,33,4q0b35m26thti4c2on9a3npk0,1,37.5,19.5,2025-03-30T15:24:13.216Z,2025-03-30T15:24:17Z,5szykye2vk3nx7r5lhzn2ljx0,D. Schneider,,,5611451977,213,0.19,5611451969,140,82.2,5611451963,155,,5611451965,56,Center,5611451975,212,47.8,5611451973,141,33.1,5611451979,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776237,176,3,1,22,37,4q0b35m26thti4c2on9a3npk0,0,84.0,35.4,2025-03-30T15:24:17.368Z,2025-03-30T17:35:31Z,aebliukutyz91pczaam39lolx,Moussa Njie,,,5611452345,233,197,5611451987,286,,5611451985,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776295,197,7,1,22,37,btaf9fuj3xctycyjeqwereaow,1,16.0,64.6,2025-03-30T15:24:17.369Z,2025-03-30T17:35:31Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5611452305,233,176,5611452271,56,Back,5611452273,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776409,199,1,1,22,44,btaf9fuj3xctycyjeqwereaow,1,12.7,63.3,2025-03-30T15:24:23.424Z,2025-03-30T15:24:27Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,,5611452863,141,25.3,5611452861,140,30.2,5611452865,212,31.7,5611452859,56,Back,5611452867,213,5.33,5611452855,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776449,200,1,1,22,47,btaf9fuj3xctycyjeqwereaow,1,30.2,33.4,2025-03-30T15:24:26.503Z,2025-03-30T15:24:29Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611453105,212,19.6,5611453101,141,51.3,5611453109,213,2.47,5611453097,140,15.6,5611453095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776529,201,1,1,22,48,btaf9fuj3xctycyjeqwereaow,1,15.6,51.3,2025-03-30T15:24:28.071Z,2025-03-30T15:24:33Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5611453587,140,20.2,5611453585,56,Back,5611453591,212,18.4,5611453589,141,25.2,5611453593,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776609,202,1,1,22,53,btaf9fuj3xctycyjeqwereaow,1,16.4,25.9,2025-03-30T15:24:32.687Z,2025-03-30T15:24:38Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611454047,56,Back,5611454053,212,24.7,5611454049,140,39.6,5611454055,213,6.11,5611454051,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776613,203,4,1,22,57,btaf9fuj3xctycyjeqwereaow,1,44.0,29.0,2025-03-30T15:24:36.927Z,2025-03-30T15:24:42Z,3g0xd9rds9relghxanr1f5vc9,S. Sigurðarson,,,5611454147,13,,5611454151,152,,5611454155,286,,5611454149,56,Back,5611454191,233,177,5611454153,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793776599,177,4,1,22,57,4q0b35m26thti4c2on9a3npk0,0,56.0,71.0,2025-03-30T15:24:36.928Z,2025-03-30T15:24:44Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5611454079,13,,5611454219,233,203,5611454087,265,,5611454089,285,,5611454083,152,,5611454081,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777017,204,1,1,23,22,btaf9fuj3xctycyjeqwereaow,1,46.0,33.7,2025-03-30T15:25:01.799Z,2025-03-30T17:43:42Z,7hevgs3yo3fnxvingc7zzgpw4,M. Gjone,,,5611456439,5,,5611456447,141,22.5,5611456451,213,5.58,5611456449,212,11.7,5611456443,56,Center,5611456445,140,54.5,5611456441,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777035,205,1,1,23,25,btaf9fuj3xctycyjeqwereaow,1,54.5,22.5,2025-03-30T15:25:05.319Z,2025-03-30T17:43:46Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5611456521,213,5.32,5611456517,212,12.3,5611456513,141,7.6,5611456509,140,61.2,5611456505,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777055,206,1,1,23,27,btaf9fuj3xctycyjeqwereaow,1,61.2,7.6,2025-03-30T15:25:06.519Z,2025-03-30T17:44:02Z,6x3f721vjb8mxlp5ba3p1rb4k,F. Loftesnes-Bjune,,,5611456617,141,20.3,5611456625,213,1.94,5611456615,140,58.0,5611456619,212,9.3,5611456613,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777069,207,1,1,23,28,btaf9fuj3xctycyjeqwereaow,0,58.0,20.3,2025-03-30T15:25:07.719Z,2025-03-30T15:25:08Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5611456679,155,,5611456687,212,29.6,5611456689,213,0.14,5611456683,140,85.9,5611456685,141,26.4,5611456681,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777061,178,8,1,23,28,4q0b35m26thti4c2on9a3npk0,1,12.3,68.1,2025-03-30T15:25:08.079Z,2025-03-30T15:25:08Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5611456649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793885033,930,61,1,23,29,btaf9fuj3xctycyjeqwereaow,0,86.2,32.9,2025-03-30T15:25:08.410Z,2025-03-30T17:13:50Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5612054143,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777173,180,1,1,23,31,4q0b35m26thti4c2on9a3npk0,1,12.0,73.3,2025-03-30T15:25:10.545Z,2025-03-30T15:25:13Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,,5611457097,212,7.8,5611457091,56,Back,5611457095,141,84.7,5611457093,140,12.2,5611457099,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777137,208,43,1,23,32,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-03-30T15:25:11.810Z,2025-03-30T17:14:09Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5612055379,144,83,5611457245,399,dvrvgq5j49kb9vfergmluyxyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777181,181,1,1,23,33,4q0b35m26thti4c2on9a3npk0,0,10.7,93.2,2025-03-30T15:25:13.152Z,2025-03-30T15:25:14Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5611457151,1,,5611457135,56,Back,5611457143,212,22.0,5611457137,140,31.0,5611457139,141,100.0,5611457133,157,,5611457147,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777193,182,5,1,23,34,4q0b35m26thti4c2on9a3npk0,0,28.0,101.0,2025-03-30T15:25:14.177Z,2025-03-30T17:26:49Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,,5611457217,347,,5611457215,56,Back,5611457791,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793777285,209,5,1,23,34,btaf9fuj3xctycyjeqwereaow,1,72.0,-1.0,2025-03-30T15:25:14.177Z,2025-03-30T17:26:49Z,dxmgpouxmhnss0ggxm6yqgo9,L. Mettler,,,5611457675,347,,5611457669,56,Right,5611457735,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
