id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2818183237,226,1,1,20,23,anga7587r1zv4ey71ge9zxol3,1,19.7,58.2,2025-05-24T13:20:49.060Z,2025-05-24T13:20:54Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746156705,212,17.7,5746156699,56,Back,5746156703,141,32.2,5746156701,140,19.2,5746156707,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183293,227,1,1,20,29,anga7587r1zv4ey71ge9zxol3,1,24.3,31.8,2025-05-24T13:20:55.276Z,2025-05-24T13:21:00Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746157019,212,25.4,5746157013,56,Back,5746157021,213,1.46,5746157015,140,26.9,5746157017,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183321,228,1,1,20,34,anga7587r1zv4ey71ge9zxol3,1,27.2,68.4,2025-05-24T13:21:00.164Z,2025-05-24T13:21:03Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746157161,213,4.65,5746157157,212,22.5,5746157145,56,Back,5746157153,141,35.4,5746157149,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183379,229,1,1,20,37,anga7587r1zv4ey71ge9zxol3,1,25.6,31.6,2025-05-24T13:21:03.164Z,2025-05-24T13:21:28Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746157467,141,9.5,5746157463,56,Back,5746157469,212,18.0,5746157465,140,35.1,5746157471,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183391,237,45,1,20,40,36g6ifzjliec1jqnbtf7yesme,0,60.0,89.4,2025-05-24T13:21:06.476Z,2025-05-24T13:58:30Z,5521epytthhw9afm2r3jn3384,V. Møller,,,5746161085,56,Left,5746161301,233,248,5746161087,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184093,248,3,1,20,40,anga7587r1zv4ey71ge9zxol3,1,40.0,10.6,2025-05-24T13:21:06.476Z,2025-05-24T17:57:59Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746161253,56,Back,5746161269,233,237,5746161255,286,,5747371305,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183407,230,1,1,20,43,anga7587r1zv4ey71ge9zxol3,1,39.7,16.5,2025-05-24T13:21:09.812Z,2025-05-24T13:22:30Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5746157635,56,Back,5746157637,140,33.3,5746157639,141,23.6,5746157643,213,2.52,5746157641,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183409,231,1,1,20,47,anga7587r1zv4ey71ge9zxol3,1,32.9,13.2,2025-05-24T13:21:13.484Z,2025-05-24T17:58:04Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5747371489,189,,5746157657,140,33.4,5746157661,212,31.2,5746157659,141,59.1,5746157663,213,1.55,5746157655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183443,232,1,1,20,51,anga7587r1zv4ey71ge9zxol3,0,34.5,58.2,2025-05-24T13:21:17.181Z,2025-05-24T17:58:08Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746157863,212,48.7,5746157855,155,,5746157961,1,,5746157865,213,0.48,5746157859,140,75.6,5746157861,141,91.5,5747371735,189,,5746157857,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818399993,858,44,1,20,53,36g6ifzjliec1jqnbtf7yesme,1,26.7,7.5,2025-05-24T13:21:19.868Z,2025-05-24T17:58:29Z,697f50qoetodmfe8ybcuey2ac,E. Makolli,,,5747372539,56,Back,5747372543,285,,5747372545,233,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818399989,838,44,1,20,53,anga7587r1zv4ey71ge9zxol3,0,73.3,92.5,2025-05-24T13:21:19.869Z,2025-05-24T17:58:28Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5747372507,56,Left,5747372509,286,,5747372561,233,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183469,238,12,1,20,54,36g6ifzjliec1jqnbtf7yesme,1,28.4,4.6,2025-05-24T13:21:20.683Z,2025-05-24T17:58:31Z,697f50qoetodmfe8ybcuey2ac,E. Makolli,,,5746158029,140,26.3,5746158033,212,4.8,5746158035,213,4.23,5746158027,56,Back,5746158079,167,,5746158057,15,,5746158031,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183519,233,5,1,20,56,anga7587r1zv4ey71ge9zxol3,1,75.1,101.8,2025-05-24T13:21:22.244Z,2025-05-24T13:44:39Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746158307,347,,5746158309,233,239,5746158305,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183475,239,5,1,20,56,36g6ifzjliec1jqnbtf7yesme,0,24.9,-1.8,2025-05-24T13:21:22.244Z,2025-05-24T13:44:39Z,697f50qoetodmfe8ybcuey2ac,E. Makolli,,,5746158061,347,,5746158059,56,Back,5746158361,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183639,234,1,1,21,7,anga7587r1zv4ey71ge9zxol3,1,74.1,100.0,2025-05-24T13:21:33.668Z,2025-05-24T13:21:38Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5746158919,1,,5746158913,141,90.6,5746158915,212,23.9,5746158907,107,,5746158911,140,52.5,5746158917,213,3.46,5746158909,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183669,235,1,1,21,12,anga7587r1zv4ey71ge9zxol3,1,50.7,88.9,2025-05-24T13:21:38.179Z,2025-05-24T13:21:42Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5746159067,56,Back,5746159073,212,33.8,5746159081,1,,5746159069,140,36.1,5746159077,213,4.24,5746159071,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183679,236,1,1,21,16,anga7587r1zv4ey71ge9zxol3,1,38.7,41.5,2025-05-24T13:21:42.260Z,2025-05-24T13:21:44Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746159107,56,Center,5746159115,213,0.55,5746159113,212,29.7,5746159109,140,62.9,5746159111,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183703,237,1,1,21,18,anga7587r1zv4ey71ge9zxol3,1,67.5,64.3,2025-05-24T13:21:43.963Z,2025-05-24T13:21:45Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5746159227,213,2.43,5746159221,140,62.2,5746159219,56,Center,5746159223,141,71.4,5746159225,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183767,238,1,1,21,19,anga7587r1zv4ey71ge9zxol3,1,62.2,71.4,2025-05-24T13:21:45.852Z,2025-05-24T13:21:52Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746159503,56,Left,5746159509,212,13.3,5746159511,213,0.80,5746159505,140,71.0,5746159507,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183773,239,3,1,21,24,anga7587r1zv4ey71ge9zxol3,1,92.0,74.6,2025-05-24T13:21:50.683Z,2025-05-24T17:58:58Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5746181309,233,276,5746159521,56,Center,5746159523,286,,5747373723,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818186165,276,45,1,21,24,36g6ifzjliec1jqnbtf7yesme,0,8.0,25.4,2025-05-24T13:21:50.683Z,2025-05-24T13:58:30Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5746172827,56,Back,5746172829,285,,5746181325,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183777,240,1,1,21,26,anga7587r1zv4ey71ge9zxol3,0,96.9,60.7,2025-05-24T13:21:52.553Z,2025-05-24T17:59:09Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5746181137,140,96.7,5746181151,286,,5746181147,233,240,5746181141,212,0.3,5746159551,56,Center,5746181145,236,,5746181139,141,60.5,5746181143,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183825,240,74,1,21,26,36g6ifzjliec1jqnbtf7yesme,1,7.4,42.5,2025-05-24T13:21:52.554Z,2025-05-24T17:59:11Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5746181153,233,240,5746173865,285,,5746159821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818186507,280,83,1,21,28,36g6ifzjliec1jqnbtf7yesme,0,6.1,31.9,2025-05-24T13:21:54.538Z,2025-05-24T13:59:04Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746275371,399,6d0lxiep13vdv32bdb0xwyrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183807,241,61,1,21,29,anga7587r1zv4ey71ge9zxol3,0,90.7,68.2,2025-05-24T13:21:55.428Z,2025-05-24T13:51:31Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5746159703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818187873,296,83,1,21,30,anga7587r1zv4ey71ge9zxol3,0,93.2,69.4,2025-05-24T13:21:56.354Z,2025-05-24T13:58:54Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5746182921,399,dj2f6zk2cd8u9lt6odoei9cdl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818188009,293,61,1,21,31,36g6ifzjliec1jqnbtf7yesme,1,4.8,28.6,2025-05-24T13:21:57.083Z,2025-05-24T13:29:28Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5746183211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183829,241,43,1,21,31,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-05-24T13:21:57.684Z,2025-05-24T13:30:33Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5746159855,285,0,5746186737,144,50,5746159853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183847,242,12,1,21,32,36g6ifzjliec1jqnbtf7yesme,1,11.0,33.3,2025-05-24T13:21:58.947Z,2025-05-24T13:58:02Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746159933,213,5.27,5746159931,212,21.0,5746159927,140,21.6,5746159929,141,7.1,5746159925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183841,242,1,1,21,33,anga7587r1zv4ey71ge9zxol3,1,83.9,85.4,2025-05-24T13:21:59.868Z,2025-05-24T13:51:52Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5746160831,3,,5746160837,212,6.1,5746160839,213,1.02,5746160833,140,86.9,5746159903,56,Left,5746160835,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183909,243,1,1,21,36,anga7587r1zv4ey71ge9zxol3,1,90.6,95.9,2025-05-24T13:22:02.900Z,2025-05-24T13:51:50Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5746160247,213,3.35,5746160237,140,68.1,5746160239,141,88.7,5746160245,212,24.1,5746160235,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183917,244,1,1,21,40,anga7587r1zv4ey71ge9zxol3,1,70.2,88.4,2025-05-24T13:22:06.315Z,2025-05-24T13:51:52Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746160285,140,63.9,5746160289,212,28.8,5746160283,56,Center,5746160291,213,4.48,5746160287,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183959,245,1,1,21,44,anga7587r1zv4ey71ge9zxol3,1,64.1,48.5,2025-05-24T13:22:10.332Z,2025-05-24T13:22:12Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746160537,141,68.8,5746160531,155,,5746160541,213,0.47,5746160535,140,90.3,5746160533,56,Center,5746160539,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183961,246,61,1,21,46,anga7587r1zv4ey71ge9zxol3,0,94.7,71.7,2025-05-24T13:22:12.812Z,2025-05-24T13:22:13Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746160549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184049,243,5,1,21,47,36g6ifzjliec1jqnbtf7yesme,1,-1.4,34.7,2025-05-24T13:22:13.483Z,2025-05-24T13:44:39Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746161013,346,,5746161011,56,Back,5746161029,233,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818183965,247,5,1,21,47,anga7587r1zv4ey71ge9zxol3,0,101.4,65.3,2025-05-24T13:22:13.483Z,2025-05-24T13:44:39Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746160565,56,Center,5746161051,233,243,5746160567,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184197,244,1,1,22,11,36g6ifzjliec1jqnbtf7yesme,1,3.3,61.2,2025-05-24T13:22:37.492Z,2025-05-24T13:22:39Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746161863,141,48.8,5746161865,212,8.4,5746161859,56,Back,5746161871,237,,5746161867,213,4.68,5746161861,140,3.0,5746161857,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184213,245,1,1,22,13,36g6ifzjliec1jqnbtf7yesme,1,4.8,45.8,2025-05-24T13:22:39.475Z,2025-05-24T13:22:43Z,3tka46re2gsi9uw7pbxx5m0pg,B. Pedersen,,,5746161955,56,Back,5746161961,212,20.0,5746161963,213,1.31,5746161957,140,9.8,5746161959,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184219,246,1,1,22,17,36g6ifzjliec1jqnbtf7yesme,1,13.1,89.1,2025-05-24T13:22:43.379Z,2025-05-24T13:22:45Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746161995,140,27.9,5746162001,213,5.88,5746161999,212,16.9,5746161993,56,Back,5746161997,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184233,247,1,1,22,19,36g6ifzjliec1jqnbtf7yesme,0,30.0,77.3,2025-05-24T13:22:45.219Z,2025-05-24T13:22:46Z,5521epytthhw9afm2r3jn3384,V. Møller,,,5746162075,212,8.7,5746162069,56,Back,5746162071,140,35.9,5746162077,213,5.51,5746162073,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184279,250,1,1,22,22,anga7587r1zv4ey71ge9zxol3,1,54.3,30.9,2025-05-24T13:22:48.059Z,2025-05-24T13:22:49Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746162319,56,Center,5746162321,140,60.2,5746162327,213,0.88,5746162325,212,9.7,5746162323,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184295,251,1,1,22,23,anga7587r1zv4ey71ge9zxol3,1,60.2,41.9,2025-05-24T13:22:49.451Z,2025-05-24T13:22:50Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746162415,141,35.7,5746162417,212,10.8,5746162419,213,5.88,5746162411,56,Center,5746162413,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184299,252,61,1,22,24,anga7587r1zv4ey71ge9zxol3,0,69.7,35.7,2025-05-24T13:22:50.523Z,2025-05-24T13:22:50Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5746162423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184319,249,1,1,22,25,36g6ifzjliec1jqnbtf7yesme,1,26.7,71.4,2025-05-24T13:22:51.364Z,2025-05-24T13:22:53Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746162535,141,74.8,5746162539,213,0.25,5746162537,212,9.2,5746162533,140,35.2,5746162531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184355,250,1,1,22,26,36g6ifzjliec1jqnbtf7yesme,1,35.9,74.5,2025-05-24T13:22:52.171Z,2025-05-24T18:00:15Z,5521epytthhw9afm2r3jn3384,V. Møller,,,5746162735,56,Back,5746162737,140,23.7,5746162739,141,65.8,5746162741,212,14.1,5746162743,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184413,251,1,1,22,30,36g6ifzjliec1jqnbtf7yesme,1,25.3,46.1,2025-05-24T13:22:56.115Z,2025-05-24T13:23:02Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746163065,56,Back,5746163073,213,3.79,5746163071,212,8.4,5746163067,140,18.9,5746163069,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184527,252,1,1,22,36,36g6ifzjliec1jqnbtf7yesme,1,28.9,35.4,2025-05-24T13:23:02.163Z,2025-05-24T13:23:12Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5746163657,212,32.5,5746163651,56,Right,5746163661,1,,5746163659,213,5.69,5746163653,140,54.5,5746163655,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184543,253,1,1,22,46,36g6ifzjliec1jqnbtf7yesme,1,70.3,29.8,2025-05-24T13:23:12.179Z,2025-05-24T13:23:13Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5746163779,213,2.12,5746163773,140,67.1,5746163777,212,6.5,5746163771,56,Center,5746163775,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184601,254,1,1,22,47,36g6ifzjliec1jqnbtf7yesme,1,66.3,40.6,2025-05-24T13:23:13.652Z,2025-05-24T13:23:19Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5746164091,1,,5746164087,212,33.3,5746164081,56,Left,5746164085,141,85.9,5746164089,213,1.18,5746164083,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184631,255,1,1,22,53,36g6ifzjliec1jqnbtf7yesme,1,79.2,87.7,2025-05-24T13:23:19.459Z,2025-05-24T13:23:22Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5746164245,213,3.39,5746164243,212,14.2,5746164239,140,66.1,5746164241,141,82.6,5746164237,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184665,256,1,1,22,56,36g6ifzjliec1jqnbtf7yesme,1,68.0,86.6,2025-05-24T13:23:22.820Z,2025-05-24T13:23:26Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5746164465,141,80.6,5746164471,213,5.88,5746164459,56,Left,5746164469,212,10.3,5746164461,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184689,257,1,1,22,57,36g6ifzjliec1jqnbtf7yesme,1,77.0,80.6,2025-05-24T13:23:23.147Z,2025-05-24T18:00:59Z,5521epytthhw9afm2r3jn3384,V. Møller,,,5746164575,56,Center,5746164583,213,3.59,5746164581,212,9.7,5746270725,156,,5746164577,140,68.7,5746164579,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184701,258,1,1,22,59,36g6ifzjliec1jqnbtf7yesme,1,73.9,67.9,2025-05-24T13:23:25.875Z,2025-05-24T18:01:04Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5746164677,141,51.5,5746164675,140,71.6,5746164679,212,11.4,5746164673,56,Center,5746164681,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184729,259,1,1,23,3,36g6ifzjliec1jqnbtf7yesme,1,72.2,46.3,2025-05-24T13:23:29.011Z,2025-05-24T13:23:31Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746164815,141,12.6,5746164813,140,80.7,5746164819,213,5.08,5746164817,212,24.6,5746164811,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184745,260,1,1,23,5,36g6ifzjliec1jqnbtf7yesme,1,81.3,11.3,2025-05-24T13:23:30.963Z,2025-05-24T18:01:16Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,1.0,,5746164929,141,45.6,5747379607,224,,5746164933,213,1.36,5746164925,56,Center,5746166601,210,15,5746164921,2,,5746164927,140,86.0,5746164931,212,23.8,5747379611,20,,5746166603,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184771,261,15,1,23,8,36g6ifzjliec1jqnbtf7yesme,1,82.4,48.8,2025-05-24T13:23:34.051Z,2025-05-24T18:01:26Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5746166225,82,,5746166641,231,49.5,5746166221,72,,5746166619,78,,5746165077,56,Center,5746166625,55,260,5746166655,233,253,5746166635,146,84.7,5746166629,102,49.7,5746166623,154,,5746166639,230,99.3,5746165073,22,,5746165075,18,,5746166621,29,5746166631,103,19,5746166637,147,48.9,,,,,,,,,,,,
2818184803,253,10,1,23,8,anga7587r1zv4ey71ge9zxol3,1,15.3,51.1,2025-05-24T13:23:34.151Z,2025-05-24T13:52:14Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5746165225,56,Back,5746166663,233,261,5746165223,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818202909,454,12,1,23,9,anga7587r1zv4ey71ge9zxol3,1,21.4,54.8,2025-05-24T13:23:34.953Z,2025-05-24T18:01:49Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5746266607,140,22.9,5746266609,141,59.9,5746266605,56,Back,5746266613,213,1.14,5746266611,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184807,262,61,1,23,11,36g6ifzjliec1jqnbtf7yesme,1,77.6,46.3,2025-05-24T13:23:37.012Z,2025-05-24T13:23:37Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5746165233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184899,255,1,1,23,14,anga7587r1zv4ey71ge9zxol3,1,20.1,87.5,2025-05-24T13:23:40.291Z,2025-05-24T13:23:45Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5746165715,56,Back,5746165721,212,25.4,5746165719,141,68.8,5746165713,155,,5746165723,213,5.76,5746165717,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184905,256,4,1,23,19,anga7587r1zv4ey71ge9zxol3,1,37.0,57.0,2025-05-24T13:23:45.067Z,2025-05-24T13:58:36Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746165935,233,263,5746165847,295,,5746165851,56,Back,5746165857,286,,5746165845,13,,5746165855,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818184913,263,4,1,23,19,36g6ifzjliec1jqnbtf7yesme,0,63.0,43.0,2025-05-24T13:23:45.068Z,2025-05-24T13:58:36Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5746165933,285,,5746165929,56,Center,5746165925,13,,5746165931,152,,5746165927,295,,5746167639,55,264,5746166011,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185167,264,17,1,23,26,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-05-24T13:23:52.827Z,2025-05-24T18:02:07Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5746167603,55,263,5746167601,13,243,5746167597,31,,5746167599,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185233,257,1,1,23,47,anga7587r1zv4ey71ge9zxol3,1,43.6,63.0,2025-05-24T13:24:13.579Z,2025-05-24T13:24:15Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5746167563,213,4.28,5746167555,56,Back,5746167559,141,33.0,5746167553,152,,5746167561,212,22.4,5746167557,140,34.7,5746167551,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818185263,258,1,1,23,49,anga7587r1zv4ey71ge9zxol3,1,33.7,31.2,2025-05-24T13:24:15.834Z,2025-05-24T13:24:19Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5746167759,212,21.6,5746167753,56,Back,5746167755,140,34.1,5746167757,141,63.0,5746167761,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
