id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/14/value
2739973311,134,1,1,9,53,c165yjiny1qnmfdvefxvflnkc,1,61.1,71.9,2024-10-27T13:10:36.644Z,2024-10-27T13:10:41Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5318426449,141,95.0,5318426445,56,Left,5318426451,212,22.8,5318426453,213,0.76,5318426447,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739973337,135,1,1,9,58,c165yjiny1qnmfdvefxvflnkc,1,72.3,90.8,2024-10-27T13:10:41.636Z,2024-10-27T13:10:43Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5318426589,140,56.5,5318426595,213,3.51,5318426591,141,81.3,5318426593,212,17.8,5318426587,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739973363,136,1,1,10,0,c165yjiny1qnmfdvefxvflnkc,1,56.5,81.3,2024-10-27T13:10:43.364Z,2024-10-27T13:10:45Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5318426799,213,4.25,5318426795,141,43.9,5318426791,56,Back,5318426797,212,28.4,5318426793,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739973615,137,1,1,10,2,c165yjiny1qnmfdvefxvflnkc,1,44.5,43.9,2024-10-27T13:10:45.724Z,2024-10-27T13:11:00Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5318428061,140,17.8,5318428063,141,51.8,5318428059,56,Back,5318428065,212,28.5,5318428067,213,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739973653,138,1,1,10,17,c165yjiny1qnmfdvefxvflnkc,1,19.9,50.1,2024-10-27T13:11:00.356Z,2024-10-27T13:11:02Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5318428299,213,0.19,5318428293,140,32.8,5318428291,56,Back,5318428295,141,53.9,5318428297,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739973745,139,1,1,10,19,c165yjiny1qnmfdvefxvflnkc,1,26.0,46.4,2024-10-27T13:11:02.548Z,2024-10-27T13:11:07Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5318428717,56,Back,5318428725,213,4.55,5318428723,212,22.1,5318428721,141,14.3,5318428719,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739973749,140,61,1,10,23,c165yjiny1qnmfdvefxvflnkc,0,21.8,4.9,2024-10-27T13:11:07.022Z,2024-10-27T13:11:23Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5318428755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974047,89,5,1,10,24,anga7587r1zv4ey71ge9zxol3,1,74.9,100.7,2024-10-27T13:11:07.516Z,2024-10-27T13:25:12Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5318430329,233,141,5318430281,347,,5318430279,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739973761,141,5,1,10,24,c165yjiny1qnmfdvefxvflnkc,0,25.1,-0.7000000000000001,2024-10-27T13:11:07.516Z,2024-10-27T13:25:12Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5318430365,233,89,5318428815,347,,5318428813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974089,90,1,1,10,44,anga7587r1zv4ey71ge9zxol3,1,78.3,100.0,2024-10-27T13:11:27.963Z,2024-10-27T13:11:30Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5318430477,141,96.5,5318430475,140,55.9,5318430483,1,,5318430481,213,3.29,5318430473,56,Left,5318430471,107,,5318430479,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974165,91,1,1,10,46,anga7587r1zv4ey71ge9zxol3,1,55.5,95.5,2024-10-27T13:11:30.187Z,2024-10-27T19:14:03Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5318430845,213,4.28,5318430833,56,Back,5318430839,141,66.2,5318430843,212,21.9,5318430835,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974221,92,1,1,10,50,anga7587r1zv4ey71ge9zxol3,1,47.3,56.9,2024-10-27T13:11:33.675Z,2024-10-27T13:11:37Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5318431077,56,Back,5318431081,141,24.4,5318431083,212,22.1,5318431085,213,4.73,5318431079,140,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974251,93,1,1,10,53,anga7587r1zv4ey71ge9zxol3,1,52.4,22.0,2024-10-27T13:11:37.100Z,2024-10-27T13:11:39Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5318431239,140,65.4,5318431241,141,4.1,5318431237,56,Right,5318431249,213,5.55,5318431245,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974277,94,1,1,10,55,anga7587r1zv4ey71ge9zxol3,1,65.4,4.1,2024-10-27T13:11:39.243Z,2024-10-27T13:11:41Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5318431385,212,15.8,5318431379,56,Center,5318431387,213,1.99,5318431383,141,25.3,5318431381,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974289,95,61,1,10,58,anga7587r1zv4ey71ge9zxol3,0,59.3,25.3,2024-10-27T13:11:41.531Z,2024-10-27T13:11:41Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5318431431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974403,143,1,1,10,59,c165yjiny1qnmfdvefxvflnkc,1,58.0,43.9,2024-10-27T13:11:43.253Z,2024-10-27T13:11:48Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5318432013,141,63.6,5318432017,213,0.71,5318432007,56,Center,5318432015,212,20.4,5318432009,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974511,144,1,1,11,4,c165yjiny1qnmfdvefxvflnkc,1,78.9,66.2,2024-10-27T13:11:48.102Z,2024-10-27T19:14:54Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,1.0,,5318432575,213,4.95,5318432567,56,Center,5318433503,210,15,5318432569,140,85.0,5318432573,212,27.5,5318432571,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974515,145,15,1,11,10,c165yjiny1qnmfdvefxvflnkc,1,81.1,47.2,2024-10-27T13:11:53.423Z,2024-10-27T19:14:54Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5318433535,78,,5318433585,233,96,5318433557,231,47.8,5318432597,56,Center,5318433553,147,47.7,5318432593,22,,5318433547,103,19,5318433555,230,96.4,5318433537,29,,5318432595,18,5318432907,82,5318433541,55,144,5318433545,102,50.5,5318433551,146,83.7,5318432903,72,,,,,,,,,,,,,,,,,,,,
2739974549,96,10,1,11,10,anga7587r1zv4ey71ge9zxol3,1,13.8,52.5,2024-10-27T13:11:53.523Z,2024-10-27T13:12:03Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5318433595,233,145,5318432811,94,,5318432813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974567,97,6,1,11,10,anga7587r1zv4ey71ge9zxol3,0,16.6,53.1,2024-10-27T13:11:54.255Z,2024-10-27T19:15:09Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5318432965,56,Back,5318433033,233,146,5318432967,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739974521,146,6,1,11,10,c165yjiny1qnmfdvefxvflnkc,1,83.4,46.9,2024-10-27T13:11:54.255Z,2024-10-27T13:25:07Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5318433009,233,97,5318432709,56,Center,5318432711,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975053,147,1,1,11,37,c165yjiny1qnmfdvefxvflnkc,1,99.5,99.5,2024-10-27T13:12:20.326Z,2024-10-27T13:13:08Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5318435325,6,,5318435339,213,3.59,5318435333,140,91.2,5318435335,141,93.3,5318435329,56,Left,5318435337,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975069,148,1,1,11,38,c165yjiny1qnmfdvefxvflnkc,1,91.2,93.3,2024-10-27T13:12:21.622Z,2024-10-27T13:12:24Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318435415,212,5.2,5318435409,56,Left,5318435417,213,2.70,5318435411,140,86.7,5318435413,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975111,149,61,1,11,39,c165yjiny1qnmfdvefxvflnkc,0,83.6,95.9,2024-10-27T13:12:23.091Z,2024-10-27T14:02:25Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5318435573,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975093,98,61,1,11,40,anga7587r1zv4ey71ge9zxol3,0,22.2,15.2,2024-10-27T13:12:23.835Z,2024-10-27T13:12:23Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,,5318435505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975203,150,1,1,11,42,c165yjiny1qnmfdvefxvflnkc,1,80.6,96.9,2024-10-27T13:12:25.592Z,2024-10-27T13:12:28Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5318436077,56,Left,5318436085,212,7.7,5318436087,213,6.26,5318436083,141,96.6,5318436081,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975253,151,1,1,11,45,c165yjiny1qnmfdvefxvflnkc,1,85.9,95.6,2024-10-27T13:12:28.527Z,2024-10-27T13:12:30Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318436317,212,11.1,5318436311,56,Left,5318436313,140,75.3,5318436319,213,3.12,5318436315,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975335,152,1,1,11,46,c165yjiny1qnmfdvefxvflnkc,1,75.3,95.9,2024-10-27T13:12:30.135Z,2024-10-27T13:12:35Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5318436755,140,51.2,5318436763,1,,5318436757,141,47.5,5318436761,213,4.06,5318436759,212,41.5,5318436753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975381,153,1,1,11,51,c165yjiny1qnmfdvefxvflnkc,1,51.2,47.5,2024-10-27T13:12:34.911Z,2024-10-27T13:12:37Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5318436979,140,61.3,5318436985,213,5.16,5318436983,212,24.6,5318436981,141,14.8,5318436977,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975437,154,1,1,11,53,c165yjiny1qnmfdvefxvflnkc,1,61.3,13.7,2024-10-27T13:12:37.295Z,2024-10-27T13:12:40Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5318437309,56,Center,5318437315,212,13.9,5318437317,213,0.88,5318437313,141,29.5,5318437311,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975471,155,1,1,11,57,c165yjiny1qnmfdvefxvflnkc,1,70.0,26.2,2024-10-27T13:12:40.783Z,2024-10-27T13:12:43Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5318437507,212,12.6,5318437503,140,71.9,5318437501,56,Right,5318437509,213,4.87,5318437505,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975529,156,1,1,11,59,c165yjiny1qnmfdvefxvflnkc,1,72.1,6.4,2024-10-27T13:12:43.007Z,2024-10-27T13:12:46Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5318437783,141,44.3,5318437781,140,52.5,5318437789,1,,5318437779,56,Center,5318437787,213,2.24,5318437785,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975603,157,1,1,12,2,c165yjiny1qnmfdvefxvflnkc,1,52.5,46.1,2024-10-27T13:12:46.071Z,2024-10-27T13:12:50Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5318438135,213,1.14,5318438129,140,61.3,5318438131,141,75.8,5318438133,212,22.2,5318438127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975649,158,1,1,12,6,c165yjiny1qnmfdvefxvflnkc,1,61.3,75.8,2024-10-27T13:12:50.319Z,2024-10-27T19:16:00Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5318438345,212,14.5,5318438347,213,0.73,5318438341,140,71.6,5318438343,141,89.9,5318438339,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975651,159,50,1,12,8,c165yjiny1qnmfdvefxvflnkc,1,76.4,92.4,2024-10-27T13:12:52.314Z,2024-10-27T13:12:55Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318438357,286,,5318438485,233,99,5318438355,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975669,99,7,1,12,8,anga7587r1zv4ey71ge9zxol3,0,23.6,7.6,2024-10-27T13:12:52.315Z,2024-10-27T19:16:13Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5320534837,385,,5318438427,285,,5318438457,233,159,5318438425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975673,160,61,1,12,9,c165yjiny1qnmfdvefxvflnkc,1,75.9,90.9,2024-10-27T13:12:53.314Z,2024-10-27T13:12:53Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318438445,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975743,100,5,1,12,10,anga7587r1zv4ey71ge9zxol3,1,26.0,-0.8,2024-10-27T13:12:53.787Z,2024-10-27T13:25:12Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5318438795,233,161,5318438773,347,,5318438771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975685,161,5,1,12,10,c165yjiny1qnmfdvefxvflnkc,0,74.0,100.8,2024-10-27T13:12:53.787Z,2024-10-27T13:25:12Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318438823,233,100,5318438509,56,Left,5318438511,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975807,101,1,1,12,15,anga7587r1zv4ey71ge9zxol3,1,26.0,0.0,2024-10-27T13:12:58.459Z,2024-10-27T13:13:02Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5318439089,107,,5318439097,212,14.0,5318439093,140,38.0,5318439091,56,Back,5318439099,213,0.45,5318439095,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975847,102,1,1,12,18,anga7587r1zv4ey71ge9zxol3,0,39.2,8.2,2024-10-27T13:13:02.187Z,2024-10-27T13:13:03Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5318439257,213,0.38,5318439255,212,36.5,5318439249,56,Center,5318439253,141,28.3,5318439251,140,71.4,5318439247,155,,5318439259,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975861,162,12,1,12,20,c165yjiny1qnmfdvefxvflnkc,1,27.0,71.6,2024-10-27T13:13:03.911Z,2024-10-27T13:13:05Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5318439337,141,100.0,5318439371,15,,5318439335,140,25.9,5318439341,213,1.63,5318439333,56,Back,5318439339,212,19.8,5318439425,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976223,103,5,1,12,21,anga7587r1zv4ey71ge9zxol3,1,74.5,-0.8,2024-10-27T13:13:04.523Z,2024-10-27T13:25:13Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5318441235,233,163,5318441177,347,,5318441175,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739975867,163,5,1,12,21,c165yjiny1qnmfdvefxvflnkc,0,25.5,100.8,2024-10-27T13:13:04.523Z,2024-10-27T13:25:13Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5318441259,233,103,5318439385,56,Back,5318439387,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976263,104,1,1,12,39,anga7587r1zv4ey71ge9zxol3,1,73.1,0.0,2024-10-27T13:13:22.843Z,2024-10-27T13:13:24Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5318441379,212,11.4,5318441371,107,,5318441373,56,Right,5318441375,140,73.7,5318441381,213,1.52,5318441377,141,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976279,105,1,1,12,41,anga7587r1zv4ey71ge9zxol3,1,73.7,15.4,2024-10-27T13:13:24.411Z,2024-10-27T13:13:25Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5318441445,212,6.9,5318441439,56,Right,5318441477,156,,5318441447,213,4.84,5318441443,141,5.4,5318441441,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976365,106,1,1,12,46,anga7587r1zv4ey71ge9zxol3,0,90.7,9.6,2024-10-27T13:13:29.323Z,2024-10-27T19:17:38Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5318441805,140,98.0,5320538111,20,,5318441807,141,46.8,5318441811,213,1.28,5318441809,212,26.4,5320541727,386,,5318441801,155,,5318441803,56,Center,5318441799,2,,5320541725,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976357,164,52,1,12,46,c165yjiny1qnmfdvefxvflnkc,1,1.1,53.1,2024-10-27T13:13:30.280Z,2024-10-27T19:17:17Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5320540245,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976593,165,1,1,13,0,c165yjiny1qnmfdvefxvflnkc,1,13.7,51.9,2024-10-27T13:13:44.032Z,2024-10-27T13:13:45Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5318442995,123,,5318442997,56,Back,5318443005,213,1.12,5318442999,140,25.9,5318443001,141,90.9,5318443003,212,29.5,5318443015,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976639,166,1,1,13,3,c165yjiny1qnmfdvefxvflnkc,1,28.1,91.5,2024-10-27T13:13:46.792Z,2024-10-27T13:13:48Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318443217,213,4.18,5318443213,141,79.5,5318443211,140,23.5,5318443215,212,9.5,5318443209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976745,167,1,1,13,4,c165yjiny1qnmfdvefxvflnkc,1,23.5,79.5,2024-10-27T13:13:47.881Z,2024-10-27T13:13:51Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5318443687,212,6.3,5318443685,141,87.6,5318443683,140,26.4,5318443681,56,Back,5318443689,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976791,168,1,1,13,8,c165yjiny1qnmfdvefxvflnkc,1,31.4,79.2,2024-10-27T13:13:51.785Z,2024-10-27T13:13:54Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318443951,212,12.4,5318443953,213,4.82,5318443947,140,32.7,5318443949,141,61.1,5318443945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976909,169,1,1,13,10,c165yjiny1qnmfdvefxvflnkc,1,33.2,57.2,2024-10-27T13:13:53.905Z,2024-10-27T13:14:00Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5318444555,140,35.3,5318444561,213,4.78,5318444557,141,9.5,5318444563,1,,5318444559,212,32.5,5318444553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976951,170,1,1,13,17,c165yjiny1qnmfdvefxvflnkc,1,54.2,4.7,2024-10-27T13:14:00.361Z,2024-10-27T13:14:02Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5318444741,56,Right,5318444753,212,11.7,5318444757,213,0.30,5318444749,141,9.8,5318444745,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976977,171,61,1,13,19,c165yjiny1qnmfdvefxvflnkc,0,66.9,10.9,2024-10-27T13:14:02.482Z,2024-10-27T19:18:01Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5318444857,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739977181,107,5,1,13,19,anga7587r1zv4ey71ge9zxol3,1,33.6,101.6,2024-10-27T13:14:03.034Z,2024-10-27T13:14:15Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5318445937,347,,5318445935,56,Back,5318445953,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739976981,172,5,1,13,19,c165yjiny1qnmfdvefxvflnkc,0,66.4,-1.6,2024-10-27T13:14:03.034Z,2024-10-27T13:25:13Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5318444873,347,,5318444871,56,Right,5318445963,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739977231,108,1,1,13,31,anga7587r1zv4ey71ge9zxol3,1,31.3,100.0,2024-10-27T13:14:14.874Z,2024-10-27T13:14:18Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5318446189,141,71.3,5318446183,107,,5318446195,1,,5318446185,56,Back,5318446193,213,5.37,5318446191,212,26.1,5318446187,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739977255,109,1,1,13,35,anga7587r1zv4ey71ge9zxol3,0,46.5,71.5,2024-10-27T13:14:18.395Z,2024-10-27T13:14:19Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5318446275,3,,5318446281,141,53.8,5318446283,212,12.1,5318446277,56,Back,5318446279,140,45.6,5318446285,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739977275,173,1,1,13,36,c165yjiny1qnmfdvefxvflnkc,0,54.3,43.0,2024-10-27T13:14:19.745Z,2024-10-27T13:14:20Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5318446375,212,24.5,5318446377,213,6.08,5318446367,157,,5318446369,56,Center,5318446379,1,,5318446371,140,77.1,5318446373,141,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739977317,110,1,1,13,38,anga7587r1zv4ey71ge9zxol3,0,26.1,57.3,2024-10-27T13:14:21.723Z,2024-10-27T13:14:22Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5318446541,213,1.24,5318446539,212,15.9,5318446535,140,31.0,5318446533,56,Back,5318446537,141,79.5,5318446531,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739977347,174,1,1,13,39,c165yjiny1qnmfdvefxvflnkc,0,74.1,28.0,2024-10-27T13:14:22.514Z,2024-10-27T19:18:52Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5318446637,212,3.6,5318446631,56,Center,5318446633,140,74.9,5318446635,141,33.2,5318446639,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740359483,874,8,1,13,39,anga7587r1zv4ey71ge9zxol3,1,32.3,65.4,2024-10-27T13:14:23.103Z,2024-10-27T19:19:02Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5320548305,56,Back,5320548741,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739977351,175,43,1,13,41,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-10-27T13:14:24.537Z,2024-10-27T19:19:16Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5320550107,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
