id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2797923441,154,12,1,16,33,9qsmopgutr7ut5g6workk8w4i,1,12.9,41.6,2025-04-07T17:18:40.451Z,2025-04-07T17:18:45Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5634260973,140,12.7,5634260971,56,Back,5634260975,141,42.2,5634260977,212,0.5,5634260979,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923431,123,1,1,16,35,5rz9enoyknpg8ji78za5b82p0,1,96.0,71.9,2025-04-07T17:18:42.375Z,2025-04-07T17:19:14Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,1.0,,5634260929,212,6.2,5634262895,154,,5634260931,213,3.66,5634260925,140,90.9,5634260923,56,Center,5634260927,141,67.4,5634262319,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923435,124,13,1,16,37,5rz9enoyknpg8ji78za5b82p0,1,90.6,66.7,2025-04-07T17:18:43.911Z,2025-04-07T20:46:45Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5635101779,121,,5634262329,55,123,5634262339,231,53.1,5635101781,328,,5634260949,56,Center,5634262333,102,49.7,5634262325,85,,5634262335,103,58.3,5634260947,64,,5634260945,22,,5634261107,72,5634262327,29,5634262929,154,,,5634262337,230,,,,,,,,99.1,,,,,,,,,,,,
2797923447,125,5,1,16,38,5rz9enoyknpg8ji78za5b82p0,0,101.4,43.1,2025-04-07T17:18:45.267Z,2025-04-07T18:04:04Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5634260987,56,Center,5634260989,346,,5634261353,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923503,155,5,1,16,38,9qsmopgutr7ut5g6workk8w4i,1,-1.4,56.9,2025-04-07T17:18:45.267Z,2025-04-07T18:04:03Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634261287,56,Back,5634261289,346,,5634261329,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923793,156,1,1,17,6,9qsmopgutr7ut5g6workk8w4i,1,4.3,60.6,2025-04-07T17:19:12.852Z,2025-04-07T17:57:07Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5634262991,212,16.1,5634262993,213,5.81,5634262989,141,49.9,5634262987,140,18.0,5634262983,124,,5634431103,189,,5634262997,237,,5634262985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923815,157,1,1,17,8,9qsmopgutr7ut5g6workk8w4i,1,26.8,32.7,2025-04-07T17:19:14.900Z,2025-04-07T17:57:16Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5634263129,56,Back,5634263133,141,21.9,5634263131,140,8.1,5634263135,212,21.0,5634263137,213,3.50,5634431335,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923825,158,1,1,17,10,9qsmopgutr7ut5g6workk8w4i,1,17.8,21.2,2025-04-07T17:19:16.692Z,2025-04-07T17:19:17Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5634263227,141,26.9,5634263221,56,Back,5634263235,213,0.38,5634263223,140,27.0,5634263231,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923861,159,1,1,17,11,9qsmopgutr7ut5g6workk8w4i,1,29.0,27.8,2025-04-07T17:19:17.708Z,2025-04-07T17:19:21Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5634263423,140,25.0,5634263421,56,Back,5634263425,141,19.3,5634263427,212,7.1,5634263429,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923867,160,1,1,17,14,9qsmopgutr7ut5g6workk8w4i,1,30.6,26.3,2025-04-07T17:19:20.964Z,2025-04-07T17:19:22Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634263467,213,0.52,5634263465,212,4.5,5634263461,140,34.3,5634263463,141,29.6,5634263459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923885,161,1,1,17,15,9qsmopgutr7ut5g6workk8w4i,1,34.3,29.6,2025-04-07T17:19:22.107Z,2025-04-07T17:19:24Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5634263571,213,2.23,5634263569,212,6.8,5634263567,141,37.5,5634263563,56,Back,5634263565,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923897,162,61,1,17,17,9qsmopgutr7ut5g6workk8w4i,0,30.3,37.5,2025-04-07T17:19:24.020Z,2025-04-07T20:47:15Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634263641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923917,126,1,1,17,17,5rz9enoyknpg8ji78za5b82p0,1,55.5,47.2,2025-04-07T17:19:24.400Z,2025-04-07T17:19:25Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634263725,141,54.6,5634263721,56,Center,5634263723,140,63.8,5634263729,213,0.52,5634263727,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923957,128,1,1,17,18,5rz9enoyknpg8ji78za5b82p0,0,63.8,54.6,2025-04-07T17:19:24.896Z,2025-04-07T20:48:14Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634263957,140,70.3,5634263959,141,40.3,5634263961,212,11.9,5634263963,213,5.32,5634263955,56,Center,5634263953,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798073973,811,44,1,17,19,9qsmopgutr7ut5g6workk8w4i,1,30.7,43.2,2025-04-07T17:19:26.188Z,2025-04-07T20:48:06Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5635106033,285,,5635106027,56,Back,5635106037,233,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798073971,963,44,1,17,19,5rz9enoyknpg8ji78za5b82p0,0,69.3,56.8,2025-04-07T17:19:26.189Z,2025-04-07T20:48:05Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5635106023,286,,5635106047,233,811,5635106021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797923997,163,12,1,17,19,9qsmopgutr7ut5g6workk8w4i,1,24.4,60.0,2025-04-07T17:19:26.316Z,2025-04-07T20:48:15Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5634264485,15,,5634264125,212,15.0,5634264123,141,71.0,5634264119,56,Back,5634264121,140,36.8,5634264127,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924027,129,43,1,17,23,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-04-07T17:19:30Z,2025-04-07T20:48:23Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5634264317,56,Center,5634264315,3,0,5634264325,213,5.16,5634264321,141,26.9,5634264319,140,64.1,5634264323,212,2.0,5635107031,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924081,130,1,1,17,25,5rz9enoyknpg8ji78za5b82p0,1,65.8,26.2,2025-04-07T17:19:32.280Z,2025-04-07T17:19:36Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634264663,140,70.3,5634264661,56,Right,5634264665,141,7.6,5634264667,212,13.5,5634264669,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924139,131,1,1,17,29,5rz9enoyknpg8ji78za5b82p0,1,69.1,10.4,2025-04-07T17:19:36.368Z,2025-04-07T17:19:41Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5634264937,140,59.4,5634264939,141,20.5,5634264941,212,12.3,5634264943,213,2.55,5634264935,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924187,132,1,1,17,34,5rz9enoyknpg8ji78za5b82p0,1,69.7,13.3,2025-04-07T17:19:41.097Z,2025-04-07T17:19:44Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5634265249,212,8.1,5634265243,56,Right,5634265245,140,64.6,5634265247,141,4.3,5634265251,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924215,133,1,1,17,38,5rz9enoyknpg8ji78za5b82p0,1,64.6,4.3,2025-04-07T17:19:44.832Z,2025-04-07T17:19:47Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634265397,141,34.7,5634265399,212,22.1,5634265395,140,57.2,5634265401,213,1.93,5634265393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924265,134,1,1,17,41,5rz9enoyknpg8ji78za5b82p0,1,57.9,32.5,2025-04-07T17:19:47.849Z,2025-04-07T17:19:51Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634265705,141,12.7,5634265703,140,53.3,5634265701,56,Right,5634265709,213,4.37,5634265707,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924275,135,1,1,17,44,5rz9enoyknpg8ji78za5b82p0,1,54.1,15.2,2025-04-07T17:19:51.513Z,2025-04-07T17:19:52Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634265747,56,Center,5634265755,213,0.99,5634265753,212,10.2,5634265751,141,27.7,5634265749,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924293,136,1,1,17,45,5rz9enoyknpg8ji78za5b82p0,1,59.4,27.7,2025-04-07T17:19:52.201Z,2025-04-07T20:48:51Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5634265837,212,10.6,5634265831,56,Right,5634265833,140,52.6,5635108581,156,,5634265835,141,16.1,5634265839,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924339,137,1,1,17,46,5rz9enoyknpg8ji78za5b82p0,1,52.6,16.1,2025-04-07T17:19:53.313Z,2025-04-07T17:19:56Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634266093,212,12.8,5634266091,141,30.7,5634266087,56,Back,5634266089,140,44.9,5634266095,213,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924369,138,1,1,17,49,5rz9enoyknpg8ji78za5b82p0,1,46.9,39.7,2025-04-07T17:19:56.353Z,2025-04-07T17:19:58Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634266261,212,21.6,5634266255,56,Back,5634266263,213,1.57,5634266257,140,46.9,5634266259,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924409,139,1,1,17,51,5rz9enoyknpg8ji78za5b82p0,1,46.9,71.4,2025-04-07T17:19:58.601Z,2025-04-07T17:20:00Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5634266465,140,50.7,5634266463,56,Center,5634266467,141,62.0,5634266469,212,7.5,5634266471,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924429,140,1,1,17,53,5rz9enoyknpg8ji78za5b82p0,1,50.7,62.0,2025-04-07T17:20:00.265Z,2025-04-07T20:49:04Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5634266607,213,3.74,5634266599,140,36.7,5634266605,212,17.8,5635109123,156,,5634266595,56,Back,5634266603,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924459,141,1,1,17,55,5rz9enoyknpg8ji78za5b82p0,1,36.7,47.3,2025-04-07T17:20:02.281Z,2025-04-07T17:20:04Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634266799,141,23.9,5634266803,213,4.71,5634266801,212,15.9,5634266795,56,Back,5634266797,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924503,142,1,1,17,58,5rz9enoyknpg8ji78za5b82p0,1,36.7,23.9,2025-04-07T17:20:04.689Z,2025-04-07T17:20:08Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634266997,212,9.2,5634266999,213,0.54,5634266993,140,44.2,5634266991,56,Back,5634266995,141,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924509,143,61,1,18,1,5rz9enoyknpg8ji78za5b82p0,1,44.2,30.8,2025-04-07T17:20:07.892Z,2025-04-07T17:20:08Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634267015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924537,144,1,1,18,2,5rz9enoyknpg8ji78za5b82p0,1,44.4,35.9,2025-04-07T17:20:09.097Z,2025-04-07T17:20:10Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5634267177,140,47.5,5634267179,141,22.7,5634267181,212,9.5,5634267173,56,Back,5634267183,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924609,145,1,1,18,3,5rz9enoyknpg8ji78za5b82p0,1,52.1,21.2,2025-04-07T17:20:10.289Z,2025-04-07T17:20:16Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5634267601,56,Right,5634267603,140,62.2,5634267605,141,7.1,5634267609,212,14.3,5634267613,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924645,146,1,1,18,9,5rz9enoyknpg8ji78za5b82p0,1,71.3,15.5,2025-04-07T17:20:16.209Z,2025-04-07T17:20:18Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5634267837,140,76.5,5634267841,212,10.5,5634267843,213,5.26,5634267839,141,2.3,5634267835,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924663,147,1,1,18,11,5rz9enoyknpg8ji78za5b82p0,0,87.2,1.5,2025-04-07T17:20:18.585Z,2025-04-07T20:49:32Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634267937,56,Center,5634267951,1,,5634267947,213,1.66,5634267939,140,84.5,5634267943,212,32.1,5634267941,141,48.5,5634267935,155,,5634267933,2,,5635110561,224,,5635110563,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924671,164,8,1,18,14,9qsmopgutr7ut5g6workk8w4i,1,14.4,55.3,2025-04-07T17:20:20.662Z,2025-04-07T20:49:36Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5634268001,15,,5634267987,56,Back,5635110791,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924713,165,1,1,18,16,9qsmopgutr7ut5g6workk8w4i,1,25.0,43.1,2025-04-07T17:20:22.741Z,2025-04-07T17:20:25Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5634268251,141,35.0,5634268263,212,13.1,5634268247,56,Back,5634268271,213,3.58,5634268243,3,,5634268249,140,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924753,167,1,1,18,19,9qsmopgutr7ut5g6workk8w4i,0,13.7,35.0,2025-04-07T17:20:25.973Z,2025-04-07T17:20:27Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634268473,141,36.7,5634268471,140,66.1,5634268469,56,Center,5634268475,212,55.0,5634268479,1,,5634268467,157,,5634268477,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924823,149,1,1,18,22,5rz9enoyknpg8ji78za5b82p0,1,39.7,57.9,2025-04-07T17:20:29.306Z,2025-04-07T17:20:31Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634268785,212,7.9,5634268783,141,49.0,5634268781,140,44.6,5634268779,56,Back,5634268787,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924861,150,1,1,18,24,5rz9enoyknpg8ji78za5b82p0,1,44.6,49.0,2025-04-07T17:20:31.002Z,2025-04-07T17:20:34Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5634268991,212,12.4,5634268993,213,0.67,5634268989,141,60.3,5634268987,140,53.9,5634268983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924899,151,1,1,18,27,5rz9enoyknpg8ji78za5b82p0,1,45.9,62.9,2025-04-07T17:20:34.306Z,2025-04-07T17:20:37Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5634269159,212,16.7,5634269153,56,Back,5634269155,140,39.6,5634269161,213,4.31,5634269157,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924967,152,1,1,18,30,5rz9enoyknpg8ji78za5b82p0,1,44.1,40.4,2025-04-07T17:20:37.346Z,2025-04-07T17:20:42Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634269587,213,5.34,5634269579,56,Right,5634269585,212,30.2,5634269583,141,4.3,5634269581,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797924981,153,1,1,18,35,5rz9enoyknpg8ji78za5b82p0,1,60.9,4.3,2025-04-07T17:20:42.594Z,2025-04-07T17:20:44Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5634269677,140,57.8,5634269679,141,22.9,5634269675,56,Center,5634269681,212,13.1,5634269683,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925045,154,1,1,18,37,5rz9enoyknpg8ji78za5b82p0,1,57.5,25.0,2025-04-07T17:20:44.250Z,2025-04-07T17:20:49Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634270083,213,2.20,5634270081,212,18.2,5634270075,56,Back,5634270079,141,46.6,5634270077,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925113,155,1,1,18,43,5rz9enoyknpg8ji78za5b82p0,1,54.8,53.9,2025-04-07T17:20:49.842Z,2025-04-07T17:20:54Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5634270497,213,4.66,5634270489,56,Center,5634270495,212,14.1,5634270493,141,33.2,5634270491,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925181,156,1,1,18,47,5rz9enoyknpg8ji78za5b82p0,0,62.3,30.3,2025-04-07T17:20:53.915Z,2025-04-07T20:50:02Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5634271011,196,,5634270849,56,Left,5634270857,213,1.01,5634270853,141,100.0,5634270851,140,90.9,5634270855,212,56.8,5634270859,1,,5634270847,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925189,157,5,1,18,51,5rz9enoyknpg8ji78za5b82p0,0,86.8,100.8,2025-04-07T17:20:58.586Z,2025-04-07T18:04:04Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5634270899,56,Left,5634272199,233,168,5634270901,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925411,168,5,1,18,51,9qsmopgutr7ut5g6workk8w4i,1,13.2,-0.8,2025-04-07T17:20:58.586Z,2025-04-07T18:04:04Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634272167,233,157,5634272141,347,,5634272139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925431,169,1,1,19,11,9qsmopgutr7ut5g6workk8w4i,1,18.6,0.0,2025-04-07T17:21:18.151Z,2025-04-07T17:21:19Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634272247,107,,5634272255,212,13.7,5634272251,140,26.6,5634272253,141,14.1,5634272257,213,0.91,5634272249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925441,170,1,1,19,12,9qsmopgutr7ut5g6workk8w4i,1,26.7,15.0,2025-04-07T17:21:19.543Z,2025-04-07T17:21:20Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5634272295,140,22.7,5634272293,56,Back,5634272299,212,5.2,5634272297,141,10.4,5634272301,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925457,171,1,1,19,13,9qsmopgutr7ut5g6workk8w4i,1,22.4,11.2,2025-04-07T17:21:20.246Z,2025-04-07T17:21:21Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634272405,212,8.4,5634272401,141,18.3,5634272409,213,2.53,5634272397,140,15.9,5634272395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925475,172,1,1,19,14,9qsmopgutr7ut5g6workk8w4i,0,17.2,18.7,2025-04-07T17:21:21.159Z,2025-04-07T17:21:22Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5634272511,212,11.4,5634272507,140,28.0,5634272509,141,20.7,5634272513,213,0.12,5634272505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925503,159,1,1,19,16,5rz9enoyknpg8ji78za5b82p0,1,70.9,79.4,2025-04-07T17:21:22.763Z,2025-04-07T17:21:23Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634272615,141,91.1,5634272613,140,68.7,5634272611,56,Left,5634272619,213,1.85,5634272617,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925525,160,1,1,19,17,5rz9enoyknpg8ji78za5b82p0,1,68.7,91.1,2025-04-07T17:21:23.843Z,2025-04-07T17:21:26Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5634272777,140,76.8,5634272779,141,95.0,5634272781,212,8.9,5634272783,213,0.30,5634272775,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925557,161,1,1,19,19,5rz9enoyknpg8ji78za5b82p0,1,76.8,95.0,2025-04-07T17:21:25.947Z,2025-04-07T17:21:28Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5634273007,56,Left,5634273011,141,82.1,5634273009,140,74.7,5634273013,212,9.0,5634273015,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925683,162,1,1,19,22,5rz9enoyknpg8ji78za5b82p0,1,77.5,80.6,2025-04-07T17:21:28.620Z,2025-04-07T17:21:38Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634273701,213,0.39,5634273697,141,89.3,5634273699,212,15.7,5634273695,140,91.3,5634273693,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925621,173,83,1,19,27,9qsmopgutr7ut5g6workk8w4i,0,17.9,18.7,2025-04-07T17:21:33.879Z,2025-04-07T17:21:39Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5634273809,399,4vmgmzg2004twoc39sk7zkzqh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925691,163,1,1,19,31,5rz9enoyknpg8ji78za5b82p0,1,85.2,93.0,2025-04-07T17:21:38.043Z,2025-04-07T17:21:39Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5634273743,56,Left,5634273745,140,73.0,5634273749,141,92.1,5634273753,212,12.8,5634273755,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925719,164,1,1,19,32,5rz9enoyknpg8ji78za5b82p0,1,73.0,92.1,2025-04-07T17:21:38.883Z,2025-04-07T17:21:41Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5634273905,56,Center,5634273913,213,4.74,5634273911,212,10.4,5634273909,141,76.8,5634273907,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925735,165,1,1,19,34,5rz9enoyknpg8ji78za5b82p0,1,77.3,84.0,2025-04-07T17:21:41.100Z,2025-04-07T17:21:42Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5634273989,56,Left,5634273995,212,11.1,5634273993,141,88.7,5634273991,140,87.4,5634273997,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925769,166,1,1,19,35,5rz9enoyknpg8ji78za5b82p0,1,87.4,88.7,2025-04-07T17:21:42.315Z,2025-04-07T17:21:44Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5634274145,140,84.1,5634274143,56,Left,5634274149,212,5.5,5634274151,213,4.03,5634274147,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925783,174,83,1,19,36,9qsmopgutr7ut5g6workk8w4i,0,19.2,25.3,2025-04-07T17:21:43.448Z,2025-04-07T20:50:43Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5634274447,399,7je01bs3a4q6c2gd02ee6da3u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797925791,167,1,1,19,37,5rz9enoyknpg8ji78za5b82p0,1,85.5,82.2,2025-04-07T17:21:44.396Z,2025-04-07T17:21:46Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5634274267,212,15.3,5634274269,213,5.65,5634274265,141,68.9,5634274261,56,Center,5634274263,140,97.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
