id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2716239153,264,1,1,25,35,aljua8crr0vkwit0j3m59jw9j,0,82.4,15.0,2024-09-01T12:26:32.998Z,2024-09-01T12:26:34Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5188576875,141,49.0,5188576877,212,23.8,5188576867,2,,5188576879,213,1.33,5188576869,155,,5188576873,140,87.8,5188576871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239221,227,12,1,25,38,cftj6g399tknheudaxsdpfdgb,1,11.4,54.3,2024-09-01T12:26:36.222Z,2024-09-01T12:39:54Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5188577267,140,42.3,5188577277,212,32.9,5188577273,141,46.0,5188577263,56,Back,5188577295,15,,5188577281,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239227,265,1,1,25,40,aljua8crr0vkwit0j3m59jw9j,1,60.2,54.2,2024-09-01T12:26:38.740Z,2024-09-01T12:26:41Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5188577327,213,3.28,5188577325,212,21.8,5188577319,56,Back,5188577323,141,49.7,5188577321,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239251,266,1,1,25,43,aljua8crr0vkwit0j3m59jw9j,1,39.6,49.7,2024-09-01T12:26:41.269Z,2024-09-01T12:26:43Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188577433,56,Back,5188577441,213,2.93,5188577437,141,55.8,5188577435,140,21.6,5188577439,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239381,267,1,1,25,45,aljua8crr0vkwit0j3m59jw9j,1,21.8,55.8,2024-09-01T12:26:42.993Z,2024-09-01T12:26:51Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5188578093,212,37.3,5188578087,56,Back,5188578091,141,95.0,5188578089,140,46.6,5188578097,1,,5188578095,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239413,268,1,1,25,53,aljua8crr0vkwit0j3m59jw9j,1,44.2,92.4,2024-09-01T12:26:51.508Z,2024-09-01T12:26:56Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5188578297,141,67.8,5188578295,140,37.0,5188578299,212,18.4,5188578301,213,4.29,5188578293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239435,269,1,1,25,58,aljua8crr0vkwit0j3m59jw9j,1,37.1,62.7,2024-09-01T12:26:55.988Z,2024-09-01T12:26:57Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188578439,213,0.36,5188578437,212,7.7,5188578435,141,66.7,5188578431,56,Back,5188578433,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239469,270,1,1,25,59,aljua8crr0vkwit0j3m59jw9j,1,43.1,66.4,2024-09-01T12:26:57.845Z,2024-09-01T12:26:59Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5188578621,212,21.4,5188578623,213,4.08,5188578615,56,Back,5188578617,140,31.0,5188578619,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239511,271,1,1,26,1,aljua8crr0vkwit0j3m59jw9j,1,31.0,41.0,2024-09-01T12:26:59.701Z,2024-09-01T12:27:03Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5188578893,213,5.24,5188578885,56,Back,5188578887,140,42.9,5188578889,141,9.7,5188578891,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239541,272,1,1,26,5,aljua8crr0vkwit0j3m59jw9j,1,42.5,13.5,2024-09-01T12:27:03.028Z,2024-09-01T12:27:05Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188579035,213,0.68,5188579027,56,Center,5188579029,140,62.6,5188579031,141,38.6,5188579033,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239545,273,50,1,26,7,aljua8crr0vkwit0j3m59jw9j,1,66.2,39.2,2024-09-01T12:27:05.589Z,2024-09-01T13:00:59Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5188579051,56,Center,5188579053,286,,5188579173,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239557,228,7,1,26,7,cftj6g399tknheudaxsdpfdgb,1,33.8,60.8,2024-09-01T12:27:05.590Z,2024-09-01T13:00:59Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5188579141,233,273,5188579135,56,Back,5188579137,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239649,230,1,1,26,10,cftj6g399tknheudaxsdpfdgb,1,37.2,68.8,2024-09-01T12:27:08.477Z,2024-09-01T12:27:14Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5188579609,56,Back,5188579615,212,6.4,5188579617,213,1.07,5188579613,141,77.0,5188579611,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239697,231,1,1,26,16,cftj6g399tknheudaxsdpfdgb,1,63.6,84.5,2024-09-01T12:27:14.413Z,2024-09-01T12:27:21Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5188579913,212,9.6,5188579911,141,95.9,5188579909,140,69.0,5188579907,56,Left,5188579915,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239689,274,83,1,26,22,aljua8crr0vkwit0j3m59jw9j,0,18.3,14.3,2024-09-01T12:27:20.628Z,2024-09-01T12:27:24Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5188580133,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239727,232,1,1,26,23,cftj6g399tknheudaxsdpfdgb,1,72.9,88.0,2024-09-01T12:27:21.053Z,2024-09-01T12:27:23Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5188580071,212,17.3,5188580073,213,3.61,5188580069,141,76.4,5188580065,56,Center,5188580067,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239733,233,1,1,26,25,cftj6g399tknheudaxsdpfdgb,1,58.0,76.0,2024-09-01T12:27:23.373Z,2024-09-01T12:27:27Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5188580101,56,Center,5188580113,213,4.98,5188580111,212,38.6,5188580109,141,21.3,5188580299,1,,5188580105,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239783,234,1,1,26,29,cftj6g399tknheudaxsdpfdgb,1,71.5,17.6,2024-09-01T12:27:27.837Z,2024-09-01T12:27:32Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5188580399,56,Center,5188580407,213,1.37,5188580405,212,6.8,5188580401,140,72.8,5188580403,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239809,235,1,1,26,34,cftj6g399tknheudaxsdpfdgb,1,72.6,30.3,2024-09-01T12:27:32.509Z,2024-09-01T12:27:35Z,195o7hchielt14ic49r3k06sq,Serginho,,,5188580535,141,35.8,5188580537,212,9.8,5188580539,213,0.39,5188580533,140,81.2,5188580531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239831,236,1,1,26,37,cftj6g399tknheudaxsdpfdgb,1,79.6,32.5,2024-09-01T12:27:34.973Z,2024-09-01T12:27:37Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5188580671,56,Center,5188580673,140,79.3,5188580679,213,1.59,5188580675,141,62.7,5188580677,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239815,275,83,1,26,37,aljua8crr0vkwit0j3m59jw9j,0,21.7,67.9,2024-09-01T12:27:35.589Z,2024-09-01T12:27:39Z,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,,,5188580747,399,b6q0tf252xvikt39g8jevju38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239845,237,1,1,26,39,cftj6g399tknheudaxsdpfdgb,1,79.7,60.0,2024-09-01T12:27:37.725Z,2024-09-01T14:19:58Z,b6q0tf252xvikt39g8jevju38,J. Vester,1.0,,5189149069,210,13,5188580739,141,73.2,5188580743,213,1.28,5188580741,212,9.4,5188580737,140,82.3,5188580735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239865,238,13,1,26,43,cftj6g399tknheudaxsdpfdgb,1,85.5,71.1,2024-09-01T12:27:41.133Z,2024-09-01T14:19:58Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5188580841,64,,5188581887,102,43.2,5189149107,29,,5188581883,120,,5188580839,22,,5188580843,56,Center,5188581005,20,,5188581893,230,99.1,5188581885,84,,5189149113,215,5188581889,103,5188581897,231,,22.2,52.7,5189149109,55,237,,,,,,,,,,,,,,,
2716239873,239,5,1,26,44,cftj6g399tknheudaxsdpfdgb,0,101.0,42.8,2024-09-01T12:27:42.052Z,2024-09-01T13:04:02Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5188581147,233,276,5188580873,346,,5188580871,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716239927,276,5,1,26,44,aljua8crr0vkwit0j3m59jw9j,1,-1.0,57.2,2024-09-01T12:27:42.052Z,2024-09-01T13:04:02Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188581141,233,239,5188581115,56,Back,5188581117,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240103,277,1,1,27,2,aljua8crr0vkwit0j3m59jw9j,1,2.7,53.4,2024-09-01T12:28:00.653Z,2024-09-01T12:28:58Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5188582095,124,,5188582105,212,21.9,5188582107,213,0.64,5188582111,237,,5188582099,56,Back,5188582103,141,72.6,5188584421,189,,5188582101,140,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240117,279,4,1,27,6,aljua8crr0vkwit0j3m59jw9j,1,34.7,93.7,2024-09-01T12:28:04.596Z,2024-09-01T13:01:02Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188582205,152,,5188582207,265,,5188584405,189,,5188582333,233,240,5188582201,13,,5188582203,56,Back,5188582357,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240131,240,4,1,27,6,cftj6g399tknheudaxsdpfdgb,0,65.3,6.3,2024-09-01T12:28:04.597Z,2024-09-01T13:01:03Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5188582321,265,,5188582315,13,,5188582317,56,Right,5188582413,189,,5188582485,233,279,5188582419,285,,5188582319,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240115,278,43,1,27,7,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-09-01T12:28:05.156Z,2024-09-01T12:28:49Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188584109,144,1,5188582161,56,Back,5188582163,140,31.1,5188582169,213,0.78,5188582165,141,91.7,5188582167,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240205,280,1,1,27,18,aljua8crr0vkwit0j3m59jw9j,1,26.9,78.5,2024-09-01T12:28:16.116Z,2024-09-01T12:28:17Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188582615,213,3.79,5188582607,56,Back,5188582605,152,,5188582609,140,18.7,5188582611,141,69.0,5188582613,212,10.8,5188582603,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240229,281,1,1,27,19,aljua8crr0vkwit0j3m59jw9j,1,18.7,69.0,2024-09-01T12:28:17.444Z,2024-09-01T12:28:20Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5188582741,212,9.8,5188582743,213,0.53,5188582739,141,76.3,5188582735,56,Back,5188582737,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240249,282,1,1,27,22,aljua8crr0vkwit0j3m59jw9j,1,29.3,77.6,2024-09-01T12:28:19.972Z,2024-09-01T12:28:23Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188582841,212,17.2,5188582843,213,0.69,5188582839,141,93.8,5188582837,140,41.9,5188582835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240265,283,1,1,27,25,aljua8crr0vkwit0j3m59jw9j,1,40.6,93.2,2024-09-01T12:28:23.444Z,2024-09-01T12:28:25Z,5rgwuoboh1keb2gf21wcw5dqt,J. Simonsen,,,5188582941,141,78.4,5188582943,212,14.0,5188582937,56,Back,5188582945,213,3.94,5188582939,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240285,284,1,1,27,27,aljua8crr0vkwit0j3m59jw9j,1,31.1,76.9,2024-09-01T12:28:25.124Z,2024-09-01T12:28:27Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188583045,212,18.3,5188583047,213,4.33,5188583039,56,Back,5188583043,141,51.9,5188583041,140,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240329,285,1,1,27,29,aljua8crr0vkwit0j3m59jw9j,1,23.3,49.3,2024-09-01T12:28:27.188Z,2024-09-01T12:28:32Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5188583301,213,4.72,5188583299,212,26.9,5188583297,141,9.8,5188583295,140,23.6,5188583293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240343,286,1,1,27,34,aljua8crr0vkwit0j3m59jw9j,0,24.0,9.1,2024-09-01T12:28:32.148Z,2024-09-01T12:28:34Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188583363,56,Right,5188583365,140,56.5,5188583367,141,10.1,5188583369,212,34.1,5188583373,1,,5188583371,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240367,242,50,1,27,38,cftj6g399tknheudaxsdpfdgb,1,60.2,95.6,2024-09-01T12:28:36.477Z,2024-09-01T12:28:40Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5188583473,56,Left,5188583603,233,287,5188583475,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240389,287,7,1,27,38,aljua8crr0vkwit0j3m59jw9j,1,39.8,4.4,2024-09-01T12:28:36.478Z,2024-09-01T12:28:40Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5188583581,233,242,5188583575,285,,5188583571,167,,5188583573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240457,243,5,1,27,39,cftj6g399tknheudaxsdpfdgb,1,61.3,101.1,2024-09-01T12:28:37.869Z,2024-09-01T13:04:03Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5188583959,347,,5188583957,56,Left,5188583965,233,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240413,288,5,1,27,39,aljua8crr0vkwit0j3m59jw9j,0,38.7,-1.1,2024-09-01T12:28:37.869Z,2024-09-01T13:04:03Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5188583717,56,Back,5188584023,233,243,5188583719,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240515,244,1,1,27,51,cftj6g399tknheudaxsdpfdgb,1,59.6,100.0,2024-09-01T12:28:49.230Z,2024-09-01T12:37:15Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5188584299,140,56.3,5188584305,213,4.43,5188620109,189,,5188584297,56,Left,5188584295,107,,5188584303,212,12.4,5188584301,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240529,245,1,1,27,53,cftj6g399tknheudaxsdpfdgb,1,56.3,83.3,2024-09-01T12:28:51.405Z,2024-09-01T12:37:19Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5188584385,213,4.21,5188584377,56,Back,5188620343,189,,5188584383,212,17.0,5188584381,141,61.4,5188584379,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240547,246,1,1,27,55,cftj6g399tknheudaxsdpfdgb,1,47.7,57.6,2024-09-01T12:28:53.357Z,2024-09-01T12:28:54Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188584451,140,47.8,5188584453,141,13.7,5188584449,56,Back,5188584457,213,4.72,5188584455,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240569,247,1,1,27,56,cftj6g399tknheudaxsdpfdgb,1,47.5,13.2,2024-09-01T12:28:54.829Z,2024-09-01T12:28:56Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5188584565,213,2.57,5188584559,140,35.1,5188584561,141,25.5,5188584557,56,Back,5188584563,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240613,248,1,1,27,58,cftj6g399tknheudaxsdpfdgb,1,33.9,27.9,2024-09-01T12:28:56.796Z,2024-09-01T12:29:01Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188584761,141,49.9,5188584757,56,Back,5188584763,212,24.9,5188584759,140,15.0,5188584765,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240641,249,2,1,28,3,cftj6g399tknheudaxsdpfdgb,1,15.7,55.2,2024-09-01T12:29:01.277Z,2024-09-01T12:29:24Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5188584899,141,47.3,5188586027,7,5m27f84vvraap8bmfujt1qiok,5188586029,1,,5188584897,140,52.6,5188586031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240655,250,43,1,28,5,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-01T12:29:03.677Z,2024-09-01T12:29:21Z,5m27f84vvraap8bmfujt1qiok,A. Ementa,,,5188585877,144,44,5188584969,56,Center,5188584971,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240753,290,1,1,28,15,aljua8crr0vkwit0j3m59jw9j,1,51.5,63.6,2024-09-01T12:29:13.796Z,2024-09-01T12:29:15Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5188585471,140,51.3,5188585473,141,52.8,5188585469,56,Center,5188585501,189,,5188585465,5,,5188585467,241,,5188585475,212,7.3,5188585477,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240843,291,1,1,28,23,aljua8crr0vkwit0j3m59jw9j,1,52.2,49.1,2024-09-01T12:29:21.187Z,2024-09-01T12:29:22Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5188585909,141,32.5,5188585907,140,43.1,5188585905,56,Back,5188585913,213,4.01,5188585911,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240849,292,1,1,28,24,aljua8crr0vkwit0j3m59jw9j,1,43.1,32.5,2024-09-01T12:29:21.955Z,2024-09-01T12:29:23Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5188585943,56,Right,5188585951,213,5.59,5188585949,212,25.4,5188585945,140,61.7,5188585947,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240861,293,1,1,28,24,aljua8crr0vkwit0j3m59jw9j,1,61.7,8.6,2024-09-01T12:29:22.836Z,2024-09-01T12:29:24Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5188586019,141,26.2,5188586017,140,67.7,5188586015,56,Center,5188586023,213,1.09,5188586021,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240901,294,1,1,28,26,aljua8crr0vkwit0j3m59jw9j,1,67.7,26.2,2024-09-01T12:29:23.924Z,2024-09-01T12:29:28Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5188586251,212,18.5,5188586253,213,5.82,5188586249,141,14.0,5188586247,140,83.5,5188586245,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241239,255,45,1,28,28,cftj6g399tknheudaxsdpfdgb,0,18.3,86.1,2024-09-01T12:29:26.221Z,2024-09-01T13:01:08Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5188587973,285,,5188588171,233,297,5188587971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241201,297,3,1,28,28,aljua8crr0vkwit0j3m59jw9j,1,81.7,13.9,2024-09-01T12:29:26.221Z,2024-09-01T13:01:08Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5188587781,286,,5188587779,56,Right,5188588149,233,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240905,295,3,1,28,29,aljua8crr0vkwit0j3m59jw9j,0,87.2,15.8,2024-09-01T12:29:27.052Z,2024-09-01T12:29:33Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5188586259,56,Right,5188586261,286,,5188586419,233,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240927,252,7,1,28,29,cftj6g399tknheudaxsdpfdgb,1,12.8,84.2,2024-09-01T12:29:27.053Z,2024-09-01T12:29:34Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5188586407,233,295,5188586359,167,,5188586363,56,Back,5188586367,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241205,298,61,1,28,30,aljua8crr0vkwit0j3m59jw9j,1,69.8,18.8,2024-09-01T12:29:28.705Z,2024-09-01T13:05:09Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5188587809,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241147,254,61,1,28,31,cftj6g399tknheudaxsdpfdgb,1,8.1,81.5,2024-09-01T12:29:29.644Z,2024-09-01T13:05:06Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5188587497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240933,253,6,1,28,32,cftj6g399tknheudaxsdpfdgb,0,11.4,83.0,2024-09-01T12:29:29.956Z,2024-09-01T13:01:16Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5188586487,73,,5188586483,56,Back,5188586545,233,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716240913,296,6,1,28,32,aljua8crr0vkwit0j3m59jw9j,1,88.6,17.0,2024-09-01T12:29:29.956Z,2024-09-01T13:01:16Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5188586501,233,253,5188586337,56,Right,5188586339,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241295,299,1,1,29,10,aljua8crr0vkwit0j3m59jw9j,0,99.4,0.5,2024-09-01T12:30:08.052Z,2024-09-01T12:30:10Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5188588335,212,34.4,5188588337,213,1.69,5188588327,223,,5188588325,155,,5188588331,140,95.4,5188588333,141,50.7,5188588323,6,,5188588321,2,,5188588339,1,,5188588329,56,,,,,Center,,,,,,,,,,,,,,,,,,,,
2716241321,300,13,1,29,13,aljua8crr0vkwit0j3m59jw9j,1,91.2,60.5,2024-09-01T12:30:11.411Z,2024-09-01T12:32:12Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5188588507,56,Center,5188594915,20,,5188595367,146,94.9,5188595363,328,,5188595373,231,52.5,5188588505,17,,5188595349,84,,5188594921,153,,5188595353,102,40.8,5188595365,458,5188595361,108,5188595357,103,,,16.7,5188595371,230,99.8,5188594913,25,5188595369,147,46.2,,,,,,,,,,
2716241309,256,12,1,29,14,cftj6g399tknheudaxsdpfdgb,1,1.9,50.0,2024-09-01T12:30:12.221Z,2024-09-01T12:30:13Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5188588455,213,5.60,5188588459,15,,5188588447,56,Back,5188588449,140,9.6,5188588453,212,10.4,5188588451,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242141,310,61,1,29,17,aljua8crr0vkwit0j3m59jw9j,0,91.5,54.2,2024-09-01T12:30:14.981Z,2024-09-01T12:31:59Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5188593911,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241331,301,43,1,29,17,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-09-01T12:30:15.156Z,2024-09-01T12:31:52Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5188588577,140,92.2,5188588575,56,Center,5188594069,144,1,5188588573,3,0,5188588583,213,4.94,5188588581,212,6.6,5188588579,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716242369,269,61,1,29,17,cftj6g399tknheudaxsdpfdgb,1,3.4,54.0,2024-09-01T12:30:15.357Z,2024-09-01T12:32:01Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5188593675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716241347,257,12,1,29,18,cftj6g399tknheudaxsdpfdgb,1,4.5,50.7,2024-09-01T12:30:16.189Z,2024-09-01T12:30:17Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5188588641,15,,5188588633,140,6.2,5188588629,56,Back,5188588635,141,76.7,5188588637,212,17.8,5188588639,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
