id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2804913895,122,1,1,8,24,77tfx9me4aaqhzv78bmgsy9bg,0,31.0,88.9,2025-04-22T17:10:17.362Z,2025-04-22T17:10:23Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5672829159,141,86.0,5672829161,212,4.0,5672829157,140,34.3,5672829155,56,Back,5672829163,213,5.77,5672829153,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804913899,123,4,1,8,25,77tfx9me4aaqhzv78bmgsy9bg,1,36.7,84.8,2025-04-22T17:10:18.838Z,2025-04-22T17:38:40Z,,,,,5672829205,56,Back,5672829203,10,,5672829265,233,50,5672829209,286,,5672829207,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804913889,50,4,1,8,25,59as3grjvj19voay31j3yfgni,0,63.3,15.2,2025-04-22T17:10:18.839Z,2025-04-22T17:38:40Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5672829251,285,,5672829247,56,Right,5672829279,233,123,5672829245,10,,5672829249,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804913949,124,1,1,8,34,77tfx9me4aaqhzv78bmgsy9bg,1,45.9,80.0,2025-04-22T17:10:27.199Z,2025-04-22T17:10:28Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672829497,212,29.8,5672829491,56,Back,5672829499,213,4.18,5672829487,5,,5672829489,152,,5672829493,140,31.4,5672829495,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804913951,125,1,1,8,35,77tfx9me4aaqhzv78bmgsy9bg,1,31.4,42.4,2025-04-22T17:10:28.402Z,2025-04-22T17:10:29Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5672829511,213,6.14,5672829509,212,10.3,5672829507,141,40.3,5672829503,56,Back,5672829505,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804913955,126,1,1,8,36,77tfx9me4aaqhzv78bmgsy9bg,1,41.7,39.9,2025-04-22T17:10:29.183Z,2025-04-22T17:11:02Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5672829531,141,12.1,5672829527,56,Back,5672829535,213,4.71,5672829533,212,18.9,5672829529,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804913959,127,43,1,8,37,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-04-22T17:10:30.058Z,2025-04-22T17:10:32Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5672829587,144,5,5672829545,347,0,5672829543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804913989,128,1,1,8,40,77tfx9me4aaqhzv78bmgsy9bg,1,40.6,12.0,2025-04-22T17:10:33.417Z,2025-04-22T17:10:35Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5672829727,212,8.3,5672829723,140,36.2,5672829721,56,Back,5672829725,141,22.2,5672829729,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804913991,129,1,1,8,42,77tfx9me4aaqhzv78bmgsy9bg,1,34.5,23.7,2025-04-22T17:10:35.745Z,2025-04-22T17:10:36Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5672829747,212,19.8,5672829741,56,Back,5672829749,213,1.16,5672829743,140,42.1,5672829745,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914009,130,1,1,8,43,77tfx9me4aaqhzv78bmgsy9bg,1,42.1,50.4,2025-04-22T17:10:36.542Z,2025-04-22T17:10:38Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5672829841,140,36.8,5672829847,213,4.30,5672829845,212,13.8,5672829843,141,31.9,5672829839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914015,131,1,1,8,45,77tfx9me4aaqhzv78bmgsy9bg,1,34.6,30.6,2025-04-22T17:10:38.323Z,2025-04-22T17:10:39Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5672829887,56,Back,5672829893,212,9.6,5672829891,141,25.0,5672829889,140,43.0,5672829895,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914033,132,1,1,8,46,77tfx9me4aaqhzv78bmgsy9bg,1,43.0,24.3,2025-04-22T17:10:39.573Z,2025-04-22T17:10:41Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5672829971,56,Back,5672829979,213,3.43,5672829977,212,14.8,5672829973,140,29.5,5672829975,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914071,133,1,1,8,48,77tfx9me4aaqhzv78bmgsy9bg,1,29.5,18.2,2025-04-22T17:10:41.542Z,2025-04-22T17:10:47Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5672830229,212,13.1,5672830227,141,3.7,5672830223,56,Back,5672830225,140,37.7,5672830231,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914125,134,1,1,8,54,77tfx9me4aaqhzv78bmgsy9bg,1,34.3,8.3,2025-04-22T17:10:47.807Z,2025-04-22T17:10:54Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5672830517,56,Back,5672830525,213,0.54,5672830519,140,46.6,5672830523,212,15.1,5672830521,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914131,135,4,1,9,0,77tfx9me4aaqhzv78bmgsy9bg,1,57.3,22.0,2025-04-22T17:10:53.916Z,2025-04-22T17:38:41Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5672830593,265,,5672830589,152,,5672830581,13,,5672830585,56,Center,5672830677,233,51,5672830597,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914133,51,4,1,9,0,59as3grjvj19voay31j3yfgni,0,42.7,78.0,2025-04-22T17:10:53.917Z,2025-04-22T17:38:41Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5672830667,13,,5672830695,233,135,5672830671,152,,5672830673,265,,5672830675,285,,5672830669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914295,136,1,1,9,19,77tfx9me4aaqhzv78bmgsy9bg,1,61.1,32.5,2025-04-22T17:11:12.915Z,2025-04-22T17:11:34Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5672831513,5,,5672831521,141,24.9,5672831515,152,,5672832451,189,,5672831523,212,5.9,5672831525,213,4.20,5672831519,140,58.3,5672831517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914311,137,1,1,9,21,77tfx9me4aaqhzv78bmgsy9bg,1,58.3,24.9,2025-04-22T17:11:14.118Z,2025-04-22T23:07:59Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5672831607,140,47.5,5672831611,212,19.8,5672831613,213,2.18,5672831605,56,Back,5672831609,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914315,138,1,1,9,22,77tfx9me4aaqhzv78bmgsy9bg,1,47.5,48.7,2025-04-22T17:11:15.103Z,2025-04-22T23:08:00Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5672831651,213,6.16,5672831643,56,Center,5672831645,140,57.1,5672831647,141,46.9,5672831649,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914341,139,1,1,9,23,77tfx9me4aaqhzv78bmgsy9bg,1,57.1,46.9,2025-04-22T17:11:16.759Z,2025-04-22T17:11:19Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5672831785,141,75.6,5672831789,213,1.47,5672831781,140,58.9,5672831777,56,Center,5672831787,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914365,140,1,1,9,26,77tfx9me4aaqhzv78bmgsy9bg,1,66.5,63.3,2025-04-22T17:11:19.399Z,2025-04-22T17:11:22Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5672831931,140,65.2,5672831937,213,4.61,5672831933,141,43.0,5672831935,212,13.9,5672831929,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914395,141,1,1,9,29,77tfx9me4aaqhzv78bmgsy9bg,1,63.8,40.1,2025-04-22T17:11:22.243Z,2025-04-22T17:11:25Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5672832055,141,17.1,5672832053,140,97.5,5672832059,213,5.87,5672832061,1,,5672832051,56,Right,5672832057,212,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914403,142,1,1,9,32,77tfx9me4aaqhzv78bmgsy9bg,0,98.7,14.3,2025-04-22T17:11:25.727Z,2025-04-22T23:08:12Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5672832099,56,Center,5673505291,20,,5672832107,213,1.89,5672832101,140,95.4,5672832095,2,,5673505289,224,,5672832103,141,29.5,5672832105,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914407,52,8,1,9,33,59as3grjvj19voay31j3yfgni,1,2.5,73.2,2025-04-22T17:11:26.687Z,2025-04-22T23:08:19Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5673505473,385,,5672832135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914417,53,6,1,9,34,59as3grjvj19voay31j3yfgni,0,2.0,72.0,2025-04-22T17:11:27.571Z,2025-04-23T00:23:39Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5672832249,233,143,5672832189,56,Back,5672832193,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914415,143,6,1,9,34,77tfx9me4aaqhzv78bmgsy9bg,1,98.0,28.0,2025-04-22T17:11:27.571Z,2025-04-23T00:23:38Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5672832201,56,Center,5672832203,75,,5672832217,233,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914545,144,1,1,9,38,77tfx9me4aaqhzv78bmgsy9bg,1,99.4,0.5,2025-04-22T17:11:31.721Z,2025-04-22T17:57:33Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5672832855,6,,5672832865,213,2.29,5672832863,212,12.5,5672832857,56,Right,5672833859,189,,5672832859,140,91.6,5672832861,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804935829,579,43,1,9,40,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-04-22T17:11:32.931Z,2025-04-22T17:57:28Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5672953579,144,61,5672953533,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804935885,580,61,1,9,40,77tfx9me4aaqhzv78bmgsy9bg,1,87.2,18.2,2025-04-22T17:11:32.931Z,2025-04-22T17:57:32Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5672953823,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914549,145,15,1,9,49,77tfx9me4aaqhzv78bmgsy9bg,1,76.2,25.2,2025-04-22T17:11:42.783Z,2025-04-22T23:08:51Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672833187,102,51.9,5672833193,458,,5672833189,103,3.2,5672833207,233,54,5672833197,147,46.6,5672833191,215,,5673506619,76,,5672833015,72,,5672832879,18,,5672832881,56,Center,5672833195,146,97.7,5672836611,25,,,,,,,,,,,,,,,,,,,,,,,,
2804914547,54,10,1,9,49,59as3grjvj19voay31j3yfgni,1,1.4,50.9,2025-04-22T17:11:42.883Z,2025-04-22T23:09:07Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5672832873,182,,5672833239,233,145,5673507155,180,,5672832875,56,Back,5672833075,177,,5673507157,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914555,55,52,1,9,50,59as3grjvj19voay31j3yfgni,1,1.4,50.9,2025-04-22T17:11:43.522Z,2025-04-22T23:09:09Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5673507261,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914601,56,1,1,9,56,59as3grjvj19voay31j3yfgni,1,8.4,45.4,2025-04-22T17:11:49.194Z,2025-04-22T17:11:52Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5672833255,212,12.7,5672833253,141,27.7,5672833247,123,,5672833249,56,Back,5672833251,140,12.2,5672833257,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914603,57,1,1,9,58,59as3grjvj19voay31j3yfgni,1,12.2,27.7,2025-04-22T17:11:51.673Z,2025-04-22T17:11:52Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5672833263,140,21.1,5672833265,141,14.7,5672833261,56,Back,5672833269,213,5.53,5672833267,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914617,58,1,1,9,59,59as3grjvj19voay31j3yfgni,1,21.1,14.7,2025-04-22T17:11:52.591Z,2025-04-22T17:11:54Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5672833355,56,Back,5672833359,141,2.9,5672833361,212,13.4,5672833363,213,5.64,5672833357,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914643,59,1,1,10,1,59as3grjvj19voay31j3yfgni,1,31.3,2.9,2025-04-22T17:11:54.266Z,2025-04-22T17:11:57Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5672833537,141,25.5,5672833539,212,18.4,5672833541,213,2.16,5672833535,140,21.6,5672833533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914681,60,1,1,10,4,59as3grjvj19voay31j3yfgni,1,21.6,25.5,2025-04-22T17:11:57.258Z,2025-04-22T17:12:01Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5672833741,141,70.6,5672833733,56,Back,5672833743,212,30.7,5672833737,140,22.4,5672833745,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914707,61,1,1,10,8,59as3grjvj19voay31j3yfgni,1,22.4,70.6,2025-04-22T17:12:01.146Z,2025-04-22T17:12:04Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5672833873,212,17.4,5672833863,56,Back,5672833871,141,87.7,5672833877,213,0.73,5672833867,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914725,62,1,1,10,10,59as3grjvj19voay31j3yfgni,0,34.7,87.7,2025-04-22T17:12:03.883Z,2025-04-22T17:12:06Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5672834007,213,5.90,5672834009,1,,5672834001,140,68.5,5672833999,56,Center,5672834005,212,38.3,5672833997,155,,5672834003,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914747,146,1,1,10,13,77tfx9me4aaqhzv78bmgsy9bg,1,26.8,25.5,2025-04-22T17:12:06.876Z,2025-04-22T17:12:09Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5672834107,140,36.5,5672834109,141,7.6,5672834111,212,15.9,5672834105,56,Back,5672834113,213,5.41,5672834103,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914763,148,1,1,10,16,77tfx9me4aaqhzv78bmgsy9bg,1,37.5,9.1,2025-04-22T17:12:09.876Z,2025-04-22T17:12:12Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5672834191,212,4.2,5672834193,213,4.09,5672834185,56,Back,5672834189,141,4.1,5672834187,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914785,149,1,1,10,19,77tfx9me4aaqhzv78bmgsy9bg,1,31.1,6.5,2025-04-22T17:12:12.017Z,2025-04-22T17:12:14Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5672834339,140,21.3,5672834345,213,2.12,5672834341,141,31.2,5672834343,212,19.7,5672834337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914821,150,1,1,10,21,77tfx9me4aaqhzv78bmgsy9bg,1,21.3,31.6,2025-04-22T17:12:14.829Z,2025-04-22T17:12:20Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5672834539,140,28.3,5672834537,56,Back,5672834543,212,32.9,5672834545,213,1.35,5672834547,1,,5672834541,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914843,151,1,1,10,27,77tfx9me4aaqhzv78bmgsy9bg,1,45.4,87.5,2025-04-22T17:12:20.157Z,2025-04-22T17:12:22Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5672834667,140,38.7,5672834671,141,78.7,5672834679,213,3.85,5672834663,56,Back,5672834675,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914855,152,1,1,10,29,77tfx9me4aaqhzv78bmgsy9bg,1,38.6,78.4,2025-04-22T17:12:22.500Z,2025-04-22T17:12:23Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672834741,140,48.2,5672834747,213,5.73,5672834743,141,69.3,5672834745,212,11.8,5672834739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914869,153,1,1,10,30,77tfx9me4aaqhzv78bmgsy9bg,1,47.8,69.3,2025-04-22T17:12:23.829Z,2025-04-22T17:12:25Z,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,5672834823,140,36.9,5672834821,56,Back,5672834825,141,78.4,5672834829,213,2.65,5672834827,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914889,154,1,1,10,32,77tfx9me4aaqhzv78bmgsy9bg,1,36.9,78.4,2025-04-22T17:12:25.047Z,2025-04-22T17:12:28Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672834939,140,56.6,5672834945,213,0.39,5672834943,212,22.4,5672834941,141,90.9,5672834937,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914899,155,1,1,10,35,77tfx9me4aaqhzv78bmgsy9bg,0,56.2,91.5,2025-04-22T17:12:27.969Z,2025-04-22T17:12:30Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5672835005,212,28.2,5672835003,141,88.0,5672835001,140,83.0,5672834999,56,Left,5672835007,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914937,64,1,1,10,39,59as3grjvj19voay31j3yfgni,1,7.9,5.9,2025-04-22T17:12:31.995Z,2025-04-22T17:12:34Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5672835211,56,Back,5672835219,213,1.85,5672835217,212,18.7,5672835213,140,3.0,5672835215,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914979,65,1,1,10,41,59as3grjvj19voay31j3yfgni,0,2.8,31.8,2025-04-22T17:12:34.667Z,2025-04-22T17:12:39Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5672835437,212,35.8,5672835439,213,0.15,5672835431,56,Back,5672835441,1,,5672835429,157,,5672835435,141,39.7,5672835433,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915005,156,4,1,10,48,77tfx9me4aaqhzv78bmgsy9bg,1,63.2,61.6,2025-04-22T17:12:40.938Z,2025-04-22T17:38:41Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5672835697,13,,5672835705,152,,5672835701,294,,5672835703,56,Center,5672835713,233,66,5672835707,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804914999,66,4,1,10,48,59as3grjvj19voay31j3yfgni,0,36.8,38.4,2025-04-22T17:12:40.939Z,2025-04-22T17:12:50Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5672835725,233,156,5672835535,152,,5672835539,285,,5672835533,56,Back,5672835531,13,,5672835681,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915221,157,1,1,11,13,77tfx9me4aaqhzv78bmgsy9bg,1,67.9,57.8,2025-04-22T17:13:06.702Z,2025-04-22T17:13:07Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5672836805,141,45.2,5672836803,140,53.9,5672836799,152,,5672836809,213,3.67,5672836801,56,Center,5672836797,5,,5672836807,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915227,158,1,1,11,14,77tfx9me4aaqhzv78bmgsy9bg,1,53.8,45.2,2025-04-22T17:13:07.655Z,2025-04-22T17:13:08Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5672836839,141,25.2,5672836835,56,Center,5672836843,213,5.05,5672836841,212,14.4,5672836837,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915275,159,1,1,11,15,77tfx9me4aaqhzv78bmgsy9bg,1,58.3,25.2,2025-04-22T17:13:08.311Z,2025-04-22T17:13:12Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5672837165,141,41.5,5672837161,140,45.7,5672837169,213,2.44,5672837157,56,Back,5672837167,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915309,160,1,1,11,19,77tfx9me4aaqhzv78bmgsy9bg,0,46.6,41.5,2025-04-22T17:13:12.139Z,2025-04-22T17:13:15Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5672837377,213,0.19,5672837367,155,,5672837379,1,,5672837369,56,Center,5672837371,140,81.5,5672837375,212,37.3,5672837373,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915327,67,8,1,11,22,59as3grjvj19voay31j3yfgni,1,17.5,49.0,2025-04-22T17:13:15.237Z,2025-04-22T23:10:18Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5672837467,15,,5673509305,384,,5672837431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915345,68,52,1,11,23,59as3grjvj19voay31j3yfgni,1,8.0,45.2,2025-04-22T17:13:16.556Z,2025-04-22T23:10:20Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5673509405,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915387,69,1,1,11,25,59as3grjvj19voay31j3yfgni,1,8.0,45.2,2025-04-22T17:13:18.781Z,2025-04-22T17:13:23Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5672837837,140,22.4,5672837843,213,5.24,5672837861,189,,5672837839,141,6.8,5672837841,212,30.2,5672837833,123,,5672837835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915403,70,1,1,11,31,59as3grjvj19voay31j3yfgni,0,22.3,6.1,2025-04-22T17:13:24.252Z,2025-04-22T17:13:24Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5672837919,213,0.03,5672837909,157,,5672837911,56,Right,5672837917,212,46.6,5672837915,141,8.0,5672837921,1,,5672837913,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915415,161,1,1,11,32,77tfx9me4aaqhzv78bmgsy9bg,1,27.5,81.4,2025-04-22T17:13:25.092Z,2025-04-22T17:13:26Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5672837997,140,41.2,5672838001,212,14.5,5672837999,141,83.8,5672838003,213,0.11,5672837995,56,Back,5672837993,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915425,162,1,1,11,33,77tfx9me4aaqhzv78bmgsy9bg,1,41.2,83.8,2025-04-22T17:13:26.857Z,2025-04-22T17:13:28Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5672838069,212,8.5,5672838071,213,0.94,5672838067,141,93.9,5672838065,140,46.0,5672838063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915417,71,43,1,11,34,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-22T17:13:27.661Z,2025-04-22T17:13:31Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5672838165,144,83,5672838163,399,4cubrfqgrc5ivbd6fdj3k3zf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804915433,163,1,1,11,35,77tfx9me4aaqhzv78bmgsy9bg,1,45.9,95.0,2025-04-22T17:13:28.576Z,2025-04-22T17:13:29Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5672838125,141,95.9,5672838129,213,3.10,5672838123,140,30.5,5672838121,56,Back,5672838127,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
