id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2784796657,143,4,1,23,14,c165yjiny1qnmfdvefxvflnkc,1,24.5,74.2,2025-03-07T18:23:22.833Z,2025-03-07T18:53:45Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5562432363,265,,5562432397,233,315,5562432351,13,,5562432355,56,Back,5562432367,285,,5562432361,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796659,315,4,1,23,14,77tfx9me4aaqhzv78bmgsy9bg,0,75.5,25.8,2025-03-07T18:23:22.834Z,2025-03-07T18:53:45Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5562432389,56,Center,5562432391,152,,5562432403,233,143,5562432393,265,,5562432395,286,,5562432387,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796693,144,1,1,23,16,c165yjiny1qnmfdvefxvflnkc,1,24.3,72.0,2025-03-07T18:23:24.833Z,2025-03-07T18:23:29Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5562432557,1,,5562432541,5,,5562432551,141,31.9,5562432547,56,Center,5562432553,212,43.0,5562432543,155,,5562432549,140,56.0,5562432545,152,,5562432555,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796695,145,61,1,23,19,c165yjiny1qnmfdvefxvflnkc,0,55.8,29.2,2025-03-07T18:23:27.601Z,2025-03-07T21:04:17Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5562432561,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796725,317,1,1,23,22,77tfx9me4aaqhzv78bmgsy9bg,1,34.6,75.3,2025-03-07T18:23:29.999Z,2025-03-07T18:23:34Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5562432707,212,27.2,5562432701,56,Back,5562432703,140,9.9,5562432709,213,3.45,5562432705,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796791,318,1,1,23,26,77tfx9me4aaqhzv78bmgsy9bg,1,10.3,59.6,2025-03-07T18:23:34.030Z,2025-03-07T18:23:45Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5562433103,56,Back,5562433107,141,37.7,5562433111,213,5.08,5562433109,212,16.0,5562433105,140,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796831,319,1,1,23,34,77tfx9me4aaqhzv78bmgsy9bg,1,22.2,33.3,2025-03-07T18:23:42.371Z,2025-03-07T21:04:40Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5562433333,212,8.8,5562433335,213,0.67,5562433329,140,28.8,5562433331,141,41.3,5563373121,189,,5562433327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784968927,1043,61,1,23,35,77tfx9me4aaqhzv78bmgsy9bg,1,29.7,45.0,2025-03-07T18:23:42.908Z,2025-03-07T21:04:46Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5563374195,56,Back,5563374347,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796871,320,1,1,23,42,77tfx9me4aaqhzv78bmgsy9bg,1,37.7,14.0,2025-03-07T18:23:50.402Z,2025-03-07T21:04:46Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5562433563,212,16.9,5562433559,140,30.6,5562433561,141,36.3,5562433557,56,Back,5562433565,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796887,321,1,1,23,48,77tfx9me4aaqhzv78bmgsy9bg,0,42.2,33.1,2025-03-07T18:23:56.557Z,2025-03-07T18:23:59Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5562433665,56,Center,5562433673,213,0.34,5562433669,141,58.7,5562433675,1,,5562433663,155,,5562433671,212,51.5,5562433667,140,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796989,146,12,1,23,51,c165yjiny1qnmfdvefxvflnkc,1,14.1,34.4,2025-03-07T18:23:59.080Z,2025-03-07T21:05:01Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5562434349,140,34.6,5562434355,212,22.9,5562434357,213,5.93,5562434351,141,22.9,5562434347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796927,322,1,1,23,55,77tfx9me4aaqhzv78bmgsy9bg,1,61.9,78.4,2025-03-07T18:24:03.400Z,2025-03-07T18:24:05Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5562433879,56,Center,5562433881,140,72.1,5562433887,213,6.13,5562433885,212,10.8,5562433883,141,76.0,5562433877,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796929,323,1,1,23,57,77tfx9me4aaqhzv78bmgsy9bg,1,70.1,74.5,2025-03-07T18:24:05.212Z,2025-03-07T18:24:06Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5562433995,212,9.6,5562433993,141,60.8,5562433989,56,Center,5562433997,213,4.94,5562433991,140,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796947,324,1,1,23,58,77tfx9me4aaqhzv78bmgsy9bg,1,70.3,61.8,2025-03-07T18:24:06.743Z,2025-03-07T18:24:08Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5562434085,212,8.6,5562434083,141,59.3,5562434079,56,Center,5562434081,140,62.3,5562434087,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796955,325,1,1,24,0,77tfx9me4aaqhzv78bmgsy9bg,1,63.5,56.1,2025-03-07T18:24:08.571Z,2025-03-07T18:24:11Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5562434145,213,4.88,5562434137,56,Center,5562434141,141,27.1,5562434139,140,66.7,5562434143,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796983,326,1,1,24,3,77tfx9me4aaqhzv78bmgsy9bg,1,67.4,26.7,2025-03-07T18:24:11.336Z,2025-03-07T18:24:19Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5562434329,212,20.0,5562434325,140,82.8,5562434323,56,Right,5562434327,141,9.5,5562434331,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796993,327,1,1,24,10,77tfx9me4aaqhzv78bmgsy9bg,0,75.9,23.7,2025-03-07T18:24:17.975Z,2025-03-07T21:05:17Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5562434371,155,,5562434383,1,,5562434377,141,68.1,5562434381,213,1.06,5562434373,56,Center,5562434379,212,34.7,5562434375,140,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784796997,147,12,1,24,11,c165yjiny1qnmfdvefxvflnkc,1,7.3,31.9,2025-03-07T18:24:19.585Z,2025-03-07T18:24:25Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5562434409,212,12.7,5562434403,140,14.2,5562434407,141,16.6,5562434411,213,5.32,5562434401,56,Back,5562434413,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797015,328,1,1,24,15,77tfx9me4aaqhzv78bmgsy9bg,0,89.8,75.6,2025-03-07T18:24:23.781Z,2025-03-07T21:05:25Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5562434507,233,148,5562434511,286,,5562434497,140,90.2,5562434491,2,,5562434501,212,1.2,5562434503,213,5.06,5563376655,72,,5563376653,224,,5562434505,236,,5562434499,141,73.9,5562434495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797011,148,12,1,24,15,c165yjiny1qnmfdvefxvflnkc,1,9.8,22.7,2025-03-07T18:24:23.881Z,2025-03-07T21:17:44Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5562434475,185,,5562434515,233,328,5562434477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797047,150,1,1,24,22,c165yjiny1qnmfdvefxvflnkc,1,28.0,5.6,2025-03-07T18:24:30.033Z,2025-03-07T18:24:32Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5562434641,56,Back,5562434653,213,0.98,5562434651,212,7.1,5562434649,141,14.3,5562434645,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797057,151,1,1,24,24,c165yjiny1qnmfdvefxvflnkc,1,31.3,12.2,2025-03-07T18:24:31.969Z,2025-03-07T18:24:33Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5562434711,56,Back,5562434713,140,25.1,5562434717,212,12.0,5562434719,213,2.14,5562434715,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797069,152,1,1,24,25,c165yjiny1qnmfdvefxvflnkc,1,25.9,28.6,2025-03-07T18:24:33.521Z,2025-03-07T18:24:35Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5562434787,141,36.5,5562434783,56,Back,5562434785,140,34.9,5562434789,212,10.9,5562434791,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797075,153,1,1,24,27,c165yjiny1qnmfdvefxvflnkc,1,30.9,32.6,2025-03-07T18:24:35.297Z,2025-03-07T18:24:37Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5562434823,141,19.4,5562434819,56,Back,5562434827,213,4.69,5562434821,140,30.7,5562434825,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797109,154,1,1,24,29,c165yjiny1qnmfdvefxvflnkc,1,34.2,25.6,2025-03-07T18:24:36.913Z,2025-03-07T18:24:44Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5562435049,212,14.4,5562435045,140,25.2,5562435043,56,Back,5562435047,141,41.5,5562435051,213,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797133,155,1,1,24,36,c165yjiny1qnmfdvefxvflnkc,1,34.7,44.3,2025-03-07T18:24:44.192Z,2025-03-07T18:24:46Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5562435147,141,10.1,5562435151,213,4.74,5562435143,56,Back,5562435145,140,35.4,5562435149,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797157,156,1,1,24,38,c165yjiny1qnmfdvefxvflnkc,1,35.4,10.1,2025-03-07T18:24:46.417Z,2025-03-07T18:24:52Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5562435299,212,19.0,5562435295,140,27.6,5562435293,56,Back,5562435301,213,2.02,5562435297,141,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797169,157,1,1,24,44,c165yjiny1qnmfdvefxvflnkc,1,29.6,47.0,2025-03-07T18:24:52.033Z,2025-03-07T18:24:53Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5562435369,141,82.4,5562435373,213,1.70,5562435365,56,Back,5562435371,212,24.3,5562435367,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797173,158,1,1,24,45,c165yjiny1qnmfdvefxvflnkc,1,26.7,82.4,2025-03-07T18:24:53.473Z,2025-03-07T18:24:55Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5562435421,212,15.7,5562435423,213,0.60,5562435415,56,Back,5562435419,141,95.4,5562435417,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797189,159,1,1,24,47,c165yjiny1qnmfdvefxvflnkc,1,39.1,95.4,2025-03-07T18:24:55.313Z,2025-03-07T18:25:00Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5562435503,56,Back,5562435511,213,4.68,5562435507,141,79.7,5562435509,212,10.7,5562435505,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797203,160,1,1,24,51,c165yjiny1qnmfdvefxvflnkc,1,39.1,71.7,2025-03-07T18:24:59.889Z,2025-03-07T18:25:04Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5562435605,141,14.9,5562435609,213,4.78,5562435603,140,41.5,5562435607,212,38.7,5562435611,1,,5562435601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797211,161,1,1,24,56,c165yjiny1qnmfdvefxvflnkc,1,45.3,8.6,2025-03-07T18:25:04.769Z,2025-03-07T18:25:07Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5562435667,56,Right,5562435675,213,6.09,5562435671,141,3.4,5562435669,140,62.1,5562435673,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797219,162,1,1,24,59,c165yjiny1qnmfdvefxvflnkc,0,62.9,9.5,2025-03-07T18:25:07.425Z,2025-03-07T18:25:08Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5562435697,140,71.0,5562435703,213,0.73,5562435701,212,11.5,5562435695,56,Right,5562435699,141,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797231,329,1,1,25,0,77tfx9me4aaqhzv78bmgsy9bg,0,29.7,73.3,2025-03-07T18:25:08.382Z,2025-03-07T21:06:06Z,179f3j88wnmze82aicikkez9,E. Marxen,,,5562435739,141,74.1,5562435735,56,Back,5562435741,212,10.3,5562435743,213,0.05,5562435737,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797227,163,8,1,25,1,c165yjiny1qnmfdvefxvflnkc,1,64.0,18.4,2025-03-07T18:25:09.288Z,2025-03-07T21:06:09Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5563378653,383,,5562435729,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797415,330,43,1,25,2,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-03-07T18:25:10.153Z,2025-03-07T18:26:13Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5562436737,56,Back,5562438143,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797269,164,1,1,25,3,c165yjiny1qnmfdvefxvflnkc,1,68.0,25.4,2025-03-07T18:25:11.601Z,2025-03-07T18:25:15Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5562435929,212,13.5,5562435925,140,56.6,5562435923,56,Center,5562435927,141,34.6,5562435931,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797295,165,1,1,25,7,c165yjiny1qnmfdvefxvflnkc,1,60.3,33.1,2025-03-07T18:25:15.329Z,2025-03-07T18:25:19Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5562436093,141,19.6,5562436097,213,5.39,5562436091,140,67.3,5562436089,56,Right,5562436095,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797307,166,1,1,25,11,c165yjiny1qnmfdvefxvflnkc,1,67.8,23.6,2025-03-07T18:25:19.649Z,2025-03-07T18:25:22Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5562436153,56,Center,5562436161,213,3.23,5562436159,212,11.4,5562436155,140,57.0,5562436157,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797321,167,1,1,25,14,c165yjiny1qnmfdvefxvflnkc,1,61.2,21.8,2025-03-07T18:25:22.097Z,2025-03-07T18:25:24Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5562436249,141,37.1,5562436245,56,Center,5562436247,140,58.0,5562436251,212,10.9,5562436253,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797343,168,1,1,25,16,c165yjiny1qnmfdvefxvflnkc,1,66.1,52.8,2025-03-07T18:25:24.818Z,2025-03-07T18:25:28Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5562436381,141,87.8,5562436379,140,68.7,5562436383,212,24.0,5562436377,56,Left,5562436385,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797379,169,1,1,25,20,c165yjiny1qnmfdvefxvflnkc,1,68.4,87.8,2025-03-07T18:25:28.721Z,2025-03-07T18:25:33Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5562436569,140,56.0,5562436573,212,18.7,5562436571,141,68.0,5562436567,56,Center,5562436575,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797387,170,1,1,25,25,c165yjiny1qnmfdvefxvflnkc,1,44.8,40.9,2025-03-07T18:25:33.793Z,2025-03-07T18:25:36Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5562436609,140,46.8,5562436615,213,4.86,5562436613,212,14.6,5562436611,141,19.6,5562436607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797397,171,1,1,25,28,c165yjiny1qnmfdvefxvflnkc,1,46.9,16.9,2025-03-07T18:25:36.512Z,2025-03-07T18:25:38Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5562436657,140,57.7,5562436663,213,5.72,5562436659,141,6.4,5562436655,56,Right,5562436661,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797407,172,1,1,25,30,c165yjiny1qnmfdvefxvflnkc,1,57.7,6.4,2025-03-07T18:25:38.304Z,2025-03-07T18:25:39Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5562436701,212,13.0,5562436699,141,7.1,5562436695,56,Back,5562436703,213,3.11,5562436697,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797419,173,1,1,25,31,c165yjiny1qnmfdvefxvflnkc,1,45.0,8.9,2025-03-07T18:25:39.265Z,2025-03-07T18:25:41Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5562436763,141,28.0,5562436759,56,Back,5562436767,213,2.16,5562436761,140,36.8,5562436765,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797425,174,1,1,25,33,c165yjiny1qnmfdvefxvflnkc,1,37.3,26.6,2025-03-07T18:25:41.281Z,2025-03-07T18:25:42Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5562436819,56,Back,5562436827,213,0.20,5562436823,141,29.0,5562436821,140,44.9,5562436825,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797431,175,1,1,25,34,c165yjiny1qnmfdvefxvflnkc,0,44.9,29.0,2025-03-07T18:25:42.432Z,2025-03-07T18:48:57Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5562436883,141,69.6,5562436885,212,31.3,5562436887,213,2.06,5562436881,140,30.8,5562513807,156,,5562436879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784800713,235,51,1,25,35,c165yjiny1qnmfdvefxvflnkc,1,27.0,32.8,2025-03-07T18:25:43.192Z,2025-03-07T18:49:13Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5562455809,169,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797447,332,15,1,25,39,77tfx9me4aaqhzv78bmgsy9bg,1,81.8,43.3,2025-03-07T18:25:47.559Z,2025-03-07T21:06:44Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5562437289,82,,5562437425,458,,5562437423,103,19,5562436997,22,,5562437427,146,83.2,5562439603,215,,5562437445,233,176,5562437421,102,53.1,5562437285,72,,5562437429,147,44.0,5562437417,76,,5562437433,231,5562436999,18,5562437001,56,5562455955,468,235,5562437431,230,,,,,,48.7,,Center,96.7,,,,,,
2784797457,176,10,1,25,39,c165yjiny1qnmfdvefxvflnkc,1,15.9,55.6,2025-03-07T18:25:47.659Z,2025-03-07T21:17:40Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5562437051,94,,5562437053,56,Back,5562437477,233,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797465,177,6,1,25,42,c165yjiny1qnmfdvefxvflnkc,0,16.0,59.7,2025-03-07T18:25:50.621Z,2025-03-07T21:06:48Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5562437161,233,333,5562437121,56,Back,5562437123,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797463,333,6,1,25,42,77tfx9me4aaqhzv78bmgsy9bg,1,84.0,40.3,2025-03-07T18:25:50.621Z,2025-03-07T18:25:53Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5562437127,56,Center,5562437137,233,177,5562437129,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797717,334,1,1,26,18,77tfx9me4aaqhzv78bmgsy9bg,0,99.5,99.5,2025-03-07T18:26:26.657Z,2025-03-07T21:07:00Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5562438569,56,Center,5562438579,1,,5563381479,72,,5562438571,140,95.1,5562438577,213,4.58,5562438567,224,,5562438561,2,,5562438665,233,178,5562438573,141,47.2,5562438565,155,,5562438563,6,,5562438575,212,,,,,,,,,,,,,,,35.9,,,,,,,,,
2784797731,178,11,1,26,22,c165yjiny1qnmfdvefxvflnkc,1,5.4,52.4,2025-03-07T18:26:30.337Z,2025-03-07T21:07:03Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5563381645,378,,5562438673,233,334,5562438657,56,Back,5562438659,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797793,179,1,1,26,28,c165yjiny1qnmfdvefxvflnkc,1,14.8,53.6,2025-03-07T18:26:36.784Z,2025-03-07T18:26:40Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5562439105,123,,5562439109,140,21.3,5562439115,213,1.18,5562439113,212,18.1,5562439111,141,78.2,5562439107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797815,180,1,1,26,32,c165yjiny1qnmfdvefxvflnkc,1,32.1,93.0,2025-03-07T18:26:40.512Z,2025-03-07T18:26:44Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5562439225,140,19.3,5562439229,212,21.5,5562439223,56,Back,5562439231,213,4.04,5562439227,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797827,181,1,1,26,36,c165yjiny1qnmfdvefxvflnkc,1,14.7,68.0,2025-03-07T18:26:43.936Z,2025-03-07T18:26:46Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5562439305,212,14.1,5562439301,140,9.7,5562439303,141,48.8,5562439299,56,Back,5562439307,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797851,182,1,1,26,38,c165yjiny1qnmfdvefxvflnkc,1,9.1,48.4,2025-03-07T18:26:46.257Z,2025-03-07T18:26:48Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5562439471,213,1.37,5562439467,141,74.3,5562439469,212,18.0,5562439465,140,12.5,5562439463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797869,183,1,1,26,40,c165yjiny1qnmfdvefxvflnkc,1,12.7,75.0,2025-03-07T18:26:48.577Z,2025-03-07T18:26:51Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5562439575,56,Back,5562439579,141,96.6,5562439581,212,16.4,5562439577,140,19.6,5562439583,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797875,184,1,1,26,43,c165yjiny1qnmfdvefxvflnkc,0,21.4,93.6,2025-03-07T18:26:51.696Z,2025-03-07T18:26:54Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5562439627,56,Back,5562439637,212,4.7,5562439683,233,335,5562439623,155,,5562439633,141,92.9,5562439679,236,,5562439629,140,25.9,5562439687,286,,5562439641,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797881,335,74,1,26,43,77tfx9me4aaqhzv78bmgsy9bg,1,76.4,5.4,2025-03-07T18:26:51.697Z,2025-03-07T18:53:51Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5562439665,285,,5562439663,56,Right,5562439689,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797895,336,61,1,26,48,77tfx9me4aaqhzv78bmgsy9bg,0,89.1,25.9,2025-03-07T18:26:55.902Z,2025-03-07T21:07:21Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5562439739,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784797905,185,52,1,26,50,c165yjiny1qnmfdvefxvflnkc,1,8.3,56.6,2025-03-07T18:26:58.281Z,2025-03-07T21:07:28Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5563383277,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
