id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2728781479,135,1,1,10,38,9qsmopgutr7ut5g6workk8w4i,1,77.9,96.3,2024-09-30T17:10:47.072Z,2024-09-30T17:10:48Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5257270397,212,8.9,5257270391,56,Left,5257270399,213,3.43,5257270393,140,69.8,5257270395,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781533,136,1,1,10,40,9qsmopgutr7ut5g6workk8w4i,1,70.7,94.4,2024-09-30T17:10:48.832Z,2024-09-30T17:10:54Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5257270745,141,74.2,5257270743,140,59.0,5257270741,56,Center,5257270749,213,3.98,5257270747,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781593,137,1,1,10,46,9qsmopgutr7ut5g6workk8w4i,1,61.4,69.0,2024-09-30T17:10:54.608Z,2024-09-30T17:10:58Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5257271071,212,14.9,5257271067,140,60.7,5257271065,56,Left,5257271073,213,1.62,5257271069,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781601,138,1,1,10,49,9qsmopgutr7ut5g6workk8w4i,0,70.7,82.2,2024-09-30T17:10:58.241Z,2024-09-30T20:36:37Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5257271119,212,25.8,5258068169,72,,5257271121,213,5.41,5258068165,224,,5257271115,140,86.6,5257271113,56,Center,5257271111,155,,5257271109,2,,5257271117,141,,,,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781645,118,12,1,10,50,77tfx9me4aaqhzv78bmgsy9bg,1,14.7,49.1,2024-09-30T17:10:59.203Z,2024-09-30T20:36:38Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257271377,141,48.7,5257271381,213,6.26,5257271379,212,10.5,5257271373,56,Back,5257271375,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781671,139,1,1,10,52,9qsmopgutr7ut5g6workk8w4i,0,70.8,61.1,2024-09-30T17:11:00.664Z,2024-09-30T20:36:42Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5257271505,140,78.8,5257271513,213,5.25,5257271511,212,16.3,5257271509,141,40.6,5257271501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781647,119,8,1,10,53,77tfx9me4aaqhzv78bmgsy9bg,1,16.0,67.8,2024-09-30T17:11:02.555Z,2024-09-30T20:36:48Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5258068823,383,,5257271383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781743,121,1,1,10,56,77tfx9me4aaqhzv78bmgsy9bg,1,26.3,72.4,2024-09-30T17:11:04.858Z,2024-09-30T17:11:10Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5257271869,212,20.9,5257271865,140,26.7,5257271863,56,Back,5257271871,213,4.73,5257271867,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781765,122,1,1,11,2,77tfx9me4aaqhzv78bmgsy9bg,1,36.9,28.2,2024-09-30T17:11:10.791Z,2024-09-30T17:11:13Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257272007,141,9.1,5257272001,56,Back,5257272009,212,14.0,5257272003,140,31.9,5257272013,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781781,123,1,1,11,4,77tfx9me4aaqhzv78bmgsy9bg,1,31.9,9.1,2024-09-30T17:11:13.419Z,2024-09-30T17:11:14Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257272103,212,9.4,5257272105,213,1.73,5257272099,140,30.5,5257272097,56,Back,5257272101,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781811,124,1,1,11,6,77tfx9me4aaqhzv78bmgsy9bg,1,28.9,23.0,2024-09-30T17:11:14.663Z,2024-09-30T17:11:17Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257272279,141,30.7,5257272277,140,34.7,5257272281,212,8.0,5257272275,56,Back,5257272283,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781833,125,1,1,11,8,77tfx9me4aaqhzv78bmgsy9bg,1,35.0,30.7,2024-09-30T17:11:17.048Z,2024-09-30T17:11:19Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257272413,140,30.0,5257272415,141,67.9,5257272417,212,25.8,5257272419,213,1.78,5257272411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781853,126,1,1,11,10,77tfx9me4aaqhzv78bmgsy9bg,1,30.0,69.4,2024-09-30T17:11:18.919Z,2024-09-30T17:11:21Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257272523,140,45.1,5257272525,141,86.8,5257272529,213,0.64,5257272527,212,19.8,5257272521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781893,127,1,1,11,12,77tfx9me4aaqhzv78bmgsy9bg,1,57.5,86.5,2024-09-30T17:11:20.919Z,2024-09-30T17:11:24Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5257272741,141,96.5,5257272737,56,Left,5257272745,213,0.53,5257272739,140,68.6,5257272743,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781941,128,1,1,11,15,77tfx9me4aaqhzv78bmgsy9bg,1,66.5,89.0,2024-09-30T17:11:24.458Z,2024-09-30T17:11:27Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5257273037,141,75.7,5257273041,213,4.10,5257273033,56,Center,5257273035,140,60.5,5257273039,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728781987,129,1,1,11,18,77tfx9me4aaqhzv78bmgsy9bg,1,57.8,68.2,2024-09-30T17:11:26.871Z,2024-09-30T17:11:29Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5257273293,213,2.35,5257273287,140,52.2,5257273289,141,76.9,5257273285,56,Center,5257273291,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782001,130,1,1,11,21,77tfx9me4aaqhzv78bmgsy9bg,1,53.7,71.4,2024-09-30T17:11:29.852Z,2024-09-30T17:11:31Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257273407,212,8.2,5257273401,56,Center,5257273403,140,61.1,5257273405,141,67.6,5257273409,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782067,131,1,1,11,22,77tfx9me4aaqhzv78bmgsy9bg,1,61.0,67.6,2024-09-30T17:11:31.531Z,2024-09-30T17:11:35Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5257273725,212,10.3,5257273723,141,57.8,5257273721,140,53.5,5257273727,213,3.84,5257273719,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782089,132,1,1,11,26,77tfx9me4aaqhzv78bmgsy9bg,1,43.9,50.1,2024-09-30T17:11:35.240Z,2024-09-30T17:11:37Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257273883,212,3.6,5257273885,213,4.57,5257273879,140,43.4,5257273877,56,Back,5257273881,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782099,133,1,1,11,29,77tfx9me4aaqhzv78bmgsy9bg,1,37.3,51.2,2024-09-30T17:11:37.739Z,2024-09-30T17:11:38Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257273931,56,Back,5257273937,212,13.3,5257273939,213,0.30,5257273935,141,56.9,5257273933,140,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782133,134,1,1,11,30,77tfx9me4aaqhzv78bmgsy9bg,1,47.3,56.9,2024-09-30T17:11:38.840Z,2024-09-30T17:11:42Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5257274103,56,Back,5257274113,212,30.0,5257274111,141,13.7,5257274107,140,41.4,5257274117,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782169,135,1,1,11,33,77tfx9me4aaqhzv78bmgsy9bg,1,37.6,14.7,2024-09-30T17:11:42.104Z,2024-09-30T17:11:44Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257274317,141,36.7,5257274313,56,Back,5257274315,140,31.9,5257274321,213,1.95,5257274319,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782175,136,1,1,11,35,77tfx9me4aaqhzv78bmgsy9bg,1,32.5,37.9,2024-09-30T17:11:43.620Z,2024-09-30T20:37:09Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257274359,141,42.5,5257274357,140,35.3,5257274363,213,0.82,5257274361,212,4.3,5257274355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782195,137,1,1,11,36,77tfx9me4aaqhzv78bmgsy9bg,1,35.4,42.7,2024-09-30T17:11:45.324Z,2024-09-30T17:11:48Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5257274489,212,7.6,5257274487,141,36.4,5257274485,140,29.4,5257274483,56,Back,5257274491,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782227,138,1,1,11,39,77tfx9me4aaqhzv78bmgsy9bg,1,28.6,33.1,2024-09-30T17:11:47.868Z,2024-09-30T17:11:50Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257274619,212,14.6,5257274621,213,4.88,5257274615,140,30.9,5257274613,56,Back,5257274617,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782239,139,1,1,11,42,77tfx9me4aaqhzv78bmgsy9bg,1,30.4,15.9,2024-09-30T17:11:50.780Z,2024-09-30T17:11:52Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257274687,212,9.5,5257274689,213,1.44,5257274681,56,Back,5257274683,140,31.6,5257274685,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782251,140,1,1,11,43,77tfx9me4aaqhzv78bmgsy9bg,1,31.6,29.8,2024-09-30T17:11:51.932Z,2024-09-30T17:11:53Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5257274737,140,24.3,5257274739,141,28.2,5257274743,213,3.28,5257274761,156,,5257274741,212,7.7,5257274735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782303,141,1,1,11,47,77tfx9me4aaqhzv78bmgsy9bg,1,26.1,31.6,2024-09-30T17:11:55.788Z,2024-09-30T17:11:58Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257275047,212,18.9,5257275041,56,Back,5257275049,213,2.09,5257275043,140,17.2,5257275045,141,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782331,142,1,1,11,50,77tfx9me4aaqhzv78bmgsy9bg,1,19.2,57.0,2024-09-30T17:11:58.716Z,2024-09-30T17:12:01Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5257275153,140,26.3,5257275155,141,92.1,5257275157,212,25.0,5257275159,213,1.27,5257275151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782353,143,1,1,11,52,77tfx9me4aaqhzv78bmgsy9bg,1,26.1,92.1,2024-09-30T17:12:01.304Z,2024-09-30T17:12:03Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5257275315,56,Back,5257275323,213,3.89,5257275319,141,82.7,5257275317,140,19.5,5257275321,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782369,144,1,1,11,54,77tfx9me4aaqhzv78bmgsy9bg,1,18.5,83.2,2024-09-30T17:12:03.228Z,2024-09-30T17:12:05Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257275439,212,12.4,5257275435,140,30.3,5257275433,56,Back,5257275441,213,0.08,5257275437,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782415,145,1,1,11,56,77tfx9me4aaqhzv78bmgsy9bg,1,29.8,84.7,2024-09-30T17:12:04.984Z,2024-09-30T17:12:09Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257275723,212,11.5,5257275709,56,Back,5257275729,213,2.53,5257275713,140,20.8,5257275719,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782437,146,1,1,12,0,77tfx9me4aaqhzv78bmgsy9bg,1,12.5,85.9,2024-09-30T17:12:08.876Z,2024-09-30T17:12:11Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5257275843,212,22.5,5257275839,140,6.7,5257275837,56,Back,5257275845,213,4.44,5257275841,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782479,147,1,1,12,2,77tfx9me4aaqhzv78bmgsy9bg,1,6.7,54.0,2024-09-30T17:12:11.355Z,2024-09-30T17:12:15Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5257276099,212,16.1,5257276095,140,17.1,5257276093,56,Back,5257276097,141,36.7,5257276101,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782505,148,1,1,12,7,77tfx9me4aaqhzv78bmgsy9bg,1,17.5,34.0,2024-09-30T17:12:15.721Z,2024-09-30T17:12:18Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5257276271,212,18.7,5257276267,140,26.7,5257276265,56,Back,5257276273,213,5.25,5257276269,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782537,149,1,1,12,9,77tfx9me4aaqhzv78bmgsy9bg,1,29.5,12.0,2024-09-30T17:12:18.060Z,2024-09-30T17:12:21Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5257276459,213,1.59,5257276451,56,Back,5257276457,212,20.9,5257276455,141,42.8,5257276453,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782577,150,1,1,12,12,77tfx9me4aaqhzv78bmgsy9bg,1,31.1,50.1,2024-09-30T17:12:21.388Z,2024-09-30T17:12:24Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5257276661,212,29.1,5257276655,56,Back,5257276659,141,92.0,5257276663,213,1.36,5257276657,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782587,151,1,1,12,15,77tfx9me4aaqhzv78bmgsy9bg,1,39.7,91.7,2024-09-30T17:12:24.041Z,2024-09-30T17:12:25Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5257276703,141,81.7,5257276705,212,20.1,5257276699,56,Left,5257276707,213,5.94,5257276701,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782593,152,1,1,12,16,77tfx9me4aaqhzv78bmgsy9bg,0,57.7,81.7,2024-09-30T17:12:25.485Z,2024-09-30T17:12:26Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257276747,140,65.5,5257276751,212,9.1,5257276749,141,87.5,5257276753,213,0.45,5257276745,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782631,143,1,1,12,18,9qsmopgutr7ut5g6workk8w4i,1,32.8,11.9,2024-09-30T17:12:27.136Z,2024-09-30T17:12:28Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5257276967,213,1.25,5257276961,140,36.3,5257276963,141,28.3,5257276965,212,11.7,5257276959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782659,144,1,1,12,19,9qsmopgutr7ut5g6workk8w4i,1,39.2,34.5,2024-09-30T17:12:28.576Z,2024-09-30T17:12:30Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5257277079,56,Back,5257277087,212,9.4,5257277081,140,45.9,5257277089,213,0.73,5257277085,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782719,145,1,1,12,22,9qsmopgutr7ut5g6workk8w4i,1,46.9,43.4,2024-09-30T17:12:30.767Z,2024-09-30T17:12:35Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5257277397,140,41.3,5257277401,212,16.5,5257277403,213,1.94,5257277399,141,66.0,5257277395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782739,146,1,1,12,26,9qsmopgutr7ut5g6workk8w4i,1,42.2,78.1,2024-09-30T17:12:35.247Z,2024-09-30T17:12:36Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5257277559,213,0.64,5257277551,56,Left,5257277557,212,22.3,5257277555,141,97.8,5257277553,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782753,147,1,1,12,28,9qsmopgutr7ut5g6workk8w4i,1,59.8,97.5,2024-09-30T17:12:36.815Z,2024-09-30T17:12:38Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5257277647,140,64.6,5257277651,212,7.2,5257277649,141,89.9,5257277645,56,Left,5257277653,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782805,148,1,1,12,29,9qsmopgutr7ut5g6workk8w4i,1,64.6,90.5,2024-09-30T17:12:38.095Z,2024-09-30T17:12:41Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5257277889,141,95.4,5257277891,212,14.2,5257277885,56,Left,5257277887,140,51.5,5257277893,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782835,149,1,1,12,32,9qsmopgutr7ut5g6workk8w4i,1,49.1,91.8,2024-09-30T17:12:41.455Z,2024-09-30T17:12:44Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5257278099,56,Back,5257278103,141,63.4,5257278105,212,19.7,5257278107,213,4.52,5257278101,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782863,150,1,1,12,35,9qsmopgutr7ut5g6workk8w4i,1,45.1,58.4,2024-09-30T17:12:44.142Z,2024-09-30T17:12:46Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5257278259,141,68.1,5257278257,140,46.3,5257278263,213,1.38,5257278261,212,6.7,5257278255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782877,151,1,1,12,37,9qsmopgutr7ut5g6workk8w4i,1,45.5,66.4,2024-09-30T17:12:46.255Z,2024-09-30T17:12:48Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5257278357,213,4.78,5257278351,140,46.5,5257278349,56,Back,5257278353,141,43.4,5257278355,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782901,152,1,1,12,39,9qsmopgutr7ut5g6workk8w4i,1,47.4,32.2,2024-09-30T17:12:48.191Z,2024-09-30T17:12:50Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5257278507,212,14.7,5257278501,56,Center,5257278503,140,60.8,5257278505,141,38.6,5257278509,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782915,153,1,1,12,41,9qsmopgutr7ut5g6workk8w4i,1,60.3,40.1,2024-09-30T17:12:50.079Z,2024-09-30T17:12:51Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5257278589,56,Center,5257278591,140,65.6,5257278597,213,6.20,5257278595,212,5.6,5257278593,141,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782927,154,1,1,12,42,9qsmopgutr7ut5g6workk8w4i,0,67.2,40.0,2024-09-30T17:12:51.119Z,2024-09-30T17:12:53Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5257278765,236,,5257278657,213,5.94,5257278647,56,Center,5257278651,140,68.1,5257278653,141,39.5,5257278655,212,1.0,5257278771,286,,5257278767,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782945,153,74,1,12,42,77tfx9me4aaqhzv78bmgsy9bg,1,32.4,67.5,2024-09-30T17:12:51.120Z,2024-09-30T17:36:52Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257278761,285,,5257278759,56,Back,5257278785,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728782985,155,1,1,12,44,9qsmopgutr7ut5g6workk8w4i,1,65.6,74.5,2024-09-30T17:12:53.095Z,2024-09-30T20:38:03Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5257278995,213,0.63,5257278993,212,23.0,5257278989,141,94.4,5257278983,56,Left,5257278985,140,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728783055,156,1,1,12,48,9qsmopgutr7ut5g6workk8w4i,1,85.0,91.7,2024-09-30T17:12:57.007Z,2024-09-30T20:38:10Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5257279427,2,,5258072129,72,,5257279431,56,Center,5257279437,212,39.6,5258072127,224,,5257279435,141,34.8,5257279441,1,,5257279433,140,92.9,5257279429,155,5257279439,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728783073,157,1,1,12,54,9qsmopgutr7ut5g6workk8w4i,1,96.8,33.4,2024-09-30T17:13:02.872Z,2024-09-30T20:38:08Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,1.0,5257279557,56,Center,5257282781,22,,5257279561,141,54.3,5257279563,212,14.2,5257282771,210,16,5257279559,140,97.5,5257282777,154,,5257279565,213,1.52,5257279555,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728783813,159,44,1,12,56,9qsmopgutr7ut5g6workk8w4i,1,98.4,54.8,2024-09-30T17:13:05.496Z,2024-09-30T20:39:08Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5257283735,56,Center,5257283751,233,154,5257283739,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728783231,154,44,1,12,56,77tfx9me4aaqhzv78bmgsy9bg,0,1.6,45.2,2024-09-30T17:13:05.497Z,2024-09-30T20:54:44Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257280451,56,Back,5257283773,233,159,5257280453,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728783075,158,16,1,12,57,9qsmopgutr7ut5g6workk8w4i,1,98.8,54.3,2024-09-30T17:13:06.487Z,2024-09-30T20:40:18Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5257282849,103,19.6,5258076423,396,52.3,5257279573,22,,5257282837,76,,5257282843,55,157,5257279575,16,,5257282847,102,53.4,5257282851,214,,5257279577,56,5257280471,374,2024-09-30 18:13:06.296,Center,5257282839,29,5257280465,15,,5257282855,231,52.5,5257282841,154,,5258076421,395,99.8,5257282853,230,5257280479,375,12:57.698,,100,5257280469,328,,,,,,,
2728783821,155,1,1,14,5,77tfx9me4aaqhzv78bmgsy9bg,1,50.2,50.0,2024-09-30T17:14:14.070Z,2024-09-30T20:40:32Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5257283799,279,G,5257283795,212,21.2,5257283793,141,56.4,5257283791,140,30.4,5257283797,213,2.94,5257283819,189,,5257283789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728783827,156,61,1,14,7,77tfx9me4aaqhzv78bmgsy9bg,1,30.4,56.4,2024-09-30T17:14:15.928Z,2024-09-30T20:40:33Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5257283873,189,,5257283827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728783867,157,1,1,14,12,77tfx9me4aaqhzv78bmgsy9bg,1,31.4,76.7,2024-09-30T17:14:21.168Z,2024-09-30T17:14:23Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5257284115,56,Back,5257284123,213,5.37,5257284119,141,51.2,5257284121,212,21.9,5257284117,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728783909,158,1,1,14,15,77tfx9me4aaqhzv78bmgsy9bg,1,46.5,48.1,2024-09-30T17:14:23.949Z,2024-09-30T17:14:27Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5257284373,56,Center,5257284375,140,52.3,5257284381,213,5.57,5257284379,212,8.0,5257284377,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728783919,159,1,1,14,18,77tfx9me4aaqhzv78bmgsy9bg,1,52.3,40.4,2024-09-30T17:14:26.742Z,2024-09-30T20:40:46Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5257284421,212,9.8,5257284417,140,44.2,5257284419,141,47.6,5257284423,213,2.62,5257284415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
