id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2706910685,102,1,1,12,17,c165yjiny1qnmfdvefxvflnkc,1,18.8,37.6,2024-08-09T17:12:49.512Z,2024-08-09T20:34:30Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5137314867,213,4.27,5137314861,140,12.7,5137314863,141,17.9,5137314865,212,14.8,5137314859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706910703,103,3,1,12,20,c165yjiny1qnmfdvefxvflnkc,1,17.7,14.2,2024-08-09T17:12:52.468Z,2024-08-09T20:34:37Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5137314977,56,Back,5137314997,233,123,5137314979,285,,5138036621,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706910683,123,45,1,12,20,59as3grjvj19voay31j3yfgni,0,82.3,85.8,2024-08-09T17:12:52.468Z,2024-08-09T17:52:30Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5137315017,233,103,5137314845,56,Left,5137314847,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706910729,104,1,1,12,23,c165yjiny1qnmfdvefxvflnkc,1,16.2,19.6,2024-08-09T17:12:54.871Z,2024-08-09T17:12:57Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5137315105,213,2.24,5137315097,56,Back,5137315103,212,20.2,5137315101,141,42.8,5137315099,140,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706910761,105,1,1,12,25,c165yjiny1qnmfdvefxvflnkc,1,4.2,43.1,2024-08-09T17:12:57.495Z,2024-08-09T17:13:03Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5137315275,212,25.1,5137315273,141,76.5,5137315271,140,14.3,5137315269,56,Back,5137315277,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706910803,106,1,1,12,31,c165yjiny1qnmfdvefxvflnkc,1,14.5,76.5,2024-08-09T17:13:03.159Z,2024-08-09T17:13:09Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137315487,213,4.35,5137315479,56,Back,5137315485,212,20.3,5137315481,140,7.7,5137315483,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706910819,107,1,1,12,38,c165yjiny1qnmfdvefxvflnkc,1,8.1,47.5,2024-08-09T17:13:09.624Z,2024-08-09T17:13:11Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5137315563,140,13.5,5137315561,56,Back,5137315567,212,5.8,5137315565,141,49.5,5137315569,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706910841,108,1,1,12,39,c165yjiny1qnmfdvefxvflnkc,1,14.2,50.9,2024-08-09T17:13:11.319Z,2024-08-09T17:13:13Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5137315675,140,13.8,5137315677,141,80.2,5137315683,213,1.59,5137315681,212,19.9,5137315673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706910857,109,1,1,12,41,c165yjiny1qnmfdvefxvflnkc,0,13.7,92.0,2024-08-09T17:13:13.543Z,2024-08-09T20:35:04Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137315787,213,0.41,5137315785,212,16.4,5137315779,56,Back,5137315781,140,28.0,5137315783,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706910861,110,5,1,12,44,c165yjiny1qnmfdvefxvflnkc,0,27.7,101.8,2024-08-09T17:13:15.692Z,2024-08-09T17:33:03Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137315791,347,,5137315789,56,Back,5137316711,233,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911041,124,5,1,12,44,59as3grjvj19voay31j3yfgni,1,72.3,-1.8,2024-08-09T17:13:15.692Z,2024-08-09T17:33:03Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5137316691,347,,5137316689,56,Right,5137316695,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911077,125,1,1,13,11,59as3grjvj19voay31j3yfgni,1,74.8,0.0,2024-08-09T17:13:43.316Z,2024-08-09T17:13:46Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5137316885,213,2.41,5137316875,107,,5137316879,140,65.2,5137316877,56,Right,5137316881,141,11.6,5137316883,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911097,126,1,1,13,14,59as3grjvj19voay31j3yfgni,0,67.5,6.0,2024-08-09T17:13:46.508Z,2024-08-09T20:35:21Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5137317017,212,38.0,5137317019,213,1.13,5137317021,1,,5137317009,155,,5137317015,141,56.6,5137317007,2,,5137317011,56,Center,5138038287,224,,5137317013,140,82.9,5138038289,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911113,111,12,1,13,16,c165yjiny1qnmfdvefxvflnkc,1,16.7,43.8,2024-08-09T17:13:48.183Z,2024-08-09T20:35:32Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137317093,212,30.3,5137317081,56,Back,5137317085,140,19.8,5137317089,141,0.0,5137317151,167,,5137317097,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911117,112,5,1,13,21,c165yjiny1qnmfdvefxvflnkc,0,19.2,-0.8,2024-08-09T17:13:52.732Z,2024-08-09T17:33:03Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137317141,56,Back,5137317143,347,,5137317853,233,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911237,127,5,1,13,21,59as3grjvj19voay31j3yfgni,1,80.8,100.8,2024-08-09T17:13:52.732Z,2024-08-09T17:22:08Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5137317821,347,,5137317831,233,112,5137317819,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911261,128,1,1,13,39,59as3grjvj19voay31j3yfgni,0,82.6,100.0,2024-08-09T17:14:10.972Z,2024-08-09T17:14:14Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137317951,141,57.3,5137317953,212,31.7,5137317955,213,5.03,5137317949,140,91.9,5137317947,56,Center,5137317945,107,,5137317957,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911271,113,12,1,13,41,c165yjiny1qnmfdvefxvflnkc,1,8.3,42.5,2024-08-09T17:14:13.519Z,2024-08-09T20:35:42Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137318021,213,5.41,5137318019,212,19.3,5137318017,141,20.7,5137318013,56,Back,5137318015,140,20.1,5137318027,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911293,129,1,1,13,44,59as3grjvj19voay31j3yfgni,1,76.9,83.6,2024-08-09T17:14:15.788Z,2024-08-09T20:35:45Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137318151,141,67.3,5137318153,212,12.0,5137318155,213,4.33,5137318149,140,72.6,5137318147,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911303,130,1,1,13,46,59as3grjvj19voay31j3yfgni,1,72.8,71.4,2024-08-09T17:14:17.692Z,2024-08-09T20:35:48Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137318239,213,1.72,5137318237,212,13.6,5137318231,56,Left,5137318233,140,70.9,5137318235,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911349,131,1,1,13,48,59as3grjvj19voay31j3yfgni,1,74.3,91.5,2024-08-09T17:14:19.708Z,2024-08-09T17:14:25Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137318469,140,81.0,5137318467,56,Left,5137318475,213,0.22,5137318473,212,7.2,5137318471,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911367,132,1,1,13,53,59as3grjvj19voay31j3yfgni,1,80.1,89.3,2024-08-09T17:14:25.372Z,2024-08-09T20:35:56Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5137318581,141,73.8,5137318583,212,17.2,5137318585,213,3.80,5137318579,140,67.2,5137318577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911385,133,1,1,13,56,59as3grjvj19voay31j3yfgni,1,64.7,69.1,2024-08-09T17:14:28.316Z,2024-08-09T20:36:01Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137318667,213,5.56,5137318661,140,76.6,5137318663,141,52.8,5137318665,212,16.7,5137318659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911407,134,1,1,13,58,59as3grjvj19voay31j3yfgni,0,74.9,53.2,2024-08-09T17:14:29.844Z,2024-08-09T20:36:05Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5137318743,140,81.8,5137318741,56,Center,5137318749,213,0.69,5137318745,141,62.0,5137318747,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911423,115,1,1,13,59,c165yjiny1qnmfdvefxvflnkc,1,24.7,38.6,2024-08-09T17:14:31.063Z,2024-08-09T17:14:33Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137318865,56,Back,5137318869,141,26.1,5137318867,140,29.7,5137318873,213,5.27,5137318871,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911435,116,1,1,14,1,c165yjiny1qnmfdvefxvflnkc,1,29.7,26.1,2024-08-09T17:14:32.887Z,2024-08-09T17:14:34Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5137318939,141,33.4,5137318937,140,41.7,5137318943,213,0.38,5137318941,212,13.5,5137318935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911475,117,1,1,14,2,c165yjiny1qnmfdvefxvflnkc,0,44.9,36.4,2024-08-09T17:14:34.534Z,2024-08-09T20:36:36Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5138040791,4,,5137319137,213,0.64,5137319133,141,63.8,5137319131,140,68.5,5137319129,56,Center,5137319135,212,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911469,135,12,1,14,4,59as3grjvj19voay31j3yfgni,1,30.6,35.0,2024-08-09T17:14:35.756Z,2024-08-09T20:37:41Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5137321239,140,32.8,5137321247,212,2.6,5137319113,56,Back,5137321243,141,33.3,5137321251,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707043509,860,61,1,14,4,c165yjiny1qnmfdvefxvflnkc,1,64.9,69.4,2024-08-09T17:14:35.795Z,2024-08-09T20:37:45Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5138043445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707043533,816,61,1,14,4,59as3grjvj19voay31j3yfgni,1,35.1,30.6,2024-08-09T17:14:35.840Z,2024-08-09T20:37:38Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5138043571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911511,118,43,1,14,6,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-08-09T17:14:38.022Z,2024-08-09T17:14:59Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5137320137,144,61,5137319329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911519,119,15,1,14,7,c165yjiny1qnmfdvefxvflnkc,1,84.9,63.0,2024-08-09T17:14:39.007Z,2024-08-09T20:36:57Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5137319725,103,7.0,5137319461,20,,5137319733,147,54.2,5137319723,102,51.8,5137343771,78,,5137320445,458,,5137319711,23,,5137319375,56,Center,5137343769,17,,5137319743,233,136,5137319729,146,,,,,,,,,,,,,,,,,,97.2,,,,,,
2706911531,136,10,1,14,7,59as3grjvj19voay31j3yfgni,1,4.4,46.6,2024-08-09T17:14:39.107Z,2024-08-09T21:38:52Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5138041945,376,,5137319457,182,,5137319607,177,,5137319665,233,119,5137319609,180,,5137319459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911533,137,52,1,14,8,59as3grjvj19voay31j3yfgni,1,3.9,49.1,2024-08-09T17:14:40.212Z,2024-08-09T20:37:06Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5138042081,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911727,138,1,1,14,32,59as3grjvj19voay31j3yfgni,1,13.1,45.2,2024-08-09T17:15:04.323Z,2024-08-09T20:38:03Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5137320569,212,30.8,5137320565,140,26.5,5137320915,189,,5137320567,141,4.9,5137320571,213,5.19,5137320561,123,,5137320563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911755,139,1,1,14,36,59as3grjvj19voay31j3yfgni,1,29.1,5.5,2024-08-09T17:15:08.043Z,2024-08-09T17:15:10Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5137320713,155,,5137320715,56,Right,5137320721,212,35.2,5137320723,213,0.09,5137320717,140,62.5,5137320725,1,,5137320719,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911757,140,61,1,14,37,59as3grjvj19voay31j3yfgni,0,60.8,13.5,2024-08-09T17:15:08.787Z,2024-08-09T20:38:12Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5137320729,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911985,120,5,1,14,39,c165yjiny1qnmfdvefxvflnkc,1,35.1,101.0,2024-08-09T17:15:11.143Z,2024-08-09T17:33:03Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5137321831,233,141,5137321805,56,Back,5137321809,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706911767,141,5,1,14,39,59as3grjvj19voay31j3yfgni,0,64.9,-1.0,2024-08-09T17:15:11.143Z,2024-08-09T19:02:05Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5137320769,56,Right,5137321851,233,120,5137320771,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912005,121,1,1,15,0,c165yjiny1qnmfdvefxvflnkc,0,39.6,100.0,2024-08-09T17:15:31.990Z,2024-08-09T20:38:19Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5137321937,212,35.3,5137321939,213,5.86,5137321929,107,,5137321935,141,79.9,5137321941,1,,5137321931,56,Left,5137321933,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912011,142,44,1,15,3,59as3grjvj19voay31j3yfgni,1,28.7,19.9,2024-08-09T17:15:34.629Z,2024-08-09T17:52:31Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5137321957,56,Back,5137321975,233,122,5137321959,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912007,122,44,1,15,3,c165yjiny1qnmfdvefxvflnkc,0,71.3,80.1,2024-08-09T17:15:34.630Z,2024-08-09T17:52:32Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5137321949,56,Left,5137321979,233,142,5137321951,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912027,143,1,1,15,3,59as3grjvj19voay31j3yfgni,1,27.6,17.6,2024-08-09T17:15:35.340Z,2024-08-09T20:38:25Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5137322049,140,34.2,5137322055,213,1.12,5137322047,56,Back,5137322053,212,15.9,5137322051,141,38.7,5137322043,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912081,145,1,1,15,8,59as3grjvj19voay31j3yfgni,1,38.2,61.1,2024-08-09T17:15:39.619Z,2024-08-09T17:15:45Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137322365,213,1.05,5137322359,140,47.3,5137322357,56,Back,5137322361,141,85.7,5137322363,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912131,146,1,1,15,13,59as3grjvj19voay31j3yfgni,1,72.5,82.1,2024-08-09T17:15:45.187Z,2024-08-09T17:15:51Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137322583,140,80.1,5137322581,56,Left,5137322591,213,0.64,5137322585,141,90.9,5137322589,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912153,147,1,1,15,19,59as3grjvj19voay31j3yfgni,1,86.0,78.5,2024-08-09T17:15:50.803Z,2024-08-09T17:16:08Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,1.0,,5137323397,210,15,5137322723,56,Center,5137322737,212,8.6,5137322731,141,67.5,5137322741,213,4.20,5137322727,140,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912157,148,15,1,15,21,59as3grjvj19voay31j3yfgni,1,84.0,65.8,2024-08-09T17:15:52.651Z,2024-08-09T20:38:47Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137323441,233,123,5137322749,22,,5137323413,55,147,5137323133,72,,5137323427,231,52.9,5138046263,77,,5137322753,56,Center,5137323421,146,86.2,5137323419,103,22.2,5137323425,230,98.1,5137323411,29,5137322751,64,,5137323423,147,64.4,5137323137,82,,5137323417,102,,,,,,,,54.3,,,,,
2706912167,123,10,1,15,21,c165yjiny1qnmfdvefxvflnkc,1,14.1,34.6,2024-08-09T17:15:52.751Z,2024-08-09T20:38:53Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5137322797,56,Back,5137322795,94,,5137323449,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912195,124,12,1,15,23,c165yjiny1qnmfdvefxvflnkc,1,3.1,30.1,2024-08-09T17:15:55.406Z,2024-08-09T20:39:02Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5137322943,56,Back,5137322951,213,4.85,5137322971,167,,5137322947,141,0.0,5137322945,140,6.0,5137322949,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912201,125,5,1,15,25,c165yjiny1qnmfdvefxvflnkc,0,6.2,-1.4,2024-08-09T17:15:57.222Z,2024-08-09T17:33:04Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5137323155,233,149,5137322967,347,,5137322965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912237,149,5,1,15,25,59as3grjvj19voay31j3yfgni,1,93.8,101.4,2024-08-09T17:15:57.222Z,2024-08-09T17:33:04Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137323131,347,,5137323151,233,125,5137323129,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912393,150,1,1,15,47,59as3grjvj19voay31j3yfgni,0,89.6,100.0,2024-08-09T17:16:18.667Z,2024-08-09T17:16:22Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5137324101,56,Center,5137324103,140,91.9,5137324105,141,56.3,5137324111,1,,5137324099,107,,5137324109,213,4.79,5137324107,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912395,126,44,1,15,49,c165yjiny1qnmfdvefxvflnkc,1,10.7,42.2,2024-08-09T17:16:21.414Z,2024-08-09T17:52:32Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5137324117,285,,5137324233,233,151,5137324115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912397,151,44,1,15,49,59as3grjvj19voay31j3yfgni,0,89.3,57.8,2024-08-09T17:16:21.415Z,2024-08-09T17:52:32Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5137324241,233,126,5137324119,56,Center,5137324121,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912403,127,12,1,15,50,c165yjiny1qnmfdvefxvflnkc,1,8.3,42.5,2024-08-09T17:16:21.752Z,2024-08-09T20:39:17Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5137324153,140,12.1,5137324151,56,Back,5137324157,212,4.4,5137324197,15,,5137324155,141,39.7,5137324159,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912451,153,13,1,15,51,59as3grjvj19voay31j3yfgni,1,87.8,57.0,2024-08-09T17:16:22.851Z,2024-08-09T20:39:42Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137324365,17,,5137325139,391,,5137324631,160,,5137325141,458,,5137325133,102,40.8,5137325145,231,52.0,5137324367,56,Center,5137325137,328,,5138047845,84,,5137325143,230,98.8,5137324633,72,5137325135,103,12.5,,,,,,,,,,,,,,,,,,,,,
2706912695,128,5,1,15,52,c165yjiny1qnmfdvefxvflnkc,1,-1.0,58.4,2024-08-09T17:16:24.499Z,2024-08-09T17:33:04Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5137325679,346,,5137325711,233,152,5137325677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912441,152,5,1,15,52,59as3grjvj19voay31j3yfgni,0,101.0,41.6,2024-08-09T17:16:24.499Z,2024-08-09T17:33:05Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137324357,346,,5137324355,56,Center,5137325743,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912707,129,1,1,16,21,c165yjiny1qnmfdvefxvflnkc,1,5.3,60.0,2024-08-09T17:16:53.525Z,2024-08-09T17:16:55Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137325789,213,4.52,5137325779,124,,5137325787,212,8.3,5137325781,56,Back,5137325783,140,3.8,5137325793,237,,5137325785,141,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912715,130,1,1,16,23,c165yjiny1qnmfdvefxvflnkc,1,3.8,48.0,2024-08-09T17:16:54.677Z,2024-08-09T17:16:55Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5137325831,140,16.4,5137325833,141,57.4,5137325835,212,14.7,5137325829,56,Back,5137325837,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912753,131,1,1,16,23,c165yjiny1qnmfdvefxvflnkc,1,16.4,57.4,2024-08-09T17:16:55.285Z,2024-08-09T17:16:58Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5137326013,56,Back,5137326021,213,1.90,5137326017,141,73.9,5137326019,212,11.8,5137326015,140,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912771,132,1,1,16,27,c165yjiny1qnmfdvefxvflnkc,0,15.1,84.6,2024-08-09T17:16:58.726Z,2024-08-09T20:39:58Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5137326109,141,63.0,5137326107,140,57.1,5137326115,1,,5137326113,213,5.96,5137326111,212,46.5,5137326105,56,Center,5137326103,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912801,154,1,1,16,29,59as3grjvj19voay31j3yfgni,1,46.3,31.8,2024-08-09T17:17:01.178Z,2024-08-09T17:17:03Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5137326289,212,16.8,5137326287,141,25.5,5137326283,56,Center,5137326281,3,,5137326291,213,6.03,5137326285,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912805,155,44,1,16,30,59as3grjvj19voay31j3yfgni,1,63.4,32.6,2024-08-09T17:17:02.020Z,2024-08-09T17:52:32Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137326313,286,,5137326311,56,Center,5137326323,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912791,133,44,1,16,30,c165yjiny1qnmfdvefxvflnkc,0,36.6,67.4,2024-08-09T17:17:02.021Z,2024-08-09T17:52:33Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5137326243,285,,5137326241,56,Back,5137326339,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912829,156,1,1,16,30,59as3grjvj19voay31j3yfgni,1,59.1,27.4,2024-08-09T17:17:02.387Z,2024-08-09T22:37:27Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5137326407,3,,5137326415,212,9.5,5137326409,56,Center,5137326411,140,68.1,5137326413,141,28.9,5137326417,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706912833,157,50,1,16,34,59as3grjvj19voay31j3yfgni,1,65.2,23.3,2024-08-09T17:17:05.876Z,2024-08-09T20:40:22Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5137326435,56,Center,5137326437,286,,5137326483,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
