id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2707940557,180,1,1,13,16,77tfx9me4aaqhzv78bmgsy9bg,1,45.2,92.1,2024-08-11T12:13:34.921Z,2024-08-11T12:13:39Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5142876597,141,58.4,5142876603,1,,5142876601,213,3.89,5142876599,212,33.5,5142876591,56,Back,5142876595,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707940635,181,1,1,13,20,77tfx9me4aaqhzv78bmgsy9bg,1,21.9,58.4,2024-08-11T12:13:39.737Z,2024-08-11T12:13:45Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5142876979,213,1.28,5142876971,56,Back,5142876975,141,93.8,5142876973,140,28.7,5142876977,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707940643,182,4,1,13,26,77tfx9me4aaqhzv78bmgsy9bg,1,30.8,93.2,2024-08-11T12:13:45.545Z,2024-08-11T13:05:09Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5142877067,265,,5142877059,13,,5142877061,56,Back,5142877137,233,100,5142877071,285,,5142877063,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707940661,100,4,1,13,26,anga7587r1zv4ey71ge9zxol3,0,69.2,6.8,2024-08-11T12:13:45.546Z,2024-08-11T13:05:10Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5142877131,152,,5142877135,286,,5142877143,233,182,5142877129,56,Right,5142877133,265,,5142877127,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941375,183,1,1,14,16,77tfx9me4aaqhzv78bmgsy9bg,1,37.7,95.3,2024-08-11T12:14:34.904Z,2024-08-11T12:14:42Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5142880483,152,,5142880491,212,18.8,5142880493,213,4.17,5142880489,141,71.6,5142880481,5,,5142880485,56,Back,5142880487,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941381,184,1,1,14,23,77tfx9me4aaqhzv78bmgsy9bg,1,34.0,59.1,2024-08-11T12:14:42.360Z,2024-08-11T12:14:43Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5142880519,140,40.4,5142880517,56,Back,5142880523,212,8.8,5142880525,213,0.70,5142880521,141,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941465,185,1,1,14,24,77tfx9me4aaqhzv78bmgsy9bg,1,40.4,67.4,2024-08-11T12:14:43.144Z,2024-08-11T12:14:50Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5142880863,56,Back,5142880871,213,3.76,5142880869,212,8.6,5142880867,141,60.0,5142880865,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941555,186,1,1,14,31,77tfx9me4aaqhzv78bmgsy9bg,1,43.4,39.7,2024-08-11T12:14:50.073Z,2024-08-11T12:14:57Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5142881323,1,,5142881319,213,5.49,5142881315,212,35.6,5142881311,141,2.5,5142881305,56,Right,5142881309,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941557,187,61,1,14,38,77tfx9me4aaqhzv78bmgsy9bg,1,67.3,2.5,2024-08-11T12:14:57.249Z,2024-08-11T12:14:58Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5142881333,56,Right,5142881369,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941617,188,1,1,14,40,77tfx9me4aaqhzv78bmgsy9bg,1,74.3,34.1,2024-08-11T12:14:59.464Z,2024-08-11T12:15:01Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5142881597,140,66.1,5142881601,212,18.3,5142881599,141,57.9,5142881595,56,Center,5142881603,213,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941673,189,1,1,14,42,77tfx9me4aaqhzv78bmgsy9bg,1,66.1,62.9,2024-08-11T12:15:01.320Z,2024-08-11T12:15:05Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5142881877,141,79.4,5142881869,56,Left,5142881885,213,1.44,5142881881,212,11.3,5142881873,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941711,190,1,1,14,44,77tfx9me4aaqhzv78bmgsy9bg,1,67.1,75.6,2024-08-11T12:15:03.145Z,2024-08-11T15:00:44Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,1.0,,5142884553,154,,5142882047,213,5.38,5142884551,210,15,5142882039,56,Center,5142882045,212,23.2,5142882041,140,80.8,5142882043,141,48.9,5142882037,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941713,191,15,1,14,46,77tfx9me4aaqhzv78bmgsy9bg,1,83.8,50.1,2024-08-11T12:15:05.064Z,2024-08-11T15:01:05Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5142882057,17,,5142884591,233,101,5142884573,154,,5142884585,146,98.4,5142884581,103,9.5,5142884003,72,,5142884587,147,49.6,5142884583,108,,5142884575,55,5142884579,102,5142884571,29,,5142884569,78,,5142882055,22,190,50.0,5142882059,56,Center,,,,,,,,,,
2707941709,101,10,1,14,46,anga7587r1zv4ey71ge9zxol3,1,3.0,49.7,2024-08-11T12:15:05.164Z,2024-08-11T15:01:11Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5142882033,56,Back,5142882031,182,,5143526463,376,,5142882743,174,,5142884063,233,191,5142882745,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707941721,192,16,1,14,49,77tfx9me4aaqhzv78bmgsy9bg,1,91.2,44.4,2024-08-11T12:15:08.232Z,2024-08-11T15:01:36Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5142883385,375,14:48.752,5142883381,374,2024-08-11 13:15:07.632,5142882109,56,Center,5142882105,22,,5143527837,395,97.7,5142883791,458,,5142883795,231,49.1,5142883789,328,,5142883785,103,5142883781,81,5142883377,20,,5143527839,396,48.7,5142883787,214,21.5,,5142883783,102,46.2,5142883793,230,97.8,5142882107,17,,,,,
2707942399,102,1,1,15,49,anga7587r1zv4ey71ge9zxol3,1,50.1,49.7,2024-08-11T12:16:08.284Z,2024-08-11T12:16:33Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5142887171,189,,5142885677,140,27.8,5142885685,279,G,5142885681,212,23.5,5142885679,141,46.1,5142885683,213,3.25,5142885675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942489,103,1,1,15,53,anga7587r1zv4ey71ge9zxol3,1,29.8,49.7,2024-08-11T12:16:12.157Z,2024-08-11T12:16:16Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5142886107,56,Right,5142886117,1,,5142886109,140,67.2,5142886105,157,,5142886113,212,44.4,5142886115,213,5.80,5142886111,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942495,104,44,1,15,56,anga7587r1zv4ey71ge9zxol3,1,67.7,19.8,2024-08-11T12:16:15.783Z,2024-08-11T13:05:36Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5142886153,286,,5142886173,233,193,5142886151,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942471,193,44,1,15,56,77tfx9me4aaqhzv78bmgsy9bg,0,32.3,80.2,2024-08-11T12:16:15.784Z,2024-08-11T13:05:36Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5142886181,233,104,5142886037,56,Back,5142886039,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942519,105,1,1,15,57,anga7587r1zv4ey71ge9zxol3,1,67.5,18.2,2024-08-11T12:16:16.341Z,2024-08-11T15:35:07Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5142886305,3,,5142886309,140,71.9,5142886313,212,10.9,5142886311,141,3.7,5142886315,213,5.15,5142886307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942527,106,61,1,15,59,anga7587r1zv4ey71ge9zxol3,0,71.9,3.7,2024-08-11T12:16:18.828Z,2024-08-11T12:16:19Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5142886347,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942559,194,1,1,16,0,77tfx9me4aaqhzv78bmgsy9bg,0,14.3,98.3,2024-08-11T12:16:19.441Z,2024-08-11T15:35:15Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5142886485,213,5.38,5142886481,141,72.0,5142886483,212,22.8,5142886475,157,,5142886479,140,27.8,5142886487,1,,5142886477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942589,107,1,1,16,2,anga7587r1zv4ey71ge9zxol3,0,72.6,26.4,2024-08-11T12:16:21.484Z,2024-08-11T12:16:23Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5142886603,140,90.0,5142886599,3,,5142886609,213,0.05,5142886601,56,Center,5142886605,141,27.7,5142886607,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942597,195,1,1,16,4,77tfx9me4aaqhzv78bmgsy9bg,0,11.0,73.7,2024-08-11T12:16:23.672Z,2024-08-11T12:16:24Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5142886647,213,2.33,5142886635,3,,5142886639,140,9.9,5142886641,141,75.5,5142886645,212,1.7,5142886637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942609,108,61,1,16,5,anga7587r1zv4ey71ge9zxol3,1,90.8,26.2,2024-08-11T12:16:24.308Z,2024-08-11T15:35:28Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5142886683,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942629,109,5,1,16,7,anga7587r1zv4ey71ge9zxol3,0,101.0,29.0,2024-08-11T12:16:26.220Z,2024-08-11T13:05:16Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5142886781,56,Center,5142887029,233,196,5142886783,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942671,196,5,1,16,7,77tfx9me4aaqhzv78bmgsy9bg,1,-1.0,71.0,2024-08-11T12:16:26.220Z,2024-08-11T13:05:16Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5142887011,346,,5142887009,56,Back,5142887025,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942709,197,1,1,16,12,77tfx9me4aaqhzv78bmgsy9bg,1,3.5,51.3,2024-08-11T12:16:31.624Z,2024-08-11T12:16:35Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5142887221,140,3.7,5142887225,212,11.6,5142887217,124,,5142887231,237,,5142887223,141,34.3,5142887227,213,4.73,5142887219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942713,198,4,1,16,16,77tfx9me4aaqhzv78bmgsy9bg,1,10.0,23.6,2024-08-11T12:16:35.576Z,2024-08-11T13:05:10Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5142887361,285,,5142887597,233,110,5142887357,56,Back,5142887353,13,,5142887355,294,,5142887359,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942751,110,4,1,16,16,anga7587r1zv4ey71ge9zxol3,0,90.0,76.4,2024-08-11T12:16:35.577Z,2024-08-11T13:05:10Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5142887583,152,,5142887579,294,,5142887581,56,Center,5142887585,286,,5142887625,233,198,5142887577,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942967,199,1,1,16,32,77tfx9me4aaqhzv78bmgsy9bg,1,11.6,15.4,2024-08-11T12:16:51.464Z,2024-08-11T12:16:53Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5142888547,212,11.7,5142888539,152,,5142888545,141,5.9,5142888549,213,5.70,5142888541,56,Back,5142888537,5,,5142888543,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707942993,200,1,1,16,34,77tfx9me4aaqhzv78bmgsy9bg,1,21.9,8.9,2024-08-11T12:16:53.255Z,2024-08-11T15:35:50Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5142888727,140,9.7,5142888733,213,2.78,5142888729,141,16.1,5142888725,56,Back,5142888731,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943009,201,1,1,16,36,77tfx9me4aaqhzv78bmgsy9bg,1,9.7,16.1,2024-08-11T12:16:55.832Z,2024-08-11T12:16:57Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5142888787,56,Back,5142888791,141,41.3,5142888795,213,1.94,5142888789,140,3.4,5142888793,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943023,202,1,1,16,38,77tfx9me4aaqhzv78bmgsy9bg,1,4.4,42.5,2024-08-11T12:16:57.720Z,2024-08-11T12:16:59Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5142888863,141,64.8,5142888865,212,15.6,5142888861,140,7.9,5142888859,56,Back,5142888867,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943051,203,1,1,16,40,77tfx9me4aaqhzv78bmgsy9bg,1,7.9,64.8,2024-08-11T12:16:59.144Z,2024-08-11T12:17:01Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5142889011,56,Back,5142889019,213,5.08,5142889017,212,9.0,5142889015,141,52.4,5142889013,140,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943083,204,1,1,16,42,77tfx9me4aaqhzv78bmgsy9bg,1,13.4,52.4,2024-08-11T12:17:01.224Z,2024-08-11T12:17:03Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5142889161,213,3.53,5142889153,56,Back,5142889157,141,46.3,5142889159,212,11.0,5142889155,140,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943151,205,1,1,16,44,77tfx9me4aaqhzv78bmgsy9bg,1,3.5,44.0,2024-08-11T12:17:03.191Z,2024-08-11T12:17:09Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5142889535,56,Back,5142889539,141,14.8,5142889543,213,5.09,5142889537,140,11.0,5142889541,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943175,206,1,1,16,50,77tfx9me4aaqhzv78bmgsy9bg,1,21.4,9.5,2024-08-11T12:17:08.904Z,2024-08-11T12:17:10Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5142889657,56,Back,5142889663,212,7.9,5142889665,213,1.04,5142889661,141,19.6,5142889659,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943193,207,1,1,16,51,77tfx9me4aaqhzv78bmgsy9bg,1,25.2,19.6,2024-08-11T12:17:10.535Z,2024-08-11T12:17:12Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5142889747,141,5.5,5142889739,56,Back,5142889751,212,10.4,5142889753,213,4.32,5142889743,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943247,208,1,1,16,53,77tfx9me4aaqhzv78bmgsy9bg,1,22.8,5.0,2024-08-11T12:17:12.327Z,2024-08-11T12:17:18Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5142890013,140,15.5,5142890019,213,2.09,5142890015,141,24.5,5142890017,212,15.3,5142890011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943317,209,1,1,16,59,77tfx9me4aaqhzv78bmgsy9bg,1,28.4,45.4,2024-08-11T12:17:18.376Z,2024-08-11T12:17:25Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5142890353,140,33.4,5142890359,213,1.14,5142890355,141,62.3,5142890357,212,12.6,5142890351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943331,210,1,1,17,6,77tfx9me4aaqhzv78bmgsy9bg,1,44.7,62.1,2024-08-11T12:17:24.983Z,2024-08-11T12:17:26Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5142890431,140,65.0,5142890435,212,24.2,5142890429,56,Center,5142890433,141,45.4,5142890437,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943373,211,1,1,17,7,77tfx9me4aaqhzv78bmgsy9bg,1,65.0,45.4,2024-08-11T12:17:25.992Z,2024-08-11T12:17:29Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5142890593,155,,5142890603,141,67.4,5142890609,213,0.65,5142890599,140,83.8,5142890595,56,Center,5142890607,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943383,212,3,1,17,9,77tfx9me4aaqhzv78bmgsy9bg,0,87.6,63.4,2024-08-11T12:17:28.608Z,2024-08-11T15:36:21Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5143712073,465,,5142890627,56,Center,5142898511,233,118,5142890629,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943419,111,43,1,17,9,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-11T12:17:28.609Z,2024-08-11T12:20:12Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5142890801,56,Back,5142898485,144,7,5142890811,233,212,5142890803,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943781,118,54,1,17,9,anga7587r1zv4ey71ge9zxol3,1,12.4,36.6,2024-08-11T12:17:28.609Z,2024-08-11T13:05:25Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5142898507,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943421,112,52,1,17,10,anga7587r1zv4ey71ge9zxol3,1,13.9,36.0,2024-08-11T12:17:29.571Z,2024-08-11T15:36:35Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5143712681,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943619,113,1,1,17,30,anga7587r1zv4ey71ge9zxol3,1,11.4,41.8,2024-08-11T12:17:49.060Z,2024-08-11T15:37:01Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5142891793,56,Back,5143715417,189,,5142891795,140,13.3,5142891791,123,,5142891799,212,15.2,5142891803,213,1.44,5142891797,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943659,114,1,1,17,32,anga7587r1zv4ey71ge9zxol3,1,13.4,64.0,2024-08-11T12:17:51.563Z,2024-08-11T15:37:02Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5142891997,213,4.13,5142891993,141,47.3,5142891989,56,Back,5142891995,212,13.6,5142891991,140,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943665,115,1,1,17,38,anga7587r1zv4ey71ge9zxol3,1,5.6,46.1,2024-08-11T12:17:56.972Z,2024-08-11T12:17:58Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5142892043,141,43.4,5142892045,212,15.9,5142892041,140,20.6,5142892039,56,Back,5142892047,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943683,116,1,1,17,39,anga7587r1zv4ey71ge9zxol3,1,21.8,39.1,2024-08-11T12:17:58.075Z,2024-08-11T12:18:00Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5142892101,212,22.4,5142892103,213,4.29,5142892095,56,Back,5142892099,141,9.1,5142892097,140,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943695,117,1,1,17,41,anga7587r1zv4ey71ge9zxol3,0,13.1,9.7,2024-08-11T12:17:59.996Z,2024-08-11T12:18:01Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5142892189,140,44.1,5142892185,155,,5142892193,212,40.4,5142892195,213,0.63,5142892191,141,44.9,5142892187,56,Back,5142892197,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943725,213,1,1,17,43,77tfx9me4aaqhzv78bmgsy9bg,1,55.4,49.6,2024-08-11T12:18:02.023Z,2024-08-11T12:18:04Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5142892309,212,23.8,5142892301,3,,5142892307,141,49.3,5142892305,140,32.7,5142892303,56,Back,5142892311,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943745,214,1,1,17,45,77tfx9me4aaqhzv78bmgsy9bg,1,32.7,49.3,2024-08-11T12:18:04.183Z,2024-08-11T12:18:06Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5142892425,56,Back,5142892429,141,52.2,5142892435,213,3.05,5142892431,212,22.5,5142892427,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943789,216,1,1,17,48,77tfx9me4aaqhzv78bmgsy9bg,1,11.6,52.4,2024-08-11T12:18:07.031Z,2024-08-11T12:18:09Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5142892577,213,0.89,5142892569,56,Back,5142892573,141,69.2,5142892571,140,20.5,5142892575,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943845,217,1,1,17,50,77tfx9me4aaqhzv78bmgsy9bg,1,21.3,68.7,2024-08-11T12:18:09.717Z,2024-08-11T12:18:15Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5142892867,56,Back,5142892869,140,28.7,5142892873,212,7.8,5142892871,141,69.8,5142892875,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943851,218,61,1,17,56,77tfx9me4aaqhzv78bmgsy9bg,1,28.7,69.8,2024-08-11T12:18:15.731Z,2024-08-11T12:18:16Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5142892893,56,Back,5142892905,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943983,119,5,1,17,59,anga7587r1zv4ey71ge9zxol3,1,21.1,-1.2,2024-08-11T12:18:18.711Z,2024-08-11T13:05:16Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5142893595,233,219,5142893585,56,Back,5142893587,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707943877,219,5,1,17,59,77tfx9me4aaqhzv78bmgsy9bg,0,78.9,101.2,2024-08-11T12:18:18.711Z,2024-08-11T13:05:17Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5142893011,56,Left,5142893599,233,119,5142893013,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707944109,120,1,1,18,22,anga7587r1zv4ey71ge9zxol3,0,32.7,0.0,2024-08-11T12:18:41.499Z,2024-08-11T15:37:34Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5142894213,56,Right,5142894221,213,0.32,5142894223,1,,5142894219,212,31.6,5142894215,140,61.3,5142894217,141,12.6,5142894211,107,,5142895817,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707944845,243,61,1,18,24,77tfx9me4aaqhzv78bmgsy9bg,1,29.7,66.3,2024-08-11T12:18:43.017Z,2024-08-11T15:37:36Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5142898045,56,Back,5142898085,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707944145,221,1,1,18,27,77tfx9me4aaqhzv78bmgsy9bg,1,44.0,74.1,2024-08-11T12:18:46.407Z,2024-08-11T12:18:48Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5142894385,213,4.02,5142894381,141,56.0,5142894383,212,16.0,5142894379,140,34.2,5142894377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707944177,222,1,1,18,29,77tfx9me4aaqhzv78bmgsy9bg,1,34.4,57.2,2024-08-11T12:18:48.071Z,2024-08-11T12:18:51Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5142894577,56,Back,5142894579,140,45.1,5142894583,212,27.1,5142894581,141,93.5,5142894585,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707944151,121,43,1,18,29,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-11T12:18:48.761Z,2024-08-11T12:19:20Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5142894423,56,Right,5142895899,144,61,5142894455,189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707944241,223,1,1,18,32,77tfx9me4aaqhzv78bmgsy9bg,1,45.9,85.8,2024-08-11T12:18:51.847Z,2024-08-11T12:18:56Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5142894883,140,43.3,5142894889,213,4.47,5142894885,141,69.8,5142894887,212,11.2,5142894881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707944263,224,1,1,18,37,77tfx9me4aaqhzv78bmgsy9bg,1,43.6,67.7,2024-08-11T12:18:56.551Z,2024-08-11T12:18:59Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5142895029,56,Back,5142895033,141,81.3,5142895031,140,48.0,5142895035,212,10.3,5142895037,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707944287,225,1,1,18,40,77tfx9me4aaqhzv78bmgsy9bg,1,48.6,77.1,2024-08-11T12:18:59.527Z,2024-08-11T12:19:03Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5142895157,213,4.25,5142895149,56,Back,5142895151,140,45.6,5142895155,212,7.1,5142895153,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
