id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/16/value
2804479181,132,5,1,15,31,9w3sjm5ml4sjr2v81oxzdrt8v,0,101.2,58.4,2025-04-21T14:17:49.852Z,2025-04-21T18:12:22Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5670362229,56,Center,5670362231,346,,5670362329,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804478971,134,5,1,15,31,9qsmopgutr7ut5g6workk8w4i,1,-1.2,41.6,2025-04-21T14:17:49.852Z,2025-04-21T18:11:00Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670361153,346,,5670361151,56,Back,5670362297,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479575,135,1,1,15,57,9qsmopgutr7ut5g6workk8w4i,1,5.0,37.0,2025-04-21T14:18:16.020Z,2025-04-21T18:11:00Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670364473,237,,5670364465,141,52.5,5670364459,124,,5670364467,212,10.6,5670364469,213,1.70,5670364461,56,Back,5670364463,140,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479651,136,1,1,15,59,9qsmopgutr7ut5g6workk8w4i,1,12.3,54.8,2025-04-21T14:18:17.650Z,2025-04-21T18:11:00Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5670364853,56,Back,5670364857,141,17.3,5670364861,213,5.12,5670364859,212,27.8,5670364855,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479655,137,1,1,16,3,9qsmopgutr7ut5g6workk8w4i,1,30.3,28.2,2025-04-21T14:18:21.660Z,2025-04-21T18:10:59Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670364935,212,6.5,5670364937,213,1.59,5670364929,56,Back,5670364933,141,37.7,5670364931,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479747,138,1,1,16,4,9qsmopgutr7ut5g6workk8w4i,1,30.2,37.7,2025-04-21T14:18:22.530Z,2025-04-21T18:10:59Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670365453,56,Back,5670365465,212,9.7,5670365469,213,4.98,5670365457,140,32.6,5670365461,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479851,139,1,1,16,8,9qsmopgutr7ut5g6workk8w4i,1,38.0,27.7,2025-04-21T14:18:27.085Z,2025-04-21T18:10:59Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670365973,56,Center,5670365977,141,35.7,5670365981,213,0.30,5670365975,140,54.7,5670365979,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479915,140,1,1,16,14,9qsmopgutr7ut5g6workk8w4i,1,76.2,15.0,2025-04-21T14:18:32.800Z,2025-04-21T18:10:59Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5670366349,212,3.9,5670366343,56,Right,5670366345,140,78.8,5670366351,213,5.49,5670366347,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479959,141,1,1,16,17,9qsmopgutr7ut5g6workk8w4i,1,76.5,16.7,2025-04-21T14:18:35.310Z,2025-04-21T18:10:58Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670366595,213,2.16,5670366589,140,72.6,5670366587,56,Center,5670366593,212,7.4,5670366591,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480003,142,1,1,16,19,9qsmopgutr7ut5g6workk8w4i,1,73.6,29.2,2025-04-21T14:18:37.411Z,2025-04-21T18:10:58Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5670366843,140,68.9,5670366847,212,6.6,5670366841,56,Center,5670366845,141,35.7,5670366849,213,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480015,143,1,1,16,21,9qsmopgutr7ut5g6workk8w4i,1,69.7,36.1,2025-04-21T14:18:39.521Z,2025-04-21T18:10:58Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670366915,140,77.4,5670366921,212,8.4,5670366919,141,33.0,5670366927,213,6.03,5670366913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480085,144,1,1,16,21,9qsmopgutr7ut5g6workk8w4i,1,77.4,33.0,2025-04-21T14:18:40.220Z,2025-04-21T18:10:58Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670367297,212,7.4,5670367289,140,78.0,5670367301,213,4.80,5670367293,141,22.1,5670367285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480093,145,1,1,16,24,9qsmopgutr7ut5g6workk8w4i,1,77.0,24.9,2025-04-21T14:18:42.611Z,2025-04-21T18:10:57Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5670367397,141,28.5,5670367405,213,0.75,5670367389,56,Center,5670367393,140,79.5,5670367401,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480105,146,1,1,16,25,9qsmopgutr7ut5g6workk8w4i,0,80.4,29.1,2025-04-21T14:18:43.651Z,2025-04-21T18:10:57Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670367563,156,,5670367483,140,76.4,5670367479,56,Center,5670367487,141,30.1,5670367493,213,2.98,5670367491,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480867,144,3,1,16,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.2,59.3,2025-04-21T14:18:45.450Z,2025-04-21T18:29:26Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5670371411,285,,5670372003,233,147,5671551135,465,,5670371409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480165,147,7,1,16,27,9qsmopgutr7ut5g6workk8w4i,1,73.8,40.7,2025-04-21T14:18:45.451Z,2025-04-21T18:29:31Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5670367825,56,Center,5671551335,383,,5670371977,233,144,5670367827,286,,5671551337,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480207,148,1,1,16,28,9qsmopgutr7ut5g6workk8w4i,0,74.4,39.5,2025-04-21T14:18:47.111Z,2025-04-21T18:10:56Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5670382189,141,39.1,5670382193,213,6.16,5670382191,212,2.2,5670382185,56,Center,5670382187,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480223,133,1,1,16,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.1,59.1,2025-04-21T14:18:47.344Z,2025-04-21T18:12:22Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5670368121,141,49.4,5670368117,56,Back,5670368123,212,6.6,5670368119,140,31.1,5670368125,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480237,135,1,1,16,30,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.1,49.4,2025-04-21T14:18:48.872Z,2025-04-21T18:12:21Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5670368177,157,,5670368185,212,11.4,5670368187,213,6.10,5670368189,1,,5670368181,140,41.8,5670368179,56,Back,5670368183,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480369,136,83,1,16,32,9w3sjm5ml4sjr2v81oxzdrt8v,0,27.1,57.5,2025-04-21T14:18:51.216Z,2025-04-21T18:12:21Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670387865,399,bnar4f48vnx4oaz2lzch48es5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480325,150,1,1,16,33,9qsmopgutr7ut5g6workk8w4i,1,59.8,56.1,2025-04-21T14:18:51.531Z,2025-04-21T18:10:56Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670368659,212,4.1,5670368661,213,5.93,5670368655,140,63.5,5670368657,141,54.0,5670368653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480453,151,1,1,16,34,9qsmopgutr7ut5g6workk8w4i,1,63.5,54.0,2025-04-21T14:18:52.371Z,2025-04-21T18:10:56Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670369333,56,Center,5670369341,213,5.68,5670369337,141,46.1,5670369339,212,9.4,5670369335,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480461,152,61,1,16,37,9qsmopgutr7ut5g6workk8w4i,0,69.6,32.8,2025-04-21T14:18:55.701Z,2025-04-21T18:10:55Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5670369365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480513,138,3,1,16,40,9w3sjm5ml4sjr2v81oxzdrt8v,0,38.0,73.6,2025-04-21T14:18:59.009Z,2025-04-21T18:29:39Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5670369655,286,,5671551735,465,,5670369653,56,Back,5670369855,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480541,153,7,1,16,40,9qsmopgutr7ut5g6workk8w4i,0,62.0,26.4,2025-04-21T14:18:59.010Z,2025-04-21T18:29:41Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5671551777,385,,5670369785,285,,5670369781,56,Center,5670369813,233,138,5671551779,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480635,139,1,1,16,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.8,60.2,2025-04-21T14:19:02.702Z,2025-04-21T18:12:20Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5670370245,141,44.3,5670370247,212,17.9,5670370249,213,5.64,5670370241,56,Back,5670370243,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480721,140,1,1,16,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.6,44.0,2025-04-21T14:19:04.624Z,2025-04-21T18:12:20Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5670370685,213,4.40,5670370677,56,Back,5670370683,212,21.7,5670370679,140,40.2,5670370681,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480759,141,1,1,16,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.2,14.3,2025-04-21T14:19:08.729Z,2025-04-21T18:12:19Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5670370873,213,1.95,5670370865,56,Back,5670370871,212,13.5,5670370869,141,32.7,5670370867,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480811,142,1,1,16,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.5,31.8,2025-04-21T14:19:10.177Z,2025-04-21T18:12:19Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5670371131,141,10.7,5670371133,212,19.4,5670371129,140,48.9,5670371127,56,Back,5670371135,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480863,143,1,1,16,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.9,10.7,2025-04-21T14:19:12.201Z,2025-04-21T18:12:19Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5670371403,213,2.42,5670371395,140,37.1,5670371401,212,16.5,5670371397,141,26.7,5670371391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804480997,145,1,1,17,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.7,36.0,2025-04-21T14:19:18.850Z,2025-04-21T18:12:19Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5670372235,212,16.1,5670372231,140,33.4,5670372237,213,1.59,5670372233,141,59.6,5670372229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481057,146,1,1,17,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.4,59.6,2025-04-21T14:19:19.737Z,2025-04-21T18:12:18Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670372585,141,86.8,5670372587,212,21.7,5670372589,213,1.02,5670372583,140,44.2,5670372581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481161,147,1,1,17,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.2,86.9,2025-04-21T14:19:22.545Z,2025-04-21T18:12:18Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5670373185,141,66.7,5670373187,212,21.9,5670373189,213,3.82,5670373183,140,28.0,5670373181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481179,148,1,1,17,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.0,68.7,2025-04-21T14:19:27.273Z,2025-04-21T18:12:18Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670373275,212,13.2,5670373269,56,Back,5670373271,140,42.3,5670373277,213,5.67,5670373273,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481201,149,1,1,17,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.3,57.5,2025-04-21T14:19:28.233Z,2025-04-21T18:12:17Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5670373395,212,17.5,5670373397,213,2.72,5670373389,56,Back,5670373393,141,67.9,5670373391,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481323,150,1,1,17,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.1,67.9,2025-04-21T14:19:29.121Z,2025-04-21T18:12:17Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670374053,141,38.0,5670374047,56,Back,5670374057,212,20.5,5670374049,140,29.8,5670374061,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481395,151,1,1,17,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,35.1,47.2,2025-04-21T14:19:33.281Z,2025-04-21T18:12:17Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5670374447,56,Back,5670374455,213,1.76,5670374451,141,86.2,5670374453,212,27.0,5670374449,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481437,152,1,1,17,17,9w3sjm5ml4sjr2v81oxzdrt8v,0,28.7,85.6,2025-04-21T14:19:35.842Z,2025-04-21T18:12:17Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5670374633,140,43.0,5670374637,212,16.0,5670374631,56,Back,5670374635,141,77.5,5670374639,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481415,155,8,1,17,18,9qsmopgutr7ut5g6workk8w4i,1,54.5,20.3,2025-04-21T14:19:36.433Z,2025-04-21T18:29:59Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5671552495,385,,5670374533,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481469,153,61,1,17,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.0,77.5,2025-04-21T14:19:37.533Z,2025-04-21T18:12:16Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5670374767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481473,156,1,1,17,19,9qsmopgutr7ut5g6workk8w4i,1,56.6,8.2,2025-04-21T14:19:37.857Z,2025-04-21T18:10:55Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670374821,56,Right,5670374827,212,5.3,5670374823,140,61.0,5670374829,213,0.51,5670374825,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481495,158,1,1,17,21,9qsmopgutr7ut5g6workk8w4i,1,62.3,10.7,2025-04-21T14:19:39.297Z,2025-04-21T18:10:54Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5670374979,212,6.1,5670374975,140,57.6,5670374981,213,3.76,5670374973,56,Right,5670374977,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481595,159,1,1,17,22,9qsmopgutr7ut5g6workk8w4i,1,53.2,4.6,2025-04-21T14:19:40.321Z,2025-04-21T18:10:54Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670375607,140,53.6,5670375605,56,Right,5670375613,213,1.49,5670375611,212,5.5,5670375609,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481599,160,4,1,17,25,9qsmopgutr7ut5g6workk8w4i,1,60.8,29.0,2025-04-21T14:19:43.945Z,2025-04-21T18:10:53Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5670375699,265,,5670375787,233,154,5670375695,56,Center,5670375691,13,,5670375701,286,,5670375697,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481589,154,4,1,17,25,9w3sjm5ml4sjr2v81oxzdrt8v,0,39.2,71.0,2025-04-21T14:19:43.946Z,2025-04-21T18:12:16Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5670378265,55,155,5670375717,152,,5670375721,285,,5670375715,56,Back,5670375713,13,,5670375719,265,,5670375827,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804481671,155,17,1,17,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-21T14:19:46.971Z,2025-04-21T18:12:16Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5670378211,13,243,5670378213,55,154,5670378207,31,,5670378209,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804482255,156,27,1,17,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-21T14:20:13.888Z,2025-04-21T18:12:16Z,,,,,5670745699,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804483449,161,27,1,17,55,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-21T14:20:13.888Z,2025-04-21T18:10:53Z,,,,,5670745685,233,156,5670385943,41,Injury,5670385945,53,6anvl82jyio52wo87cbxdp4np,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484221,157,28,1,18,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-21T14:21:06.544Z,2025-04-21T18:12:15Z,,,,,5670389771,55,156,5670745799,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804483469,162,28,1,18,48,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2025-04-21T14:21:06.544Z,2025-04-21T18:10:53Z,,,,,5670745753,233,157,5670385655,55,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484171,163,1,1,19,18,9qsmopgutr7ut5g6workk8w4i,0,66.3,26.4,2025-04-21T14:21:36.795Z,2025-04-21T18:30:46Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670389447,155,,5671554753,20,,5670389451,152,,5670389455,140,86.5,5670389461,213,0.86,5670389443,5,,5670389439,2,,5670389459,212,32.6,5670389453,56,Center,5671554751,224,5670389463,1,,,5670389457,141,62.9,,,,,,,,,,,,,,,,,,
2804486485,172,44,1,19,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.1,36.6,2025-04-21T14:21:39.040Z,2025-04-21T19:04:59Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5670402339,56,Back,5670414385,233,196,5670402341,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804488523,196,44,1,19,20,9qsmopgutr7ut5g6workk8w4i,0,84.9,63.4,2025-04-21T14:21:39.041Z,2025-04-21T19:04:59Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670414503,233,172,5670413771,286,,5670413769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484241,158,12,1,19,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,15.7,39.1,2025-04-21T14:21:40.021Z,2025-04-21T18:12:15Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5670389891,213,5.82,5670389885,140,39.4,5670389899,15,,5670389887,141,20.9,5670389889,212,27.8,5670389883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484305,164,1,1,19,23,9qsmopgutr7ut5g6workk8w4i,1,55.3,75.7,2025-04-21T14:21:41.975Z,2025-04-21T18:10:52Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5670390261,213,4.24,5670390251,140,52.6,5670390257,212,6.2,5670390249,56,Center,5670390253,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484329,165,1,1,19,25,9qsmopgutr7ut5g6workk8w4i,0,52.6,67.6,2025-04-21T14:21:43.355Z,2025-04-21T18:10:52Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670390395,212,26.6,5670390389,56,Center,5670390387,155,,5670390399,213,6.07,5670390393,141,59.3,5670390391,140,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484403,160,1,1,19,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,17.5,29.5,2025-04-21T14:21:47.381Z,2025-04-21T18:12:15Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670395291,213,4.10,5670395285,140,16.1,5670395289,212,2.6,5670395287,141,26.4,5670390777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484503,162,1,1,19,31,9w3sjm5ml4sjr2v81oxzdrt8v,0,14.2,27.0,2025-04-21T14:21:49.669Z,2025-04-21T18:12:14Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5670391377,1,,5670391373,212,55.2,5670391365,157,,5670391369,140,66.8,5670391371,141,25.6,5670391375,213,6.27,5670391367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484457,161,43,1,19,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-21T14:21:53.285Z,2025-04-21T14:22:15Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5670391037,56,Back,5670391035,3,0,5670391045,213,1.53,5670391041,141,24.7,5670393801,144,1,5670391043,212,2.8,5670391039,140,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484645,167,1,1,19,39,9qsmopgutr7ut5g6workk8w4i,1,35.2,74.7,2025-04-21T14:21:57.365Z,2025-04-21T18:10:51Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670392205,140,44.4,5670392207,141,67.2,5670392209,212,10.9,5670392203,56,Back,5670392211,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484669,168,1,1,19,40,9qsmopgutr7ut5g6workk8w4i,1,44.6,67.5,2025-04-21T14:21:58.336Z,2025-04-21T18:10:51Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670392375,212,3.9,5670392371,140,42.8,5670392369,56,Back,5670392373,141,72.6,5670392377,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484827,169,1,1,19,43,9qsmopgutr7ut5g6workk8w4i,1,46.4,68.5,2025-04-21T14:22:01.776Z,2025-04-21T18:10:51Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5670393163,56,Back,5670393175,212,10.4,5670393169,140,39.3,5670393173,141,57.8,5670393177,213,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804484883,170,1,1,19,47,9qsmopgutr7ut5g6workk8w4i,1,37.4,50.6,2025-04-21T14:22:05.815Z,2025-04-21T18:10:50Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5670393499,141,32.7,5670393493,56,Back,5670393503,212,12.2,5670393495,140,38.5,5670393507,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804485019,171,1,1,19,51,9qsmopgutr7ut5g6workk8w4i,1,39.0,30.1,2025-04-21T14:22:09.795Z,2025-04-21T18:10:50Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670394219,213,0.59,5670394209,140,45.6,5670394211,141,36.9,5670394215,212,8.3,5670394207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804485171,172,1,1,19,54,9qsmopgutr7ut5g6workk8w4i,1,45.5,29.1,2025-04-21T14:22:13.046Z,2025-04-21T18:10:50Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5670395091,212,15.4,5670395085,56,Right,5670395089,141,12.3,5670395093,213,5.45,5670395087,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804485329,173,1,1,20,0,9qsmopgutr7ut5g6workk8w4i,1,47.3,19.8,2025-04-21T14:22:18.586Z,2025-04-21T18:10:50Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5670396019,141,16.5,5670396015,56,Back,5670396023,213,3.51,5670396017,140,41.7,5670396021,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804485405,174,1,1,20,7,9qsmopgutr7ut5g6workk8w4i,0,45.3,18.0,2025-04-21T14:22:25.596Z,2025-04-21T18:31:40Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5670396467,141,41.3,5670396465,140,86.5,5670396473,1,,5670396471,213,0.35,5671557611,4,,5670396463,56,Center,5670396461,155,,5670396469,212,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
