id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2752941073,74,1,1,7,55,36g6ifzjliec1jqnbtf7yesme,1,68.5,93.9,2024-11-29T18:09:40.603Z,2024-11-29T20:51:54Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5389297099,213,2.92,5389297095,141,95.7,5389297091,56,Left,5389297097,212,5.5,5389297093,140,63.4,5389297735,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941111,75,1,1,7,56,36g6ifzjliec1jqnbtf7yesme,1,63.8,94.7,2024-11-29T18:09:41.651Z,2024-11-29T20:51:55Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5389297281,155,,5389297285,56,Center,5389297291,141,23.4,5389297299,213,4.78,5389297295,212,48.6,5389297301,1,,5389297287,140,66.7,5389297283,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941139,76,1,1,8,0,36g6ifzjliec1jqnbtf7yesme,1,67.8,23.6,2024-11-29T18:09:45.875Z,2024-11-29T18:09:48Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5389297491,213,6.20,5389297489,212,23.8,5389297485,140,90.4,5389297479,56,Right,5389297487,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941149,77,1,1,8,2,36g6ifzjliec1jqnbtf7yesme,0,91.2,19.0,2024-11-29T18:09:47.163Z,2024-11-29T20:52:10Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5389297541,2,,5389297545,56,Center,5389297549,141,41.2,5389297553,213,1.46,5389297551,212,15.2,5390026469,224,,5390026471,20,,5389297547,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941179,114,12,1,8,3,9qsmopgutr7ut5g6workk8w4i,1,7.7,57.3,2024-11-29T18:09:48.203Z,2024-11-29T20:52:11Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389297695,56,Back,5389297707,213,1.16,5389297699,141,83.2,5389297703,212,19.2,5389297697,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941195,116,1,1,8,6,9qsmopgutr7ut5g6workk8w4i,1,15.1,83.2,2024-11-29T18:09:51.754Z,2024-11-29T18:09:53Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5389297741,56,Back,5389297751,212,12.6,5389297755,213,3.79,5389297745,140,5.6,5389297747,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941213,117,1,1,8,7,9qsmopgutr7ut5g6workk8w4i,1,5.6,72.1,2024-11-29T18:09:52.228Z,2024-11-29T20:52:19Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5389297845,213,1.27,5389297837,56,Back,5389297833,155,,5389297841,141,95.1,5389297843,212,16.4,5389297839,140,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941237,118,1,1,8,9,9qsmopgutr7ut5g6workk8w4i,1,10.8,95.1,2024-11-29T18:09:54.938Z,2024-11-29T18:09:58Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5389297963,141,87.2,5389297967,213,3.70,5389297959,56,Back,5389297965,212,10.1,5389297961,140,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941271,119,1,1,8,13,9qsmopgutr7ut5g6workk8w4i,1,2.7,76.1,2024-11-29T18:09:58.426Z,2024-11-29T18:10:04Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5389298239,1,,5389298235,212,40.1,5389298229,56,Back,5389298231,140,19.5,5389298233,141,23.1,5389298237,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941311,120,1,1,8,19,9qsmopgutr7ut5g6workk8w4i,1,33.8,13.4,2024-11-29T18:10:04.762Z,2024-11-29T18:10:07Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5389298473,140,27.9,5389298477,212,10.6,5389298471,56,Back,5389298479,213,2.19,5389298475,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941337,121,1,1,8,22,9qsmopgutr7ut5g6workk8w4i,1,29.5,24.7,2024-11-29T18:10:07.403Z,2024-11-29T18:10:09Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389298593,140,37.7,5389298597,212,10.3,5389298591,56,Back,5389298595,141,33.1,5389298599,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941441,122,1,1,8,24,9qsmopgutr7ut5g6workk8w4i,1,36.9,30.6,2024-11-29T18:10:09.402Z,2024-11-29T18:10:17Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389299059,56,Back,5389299067,213,3.57,5389299063,141,24.4,5389299061,140,28.1,5389299065,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941457,123,1,1,8,32,9qsmopgutr7ut5g6workk8w4i,1,32.7,26.7,2024-11-29T18:10:17.562Z,2024-11-29T18:10:18Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389299171,56,Back,5389299179,213,1.04,5389299175,141,36.6,5389299173,140,36.5,5389299177,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941481,124,1,1,8,33,9qsmopgutr7ut5g6workk8w4i,1,36.5,36.6,2024-11-29T18:10:18.779Z,2024-11-29T18:10:21Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5389299261,140,27.1,5389299265,212,9.9,5389299259,56,Back,5389299267,213,3.09,5389299263,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941503,125,1,1,8,35,9qsmopgutr7ut5g6workk8w4i,1,27.1,37.4,2024-11-29T18:10:20.922Z,2024-11-29T18:10:22Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389299355,56,Back,5389299359,141,55.8,5389299363,213,1.06,5389299361,212,14.3,5389299357,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941523,126,1,1,8,36,9qsmopgutr7ut5g6workk8w4i,1,33.7,55.8,2024-11-29T18:10:22.042Z,2024-11-29T18:10:23Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5389299469,213,4.12,5389299465,141,40.0,5389299461,56,Back,5389299467,212,13.0,5389299463,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941555,127,1,1,8,38,9qsmopgutr7ut5g6workk8w4i,1,26.4,38.0,2024-11-29T18:10:23.866Z,2024-11-29T18:10:27Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389299593,140,30.3,5389299597,212,10.3,5389299595,141,51.9,5389299599,213,1.16,5389299591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941625,128,1,1,8,41,9qsmopgutr7ut5g6workk8w4i,1,30.0,47.9,2024-11-29T18:10:26.890Z,2024-11-29T18:10:32Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5389299907,56,Back,5389299913,212,8.8,5389299911,141,37.0,5389299909,140,25.5,5389299915,213,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941661,129,1,1,8,47,9qsmopgutr7ut5g6workk8w4i,1,28.0,42.1,2024-11-29T18:10:32.794Z,2024-11-29T18:10:36Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389300089,213,2.16,5389300085,141,60.0,5389300081,56,Back,5389300083,140,20.3,5389300087,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941721,130,1,1,8,50,9qsmopgutr7ut5g6workk8w4i,1,22.9,61.4,2024-11-29T18:10:35.946Z,2024-11-29T18:15:42Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5389300363,56,Back,5389300379,212,26.6,5389300369,140,31.2,5389300373,141,24.4,5389300381,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941723,131,1,1,8,55,9qsmopgutr7ut5g6workk8w4i,0,33.5,19.7,2024-11-29T18:10:40.290Z,2024-11-29T20:52:46Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389300415,1,,5389300411,212,33.1,5389300409,141,26.8,5389300405,56,Center,5389300413,213,0.15,5389300407,140,64.7,5389300403,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941733,79,1,1,8,56,36g6ifzjliec1jqnbtf7yesme,1,24.0,69.3,2024-11-29T18:10:41.195Z,2024-11-29T20:52:46Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5389300479,141,67.2,5389300475,56,Back,5389300483,213,6.14,5389300481,212,9.9,5389300477,140,33.3,5389300473,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941759,81,1,1,8,59,36g6ifzjliec1jqnbtf7yesme,0,33.4,69.1,2024-11-29T18:10:44.354Z,2024-11-29T18:10:45Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5389300601,56,Back,5389300605,140,48.0,5389300609,141,76.1,5389300613,212,16.1,5389300597,155,,5389300617,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941775,133,1,1,9,1,9qsmopgutr7ut5g6workk8w4i,0,51.5,23.4,2024-11-29T18:10:46.138Z,2024-11-29T18:10:47Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389300671,56,Right,5389300675,141,14.9,5389300679,213,5.82,5389300673,140,62.6,5389300677,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941787,82,8,1,9,2,36g6ifzjliec1jqnbtf7yesme,1,40.0,91.2,2024-11-29T18:10:47.730Z,2024-11-29T20:53:05Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5389300713,56,Back,5390031069,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941809,134,43,1,9,4,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-11-29T18:10:49.187Z,2024-11-29T20:53:25Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389300891,399,3q4tnk1z46lop4rbdpjtfoc2c,5390032443,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941837,84,1,1,9,6,36g6ifzjliec1jqnbtf7yesme,1,47.0,87.2,2024-11-29T18:10:51.978Z,2024-11-29T20:53:09Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,5389300925,212,5.3,5389300921,140,49.7,5389300919,56,Back,5389300927,213,1.01,5389300923,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941849,85,1,1,9,9,36g6ifzjliec1jqnbtf7yesme,0,81.0,87.1,2024-11-29T18:10:54.971Z,2024-11-29T20:53:38Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5389300965,2,,5389300969,56,Center,5390033215,20,,5389300975,212,28.7,5389300971,140,86.6,5389300977,213,4.92,5389300973,141,45.8,5389300967,155,,5390033213,223,,,,,,,,,,,,,,,,,,,,,,,,,
2752941859,135,12,1,9,11,9qsmopgutr7ut5g6workk8w4i,1,10.9,56.3,2024-11-29T18:10:56.274Z,2024-11-29T20:53:40Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5389301037,213,6.12,5389301033,141,51.2,5389301039,15,,5389301035,212,21.2,5389301029,56,Back,5389301031,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941883,136,1,1,9,14,9qsmopgutr7ut5g6workk8w4i,1,30.8,51.2,2024-11-29T18:10:59.602Z,2024-11-29T20:53:45Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5389301153,141,47.6,5389301143,56,Back,5389301169,156,,5389301155,212,7.6,5389301149,140,23.9,5389301159,213,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941915,138,1,1,9,17,9qsmopgutr7ut5g6workk8w4i,1,27.1,48.4,2024-11-29T18:11:02.297Z,2024-11-29T20:53:51Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5389301311,141,58.2,5389301309,140,41.8,5389301315,213,0.41,5389301307,56,Back,5389301313,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941971,139,1,1,9,18,9qsmopgutr7ut5g6workk8w4i,1,43.5,57.9,2024-11-29T18:11:03.347Z,2024-11-29T20:53:53Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,1.0,5389301545,56,Center,5389301549,141,37.0,5389306139,154,,5389301553,213,5.79,5389301551,212,29.8,5389306137,210,15,5389301547,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752941981,140,15,1,9,22,9qsmopgutr7ut5g6workk8w4i,1,82.1,36.3,2024-11-29T18:11:07.218Z,2024-11-29T20:54:12Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389306165,55,139,5389306169,102,47.7,5389306159,80,,5389306171,103,2.5,5389306173,146,93.0,5389305745,20,,5389306161,29,,5389301589,56,Center,5390034875,214,,5389305743,23,,5389306175,147,43.7,5389306183,233,86,5389306163,154,,5389301587,18,,,,,,,,,,
2752941987,86,10,1,9,22,36g6ifzjliec1jqnbtf7yesme,1,6.5,55.6,2024-11-29T18:11:07.318Z,2024-11-29T21:06:59Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5389302065,183,,5390035427,376,,5389306189,233,140,5389302063,389,,5389301625,173,,5389301631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942025,141,61,1,9,26,9qsmopgutr7ut5g6workk8w4i,1,82.8,28.8,2024-11-29T18:11:11.081Z,2024-11-29T20:54:26Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389301829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942083,142,1,1,9,30,9qsmopgutr7ut5g6workk8w4i,1,73.6,26.4,2024-11-29T18:11:15.193Z,2024-11-29T18:11:18Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5389302127,56,Right,5389302131,141,6.5,5389302135,213,4.38,5389302133,212,14.3,5389302129,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942123,143,1,1,9,32,9qsmopgutr7ut5g6workk8w4i,1,68.9,6.1,2024-11-29T18:11:17.913Z,2024-11-29T18:11:22Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5389302301,141,17.7,5389302297,56,Right,5389302305,213,1.93,5389302299,140,66.1,5389302303,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942215,144,1,1,9,37,9qsmopgutr7ut5g6workk8w4i,1,66.1,8.6,2024-11-29T18:11:22.122Z,2024-11-29T18:11:30Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,5389302787,155,,5389302793,141,25.8,5389302797,213,0.41,5389302795,212,29.0,5389302791,140,91.4,5389302789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942151,87,83,1,9,38,36g6ifzjliec1jqnbtf7yesme,0,14.5,56.3,2024-11-29T18:11:24.043Z,2024-11-29T20:54:37Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5389303163,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942163,88,83,1,9,40,36g6ifzjliec1jqnbtf7yesme,0,3.2,70.8,2024-11-29T18:11:25.147Z,2024-11-29T20:54:39Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5389303135,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942177,89,83,1,9,41,36g6ifzjliec1jqnbtf7yesme,0,5.4,68.7,2024-11-29T18:11:27.034Z,2024-11-29T18:11:34Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,5389303131,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942231,145,1,1,9,45,9qsmopgutr7ut5g6workk8w4i,1,91.3,18.6,2024-11-29T18:11:30.090Z,2024-11-29T18:11:31Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389302929,212,8.4,5389302925,141,7.1,5389302921,56,Right,5389302923,140,88.5,5389302933,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942263,146,1,1,9,46,9qsmopgutr7ut5g6workk8w4i,1,88.5,6.5,2024-11-29T18:11:31.465Z,2024-11-29T18:11:33Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5389303069,56,Right,5389303075,141,13.1,5389303079,213,2.41,5389303071,140,83.7,5389303077,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942271,147,1,1,9,48,9qsmopgutr7ut5g6workk8w4i,1,83.8,13.5,2024-11-29T18:11:33.609Z,2024-11-29T18:11:35Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389303125,212,9.4,5389303121,140,76.9,5389303123,141,22.4,5389303127,213,2.45,5389303119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942291,148,1,1,9,49,9qsmopgutr7ut5g6workk8w4i,1,76.9,22.4,2024-11-29T18:11:34.745Z,2024-11-29T20:55:59Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,5389303241,56,Right,5389303249,213,4.54,5389303245,141,13.7,5390042021,156,,5389303243,140,75.9,5389303247,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942321,149,1,1,9,50,9qsmopgutr7ut5g6workk8w4i,1,75.9,13.5,2024-11-29T18:11:36.025Z,2024-11-29T18:11:38Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389303363,140,87.6,5389303367,212,14.0,5389303369,213,5.79,5389303365,141,3.7,5389303361,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942357,150,1,1,9,53,9qsmopgutr7ut5g6workk8w4i,1,87.6,3.1,2024-11-29T18:11:38.361Z,2024-11-29T18:11:41Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5389303595,56,Right,5389303599,141,5.0,5389303601,212,20.0,5389303597,140,68.6,5389303603,213,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942385,151,1,1,9,56,9qsmopgutr7ut5g6workk8w4i,1,66.3,5.5,2024-11-29T18:11:41.850Z,2024-11-29T18:11:45Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389303753,213,2.06,5389303749,141,26.2,5389303745,56,Center,5389303747,140,59.1,5389303751,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942425,152,1,1,10,0,9qsmopgutr7ut5g6workk8w4i,1,59.2,31.9,2024-11-29T18:11:45.354Z,2024-11-29T18:11:49Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389304007,56,Right,5389304013,212,19.4,5389304011,141,12.3,5389304009,140,72.6,5389304015,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942457,153,1,1,10,4,9qsmopgutr7ut5g6workk8w4i,1,73.7,14.1,2024-11-29T18:11:49.481Z,2024-11-29T18:11:53Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389304171,140,86.6,5389304175,141,7.0,5389304169,56,Right,5389304181,213,5.94,5389304177,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942465,154,1,1,10,8,9qsmopgutr7ut5g6workk8w4i,1,82.3,12.3,2024-11-29T18:11:53.434Z,2024-11-29T18:11:54Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5389304223,213,5.62,5389304219,141,5.6,5389304215,56,Right,5389304217,140,87.8,5389304221,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942477,155,1,1,10,9,9qsmopgutr7ut5g6workk8w4i,1,85.9,5.9,2024-11-29T18:11:54.298Z,2024-11-29T18:11:55Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389304297,213,3.16,5389304293,212,10.1,5389304283,56,Right,5389304287,140,76.3,5389304289,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942491,156,1,1,10,10,9qsmopgutr7ut5g6workk8w4i,1,75.5,6.4,2024-11-29T18:11:55.737Z,2024-11-29T18:11:56Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389304347,141,5.5,5389304351,213,6.20,5389304341,56,Right,5389304345,140,82.1,5389304349,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942525,157,1,1,10,11,9qsmopgutr7ut5g6workk8w4i,1,82.1,4.3,2024-11-29T18:11:56.841Z,2024-11-29T18:12:00Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389304519,56,Right,5389304525,212,10.4,5389304521,140,72.2,5389304523,141,4.4,5389304527,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942551,158,1,1,10,15,9qsmopgutr7ut5g6workk8w4i,1,70.3,12.3,2024-11-29T18:12:00.105Z,2024-11-29T18:12:03Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389304721,212,22.2,5389304717,140,49.2,5389304715,56,Back,5389304719,141,11.4,5389304723,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942567,159,1,1,10,18,9qsmopgutr7ut5g6workk8w4i,1,51.8,10.1,2024-11-29T18:12:03.321Z,2024-11-29T18:12:05Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389304809,56,Right,5389304811,140,67.9,5389304815,212,17.4,5389304813,141,4.0,5389304817,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942621,160,1,1,10,20,9qsmopgutr7ut5g6workk8w4i,1,63.6,8.3,2024-11-29T18:12:05.690Z,2024-11-29T18:12:13Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5389305103,213,2.75,5389305097,140,47.7,5389305101,212,18.1,5389305095,56,Back,5389305099,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942631,161,1,1,10,28,9qsmopgutr7ut5g6workk8w4i,0,51.7,27.4,2024-11-29T18:12:13.561Z,2024-11-29T18:12:14Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389305145,212,22.7,5389305141,140,68.1,5389305143,141,5.6,5389305147,213,5.57,5389305139,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942643,90,8,1,10,29,36g6ifzjliec1jqnbtf7yesme,1,29.5,94.1,2024-11-29T18:12:14.314Z,2024-11-29T20:56:24Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5389305215,56,Back,5390043819,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942651,91,5,1,10,30,36g6ifzjliec1jqnbtf7yesme,0,30.2,101.2,2024-11-29T18:12:15.769Z,2024-11-29T18:30:33Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5389305759,233,162,5389305259,56,Back,5389305261,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942735,162,5,1,10,30,9qsmopgutr7ut5g6workk8w4i,1,69.8,-1.2,2024-11-29T18:12:15.769Z,2024-11-29T18:30:32Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389305739,56,Right,5389305751,233,91,5389305741,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942855,163,1,1,10,47,9qsmopgutr7ut5g6workk8w4i,1,69.5,0.0,2024-11-29T18:12:33.056Z,2024-11-29T20:56:28Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5389306399,213,2.81,5389306395,141,7.0,5389306391,56,Right,5389306397,212,17.7,5389306389,107,,5389306393,140,53.5,5389306591,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942869,164,1,1,10,50,9qsmopgutr7ut5g6workk8w4i,1,53.5,7.0,2024-11-29T18:12:35.697Z,2024-11-29T20:56:29Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389306441,140,44.3,5389306445,212,17.4,5389306595,189,,5389306439,56,Back,5389306443,141,28.2,5389306447,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942897,165,1,1,10,52,9qsmopgutr7ut5g6workk8w4i,1,44.3,28.2,2024-11-29T18:12:37.945Z,2024-11-29T18:12:40Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,5389306577,140,46.0,5389306581,212,7.4,5389306583,213,4.96,5389306575,56,Back,5389306579,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942915,166,1,1,10,57,9qsmopgutr7ut5g6workk8w4i,1,45.0,29.5,2024-11-29T18:12:42.345Z,2024-11-29T18:12:43Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,5389306637,140,43.8,5389306641,212,24.2,5389306639,141,65.1,5389306643,213,1.62,5389306635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942951,167,1,1,10,58,9qsmopgutr7ut5g6workk8w4i,1,43.7,65.8,2024-11-29T18:12:43.240Z,2024-11-29T18:12:46Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5389306791,213,0.90,5389306785,140,60.3,5389306789,212,27.9,5389306787,141,97.8,5389306783,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752942961,168,1,1,11,1,9qsmopgutr7ut5g6workk8w4i,1,67.1,96.0,2024-11-29T18:12:46.521Z,2024-11-29T18:12:47Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5389306849,212,9.2,5389306845,140,62.9,5389306843,56,Left,5389306847,141,84.2,5389306851,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
