id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value
2807168053,141,1,1,14,1,b3r6d8ydtmtjckam6pku9y400,1,76.3,79.4,2025-04-27T14:17:07.749Z,2025-04-27T14:17:10Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685176655,56,Center,5685176663,213,4.86,5685176659,141,64.6,5685176657,140,77.7,5685176661,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168081,142,1,1,14,3,b3r6d8ydtmtjckam6pku9y400,1,77.7,64.6,2025-04-27T14:17:10.341Z,2025-04-27T14:17:11Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5685176827,140,72.5,5685176829,141,77.0,5685176833,212,10.0,5685176825,56,Center,5685176837,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168143,143,1,1,14,4,b3r6d8ydtmtjckam6pku9y400,1,72.5,77.0,2025-04-27T14:17:11.301Z,2025-04-27T14:17:14Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685177205,213,1.35,5685177201,141,87.2,5685177199,140,74.0,5685177203,212,7.1,5685177197,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168179,144,1,1,14,7,b3r6d8ydtmtjckam6pku9y400,1,69.1,75.6,2025-04-27T14:17:14.101Z,2025-04-27T18:30:14Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685177355,141,65.0,5685177359,212,15.7,5685177363,213,3.62,5685177351,56,Center,5685177353,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168229,145,1,1,14,9,b3r6d8ydtmtjckam6pku9y400,1,60.2,69.1,2025-04-27T14:17:15.861Z,2025-04-27T14:17:18Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685177675,212,21.8,5685177667,140,74.7,5685177671,141,92.1,5685177665,56,Left,5685177677,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168277,146,1,1,14,11,b3r6d8ydtmtjckam6pku9y400,1,74.7,92.1,2025-04-27T14:17:18.037Z,2025-04-27T14:17:19Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685177929,56,Center,5685177935,141,75.7,5685177933,140,73.0,5685177937,212,11.3,5685177939,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168345,147,1,1,14,13,b3r6d8ydtmtjckam6pku9y400,1,73.0,75.7,2025-04-27T14:17:19.845Z,2025-04-27T14:17:22Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685178287,212,16.9,5685178283,140,69.4,5685178289,213,4.49,5685178281,56,Center,5685178285,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168363,148,1,1,14,15,b3r6d8ydtmtjckam6pku9y400,1,69.4,51.5,2025-04-27T14:17:22.309Z,2025-04-27T14:17:23Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5685178347,56,Center,5685178365,212,16.4,5685178353,140,57.2,5685178369,213,2.47,5685178359,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168433,149,1,1,14,16,b3r6d8ydtmtjckam6pku9y400,1,57.2,66.6,2025-04-27T14:17:22.949Z,2025-04-27T14:17:25Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685178753,212,26.1,5685178755,213,4.68,5685178741,56,Center,5685178747,141,28.2,5685178743,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168533,150,1,1,14,18,b3r6d8ydtmtjckam6pku9y400,1,56.4,28.2,2025-04-27T14:17:25.221Z,2025-04-27T14:17:28Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685179231,140,69.8,5685179233,141,3.2,5685179237,213,5.40,5685179235,212,22.1,5685179229,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168563,151,1,1,14,22,b3r6d8ydtmtjckam6pku9y400,1,69.8,3.2,2025-04-27T14:17:28.821Z,2025-04-27T14:17:29Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685179431,212,7.8,5685179433,213,1.18,5685179425,56,Right,5685179427,140,72.6,5685179429,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168591,152,1,1,14,23,b3r6d8ydtmtjckam6pku9y400,0,72.6,13.8,2025-04-27T14:17:29.669Z,2025-04-27T14:17:31Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5685179587,213,6.21,5685179579,56,Right,5685179583,141,11.6,5685179581,140,93.2,5685179585,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168685,125,12,1,14,26,5rz9enoyknpg8ji78za5b82p0,1,11.5,81.5,2025-04-27T14:17:32.481Z,2025-04-27T14:17:35Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5685180113,140,42.2,5685180117,212,35.0,5685180119,213,0.40,5685180111,56,Back,5685180115,141,100.0,5685180215,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168693,126,5,1,14,27,5rz9enoyknpg8ji78za5b82p0,0,35.8,101.8,2025-04-27T14:17:34.373Z,2025-04-27T14:55:33Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5685181687,233,153,5685180169,347,,5685180167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168951,153,5,1,14,27,b3r6d8ydtmtjckam6pku9y400,1,64.2,-1.8,2025-04-27T14:17:34.373Z,2025-04-27T14:55:32Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5685181591,56,Right,5685181593,347,,5685181639,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807168985,154,1,1,14,37,b3r6d8ydtmtjckam6pku9y400,1,72.2,0.0,2025-04-27T14:17:44.421Z,2025-04-27T14:17:45Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685181805,141,14.3,5685181797,107,,5685181801,56,Right,5685181809,213,2.50,5685181803,140,58.4,5685181807,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169013,155,1,1,14,39,b3r6d8ydtmtjckam6pku9y400,1,58.4,14.3,2025-04-27T14:17:45.829Z,2025-04-27T14:17:47Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685181977,212,14.8,5685181973,140,71.1,5685181979,213,5.84,5685181967,56,Right,5685181975,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169079,156,1,1,14,40,b3r6d8ydtmtjckam6pku9y400,1,71.1,5.0,2025-04-27T14:17:46.981Z,2025-04-27T14:17:50Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685182373,56,Back,5685182377,140,43.0,5685182381,141,7.1,5685182385,212,29.5,5685182391,213,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169183,157,1,1,14,44,b3r6d8ydtmtjckam6pku9y400,1,43.6,7.1,2025-04-27T14:17:50.581Z,2025-04-27T14:17:54Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685182997,212,24.3,5685182993,141,40.7,5685182991,140,35.7,5685182989,56,Back,5685183001,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169281,158,1,1,14,48,b3r6d8ydtmtjckam6pku9y400,1,34.7,42.5,2025-04-27T14:17:54.709Z,2025-04-27T14:17:58Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685183519,140,46.3,5685183517,56,Back,5685183525,213,5.25,5685183523,212,23.9,5685183521,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169309,159,1,1,14,51,b3r6d8ydtmtjckam6pku9y400,1,46.3,12.3,2025-04-27T14:17:58.117Z,2025-04-27T14:17:59Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5685183671,213,5.99,5685183665,140,63.3,5685183667,141,4.4,5685183663,56,Right,5685183669,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169447,160,1,1,14,52,b3r6d8ydtmtjckam6pku9y400,1,63.3,4.4,2025-04-27T14:17:59.317Z,2025-04-27T14:18:05Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685184511,141,12.6,5685184503,56,Right,5685184513,212,6.0,5685184509,140,65.3,5685184515,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169567,161,1,1,14,58,b3r6d8ydtmtjckam6pku9y400,1,74.1,7.6,2025-04-27T14:18:04.886Z,2025-04-27T14:18:09Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5685185137,141,18.9,5685185133,56,Right,5685185139,212,11.0,5685185135,140,66.6,5685185141,213,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169635,162,1,1,15,2,b3r6d8ydtmtjckam6pku9y400,1,66.6,18.9,2025-04-27T14:18:09.013Z,2025-04-27T14:18:11Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5685185453,213,1.40,5685185451,212,39.4,5685185445,56,Center,5685185447,140,72.9,5685185443,155,,5685185455,1,,5685185449,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169665,163,1,1,15,4,b3r6d8ydtmtjckam6pku9y400,1,72.9,76.0,2025-04-27T14:18:11.237Z,2025-04-27T14:18:12Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685185621,140,81.0,5685185619,56,Center,5685185623,141,67.0,5685185625,212,10.5,5685185631,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169679,164,50,1,15,5,b3r6d8ydtmtjckam6pku9y400,1,83.1,66.1,2025-04-27T14:18:12.341Z,2025-04-27T16:11:44Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5685185659,56,Center,5685186019,233,127,5685185661,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169709,127,7,1,15,5,5rz9enoyknpg8ji78za5b82p0,1,16.9,33.9,2025-04-27T14:18:12.342Z,2025-04-27T18:31:19Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685185955,233,164,5686638295,178,,5685185849,56,Back,5686638583,384,,5685185853,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169853,129,1,1,15,9,5rz9enoyknpg8ji78za5b82p0,1,29.1,28.6,2025-04-27T14:18:16.385Z,2025-04-27T18:31:29Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5685186689,212,8.1,5685186687,141,16.8,5685186683,56,Back,5685186691,213,4.60,5685186685,140,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169837,165,83,1,15,13,b3r6d8ydtmtjckam6pku9y400,0,71.0,78.5,2025-04-27T14:18:19.669Z,2025-04-27T14:18:24Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685187279,399,8xrco8qhcvplvc3wmcschoi22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169861,130,3,1,15,13,5rz9enoyknpg8ji78za5b82p0,0,22.6,14.1,2025-04-27T14:18:20.225Z,2025-04-27T18:31:38Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685186941,233,166,5685186749,285,,5686639841,464,,5685186747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169879,166,7,1,15,13,b3r6d8ydtmtjckam6pku9y400,1,77.4,85.9,2025-04-27T14:18:20.226Z,2025-04-27T18:31:41Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5686640085,178,,5685186831,286,,5685186899,233,130,5685186829,56,Left,5686640083,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807169927,168,1,1,15,15,b3r6d8ydtmtjckam6pku9y400,1,68.9,75.7,2025-04-27T14:18:21.941Z,2025-04-27T14:18:23Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5685187055,56,Left,5685187059,141,89.1,5685187063,213,0.51,5685187061,212,18.6,5685187057,140,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170005,169,1,1,15,16,b3r6d8ydtmtjckam6pku9y400,1,84.3,89.1,2025-04-27T14:18:23.253Z,2025-04-27T14:18:26Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685187585,140,70.1,5685187589,212,17.1,5685187583,56,Center,5685187587,141,76.9,5685187591,213,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170059,170,1,1,15,19,b3r6d8ydtmtjckam6pku9y400,1,71.0,76.4,2025-04-27T14:18:26.420Z,2025-04-27T14:18:29Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685187899,56,Left,5685187905,212,16.3,5685187903,141,91.2,5685187907,213,0.67,5685187901,140,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170109,171,1,1,15,22,b3r6d8ydtmtjckam6pku9y400,1,84.8,92.7,2025-04-27T14:18:29.301Z,2025-04-27T14:18:31Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685188163,213,3.69,5685188159,141,78.7,5685188157,140,69.9,5685188161,212,18.3,5685188155,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170219,172,1,1,15,24,b3r6d8ydtmtjckam6pku9y400,1,70.5,78.7,2025-04-27T14:18:31.141Z,2025-04-27T14:18:35Z,dux0skggr99ydjz3kn58p3wmh,M. López,,,5685188789,56,Center,5685188795,141,61.7,5685188803,213,4.42,5685188799,212,12.1,5685188791,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170267,173,1,1,15,28,b3r6d8ydtmtjckam6pku9y400,1,67.2,61.7,2025-04-27T14:18:35.029Z,2025-04-27T14:18:37Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5685189065,213,0.96,5685189059,140,74.1,5685189063,212,12.7,5685189057,56,Center,5685189061,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170343,174,1,1,15,30,b3r6d8ydtmtjckam6pku9y400,1,75.2,73.6,2025-04-27T14:18:37.205Z,2025-04-27T18:31:59Z,dux0skggr99ydjz3kn58p3wmh,M. López,1.0,,5685189439,141,43.6,5685189437,140,73.9,5685189435,56,Center,5685189441,212,20.4,5685189443,213,4.65,5685190151,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170353,175,15,1,15,33,b3r6d8ydtmtjckam6pku9y400,1,77.2,41.5,2025-04-27T14:18:40.133Z,2025-04-27T18:32:12Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5685189599,20,,5685190277,147,49.1,5685189475,56,Center,5685190257,55,174,5685189473,18,,5685190267,102,47.4,5685189471,22,,5685190271,103,1.9,5685190273,215,5685190249,80,,5685190251,29,,5685190275,146,99.0,,5685190315,233,131,,,,,,,,,,,,,,,,,,,,,,,,
2807170403,131,10,1,15,33,5rz9enoyknpg8ji78za5b82p0,1,1.1,53.1,2025-04-27T14:18:40.233Z,2025-04-27T18:32:22Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5685189665,182,,5685190299,176,,5685190359,233,175,5685190301,179,,5686642883,376,,5685189667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170511,132,52,1,15,35,5rz9enoyknpg8ji78za5b82p0,1,1.0,49.6,2025-04-27T14:18:42.346Z,2025-04-27T18:32:24Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5686643025,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170963,133,1,1,15,59,5rz9enoyknpg8ji78za5b82p0,0,12.8,48.8,2025-04-27T14:19:06.449Z,2025-04-27T14:19:15Z,5f4qlbohzja204gxm9tkiekq2,L. Wahlstedt,,,5685192883,199,,5685192889,140,68.8,5685192891,141,45.5,5685192897,212,58.8,5685192903,1,,5685193825,189,,5685192901,213,6.25,5685192885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807170987,176,1,1,16,1,b3r6d8ydtmtjckam6pku9y400,1,26.8,43.9,2025-04-27T14:19:07.557Z,2025-04-27T14:19:09Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685193105,141,11.7,5685193099,3,,5685193101,56,Back,5685193109,213,4.98,5685193103,140,32.5,5685193107,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807171293,178,1,1,16,11,b3r6d8ydtmtjckam6pku9y400,1,46.0,14.6,2025-04-27T14:19:18.245Z,2025-04-27T14:19:21Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685194781,1,,5685194763,140,33.9,5685194767,141,59.7,5685194775,213,1.96,5685194771,212,33.2,5685194759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807171413,179,1,1,16,15,b3r6d8ydtmtjckam6pku9y400,1,33.9,59.7,2025-04-27T14:19:21.717Z,2025-04-27T14:19:25Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685195439,141,17.3,5685195431,56,Back,5685195443,212,32.6,5685195447,213,5.20,5685195435,140,48.4,5685195451,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807171499,180,1,1,16,19,b3r6d8ydtmtjckam6pku9y400,1,59.4,14.4,2025-04-27T14:19:25.524Z,2025-04-27T14:19:28Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5685195957,56,Right,5685195965,212,15.1,5685195961,140,72.0,5685195963,141,3.7,5685195967,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807171579,181,1,1,16,21,b3r6d8ydtmtjckam6pku9y400,1,72.0,3.7,2025-04-27T14:19:28.309Z,2025-04-27T14:19:31Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5685196411,141,25.3,5685196415,212,34.2,5685196407,140,42.6,5685196423,1,,5685196421,213,2.70,5685196401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807171643,182,1,1,16,24,b3r6d8ydtmtjckam6pku9y400,1,42.6,25.3,2025-04-27T14:19:31.173Z,2025-04-27T14:19:33Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5685196757,213,1.79,5685196753,141,63.6,5685196751,140,37.2,5685196749,56,Back,5685196755,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807171747,183,1,1,16,26,b3r6d8ydtmtjckam6pku9y400,1,37.1,63.9,2025-04-27T14:19:33.300Z,2025-04-27T14:19:37Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5685197347,140,45.1,5685197351,141,81.2,5685197359,213,0.95,5685197355,212,14.5,5685197345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807171833,184,1,1,16,30,b3r6d8ydtmtjckam6pku9y400,0,43.7,88.7,2025-04-27T14:19:37.077Z,2025-04-27T14:19:39Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685197885,141,100.0,5685197879,155,,5685197893,1,,5685197883,140,90.2,5685197887,212,49.5,5685197889,213,0.17,5685197881,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807171955,134,5,1,16,33,5rz9enoyknpg8ji78za5b82p0,1,10.8,-1.2,2025-04-27T14:19:39.647Z,2025-04-27T14:55:33Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685198637,347,,5685198633,56,Back,5685198675,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807171849,185,5,1,16,33,b3r6d8ydtmtjckam6pku9y400,0,89.2,101.2,2025-04-27T14:19:39.647Z,2025-04-27T14:55:33Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685197939,347,,5685197937,56,Left,5685198689,233,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807172429,135,1,1,16,52,5rz9enoyknpg8ji78za5b82p0,1,14.0,0.0,2025-04-27T14:19:59.456Z,2025-04-27T14:20:02Z,8xrco8qhcvplvc3wmcschoi22,T. Mølgaard,,,5685201245,212,29.7,5685201237,107,,5685201255,1,,5685201239,56,Back,5685201243,141,17.0,5685201249,213,0.45,5685201241,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807175293,155,44,1,16,55,5rz9enoyknpg8ji78za5b82p0,1,34.0,12.7,2025-04-27T14:20:01.727Z,2025-04-27T18:33:19Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5685218031,285,,5685218027,56,Back,5685220901,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807175673,217,44,1,16,55,b3r6d8ydtmtjckam6pku9y400,0,66.0,87.3,2025-04-27T14:20:01.728Z,2025-04-27T18:33:18Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685220211,286,,5685220957,233,155,5685220209,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807172435,186,43,1,16,56,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-27T14:20:02.581Z,2025-04-27T14:20:05Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5685201687,144,44,5685201273,56,Left,5685201275,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807172469,136,1,1,16,56,5rz9enoyknpg8ji78za5b82p0,1,33.3,13.7,2025-04-27T14:20:02.784Z,2025-04-27T18:33:21Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5685201475,3,,5685201483,141,19.2,5685201487,213,0.49,5685201481,140,40.0,5685201485,212,8.0,5685201479,56,Back,5685201477,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807172493,137,1,1,16,57,5rz9enoyknpg8ji78za5b82p0,1,37.3,11.0,2025-04-27T14:20:03.824Z,2025-04-27T14:22:06Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5685201621,140,32.8,5685201627,213,1.95,5685201623,141,28.3,5685201625,212,12.7,5685201619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807172625,138,1,1,17,0,5rz9enoyknpg8ji78za5b82p0,1,33.3,30.9,2025-04-27T14:20:06.800Z,2025-04-27T14:20:10Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5685202373,56,Left,5685202377,141,81.1,5685202381,213,0.97,5685202379,212,41.5,5685202383,1,,5685202375,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807172689,139,1,1,17,6,5rz9enoyknpg8ji78za5b82p0,0,68.8,86.3,2025-04-27T14:20:13.232Z,2025-04-27T14:20:14Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5685202811,212,22.9,5685202807,140,88.1,5685202809,141,70.5,5685202813,213,5.80,5685202805,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807172747,187,3,1,17,9,b3r6d8ydtmtjckam6pku9y400,0,9.9,30.6,2025-04-27T14:20:16.421Z,2025-04-27T18:50:57Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5686650023,464,,5685215647,285,,5686724369,233,140,5685203095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807172757,140,7,1,17,9,5rz9enoyknpg8ji78za5b82p0,0,90.1,69.4,2025-04-27T14:20:16.422Z,2025-04-27T18:50:57Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5685214593,286,,5686650227,178,,5686650223,385,,5685214591,56,Center,5686724333,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807433381,858,61,1,17,10,b3r6d8ydtmtjckam6pku9y400,1,10.2,29.7,2025-04-27T14:20:16.506Z,2025-04-27T18:34:26Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5686651823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
