id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2702520281,82,1,1,8,8,cftj6g399tknheudaxsdpfdgb,1,43.2,5.5,2024-07-21T16:08:45.125Z,2024-07-21T16:08:47Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5112929523,140,57.8,5112929525,141,9.1,5112929527,212,15.5,5112929521,56,Right,5112929529,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520285,83,50,1,8,10,cftj6g399tknheudaxsdpfdgb,1,64.2,12.9,2024-07-21T16:08:47.669Z,2024-07-21T16:08:50Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5112929535,56,Right,5112929537,286,,5112929657,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520299,107,7,1,8,10,9qsmopgutr7ut5g6workk8w4i,1,35.8,87.1,2024-07-21T16:08:47.670Z,2024-07-21T18:56:29Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5112929611,56,Back,5113233831,383,,5112929613,285,,5112929637,233,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520313,108,50,1,8,12,9qsmopgutr7ut5g6workk8w4i,1,35.4,85.6,2024-07-21T16:08:49.427Z,2024-07-21T19:56:37Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5112929703,56,Back,5113407011,233,84,5112933505,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520297,84,7,1,8,12,cftj6g399tknheudaxsdpfdgb,0,64.6,14.4,2024-07-21T16:08:49.428Z,2024-07-21T18:56:39Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5112929607,56,Right,5112933077,285,,5113234013,385,,5112934215,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702524089,194,1,1,8,13,9qsmopgutr7ut5g6workk8w4i,0,34.9,82.6,2024-07-21T16:08:50.026Z,2024-07-21T16:17:48Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5112951617,213,5.71,5112951611,140,35.3,5112951613,141,82.2,5112951609,56,Back,5112951615,212,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520321,109,43,1,8,14,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-07-21T16:08:51.609Z,2024-07-21T16:08:56Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5112929751,56,Back,5112930011,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521747,104,61,1,8,14,cftj6g399tknheudaxsdpfdgb,1,65.7,20.3,2024-07-21T16:08:51.678Z,2024-07-21T16:12:18Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5112938255,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520329,110,4,1,8,15,9qsmopgutr7ut5g6workk8w4i,1,34.4,80.6,2024-07-21T16:08:52.393Z,2024-07-21T16:08:55Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5112929893,286,,5112929885,13,,5112929949,233,85,5112929889,56,Back,5112929887,295,,5112929891,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520335,85,4,1,8,15,cftj6g399tknheudaxsdpfdgb,0,65.6,19.4,2024-07-21T16:08:52.394Z,2024-07-21T16:08:55Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5112929975,233,110,5112929863,152,,5112929861,56,Right,5112929857,13,,5112929865,285,,5112929859,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520471,111,1,1,8,23,9qsmopgutr7ut5g6workk8w4i,1,27.1,89.9,2024-07-21T16:09:00.377Z,2024-07-21T18:57:03Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5112930663,213,4.66,5112930661,212,16.6,5112930651,56,Back,5112930657,140,26.3,5113234249,189,,5112930647,152,,5112930643,5,,5112930659,141,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520491,112,1,1,8,35,9qsmopgutr7ut5g6workk8w4i,1,28.8,64.8,2024-07-21T16:09:12.154Z,2024-07-21T16:09:14Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5112930771,141,84.5,5112930767,56,Back,5112930775,213,1.22,5112930769,140,33.4,5112930773,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520505,113,1,1,8,37,9qsmopgutr7ut5g6workk8w4i,1,32.4,81.1,2024-07-21T16:09:14.666Z,2024-07-21T16:09:17Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5112930865,212,16.6,5112930859,56,Back,5112930863,141,57.8,5112930861,140,27.6,5112930867,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520559,114,1,1,8,40,9qsmopgutr7ut5g6workk8w4i,1,27.1,53.1,2024-07-21T16:09:17.402Z,2024-07-21T16:09:25Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5112931107,141,64.6,5112931103,56,Back,5112931109,212,10.4,5112931111,213,2.29,5112931105,140,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520593,115,1,1,8,50,9qsmopgutr7ut5g6workk8w4i,1,23.8,63.0,2024-07-21T16:09:27.818Z,2024-07-21T16:09:29Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5112931277,140,27.5,5112931279,141,40.4,5112931281,212,15.9,5112931275,56,Back,5112931283,213,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520609,116,1,1,8,53,9qsmopgutr7ut5g6workk8w4i,1,28.0,36.3,2024-07-21T16:09:30.587Z,2024-07-21T16:09:31Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5112931373,141,25.2,5112931369,56,Back,5112931377,212,7.8,5112931379,213,4.94,5112931371,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520623,117,1,1,8,54,9qsmopgutr7ut5g6workk8w4i,1,29.7,25.0,2024-07-21T16:09:31.739Z,2024-07-21T16:09:36Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5112931471,141,43.6,5112931475,213,1.81,5112931467,56,Back,5112931469,140,26.7,5112931473,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520643,118,1,1,8,59,9qsmopgutr7ut5g6workk8w4i,1,28.0,49.6,2024-07-21T16:09:36.667Z,2024-07-21T16:09:40Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5112931597,140,33.5,5112931601,212,18.8,5112931595,56,Back,5112931603,213,1.26,5112931599,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520687,119,1,1,9,3,9qsmopgutr7ut5g6workk8w4i,1,43.3,86.6,2024-07-21T16:09:40.794Z,2024-07-21T16:09:45Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5112931823,141,10.4,5112931821,140,71.5,5112931827,213,5.23,5112931817,196,,5112931825,212,59.7,5112931815,155,,5112931829,1,,5112931819,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520725,120,1,1,9,8,9qsmopgutr7ut5g6workk8w4i,1,74.1,14.1,2024-07-21T16:09:45.595Z,2024-07-21T16:09:51Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5112932031,212,9.0,5112932027,140,82.4,5112932033,213,6.02,5112932025,56,Right,5112932029,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520731,121,1,1,9,14,9qsmopgutr7ut5g6workk8w4i,1,77.6,16.4,2024-07-21T16:09:51.147Z,2024-07-21T16:09:52Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5112932097,140,77.2,5112932095,56,Center,5112932101,212,10.5,5112932103,213,1.61,5112932099,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520741,122,61,1,9,15,9qsmopgutr7ut5g6workk8w4i,0,77.1,31.9,2024-07-21T16:09:52.731Z,2024-07-21T16:09:54Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5112932187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520745,87,43,1,9,16,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-07-21T16:09:53.807Z,2024-07-21T18:57:29Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5113234661,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520759,88,1,1,9,17,cftj6g399tknheudaxsdpfdgb,0,24.9,61.4,2024-07-21T16:09:53.983Z,2024-07-21T16:09:57Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5112932253,140,38.2,5112932255,141,65.8,5112932259,213,0.21,5112932251,56,Back,5112932257,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520743,123,43,1,9,17,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-07-21T16:09:54.251Z,2024-07-21T18:57:32Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5113234701,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520763,124,1,1,9,18,9qsmopgutr7ut5g6workk8w4i,1,64.0,33.6,2024-07-21T16:09:55.723Z,2024-07-21T16:09:56Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5112932293,212,12.6,5112932295,213,2.40,5112932289,140,55.1,5112932287,56,Center,5112932291,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520777,125,1,1,9,19,9qsmopgutr7ut5g6workk8w4i,1,55.2,47.9,2024-07-21T16:09:56.731Z,2024-07-21T16:09:58Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5112932373,141,59.6,5112932377,213,1.97,5112932371,140,52.0,5112932375,212,8.6,5112932369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520849,126,1,1,9,21,9qsmopgutr7ut5g6workk8w4i,1,46.7,57.9,2024-07-21T16:09:58.283Z,2024-07-21T16:10:08Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5112932761,56,Back,5112932769,213,4.31,5112932767,212,8.8,5112932763,140,43.4,5112932765,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520903,127,1,1,9,31,9qsmopgutr7ut5g6workk8w4i,1,40.2,41.5,2024-07-21T16:10:08.172Z,2024-07-21T18:57:46Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5112933029,212,19.8,5113234887,189,,5112933025,140,41.9,5112933027,141,70.5,5112933023,56,Back,5112933031,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520921,128,1,1,9,36,9qsmopgutr7ut5g6workk8w4i,1,45.0,72.1,2024-07-21T16:10:12.971Z,2024-07-21T16:10:15Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5112933173,141,94.7,5112933177,213,1.00,5112933171,140,54.4,5112933175,212,18.3,5112933169,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520945,129,1,1,9,38,9qsmopgutr7ut5g6workk8w4i,1,55.5,84.5,2024-07-21T16:10:15.531Z,2024-07-21T16:10:17Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5112933323,212,8.2,5112933325,213,4.97,5112933319,140,57.5,5112933317,56,Center,5112933321,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520957,130,1,1,9,40,9qsmopgutr7ut5g6workk8w4i,1,53.8,70.0,2024-07-21T16:10:17.628Z,2024-07-21T16:10:20Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5112933465,213,3.92,5112933463,212,15.0,5112933461,141,54.5,5112933459,140,43.6,5112933457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520973,131,1,1,9,43,9qsmopgutr7ut5g6workk8w4i,0,44.7,51.5,2024-07-21T16:10:20.396Z,2024-07-21T16:10:32Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5112933559,140,71.3,5112933557,56,Right,5112933567,1,,5112933561,141,8.9,5112933563,212,40.2,5112933555,155,,5112933565,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520977,89,8,1,9,47,cftj6g399tknheudaxsdpfdgb,1,36.8,93.3,2024-07-21T16:10:23.976Z,2024-07-21T18:58:04Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5113235137,385,,5112933589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702520995,90,83,1,9,48,cftj6g399tknheudaxsdpfdgb,0,45.3,88.6,2024-07-21T16:10:25.488Z,2024-07-21T16:50:38Z,195o7hchielt14ic49r3k06sq,Serginho,,,5113006033,399,6anvl82jyio52wo87cbxdp4np,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521003,132,1,1,9,49,9qsmopgutr7ut5g6workk8w4i,1,54.1,15.6,2024-07-21T16:10:26.716Z,2024-07-21T16:10:28Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5112933727,140,53.5,5112933733,213,1.66,5112933731,212,7.2,5112933729,141,26.1,5112933725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521031,133,1,1,9,51,9qsmopgutr7ut5g6workk8w4i,0,56.3,29.5,2024-07-21T16:10:27.965Z,2024-07-21T16:10:30Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5112933879,1,,5112933875,212,41.3,5112933869,56,Center,5112933877,213,0.64,5112933871,140,87.8,5112933873,141,65.8,5112933867,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521033,91,52,1,9,53,cftj6g399tknheudaxsdpfdgb,1,11.1,29.5,2024-07-21T16:10:30.696Z,2024-07-21T18:58:14Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5113235295,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521059,92,1,1,9,55,cftj6g399tknheudaxsdpfdgb,1,11.6,29.3,2024-07-21T16:10:31.928Z,2024-07-21T16:10:34Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5112934011,56,Back,5112934017,212,14.1,5112934009,123,,5112934013,140,24.9,5112934019,213,6.16,5112934015,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521093,93,1,1,9,57,cftj6g399tknheudaxsdpfdgb,1,26.7,25.0,2024-07-21T16:10:34.712Z,2024-07-21T16:10:38Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5112934201,212,13.2,5112934197,140,32.2,5112934199,141,7.5,5112934195,56,Back,5112934203,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521109,94,1,1,10,1,cftj6g399tknheudaxsdpfdgb,1,32.2,7.5,2024-07-21T16:10:38.152Z,2024-07-21T16:10:40Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5112934285,140,43.6,5112934283,56,Back,5112934287,141,4.9,5112934289,212,12.1,5112934291,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521121,95,1,1,10,3,cftj6g399tknheudaxsdpfdgb,1,43.6,4.9,2024-07-21T16:10:40.488Z,2024-07-21T16:10:41Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5112934341,141,7.2,5112934349,213,3.01,5112934339,140,32.2,5112934345,212,12.1,5112934335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521129,96,1,1,10,4,cftj6g399tknheudaxsdpfdgb,1,32.2,7.2,2024-07-21T16:10:41.224Z,2024-07-21T16:10:42Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5112934399,140,38.1,5112934397,56,Back,5112934405,213,0.35,5112934403,212,6.6,5112934401,141,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521143,97,1,1,10,5,cftj6g399tknheudaxsdpfdgb,1,38.1,10.5,2024-07-21T16:10:42.008Z,2024-07-21T16:10:44Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5112934499,212,7.4,5112934501,213,3.67,5112934495,140,32.0,5112934497,141,5.0,5112934493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521159,98,1,1,10,7,cftj6g399tknheudaxsdpfdgb,1,31.5,9.9,2024-07-21T16:10:44.521Z,2024-07-21T16:10:46Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5112934581,141,32.4,5112934579,140,27.9,5112934577,56,Back,5112934585,213,1.81,5112934583,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521189,99,1,1,10,9,cftj6g399tknheudaxsdpfdgb,1,27.6,37.1,2024-07-21T16:10:46.584Z,2024-07-21T16:10:49Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5112934779,212,18.6,5112934777,141,64.3,5112934781,213,1.48,5112934775,140,29.2,5112934773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521203,100,1,1,10,12,cftj6g399tknheudaxsdpfdgb,1,32.1,67.2,2024-07-21T16:10:49.561Z,2024-07-21T16:10:52Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5112934859,140,47.7,5112934857,56,Back,5112934861,141,88.4,5112934863,212,21.8,5112934865,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521213,101,1,1,10,15,cftj6g399tknheudaxsdpfdgb,1,56.3,85.4,2024-07-21T16:10:52.329Z,2024-07-21T16:10:54Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5112934937,141,52.2,5112934941,213,5.15,5112934933,56,Center,5112934939,212,24.9,5112934935,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521235,102,1,1,10,17,cftj6g399tknheudaxsdpfdgb,1,70.0,49.0,2024-07-21T16:10:54.456Z,2024-07-21T16:11:36Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,1.0,5112935093,140,90.1,5112935175,4,,5112936791,22,,5112935097,212,21.1,5112935091,56,Center,5112936787,210,16,5112935095,141,49.8,5112936789,154,,5112935099,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521239,103,16,1,10,19,cftj6g399tknheudaxsdpfdgb,1,86.3,50.8,2024-07-21T16:10:56.793Z,2024-07-21T18:58:41Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5112936827,214,,5112936817,154,,5113235545,395,7.6,5112935119,17,,5112936829,89,,5112936819,55,102,5112936135,375,10:19.096,5112935117,22,,5112936131,374,2024-07-21 17:10:55.929,5112936833,230,92.4,5112936813,78,5112936823,102,5112936127,72,5112936835,231,,5113235547,396,50.2,5112936825,103,5112936815,29,51.3,50,4.4,5112936831,328,5112935121,56,Center,,,,,,,,
2702521789,134,1,1,11,41,9qsmopgutr7ut5g6workk8w4i,1,49.7,50.1,2024-07-21T16:12:18.304Z,2024-07-21T18:58:50Z,9auqrrixu34cgkpe8trlkaoh6,F. Bundgaard,,,5112938477,141,68.2,5112938473,56,Back,5113235615,189,,5112938481,213,1.83,5112938479,212,12.7,5112938475,140,46.6,5112938483,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521857,135,1,1,11,41,9qsmopgutr7ut5g6workk8w4i,1,46.8,63.6,2024-07-21T16:12:18.463Z,2024-07-21T18:58:55Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5112938869,141,51.0,5112938873,213,3.89,5113235635,189,,5112938867,140,38.1,5112938863,56,Back,5112938871,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521869,136,1,1,11,49,9qsmopgutr7ut5g6workk8w4i,1,46.5,30.3,2024-07-21T16:12:26.488Z,2024-07-21T18:59:04Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5112938921,56,Right,5112938927,141,9.1,5112938931,212,17.5,5112938935,213,5.31,5112938925,140,55.9,5113235785,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521877,137,1,1,11,50,9qsmopgutr7ut5g6workk8w4i,1,56.8,10.0,2024-07-21T16:12:27.384Z,2024-07-21T18:59:07Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5112938979,141,30.7,5112938977,140,60.1,5112938981,212,14.5,5112938983,213,1.33,5112938975,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521889,138,1,1,11,52,9qsmopgutr7ut5g6workk8w4i,1,60.7,31.9,2024-07-21T16:12:29.120Z,2024-07-21T16:12:31Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5112939037,212,6.9,5112939031,56,Center,5112939033,140,63.4,5112939039,213,5.14,5112939035,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521887,105,83,1,11,53,cftj6g399tknheudaxsdpfdgb,0,30.3,73.6,2024-07-21T16:12:30.116Z,2024-07-21T16:50:37Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,,,5113006001,399,53nd6a4o02ebb0w2s12prijje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521909,139,1,1,11,54,9qsmopgutr7ut5g6workk8w4i,1,61.9,30.4,2024-07-21T16:12:31.248Z,2024-07-21T16:12:33Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5112939109,213,2.81,5112939101,56,Center,5112939107,212,11.2,5112939103,140,51.8,5112939105,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521947,140,1,1,11,56,9qsmopgutr7ut5g6workk8w4i,1,52.1,35.7,2024-07-21T16:12:33.184Z,2024-07-21T16:12:38Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5112939377,212,6.2,5112939371,56,Center,5112939379,213,5.37,5112939373,140,55.7,5112939375,141,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521965,141,1,1,12,1,9qsmopgutr7ut5g6workk8w4i,1,60.7,33.7,2024-07-21T16:12:38.625Z,2024-07-21T16:12:40Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5112939443,212,6.3,5112939437,56,Center,5112939441,141,41.5,5112939445,213,1.01,5112939439,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521981,142,1,1,12,3,9qsmopgutr7ut5g6workk8w4i,1,63.0,42.1,2024-07-21T16:12:40.705Z,2024-07-21T16:12:41Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5112939525,212,8.0,5112939519,56,Center,5112939523,141,38.2,5112939527,213,3.48,5112939521,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702521985,143,1,1,12,4,9qsmopgutr7ut5g6workk8w4i,1,55.2,37.9,2024-07-21T16:12:41.601Z,2024-07-21T16:12:42Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5112939547,140,46.3,5112939545,56,Back,5112939551,212,16.6,5112939549,141,58.1,5112939553,213,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702522021,144,1,1,12,5,9qsmopgutr7ut5g6workk8w4i,1,46.8,59.3,2024-07-21T16:12:42.673Z,2024-07-21T16:13:02Z,bmkq3hz1z7lsji7wgr3j8978p,R. Lauritsen,,,5112939749,140,57.1,5112939753,212,19.7,5112939751,141,83.6,5112939755,213,0.99,5112939747,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702522043,145,1,1,12,10,9qsmopgutr7ut5g6workk8w4i,1,57.8,87.5,2024-07-21T16:12:47.184Z,2024-07-21T16:12:49Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5112939871,141,95.6,5112939875,213,0.57,5112939867,56,Left,5112939869,140,65.9,5112939873,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
