id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2797134467,160,1,1,21,53,aljua8crr0vkwit0j3m59jw9j,0,18.7,18.3,2025-04-06T12:22:37.820Z,2025-04-06T12:22:42Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5629941351,1,,5629941331,56,Right,5629941335,140,78.9,5629941343,212,63.6,5629941347,213,6.17,5629941329,157,,5629941339,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134517,148,1,1,21,58,cftj6g399tknheudaxsdpfdgb,1,24.4,79.1,2025-04-06T12:22:43.105Z,2025-04-06T12:22:44Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5629941615,212,21.2,5629941611,140,7.7,5629941613,141,61.7,5629941609,56,Back,5629941617,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134593,150,1,1,22,0,cftj6g399tknheudaxsdpfdgb,1,7.9,61.7,2025-04-06T12:22:45.201Z,2025-04-06T12:22:48Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5629942051,141,61.7,5629942055,212,14.5,5629942043,56,Back,5629942047,140,21.7,5629942059,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134637,151,1,1,22,3,cftj6g399tknheudaxsdpfdgb,0,19.7,64.2,2025-04-06T12:22:48.544Z,2025-04-06T12:22:51Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5629942367,213,0.85,5629942361,140,31.3,5629942365,212,18.4,5629942363,141,84.4,5629942359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134645,161,8,1,22,7,aljua8crr0vkwit0j3m59jw9j,1,77.7,8.2,2025-04-06T12:22:52.347Z,2025-04-06T17:19:56Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5629942405,56,Right,5631558213,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134655,152,1,1,22,8,cftj6g399tknheudaxsdpfdgb,1,30.8,83.8,2025-04-06T12:22:52.825Z,2025-04-06T17:20:03Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5629942449,56,Back,5631558845,212,4.7,5631558841,140,30.2,5631558843,141,76.9,5631558847,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134749,153,1,1,22,10,cftj6g399tknheudaxsdpfdgb,1,30.4,71.7,2025-04-06T12:22:55.041Z,2025-04-06T12:22:58Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5629942993,212,21.8,5629942989,140,25.9,5629942987,56,Back,5629942991,141,40.4,5629942995,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134791,154,1,1,22,13,cftj6g399tknheudaxsdpfdgb,1,27.3,36.6,2025-04-06T12:22:58.657Z,2025-04-06T12:23:02Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5629943189,140,43.0,5629943185,56,Back,5629943195,212,23.3,5629943191,141,12.3,5629943197,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134839,155,1,1,22,17,cftj6g399tknheudaxsdpfdgb,1,41.5,12.6,2025-04-06T12:23:02.001Z,2025-04-06T12:23:04Z,eq7tnnzwq0g9q4eac0o9t9xey,S. Kuzmić,,,5629943497,140,36.3,5629943503,213,2.11,5629943499,141,26.1,5629943495,56,Back,5629943501,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134903,156,1,1,22,19,cftj6g399tknheudaxsdpfdgb,1,36.5,26.2,2025-04-06T12:23:04.290Z,2025-04-06T12:23:07Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5629943819,213,1.61,5629943813,140,35.8,5629943817,212,16.9,5629943811,56,Back,5629943815,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797134975,157,1,1,22,22,cftj6g399tknheudaxsdpfdgb,1,37.3,49.3,2025-04-06T12:23:07.249Z,2025-04-06T12:23:11Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5629944235,213,5.12,5629944231,141,25.3,5629944229,140,44.0,5629944233,212,17.8,5629944227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135069,158,1,1,22,26,cftj6g399tknheudaxsdpfdgb,0,45.7,26.7,2025-04-06T12:23:10.881Z,2025-04-06T14:19:25Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5629944671,212,26.4,5629944669,141,65.4,5629944665,56,Back,5629944667,140,43.4,5629944673,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135199,159,1,1,22,30,cftj6g399tknheudaxsdpfdgb,0,43.3,63.7,2025-04-06T12:23:15.417Z,2025-04-06T14:28:18Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5629945451,213,5.60,5629945443,56,Center,5629945449,212,13.0,5629945445,140,52.9,5629945447,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135061,162,8,1,22,31,aljua8crr0vkwit0j3m59jw9j,1,38.9,43.4,2025-04-06T12:23:15.882Z,2025-04-06T17:20:24Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5629944639,56,Back,5631560323,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135123,163,1,1,22,31,aljua8crr0vkwit0j3m59jw9j,1,45.5,47.2,2025-04-06T12:23:16.699Z,2025-04-06T12:23:19Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5629944971,141,32.7,5629944975,213,4.28,5629944969,140,41.2,5629944973,212,10.8,5629944967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135155,165,1,1,22,34,aljua8crr0vkwit0j3m59jw9j,1,46.9,39.2,2025-04-06T12:23:19.563Z,2025-04-06T17:20:52Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5629945123,212,9.1,5629945117,56,Back,5629945125,213,2.05,5629945121,141,51.0,5629945119,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135177,166,1,1,22,35,aljua8crr0vkwit0j3m59jw9j,1,42.9,51.0,2025-04-06T12:23:20.571Z,2025-04-06T12:23:22Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5629945315,213,0.95,5629945311,212,20.1,5629945305,56,Center,5629945307,140,54.0,5629945309,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135253,167,1,1,22,37,aljua8crr0vkwit0j3m59jw9j,1,56.9,76.9,2025-04-06T12:23:22.219Z,2025-04-06T12:23:28Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5629945793,56,Left,5629945799,212,17.4,5629945801,213,0.36,5629945795,140,72.4,5629945797,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135267,168,1,1,22,43,aljua8crr0vkwit0j3m59jw9j,0,97.2,76.0,2025-04-06T12:23:28.492Z,2025-04-06T17:21:13Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5629945873,213,4.74,5629945867,140,97.6,5631563881,72,,5629945869,141,54.9,5629945863,155,,5629945865,56,Center,5629945861,2,,5629945871,212,14.4,5631563879,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135297,160,12,1,22,45,cftj6g399tknheudaxsdpfdgb,1,5.9,37.3,2025-04-06T12:23:29.915Z,2025-04-06T17:21:30Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5629946115,15,,5629946089,213,1.38,5629946083,140,9.1,5629946087,212,17.6,5629946081,56,Back,5629946085,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135291,169,15,1,22,46,aljua8crr0vkwit0j3m59jw9j,1,94.0,30.1,2025-04-06T12:23:31.131Z,2025-04-06T12:23:56Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5629948201,328,,5629948211,231,47.3,5629946039,56,Center,5629946037,63,,5629948207,147,32.7,5629948243,233,161,5629948199,108,,5629946585,23,,5629948193,78,,5629948197,103,19,5629948203,458,5629948209,230,99.0,,5629946605,82,5629948205,146,94.7,5629946587,20,5629948195,102,51.2,,,,,,,
2797135353,161,10,1,22,46,cftj6g399tknheudaxsdpfdgb,1,5.3,67.3,2025-04-06T12:23:31.231Z,2025-04-06T12:23:56Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5629948277,233,169,5629946325,56,Back,5629946323,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135393,162,6,1,22,47,cftj6g399tknheudaxsdpfdgb,0,5.6,66.0,2025-04-06T12:23:32.430Z,2025-04-06T17:21:49Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5630154157,233,170,5629946709,73,,5629946707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797135303,170,6,1,22,47,aljua8crr0vkwit0j3m59jw9j,1,94.4,34.0,2025-04-06T12:23:32.430Z,2025-04-06T13:03:55Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5629946203,56,Center,5630154153,233,162,5629946205,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136143,171,1,1,23,40,aljua8crr0vkwit0j3m59jw9j,0,99.5,0.5,2025-04-06T12:24:25.069Z,2025-04-06T17:21:52Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5629950961,1,,5629950957,212,34.0,5629950959,213,1.82,5629950953,140,91.5,5629950943,2,,5629950949,223,,5629950951,56,Center,5629950947,155,,5631566275,72,,5629950945,6,,5629950955,141,,,,49.0,,,,,,,,,,,,,,,,,
2797136189,163,12,1,23,44,cftj6g399tknheudaxsdpfdgb,1,7.2,57.3,2025-04-06T12:24:28.932Z,2025-04-06T12:24:31Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5629951153,141,84.8,5629951181,15,,5629951157,213,0.73,5629951149,56,Back,5629951151,140,27.2,5629951155,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136213,172,1,1,23,46,aljua8crr0vkwit0j3m59jw9j,0,73.2,7.3,2025-04-06T12:24:31.693Z,2025-04-06T12:24:36Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5629951689,236,,5629951285,141,6.8,5629951281,56,Right,5629951291,213,6.19,5629951287,212,3.7,5629951691,233,164,5629951695,286,,5629951283,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136289,164,74,1,23,46,cftj6g399tknheudaxsdpfdgb,1,26.6,86.2,2025-04-06T12:24:31.694Z,2025-04-06T14:16:23Z,195o7hchielt14ic49r3k06sq,Serginho,,,5629951701,233,172,5629951685,56,Back,5629951687,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136239,173,61,1,23,48,aljua8crr0vkwit0j3m59jw9j,1,76.7,6.8,2025-04-06T12:24:33.195Z,2025-04-06T12:24:33Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5629951403,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136309,165,61,1,23,52,cftj6g399tknheudaxsdpfdgb,1,26.6,86.2,2025-04-06T12:24:37.522Z,2025-04-06T12:24:37Z,195o7hchielt14ic49r3k06sq,Serginho,,,5629951797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136359,166,5,1,23,55,cftj6g399tknheudaxsdpfdgb,0,25.0,101.2,2025-04-06T12:24:40.261Z,2025-04-06T14:18:08Z,195o7hchielt14ic49r3k06sq,Serginho,,,5630532249,233,174,5629952145,56,Back,5629952147,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136255,174,5,1,23,55,aljua8crr0vkwit0j3m59jw9j,1,75.0,-1.2,2025-04-06T12:24:40.261Z,2025-04-06T14:18:07Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5629951527,347,,5629951525,56,Right,5630532223,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136455,175,1,1,23,57,aljua8crr0vkwit0j3m59jw9j,1,76.1,0.0,2025-04-06T12:24:41.853Z,2025-04-06T14:08:29Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5629952705,212,40.5,5629952699,56,Back,5629952701,140,42.0,5629952707,213,2.65,5630532485,107,,5629952703,141,26.8,5629952709,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136509,176,1,1,24,3,aljua8crr0vkwit0j3m59jw9j,1,40.6,32.5,2025-04-06T12:24:48.573Z,2025-04-06T12:24:51Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5629953027,213,0.94,5629953023,141,38.8,5629953019,56,Back,5629953025,212,5.3,5629953021,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136551,177,1,1,24,6,aljua8crr0vkwit0j3m59jw9j,1,40.2,37.7,2025-04-06T12:24:51.405Z,2025-04-06T12:24:53Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5629953251,213,4.85,5629953243,56,Back,5629953249,212,10.0,5629953247,141,23.1,5629953245,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136597,178,1,1,24,8,aljua8crr0vkwit0j3m59jw9j,1,41.6,20.6,2025-04-06T12:24:53.533Z,2025-04-06T12:24:56Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5629953481,140,35.3,5629953491,213,1.98,5629953483,141,42.8,5629953479,56,Back,5629953487,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136637,179,1,1,24,11,aljua8crr0vkwit0j3m59jw9j,1,35.3,43.0,2025-04-06T12:24:56.573Z,2025-04-06T12:24:59Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5629953741,212,18.4,5629953739,141,69.4,5629953737,140,39.3,5629953735,56,Back,5629953743,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136685,180,1,1,24,14,aljua8crr0vkwit0j3m59jw9j,1,35.3,72.3,2025-04-06T12:24:59.517Z,2025-04-06T12:25:05Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5629954031,212,23.8,5629954025,56,Back,5629954029,141,55.5,5629954027,140,15.4,5629954033,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136713,181,1,1,24,20,aljua8crr0vkwit0j3m59jw9j,1,15.6,54.5,2025-04-06T12:25:04.925Z,2025-04-06T12:25:07Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5629954193,140,19.3,5629954199,213,4.92,5629954191,56,Back,5629954195,141,27.4,5629954197,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136751,182,1,1,24,22,aljua8crr0vkwit0j3m59jw9j,1,19.3,25.5,2025-04-06T12:25:07.757Z,2025-04-06T12:25:09Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5629954423,212,15.7,5629954417,56,Back,5629954419,140,22.4,5629954421,141,2.9,5629954425,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136773,183,1,1,24,24,aljua8crr0vkwit0j3m59jw9j,1,23.5,3.5,2025-04-06T12:25:09.789Z,2025-04-06T12:25:12Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5629954557,212,17.2,5629954551,56,Back,5629954555,141,3.7,5629954553,140,39.9,5629954559,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136781,184,3,1,24,27,aljua8crr0vkwit0j3m59jw9j,0,35.0,5.8,2025-04-06T12:25:12.109Z,2025-04-06T17:22:20Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5629954961,233,167,5631568407,465,,5629954579,56,Back,5629954581,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136845,167,7,1,24,27,cftj6g399tknheudaxsdpfdgb,1,65.0,94.2,2025-04-06T12:25:12.110Z,2025-04-06T17:22:24Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5629954939,233,184,5631568681,178,,5631568679,383,,5629954897,56,Left,5629954943,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136863,169,1,1,24,30,cftj6g399tknheudaxsdpfdgb,1,69.4,90.9,2025-04-06T12:25:15.557Z,2025-04-06T12:25:16Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5629955011,212,9.9,5629955005,56,Left,5629955013,213,5.63,5629955009,141,82.1,5629955007,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136875,170,1,1,24,31,cftj6g399tknheudaxsdpfdgb,1,76.9,82.1,2025-04-06T12:25:16.405Z,2025-04-06T17:22:33Z,195o7hchielt14ic49r3k06sq,Serginho,,,5629955083,141,92.0,5629955087,213,1.59,5629955079,56,Left,5631569377,156,,5629955081,140,76.8,5629955085,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136903,171,1,1,24,33,cftj6g399tknheudaxsdpfdgb,1,76.8,92.0,2025-04-06T12:25:17.861Z,2025-04-06T12:25:19Z,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,5629955199,213,4.60,5629955193,140,76.4,5629955197,212,3.7,5629955191,56,Left,5629955195,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797136951,172,1,1,24,34,cftj6g399tknheudaxsdpfdgb,1,76.5,85.3,2025-04-06T12:25:19.189Z,2025-04-06T12:25:22Z,195o7hchielt14ic49r3k06sq,Serginho,,,5629955519,213,3.28,5629955513,140,65.6,5629955511,56,Left,5629955515,141,83.0,5629955517,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137029,173,1,1,24,37,cftj6g399tknheudaxsdpfdgb,1,62.3,81.2,2025-04-06T12:25:22.405Z,2025-04-06T12:25:28Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5629955923,141,67.6,5629955927,213,3.58,5629955919,56,Back,5629955921,140,43.5,5629955925,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137131,174,1,1,24,43,cftj6g399tknheudaxsdpfdgb,1,42.1,61.2,2025-04-06T12:25:28.006Z,2025-04-06T12:25:32Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5629956431,213,5.10,5629956425,140,48.6,5629956423,56,Back,5629956429,212,18.3,5629956427,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137225,175,1,1,24,47,cftj6g399tknheudaxsdpfdgb,1,51.5,27.7,2025-04-06T12:25:32.421Z,2025-04-06T12:25:37Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5629956885,141,35.8,5629956881,56,Center,5629956887,212,12.1,5629956889,213,0.47,5629956883,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137233,176,4,1,24,52,cftj6g399tknheudaxsdpfdgb,1,58.6,31.2,2025-04-06T12:25:37.255Z,2025-04-06T17:22:57Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5631571143,295,,5629957181,56,Center,5629957183,152,,5629957263,233,185,5629957179,13,,5629957187,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137239,185,4,1,24,52,aljua8crr0vkwit0j3m59jw9j,0,41.4,68.8,2025-04-06T12:25:37.256Z,2025-04-06T17:22:55Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5629957219,56,Back,5629957213,13,,5629957225,285,,5629957273,233,176,5629957223,152,,5631571009,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137315,177,1,1,24,55,cftj6g399tknheudaxsdpfdgb,1,60.6,36.7,2025-04-06T12:25:39.926Z,2025-04-06T12:25:42Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5629957395,212,14.8,5629957391,140,50.1,5629957385,5,,5629957389,56,Center,5629957393,141,51.2,5629957397,213,2.41,5629957387,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137345,178,1,1,24,57,cftj6g399tknheudaxsdpfdgb,1,50.2,51.2,2025-04-06T12:25:42.117Z,2025-04-06T12:25:45Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5629957613,213,4.76,5629957609,141,30.0,5629957607,140,50.8,5629957605,56,Center,5629957611,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137535,179,1,1,25,0,cftj6g399tknheudaxsdpfdgb,1,51.5,29.2,2025-04-06T12:25:45.511Z,2025-04-06T12:26:00Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5629958615,155,,5629958623,212,53.1,5629958627,1,,5629958617,56,Left,5629958621,141,82.9,5629958625,213,0.76,5629958619,140,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137547,180,3,1,25,15,cftj6g399tknheudaxsdpfdgb,0,86.9,77.2,2025-04-06T12:26:00.679Z,2025-04-06T17:23:13Z,195o7hchielt14ic49r3k06sq,Serginho,,,5629958685,56,Center,5629958687,286,,5631572257,465,,5629958949,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137557,181,43,1,25,16,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2025-04-06T12:26:01.463Z,2025-04-06T13:02:48Z,195o7hchielt14ic49r3k06sq,Serginho,,,5630148175,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137909,186,12,1,25,16,aljua8crr0vkwit0j3m59jw9j,1,8.0,17.1,2025-04-06T12:26:01.583Z,2025-04-06T12:26:28Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5629960953,212,23.7,5629960947,56,Back,5629960949,140,29.6,5629960955,213,5.99,5629960951,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797433377,801,1,1,25,19,cftj6g399tknheudaxsdpfdgb,1,66.3,85.6,2025-04-06T12:26:04.483Z,2025-04-06T17:24:32Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5631577137,212,25.3,5631577135,141,79.0,5631577131,56,Back,5631577133,140,42.6,5631577139,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137645,183,1,1,25,23,cftj6g399tknheudaxsdpfdgb,1,44.1,73.0,2025-04-06T12:26:08.295Z,2025-04-06T12:26:09Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5629959361,212,26.4,5629959347,56,Back,5629959367,213,3.52,5629959355,141,58.7,5629959351,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137681,184,1,1,25,24,cftj6g399tknheudaxsdpfdgb,1,20.7,58.7,2025-04-06T12:26:09.415Z,2025-04-06T12:26:11Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5629959581,56,Back,5629959585,140,38.8,5629959597,213,5.61,5629959589,141,36.3,5629959593,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137709,185,1,1,25,26,cftj6g399tknheudaxsdpfdgb,1,42.1,34.9,2025-04-06T12:26:11.623Z,2025-04-06T12:26:13Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5629959721,56,Back,5629959725,141,59.7,5629959727,212,17.5,5629959723,140,37.7,5629959729,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137739,186,1,1,25,28,cftj6g399tknheudaxsdpfdgb,1,38.1,59.6,2025-04-06T12:26:13.271Z,2025-04-06T12:26:16Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5629959905,141,70.0,5629959901,56,Back,5629959907,212,10.7,5629959909,213,0.73,5629959903,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137771,187,1,1,25,31,cftj6g399tknheudaxsdpfdgb,1,46.6,66.6,2025-04-06T12:26:16.071Z,2025-04-06T12:26:18Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5629960075,140,65.3,5629960081,213,6.26,5629960077,141,65.8,5629960073,56,Center,5629960079,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137805,188,1,1,25,33,cftj6g399tknheudaxsdpfdgb,1,65.3,65.8,2025-04-06T12:26:18.295Z,2025-04-06T12:26:20Z,195o7hchielt14ic49r3k06sq,Serginho,,,5629960257,212,10.3,5629960253,140,55.8,5629960259,213,2.89,5629960297,156,,5629960255,141,69.6,5629960251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137837,189,1,1,25,36,cftj6g399tknheudaxsdpfdgb,1,56.0,66.0,2025-04-06T12:26:20.856Z,2025-04-06T12:26:22Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5629960461,212,20.3,5629960457,140,60.5,5629960459,141,36.9,5629960455,56,Center,5629960463,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797137853,190,1,1,25,37,cftj6g399tknheudaxsdpfdgb,1,60.5,36.9,2025-04-06T12:26:22.423Z,2025-04-06T12:26:24Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5629960573,213,3.45,5629960567,140,49.0,5629960569,141,31.2,5629960565,56,Back,5629960571,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
